"rownum","Id","[i32]","[i32]","VolumePercentage","i32","i32","i32","i32","[rid]","[i32]","[i32]"
230,"AlvaFour2","[283438,0,283584,0,283730,0,283876,0,284022,0,284168,0,284314,0,284460,0,284606,0,284752,0]",[],100,0,0,286518,0,[],[],[]
231,"AlvaFour2_NoSoulCore","[286562,0,286722,0,286882,0,287042,0,287202,0]",[],100,0,0,288242,0,[],[],[]
232,"AlvaFour2_SoulCore","[288282,0,288438]",[],100,1,0,288774,0,[],[],[]
233,"AlvaFour2_Generator","[288832,0,288998,0,289164,0,289330,0,289496,0,289662]",[],100,0,0,290746,0,[4423],[],[]
234,"AlvaFour2_OutskirtsNoCore","[290816,0,290988,0]",[],100,0,0,291536,0,[3764],[],[]
235,"AlvaFour2_OutskirtsCore","[291602,0,291776,0,291950,0,292124]",[],100,1,0,292876,0,[],[],[]
236,"AlvaFour2_Ziggurat","[292932,0,293090]",[],100,0,0,293430,0,[],[],[]
237,"Preacher1","[293452,0,293640,0,293828,0,294016,0,294204,0]",[],100,0,0,295412,0,[],[],[]
238,"Preacher2","[295434,0,295622,0,295810,0]",[],100,0,0,296610,0,[],[],[]
239,"DannigFour1","[296636,0,296784,0,296932,0,297080,0,297228,0,297376,0,297524,0,297672,0,297820,0,297968,0,298116,0,298264,0,298412,0,298560,0]",[],100,0,0,301004,0,[],[],[]
240,"DannigFour2","[301030,0,301178,0,301326,0,301474,0,301622,0,301770,0,301918,0,302066]",[],100,0,0,303370,0,[],[],[]
241,"DannigEG1","[296636,0,296784,0,296932,0,297080,0,297228,0,297376,0,297524,0,297672,0,297820,0]",[],100,0,0,303536,0,[],[],[]
242,"DannigEG2","[301030,0,301178,0,301326,0,301474,0,301622,0,301770,0,301918,0,302066]",[],100,0,0,303678,0,[],[],[]
243,"DannigEGLogbook1","[303714,0,303882,0,304050,0,304218,0]",[],100,1,0,305122,0,[77],[],[]
244,"DannigEGLogbook2","[305190,0,305358,0,305526,0,305694]",[],100,1,0,306422,0,[77],[],[]
245,"DannigEGOlroth1","[306488,0,306656,0,306824,0,306992,0]",[],100,1,0,307896,0,[],[],[]
246,"DannigEGOlroth2","[307946,0,308114,0,308282,0]",[],100,1,0,309002,0,[],[],[]
247,"TujenFour1","[309042,0,309208,0,309374,0,309540,0,309706,0,309872,0,310038,0,310204,0,310370,0,310536,0,310702,0,310868,0]",[],100,0,0,313218,0,[],[],[]
248,"TujenFour2","[313242,0,313408,0,313574,0,313740,0,313906,0,314072,0,314238,0,314404,0,314570,0,314736,0]",[],100,0,0,316722,0,[],[],[]
249,"RogFour1","[316742,0,316884,0,317026,0,317168,0,317310,0,317452,0]",[],100,0,0,318542,0,[],[],[]
250,"RogFour2","[318562,0,318704,0,318846,0,318988,0,319130,0,319272,0]",[],100,0,0,320362,0,[],[],[]
251,"Rhodri1","[320380,0,320534,0,320688,0,320842,0,320996,0,321150,0,321304,0,320688,0,321458,0,321612,0,321766,0,321920,0]",[],100,0,0,324114,0,[],[],[]
252,"Rhodri2","[324132,0,324286,0,324440,0,324594,0,324748,0,324902,0,325056]",[],100,0,0,326238,0,[],[],[]
253,"RhodriBoat1","[326264,0,326418,0]",[],100,0,0,326912,0,[],[],[]
254,"RhodriBoat2","[326938,0,327092,0,327246]",[],100,0,0,327748,0,[],[],[]
255,"Makoru1","[327766,0,327920,0,328074,0,328228,0,328382,0,328536,0,328690,0,328844,0,328998,0,329152,0,329306,0,329460,0]",[],100,0,0,331654,0,[],[],[]
256,"Makoru2","[331672,0,331826,0,331980,0,332134,0,332288,0,332442,0,332596,0,332750,0,332904,0,333058,0,333212,0,333366]",[],100,0,0,335398,0,[],[],[]
257,"ElwynianGrumpy1","[335432,0,335606,0,335780,0,335954,0,336128,0,336302,0,336476,0,336650,0,336824]",[],100,0,0,338526,0,[],[],[]
258,"ElwynianGrumpy2","[338560,0,338736,0,338912,0,339088,0,339264,0,339440,0,339616,0]",[],100,0,0,341136,0,[],[],[]
259,"Cedrus1","[341154,0,341308,0,341462,0,341616,0,341770,0,341924,0,342078,0,342232,0]",[],100,0,0,343746,0,[],[],[]
260,"Cedrus2","[343764,0,343918,0,344072,0,344226,0,344380,0,344534,0,344688,0,344842,0,344996,0]",[],100,0,0,346680,0,[],[],[]
261,"TullinaFour1","[346708,0,346866,0,347024,0,347182,0,347340,0,347498,0,347656,0,347814,0,347972,0,348130,0,348288,0]",[],100,0,0,350360,0,[],[],[]
262,"TullinaFour2","[350388,0,350546,0,350704,0,350862,0,351020,0,351178,0,351336,0,351494,0,351652,0,351810,0,351970,0,352130,0,352290,0]",[],100,0,0,354720,0,[],[],[]
263,"Leitis1","[354738,0,354888,0,355038,0,355188,0]",[],100,0,0,356002,0,[],[],[]
264,"Leitis2","[356020,0,356170,0,356320,0,356470,0,356620,0,356770,0,356920,0,357070,0]",[],100,0,0,358548,0,[],[],[]
265,"DoryaniA3_1","[358574,0,358738,0,358902,0,359066,0,359230,0,359394,0,359558,0,359722]",[],100,0,0,361154,0,[],[],[]
266,"DoryaniA3_2","[361180,0,361344,0,361508,0,361672,0,361836,0,362000,0,362164,0,362328]",[],100,0,0,363760,0,[],[],[]
267,"Crone1","[363776,0,363996]",[],100,0,0,364460,0,[],[],[]
268,"Crone2","[364476,0,364692]",[],100,0,0,365148,0,[],[],[]
269,"BalbalaHellos","[365178,0,365336,0,365494,0,365652,0]",[],100,0,0,366506,0,[],[],[]
270,"BalbalaGoodbyes","[366540,0,366698,0,366856,0,367014,0]",[],100,0,0,367868,0,[],[],[]
271,"BalbalaMerchantHellos","[367914,0,368088,0,368262,0,368436,0]",[],100,0,0,369370,0,[],[],[]
272,"BalbalaMerchantPurchaseGoodbyes","[369436,0,369626,0,369816,0]",[],100,0,0,370624,0,[],[],[]
273,"BalbalaMerchantNoPurchaseGoodbyes","[370694,0,370888,0,371082,0]",[],100,0,0,371906,0,[],[],[]
274,"TrialmasterGreetings","[371950,0,372112,0,372274,0,372436,0,372598,0,372760,0,372922,0,373084,0]",[],100,0,0,374670,0,[],[],[]
275,"TrialmasterFarewells","[374714,0,374876,0,375038,0,375200,0,375362,0,375524,0,375686,0,375848,0]",[],100,0,0,377434,0,[],[],[]
276,"KetzuliGreeting","[377468,0,377638,0,377808,0,377978,0,378148,0,378318,0]",[],100,0,0,379604,0,[],[],[]
277,"KetzuliFindStoneGreeting","[379656,0,379826,0,379996,0]",[],100,0,0,380724,0,[],[4120],[4201]
278,"KetzuliBreachstoneGreeting","[380788,0,380958,0,381128,0,381298]",[],100,0,0,382034,0,[],[4201],[4123]
279,"KetzuliDiedToXeshtGreeting","[382098,0,382268,0,382438,0,382608]",[],100,0,0,383344,0,[],[1],[]
280,"KetzuliKillXeshtGreeting","[383400,0,383570,0,383740,0]",[],100,0,0,384468,0,[],[4123],[]
281,"KetzuliFarewell","[384506,0,384676,0,384846,0,385016,0,385186,0,385356,0]",[],100,0,0,386642,0,[],[],[]
282,"KetzuliFindStoneFarewell","[386694,0,386864,0,387034,0,387204]",[],100,0,0,387940,0,[],[4120],[4201]
283,"KetzuliBreachstoneFarewell","[388004,0,388174,0,388344,0]",[],100,0,0,389072,0,[],[4201],[4123]
284,"KetzuliDiedToXeshtFarewell","[389136,0,389306,0,389476,0,389646]",[],100,0,0,390382,0,[],[1],[]
285,"KetzuliKillXeshtFarewell","[390438,0,390608]",[],100,0,0,390972,0,[],[4123],[]
286,"AtaluiGreeting","[391008,0,391174,0,391340,0,391506,0,391672,0]",[],100,0,0,392748,0,[],[],[]
287,"AtaluiFirstRitualGreeting","[392802,0,392968,0,393134,0,393300]",[],100,0,0,394020,0,[],[4134],[4196]
288,"AtaluiFindAudienceGreeting","[394084,0,394250,0,394416,0,394582,0]",[],100,0,0,395476,0,[],[4196],[4139]
289,"AtaluiKillKingGreeting","[395532,0,395698,0,395864,0,396030,0]",[],100,0,0,396924,0,[],[4139],[]
290,"AtaluiFarewell","[396960,0,397126,0,397292,0,397458,0,397624,0,397790,0,397956]",[],100,0,0,399222,0,[],[],[]
291,"AtaluiFirstRitualFarewell","[399276,0,399442,0,399608,0,399774,0]",[],100,0,0,400668,0,[],[4134],[4196]
292,"AtaluiFindAudienceFarewell","[400732,0,400898,0,401064,0,401230,0]",[],100,0,0,402124,0,[],[4196],[4139]
293,"AtaluiKillKingFarewell","[402180,0,402346,0,402512,0,402678,0]",[],100,0,0,403572,0,[],[4139],[]
294,"SebastianGreeting","[403614,0,403796,0,403978,0,404160,0,404342,0,404524,0,404706,0,404888,0,405070,0]",[],100,0,0,407034,0,[],[],[]
295,"SebastianFarewell","[407072,0,407254,0,407436,0,407618,0,407800,0,407982,0,408164,0,408346,0,408528,0]",[],100,0,0,410492,0,[],[],[]
296,"GwendolynGreeting","[410530,0,410706,0,410882,0]",[],100,0,0,411634,0,[],[],[]
297,"GwendolynFarewell","[411672,0,411848,0,412024,0]",[],100,0,0,412776,0,[],[],[]
298,"NamelessSeerGreeting","[412820,0,413026,0,413232,0]",[],100,0,0,414104,0,[],[],[]
299,"NamelessSeerFarewell","[414148,0,414358,0]",[],100,0,0,415020,0,[],[],[]
300,"Delwyn1","[415038,0,415214,0,415390,0,415566,0,415742,0,415918,0,416094,0,416270]",[],100,0,0,417798,0,[],[],[]
301,"DelwynHuntress1","[417832,0,418008,0,418184,0,418360,0,418536]",[],100,1,0,419488,0,[],[],[]
302,"DelwynActTwo1","[419534,0,419710,0,419886,0,420062,0,420238,0,420414]",[],100,1,0,421558,0,[],[],[]
303,"DelwynActThree1","[421608,0,421784,0,421960,0,422136]",[],100,1,0,422896,0,[],[],[]
304,"DelwynEndgame1","[422944,0,423136,0,423328,0,423520,0,423712]",[],100,1,0,424744,0,[],[],[]
305,"DelwynEndgameHuntress1","[424808,0,425000,0,425192,0,425384]",[],100,1,0,426208,0,[],[],[]
306,"Delwyn2","[426242,0,426418,0,426594,0,426770,0,426946,0,427122,0,427298,0,427474,0,427650]",[],100,0,0,429370,0,[],[],[]
307,"DelwynHuntress2","[429404,0,429580,0,429756,0,429932]",[],100,1,0,430692,0,[],[],[]
308,"DelwynActTwo2","[430738,0,430914,0,431090,0,431266,0,431442,0,431618,0,431794,0,431970]",[],100,1,0,433498,0,[],[],[]
309,"DelwynActThree2","[433548,0,433724]",[],100,1,0,434100,0,[],[],[]
310,"DelwynEndgame2","[434148,0,434340,0,434532,0,434724,0,434916,0,435108,0,435300,0,435492,0,435684,0,435876,0]",[],100,1,0,438148,0,[],[],[]
311,"DelwynEndgameHuntress2","[438212,0,438404,0,438596,0,438788,0,438980,0,439172,0]",[],100,1,0,440612,0,[],[],[]
