"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","Ascendancy","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","AtlasnodeGroup","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool","KeystoneId","bool","IsAttribute","AtlasSubTree","IsRootOfAtlasTree","GrantedSkill","WeaponPointsGranted","bool","bool"
1028,"armour14","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[111],15,0,0,0,27726,"Armour",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1029,"armour15","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[111],15,0,0,0,34090,"Armour",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1030,"armour16","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[111],15,0,0,0,14655,"Armour",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1031,"armour17","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[19162],25,0,0,0,372,"Heatproofing",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1032,"armour18","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[111],15,0,0,0,4128,"Armour",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1033,"armour19","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[111],15,0,0,0,26532,"Armour",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1034,"armour20","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[111],15,0,0,0,41657,"Armour",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1035,"armour21_","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[111],15,0,0,0,21286,"Armour",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1036,"armour22","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[111],15,0,0,0,45992,"Armour",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1037,"armour23","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[111],15,0,0,0,10362,"Armour",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1038,"armour24_","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[19160],30,0,0,0,21291,"Armour",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1039,"armour25","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[111],18,0,0,0,10830,"Armour",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1040,"armour26_","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[19160],30,0,0,0,32836,"Armour",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1041,"armour27","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[111],18,0,0,0,9163,"Armour",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1042,"armour28_","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[111],15,0,0,0,13942,"Armour",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1043,"armour29","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[111],15,0,0,0,675,"Armour",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1044,"armour30","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[111],15,0,0,0,13489,"Armour",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1045,"armour31","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[111,17225]",30,120,0,0,19236,"Projectile Bulwark",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1046,"armour32","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[19165,562]",200,15,0,0,17029,"Blade Catcher",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1047,"armour33","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[19168],100,0,0,0,59589,"Heavy Armour",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1048,"armour34","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[19166],15,0,0,0,44952,"Made to Last",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1049,"armour35","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[19160],80,0,0,0,32416,"Sturdy Metal",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1050,"armour36","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[19167],150,0,0,0,65023,"Impenetrable Shell",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,1,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1051,"armour37","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds",[12260],8,0,0,0,17150,"General's Bindings",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1052,"armour38","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[111],25,0,0,0,25315,"[DNT-UNUSED] Armour Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1053,"armour39","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[111],25,0,0,0,25591,"[DNT-UNUSED] Armour Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1054,"armour40","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[111],25,0,0,0,19820,"[DNT-UNUSED] Armour Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1055,"evasion1","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,37695,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1056,"evasion2","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,38044,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1057,"evasion3","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,11813,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1058,"evasion4","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,29843,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1059,"evasion5","Art/2DArt/SkillIcons/passives/evade.dds","[9230,19344]",50,25,0,0,30456,"High Alert",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1060,"evasion6","Art/2DArt/SkillIcons/passives/evade.dds","[4488,11405]",100,-30,0,0,5227,"Escape Strategy",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1061,"evasion7_","Art/2DArt/SkillIcons/passives/evade.dds","[4488,11405]",-30,100,0,0,17955,"Careful Consideration",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1062,"evasion8","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,46402,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1063,"evasion9","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,48585,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1064,"evasion10","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,37220,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1065,"evasion11","Art/2DArt/SkillIcons/passives/evade.dds",[113],16,0,0,0,13828,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1066,"evasion12","Art/2DArt/SkillIcons/passives/evade.dds",[113],16,0,0,0,49691,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1067,"evasion13","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,31409,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1068,"evasion14","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,50437,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1069,"evasion15","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,50342,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1070,"evasion16","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,65091,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1071,"evasion17_","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,62464,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1072,"evasion18","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,55275,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1073,"evasion19","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[18672],-8,0,0,0,12120,"Slow Effect on You",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1074,"evasion20","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[18672],-8,0,0,0,65207,"Slow Effect on You",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1075,"evasion21","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,1841,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1076,"evasion22","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,38728,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1077,"evasion23_","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,56325,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1078,"evasion24_","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,44776,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1079,"evasion25","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,16744,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1080,"evasion26","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,3209,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1081,"evasion27","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,14539,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1082,"evasion28","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,9405,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1083,"evasion29","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,48318,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1084,"evasion30","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds","[114,22300,18672]",20,-10,-10,0,51606,"Freedom of Movement",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1085,"evasion31","Art/2DArt/SkillIcons/passives/evade.dds","[114,171]",30,3,0,0,17854,"Escape Velocity",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1086,"evasion32","Art/2DArt/SkillIcons/passives/evade.dds","[114,2018]",30,8,0,0,51707,"Enhanced Reflexes",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1087,"evasion33","Art/2DArt/SkillIcons/passives/evade.dds",[14646],100,0,0,0,59720,"Beastial Skin",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1088,"evasion34","Art/2DArt/SkillIcons/passives/evade.dds",[114],10,0,0,0,44937,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1089,"evasion35","Art/2DArt/SkillIcons/passives/evade.dds",[17226],8,0,0,0,4716,"Afterimage",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1090,"evasion36","Art/2DArt/SkillIcons/passives/evade.dds",[114],15,0,0,0,24748,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1091,"evasion37","Art/2DArt/SkillIcons/passives/evade.dds",[114],25,0,0,0,45036,"[DNT-UNUSED] Evasion Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1092,"evasion38_","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds",[14647],1,0,0,0,51446,"Leather Bound Gauntlets",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1093,"evasion39","Art/2DArt/SkillIcons/passives/AspectOfTheLynx.dds","[114,19347]",25,40,0,0,20831,"Catlike Agility",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1094,"evasion40","Art/2DArt/SkillIcons/passives/evade.dds",[114],25,0,0,0,18799,"[DNT-UNUSED] Evasion Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1095,"energy_shield1","Art/2DArt/SkillIcons/passives/energyshield.dds","[128,124]",10,6,0,0,57776,"Energy Shield and Mana Regeneration",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1096,"energy_shield2_","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,60013,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1097,"energy_shield3","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19348],8,0,0,0,10208,"Stun Threshold from Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1098,"energy_shield4_","Art/2DArt/SkillIcons/passives/energyshield.dds","[128,124]",10,6,0,0,33914,"Energy Shield and Mana Regeneration",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1099,"energy_shield5","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,38558,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1100,"energy_shield6_","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,40959,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1101,"energy_shield7","Art/2DArt/SkillIcons/passives/energyshield.dds","[128,124]",10,6,0,0,41372,"Energy Shield and Mana Regeneration",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1102,"energy_shield8","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,18549,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1103,"energy_shield9","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,6006,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1104,"energy_shield10_","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[132],15,0,0,0,14666,"Energy Shield Recharge",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1105,"energy_shield11","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[132],15,0,0,0,517,"Energy Shield Recharge",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1106,"energy_shield12","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,48030,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1107,"energy_shield13","Art/2DArt/SkillIcons/passives/energyshield.dds","[128,124]",10,6,0,0,6715,"Energy Shield and Mana Regeneration",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1108,"energy_shield14","Art/2DArt/SkillIcons/passives/energyshield.dds",[127],10,0,0,0,30346,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1109,"energy_shield15","Art/2DArt/SkillIcons/passives/energyshield.dds",[127],10,0,0,0,44871,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1110,"energy_shield16","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,62436,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1111,"energy_shield17","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,61509,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1112,"energy_shield18_","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,3591,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1113,"energy_shield19","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,4420,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1114,"energy_shield20_","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,29597,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1115,"energy_shield21","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,34006,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1116,"energy_shield22","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,38105,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1117,"energy_shield23","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,49455,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1118,"energy_shield24","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,13537,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1119,"energy_shield25","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,15804,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1120,"energy_shield26","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[132],15,0,0,0,8349,"Energy Shield Recharge",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1121,"energy_shield27","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,15408,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1122,"energy_shield28_","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[132],15,0,0,0,56564,"Energy Shield Recharge",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1123,"energy_shield29","Art/2DArt/SkillIcons/passives/energyshield.dds",[128],15,0,0,0,7424,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1124,"energy_shield30","Art/2DArt/SkillIcons/passives/energyshield.dds","[128,122]",30,4,0,0,21935,"Calibration",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1125,"energy_shield31","Art/2DArt/SkillIcons/passives/energyshield.dds",[4456],8,0,0,0,7019,"[DNT-UNUSED] Energy Shield Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1126,"energy_shield32","Art/2DArt/SkillIcons/passives/energyshield.dds","[128,118]",40,-10,0,0,41577,"[DNT-UNUSED] Energy Shield Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1127,"energy_shield33_","Art/2DArt/SkillIcons/passives/energyshield.dds","[128,133]",60,-20,0,0,62230,"Patient Barrier",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,36,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1128,"energy_shield34_","Art/2DArt/SkillIcons/passives/energyshield.dds","[2020,124,128]",6,12,18,0,116,"Insightfulness",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1129,"energy_shield35","Art/2DArt/SkillIcons/passives/energyshield.dds","[128,122]",40,-10,0,0,3215,"Melding",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1130,"energy_shield36","Art/2DArt/SkillIcons/passives/energyshield.dds","[952,128]",1,25,0,0,44299,"Enhanced Barrier",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1131,"energy_shield37","Art/2DArt/SkillIcons/passives/energyshield.dds","[128,19348]",28,12,0,0,9642,"Dampening Shield",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1132,"energy_shield38","Art/2DArt/SkillIcons/passives/energyshield.dds","[128,15411]",40,5,0,0,27491,"Heavy Buffer",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1133,"energy_shield39","Art/2DArt/SkillIcons/passives/energyshield.dds","[17740,1208]",70,20,0,0,1823,"Illuminated Crown",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
