"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","GenerationType","Families","Stat1Value","i32","Stat2Value","i32","Stat3Value","i32","Stat4Value","i32","SpawnWeight_Tags","SpawnWeight_Values","Tags","GrantedEffectsPerLevel","AuraFlags","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","i32","i32","rid","i32","bool","[rid]","string","i32","[rid]","i32","i32","rid","rid","i32","i32","i32","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","[rid]","bool","i32","i32","i32","i32","i32","i32"
2746,"UniqueMovementVelocity5",24404,155,1,171,"","","",1,"",3,[59],15,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1536673934,[],"",0,0,-1006632960,1328,50331648,0
2747,"UniqueMovementVelocity6",25097,155,1,171,"","","",1,"",3,[59],-10,-10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1226361432,[],"",0,0,369098752,1329,50331648,0
2748,"UniqueMovementVelocity7",50884,155,1,171,"","","",1,"",3,[59],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,934404531,[],"",0,0,1744830464,1329,50331648,0
2749,"UniqueMovementVelocity8",57137,155,1,171,"","","",1,"",3,[59],-20,-20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2123005261,[],"",0,0,-1174405120,1329,50331648,0
2750,"UniqueMovementVelocity9",15178,155,1,171,"","","",1,"",3,[59],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1068953325,[],"",0,0,201326592,1330,50331648,0
2751,"UniqueMovementVelocity10",23861,155,1,171,"","","",1,"",3,[59],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1499481233,[],"",0,0,1610612736,1330,50331648,0
2752,"UniqueMovementVelocity11",11522,155,1,171,"","","",1,"",3,[59],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2100135759,[],"",0,0,-1275068416,1330,50331648,0
2753,"UniqueMovementVelocity12",5597,155,1,171,"","","",1,"",3,[59],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,668623258,[],"",0,0,134217728,1331,50331648,0
2754,"UniqueMovementVelocity13",48971,155,1,171,"","","",1,"",3,[59],15,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1832703818,[],"",0,0,1543503872,1331,50331648,0
2755,"UniqueMovementVelocity14",31229,155,1,171,"","","",1,"",3,[59],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1385468544,[],"",0,0,-1342177280,1331,50331648,0
2756,"UniqueMovementVelocity15",55638,155,1,171,"","","",1,"",3,[59],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-741929034,[],"",0,0,67108864,1332,50331648,0
2757,"UniqueMovementVelocity16",21932,155,1,171,"","","",1,"",3,[59],15,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1561875421,[],"",0,0,1476395008,1332,50331648,0
2758,"UniqueMovementVelocity17",25913,155,1,171,"","","",1,"",3,[59],10,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1450561349,[],"",0,0,-1409286144,1332,50331648,0
2759,"UniqueMovementVelocity18",41694,155,1,171,"","","",1,"",3,[59],-10,-10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-907683925,[],"",0,0,0,1333,50331648,0
2760,"UniqueMovementVelocity19",24586,155,1,171,"","","",1,"",3,[59],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,239828863,[],"",0,0,1409286144,1333,50331648,0
2761,"UniqueMovementVelocity20",45173,155,1,171,"","","",1,"",3,[59],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1445467410,[],"",0,0,-1476395008,1333,50331648,0
2762,"UniqueMovementVelocity21",31228,155,1,171,"","","",1,"",3,[59],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-575587275,[],"",0,0,-67108864,1333,50331648,0
2763,"UniqueMovementVelocity22",49277,155,1,171,"","","",1,"",3,[59],15,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1393801651,[],"",0,0,1342177280,1334,50331648,0
2764,"UniqueMovementVelocity23",52004,155,1,171,"","","",1,"",3,[59],-10,-10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,937630621,[],"",0,0,-1543503872,1334,50331648,0
2765,"UniqueMovementVelocity24",24441,155,1,171,"","","",1,"",3,[59],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,523547048,[],"",0,0,-134217728,1334,50331648,0
2766,"UniqueAttackerTakesDamage1",64879,3885,1,20389,20390,"","",1,"",3,[5450],4,5,8,10,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-722771709,[],"",0,0,1879048192,1335,50331648,0
2767,"UniqueAttackerTakesDamage2",46001,3885,1,20389,20390,"","",1,"",3,[5450],3,5,6,10,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2089744552,[],"",0,0,-402653184,1335,50331648,0
2768,"UniqueAttackerTakesDamage3",26012,3885,1,20389,20390,"","",1,"",3,[5450],15,20,25,30,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2076574393,[],"",0,0,1610612736,1336,50331648,0
2769,"UniqueAttackerTakesDamage4",23391,3885,1,20389,20390,"","",1,"",3,[5450],10,15,20,25,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,764119902,[],"",0,0,-671088640,1336,50331648,0
2770,"UniqueAttackerTakesDamage5",18069,3885,1,20389,20390,"","",1,"",3,[5450],10,15,20,25,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1148961798,[],"",0,0,1342177280,1337,50331648,0
2771,"UniqueAttackerTakesDamage6",1447,3885,1,20389,20390,"","",1,"",3,[5450],25,30,35,40,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-492691307,[],"",0,0,-939524096,1337,50331648,0
2772,"UniqueAttackerTakesDamage7",820,3885,1,20389,20390,"","",1,"",3,[5450],24,35,35,53,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2132830860,[],"",0,0,1073741824,1338,50331648,0
2773,"UniqueAttackerTakesDamage8",30077,3885,1,20389,20390,"","",1,"",3,[5450],20,31,31,49,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-957355488,[],"",0,0,-1207959552,1338,50331648,0
2774,"UniqueAddedPhysicalDamage1",25462,16,1,30,31,"","",1,"",3,[6],1,1,4,4,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1115401374,[],"",0,0,1073741824,1339,50331648,0
2775,"UniqueAddedPhysicalDamage2",16960,16,1,30,31,"","",1,"",3,[6],3,5,8,10,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1059854238,[],"",0,0,-939524096,1339,50331648,0
2776,"UniqueAddedPhysicalDamage3",39918,16,1,30,31,"","",1,"",3,[6],2,3,5,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-56140894,[],"",0,0,1342177280,1340,50331648,0
2777,"UniqueAddedPhysicalDamage4",60615,16,1,30,31,"","",1,"",3,[6],6,10,12,16,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2060073037,[],"",0,0,-671088640,1340,50331648,0
2778,"UniqueAddedPhysicalDamage5",33254,16,1,30,31,"","",1,"",3,[6],7,11,14,20,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,28269901,[],"",0,0,1610612736,1341,50331648,0
2779,"UniqueAddedPhysicalDamage6",33062,16,1,30,31,"","",1,"",3,[6],6,10,13,17,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,686423602,[],"",0,0,-402653184,1341,50331648,0
2780,"UniqueAddedPhysicalDamage7",16722,16,1,30,31,"","",1,"",3,[6],5,7,9,13,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1129705247,[],"",0,0,1879048192,1342,50331648,0
2781,"UniqueAddedPhysicalDamage8",891,16,1,30,31,"","",1,"",3,[6],5,7,9,13,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1631227478,[],"",0,0,-134217728,1342,50331648,0
2782,"UniqueAddedFireDamage1",4282,1,1,45,46,"","",1,"",3,[3],3,5,6,9,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-572199482,[],"",0,0,-2013265920,1343,50331648,0
2783,"UniqueAddedColdDamage1",43435,4,1,52,53,"","",1,"",3,[4],3,5,6,8,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2094904696,[],"",0,0,402653184,1344,50331648,0
2784,"UniqueAddedColdDamage2",60447,4,1,52,53,"","",1,"",3,[4],3,4,5,8,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1454566700,[],"",0,0,-1476395008,1344,50331648,0
2785,"UniqueAddedColdDamage3",42260,4,1,52,53,"","",1,"",3,[4],13,20,21,31,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1956656593,[],"",0,0,939524096,1345,50331648,0
2786,"UniqueAddedLightningDamage1",61565,5,1,59,60,"","",1,"",3,[5],1,1,30,50,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,311,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1715371770,[],"",0,0,-771751936,1345,50331648,0
2787,"UniqueAddedLightningDamage2",33636,5,1,59,60,"","",1,"",3,[5],1,1,60,100,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,311,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2048181511,[],"",0,0,1811939328,1346,50331648,0
2788,"UniqueAddedLightningDamage3",40176,5,1,59,60,"","",1,"",3,[5],1,1,30,50,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,311,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,314315983,[],"",0,0,100663296,1347,50331648,0
2789,"UniqueAddedChaosDamage1",783,457,1,66,67,"","",1,"",3,[148],4,6,8,10,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[653,579,312,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1689708540,[],"",0,0,-2013265920,1347,50331648,0
2790,"UniqueAddedChaosDamage2",45360,457,1,66,67,"","",1,"",3,[148],13,19,20,30,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[653,579,312,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,854978439,[],"",0,0,167772160,1348,50331648,0
2791,"UniqueAddedChaosDamage3",2579,457,1,66,67,"","",1,"",3,[148],5,8,10,12,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[653,579,312,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1891288784,[],"",0,0,-1946157056,1348,50331648,0
2792,"UniqueLocalAddedPhysicalDamage1",62111,52,1,32,33,"","",1,"",3,[6],4,6,7,10,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1955702340,[],"",0,0,771751936,1349,50331648,0
2793,"UniqueLocalAddedPhysicalDamage2",204,52,1,32,33,"","",1,"",3,[6],8,12,16,18,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1161179685,[],"",0,0,-805306368,1349,50331648,0
2794,"UniqueLocalAddedPhysicalDamage3",35285,52,1,32,33,"","",1,"",3,[6],2,3,6,8,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-154882472,[],"",0,0,1912602624,1350,50331648,0
2795,"UniqueLocalAddedPhysicalDamage4",6900,52,1,32,33,"","",1,"",3,[6],8,12,16,20,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1402737985,[],"",0,0,335544320,1351,50331648,0
2796,"UniqueLocalAddedPhysicalDamage5",32299,52,1,32,33,"","",1,"",3,[6],10,14,16,20,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1589415930,[],"",0,0,-1241513984,1351,50331648,0
2797,"UniqueLocalAddedPhysicalDamage6",16313,52,1,32,33,"","",1,"",3,[6],4,6,8,10,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1663106474,[],"",0,0,1476395008,1352,50331648,0
2798,"UniqueLocalAddedPhysicalDamage7",57718,52,1,32,33,"","",1,"",3,[6],5,7,10,12,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1885783614,[],"",0,0,-100663296,1352,50331648,0
2799,"UniqueLocalAddedPhysicalDamage8",4719,52,1,32,33,"","",1,"",3,[6],12,15,22,25,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2142202565,[],"",0,0,-1677721600,1353,50331648,0
2800,"UniqueLocalAddedPhysicalDamage9",8197,52,1,32,33,"","",1,"",3,[6],18,22,24,28,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,139735434,[],"",0,0,1040187392,1354,50331648,0
2801,"UniqueLocalAddedPhysicalDamage10",42357,52,1,32,33,"","",1,"",3,[6],13,15,22,25,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1241219128,[],"",0,0,-503316480,1354,50331648,0
2802,"UniqueLocalAddedPhysicalDamage11",61484,52,1,32,33,"","",1,"",3,[6],16,20,23,27,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1314003925,[],"",0,0,-2046820352,1355,50331648,0
2803,"UniqueLocalAddedPhysicalDamage12",30358,52,1,32,33,"","",1,"",3,[6],58,65,102,110,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1077249301,[],"",0,0,704643072,1356,50331648,0
2804,"UniqueLocalAddedPhysicalDamage13",13472,52,1,32,33,"","",1,"",3,[6],30,36,75,81,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-24409963,[],"",0,0,-838860800,1356,50331648,0
2805,"UniqueLocalAddedPhysicalDamage14",64741,52,1,32,33,"","",1,"",3,[6],40,48,65,72,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,255257160,[],"",0,0,1912602624,1357,50331648,0
2806,"UniqueLocalAddedPhysicalDamage15",46431,52,1,32,33,"","",1,"",3,[6],25,35,40,50,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1739022395,[],"",0,0,369098752,1358,50331648,0
2807,"UniqueLocalAddedPhysicalDamage16",15930,52,1,32,33,"","",1,"",3,[6],11,15,18,24,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1758829192,[],"",0,0,-1174405120,1358,50331648,0
2808,"UniqueLocalAddedPhysicalDamage17",41812,52,1,32,33,"","",1,"",3,[6],39,48,69,79,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-428540456,[],"",0,0,1577058304,1359,50331648,0
2809,"UniqueLocalAddedPhysicalDamage18",61663,52,1,32,33,"","",1,"",3,[6],21,26,25,31,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2046345475,[],"",0,0,33554432,1360,50331648,0
2810,"UniqueLocalAddedPhysicalDamage19",42833,52,1,32,33,"","",1,"",3,[6],13,17,22,28,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1925235961,[],"",0,0,-1509949440,1360,50331648,0
2811,"UniqueLocalAddedPhysicalDamage20",41022,52,1,32,33,"","",1,"",3,[6],14,26,27,32,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1775080836,[],"",0,0,1241513984,1361,50331648,0
