"rownum","BaseItemTypesKey","Variation_AOFiles","IsNonMasterDoodad","InheritsFrom","bool","IsCraftingBench","Tags","bool","rid","Category","i32","bool","rid","bool","rid","[string]","i32","i32","bool","bool"
396,7912,"[""Metadata/NPC/Wounded/WoundedFemale.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[2],1,"",48,0,"","",1,"",[],-16843010,-16843010,"",""
397,7913,"[""Metadata/Terrain/Doodads/Hideouts/HideoutLightBeam/sewer_floor_square_lightbeam_v02_01_lightbeamhuge4.ao"",""Metadata/Terrain/Doodads/Hideouts/HideoutLightBeam/sewer_floor_square_lightbeam_v02_02_lightbeamhuge05.ao"",""Metadata/Terrain/Doodads/Hideouts/HideoutLightBeam/sewer_floor_water_lightbeam_v01_01_lightbeamhuge03.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",42,0,"","",1,"",[],-16843010,-16843010,"",""
398,7918,"[""Metadata/Terrain/Doodads/Mtx/PumpkinPatch03.ao"",""Metadata/Terrain/Doodads/Mtx/PumpkinPatch04.ao"",""Metadata/Terrain/Doodads/Mtx/PumpkinPatch02.ao"",""Metadata/Terrain/Doodads/Mtx/PumpkinPatch01.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[3,0]","","",87,0,"","",1,"",[],-16843010,-16843010,"",""
399,7919,"[""Metadata/Terrain/Doodads/Act4/Town/armourrack_5.ao"",""Metadata/Terrain/Doodads/Act4/Town/armourrack_3.ao"",""Metadata/Terrain/Doodads/Act4/Town/armourrack_1.ao"",""Metadata/Terrain/Doodads/Act4/Town/armourrack_2.ao"",""Metadata/Terrain/Doodads/Act4/Town/armourrack_4.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[24],1,"",72,0,"","",1,"",[],-16843010,-16843010,"",""
400,7920,"[""Metadata/Terrain/Doodads/Act4/Town/weaponrack_3.ao"",""Metadata/Terrain/Doodads/Act4/Town/weaponrack_small_1.ao"",""Metadata/Terrain/Doodads/Act4/Town/weaponrack_small_2.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[24],1,"",72,0,"","",1,"",[],-16843010,-16843010,"",""
401,7921,"[""Metadata/Terrain/Doodads/Act4/Town/weaponrack_5.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[24],1,"",72,0,"","",1,"",[],-16843010,-16843010,"",""
402,7922,"[""Metadata/Terrain/Doodads/Act4/Town/weaponrack_2.ao"",""Metadata/Terrain/Doodads/Act4/Town/weaponrack_4.ao"",""Metadata/Terrain/Doodads/Act4/Town/weaponrack_1.ao"",""Metadata/Terrain/Doodads/Act4/Town/weaponrack2_1.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[24],1,"",72,0,"","",1,"",[],-16843010,-16843010,"",""
403,7923,"[""Metadata/Terrain/Doodads/Act4/Town/armourrack_small_1.ao"",""Metadata/Terrain/Doodads/Act4/Town/armourrack_small_4.ao"",""Metadata/Terrain/Doodads/Act4/Town/armourrack_small_8.ao"",""Metadata/Terrain/Doodads/Act4/Town/armourrack_small_3.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[24],1,"",72,0,"","",1,"",[],-16843010,-16843010,"",""
404,7924,"[""Metadata/Terrain/Doodads/Act4/Town/armourrack_small_2.ao"",""Metadata/Terrain/Doodads/Act4/Town/armourrack_small_5.ao"",""Metadata/Terrain/Doodads/Act4/Town/armourrack_small_7.ao"",""Metadata/Terrain/Doodads/Act4/Town/armourrack_small_6.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[24],1,"",72,0,"","",1,"",[],-16843010,-16843010,"",""
405,7925,"[""Metadata/Terrain/Doodads/Act4/Town/lionstatue_kneeling1.ao"",""Metadata/Terrain/Doodads/Act4/Town/lionstatue_kneeling1_1.ao"",""Metadata/Terrain/Doodads/Act4/Town/lionstatue_kneeling1_2.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,"",29,0,"","",1,"",[],-16843010,-16843010,"",""
406,7927,"[""Metadata/Terrain/Doodads/Act4/Town/lionstatue_laying1.ao"",""Metadata/Terrain/Doodads/Act4/Town/lionstatue_laying1_1.ao"",""Metadata/Terrain/Doodads/Act4/Town/lionstatue_laying1_2.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,"",29,0,"","",1,"",[],-16843010,-16843010,"",""
407,7929,"[""Metadata/Terrain/Doodads/Act4/Town/lionstatue_standing1.ao"",""Metadata/Terrain/Doodads/Act4/Town/lionstatue_standing1_1.ao"",""Metadata/Terrain/Doodads/Act4/Town/lionstatue_standing1_2.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,"",29,0,"","",1,"",[],-16843010,-16843010,"",""
408,7930,"[""Metadata/Terrain/Doodads/Act4/Town/lionstatue_standing2.ao"",""Metadata/Terrain/Doodads/Act4/Town/lionstatue_standing2_1.ao"",""Metadata/Terrain/Doodads/Act4/Town/lionstatue_standing2_2.ao"",""Metadata/Terrain/Doodads/Act4/Town/lionstatue_standing2_3.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,"",29,0,"","",1,"",[],-16843010,-16843010,"",""
409,7931,"[""Metadata/Terrain/Doodads/Mtx/Throne.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[6,0]","","",6,0,"","",1,"",[],-16843010,-16843010,"",""
410,7932,"[""Metadata/Terrain/Doodads/Mtx/Throne03.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[6,0]","","",75,0,"","",1,"",[],-16843010,-16843010,"",""
411,7933,"[""Metadata/Terrain/Doodads/Mtx/VerdantThrone.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[6,0]","","",117,0,"","",1,"",[],-16843010,-16843010,"",""
412,7934,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotemSegment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotemSegment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotemSegment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotemSegment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotemSegment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotemSegment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotemSegment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotemSegment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",8,1,"",[],-16843010,-16843010,"",""
413,7935,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotemSegment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotemSegment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotemSegment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotemSegment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotemSegment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotemSegment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotemSegment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotemSegment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
414,7936,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem02Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem02Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem02Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem02Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem02Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem02Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem02Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem02Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",9,1,"",[],-16843010,-16843010,"",""
415,7937,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem02Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem02Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem02Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem02Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem02Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem02Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem02Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem02Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
416,7938,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem03Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem03Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem03Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem03Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem03Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem03Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem03Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem03Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",18,1,"",[],-16843010,-16843010,"",""
417,7939,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem03Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem03Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem03Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem03Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem03Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem03Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem03Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem03Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
418,7940,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem04Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem04Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem04Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem04Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem04Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem04Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem04Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem04Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",22,1,"",[],-16843010,-16843010,"",""
419,7941,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem04Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem04Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem04Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem04Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem04Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem04Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem04Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem04Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
420,7942,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem05Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem05Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem05Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem05Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem05Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem05Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem05Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem05Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",26,1,"",[],-16843010,-16843010,"",""
421,7943,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem05Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem05Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem05Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem05Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem05Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem05Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem05Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem05Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
422,7944,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem06Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem06Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem06Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem06Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem06Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem06Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem06Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem06Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",30,1,"",[],-16843010,-16843010,"",""
423,7945,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem06Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem06Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem06Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem06Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem06Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem06Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem06Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem06Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
424,7946,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem07Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem07Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem07Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem07Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem07Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem07Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem07Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem07Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",34,1,"",[],-16843010,-16843010,"",""
425,7947,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem07Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem07Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem07Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem07Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem07Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem07Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem07Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem07Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
426,7948,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem08Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem08Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem08Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem08Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem08Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem08Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem08Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem08Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",38,1,"",[],-16843010,-16843010,"",""
427,7949,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem08Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem08Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem08Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem08Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem08Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem08Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem08Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem08Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
428,7950,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem09Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem09Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem09Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem09Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem09Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem09Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem09Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem09Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",42,1,"",[],-16843010,-16843010,"",""
429,7951,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem09Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem09Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem09Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem09Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem09Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem09Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem09Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem09Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
430,7952,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem10Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem10Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem10Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem10Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem10Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem10Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem10Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem10Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",46,1,"",[],-16843010,-16843010,"",""
431,7953,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem10Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem10Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem10Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem10Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem10Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem10Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem10Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem10Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
432,7954,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem11Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem11Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem11Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem11Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem11Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem11Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem11Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem11Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",50,1,"",[],-16843010,-16843010,"",""
433,7955,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem11Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem11Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem11Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem11Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem11Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem11Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem11Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem11Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
434,7956,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem12Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem12Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem12Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem12Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem12Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem12Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem12Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem12Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",55,1,"",[],-16843010,-16843010,"",""
435,7957,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem12Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem12Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem12Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem12Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem12Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem12Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem12Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem12Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
436,7958,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem13Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem13Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem13Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem13Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem13Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem13Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem13Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem13Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",60,1,"",[],-16843010,-16843010,"",""
437,7959,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem13Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem13Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem13Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem13Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem13Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem13Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem13Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem13Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
438,7960,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem14Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem14Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem14Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem14Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem14Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem14Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem14Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem14Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"",64,1,"",[],-16843010,-16843010,"",""
439,7961,"[""Metadata/Terrain/Doodads/Mtx/ChallengeTotem14Segment01.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem14Segment02.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem14Segment03.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem14Segment04.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem14Segment05.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem14Segment06.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem14Segment07.ao"",""Metadata/Terrain/Doodads/Mtx/ChallengeTotem14Segment08.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[0],"","",23,0,"","",1,"",[],-16843010,-16843010,"",""
