"rownum","HideoutNPCsKey","Order","ModsKey","Cost_BaseItemTypesKeys","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClassesKeys","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","ModFamily","CraftingItemClassCategoriesKeys","MaximumMapTier","CraftingBenchUnlockCategoriesKey","UnveilsRequired","UnveilsRequired2","AffixType","[rid]","[rid]","AchievementItemsKeys","i32","i32","bool","rid"
130,3,42,15925,[7],[3],0,"",6,[],0,"",0,0,[],"","","",[154],1,"LifeLeechPermyriad","[9,10,7,13]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
131,3,43,15926,[7],[4],0,"",6,[],0,"",0,0,[],"","","",[155],2,"LifeLeechPermyriad",[10],1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
132,3,44,15927,[7],[3],0,"",6,[],0,"",0,0,[],"","","",[154],1,"LifeLeechLocalPermyriad","[0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
133,3,45,15928,[7],[4],0,"",6,[],0,"",0,0,[],"","","",[155],2,"LifeLeechLocalPermyriad","[0,1]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
134,3,46,15929,[14],[1],0,"",6,[],0,"",0,0,[],"","","",[155],0,"ManaLeechLocalPermyriad","[0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
135,3,47,15937,[15],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"IncreasedMana",[1],0,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
136,3,48,15938,[15],[6],0,"",6,[],0,"",0,0,[],"","","",[149],2,"IncreasedMana",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
137,3,49,15939,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[150],3,"IncreasedMana",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
138,3,50,15940,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[151],4,"IncreasedMana",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
139,3,51,15933,[15],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"IncreasedMana","[0,2,3]",0,"",0,0,"Prefix","[0,2,3]",[],[],1114,1114,"",""
140,3,52,15934,[15],[6],0,"",6,[],0,"",0,0,[],"","","",[149],2,"IncreasedMana","[0,2,3]",1,"",0,0,"Prefix","[0,2,3]",[],[],1114,1114,"",""
141,3,53,15935,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[150],3,"IncreasedMana","[0,2,3]",1,"",0,0,"Prefix","[0,2,3]",[],[],1114,1114,"",""
142,3,54,15936,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[151],4,"IncreasedMana","[0,2,3]",1,"",0,0,"Prefix","[0,2,3]",[],[],1114,1114,"",""
143,3,55,15930,[15],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"IncreasedMana","[6,7,8,5,4,9,10,13,11]",0,"",0,0,"Prefix",[],[],[],1114,1114,"",""
144,3,56,15931,[15],[6],0,"",6,[],0,"",0,0,[],"","","",[149],2,"IncreasedMana","[6,7,8,5,4,9,10,13,11]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
145,3,57,15932,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[150],3,"IncreasedMana","[6,7,8,5,4,9,10,13,11]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
146,3,58,15941,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[156],1,"ManaRegeneration","[0,1,2,3,9,10,4]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
147,3,59,15942,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[157],2,"ManaRegeneration","[0,1,2,3,9,10,4]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
148,3,60,15943,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[158],1,"LocalPhysicalDamagePercent","[0,1,2,3]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
149,3,61,15944,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[159],2,"LocalPhysicalDamagePercent","[0,1,2,3]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
150,3,62,15945,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[160],3,"LocalPhysicalDamagePercent","[0,1,2,3]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
151,3,63,15946,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[261],4,"LocalPhysicalDamagePercent","[0,1,2,3]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
152,3,64,15951,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[161],1,"WeaponSpellDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
153,3,65,15952,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[162],2,"WeaponSpellDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
154,3,66,15953,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[163],3,"WeaponSpellDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
155,3,67,15954,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[262],4,"WeaponSpellDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
156,3,68,15947,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[161],1,"WeaponSpellDamage","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
157,3,69,15948,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[162],2,"WeaponSpellDamage","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
158,3,70,15949,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[163],3,"WeaponSpellDamage","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
159,3,71,15950,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[262],4,"WeaponSpellDamage","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
160,3,72,15955,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[164],1,"DegenerationDamage","[0,1,2,3]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
161,3,73,15956,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[165],2,"DegenerationDamage","[0,1,2,3]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
162,3,74,15957,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[166],1,"IncreasedWeaponElementalDamagePercent","[0,1,2,3,9,10,11,13]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
163,3,75,15958,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[167],2,"IncreasedWeaponElementalDamagePercent","[0,1,2,3,13,11]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
164,3,76,15959,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[168],1,"LocalIncreasedAttackSpeed","[0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
165,3,77,15960,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[169],2,"LocalIncreasedAttackSpeed","[0,1]",1,"",0,0,"Suffix","[0,1]",[],[],1114,1114,"",""
166,3,78,15961,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[109],3,"LocalIncreasedAttackSpeed","[0,1]",1,"",0,0,"Suffix","[0,1]",[],[],1114,1114,"",""
167,3,79,15962,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[109],3,"LocalIncreasedAttackSpeed","[2,3]",1,"",0,0,"Suffix","[2,3]",[],[],1114,1114,"",""
168,3,80,15963,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[168],0,"IncreasedAttackSpeed","[7,13]",1,"",0,0,"Suffix","[7,13]",[],[],1114,1114,"",""
169,3,81,15969,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[168],1,"IncreasedCastSpeed",[1],1,"",0,0,"Suffix",[1],[],[],1114,1114,"",""
170,3,82,15970,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[169],2,"IncreasedCastSpeed",[1],1,"",0,0,"Suffix",[1],[],[],1114,1114,"",""
171,3,83,15971,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[109],3,"IncreasedCastSpeed",[1],1,"",0,0,"Suffix",[1],[],[],1114,1114,"",""
172,3,84,15965,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[168],1,"IncreasedCastSpeed","[0,2]",1,"",0,0,"Suffix","[0,2]",[],[],1114,1114,"",""
173,3,85,15967,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[169],2,"IncreasedCastSpeed","[0,2]",1,"",0,0,"Suffix","[0,2]",[],[],1114,1114,"",""
174,3,86,15968,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[109],3,"IncreasedCastSpeed","[0,2]",1,"",0,0,"Suffix","[0,2]",[],[],1114,1114,"",""
175,3,87,15976,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[170],1,"FireDamageWeaponPrefix",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
176,3,88,15977,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[171],2,"FireDamageWeaponPrefix",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
177,3,89,15978,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[172],3,"FireDamageWeaponPrefix",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
178,3,90,15973,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[170],1,"FireDamageWeaponPrefix","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
179,3,91,15974,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[171],2,"FireDamageWeaponPrefix","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
180,3,92,15975,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[172],3,"FireDamageWeaponPrefix","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
181,3,93,15979,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[170],1,"FireDamagePercentage","[9,10,0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
182,3,94,15980,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[171],2,"FireDamagePercentage","[9,10,0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
183,3,95,15984,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[173],1,"ColdDamageWeaponPrefix",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
184,3,96,15985,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[174],2,"ColdDamageWeaponPrefix",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
185,3,97,15986,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[175],3,"ColdDamageWeaponPrefix",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
186,3,98,15981,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[173],1,"ColdDamageWeaponPrefix","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
187,3,99,15982,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[174],2,"ColdDamageWeaponPrefix","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
188,3,100,15983,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[175],3,"ColdDamageWeaponPrefix","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
189,3,101,15987,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[173],1,"ColdDamagePercentage","[9,10,0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
190,3,102,15988,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[174],2,"ColdDamagePercentage","[9,10,0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
191,3,103,15992,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[176],1,"LightningDamageWeaponPrefix",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
192,3,104,15993,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[178],2,"LightningDamageWeaponPrefix",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
193,3,105,15994,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[179],3,"LightningDamageWeaponPrefix",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
194,3,106,15989,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[176],1,"LightningDamageWeaponPrefix","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
195,3,107,15990,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[178],2,"LightningDamageWeaponPrefix","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
196,3,108,15991,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[179],3,"LightningDamageWeaponPrefix","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
197,3,109,15995,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[176],1,"LightningDamagePercentage","[9,10,0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
198,3,110,15996,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[178],2,"LightningDamagePercentage","[9,10,0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
199,3,111,16000,[7],[2],0,"",6,[],0,"",0,0,[],"","","",[180],1,"ChaosDamageWeaponPrefix",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
200,3,112,16001,[7],[4],0,"",6,[],0,"",0,0,[],"","","",[181],2,"ChaosDamageWeaponPrefix",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
201,3,113,16002,[14],[3],0,"",6,[],0,"",0,0,[],"","","",[182],3,"ChaosDamageWeaponPrefix",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
202,3,114,15997,[7],[2],0,"",6,[],0,"",0,0,[],"","","",[180],1,"ChaosDamageWeaponPrefix","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
203,3,115,15998,[7],[4],0,"",6,[],0,"",0,0,[],"","","",[181],2,"ChaosDamageWeaponPrefix","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
204,3,116,15999,[14],[3],0,"",6,[],0,"",0,0,[],"","","",[182],3,"ChaosDamageWeaponPrefix","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
205,3,117,16003,[7],[3],0,"",6,[],0,"",0,0,[],"","","",[180],1,"IncreasedChaosDamage","[9,10,0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
206,3,118,16004,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[181],2,"IncreasedChaosDamage","[9,10,0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
207,3,119,16005,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[183],1,"LocalAccuracyRating","[0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
208,3,120,16006,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[185],2,"LocalAccuracyRating","[0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
209,3,121,16007,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[186],3,"LocalAccuracyRating","[0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
210,3,122,16008,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[183],1,"IncreasedAccuracy","[7,5,9,10,13,4]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
211,3,123,16009,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[185],2,"IncreasedAccuracy","[7,5,9,10,13,4]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
212,3,124,16010,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[186],3,"IncreasedAccuracy","[7,5,9,10,13,4]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
213,3,125,16011,[7],[3],0,"",6,[],0,"",0,0,[],"","","",[158],1,"PhysicalDamagePercent","[4,10]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
214,3,126,16012,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[159],2,"PhysicalDamagePercent","[4,10]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
215,3,127,16013,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[187],1,"LocalPhysicalDamageReductionRatingPercent","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
216,3,128,16014,[6],[1],0,"",6,[],0,"",0,0,[],"","","",[188],2,"LocalPhysicalDamageReductionRatingPercent","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
217,3,129,16015,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[189],3,"LocalPhysicalDamageReductionRatingPercent","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
218,3,130,16016,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[187],1,"LocalPhysicalDamageReductionRating","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
219,3,131,16017,[6],[1],0,"",6,[],0,"",0,0,[],"","","",[188],2,"LocalPhysicalDamageReductionRating","[6,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
220,3,132,16018,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[189],3,"LocalPhysicalDamageReductionRating","[6,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
221,3,133,16019,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[187],1,"LocalEvasionRatingIncreasePercent","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
222,3,134,16020,[6],[1],0,"",6,[],0,"",0,0,[],"","","",[188],2,"LocalEvasionRatingIncreasePercent","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
223,3,135,16021,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[189],3,"LocalEvasionRatingIncreasePercent","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
224,3,136,16022,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[187],1,"LocalEvasionRating","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
225,3,137,16023,[6],[1],0,"",6,[],0,"",0,0,[],"","","",[188],2,"LocalEvasionRating","[6,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
226,3,138,16024,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[189],3,"LocalEvasionRating","[6,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
227,3,139,16025,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[187],1,"LocalEnergyShieldPercent","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
228,3,140,16026,[6],[1],0,"",6,[],0,"",0,0,[],"","","",[188],2,"LocalEnergyShieldPercent","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
229,3,141,16027,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[189],3,"LocalEnergyShieldPercent","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
230,3,142,16028,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[187],1,"LocalEnergyShield","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
231,3,143,16029,[6],[1],0,"",6,[],0,"",0,0,[],"","","",[188],2,"LocalEnergyShield","[6,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
232,3,144,16030,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[189],3,"LocalEnergyShield","[6,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
233,3,145,16033,[2],[1],0,"",6,[],0,"",0,0,[],"","","",[252],1,"GlobalEnergyShieldPercent",[10],1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
234,3,146,16034,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[253],2,"GlobalEnergyShieldPercent",[10],1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
235,3,147,16031,[6],[1],0,"",6,[],0,"",0,0,[],"","","",[252],1,"EnergyShield","[10,9]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
236,3,148,16032,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[253],2,"EnergyShield","[10,9]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
237,3,149,16035,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[187],1,"LocalArmourAndEvasion","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
238,3,150,16036,[6],[1],0,"",6,[],0,"",0,0,[],"","","",[188],2,"LocalArmourAndEvasion","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
239,3,151,16037,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[189],3,"LocalArmourAndEvasion","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
240,3,152,16038,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[187],1,"LocalArmourAndEnergyShield","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
241,3,153,16039,[6],[1],0,"",6,[],0,"",0,0,[],"","","",[188],2,"LocalArmourAndEnergyShield","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
242,3,154,16040,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[189],3,"LocalArmourAndEnergyShield","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
243,3,155,16041,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[187],1,"LocalEvasionAndEnergyShield","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
244,3,156,16042,[6],[1],0,"",6,[],0,"",0,0,[],"","","",[188],2,"LocalEvasionAndEnergyShield","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
245,3,157,16043,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[189],3,"LocalEvasionAndEnergyShield","[6,8,7,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
246,3,158,16047,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[170],1,"LocalFireDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
247,3,159,16048,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[171],2,"LocalFireDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
248,3,160,16049,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[172],3,"LocalFireDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
249,3,161,16044,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[170],1,"LocalFireDamage","[0,2,3]",1,"",0,0,"Prefix","[0,2,3]",[],[],1114,1114,"",""
250,3,162,16045,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[171],2,"LocalFireDamage","[0,2,3]",1,"",0,0,"Prefix","[0,2,3]",[],[],1114,1114,"",""
251,3,163,16046,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[172],3,"LocalFireDamage","[0,2,3]",1,"",0,0,"Prefix","[0,2,3]",[],[],1114,1114,"",""
252,3,164,16050,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[170],1,"FireDamage","[9,10]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
253,3,165,16051,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[171],2,"FireDamage","[9,10]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
254,3,166,16055,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[173],1,"LocalColdDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
255,3,167,16056,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[174],2,"LocalColdDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
256,3,168,16057,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[175],3,"LocalColdDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
257,3,169,16052,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[173],1,"LocalColdDamage","[0,2,3]",1,"",0,0,"Prefix","[0,2,3]",[],[],1114,1114,"",""
258,3,170,16053,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[174],2,"LocalColdDamage","[0,2,3]",1,"",0,0,"Prefix","[0,2,3]",[],[],1114,1114,"",""
259,3,171,16054,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[175],3,"LocalColdDamage","[0,2,3]",1,"",0,0,"Prefix","[0,2,3]",[],[],1114,1114,"",""
260,3,172,16058,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[173],1,"ColdDamage","[9,10]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
261,3,173,16059,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[174],2,"ColdDamage","[9,10]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
262,3,174,16063,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[176],1,"LocalLightningDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
263,3,175,16064,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[178],2,"LocalLightningDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
264,3,176,16065,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[179],3,"LocalLightningDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
265,3,177,16060,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[176],1,"LocalLightningDamage","[0,2,3]",1,"",0,0,"Prefix","[0,2,3]",[],[],1114,1114,"",""
266,3,178,16061,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[178],2,"LocalLightningDamage","[0,2,3]",1,"",0,0,"Prefix","[0,2,3]",[],[],1114,1114,"",""
267,3,179,16062,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[179],3,"LocalLightningDamage","[0,2,3]",1,"",0,0,"Prefix","[0,2,3]",[],[],1114,1114,"",""
268,3,180,16066,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[176],1,"LightningDamage","[9,10]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
269,3,181,16067,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[178],2,"LightningDamage","[9,10]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
270,3,182,16071,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[158],1,"LocalPhysicalDamage","[1,3]",1,"",0,0,"Prefix","[1,3]",[],[],1114,1114,"",""
271,3,183,16072,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[159],2,"LocalPhysicalDamage","[1,3]",1,"",0,0,"Prefix","[1,3]",[],[],1114,1114,"",""
272,3,184,16073,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[160],3,"LocalPhysicalDamage","[1,3]",1,"",0,0,"Prefix","[1,3]",[],[],1114,1114,"",""
273,3,185,16068,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[158],1,"LocalPhysicalDamage","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
274,3,186,16069,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[159],2,"LocalPhysicalDamage","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
