"rownum","Id","CharactersKey","Text","Mono_AudioFile","Stereo_AudioFile","HasStereo","bool","Video","i32","i32","i32","[rid]","rid"
138,"GreustSinsReward","","The Oriathan girl... she is alive. She wants to stay with us, not to go back to her people. I say we take her traitor's heart to their chief. Ask that the warriors in black leave us be.\r\n\r\nI sleep less, but know more... thanks to you. Helena gave me this. Use it, or cast it away. I do not care. I have no time for Helena's breed of peace.","Audio/Dialogue/NPC/Greust/Greust_10.ogg","","","","",0,0,1,[11],""
139,"GreustOnHelena","","I have no use for Helena's kind of peace.","Audio/Dialogue/NPC/Greust/Greust_11.ogg","","","","",0,0,1,[11],""
140,"GreustOnSins","","Unclean. Do not eat of the trees surrounding the Chamber of Sins, do not drink of the water, and do not rest. The beasts there look weak, born badly. They are faster, stronger than they seem.","Audio/Dialogue/NPC/Greust/Greust_09.ogg","","","","",0,0,1,[11],""
141,"GreustOnBandits","","This is our home. We hunt, we grow, we build. Your kind in the forest... kill, steal, and burn.\r\n\r\nSoon they will take it all, leave us no food. Then we must move. Leave our home.","Audio/Dialogue/NPC/Greust/Greust_15.ogg","","","","",0,0,1,[11],""
142,"GreustOnBanditsDead","","You are a hunter of man. Today you have hunted bandits. Tomorrow, when you are restless, will you hunt us? You should go, find another hunting ground. Leave us in peace.","Audio/Dialogue/NPC/Greust/Greust_16.ogg","","","","",0,0,1,[11],""
143,"GreustOnDarkness","","Nothing like this happens until you are here. Bring back the light, or you will find my spear in your throat.","Audio/Dialogue/NPC/Greust/Greust_13.ogg","","","","",0,0,1,[11],""
144,"GreustOnLight","","You have made peace with our land. For now, my spear is lowered.","Audio/Dialogue/NPC/Greust/Greust_14.ogg","","","","",0,0,1,[11],""
145,"FairgravesIntroduction","","Frankly I would've been surprised if you <italic>{hadn't} recognised me. Yes, tis I, Captain Sigmund Fairgraves. Wave Tamer, Piratebane, and conveyor of civilisation to barbaric lands. \r\n\r\nSo what am I doing here, apart from blowing my own bugle? I'm marooned. Languishing, thanks to a pair of pretty blue eyes.","Audio/Dialogue/NPC/Fairgraves/Fairgraves_01.ogg","","","","",0,0,1,[4],""
146,"FairgravesAllflameQuest","","Stuck fast in the filthy mud of Wraeclast, thanks to one sultry little slave girl. I liberated her from the flesh pits of Trarthus and she repaid me in full, with sleight of hand and swift feet. Turned the coat of my first mate, took my hard-earned Allflame, and with it the wind out of my sails.\r\n\r\nFind my Allflame, I beg of you. Until I feel its warmth again, I'm trapped here, high and dry until the sun's final setting.","Audio/Dialogue/NPC/Fairgraves/Fairgraves_02.ogg","","","","",0,0,1,[4],""
147,"FairgravesOnAllflame","","I hunted the vagaries of a near-forgotten myth to a shattered cathedral in the inner Empire. I took the Allflame, and encased it within a lantern of pure silver... the only element it seemed incapable of consuming.\r\n\r\nOh, the Allflame does many a marvellous thing, in the hands of one who knows how to harness its power. Banish any thoughts of using it for yourself. It would burn you alive.","Audio/Dialogue/NPC/Fairgraves/Fairgraves_03.ogg","","","","",0,0,1,[4],""
148,"FairgravesOnReal","","So, you take me for a phantom? Or perhaps a charlatan with most unusual working conditions? I assure you, I am neither.\r\n\r\nThe Allflame has bestowed a unique gift upon me. Return it, and a small portion of that gift will be yours.","Audio/Dialogue/NPC/Fairgraves/Fairgraves_04.ogg","","","","",0,0,1,[4],""
149,"FairgravesOnMerveil","","My loveliest neighbour in this most salubrious of neighbourhoods. Facing Merveil and finding my Allflame are two mutually exclusive endeavours. I'd much prefer you to live to see your errand fulfilled.\r\n\r\nAlthough, it is possible that my wayward slave girl fell prey to one of Merveil's slithering progeny. If that be the case, you look resourceful enough to handle a tentacled wench or two. But if Merveil herself has my flame, be very wary. That necklace of hers provides the old siren with some subtle wiles indeed.","Audio/Dialogue/NPC/Fairgraves/Fairgraves_05.ogg","","","","",0,0,1,[4],""
150,"FairgravesOnNecklace","","If the history books are to be believed, Daresso the Daring presented the necklace to Merveil on bended knee. And from the moment he placed that little chunk of Wraeclast at her throat, Merveil began to sing. It's told her sweet voice grew to fill even the largest concert halls of Oriath, and brought warmth to even the coldest of hearts.\r\n\r\nBut then she began to change. Her mind and body twisted, as did her songs. The sweetness remained while the sanity fled. Knowing what little I do about the powers that lie dormant here in Wraeclast, I'd surmise that if you have Merveil's necklace, you have the Siren's voice.","Audio/Dialogue/NPC/Fairgraves/Fairgraves_06.ogg","","","","",0,0,1,[4],""
151,"FairgravesAllflameGiven","","My Allflame. My blessed, damned Allflame!\r\n\r\nOh, you want your moment in the firelight now, do you? Unfortunately, necessity is what it is, and for the Allflame to give life it must first be kindled <italic>{with} life. And since suitable kindling is in short supply around these parts, I have little option but to make do with what I have.\r\n\r\nNamely, you.","Audio/Dialogue/NPC/Fairgraves/Fairgraves_07.ogg","","","","",0,0,1,[4],""
152,"FairgravesBetrayal","","Oh, you want your moment in the firelight now, do you? Unfortunately, necessity is what it is, and for the Allflame to give life it must first be kindled <italic>{with} life. And since suitable kindling is in short supply around these parts, I have little option but to make do with what I have.\r\n\r\nNamely, you.","Audio/Dialogue/NPC/Fairgraves/Fairgraves_07_Edit.ogg","","","","",0,0,1,[4],""
153,"FairgravesAttacks","","Please understand that as a gentleman of honour, it pains me greatly to do this. Hard times call for hard hearts. I'm sure, were the circumstances reversed, you'd do precisely the same.","Audio/Dialogue/NPC/Fairgraves/Fairgraves_08.ogg","","","","",0,0,1,"[4,5]",""
154,"WoundedExileBeachWeapon","","You and I, we're the only ones that made it to shore... Alive, anyway.\r\n\r\nLooks like you found something you can defend yourself with. Good, this place is crawling with criminals. There's smoke rising just east of here. Could be worth checking if there's-","Audio/Dialogue/NPC/BeachGuy/DBG_03.ogg","","","","",0,0,1,[6],""
155,"WoundedExileBeachWeaponCont","","That'll do for now. I thought I saw some smoke rising just north of here. Could be worth checking if-","Audio/Dialogue/NPC/BeachGuy/DBG_02.ogg","","","","",0,0,1,[6],""
156,"WoundedExileBeachNoWeapon","","You and I, we're the only ones that made it to shore... Alive, anyway.\r\n\r\nThis place is crawling with criminals. Find something you can defend yourself with.","Audio/Dialogue/NPC/BeachGuy/DBG_01.ogg","","","","",0,0,1,[6],""
157,"SilkIntroduction","","You and me... we are the same. We dream big. We find new places. We do not tell stories. Stories are told about us! \r\n\r\nI learn the words, the ways of Oriath. You listen to me and not pig heads like Greust. Then you will live to find more new places.","Audio/Dialogue/NPC/Silk/S01.ogg","","","","",0,0,1,[12],""
158,"SilkOnEramir","","Many exiles come this way. Eramir is not like them. Not like you.\r\n\r\nHe is an old man with many stories. He teaches us words that you can understand. He teaches we Azmeri to be strong, not in our arms and legs like Greust. Strong in our heads.","Audio/Dialogue/NPC/Silk/S03.ogg","","","","",0,0,1,[12],""
159,"SilkOnYeena","","I like Yeena. She thinks bigger than this place. She knows there is more to life than hunting and growing morcha. There is Spirit.","Audio/Dialogue/NPC/Silk/S04.ogg","","","","",0,0,1,[12],""
160,"SilkOnGreust","","Greust is the big man in the tribe. All do what Greust says... but his spear goes limp when faced with the Eight-Legs.","Audio/Dialogue/NPC/Silk/S05.ogg","","","","",0,0,1,[12],""
161,"SilkOnHelena","","I like this new Oriathan woman. She has new stories, not like Eramir who only speak of that which is dead and dust. Yes, I have many questions for this Helena.","Audio/Dialogue/NPC/Silk/S09.ogg","","","","",0,0,1,[12],""
162,"SilkOnSpike","","I have story for you. A good story...but not finished. I go into eight-leg forest in south-west...meet the mother of all eight-legs. We fight, big fight, from sunrise to sunset. I stick my best spear in mother's eye and return to village. Must not stay away too long. Must protect my people.\r\n\r\nNow my best spear still in mother's eye! Eramir said to leave it there, that my spear is a thing made for 'dark science', whatever that be. No, I want it back, but Mother Eight-leg would smell me from far off. Catch me by surprise. She doesn't know your smell, so you go. Get my spear. Finish good story with good ending.\r\n","Audio/Dialogue/NPC/Silk/S13.ogg","","","","",0,0,1,[12],""
163,"SilkSpikeReward","","That spear... yes, that is my best spear, the one I stuck in eye of old Mother Eight-leg. I think you keep it now. Let the beasts and bandits fear you even more. It is my gift to you. From one hero to another.\r\n\r\nWait... no, you need more than just spear and happy words for this great deed. You kill mother of all eight legs! You need prize. Here, when I found my spear in the forest, I found these too. You will take, yes?","Audio/Dialogue/NPC/Silk/S14.ogg","","","","",0,0,1,[12],""
164,"SilkOnDarkness","","What has happened? Did the world not rise from its sleep? How do we wake it up? Please... what should we do?!","Audio/Dialogue/NPC/Silk/S16.ogg","","","","",0,0,1,[12],""
165,"SilkOnWhiteBeast","","Her fur, her skin, it remind me of biting winter. I see her one night, follow her to a cave in the Old Fields, to the east. Listened to her howl at the stars. A sad, sad sound. Great white beast, she full of old pain.","Audio/Dialogue/NPC/Silk/S06.ogg","","","","",0,0,1,[12],""
166,"SilkOnWhiteBeastDead","","Great White beast is dead? Then make a tale, a song to sing, of the mighty exile and their teacher, Silk the Wise. Many will be impressed, yes?","Audio/Dialogue/NPC/Silk/S07.ogg","","","","",0,0,1,[12],""
167,"SilkOnRoad","","The road? It runs east and west of here. To the west it passes the bandit woman's camp, then turns south, to the sea.\r\n\r\nBut you say it is now blocked? I have seen a strange thing in the rock by the south pass. Like one of Greust's carvings, but of stone. You should go look at it. What has been closed might be opened again.","Audio/Dialogue/NPC/Silk/S10.ogg","","","","",0,0,1,[12],""
168,"SilkOnOpenRoad","","The pass to the sea is open? You are a legend that lives, exile!","Audio/Dialogue/NPC/Silk/S11.ogg","","","","",0,0,1,[12],""
169,"SilkOnLight","","I knew this strangeness would pass. Silk does not run from such things. I stand, I guard when others shiver and shake.","Audio/Dialogue/NPC/Silk/S17.ogg","","","","",0,0,1,[12],""
170,"OakOnDarkness","","Come to shelter from this strange weather, have you? This storm of the unreal. My usual guests knock instead of slaughtering my doormen... but you're not 'usual', are you?","Audio/Dialogue/NPC/Oak/OakOnDarkness.ogg","","","","",0,0,1,[15],""
171,"OakOnLight","","It's a shame you felt compelled to dispel the climate of shadow. I was using it to my tactical advantage against those more confused remainders of Kraityn and Alira's camps. You should have checked with me before taking such dramatic action within my kingdom.","Audio/Dialogue/NPC/Oak/OakOnLight.ogg","","","","",0,0,1,[15],""
172,"OakAmuletReward","","Quite the rush to the head, that. You keep this, as a souvenir of your fine efforts.\r\n\r\nNow be on your way. Find yourself a patch of dirt to call your own, far from here. As you may have gathered, I have little tolerance for neighbours.","Audio/Dialogue/NPC/Oak/Oak_05.ogg","","","","",0,0,1,[15],""
173,"OakHelped","","I knew you were worthy. Rid this troubled land of two of its worst ailments... and before the light leaves Kraityn's and Alira's eyes, be sure to tell them that Oak sent you.","Audio/Dialogue/NPC/Oak/Oak_11.ogg","","","","",0,0,1,[15],""
174,"OakAttacks","","And so a new enemy of hope rises from the ashes. Time to put you out, little flame.","Audio/Dialogue/NPC/Oak/Oak_06.ogg","","","","",0,0,1,[15],""
175,"OakDone","","Now, I could have sworn we had concluded our business and said our cordial farewells. An understanding of mutual exclusion was reached. Perhaps you need a little reminder to jog your memory... a medicinal tap on the head like I administered to Kraityn.","Audio/Dialogue/NPC/Oak/OakDone.ogg","","","","",0,0,1,[15],""
176,"OakSpiel","","You strike me as someone who craves a higher purpose. Something worthy. Something like peace.\r\n\r\nThree tribes battle for this forest. Every day my brethren and I battle and die with Kraityn's rats of the bridge, and Alira's thralls of the old road. To spare the lives of many, you need take only two.\r\n\r\nBut if peace isn't reward enough for you, bring me the amulets that hang around Kraityn's and Alira's worthless necks. When joined with mine, those trinkets will forge us a new strength, you and I. The strength to bring about peace.","Audio/Dialogue/NPC/Oak/Oak_01.ogg","","","","",0,0,1,[15],""
177,"OakSpielDex","","So an enemy of hope has fallen. Kraityn will not be missed. Did you do it for a higher purpose, perhaps? Something worthy... like peace?\r\n\r\nEvery day my brethren must battle and die with Alira's thralls of the old road. To spare the lives of many, you need take only one.\r\n\r\nBut if peace isn't enough reward for you, bring me the amulet that hangs around Alira's worthless neck. I trust you have Kraityn's in hand already? I thought so. When joined with mine, those trinkets will forge us a new strength, you and I. The strength to bring about peace.","Audio/Dialogue/NPC/Oak/Oak_02.ogg","","","","",0,0,1,[15],""
178,"OakSpielInt","","So an enemy of hope has fallen. Alira will not be missed. Did you do it for a higher purpose, perhaps? Something worthy... like peace?\r\n\r\nEvery day my brethren must battle and die with Kraityn's bridge rats. To save the lives of many, you need take only one.\r\n\r\nBut if peace isn't reward enough for you, bring me the amulet that hangs around Kraityn's worthless neck. I trust you have Alira's in hand already? I thought so. When joined with mine, those trinkets will forge us a new strength, you and I. The strength to bring about peace.","Audio/Dialogue/NPC/Oak/Oak_03.ogg","","","","",0,0,1,[15],""
179,"OakSpielDexInt","","The halfwit and the whore are dead? I never thought I'd see the day.\r\n\r\nNow I am king, unquestioned, unrivaled. A fine feeling indeed. Not much of a kingdom to speak of, but at least it's a peaceful one.\r\n\r\nBut if peace isn't reward enough for you, give me the amulets that Kraityn and Alira wore around their worthless necks. When joined with mine, those trinkets will forge us a new strength, you and I. The strength to continue to do what we must.","Audio/Dialogue/NPC/Oak/Oak_04.ogg","","","","",0,0,1,[15],""
180,"OakDexSpiel","","Kraityn sent you? But you strike me as someone who craves a higher purpose than that. Something worthy. Something like peace.\r\n\r\nEvery day my brethren and I battle and die with Kraityn's rats of the bridge, and Alira's thralls of the old road. To spare the lives of many, you need take only two.\r\n\r\nBut if peace isn't reward enough for you, bring me the amulets that hang around Kraityn's and Alira's worthless necks. When joined with mine, those trinkets will forge us a new strength, you and I. The strength to bring about peace.","Audio/Dialogue/NPC/Oak/Oak_07.ogg","","","","",0,0,1,[15],""
181,"OakDexSpielInt","","So Alira has fallen. A worthy achievement on your part. And yet you serve Kraityn? Not so worthy. You strike me as someone who craves a higher purpose than that. Something like... peace.\r\n\r\nEvery day my brethren must battle and die with Kraityn's bridge rats. To spare the lives of many, you need take only one.\r\n\r\nBut if peace isn't reward enough for you, bring me the amulet that hangs around Kraityn's worthless neck. I trust you have Alira's in hand already? I thought so. When joined with mine, those trinkets will forge us a new strength, you and I. The strength to bring about peace.","Audio/Dialogue/NPC/Oak/Oak_08.ogg","","","","",0,0,1,[15],""
182,"OakIntSpiel","","Alira sent you? But you strike me as someone who craves a higher purpose than that. Something worthy. Something like peace.\r\n\r\nEvery day my brethren battle and die with Kraityn's rats of the bridge, and Alira's thralls of the old road. To spare the lives of many, you need take only two.\r\n\r\nBut if peace isn't reward enough for you, bring me the amulets that hang around Kraityn's and Alira's worthless necks. When joined with mine, those trinkets will forge us a new strength, you and I. The strength to bring about peace.","Audio/Dialogue/NPC/Oak/Oak_09.ogg","","","","",0,0,1,[15],""
183,"OakIntSpielDex","","So Kraityn has fallen. A worthy achievement on your part. And yet you serve Alira? Not so worthy. You strike me as someone who craves a higher purpose than that. Something like... peace.\r\n\r\nEvery day my brethren must battle and die with Alira's enthralled wretches. To spare the lives of many, you need take only one.\r\n\r\nBut if peace isn't reward enough for you, bring me the amulet that hangs around Alira's worthless neck. I trust you have Kraityn's in hand already? I thought so. When joined with mine, those trinkets will forge us a new strength, you and I. The strength to bring about peace.","Audio/Dialogue/NPC/Oak/Oak_10.ogg","","","","",0,0,1,[15],""
184,"OakOnDexDead","","And so an enemy of hope falls... I doubt Kraityn knew what hit him.\r\n\r\nAlira won't be so straightforward. There's some twisted mana in her veins. Still, a dagger in the belly? Best cure I know for unwanted enchantments.","Audio/Dialogue/NPC/Oak/Oak_13.ogg","","","","",0,0,1,[15],""
185,"OakOnIntDead","","And so an enemy of hope falls... I doubt that Alira knew what hit her.\r\n\r\nKraityn won't be so straightforward. Those twin blades of his? He calls them his \""daughters\"", and two sharper-tongued maidens you will never meet.","Audio/Dialogue/NPC/Oak/Oak_14.ogg","","","","",0,0,1,[15],""
186,"OakVictorious","","Today I am king. Unquestioned, unrivaled. A fine feeling indeed. Not much of a kingdom to speak of, but it's a start.\r\n\r\nNow, hand me those amulets so that I may reward my most resourceful of subjects.","Audio/Dialogue/NPC/Oak/Oak_15.ogg","","","","",0,0,1,[15],""
187,"OakImpatient","","This forest bleeds from the wounds of a pointless war, and yet here you stand, idle. Perhaps you are not the ally of action I took you for.","Audio/Dialogue/NPC/Oak/Oak_12.ogg","","","","",0,0,1,[15],""
188,"KraitynOnDarkness","","The world gets all bent out of shape, and suddenly here you are. Doesn't take a genius to add that one up. I'm the kind that cleans up his own messes. What kind are you?","Audio/Dialogue/NPC/Kraityn/Kraityn_01.ogg","","","","",0,0,1,[14],""
189,"KraitynOnLight","","Never thought I'd be so happy to see that old sun baring its shiny ass at me.\r\n\r\nI think I'll take credit for this one. Tell the boys it was <italic>{my} doing. It'd be good for them to have a strong role model. I'm sure you understand.","Audio/Dialogue/NPC/Kraityn/Kraityn_02.ogg","","","","",0,0,1,[14],""
190,"KraitynAmuletReward","","Ah, sweeter than mother's milk. Might as well take this pretty husk with you. Something to remember me by.\r\n\r\nNice working with you, matey. I wish you luck on your travels but, from what I seen, you won't be needing it.","Audio/Dialogue/NPC/Kraityn/Kraityn_21.ogg","","","","",0,0,1,[14],""
191,"KraitynHelped","","No pain, no gain, I once heard someone say. Make sure it's Oak and Alira's pain now, won't you. And lots of it.","Audio/Dialogue/NPC/Kraityn/Kraityn_13.ogg","","","","",0,0,1,[14],""
192,"KraitynAttacks","","Like I figured, first time I saw you: you're trouble. And trouble don't play nice with others.\r\n\r\nGuess what? I'm a bit troubled myself.","Audio/Dialogue/NPC/Kraityn/Kraityn_08.ogg","","","","",0,0,1,[14],""
193,"KraitynDone","","You know, you could always stick around and be part of our cozy little commune. It's about to get a damn sight bigger, thanks to you...\r\n\r\nNo? I'd be making tracks then. I don't mind you hanging about, but this lot... They're not as <i>{tolerant} as I am. \r\n\r\nI'm afraid, my friend, I simply can't vouch for your safety.","Audio/Dialogue/NPC/Kraityn/Kraityn_24.ogg","","","","",0,0,1,[14],""
194,"KraitynSpiel","","You're trouble. I like that. Know what I don't like? Oak and Alira, and their thieving mongrels. They keep taking what's mine. I'm thinking you could do something about that.\r\n\r\nWhat's in it for you? The amulets around Oak's and Alira's necks. The ones like mine here. There's power in them beyond reckoning.\r\n\r\nTake two heads and two amulets, bring them to me, and take half the power. That add up right for you?","Audio/Dialogue/NPC/Kraityn/Kraityn_03.ogg","","","","",0,0,1,[14],""
195,"KraitynSpielStr","","Heard you toppled a big tree. Handy work, that. And if you can chop down an Oak, you can pull out a weed. The weed's got a name: Alira, and I'm sick of seeing her in my garden.\r\n\r\nWhat's in it for you? The amulets around Oak's and Alira's necks. The ones like mine here. There's power in them beyond reckoning.\r\n\r\nI'm thinking you got one already from old lumber-for-brains. Make it two, bring them to me, and take half the power for yourself. That add up right for you?","Audio/Dialogue/NPC/Kraityn/Kraityn_04.ogg","","","","",0,0,1,[14],""
196,"KraitynSpielInt","","Heard you pulled a weed out of my garden: the Alira thistle. Handy work, that. Now there's a tree needs chopping down, too. An Oak. He's blocking my sun.\r\n\r\nWhat's in it for you? The amulets around Oak's and Alira's necks. The ones like mine here. There's power in them beyond reckoning.\r\n\r\nI'm thinking you got one already from the whore. Make it two, bring them to me, and take half the power for yourself. That add up right for you?","Audio/Dialogue/NPC/Kraityn/Kraityn_05.ogg","","","","",0,0,1,[14],""
197,"KraitynSpielStrInt","","Heard you been doing some serious gardenin' around the place. Felled a big, dumb Oak, and plucked an Alira thistle from a foul bed.\r\n\r\nAnd I'm thinking you got a couple of amulets in your pockets. Ones like mine here. There's power in them, you know. But only when all three get to dance together.\r\n\r\nI'm not greedy, mind. I'm willing to split that power with you, right down the middle.\r\n\r\nHand me those amulets, and let's see what fate has in store for us.","Audio/Dialogue/NPC/Kraityn/Kraityn_06.ogg","","","","",0,0,1,[14],""
198,"KraitynOakSpiel","","So you're Oak's lackey, are you? I could be wasting the last of my breath here, but you're barking up the wrong tree. Once he's done with you, your brains will be splattered all over the nearest trunk.\r\n\r\nHere's the truth of it. Oak and Alira, they care for nothing and no one. Me? I care about a thing called arithmetic.\r\n\r\nYou take two heads and two amulets, bring them to me, and you get half the power. That add up right for you?","Audio/Dialogue/NPC/Kraityn/Kraityn_09.ogg","","","","",0,0,1,[14],""
199,"KraitynOakSpielInt","","Heard you pulled a weed out of my garden: the Alira thistle. Handy work, that. But you're Oak's lackey, are you? I could be wasting the last of my breath here but... you're barking up the wrong tree.\r\n\r\nOnce he's done with you, your brains will be splattered all over the nearest trunk. Me? I care about a thing called arithmetic.\r\n\r\nYou go take one head, bring me two amulets, and I'll give you half the power. That add up right to you?","Audio/Dialogue/NPC/Kraityn/Kraityn_10.ogg","","","","",0,0,1,[14],""
200,"KraitynIntSpiel","","So you're Alira's lap dog, are you? I could be wasting the last of my breath here, but you're chasing the wrong tail. Once Alira's done with you, those brave guts of yours will be steaming on the ground.\r\n\r\nHere's the truth of it. Oak and Alira, they care for nothing and no one. Me? I care about a thing called arithmetic.\r\n\r\nYou go take two heads and two amulets, bring them to me, and you get half the power. That add up right to you?","Audio/Dialogue/NPC/Kraityn/Kraityn_11.ogg","","","","",0,0,1,[14],""
201,"KraitynIntSpielStr","","Heard you felled a big tree. Handy work, that. But you're Alira's lap dog, are you? I could be wasting the last of my breath here... you're chasing the wrong tail. Once Alira's done with you, those brave guts of yours will be steaming on the ground.\r\n\r\nHere's the truth of it: Alira cares for nothing and no one. Me? I care about a thing called arithmetic.\r\n\r\nYou go take one head, bring me two amulets, and I'll give you half the power. That add up right to you?","Audio/Dialogue/NPC/Kraityn/Kraityn_12.ogg","","","","",0,0,1,[14],""
202,"KraitynOnStrDead","","Heard you felled a big tree, and got yourself one of the amulets. Handy work, that.\r\n\r\nBut you don't seem the kind to leave a job half done. If you can chop down an Oak, you can pull out a weed.\r\n\r\nThe weed's got a name: Alira, and I'm sick of seeing her in my garden.","Audio/Dialogue/NPC/Kraityn/Kraityn_17.ogg","","","","",0,0,1,[14],""
203,"KraitynOnIntDead","","Heard you pulled a weed out of my garden, and got yourself one of the amulets. Handy work, that.\r\n\r\nBut you don't seem the kind to leave a job half done. Remember, there's a tree needs chopping down. Goes by the name of Oak. He's blocking my sun.","Audio/Dialogue/NPC/Kraityn/Kraityn_18.ogg","","","","",0,0,1,[14],""
204,"KraitynVictorious","","My gardens all tidy, just like that. I knew you were just the kind of trouble I needed.\r\n\r\nNow, hand me those amulets, and let's see what fate has in store for us.","Audio/Dialogue/NPC/Kraityn/Kraityn_19.ogg","","","","",0,0,1,[14],""
205,"KraitynImpatient","","Don't think we've got anything more to talk about, do we? Bring me a head or two. That's always a good conversation starter.","Audio/Dialogue/NPC/Kraityn/Kraityn_16.ogg","","","","",0,0,1,[14],""
206,"AliraOnDarkness","","You come to me in dark times, exile. No... dark isn't the right word for what's befallen my forest. Twisted it is, in every sense of the word.","Audio/Dialogue/NPC/Alira/Alira_01.ogg","","","","",0,0,1,[13],""
207,"AliraOnLight","","Our forest has shaken off its malaise. It would seem that you are a carrier of clarity, not merely a vessel for violence. I adore that in an ally.","Audio/Dialogue/NPC/Alira/Alira_02.ogg","","","","",0,0,1,[13],""
208,"AliraAmuletReward","","That was almost better than Oriathan chocolate. You keep this trinket... to remember me by on your travels.\r\n\r\nI'd ask you to stay but I think we both know where that would lead. How does the old maxim go? Oh yes: \""familiarity breeds contempt, and contempt is murder's concubine.\""\r\n\r\nA threat? No, my dear. Merely reality.","Audio/Dialogue/NPC/Alira/Alira_07.ogg","","","","",0,0,1,[13],""
209,"AliraHelped","","Now go, my best of friends, and temper that sharp mind of yours in the blood of my enemies. I shall await your return with much... anticipation.","Audio/Dialogue/NPC/Alira/Alira_13.ogg","","","","",0,0,1,[13],""
210,"AliraAttacks","","A loner to the end, I see. Would you have chosen differently had you known how close that end could be?","Audio/Dialogue/NPC/Alira/Alira_23.ogg","","","","",0,0,1,[13],""
211,"AliraDone","","There's nothing quite so irksome as guests who have worn out their welcome.\r\n\r\nThis is my forest now, and I intend to decorate it as I see fit. You are not the current fashion, darling. Be gone.","Audio/Dialogue/NPC/Alira/AliraDone.ogg","","","","",0,0,1,[13],""
212,"AliraSpiel","","You've a powerful aura... bright as a sunset before a storm. So let me rub an idea against that hot spirit of yours, see if it catches fire.\r\n\r\nMy little tribe has two problems. Oak in the North, and Kraityn in the East. They succeed in making our lives in Wraeclast even more miserable.\r\n\r\nAnd then there's the matter of the amulets around their necks, the ones like mine here. <italic>{Stolen}. Taken when we three called each other 'friend'. There's power in those trinkets, enchantment enough to keep my tribe safe.\r\n\r\nBring me a pair of amulets, and a pair of lying tongues, and I'll make you part of that power. You need friends in Wraeclast, and believe me: I can be a fine friend.","Audio/Dialogue/NPC/Alira/Alira_03.ogg","","","","",0,0,1,[13],""
213,"AliraSpielStr","","Some scared little birds told me that you've cut down their tree. A big, ugly Oak. Can't say I'm surprised. You've a powerful aura on you... bright as a sunset before a storm. So let me rub an idea against that hot spirit of yours, see if it catches fire.\r\n\r\nThe amulet I wear, sister to the one you took from Oak? Kraityn has its triplet. There's power in these trinkets, enchantment enough to keep my tribe safe.\r\n\r\nGo east, bring me an amulet, and Kraityn's lying tongue, and I'll make you part of that power. You need friends in Wraeclast, and believe me: I can be a fine friend.","Audio/Dialogue/NPC/Alira/Alira_04.ogg","","","","",0,0,1,[13],""
214,"AliraSpielDex","","I caught some rats in my traps today. They told me an amusing tale: their rat king, Kraityn... dead. Can't say I'm surprised. You've a powerful aura on you... bright as a sunset before a storm. So let me rub an idea against that hot spirit of yours, see if it catches fire.\r\n\r\nThe amulet I wear, sister to the one you took from Kraityn? Oak has its triplet. There's power in these trinkets, enchantment enough to keep my tribe safe.\r\n\r\nGo north, bring me an amulet, and Oak's lying tongue, and I'll make you part of that power. You need friends in Wraeclast, and believe me: I can be a fine friend.","Audio/Dialogue/NPC/Alira/Alira_05.ogg","","","","",0,0,1,[13],""
215,"AliraSpielStrDex","","The king of rats, Kraityn? Dead. And that big, ugly Oak? Chopped down. You've made quite the impact around here. But I can't say I'm surprised. You've a powerful aura on you... bright as a sunset before a storm.\r\n\r\nNow, someone as resourceful as you would surely not have overlooked Oak's and Kraityn's amulets... the ones like mine here. There's power in those trinkets, enchantment enough to keep my friends and I safe.\r\n\r\nGive me the amulets and I'll gladly make you part of that power. You need friends in Wraeclast, and believe me: I can be a fine friend.","Audio/Dialogue/NPC/Alira/Alira_06.ogg","","","","",0,0,1,[13],""
216,"AliraDexSpiel","","You're one of Kraityn's bridge rats? But look at the aura on you: bright as the sunset before a storm. Not the mana of a minion.\r\n\r\nKraityn's no doubt spun you a line about sharing the power of the amulets with you. No, he'll make sword grips out of your sun-dried entrails. Seen him do the likes a hundred times over.\r\n\r\nBring me a pair of the amulets, and Kraityn's and Oak's lying tongues, and I promise to make you part of that power. I believe in friendship, and I can be a fine friend to those who treat me sweetly.","Audio/Dialogue/NPC/Alira/Alira_09.ogg","","","","",0,0,1,[13],""
217,"AliraDexSpielStr","","Some scared little birds told me you've cut down their tree. A big, ugly Oak. Quite a feat. And yet now you're one of Kraityn's bridge rats? Look at the aura on you: bright as the sunset before a storm. Not the mana of a minion.\r\n\r\nKraityn's no doubt spun you a line about sharing the power of the amulets with you. No, he'll make sword grips out of your sun-dried entrails. Seen him do the likes a hundred times over.\r\n\r\nBring me a pair of the amulets, and Kraityn's lying tongue, and I promise to make you part of that power. I believe in friendship, and I can be a fine friend to those who treat me sweetly.","Audio/Dialogue/NPC/Alira/Alira_10.ogg","","","","",0,0,1,[13],""
218,"AliraStrSpiel","","You're one of Oak's squawking little parrots? But look at the aura on you: bright as the sunset before a storm. Not the mana of a minion.\r\n\r\nOak's no doubt spun you a line about sharing the power of the amulets. No, he'll crack your head like a walnut. Seen him do the likes a hundred times over.\r\n\r\nBring me a pair of amulets, and Oak's and Kraityn's lying tongues, and I promise to make you part of that power. I believe in friendship, and I can be a fine friend to those who treat me sweetly.","Audio/Dialogue/NPC/Alira/Alira_11.ogg","","","","",0,0,1,[13],""
