"rownum","Id","PredictionText","i32","Name","FlavourText","QuestTracker_ClientStringsKeys","OGGFile","ProphecyChainKey","ProphecyChainPosition","IsEnabled","SealCost","PredictionText2"
107,"RareBonewarpedWarriorDropsBellyOfTheBeast","You will track down a powerful Bonewarped Warrior who will drop a unique item when slain.",18745,"Flesh of the Beast","Stripped of its flesh, a warrior fights to protect the piece of the beast it has carved.",[],"Audio/Dialogue/NPC/NavaliProphecy/N67b.ogg","",0,1,2,""
108,"RareCinderElementalDropsMarohiErqi","You will track down a powerful Cinder Elemental in a map who will drop a unique item when slain.",63007,"Fire, Wood and Stone","With crushing weight, the stone figure roams the halls. It burns eternally yet grows no lighter.",[],"Audio/Dialogue/NPC/NavaliProphecy/N67c.ogg","",0,1,2,""
109,"RareChaosSentinelDropsSingularity","You will track down a powerful Chaos Sentinel in a map who will drop a unique item when slain.",57678,"Abnormal Effulgence","Living stone and effulgence, nothing moves unhindered beneath the weight of its dark presence.",[],"Audio/Dialogue/NPC/NavaliProphecy/N67d.ogg","",0,1,2,""
110,"RareGalvanicRibbonDropsWindripper","You will track down a powerful Galvanic Ribbon in a map who will drop a unique item when slain.",40247,"Wind and Thunder","The dreaming fabric flutters and cracks in the wind like thunder. A sharp sound that freezes the blood.",[],"Audio/Dialogue/NPC/NavaliProphecy/N67eFIX.ogg","",0,1,2,""
111,"RareUndyingArchivistDropsAstramentis","You will track down a powerful Undying Archivist in a map who will drop a unique item when slain.",1224,"Lost in the Pages","Hundreds of years with nothing but books twists a once great mind.",[],"Audio/Dialogue/NPC/NavaliProphecy/N73b.ogg","",0,1,2,""
112,"RareDrippingDeadDropsRainbowstrides","You will track down a powerful Dripping Dead in a map who will drop a unique item when slain.",52813,"Weeping Death","Striding dryly through the mud, yet dripping with rot, he waits for the Mother's touch.",[],"Audio/Dialogue/NPC/NavaliProphecy/N61c.ogg","",0,1,2,""
113,"RareGutFlayerDropsBinosKitchenKnifeMap","You will track down a powerful Gut Flayer in a map who will drop a unique item when slain.",40722,"The Flayed Man","The flayed becomes the flayer, stripping flesh from muscle with a sharpened edge.",[],"Audio/Dialogue/NPC/NavaliProphecy/N61d.ogg","",0,1,2,""
114,"RareTunnelerDropsPledgeOfHandsMap","You will track down a powerful Tunneler in a map who will drop a unique item when slain.",55394,"The Hollow Pledge","Grasping blindly through a dark dream, a final pledge turns brittle flesh to dust.",[],"Audio/Dialogue/NPC/NavaliProphecy/N61e.ogg","",0,1,2,""
115,"RareTalonArcherDropsVoltaxicRiftMap","You will track down a powerful Talon Archer in a map who will drop a unique item when slain.",3045,"A Call into the Void","The dreaming cockerel crows thrice, and thunder bellows from the void.",[],"Audio/Dialogue/NPC/NavaliProphecy/N61f.ogg","",0,1,2,""
116,"RareMadGladiatorDropsTheBringerOfRainMap","You will track down a powerful Mad Gladiator in a map who will drop a unique item when slain.",5556,"Blood in the Eyes","Blood stains the fighter's eyes and rains upon the dirt. He sees and dreams in crimson.",[],"Audio/Dialogue/NPC/NavaliProphecy/N61g.ogg","",0,1,2,""
117,"RareBroodingTarantulaDropsRatsNestMap","You will track down a powerful Noxious Tarantula in a map who will drop a unique item when slain.",7895,"The Nest","Rats become tangled in the spider's web; a meal within a nest within a dream.",[],"Audio/Dialogue/NPC/NavaliProphecy/N61h.ogg","",0,1,2,""
118,"SpawnNecromancerAndSkeletonsInArea","You will encounter four necromancers with their undead minions and slay them all.",40335,"The Brothers of Necromancy","Four of shared flesh and blood raise an army of borrowed blood and bone.",[2136],"Audio/Dialogue/NPC/NavaliProphecy/N37f.ogg","",0,1,2,""
119,"BloodlinePackDropsFiveOrbsOfFusing","You will end a Bloodline.",13944,"Reforged Bonds","A bond of blood breaks, but from the carnage new bonds may be formed.",[],"Audio/Dialogue/NPC/NavaliProphecy/N61m.ogg","",0,1,2,""
120,"MonsterKillChanceToSpawnCurrencyFountain","You will slay a foe who erupts into currency.",45583,"Overflowing Riches","A full pocket, severed, spills forth like a struck spring.",[],"Audio/Dialogue/NPC/NavaliProphecy/N61n.ogg","",0,1,3,""
121,"ThePlaguemaw1","You will encounter a powerful golem in a Vaal side area and defeat it.",34151,"The Plaguemaw I","The Plaguemaw enters the red realm and leaves a swirling mass of living stone.","[2137,2138,2129]","Audio/Dialogue/NPC/NavaliProphecy/N62a.ogg",0,0,1,1,""
122,"ThePlaguemaw2","You will encounter shadowy monsters in the Crypt and slay them.",9237,"The Plaguemaw II","The Plaguemaw's followers feed on the flesh of the dead; a desecration of the Mother's work.",[2139],"Audio/Dialogue/NPC/NavaliProphecy/N62b.ogg",0,1,1,6,"You will encounter shadowy monsters in the Crypt, Bone Crypt Map, Cursed Crypt Map, or Necropolis Map and slay them."
123,"ThePlaguemaw3","You will be ambushed by the Plaguemaw's followers after you kill a certain very powerful monster.",21053,"The Plaguemaw III","The Plaguemaw watches you with a glistening grin, waiting for a moment to send his shadows.","[2278,2129]","Audio/Dialogue/NPC/NavaliProphecy/N62c.ogg",0,2,1,7,""
124,"ThePlaguemaw4","You will be ambushed by the Plaguemaw's followers in the Imperial Gardens.",32310,"The Plaguemaw IV","In a maze of green, the Plaguemaw sets a trap baited with treasures.",[2141],"Audio/Dialogue/NPC/NavaliProphecy/N62d.ogg",0,3,1,8,"You will be ambushed by the Plaguemaw's followers in the Imperial Gardens, Gardens Map, Courtyard Map, or Orchard Map."
125,"ThePlaguemaw5","You will enter the Plaguemaw's chamber in the Crystal Veins.",23851,"The Plaguemaw V","A room, etched in crystal, plays home to the Plaguemaw. He awaits you.",[2142],"Audio/Dialogue/NPC/NavaliProphecy/N62e.ogg",0,4,1,9,"You will enter the Plaguemaw's chamber in the Crystal Veins or Crystal Ore Map."
126,"PathOfTheThaumaturgist1","You will read Shavronne's Journal in the Warden's Quarters.",16725,"Thaumaturgical History I","The Aesthete's monstrous techniques are protected by the shadows.","[2158,2274,2129]","Audio/Dialogue/NPC/NavaliProphecy/N55a.ogg",6,0,1,4,""
127,"PathOfTheThaumaturgist2","You will read Doedre's Proclamation in The Western Forest in Act 2.",52873,"Thaumaturgical History II","The Tongueless Witch's words speak through the stone to desperate followers.","[2159,2275,2129]","Audio/Dialogue/NPC/NavaliProphecy/N55b.ogg",6,1,1,5,""
128,"PathOfTheThaumaturgist3","You will inspect the Ancient Reverie Device in the Chamber of Sins.",9683,"Thaumaturgical History III","The Soulless One's gift to the Prodigy draws forth those who seek the same unnatural power.","[2160,2276,2129]","Audio/Dialogue/NPC/NavaliProphecy/N55c.ogg",6,2,1,6,""
129,"PathOfTheThaumaturgist4","You will read Malachai's Dedication in The Harvest.",46451,"Thaumaturgical History IV","Where the Soulless One left his physical form behind, a dangerous new threat emerges.","[2161,2277,2129]","Audio/Dialogue/NPC/NavaliProphecy/N55d.ogg",6,3,1,7,""
130,"MapFairGravesBossOpensPortalToMaoKun","You will slay Belcer, the Pirate Lord, and he will open portals to Mao Kun.",56064,"The Pirate's Den","The pirate lord who hides in dank tunnels deep in dream will guide you to an island of treasure.",[],"Audio/Dialogue/NPC/NavaliProphecy/N61i.ogg","",0,"",2,""
131,"MapChaosGolemBossOpensPortalToMaelstromOfChaos","You will slay Void Anomaly and he will open portals to Maelström of Chaos.",42494,"Enter the Maelström","The swirling mass of dark stone stands at the centre of the dreaming storm.",[],"Audio/Dialogue/NPC/NavaliProphecy/N61j.ogg","",0,"",2,""
132,"MapKudukuBossOpensPortalToOlmecsSanctum","You will slay The Idol Beyond and he will open portals to Olmec's Sanctum",21041,"Sanctum of Stone","Break apart the wooden god, and a door to the stone sanctum appears.",[],"Audio/Dialogue/NPC/NavaliProphecy/N61k.ogg","",0,"",2,""
133,"MapMirageOfBonesOpensPortalToMirrorDesert","You will slay Mirage of Bones and he will open portals to a mirror world.",18,"Through the Mirage","Washing away the mirage unveils a parallel path to walk.",[],"Audio/Dialogue/NPC/NavaliProphecy/N61l.ogg","",0,"",2,""
134,"AncientRivalries1","You will slay Brutus while wearing one of Shavronne's items.",29530,"Ancient Rivalries I","Her greatest creation failed her. The Aesthete seeks to punish the brute.","[2162,2129]","Audio/Dialogue/NPC/NavaliProphecy/N56a.ogg",4,0,"",4,""
135,"AncientRivalries2","You will slay Voll while wearing one of Doedre's items.",26792,"Ancient Rivalries II","Burned at the stake, the Tongueless Witch seeks to purify the purifier.","[2163,2129]","Audio/Dialogue/NPC/NavaliProphecy/N56b.ogg",4,1,1,5,""
136,"AncientRivalries3","You will slay Kaom while wearing one of Lioneye's items.",57912,"Ancient Rivalries III","Cut down on the shores, the Lion's fangs will sink into the Betraying King's flesh one last time.","[2164,2129]","Audio/Dialogue/NPC/NavaliProphecy/N56c.ogg",4,2,1,6,""
137,"AncientRivalries4","You will slay Malachai while wearing one of Victario's items.",26498,"Ancient Rivalries IV","The Soulless One tore the world asunder, but the Poet will have the final word.","[2165,2129]","Audio/Dialogue/NPC/NavaliProphecy/N56d.ogg",4,3,1,7,""
138,"TheFeralLord1","You will encounter corrupted animals in the Southern Forest and slay them.",24160,"The Feral Lord I","The Feral Lord in the southern wood twists the wild to his will.",[2148],"Audio/Dialogue/NPC/NavaliProphecy/N53a.ogg",2,0,1,5,"You will encounter corrupted animals in the Southern Forest or Tropical Island Map and slay them."
139,"TheFeralLord2","You will encounter a powerful beast in the Northern Forest and slay it.",20062,"The Feral Lord II","The Feral Lord's cold breath imbues and empowers the beast in the northern wood.",[2149],"Audio/Dialogue/NPC/NavaliProphecy/N53b.ogg",2,1,1,6,"You will encounter a powerful beast in the Northern Forest, Jungle Valley Map, or Dark Forest Map and slay it."
140,"TheFeralLord3","You will encounter corrupted animals in the Dried Lake and slay them.",1352,"The Feral Lord III","Where water shimmers no more, thunderous beasts are dragged into the Feral Lord's domain.",[2150],"Audio/Dialogue/NPC/NavaliProphecy/N53c.ogg",2,2,1,7,"You will encounter corrupted animals in the Dried Lake, Desert Map, or Wasteland Map and slay them."
141,"TheFeralLord4","You will discover and slay a very powerful Vulture within Sarn's borders.",31433,"The Feral Lord IV","The Feral Lord senses your presence. In the shell of the snail, the vulture seeks a fresh carcass.",[2151],"Audio/Dialogue/NPC/NavaliProphecy/N53d.ogg",2,3,1,8,"You will discover and slay a very powerful Vulture within Sarn's borders or Maps of Sarn."
142,"TheFeralLord5","You will discover and slay a very powerful fiery Rhoa in a Mud Geyser map.",39770,"The Feral Lord V","To the realm of dreams the Feral Lord flees, and leaves in his wake a burning nightmare.",[2152],"Audio/Dialogue/NPC/NavaliProphecy/N53e.ogg",2,4,1,9,""
143,"RatFlood","You will discover a series of indoor chambers flooded with rats.",39591,"Plague of Rats","They run, they bite, they flee, they die. Swarms of fur and teeth and tail drown each and every room.",[2243],"Audio/Dialogue/NPC/NavaliProphecy/N39d.ogg","",0,1,2,""
144,"AnarchysEnd1","You will enter a map and slay a Rogue Exile who is carrying a Divination Card.",14800,"Anarchy's End I","A criminal of Theopolis flees into dream carrying a fortuneteller's tool.",[2186],"Audio/Dialogue/NPC/NavaliProphecy/N73c.ogg",7,0,1,4,""
145,"AnarchysEnd2","You will enter a map and slay two Rogue Exiles who are each carrying a Divination Card.",23981,"Anarchy's End II","Two criminals carry the fortuneteller's tools as they hunt for the body of their dreaming ally.",[2187],"Audio/Dialogue/NPC/NavaliProphecy/N73d.ogg",7,1,1,5,""
146,"AnarchysEnd3","You will enter a map and slay four Rogue Exiles who are each carrying a Divination Card.",48530,"Anarchy's End III","A party of four criminals, each with the mark of the fortuneteller, hunt through dreams for their prosecutor.",[2188],"Audio/Dialogue/NPC/NavaliProphecy/N73e.ogg",7,2,1,6,""
147,"AnarchysEnd4","You will enter a map and slay six Rogue Exiles who are each carrying a Divination Card.",11377,"Anarchy's End IV","Six criminals take to foot to stamp out the threat that tracks them through dreams.",[2189],"Audio/Dialogue/NPC/NavaliProphecy/N73f.ogg",7,3,1,7,""
148,"CompletingLabyrinthRewardsTwoEnchantmentUses","You will be rewarded with an additional use of the Divine Font on completing the Labyrinth.",40996,"Twice Enchanted","A golden device hidden by a rotting emperor overflows with power.","[2285,2286]","Audio/Dialogue/NPC/NavaliProphecy/N47c.ogg","",0,1,1,""
149,"StrongboxMonstersSpawnedAsMagicOrHigher","You will be attacked by stronger than normal monsters when opening a Strongbox.",6229,"An Unseen Peril","A trap is set, a lure is placed, but stronger foes lie in wait.",[],"Audio/Dialogue/NPC/NavaliProphecy/N51b.ogg","",0,1,2,""
150,"MysteriousInvadersFire","You will find and destroy monsters from Beyond who are trying to invade Wraeclast through the map device.",45465,"Mysterious Invaders","Beyond the golden gears, the edges of reality crack, and something hidden from sight spills through.",[2214],"Audio/Dialogue/NPC/NavaliProphecy/N37i.ogg","",0,1,2,""
151,"MysteriousInvadersCold","You will find and destroy monsters from Beyond who are trying to invade Wraeclast through the map device.",21439,"Mysterious Invaders","Beyond the golden gears, the edges of reality crack, and something hidden from sight spills through.",[2214],"Audio/Dialogue/NPC/NavaliProphecy/N37i.ogg","",0,1,2,""
152,"MysteriousInvadersLightning","You will find and destroy monsters from Beyond who are trying to invade Wraeclast through the map device.",55006,"Mysterious Invaders","Beyond the golden gears, the edges of reality crack, and something hidden from sight spills through.",[2214],"Audio/Dialogue/NPC/NavaliProphecy/N37i.ogg","",0,1,2,""
153,"MysteriousInvadersPhysical","You will find and destroy monsters from Beyond who are trying to invade Wraeclast through the map device.",61734,"Mysterious Invaders","Beyond the golden gears, the edges of reality crack, and something hidden from sight spills through.",[2214],"Audio/Dialogue/NPC/NavaliProphecy/N37i.ogg","",0,1,2,""
154,"MysteriousInvadersChaos","You will find and destroy monsters from Beyond who are trying to invade Wraeclast through the map device.",47962,"Mysterious Invaders","Beyond the golden gears, the edges of reality crack, and something hidden from sight spills through.",[2214],"Audio/Dialogue/NPC/NavaliProphecy/N37i.ogg","",0,1,2,""
155,"UndeadSpawnInOldFields","You will travel to the Old Fields, where you will encounter and slay an army of the undead.",63164,"Undead Uprising","The green and verdant field is swathed in night, the farmers who tended to it rise again.",[2215],"Audio/Dialogue/NPC/NavaliProphecy/N39b.ogg","",0,1,3,""
156,"DayOfSacrifice1","You will slay a powerful Vaal Fallen who will drop a Sacrifice at Dawn fragment.",5599,"Day of Sacrifice I","The ancient red champion is fallen, but a killing blow reveals his final sacrifice beneath the morning sun.",[],"Audio/Dialogue/NPC/NavaliProphecy/N69a.ogg",11,0,1,4,""
157,"DayOfSacrifice2","You will open a corrupted rare strongbox that will contain a Sacrifice at Noon fragment.",51947,"Day of Sacrifice II","Beneath the midday sun, treasure, stained by corruption, invites an ambush.",[],"Audio/Dialogue/NPC/NavaliProphecy/N69b.ogg",11,1,1,5,""
158,"DayOfSacrifice3","You will enter a difficult Vaal side area that contains an additional Sacrifice at Dusk fragment.",16310,"Day of Sacrifice III","The ancient red army opens a powerful path before the setting sun.",[2192],"Audio/Dialogue/NPC/NavaliProphecy/N69c.ogg",11,2,1,6,""
159,"DayOfSacrifice4","You will encounter an invading foe in a rare, corrupted map, who will drop a Sacrifice at Midnight fragment.",4024,"Day of Sacrifice IV","A corrupted dream invites an invader, who hunts in the deepest night.",[2193],"Audio/Dialogue/NPC/NavaliProphecy/N69d.ogg",11,3,1,7,""
160,"KillingRareGrantsShrineEffect","You will slay a powerful foe, and gain a shrine's blessing.",45283,"The Blessing","Malevolence swells and spreads in minds. The flesh is weak, but the gift is strong.",[],"Audio/Dialogue/NPC/NavaliProphecy/N29FIX.ogg","",0,"",3,""
161,"KillingRareStealsMods","You will slay a powerful foe and gain its powers.",48409,"Hunter's Lesson","An adversary, slain, briefly lives on in the lessons taught to the slayer.",[],"Audio/Dialogue/NPC/NavaliProphecy/N74a.ogg","",0,1,3,""
162,"KillingRareDropsRareItem","You will slay a powerful foe and it will drop a rare item.",26928,"Gilded Within","Gold without, gold within. Blood comes in many colours, but the gilded always bleed gold.",[],"Audio/Dialogue/NPC/NavaliProphecy/N75a.ogg","",0,1,3,""
163,"KillingUniqueDropsScouringOrb","You will slay a very powerful foe and it will drop an Orb of Scouring.",59572,"Erased from Memory","A foe feared for an aeon falls and is scoured from the pages of history.",[],"Audio/Dialogue/NPC/NavaliProphecy/N74e.ogg","",0,1,3,""
164,"KillingRareSpawnsTormentedSpirit","You will slay a powerful foe who will release a Tormented Spirit.",9886,"Ending the Torment","A fearsome foe's inner torment spills out into the world.",[],"Audio/Dialogue/NPC/NavaliProphecy/N76b.ogg","",0,1,3,""
165,"KillingMonsterSpawnsEmergingMagicMonsters","You will be ambushed by several enemies upon slaying a foe.",49395,"Hidden Reinforcements","Cowardly foes lay in wait. A show of force reveals their true intentions.","[2283,2129]","Audio/Dialogue/NPC/NavaliProphecy/N75c.ogg","",0,1,1,""
166,"KillingNormalRevivesAsRare","You will slay a normal foe, who will be resurrected and granted new power.",45431,"Rebirth","An ordinary life, an ordinary death, marked by an extraordinary rebirth.","[2282,2129]","Audio/Dialogue/NPC/NavaliProphecy/N75b.ogg","",0,1,2,""
167,"UseWhetstoneGetMaxQuality","You will greatly enhance the quality of a weapon with a single Blacksmith's Whetstone.",5800,"The Sharpened Blade","The metal softens beneath the stone, reshaping with great ease.",[],"Audio/Dialogue/NPC/NavaliProphecy/N74b.ogg","",0,1,3,""
168,"UseArmourersScrapGetMaxQuality","You will greatly enhance the quality of an armour piece with a single Armourer's Scrap",13960,"The Hardened Armour","The rings that bind grow tighter, the plate thicker, the leather denser, all with a single touch.",[],"Audio/Dialogue/NPC/NavaliProphecy/N74c.ogg","",0,1,3,""
169,"TransmuteUpgradesItemToThreeModRare","You will use an Orb of Transmutation on an item and it will grant extra mods.",57359,"Golden Touch","Blue tendrils entangle and change. All that remains is gold.",[],"Audio/Dialogue/NPC/NavaliProphecy/N74d.ogg","",0,1,3,""
170,"TransmuteRingOrJewelAddLife","You will use an Orb of Transmutation on a ring or amulet and it will gain a life mod.",23756,"Vital Transformation","Blue tendrils envelop, breathing life into the beautifully inert.",[],"Audio/Dialogue/NPC/NavaliProphecy/N75d.ogg","",0,1,3,""
171,"TransmuteEquipmentAddResistance","You will use an Orb of Transmutation on a ring, shield, or amulet, and it will gain resistances.",49379,"Resistant to Change","Wreathed in blue sinew, it is protected from the flames, the storms and the snow alike. ",[],"Audio/Dialogue/NPC/NavaliProphecy/N75e.ogg","",0,1,3,""
172,"TransmuteBootsAddMovementSpeed","You will use an Orb of Transmutation on a pair of boots and it will gain movement speed.",39367,"Touched by the Wind","Stitched with blue thread, a swift boot covers great distances.",[],"Audio/Dialogue/NPC/NavaliProphecy/N76a.ogg","",0,1,3,""
173,"DivinationCardSpawnsWithJackInTheBoxAlso","You will slay a foe and it will drop two Divination cards.",44072,"The Pair","One carries the fortune teller's mark, not knowing that a second surprise lies with it.",[],"Audio/Dialogue/NPC/NavaliProphecy/N76c.ogg","",0,"",1,""
174,"UseChiselGetMaxQuality","You will greatly enhance the quality of a map with a single Cartographer's Chisel.",21943,"The Beautiful Guide","A single tap from the chisel, and the guide's marks grow far clearer.",[],"Audio/Dialogue/NPC/NavaliProphecy/N76d.ogg","",0,1,3,""
175,"ReceiveARareItemGetFourMirroredInstead","You will slay a foe who drops four identical rare items.",29450,"Kalandra's Craft","A grand treasure fractures like a dropped mirror, yet somehow goes unharmed.",[],"Audio/Dialogue/NPC/NavaliProphecy/N76e.ogg","",0,1,3,""
176,"TransmuteMapAddMod","You will use an Orb of Transmutation on a map and it will gain a smothering atmosphere.",9685,"Smothering Tendrils","Blue tendrils wrap around the markings, constricting and smothering the stone beneath.",[],"Audio/Dialogue/NPC/NavaliProphecy/N76f.ogg","",0,1,3,""
177,"MapExtraStrongboxes","You will enter a map that holds six additional Strongboxes. ",423,"Bountiful Traps","In a distant dream, six traps with the promise of treasure wait to be sprung.",[2196],"Audio/Dialogue/NPC/NavaliProphecy/N40a.ogg","",0,1,3,""
178,"MapExtraRogueExiles","You will find four Rogue Exiles in a map and slay them.",45853,"The Four Feral Exiles","In a faraway dream, four souls far from home prepare to fight to the death.",[2195],"Audio/Dialogue/NPC/NavaliProphecy/N40b.ogg","",0,"",3,""
179,"MapTwinned","You will enter a map and slay the Twinned bosses in it.",7606,"Deadly Twins","In a long-lost dream, one deadly foe becomes two.",[2194],"Audio/Dialogue/NPC/NavaliProphecy/N40c.ogg","",0,1,3,""
180,"ReadLoreGrantsWisdomScrolls","You will read something written long ago.",56254,"Lasting Impressions","A hand scrawls on a wall, or carves into bone, a tale that undoes the world and teaches those who come after.",[],"Audio/Dialogue/NPC/NavaliProphecy/N76g.ogg","",0,1,3,""
181,"MapTempestFire","You will discover an area with an Infernal Tempest",57145,"Fire from the Sky","Fire rains down across the land. Beware the path you take.",[2237],"Audio/Dialogue/NPC/NavaliProphecy/N42c.ogg","",0,1,2,""
182,"MapTempestIce","You will discover an area with an Arctic Tempest",27706,"Ice from Above","The cold blusters from above, chilling the unwary to the bone.",[2237],"Audio/Dialogue/NPC/NavaliProphecy/N42d.ogg","",0,1,2,""
183,"MapTempestLightning","You will discover an area with an Electrocuting Tempest",12306,"Lightning Falls","The storms above strike with precision. A deft foot will avoid the blows.",[2237],"Audio/Dialogue/NPC/NavaliProphecy/N42e.ogg","",0,1,2,""
184,"MapTempestUndead","You will discover an area with a Morbid Tempest",5954,"The Undead Storm","Bones fall from the sky and take the shape of the men they once were.",[2237],"Audio/Dialogue/NPC/NavaliProphecy/N42f.ogg","",0,1,2,""
185,"MapTempestPhysical","You will discover an area with a Crushing Tempest",23475,"Crushing Squall","The sky trembles and the ground below answers with crushing force.",[2237],"Audio/Dialogue/NPC/NavaliProphecy/N42g.ogg","",0,1,2,""
186,"MapTempestCorrupt","You will discover an area with a Corrupting Tempest",47756,"Vaal Winds","Corruption is carried on a red wind, and spreads to all who are touched.",[2237],"Audio/Dialogue/NPC/NavaliProphecy/N43a.ogg","",0,1,2,""
187,"UniqueFireGolemAtFireFurysCamp","You will discover a powerful fire golem at Fire Fury's camp in The Coast.",50615,"Living Fires","Where the sand meets the water, the flesheater's flames shine brighter and brighter still.",[2222],"Audio/Dialogue/NPC/NavaliProphecy/N40i.ogg","",0,1,3,""
188,"FarmerSkeletonsAtRuinedHouse","You will fight waves of risen farmers amongst the ruins of a house in Crossroads.",47481,"Fallow At Last","The farmer's time came long ago, his ruined home the site of a dark harvest.",[2223],"Audio/Dialogue/NPC/NavaliProphecy/N41a.ogg","",0,1,3,""
189,"KaruiWarriorsNearWeatheredCarvings","You will encounter Karui Spirits near Weathered Carvings, and send them back to Hinekora.",18536,"Path of Betrayal","Cut down by the king's hand, southern spirits linger near the bones of giants.",[2224],"Audio/Dialogue/NPC/NavaliProphecy/N41b.ogg","",0,1,3,""
190,"WeaponsRiseUpAroundLioneyesStandard","You will encounter the risen weapons of a fallen army around Lioneye's Standard in The Climb.",55512,"The Forgotten Soldiers","The banner in the breeze marks the resting place of lions, whose metal fangs still thirst for blood.",[2225],"Audio/Dialogue/NPC/NavaliProphecy/N41c.ogg","",0,1,3,""
191,"GoldenWaterElementalsRiseFromGoldPiles","You will encounter and slay golden elementals deep in the Cavern of Anger.",18065,"Pools of Wealth","Beckoned by the Siren's song, wrathful gold rises from the ground.",[2226],"Audio/Dialogue/NPC/NavaliProphecy/N41d.ogg","",0,1,3,""
192,"ChildOfLunarisAppearsInChapel","Near the Crossroads, you will encounter the Child of Lunaris in the ruins of a temple, and slay it.",38635,"The Child of Lunaris","The light of Lunaris shines on her child who walks in stone shrine's ruins.",[2227],"Audio/Dialogue/NPC/NavaliProphecy/N41e.ogg","",0,1,3,""
193,"ArmyOfUndeadSoldiersAppearInRuinedFortress","Near the Broken Bridge, you will encounter and slay an army of undead in the ruins of the fortress.",27040,"The Forgotten Garrison","Where bandits have taken hold, a lifeless army rises to guard the ruined fortress.",[2228],"Audio/Dialogue/NPC/NavaliProphecy/N41f.ogg","",0,1,3,""
194,"TheStockkeeperAppears","You will encounter the Stockkeeper at the Grain Gate and slay him.",8678,"The Stockkeeper","A man survives only by his greed, but a single weapon cuts down the man who has many.",[2229],"Audio/Dialogue/NPC/NavaliProphecy/N41h.ogg","",0,1,3,""
195,"UniqueLightningGolemAppearsOutsideBubble","You will encounter a powerful Lightning Elemental near the Battlefront bridge.",27318,"Unnatural Energy","Unnatural energies hold those in black at bay, but the barrier bends for crackling kin.",[2230],"Audio/Dialogue/NPC/NavaliProphecy/N41i.ogg","",0,1,3,""
196,"TwoUniqueBlackguardCaptainsAppearAtFarEnd","You will encounter and slay two powerful Blackguard captains near the Ebony Barracks bridge.",45278,"Holding the Bridge","Where those in black swarm across the stone steps, one's blood runs cold with hatred and one's eyes crackle with wrath.",[2231],"Audio/Dialogue/NPC/NavaliProphecy/N41j.ogg","",0,1,3,""
197,"UniqueZombieBlackguardAtRuinedCart","You will encounter a powerful undead Blackguard in the Imperial Gardens.",17100,"In the Grasp of Corruption","A soldier in black's journey is cut short at the foot of the tower. The flesh rots, but the bone grows yet.",[2232],"Audio/Dialogue/NPC/NavaliProphecy/N41k.ogg","",0,1,3,""
198,"RareLunarisMiscreationsAppearAtScionCage","You will encounter a group of strong miscreations in the Upper Sceptre of God, and slay them all.",5522,"Defiled in the Sceptre","Stolen from their homes, innocent flesh is twisted and shaped atop the tower.",[2233],"Audio/Dialogue/NPC/NavaliProphecy/N42a.ogg","",0,1,3,""
199,"Tier1MapsSpawnedAtMapDevice","You will find maps near the centre of the Chamber of Sins.",62694,"The Lost Maps","A device of great power once held by the prodigy spills forth the keys to new worlds.",[2234],"Audio/Dialogue/NPC/NavaliProphecy/N41g.ogg","",0,1,3,""
200,"AreaAllRaresAreCloned","You will encounter an area where powerful monsters are duplicated.",20762,"The Twins","What was one is now two. The strong find greater strength in numbers.",[2235],"Audio/Dialogue/NPC/NavaliProphecy/N44b.ogg","",0,1,2,""
201,"AreaAllUniquesArePossessedByTormentedSpirits","You will encounter one or more very powerful monsters possessed by a Tormented Spirit.",25819,"Possessed Foe","A name remembered all this time, their will stolen by a vengeful spirit.",[2236],"Audio/Dialogue/NPC/NavaliProphecy/N40d.ogg","",0,1,2,""
202,"KillingTormentedSpiritTouchesAllMonsters","You will kill a Tormented Spirit who then touches all other monsters. - NOTE: Currently very laggy",9882,"Touched by Death","A tormented soul makes one final grasp at vengeance.",[],"Audio/Dialogue/NPC/NavaliProphecy/N44c.ogg","",0,"",999,""
203,"AreaHasVaalMonstersAndOversoul","You will find Vaal invaders in the Temple of Lunaris and destroy the monster who is leading them.",40521,"Vaal Invasion","At the site of a great atrocity, the shadows of the distant past hang over the risen red army.",[2245],"Audio/Dialogue/NPC/NavaliProphecy/N37h.ogg","",0,1,3,""
204,"AreaHasOnlyStrongboxes","You will travel to a map where the monsters lie in wait, open the boxes they guard, and slay them all.",50429,"Monstrous Treasure","In a long lost dream, great foes hide in tiny boxes, but so do great rewards.",[2196],"Audio/Dialogue/NPC/NavaliProphecy/N38h.ogg","",0,1,2,""
205,"AreaIsLikeCorruptedSideArea","You will find and cleanse a location where the corruption of the Vaal has spread.",3060,"The Spread of Corruption","Corruption spreads thick and fast, so too do those who revere it.",[],"Audio/Dialogue/NPC/NavaliProphecy/N39a.ogg","",0,"",2,""
206,"FrogFlood","You will discover an outdoor location flooded with frogs.",24727,"Plague of Frogs","Wet and slippery flesh, clinging feet and tongue. No matter the colour before, now the earth is green.",[2244],"Audio/Dialogue/NPC/NavaliProphecy/N39e.ogg","",0,1,2,""
207,"AreaContainsWashedUpCorpses","You will find an area littered with the drowned.",9679,"Visions of the Drowned","Damp and bloated with water and goods. Sometimes treasure washes ashore.",[2246],"Audio/Dialogue/NPC/NavaliProphecy/N40g.ogg","",0,1,2,""
