"rownum","BaseItemTypesKey","Armour","Evasion","EnergyShield","IncreasedMovementSpeed"
372,"Metadata/Items/Armours/Gloves/GlovesInt2",0,0,9,0
373,"Metadata/Items/Armours/Gloves/GlovesInt3",0,0,17,0
374,"Metadata/Items/Armours/Gloves/GlovesInt4",0,0,24,0
375,"Metadata/Items/Armours/Gloves/GlovesInt5",0,0,27,0
376,"Metadata/Items/Armours/Gloves/GlovesInt6",0,0,30,0
377,"Metadata/Items/Armours/Gloves/GlovesInt7",0,0,35,0
378,"Metadata/Items/Armours/Gloves/GlovesInt8",0,0,43,0
379,"Metadata/Items/Armours/Gloves/GlovesInt9",0,0,47,0
380,"Metadata/Items/Armours/Gloves/GlovesIntRitual1",0,0,8,0
381,"Metadata/Items/Armours/Gloves/GlovesIntRitual2",0,0,26,0
382,"Metadata/Items/Armours/Gloves/GlovesIntRitual3",0,0,45,0
383,"Metadata/Items/Armours/Gloves/GlovesStrDex1",9,9,0,0
384,"Metadata/Items/Armours/Gloves/GlovesStrDex2",28,28,0,0
385,"Metadata/Items/Armours/Gloves/GlovesStrDex3",50,50,0,0
386,"Metadata/Items/Armours/Gloves/GlovesStrDex4",65,65,0,0
387,"Metadata/Items/Armours/Gloves/GlovesStrDex5",78,78,0,0
388,"Metadata/Items/Armours/Gloves/GlovesStrDex6",88,88,0,0
389,"Metadata/Items/Armours/Gloves/GlovesStrDex7",106,106,0,0
390,"Metadata/Items/Armours/Gloves/GlovesStrDex8",121,121,0,0
391,"Metadata/Items/Armours/Gloves/GlovesStrInt1",14,0,3,0
392,"Metadata/Items/Armours/Gloves/GlovesStrInt2",35,0,7,0
393,"Metadata/Items/Armours/Gloves/GlovesStrInt3",58,0,12,0
394,"Metadata/Items/Armours/Gloves/GlovesStrInt4",67,0,13,0
395,"Metadata/Items/Armours/Gloves/GlovesStrInt5",78,0,15,0
396,"Metadata/Items/Armours/Gloves/GlovesStrInt6",92,0,18,0
397,"Metadata/Items/Armours/Gloves/GlovesStrInt7",103,0,20,0
398,"Metadata/Items/Armours/Gloves/GlovesStrInt8",121,0,24,0
399,"Metadata/Items/Armours/Gloves/GlovesDexInt1",0,11,3,0
400,"Metadata/Items/Armours/Gloves/GlovesDexInt2",0,30,6,0
401,"Metadata/Items/Armours/Gloves/GlovesDexInt3",0,57,11,0
402,"Metadata/Items/Armours/Gloves/GlovesDexInt4",0,65,13,0
403,"Metadata/Items/Armours/Gloves/GlovesDexInt5",0,81,16,0
404,"Metadata/Items/Armours/Gloves/GlovesDexInt6",0,90,18,0
405,"Metadata/Items/Armours/Gloves/GlovesDexInt7",0,104,20,0
406,"Metadata/Items/Armours/Gloves/GlovesDexInt8",0,121,24,0
407,"Metadata/Items/Armours/Gloves/GlovesDemigods1",0,0,0,0
408,"Metadata/Items/Armours/Gloves/GlovesAtlasStr",220,0,0,0
409,"Metadata/Items/Armours/Gloves/GlovesAtlasDex",0,220,0,0
410,"Metadata/Items/Armours/Gloves/GlovesAtlasInt",0,0,43,0
411,"Metadata/Items/Armours/Gloves/GlovesAtlasStrInt",108,0,27,0
