"rownum","MonsterVarietiesKey","BestiaryGroupsKey","Name","rid","bool","IconSmall","Icon","Boss_MonsterVarietiesKey","BestiaryGenusKey","bool","BestiaryCapturableMonstersKey","IsDisabled","i32","bool"
307,5777,11,"Craicic Chimeral",36,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GemFrog","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GemFrog","",40,"","","",1114,""
308,5671,0,"Farrul, First of the Plains",37,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Tiger","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Tiger",5672,37,1,"","",498,""
309,5626,5,"Saqawal, First of the Sky",38,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Rex","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Rhex",5627,34,1,"","",497,""
310,5706,8,"Fenumus, First of the Night",39,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Scorpion","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Scorpion",5708,33,1,"","",496,""
311,5679,10,"Craiceann, First of the Deep",40,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Crab","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Crab",5680,32,1,"","",499,""
312,405,5,"Oozeback Bloom",16,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/OozebackBloom","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/OozebackBloom","",6,1,"",1,1114,""
313,458,9,"Brood Princess",29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BroodPrincess","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BroodPrincess","",8,1,"",1,1114,""
314,436,10,"The Dweller of the Deep",31,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheDeepDweller","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheDeepDweller","",7,1,"",1,1114,""
315,236,1,"The Faun",6,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheFaun","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheFaun",238,1,1,"",1,1114,""
316,256,1,"Ungulath",6,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Ungulath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Ungulath","",2,1,"",1,1114,""
317,314,0,"The Burning Menace",1,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheBurningMenace","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheBurningMenace","",3,1,"",1,1114,""
318,450,9,"Ambrosia, Daughter of Merveil",29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Ambrosia","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Ambrosia","",8,1,"",1,1114,""
319,452,9,"Amarissa, Daughter of Merveil",29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Amarissa","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Amarissa","",8,1,"",1,1114,""
320,107,3,"The Great White Beast",10,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheGreatWhiteBeast","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheGreatWhiteBeast","",0,1,"",1,1114,""
321,766,8,"Black Death",26,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlackDeath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlackDeath","",12,1,"",1,1114,""
322,768,8,"The Weaver",26,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheWeaver","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheWeaver",771,12,1,"",1,1114,""
323,328,1,"Nadia the Soothing",5,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/NadiaTheSoothing","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/NadiaTheSoothing","",5,1,"",1,1114,""
324,330,1,"Aidan the Frenzied",5,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/AidanTheFrenzied","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/AidanTheFrenzied","",5,1,"",1,1114,""
325,2804,3,"Q'uru",11,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Quru","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Quru","",21,1,"",1,1114,""
326,1426,4,"Thistlesage",13,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Thistlesage","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Thistlesage","",18,1,"",1,1114,""
327,2339,8,"The Conqueror Wurm",23,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ConquerorWurm","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ConquerorWurm","",19,1,"",1,1114,""
328,1266,6,"Paradisae Venenum",20,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ParadisaeVenenum","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ParadisaeVenenum","",14,1,"",1,1114,""
329,3452,5,"The Hundred Foot Shadow",15,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheHundredFootShadow","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheHundredFootShadow",3453,22,1,"",1,1114,""
330,3673,5,"Eyepecker",42,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CockerelBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CockerelBestiaryBoss","",26,1,"",1,1114,""
331,3662,2,"Steelchaw",9,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Steelchaw","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Steelchaw","",25,1,"",1,1114,""
332,3625,2,"Raihara, Tukohama's Loyal",8,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Raihara","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Raihara","",24,1,"",1,1114,""
333,346,1,"Hollowskull, the Willing Host",4,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hollowskull","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hollowskull","",28,1,"",1,1114,""
334,4473,7,"The Encephelophage",41,"","","","",29,1,"",1,1114,""
335,5210,10,"Brinecrack",34,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Brinecrack","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Brinecrack","",32,1,"",1,1114,""
336,109,3,"The Great White Bones",10,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheGreatWhiteBones","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheGreatWhiteBones","",0,1,"",1,1114,""
337,2321,8,"Tunnelworm",23,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Tunnelworm","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Tunnelworm","",19,1,"",1,1114,""
338,3705,4,"Boulderback",12,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Boulderback","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Boulderback","",27,1,"",1,1114,""
339,5326,6,"The Basilisk",20,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheBasilisk","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheBasilisk","",14,1,"",1,1114,""
340,3007,3,"Marrowcrush",10,"","","","",0,1,"",1,1114,""
341,3008,5,"The Cadaver Bull",16,"","","","",6,1,"",1,1114,""
342,3009,1,"Junglemare",4,"","","","",28,1,"",1,1114,""
343,3011,1,"Blood Stasis ",5,"","","","",5,1,"",1,1114,""
344,3012,1,"Blood Morpher",5,"","","","",5,1,"",1,1114,""
345,3023,11,"Spinesnap",35,"","","","",13,1,"",1,1114,""
346,3024,11,"Genesis Paradisae",36,"","","","",40,1,"",1,1114,""
347,3025,1,"Death from Above",6,"","","","",1,1,"",1,1114,""
348,3026,1,"Guardian of the Mound",6,"","","","",2,1,"",1,1114,""
349,3033,6,"Alpha Paradisae",20,"","","","",14,1,"",1,1114,""
350,3034,7,"Mother of the Swarm",21,"","","","",15,1,"",1,1114,""
351,3035,5,"Deathflutter",14,"","","","",17,1,"",1,1114,""
352,3041,8,"Wrigglechaw",23,"","","","",19,1,"",1,1114,""
353,3042,10,"Blinkflame",31,"","","","",7,1,"",1,1114,""
354,3043,9,"The Duchess",29,"","","","",8,1,"",1,1114,""
355,3044,10,"Shivershell",32,"","","","",9,1,"",1,1114,""
356,3050,6,"Razorleaf",19,"","","","",10,1,"",1,1114,""
357,3051,9,"Stranglecreep",29,"","","","",11,1,"",1,1114,""
358,3052,8,"Pewterfang",26,"","","","",12,1,"",1,1114,""
359,3053,4,"Bladeback Guardian",13,"","","","",18,1,"",1,1114,""
360,3054,9,"Strangledrift",30,"","","","",20,1,"",1,1114,""
361,3056,5,"Ghostram",16,"","","","",6,1,"",1,1114,""
362,130,3,"Tyrannursus Maximus",10,"","","",131,0,1,"",1,1114,""
363,105,3,"Primal Beast",10,"","","","",0,"","",1,1114,""
364,106,3,"The Alpha Beast",10,"","","","",0,1,"",1,1114,""
365,341,1,"Aboriginal Chieftain",5,"","","","",28,"","",1,1114,""
366,1251,11,"Bestial Maw",35,"","","","",13,"","",1,1114,""
367,4315,11,"Blue Frog",36,"","","","",41,"","",1,1114,""
368,4317,11,"Common Frog",36,"","","","",41,"","",1,1114,""
369,4319,11,"Strange Frog",36,"","","","",41,"","",1,1114,""
370,1264,6,"Wild Chimeral",20,"","","","",14,"","",1,1114,""
371,1329,7,"Nightmarish Crawler",21,"","","","",16,"","",1,1114,""
372,1328,7,"Nightmarish Carrion",21,"","","","",15,"","",1,1114,""
373,350,1,"Primitive Ape",5,"","","","",5,"","",1,1114,""
374,4226,1,"Echo of the Verdant",5,"","","","",5,"","",1,1114,""
375,4776,7,"Parasite",41,"","","","",29,"",243,1,1114,""
376,4472,7,"Vicious Parasite",41,"","","","",29,"",249,1,1114,""
377,4537,2,"Purge Hound",43,"","","","",31,"",250,1,1114,""
378,4538,2,"Lola, the Fierce",43,"","","","",31,1,"",1,1114,""
379,4539,2,"Rocco, the Bloodthirsty",43,"","","","",31,1,"",1,1114,""
380,416,5,"Ventarus",16,"","","","",6,1,"",1,1114,""
381,396,5,"Primordial Rhoa",16,"","","","",6,"","",1,1114,""
382,2344,8,"Mystic Devourer",23,"","","","",19,"","",1,1114,""
383,4297,8,"Devourer",23,"","","","",19,"",180,1,1114,""
384,2338,8,"Devourer",23,"","","","",19,"",180,1,1114,""
385,2334,8,"Ancient Devourer",23,"","","","",19,"","",1,1114,""
386,2323,8,"Devourer",23,"","","","",19,"",180,1,1114,""
387,4231,7,"Echo of the Verdant",22,"","","","",23,"","",1,1114,""
388,421,10,"Fossil Eater",31,"","","","",7,"","",1,1114,""
389,5325,8,"Tamipin",27,"","","","",35,1,"",1,1114,""
390,5322,8,"Tamulus",27,"","","","",35,1,"",1,1114,""
391,466,9,"Fated Siren",29,"","","","",8,"","",1,1114,""
392,4227,6,"Echo of the Verdant",19,"","","","",10,"","",1,1114,""
393,4301,6,"Maze Slitherer",18,"","","","",10,"","",1,1114,""
394,750,9,"Foreseen Spawn",29,"","","","",11,"","",1,1114,""
395,4229,8,"Echo of the Verdant",26,"","","","",12,"","",1,1114,""
396,793,8,"Ink Spinner",26,"","","","",12,"","","",1114,1
397,4268,8,"Maze Webspinner",26,"","","","",12,"","",1,1114,""
398,4269,8,"Maze Hatchling",26,"","","","",12,"","",1,1114,""
399,4300,4,"Maze Needleback",13,"","","","",18,"","",1,1114,""
400,2087,1,"Spirit of Aidan",5,"","","",2088,5,1,"",1,1114,""
401,2085,1,"Spirit of Nadia",5,"","","",2086,5,1,"",1,1114,""
402,770,8,"Balah, Duke",26,"","","","",12,1,"",1,1114,""
403,3923,0,"Mutewind Lynx",3,"","","","",36,"","",1,1114,""
404,4233,5,"Echo of the Verdant",15,"","","","",22,"","",1,1114,""
405,2978,10,"Mother of the Hive",31,"","","",2980,7,1,"",1,1114,""
406,2924,9,"The All-seeing Eye",30,"","","","",20,1,"",1,1114,""
407,2927,1,"Konu, Maker of Wind",6,"","","","",1,1,"",1,1114,""
408,2935,1,"Sheaq, Maker of Floods",6,"","","","",2,1,"",1,1114,""
409,2939,8,"Kamaq, Soilmaker",23,"","","","",19,1,"",1,1114,""
410,2951,1,"Simi, the Nature Touched",4,"","","","",28,1,"",1,1114,""
411,2958,8,"Cintiq, the Inescapable",26,"","","","",12,1,"",1,1114,""
412,2960,6,"Thornrunner",19,"","","","",10,1,"",1,1114,""
413,2954,7,"The Sunburst Queen",21,"","","","",15,1,"",1,1114,""
414,2981,9,"Rima, Deep Temptress",29,"","","","",8,1,"",1,1114,""
415,2941,5,"Inti of the Blood Moon",14,"","","","",17,1,"",1,1114,""
416,2986,7,"Quetzerxi",22,"","","","",23,1,"",1,1114,""
417,2925,9,"The All-seeing Eye",30,"","","","",20,1,406,1,1114,""
418,2928,1,"Konu, Maker of Wind",6,"","","","",1,1,407,1,1114,""
419,2936,1,"Sheaq, Maker of Floods",6,"","","","",2,1,408,1,1114,""
420,2940,7,"Kamaq, Soilmaker",23,"","","","",19,1,409,1,1114,""
421,2942,5,"Inti of the Blood Moon",14,"","","","",17,1,415,1,1114,""
422,2952,1,"Simi, the Nature Touched",4,"","","","",28,1,410,1,1114,""
423,2955,7,"The Sunburst Queen",21,"","","","",15,1,413,1,1114,""
424,2959,8,"Cintiq, the Inescapable",26,"","","","",12,1,411,1,1114,""
425,2961,6,"Thornrunner",19,"","","","",10,1,412,1,1114,""
426,2982,9,"Rima, Deep Temptress",29,"","","","",8,1,414,1,1114,""
427,3251,1,"Mutated Chieftain",5,"","","","",28,1,"",1,1114,""
428,3229,1,"Crazed Chieftain",5,"","","","",28,"","",1,1114,""
429,3231,3,"Infected Ambusher",11,"","","","",21,"","",1,1114,""
430,3233,3,"Mutated Ursa",11,"","","","",21,1,"",1,1114,""
431,3232,3,"Plummeting Ursa",11,"","","","",21,"","",1,1114,""
432,3241,11,"Rabid Maw",35,"","","","",13,"","",1,1114,""
433,3254,11,"Mutated Maw",35,"","","","",13,1,"",1,1114,""
434,3246,11,"Mutated Croaker",36,"","","","",40,1,"",1,1114,""
435,3230,6,"Putrid Chimeral",20,"","","","",14,"","",1,1114,""
436,3248,6,"Twisted Chimeral",20,"","","","",14,1,"",1,1114,""
437,3227,7,"Rabid Broodqueen",21,"","","","",15,"","",1,1114,""
438,3245,7,"Mutated Broodqueen",21,"","","","",15,1,"",1,1114,""
439,3228,7,"Rabid Minion",21,"","","","",15,"","",1,1114,""
440,3235,5,"Infected Rhoa",16,"","","","",6,"","",1,1114,""
441,3236,5,"Rabid Rhoa",16,"","","","",6,"","",1,1114,""
442,3252,5,"Mutated Rhoa",16,"","","","",6,1,"",1,1114,""
443,3242,10,"Fused Crawler",32,"","","","",9,"","",1,1114,""
444,3250,10,"Mutated Winterclaw",32,"","","","",9,1,"",1,1114,""
445,3253,6,"Mutated Adder",19,"","","","",10,1,"",1,1114,""
446,3238,6,"Infected Adder",19,"","","","",10,"","",1,1114,""
447,3240,6,"Putrid Serpent",19,"","","","",10,"","",1,1114,""
448,3247,8,"Mutated Arachnid",26,"","","","",12,1,"",1,1114,""
449,3237,8,"Putrid Weaver",26,"","","","",12,"","",1,1114,""
450,3220,8,"Sickly Spinner",26,"","","","",12,"","",1,1114,""
451,3221,4,"Infected Spiker",13,"","","","",18,"","",1,1114,""
452,2725,9,"Infected Watcher",30,"","","","",20,"","",1,1114,""
453,3244,9,"Mutated Watcher",30,"","","","",20,1,"",1,1114,""
454,3222,3,"Infected Beast",11,"","","","",0,"","",1,1114,""
455,3224,3,"Risen Infested Beast",11,"","","",3225,0,1,"",1,1114,""
456,3249,0,"Mutated Flamebeast",1,"","","","",3,1,"",1,1114,""
457,3234,0,"Crazed Flamebeast",1,"","","","",3,"","",1,1114,""
458,3037,0,"Bladetooth",1,"","","","",3,1,"",1,1114,""
459,6132,4,"Cavestalker",13,"","","","",18,"","",1,1114,""
460,6154,4,"Azure Shrieker",13,"","","","",18,"","",1,1114,""
461,6156,4,"Charged Shrieker",13,"","","","",18,"","",1,1114,""
462,6137,1,"Azure Ape",5,"","","","",5,"","",1,1114,""
463,6139,1,"Azure Ape",5,"","","","",5,"","",1,1114,""
464,6147,4,"Gorgol Alpha",13,"","","","",18,"","",1,1114,""
465,6120,7,"Cave Weta",22,"","","","",23,"","",1,1114,""
466,6122,7,"Unstable Weta",22,"","","","",23,"","",1,1114,""
467,6089,8,"Hatchling",26,"","","","",12,"","",1,1114,""
468,6092,8,"Skitterling",26,"","","","",12,"","",1,1114,""
469,6095,8,"Azurite Widow",26,"","","","",12,"","",1,1114,""
