"rownum","WordlistsKey","Text","SpawnWeight_TagsKeys","SpawnWeight_Values","i32","Text2","Inflection"
712,6,"Hinekora's Sight",[0],[0],133100242,"Hinekora's Sight",""
713,6,"Kitava's Thirst",[0],[0],-1986854612,"Kitava's Thirst",""
714,6,"Scaeva",[0],[0],2118264514,"Scaeva",""
715,6,"Saemus' Gift",[0],[0],1208913386,"Saemus' Gift",""
716,6,"Veruso’s Battering Rams",[0],[0],187427401,"Veruso's Battering Rams",""
717,6,"Kintsugi",[0],[0],1294376695,"Kintsugi",""
718,6,"Rumblemarch",[0],[0],-24220870,"Rumblemarch",""
719,6,"Underdog's Fury",[0],[0],124852564,"Underdog's Fury",""
720,6,"Touch of Anguish",[0],[0],-1862215476,"Touch of Anguish",""
721,6,"Spiritskin",[0],[0],-1817820871,"Spiritskin",""
722,6,"Hiltless",[0],[0],961659318,"Hiltless",""
723,6,"Ewar's Mirage",[0],[0],1938507098,"Ewar's Mirage",""
724,6,"Lycosidae",[0],[0],68732079,"Lycosidae",""
725,6,"Voll's Vision",[0],[0],81264739,"Voll's Vision",""
726,6,"Malachai's Vision",[0],[0],1081650599,"Malachai's Vision",""
727,6,"Karui Charge",[0],[0],-1476638841,"Karui Charge",""
728,6,"Wall of Brambles",[0],[0],40460326,"Wall of Brambles",""
729,6,"Shavronne's Gambit",[0],[0],-773579885,"Shavronne's Gambit",""
730,6,"Death's Opus",[0],[0],1524905523,"Death's Opus",""
731,6,"Cospri's Will",[0],[0],1275806257,"Cospri's Will",""
732,6,"The Ascetic",[0],[0],1229757906,"The Ascetic",""
733,6,"Skirmish",[0],[0],-739999780,"Skirmish",""
734,6,"The Learning Stone",[0],[0],-28041848,"The Learning Stone",""
735,6,"Grip of the Council",[0],[0],1493814646,"Grip of the Council",""
736,6,"Replica Grip of the Council",[0],[0],1354315650,"Replica Grip of the Council",""
737,6,"Kiara's Determination",[0],[0],1160561505,"Kiara's Determination",""
738,6,"Tinkerskin",[0],[0],-551225171,"Tinkerskin",""
739,6,"Death's Door",[0],[0],-340409797,"Death's Door",""
740,6,"Reach of the Council",[0],[0],1132430080,"Reach of the Council",""
741,6,"Breath of the Council",[0],[0],-1360073866,"Breath of the Council",""
742,6,"Voidheart",[0],[0],-705738252,"Voidheart",""
743,6,"Cragfall",[0],[0],-1275044390,"Cragfall",""
744,6,"The Signal Fire",[0],[0],-292283038,"The Signal Fire",""
745,6,"Ngamahu Tiki",[0],[0],218874151,"Ngamahu Tiki",""
746,6,"Hrimburn",[0],[0],-583569318,"Hrimburn",""
747,6,"Martyr's Crown",[0],[0],1511889867,"Martyr's Crown",""
748,6,"Ezomyte Hold",[0],[0],510049696,"Ezomyte Hold",""
749,6,"Deidbellow",[0],[0],1939652025,"Deidbellow",""
750,6,"Thirst for Horrors",[0],[0],-311729580,"Thirst for Horrors",""
751,6,"The Oak",[0],[0],-999450115,"The Oak",""
752,6,"Kaltensoul",[0],[0],-255411023,"Kaltensoul",""
753,6,"The Gryphon",[0],[0],756241344,"The Gryphon",""
754,6,"The Cauteriser",[0],[0],260565616,"The Cauteriser",""
755,6,"Doomfletch's Prism",[0],[0],1859974014,"Doomfletch's Prism",""
756,6,"Silverbough",[0],[0],-130874127,"Silverbough",""
757,6,"The Tempest",[0],[0],1530315987,"The Tempest",""
758,6,"Hrimnor's Dirge",[0],[0],-655891183,"Hrimnor's Dirge",""
759,6,"Amplification Rod",[0],[0],5528892,"Amplification Rod",""
760,6,"Realm Ender",[0],[0],227046355,"Realm Ender",""
761,6,"Queen's Escape",[0],[0],-1439496592,"Queen's Escape",""
762,6,"The Plaguemaw's Offering",[0],[0],-358014684,"The Plaguemaw's Offering",""
763,6,"Kaom's Way",[0],[0],-46954818,"Kaom's Way",""
764,6,"Praxis",[0],[0],1667986705,"Praxis",""
765,6,"Kondo's Pride",[0],[0],2002931431,"Kondo's Pride",""
766,6,"Valyrium",[0],[0],-984610481,"Valyrium",""
767,6,"The Brass Dome",[0],[0],-1852840269,"The Brass Dome",""
768,6,"Brain Rattler",[0],[0],891552531,"Brain Rattler",""
769,6,"Razor of the Seventh Sun",[0],[0],739336036,"Razor of the Seventh Sun",""
770,6,"Eye of Innocence",[0],[0],2143259832,"Eye of Innocence",""
771,6,"Slivertongue",[0],[0],466275112,"Slivertongue",""
772,6,"Obscurantis",[0],[0],-714356729,"Obscurantis",""
773,6,"Snakepit",[0],[0],-340530758,"Snakepit",""
774,6,"The Scourge",[0],[0],931710212,"The Scourge",""
775,6,"Cospri's Malice",[0],[0],-605873626,"Cospri's Malice",""
776,6,"Starforge",[0],[0],1581975269,"Starforge",""
777,6,"Unending Hunger",[0],[0],1849090216,"Unending Hunger",""
778,6,"Voidwalker",[0],[0],711043592,"Voidwalker",""
779,6,"Replica Voidwalker",[0],[0],1872341885,"Replica Voidwalker",""
780,6,"Shaper's Touch",[0],[0],-1858218865,"Shaper's Touch",""
781,6,"The Warden's Brand",[0],[0],2121301869,"The Warden's Brand",""
782,6,"Witchfire Brew",[0],[0],1984206815,"Witchfire Brew",""
783,6,"Dying Sun",[0],[0],-1605560018,"Dying Sun",""
784,6,"The Putrid Cloister",[0],[0],-1527442685,"The Putrid Cloister",""
785,6,"Atziri's Vessel",[0],[0],1862519512,"Atziri's Vessel",""
786,6,"Hallowed Ground",[0],[0],-1130767531,"Hallowed Ground",""
787,6,"Breach Box",[0],[0],-764053537,"Breach Box",""
788,6,"Primordial Harmony",[0],[0],645442286,"Primordial Harmony",""
789,6,"Primordial Might",[0],[0],-910860958,"Primordial Might",""
790,6,"Replica Primordial Might",[0],[0],-1528386313,"Replica Primordial Might",""
791,6,"Primordial Eminence",[0],[0],2145917868,"Primordial Eminence",""
792,6,"The Anima Stone",[0],[0],-1359965224,"The Anima Stone",""
793,6,"The Coming Calamity",[0],[0],-2119469187,"The Coming Calamity",""
794,6,"Bisco's Collar",[0],[0],-1462742049,"Bisco's Collar",""
795,6,"Inpulsa's Broken Heart",[0],[0],-818688858,"Inpulsa's Broken Heart",""
796,6,"Xoph's Nurture",[0],[0],1905594471,"Xoph's Nurture",""
797,6,"Xoph's Inception",[0],[0],2062105737,"Xoph's Inception",""
798,6,"The Formless Flame",[0],[0],-7259116,"The Formless Flame",""
799,6,"The Formless Inferno",[0],[0],-617409185,"The Formless Inferno",""
800,6,"Xoph's Heart",[0],[0],1027202250,"Xoph's Heart",""
801,6,"Xoph's Blood",[0],[0],-2132023869,"Xoph's Blood",""
802,6,"Tulborn",[0],[0],-142584900,"Tulborn",""
803,6,"Tulfall",[0],[0],-1026152124,"Tulfall",""
804,6,"Replica Tulfall",[0],[0],1987744974,"Replica Tulfall",""
805,6,"The Snowblind Grace",[0],[0],1669107331,"The Snowblind Grace",""
806,6,"The Perfect Form",[0],[0],-709021446,"The Perfect Form",""
807,6,"Replica Perfect Form",[0],[0],2040462303,"Replica Perfect Form",""
808,6,"The Halcyon",[0],[0],505556976,"The Halcyon",""
809,6,"The Pandemonius",[0],[0],-1906081945,"The Pandemonius",""
810,6,"Hand of Thought and Motion",[0],[0],757677609,"Hand of Thought and Motion",""
811,6,"Hand of Wisdom and Action",[0],[0],1364544036,"Hand of Wisdom and Action",""
812,6,"Esh's Mirror",[0],[0],47341826,"Esh's Mirror",""
813,6,"Esh's Visage",[0],[0],1879297628,"Esh's Visage",""
814,6,"Voice of the Storm",[0],[0],-1358297152,"Voice of the Storm",""
815,6,"Choir of the Storm",[0],[0],311720729,"Choir of the Storm",""
816,6,"The Infinite Pursuit",[0],[0],51736892,"The Infinite Pursuit",""
817,6,"The Red Trail",[0],[0],607357714,"The Red Trail",""
818,6,"Replica Red Trail",[0],[0],-673067306,"Replica Red Trail",""
819,6,"Uul-Netol's Kiss",[0],[0],-829011999,"Uul-Netol's Kiss",""
820,6,"Uul-Netol's Embrace",[0],[0],2043676306,"Uul-Netol's Embrace",""
821,6,"The Anticipation",[0],[0],-784019722,"The Anticipation",""
822,6,"The Surrender",[0],[0],-908785771,"The Surrender",""
823,6,"Severed in Sleep",[0],[0],-1765766524,"Severed in Sleep",""
824,6,"United in Dream",[0],[0],-1623271483,"United in Dream",""
825,6,"Skin of the Loyal",[0],[0],-1509206238,"Skin of the Loyal",""
826,6,"Skin of the Lords",[0],[0],-951474649,"Skin of the Lords",""
827,6,"The Red Dream",[0],[0],-1779935601,"The Red Dream",""
828,6,"The Red Nightmare",[0],[0],960974412,"The Red Nightmare",""
829,6,"The Green Dream",[0],[0],158901293,"The Green Dream",""
830,6,"The Green Nightmare",[0],[0],65777779,"The Green Nightmare",""
831,6,"The Blue Dream",[0],[0],-47640973,"The Blue Dream",""
832,6,"The Blue Nightmare",[0],[0],275814826,"The Blue Nightmare",""
833,6,"Tukohama's Fortress",[0],[0],1620020553,"Tukohama's Fortress",""
834,6,"Replica Tukohama's Fortress",[0],[0],-1128454177,"Replica Tukohama's Fortress",""
835,6,"Soul Tether",[0],[0],552666132,"Soul Tether",""
836,6,"Replica Soul Tether",[0],[0],321474055,"Replica Soul Tether",""
837,6,"Angler's Plait",[0],[0],-562749805,"Angler's Plait",""
838,6,"Haemophilia",[0],[0],-394102977,"Haemophilia",""
839,6,"The Baron",[0],[0],1187271409,"The Baron",""
840,6,"Ahn's Heritage",[0],[0],-806109286,"Ahn's Heritage",""
841,6,"Shade of Solaris",[0],[0],1891233779,"Shade of Solaris",""
842,6,"The Maelstrom Cell",[0],[0],-831794890,"The Maelström Cell",""
843,6,"The Brine Crown",[0],[0],-1142116975,"The Brine Crown",""
844,6,"Sin's Rebirth",[0],[0],1824461621,"Sin's Rebirth",""
845,6,"Light of Lunaris",[0],[0],-678620843,"Light of Lunaris",""
846,6,"Kitava's Feast",[0],[0],1055546575,"Kitava's Feast",""
847,6,"Duskdawn",[0],[0],249023619,"Duskdawn",""
848,6,"Replica Duskdawn",[0],[0],-1038399175,"Replica Duskdawn",""
849,6,"Perseverance",[0],[0],-7563396,"Perseverance",""
850,6,"Arakaali's Fang",[0],[0],-902861495,"Arakaali's Fang",""
851,6,"Gruthkul's Pelt",[0],[0],844945481,"Gruthkul's Pelt",""
852,6,"Presence of Chayula",[0],[0],1206245207,"Presence of Chayula",""
853,6,"Weylam's War Chest",[0],[0],2055478090,"Weylam's War Chest",""
854,6,"Collateral Damage",[0],[0],514120477,"Collateral Damage",""
855,6,"Sudden Ignition",[0],[0],-6921194,"Sudden Ignition",""
856,6,"Overwhelming Odds",[0],[0],-2138881441,"Overwhelming Odds",""
857,6,"First Snow",[0],[0],90435121,"First Snow",""
858,6,"Omen on the Winds",[0],[0],1187452372,"Omen on the Winds",""
859,6,"Wildfire",[0],[0],-900147970,"Wildfire",""
860,6,"Fight for Survival",[0],[0],-575958740,"Fight for Survival",""
861,6,"Might and Influence",[0],[0],1910649376,"Might and Influence",""
862,6,"Frozen Trail",[0],[0],808872014,"Frozen Trail",""
863,6,"Ring of Blades",[0],[0],-431373793,"Ring of Blades",""
864,6,"Boundless Grasp",[0],[0],-1745782566,"Boundless Grasp",""
865,6,"Inevitability",[0],[0],-1310935589,"Inevitability",""
866,6,"Winter Burial",[0],[0],-560472264,"Winter Burial",""
867,6,"Bisco's Leash",[0],[0],1527811786,"Bisco's Leash",""
868,6,"Spreading Rot",[0],[0],883958653,"Spreading Rot",""
869,6,"Garukhan's Flight",[0],[0],-1008887987,"Garukhan's Flight",""
870,6,"Prospero's Vault",[0],[0],-1448923615,"Prospero's Vault",""
871,6,"Debeon's Dirge",[0],[0],-481472130,"Debeon's Dirge",""
872,6,"The Wise Oak",[0],[0],448376597,"The Wise Oak",""
873,6,"Violent Dead",[0],[0],1688941545,"Violent Dead",""
874,6,"Hazardous Research",[0],[0],-467562614,"Hazardous Research",""
875,6,"Tidebreaker",[0],[0],-747419589,"Tidebreaker",""
876,6,"Martyr of Innocence",[0],[0],1607926559,"Martyr of Innocence",""
877,6,"Bloodbond",[0],[0],249025230,"Bloodbond",""
878,6,"Legacy Relic",[0],[0],-991859166,"Legacy Relic",""
879,6,"Timeworn Relic",[0],[0],-2033010651,"Timeworn Chest",""
880,6,"Vaal Relic",[0],[0],217923226,"Vaal Repository",""
881,6,"Ryslatha's Coil",[0],[0],1053528581,"Ryslatha's Coil",""
882,6,"Speaker's Wreath",[0],[0],-2098844519,"Speaker's Wreath",""
883,6,"Ahn's Contempt",[0],[0],-1070766643,"Ahn's Contempt",""
884,6,"Ahn's Might",[0],[0],-1083908567,"Ahn's Might",""
885,6,"Inya's Epiphany",[0],[0],561146420,"Inya's Epiphany",""
886,6,"Replica Inya's Epiphany",[0],[0],1771708260,"Replica Inya's Epiphany",""
887,6,"Volkuur's Guidance",[0],[0],849352383,"Volkuur's Guidance",""
888,6,"Replica Volkuur's Guidance",[0],[0],1175138315,"Replica Volkuur's Guidance",""
889,6,"Yriel's Fostering",[0],[0],-629803991,"Yriel's Fostering",""
890,6,"Eber's Unification",[0],[0],-370131321,"Eber's Unification",""
891,6,"Pact of Skulls",[0],[0],-1864658256,"Pact of Skulls",""
892,6,"Choking Ash",[0],[0],-2094433554,"Choking Ash",""
893,6,"Straight and True",[0],[0],-1055720737,"Straight and True",""
894,6,"Balefire",[0],[0],-555162611,"Balefire",""
895,6,"The Rippling Thoughts",[0],[0],-1591104403,"The Rippling Thoughts",""
896,6,"The Flow Untethered",[0],[0],1647548717,"The Flow Untethered",""
897,6,"The Unshattered Will",[0],[0],-736059976,"The Unshattered Will",""
898,6,"First Piece of Focus",[0],[0],2067123372,"First Piece of Focus",""
899,6,"Second Piece of Focus",[0],[0],645408787,"Second Piece of Focus",""
900,6,"Third Piece of Focus",[0],[0],1298296503,"Third Piece of Focus",""
901,6,"Fourth Piece of Focus",[0],[0],-723780396,"Fourth Piece of Focus",""
902,6,"The Fracturing Spinner",[0],[0],1544006528,"The Fracturing Spinner",""
903,6,"The Tempest's Binding",[0],[0],-1169805063,"The Tempest's Binding",""
904,6,"From Dust",[0],[0],-778329923,"From Dust",""
905,6,"To Dust",[0],[0],403565184,"To Dust",""
906,6,"The Wasp Nest",[0],[0],1734075520,"The Wasp Nest",""
907,6,"Taproot",[0],[0],-542542532,"Taproot",""
908,6,"Maligaro's Cruelty",[0],[0],1971990168,"Maligaro's Cruelty",""
909,6,"Dendrobate",[0],[0],-1943196218,"Dendrobate",""
910,6,"The Embalmer",[0],[0],-2025364595,"The Embalmer",""
911,6,"Allelopathy",[0],[0],633590937,"Allelopathy",""
912,6,"Replica Allelopathy",[0],[0],-852288581,"Replica Allelopathy",""
913,6,"The Enmity Divine",[0],[0],1516271351,"The Enmity Divine",""
914,6,"First Piece of Arcane",[0],[0],1843223358,"First Piece of the Arcane",""
915,6,"Second Piece of Arcane",[0],[0],1006770545,"Second Piece of the Arcane",""
916,6,"Third Piece of Arcane",[0],[0],1782862833,"Third Piece of the Arcane",""
917,6,"First Piece of Brutality",[0],[0],-549279385,"First Piece of Brutality",""
918,6,"Second Piece of Brutality",[0],[0],-818716986,"Second Piece of Brutality",""
919,6,"Third Piece of Brutality",[0],[0],-1434685459,"Third Piece of Brutality",""
920,6,"First Piece of Time",[0],[0],-1441816796,"First Piece of Time",""
921,6,"Second Piece of Time",[0],[0],-43594549,"Second Piece of Time",""
922,6,"First Piece of Directions",[0],[0],-2029356262,"First Piece of Directions",""
923,6,"Second Piece of Directions",[0],[0],-177693448,"Second Piece of Directions",""
924,6,"Third Piece of Directions",[0],[0],-489511125,"Third Piece of Directions",""
925,6,"First Piece of Storms",[0],[0],732919580,"First Piece of Storms",""
926,6,"Second Piece of Storms",[0],[0],1554277906,"Second Piece of Storms",""
927,6,"Third Piece of Storms",[0],[0],1819992535,"Third Piece of Storms",""
928,6,"The Beachhead",[0],[0],1239132509,"The Beachhead",""
929,6,"Doedre's Skin",[0],[0],-781002122,"Doedre's Skin",""
930,6,"The Twilight Temple",[0],[0],120983205,"The Twilight Temple",""
931,6,"Vix Lunaris",[0],[0],-1173741924,"Vix Lunaris",""
932,6,"Invictus Solaris",[0],[0],-1503188926,"Invictus Solaris",""
933,6,"Doryani's Delusion",[0],[0],610555763,"Doryani's Delusion",""
934,6,"Doryani's Machinarium",[0],[0],249846550,"Doryani's Machinarium",""
935,6,"Dialla's Malefaction",[0],[0],-972290872,"Dialla's Malefaction",""
936,6,"Malachai's Mark",[0],[0],-1128288555,"Malachai's Mark",""
937,6,"Book Stand Strongbox",[0],[0],-990504769,"Book Stand Strongbox",""
938,6,"Pillars of Arun",[0],[0],-349229420,"Pillars of Arun",""
939,6,"Replica Pillars of Arun",[0],[0],636960284,"Replica Pillars of Arun",""
940,6,"Stormcharger",[0],[0],-1316328795,"Stormcharger",""
941,6,"Giantsbane",[0],[0],2131081144,"Giantsbane",""
942,6,"Wraithlord",[0],[0],1679690475,"Wraithlord",""
943,6,"Cane of Unravelling",[0],[0],549252478,"Cane of Unravelling",""
944,6,"Ralakesh's Impatience",[0],[0],2057827851,"Ralakesh's Impatience",""
945,6,"The Hungry Loop",[0],[0],-569284217,"The Hungry Loop",""
946,6,"The Poet's Pen",[0],[0],397735221,"The Poet's Pen",""
947,6,"Coralito's Signature",[0],[0],845190332,"Coralito's Signature",""
948,6,"The Long Winter",[0],[0],-501583087,"The Long Winter",""
949,6,"Pure Talent",[0],[0],1714994989,"Pure Talent",""
950,6,"Replica Pure Talent",[0],[0],185753158,"Replica Pure Talent",""
951,6,"Oskarm",[0],[0],-1712793820,"Oskarm",""
952,6,"Might of the Meek",[0],[0],-630516193,"Might of the Meek",""
953,6,"Sands of Shakari",[0],[0],1543286250,"Sands of Shakari",""
954,6,"The Golden Rule",[0],[0],-1571524096,"The Golden Rule",""
955,6,"Soul's Wick",[0],[0],161403224,"Soul's Wick",""
956,6,"Oni-Goroshi",[0],[0],-1324245302,"Oni-Goroshi",""
957,6,"Memory Vault",[0],[0],-185533026,"Memory Vault",""
958,6,"Cyclopean Coil",[0],[0],-1774382954,"Cyclopean Coil",""
959,6,"Magna Eclipsis",[0],[0],-1860350529,"Magna Eclipsis",""
960,6,"Leper's Alms",[0],[0],462951429,"Leper's Alms",""
961,6,"Impresence",[0],[0],461645860,"Impresence",""
962,6,"Iron Heart",[0],[0],-358377754,"Iron Heart",""
963,6,"Bubonic Trail",[0],[0],-1727442925,"Bubonic Trail",""
964,6,"White Wind",[0],[0],810040592,"White Wind",""
965,6,"Arborix",[0],[0],-1905442062,"Arborix",""
966,6,"Yoke of Suffering",[0],[0],883155112,"Yoke of Suffering",""
967,6,"Gorgon's Gaze",[0],[0],-292454616,"Gorgon's Gaze",""
968,6,"Tombfist",[0],[0],628293117,"Tombfist",""
969,6,"Darkness Enthroned",[0],[0],342158463,"Darkness Enthroned",""
970,6,"Lightpoacher",[0],[0],-1378949740,"Lightpoacher",""
971,6,"Shroud of the Lightless",[0],[0],-1397801494,"Shroud of the Lightless",""
972,6,"Replica Shroud of the Lightless",[0],[0],-869628490,"Replica Shroud of the Lightless",""
973,6,"Watcher's Eye",[0],[0],-1402265528,"Watcher's Eye",""
974,6,"Blasphemer's Grasp",[0],[0],1699438294,"Blasphemer's Grasp",""
975,6,"Nebuloch",[0],[0],1262021108,"Nebuloch",""
976,6,"Hopeshredder",[0],[0],1431040856,"Hopeshredder",""
977,6,"Shimmeron",[0],[0],-688106196,"Shimmeron",""
978,6,"Grelwood Shank",[0],[0],1254112060,"Grelwood Shank",""
979,6,"Beltimber Blade",[0],[0],-662324403,"Beltimber Blade",""
980,6,"Vulconus",[0],[0],-1630034488,"Vulconus",""
981,6,"Augyre",[0],[0],1193226532,"Augyre",""
982,6,"Gloomfang",[0],[0],-1818280998,"Gloomfang",""
983,6,"Mark of the Elder",[0],[0],-298867424,"Mark of the Elder",""
984,6,"Mark of the Shaper",[0],[0],-1589341542,"Mark of the Shaper",""
985,6,"Indigon",[0],[0],-1191910545,"Indigon",""
986,6,"Disintegrator",[0],[0],1384186208,"Disintegrator",""
987,6,"Voidforge",[0],[0],-2027339287,"Voidforge",""
988,6,"Voidfletcher",[0],[0],1773042619,"Voidfletcher",""
989,6,"Mark of the Red Covenant",[0],[0],819762520,"Mark of the Red Covenant",""
990,6,"Soulwrest",[0],[0],-1594513774,"Soulwrest",""
991,6,"Sinvicta's Mettle",[0],[0],-1934067292,"Sinvicta's Mettle",""
992,6,"Saqawal's Winds",[0],[0],-1062378201,"Saqawal's Winds",""
993,6,"Saqawal's Nest",[0],[0],-1643469755,"Saqawal's Nest",""
994,6,"Saqawal's Talons",[0],[0],890503961,"Saqawal's Talons",""
995,6,"Saqawal's Flock",[0],[0],-1917219085,"Saqawal's Flock",""
996,6,"Craiceann's Carapace",[0],[0],1519664443,"Craiceann's Carapace",""
997,6,"Craiceann's Chitin",[0],[0],-1868512311,"Craiceann's Chitin",""
998,6,"Craiceann's Pincers",[0],[0],1806840606,"Craiceann's Pincers",""
999,6,"Craiceann's Tracks",[0],[0],168224956,"Craiceann's Tracks",""
1000,6,"Farrul's Fur",[0],[0],-680162013,"Farrul's Fur",""
1001,6,"Replica Farrul's Fur",[0],[0],783521664,"Replica Farrul's Fur",""
1002,6,"Farrul's Bite",[0],[0],1854025457,"Farrul's Bite",""
1003,6,"Farrul's Pounce",[0],[0],-345966319,"Farrul's Pounce",""
1004,6,"Farrul's Chase",[0],[0],13088015,"Farrul's Chase",""
1005,6,"Fenumus' Shroud",[0],[0],-203169984,"Fenumus' Shroud",""
1006,6,"Fenumus' Toxins",[0],[0],695910500,"Fenumus' Toxins",""
1007,6,"Fenumus' Weave",[0],[0],-1158743700,"Fenumus' Weave",""
1008,6,"Fenumus' Spinnerets",[0],[0],708921189,"Fenumus' Spinnerets",""
1009,6,"Loreweave",[0],[0],920811779,"Loreweave",""
1010,6,"Replica Loreweave",[0],[0],1684787463,"Replica Loreweave",""
1011,6,"Unyielding Flame",[0],[0],345356444,"Unyielding Flame",""
1012,6,"Stormfire",[0],[0],-2138777464,"Stormfire",""
1013,6,"Gluttony",[0],[0],-2078794254,"Gluttony",""
1014,6,"Crystal Vault",[0],[0],-113705800,"Crystal Vault",""
1015,6,"Greedtrap",[0],[0],7017379,"Greedtrap",""
1016,6,"Wildwrap",[0],[0],1926881267,"Wildwrap",""
1017,6,"Sunspite",[0],[0],1101184838,"Sunspite",""
1018,6,"Windshriek",[0],[0],-2100864612,"Windshriek",""
1019,6,"Duskblight",[0],[0],791444735,"Duskblight",""
1020,6,"Meginord's Vigour",[0],[0],558926151,"Meginord's Vigour",""
1021,6,"Doedre's Malevolence",[0],[0],-357874221,"Doedre's Malevolence",""
1022,6,"Frostferno",[0],[0],238358482,"Frostferno",""
1023,6,"Timetwist",[0],[0],-1762530797,"Timetwist",""
1024,6,"Atziri's Reflection",[0],[0],245928298,"Atziri's Reflection",""
1025,6,"Panquetzaliztli",[0],[0],-478081043,"Panquetzaliztli",""
1026,6,"Mirebough",[0],[0],-907458800,"Mirebough",""
1027,6,"The Stormwall",[0],[0],-1081941511,"The Stormwall",""
1028,6,"Fox's Fortune",[0],[0],515152523,"Fox's Fortune",""
1029,6,"Asenath's Chant",[0],[0],634287309,"Asenath's Chant",""
1030,6,"Honourhold",[0],[0],1284155450,"Honourhold",""
1031,6,"Malachai's Awakening",[0],[0],-832956285,"Malachai's Awakening",""
1032,6,"Sidhebite",[0],[0],33937295,"Sidhebite",""
1033,6,"The Effigon",[0],[0],838786592,"The Effigon",""
1034,6,"The Tactician",[0],[0],364577954,"The Tactician",""
1035,6,"The Nomad",[0],[0],203236804,"The Nomad",""
1036,6,"Winterweave",[0],[0],1792909057,"Winterweave",""
1037,6,"Hyrri's Demise",[0],[0],789440854,"Hyrri's Demise",""
1038,6,"Dreadsurge",[0],[0],1035741560,"Dreadsurge",""
1039,6,"Sanguine Gambol",[0],[0],1916421989,"Sanguine Gambol",""
1040,6,"Geofri's Devotion",[0],[0],674020804,"Geofri's Devotion",""
1041,6,"Cameria's Avarice",[0],[0],-126031997,"Cameria's Avarice",""
1042,6,"Dreadbeak",[0],[0],974226364,"Dreadbeak",""
1043,6,"The Dancing Duo",[0],[0],350954140,"The Dancing Duo",""
1044,6,"Corona Solaris",[0],[0],1126322113,"Corona Solaris",""
1045,6,"The Iron Fortress",[0],[0],-556943238,"The Iron Fortress",""
1046,6,"Chains of Command",[0],[0],-1337013190,"Chains of Command",""
1047,6,"Architect's Hand",[0],[0],1870479248,"Architect's Hand",""
1048,6,"Slavedriver's Hand",[0],[0],-220500995,"Slavedriver's Hand",""
1049,6,"Mask of the Spirit Drinker",[0],[0],-1307379758,"Mask of the Spirit Drinker",""
1050,6,"Mask of the Stitched Demon",[0],[0],658401190,"Mask of the Stitched Demon",""
1051,6,"Apep's Slumber",[0],[0],1208424228,"Apep's Slumber",""
1052,6,"Apep's Supremacy",[0],[0],1666564972,"Apep's Supremacy",""
1053,6,"Shadowstitch",[0],[0],-1536497550,"Shadowstitch",""
1054,6,"Sacrificial Heart",[0],[0],-269693013,"Sacrificial Heart",""
1055,6,"Zerphi's Heart",[0],[0],-1376188196,"Zerphi's Heart",""
1056,6,"Tempered Flesh",[0],[0],536982847,"Tempered Flesh",""
1057,6,"Tempered Spirit",[0],[0],1598703819,"Tempered Spirit",""
1058,6,"Tempered Mind",[0],[0],-1622613972,"Tempered Mind",""
1059,6,"Transcendent Flesh",[0],[0],1045201024,"Transcendent Flesh",""
1060,6,"Transcendent Spirit",[0],[0],213872201,"Transcendent Spirit",""
1061,6,"Transcendent Mind",[0],[0],-2065864721,"Transcendent Mind",""
1062,6,"Soul Catcher",[0],[0],2106860408,"Soul Catcher",""
1063,6,"Soul Ripper",[0],[0],1625527071,"Soul Ripper",""
1064,6,"String of Servitude",[0],[0],1849918652,"String of Servitude",""
1065,6,"Dance of the Offered",[0],[0],1033194742,"Dance of the Offered",""
1066,6,"Omeyocan",[0],[0],609742704,"Omeyocan",""
1067,6,"Coward's Chains",[0],[0],-1156279379,"Coward's Chains",""
1068,6,"Coward's Legacy",[0],[0],1117169664,"Coward's Legacy",""
1069,6,"Story of the Vaal",[0],[0],-244533169,"Story of the Vaal",""
1070,6,"Fate of the Vaal",[0],[0],122517810,"Fate of the Vaal",""
1071,6,"Zeel's Amplifier",[0],[0],1015544441,"Zeel's Amplifier",""
1072,6,"Earendel's Embrace",[0],[0],282274713,"Earendel's Embrace",""
1073,6,"Replica Earendel's Embrace",[0],[0],-92687342,"Replica Earendel's Embrace",""
1074,6,"Combat Focus",[0],[0],-457885971,"Combat Focus",""
1075,6,"Malachai's Brilliance",[0],[0],331098331,"Malachai's Brilliance",""
1076,6,"Unnatural Instinct",[0],[0],626600967,"Unnatural Instinct",""
1077,6,"Lawbreaker",[0],[0],576026336,"Lawbreaker",""
1078,6,"Mark of Submission",[0],[0],-1656642355,"Mark of Submission",""
1079,6,"The Grey Spire",[0],[0],987948137,"The Grey Spire",""
1080,6,"The Primordial Chain",[0],[0],-841972239,"The Primordial Chain",""
1081,6,"Vixen's Entrapment",[0],[0],235064893,"Vixen's Entrapment",""
1082,6,"The Eternal Apple",[0],[0],-1865735384,"The Eternal Apple",""
1083,6,"Perquil's Toe",[0],[0],2131175731,"Perquil's Toe",""
1084,6,"Demon Stitcher",[0],[0],-1523559884,"Demon Stitcher",""
1085,6,"Command of the Pit",[0],[0],1707832918,"Command of the Pit",""
1086,6,"Curtain Call",[0],[0],483517988,"Curtain Call",""
1087,6,"Cerberus Limb",[0],[0],266544900,"Cerberus Limb",""
1088,6,"Hale Negator",[0],[0],2125508984,"Hale Negator",""
1089,6,"Crown of the Tyrant",[0],[0],-1688023702,"Crown of the Tyrant",""
1090,6,"Ahkeli's Mountain",[0],[0],645371240,"Ahkeli's Mountain",""
1091,6,"Ahkeli's Meadow",[0],[0],-595213872,"Ahkeli's Meadow",""
