"rownum","Id","SoundFile","SoundFile_2D","bool"
218,"TreeExpandMedium","Audio/Sound Effects/UI/TreeExpand/ExpandMedium.ogg","",""
219,"TreeExpandLarge","Audio/Sound Effects/UI/TreeExpand/ExpandLarge.ogg","",""
220,"AtlasFavourMapSelectSocket","Audio/Sound Effects/UI/Synthesis/SelectMemory.ogg","",""
221,"AtlasFavourMapDeselectSocket","Audio/Sound Effects/UI/Synthesis/Remove.ogg","",""
222,"AtlasFavourMapSuccessFavour","Audio/Sound Effects/UI/Synthesis/Place.ogg","",""
223,"AtlasFavourMapFailFavour","Audio/Sound Effects/UI/GenericFail/GenericFail.ogg","",""
224,"AtlasFavourMapClearFavour","Audio/Sound Effects/UI/Synthesis/Remove.ogg","",""
225,"MapDeviceModSelect","Audio/Sound Effects/UI/MapDevice/SelectMod.ogg","",""
226,"MapDeviceMasterSelect","Audio/Sound Effects/UI/MapDevice/SelectMaster.ogg","",""
227,"HarvestSeedT1","Audio/Sound Effects/ItemSounds/HarvestLeague/SeedDrops/HarvestSeedDropT1.ogg","Audio/Sound Effects/ItemSounds/HarvestLeague/SeedDrops/HarvestSeedDropT1.ogg2d",""
228,"HarvestCraftActivate","Audio/Sound Effects/UI/Harvest/Craft.ogg","",""
229,"HarvestCraftSelection","Audio/Sound Effects/UI/Harvest/Selection.ogg","",""
230,"HarvestCraftCondenser","Audio/Sound Effects/UI/Harvest/Condenser.ogg","",""
231,"HeistSignContract","Audio/Sound Effects/UI/Heist/SignContract.ogg","",""
232,"HeistWaxSeal","Audio/Sound Effects/UI/Heist/WaxSeal.ogg","",""
233,"CombineMicro","Audio/Sound Effects/UI/CombineMicro/Combine.ogg","",1
234,"HeistCoins","Audio/Sound Effects/ItemSounds/HeistCoin.ogg","Audio/Sound Effects/ItemSounds/HeistCoin.ogg2d",""
235,"HeistBlueprintReveal","Audio/Sound Effects/UI/Heist/BlueprintReveal.ogg","",""
236,"HeistBlueprintFail","Audio/Sound Effects/UI/Heist/BlueprintRevealFail.ogg","",""
237,"HeistStashOpen","Audio/Sound Effects/UI/Heist/OpenStash.ogg","",""
238,"HeistStashClose","Audio/Sound Effects/UI/Heist/CloseStash.ogg","",""
239,"RitualOpen","Audio/Sound Effects/UI/Ritual/OpenRitualUI.ogg","",""
240,"RitualSuspend","Audio/Sound Effects/UI/Ritual/SuspendRitualUI.ogg","",""
241,"RitualConfirmSuspend","Audio/Sound Effects/UI/Ritual/ConfirmSuspend.ogg","",""
242,"RitualExitSuspend","Audio/Sound Effects/UI/Ritual/ExitSuspendSG","",""
243,"TrinityCharged","Audio/Sound Effects/UI/Skill/TrinitySupport/TrinityCharged.ogg","",""
244,"TrinityDepleted","Audio/Sound Effects/UI/Skill/TrinitySupport/TrinityDepleted.ogg","",""
245,"UnlockMaven","Audio/Sound Effects/UI/Maven/UnlockMaven.ogg","",""
246,"AtlasCapturedLeftCitadel","Audio/Sound Effects/UI/Atlas/Citadel/CapturedLeft.ogg","",""
247,"AtlasRegionCitadel","Audio/Sound Effects/UI/Atlas/Citadel/RegionCitadel.ogg","",""
248,"AtlasNullCitadel","Audio/Sound Effects/UI/Atlas/Citadel/NullCitadel.ogg","",""
249,"RitualPurchase","Audio/Sound Effects/UI/Ritual/RitualPurchase.ogg","",""
250,"RitualReroll","Audio/Sound Effects/UI/Ritual/RerollRitual.ogg","",""
251,"AtlasConfirmPassive","Audio/Sound Effects/UI/Atlas/Passives/ConfirmPassive.ogg","",""
252,"AtlasUnlockPassive","Audio/Sound Effects/UI/Atlas/Passives/UnlockPassive.ogg","",""
253,"ObaGong","Audio/Sound Effects/Misc/UniqueMapNote01.ogg","",""
254,"UltimatumStartEncounter","Audio/Sound Effects/UI/Ultimatum/UltimatumStartEncounter.ogg","",""
255,"UltimatumEncounterUIStart","Audio/Sound Effects/UI/Ultimatum/UltimatumEncounterUIStart.ogg","",""
256,"UltimatumChooseReward","Audio/Sound Effects/UI/Ultimatum/UltimatumChooseReward.ogg","",""
257,"UltimatumEndTimer","Audio/Sound Effects/UI/Ultimatum/UltimatumEndTimer.ogg","",""
258,"UltimatumTimerHeartbeat","Audio/Sound Effects/UI/Ultimatum/UltimatumTimerHeartbeat.ogg","",""
259,"UltimatumOutOfRingStart","Audio/Sound Effects/UI/Ultimatum/UltimatumOutOfRing.ogg","",""
260,"UltimatumOutOfRing3Sec","Audio/Sound Effects/UI/Ultimatum/UltimatumOutOfRing2.ogg","",""
261,"UltimatumOutOfRing2Sec","Audio/Sound Effects/UI/Ultimatum/UltimatumOutOfRing3.ogg","",""
262,"UltimatumOutOfRing1Sec","Audio/Sound Effects/UI/Ultimatum/UltimatumOutOfRing4.ogg","",""
