"rownum","Id","EPKFile","i32","i32","i32","[rid]","bool","string"
197,"BlackHoleVulnerableFadeoutEpk","Metadata/Effects/Spells/black_hole/void_vulnerable_fadeout.epk",1000,0,4,[],"",""
198,"DisintegrateFirstStage","Metadata/Effects/Spells/disintegrate/charged_01.epk",3200,0,4,[],"",""
199,"DisintegrateSecondStage","Metadata/Effects/Spells/disintegrate/charged_02.epk",3200,0,4,[],"",""
200,"DisintegrateThirdStage","Metadata/Effects/Spells/disintegrate/charged_03.epk",3200,0,4,[],"",""
201,"DisintegrateFourthStage","Metadata/Effects/Spells/disintegrate/charged_04.epk",3200,0,4,[],"",""
202,"EagleCharacterEffectIncreaseStage1","Metadata/Effects/Microtransactions/Character_FX/Griffin/PT1_ping.epk",1200,0,4,[],1,""
203,"EagleCharacterEffectIncreaseStage2","Metadata/Effects/Microtransactions/Character_FX/Griffin/PT2_ping.epk",1200,0,4,[],1,""
204,"EagleCharacterEffectIncreaseStage3","Metadata/Effects/Microtransactions/Character_FX/Griffin/PT3_ping.epk",1200,0,4,[],1,""
205,"SpellbladeCharacterEffectIncreaseStage1","Metadata/Effects/Microtransactions/Character_FX/spellblade/pets/PT1_ping.epk",1200,0,4,[],1,""
206,"SpellbladeCharacterEffectIncreaseStage2","Metadata/Effects/Microtransactions/Character_FX/spellblade/pets/PT2_ping.epk",1200,0,4,[],1,""
207,"SpellbladeCharacterEffectIncreaseStage3","Metadata/Effects/Microtransactions/Character_FX/spellblade/pets/PT3_ping.epk",1200,0,4,[],1,""
208,"HeistRedBloodEPK","Metadata/Effects/Spells/monsters_effects/League_Heist/military/epk/death_blood.epk",0,0,4,[],"",""
209,"HeistRobotNoEmissive","Metadata/Effects/Spells/monsters_effects/League_Heist/robot/on_death/ondeath_emissiveMulti.epk",0,0,4,[],"",""
210,"HeistCultistNoEmissive","Metadata/Effects/Spells/monsters_effects/League_Heist/cultist/epk/ondeath_emissiveMulti.epk",0,0,4,[],"",""
211,"HeistDanaiWeaponCharge","Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/danai/blade_charge.epk",1000,0,4,[],"",""
212,"HeistDanaiWeaponChargeIdle","Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/danai/blade_charge_idle.epk",0,0,4,[],"",""
213,"BlackHoleDeathEpkDivine","Metadata/Effects/Microtransactions/Spells/black_hole/divine/void_death.epk",0,0,4,[],"",""
214,"BlackHoleVulnerableFadeoutEpkDivine","Metadata/Effects/Spells/black_hole/void_vulnerable_fadeout.epk",1000,0,4,[],"",""
215,"DanaiAngerStart","Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/danai/danai_anger.epk",1000,0,4,[],"",""
216,"DanaiAngerIdle","Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/danai/danai_anger_idle.epk",0,0,4,[],"",""
217,"CircleOfPowerBuffRemoved","Metadata/Effects/Spells/circle_of_power/buff_removed.epk",1000,0,4,[],1,""
218,"CircleOfPowerBuffRemovedDivine","Metadata/Effects/Microtransactions/Spells/circle_of_power/divine/Ao/buff_removed.epk",1000,0,4,[],1,""
219,"FrostShieldCasterBuffFadeout","Metadata/Effects/Spells/FrostGlobe/ES_drain/max_charged_ES_drain_fadeout.epk",500,0,4,[],1,""
220,"FlameDashNightfall","Metadata/Effects/Microtransactions/Spells/flame_dash/nightfall/player.epk",1500,0,4,[],1,""
221,"HeistTwinsImmobileEnd","Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/vin/ice_prison.epk",0,0,4,[],"",""
222,"HeistAlarmTotemsAlarm","Metadata/Monsters/Totems/HolyFlameTotem/flare.epk",3200,0,4,[],"",""
223,"DisintegrateOnHitAutomaton","Metadata/Effects/Microtransactions/Spells/CracklingLance/Automaton/Ao/enemy_hit.epk",400,0,4,[],1,""
224,"FirewallLoopingArrowStygian","Metadata/Effects/Microtransactions/Spells/flame_wall/stygian/arrow_proj_loop.epk",0,0,4,[],"",""
225,"FirewallOnceArrowStygian","Metadata/Effects/Microtransactions/Spells/flame_wall/stygian/arrow_proj_once.epk",0,0,4,[],"",""
226,"FirewallLoopingSpellStygian","Metadata/Effects/Microtransactions/Spells/flame_wall/stygian/spell_proj_loop.epk",0,0,4,[],"",""
227,"FirewallOnceSpellStygian","Metadata/Effects/Microtransactions/Spells/flame_wall/stygian/spell_proj_once.epk",0,0,4,[],"",""
228,"FirewallMortarEPKStygian","Metadata/Effects/Microtransactions/Spells/flame_wall/stygian/mortar_proj.epk",0,0,4,[],"",""
229,"FirewallMortarEPK2Stygian","Metadata/Effects/Microtransactions/Spells/flame_wall/stygian/mortar_proj2.epk",0,0,4,[],"",""
230,"FirewallMortarEPK3Stygian","Metadata/Effects/Microtransactions/Spells/flame_wall/stygian/mortar_proj3.epk",0,0,4,[],"",""
231,"FirewallMortarEPK4Stygian","Metadata/Effects/Microtransactions/Spells/flame_wall/stygian/mortar_proj4.epk",0,0,4,[],"",""
232,"DisintegrateFirstStageAutomaton","Metadata/Effects/Microtransactions/Spells/CracklingLance/Automaton/Ao/charged_01.epk",3200,0,4,[],"",""
233,"DisintegrateSecondStageAutomaton","Metadata/Effects/Microtransactions/Spells/CracklingLance/Automaton/Ao/charged_02.epk",3200,0,4,[],"",""
234,"DisintegrateThirdStageAutomaton","Metadata/Effects/Microtransactions/Spells/CracklingLance/Automaton/Ao/charged_03.epk",3200,0,4,[],"",""
235,"DisintegrateFourthStageAutomaton","Metadata/Effects/Microtransactions/Spells/CracklingLance/Automaton/Ao/charged_04.epk",3200,0,4,[],"",""
236,"OilArrowGroundBurning","Metadata/Effects/Spells/oil_arrow/EPKs/flame_reflection.epk",0,0,4,[],1,""
237,"OilArrowGroundBurningFadeOut","Metadata/Effects/Spells/oil_arrow/EPKs/flame_reflection_fadeout.epk",0,0,4,[],1,""
238,"OilArrowExposureFadeOut","Metadata/Effects/Spells/oil_arrow/EPKs/fire_exposure_fadeout.epk",1000,0,4,[],"",""
239,"ViperMoltenShellTrail","Metadata/Effects/Microtransactions/Spells/molten_shell_viper/pets/trail.epk",0,0,4,[],1,""
240,"OilArrowGroundIgnition","Metadata/Effects/Spells/oil_arrow/EPKs/ground_ignition.epk",1000,0,4,[],1,""
241,"OilArrowGroundIgnitionIdle","Metadata/Effects/Spells/oil_arrow/EPKs/ground_ignition_idle.epk",0,0,4,[],1,""
242,"IceSaplingBoss","Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/bodyfx.epk",0,0,4,[],"",""
243,"WaterSphereRevert","Metadata/Effects/Spells/hydro_catalyst/EPKs/water_transform.epk",500,0,4,[],1,""
244,"BeehiveBehemothBossAlive","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/EPKs/alive.epk",0,0,4,[],"",""
245,"TormentedSpiritFadeIn","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_necromantic/EPKs/ghost_emerge.epk",1500,0,4,[],"",""
246,"IceSaplingBossDeath","Metadata/Effects/Spells/monsters_effects/frozen_cabins/ondeath_emissiveMulti.epk",0,0,4,[],"",""
247,"RitualAtziriFadeIn","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_vaal/EPKs/fadein.epk",1500,0,4,[],"",""
248,"RitualAtziriFadeOut","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_vaal/EPKs/fadeout.epk",0,0,4,[],"",""
249,"RuptureFadeOut","Metadata/Effects/StatusAilments/rupture/rupture_02_fadeout.epk",1200,0,4,[],1,""
250,"SwampBehemothPoolActivate","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/EPKs/swamp_pool_activate.epk",1000,0,4,[],"",""
251,"SwampBehemothPoolDeactivate","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/EPKs/swamp_pool_deactivate.epk",1000,0,4,[],"",""
252,"ElementalistConvergenceFadeOut","Metadata/Effects/StatusAilments/convergence/convergence_fadeout.epk",1000,0,4,[],1,""
253,"MavenMapQuickGuardHitBlock","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/guard_skill/Iron_Skin_Hit.epk",500,100,4,[],"",""
254,"MavenMapQuickGuardFadeOut","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/guard_skill/Iron_Skin_Fade.epk",500,0,4,[],1,""
255,"NewNewShieldChargeShield","Metadata/Effects/Spells/shield_charge_003/ghost_shield.epk",0,0,4,[],"",""
256,"NewNewShieldChargeShieldFadeIn","Metadata/Effects/Spells/shield_charge_003/shield_fade_in.epk",0,0,4,[],"",""
257,"NewNewShieldChargeShieldFadeOut","Metadata/Effects/Spells/shield_charge_003/shield_fade.epk",0,0,4,[],"",""
258,"NewNewShieldChargeCharge","Metadata/Effects/Spells/shield_charge_003/charge_dash.epk",0,0,4,[],"",""
259,"NewNewShieldChargeShieldKitava","Metadata/Effects/Spells/monsters_effects/kitava_red/shield_charge/ghostshield/ghost_shield.epk",0,0,4,[],"",""
260,"NewNewShieldChargeShieldFadeInKitava","Metadata/Effects/Spells/monsters_effects/kitava_red/shield_charge/ghostshield/shield_fade_in.epk",0,0,4,[],"",""
261,"NewNewShieldChargeShieldFadeOutKitava","Metadata/Effects/Spells/monsters_effects/kitava_red/shield_charge/ghostshield/shield_fade.epk",0,0,4,[],"",""
262,"NewNewShieldChargeChargeMisery","Metadata/Effects/Microtransactions/Spells/misery_shield_charge/charge_dash.epk",0,0,4,[],"",""
263,"UnhingedArmourFadeIn","Metadata/Effects/Microtransactions/Misc/uniques/CollectorsGarb/Switch_Gold.epk",300,0,4,[],1,""
264,"UnhingedArmourFadeOut","Metadata/Effects/Microtransactions/Misc/uniques/CollectorsGarb/Switch_Gold_Fadeout.epk",2200,0,4,[],1,""
265,"NewNewShieldChargeHitFlashMisery","Metadata/Effects/Microtransactions/Spells/misery_shield_charge/shield_hit_flash.epk",250,0,4,[],1,""
266,"UltimatumMonsterSpawnEffect","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/TrialsSpawn.epk",0,0,4,[57],"",""
267,"BloodTendrilsEnd","Metadata/Effects/Spells/blood_tendrils/fadeout_debuff.epk",1000,0,4,[],1,""
268,"BloodScytheFadeIn","Metadata/Effects/Spells/blood_scythe/fadein_scythe.epk",0,0,4,[],1,""
269,"BloodScytheFadeOut","Metadata/Effects/Spells/blood_scythe/fadeout_scythe.epk",0,0,4,[],1,""
270,"BloodSurgeEnd","Metadata/Effects/Spells/corrupted_blood_stream/buff_fadeout.epk",1500,0,4,[],1,""
271,"LightningWarpInDemonic","Metadata/Effects/Microtransactions/Spells/lightning_warp/demonic/CharacterWarp_InPlayer.epk",500,0,4,[],1,"Metadata/Effects/Microtransactions/Spells/lightning_warp/demonic/CharacterWarp_InPlayer.epk"
272,"LightningWarpOutDemonic","Metadata/Effects/Microtransactions/Spells/lightning_warp/demonic/CharacterWarp_OutPlayer.epk",500,0,4,[],1,"Metadata/Effects/Microtransactions/Spells/lightning_warp/demonic/CharacterWarp_OutPlayer.epk"
273,"UltimatumTimeStopImmunity","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/timestop_immunity.epk",0,0,4,[57],"",""
274,"UltimatumTimeStopBlastPlayer","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/time_blast_player.epk",0,0,4,[57],"",""
275,"UltimatumTimeStopBlastEnd","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/time_blast_end.epk",0,0,4,[57],"",""
276,"SlitherFirstWitherDemonic","Metadata/Effects/Microtransactions/Spells/slither/Demonic/Epk/slither_wither.epk",2500,0,4,[],1,""
277,"ElusiveFadeOutDemonic","Metadata/Effects/Microtransactions/Spells/slither/Demonic/Epk/elusive_off.epk",1000,0,4,[],"",""
278,"UltimatumMonsterRemovalEffect","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/monster_remove.epk",0,0,4,[57],"",""
279,"BlackHoleDeathEpkVaal","Metadata/Effects/Spells/vaalOrbVoidSphere/void_death.epk",0,0,4,[],"",""
280,"BlackHoleVulnerableFadeoutEpkVaal","Metadata/Effects/Spells/vaalOrbVoidSphere/void_vulnerable_fadeout.epk",1000,0,4,[],"",""
281,"MirageArcherFadeInSuffering","Metadata/Effects/Microtransactions/Spells/mirage_archer/Suffering/Epk/fadein.epk",0,0,4,[],1,""
282,"DarkRitualScientist","Metadata/Effects/Spells/ScientistBane/enemy_affected.epk",1500,500,4,[],"",""
283,"WandAttackFrenzyArcane","Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/wand_frenzy.epk",0,0,4,[],1,""
284,"BloodScytheDebuffFadeOut","Metadata/Effects/Spells/blood_scythe/debuff_fadeout.epk",1500,0,4,[],1,""
285,"UltimatumRuneGlow","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/RuneGlow.epk",0,0,4,[57],"",""
286,"SufferingMirageArcherBowFadeIn","Metadata/Effects/Microtransactions/Spells/mirage_archer/Suffering/Epk/fadein_bow.epk",1500,0,4,[],1,""
287,"UltimatumTimeStopBlastPlayerNoWarp","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/time_blast_player_nowarp.epk",0,0,4,[57],"",""
288,"UltimatumTimeStopBlastEndNoWarp","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/time_blast_end_nowarp.epk",0,0,4,[57],"",""
289,"TencentOblivionCharacterEffectIncreaseStage1","Metadata/Effects/Microtransactions/Character_FX/Oblivion/PT1_ping.epk",1200,0,4,[],1,""
290,"TencentOblivionCharacterEffectIncreaseStage2","Metadata/Effects/Microtransactions/Character_FX/Oblivion/PT2_ping.epk",1200,0,4,[],1,""
291,"TencentOblivionCharacterEffectIncreaseStage3","Metadata/Effects/Microtransactions/Character_FX/Oblivion/PT3_ping.epk",1200,0,4,[],1,""
292,"UltimatumPortalClose","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/NPC/EPKs/portal_close.epk",0,0,4,[],1,""
293,"UltimatumPortalOpen","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/NPC/EPKs/portal_open.epk",0,0,4,[],1,""
294,"FirewallLoopingArrowOblivion","Metadata/Effects/Microtransactions/Spells/flame_wall/Oblivion/arrow_proj_loop.epk",0,0,4,[],"",""
295,"FirewallOnceArrowOblivion","Metadata/Effects/Microtransactions/Spells/flame_wall/Oblivion/arrow_proj_once.epk",0,0,4,[],"",""
296,"FirewallLoopingSpellOblivion","Metadata/Effects/Microtransactions/Spells/flame_wall/Oblivion/spell_proj_loop.epk",0,0,4,[],"",""
297,"FirewallOnceSpellOblivion","Metadata/Effects/Microtransactions/Spells/flame_wall/Oblivion/spell_proj_once.epk",0,0,4,[],"",""
298,"FirewallMortarEPKOblivion","Metadata/Effects/Microtransactions/Spells/flame_wall/Oblivion/mortar_proj.epk",0,0,4,[],"",""
299,"FirewallMortarEPK2Oblivion","Metadata/Effects/Microtransactions/Spells/flame_wall/Oblivion/mortar_proj2.epk",0,0,4,[],"",""
300,"FirewallMortarEPK3Oblivion","Metadata/Effects/Microtransactions/Spells/flame_wall/Oblivion/mortar_proj3.epk",0,0,4,[],"",""
301,"FirewallMortarEPK4Oblivion","Metadata/Effects/Microtransactions/Spells/flame_wall/Oblivion/mortar_proj4.epk",0,0,4,[],"",""
302,"TencentJingweiCharFxBase","Metadata/Effects/Microtransactions/Character_FX/jingwei/chafx_jingwei.epk",0,0,4,[],"",""
303,"TencentJingweiCharFxRed","Metadata/Effects/Microtransactions/Character_FX/jingwei/chafx_jingwei_red.epk",0,0,4,[],"",""
