"rownum","string","i32","rid","i32"
599,"HeistEnchantAttackWeaponPhysAilment20",10,21306,10
600,"HeistEnchantAttackWeaponPhysAilment21",10,21307,10
601,"HeistEnchantAttackWeaponPhysAilment22",10,21308,10
602,"HeistEnchantAttackWeaponPhysAilment23",10,21309,1
603,"HeistEnchantAttackWeaponPhysAilment24",10,21310,10
604,"HeistEnchantAttackWeaponPhysAilment25",10,21311,10
605,"HeistEnchantAttackWeaponPhysAilment26",10,21312,10
606,"HeistEnchantAttackWeaponPhysAilment27",10,21313,10
607,"HeistEnchantAttackWeaponPhysAilment28",10,21314,10
608,"HeistEnchantAttackWeaponPhysAilment29",10,21315,10
609,"HeistEnchantAttackWeaponPhysAilment30",10,21316,10
610,"HeistEnchantAttackWeaponPhysAilment31",10,21317,10
611,"HeistEnchantAttackWeaponPhysAilment32",10,21318,10
612,"HeistEnchantAttackWeaponPhysAilment33",10,21319,1
613,"HeistEnchantAttackWeaponPhysAilment34",10,21323,10
614,"HeistEnchantAttackWeaponPhysAilment35",10,21324,10
615,"HeistEnchantAttackWeaponPhysAilment36",10,21325,10
616,"HeistEnchantAttackWeaponPhysAilment37",10,21326,10
617,"HeistEnchantAttackWeaponPhysAilment38",10,21327,10
618,"HeistEnchantAttackWeaponPhysAilment39",10,21328,10
619,"HeistEnchantAttackWeaponPhysAilment40",10,21329,1
620,"HeistEnchantAttackWeaponPhysAilment41",10,21333,10
621,"HeistEnchantAttackWeaponPhysAilment42",10,21334,10
622,"HeistEnchantAttackWeaponPhysAilment43",10,21335,10
623,"HeistEnchantAttackWeaponPhysAilment44",10,21336,10
624,"HeistEnchantAttackWeaponPhysAilment45",10,21337,10
625,"HeistEnchantAttackWeaponPhysAilment46",10,21338,10
626,"HeistEnchantAttackWeaponPhysAilment47",10,21339,1
627,"HeistEnchantAttackWeaponPhysAilment48",10,21343,10
628,"HeistEnchantAttackWeaponPhysAilment49",10,21344,10
629,"HeistEnchantAttackWeaponPhysAilment50",10,21345,10
630,"HeistEnchantAttackWeaponPhysAilment51",10,21346,10
631,"HeistEnchantAttackWeaponPhysAilment52",10,21347,10
632,"HeistEnchantAttackWeaponPhysAilment53",10,21348,10
633,"HeistEnchantAttackWeaponPhysAilment54",10,21349,1
634,"HeistEnchantAttackWeaponPhysAilment55",10,21353,10
635,"HeistEnchantAttackWeaponPhysAilment56",10,21354,10
636,"HeistEnchantAttackWeaponPhysAilment57",10,21355,10
637,"HeistEnchantAttackWeaponPhysAilment58",10,21356,10
638,"HeistEnchantAttackWeaponPhysAilment59",10,21357,10
639,"HeistEnchantAttackWeaponPhysAilment60",10,21358,10
640,"HeistEnchantAttackWeaponPhysAilment61",10,21359,1
641,"HeistEnchantAttackWeaponPhysAilment62",10,21360,10
642,"HeistEnchantAttackWeaponPhysAilment63",10,21361,10
643,"HeistEnchantAttackWeaponPhysAilment64",10,21362,10
644,"HeistEnchantAttackWeaponPhysAilment65",10,21363,10
645,"HeistEnchantAttackWeaponPhysAilment66",10,21364,10
646,"HeistEnchantAttackWeaponPhysAilment67",10,21365,1
647,"HeistEnchantAttackWeaponPhysAilment68",10,21366,10
648,"HeistEnchantAttackWeaponPhysAilment69",10,21367,10
649,"HeistEnchantAttackWeaponPhysAilment70",10,21368,10
650,"HeistEnchantAttackWeaponPhysAilment71",10,21369,10
651,"HeistEnchantAttackWeaponPhysAilment72",10,21370,10
652,"HeistEnchantAttackWeaponPhysAilment73",10,21371,1
653,"HeistEnchantAttackWeaponPhysAilment74",10,21372,10
654,"HeistEnchantAttackWeaponPhysAilment75",10,21373,10
655,"HeistEnchantAttackWeaponPhysAilment76",10,21374,10
656,"HeistEnchantAttackWeaponPhysAilment77",10,21375,10
657,"HeistEnchantAttackWeaponPhysAilment78",10,21376,10
658,"HeistEnchantAttackWeaponPhysAilment79",10,21377,1
659,"HeistEnchantAttackWeaponPhysAilment80",10,21378,10
660,"HeistEnchantAttackWeaponPhysAilment81",10,21379,10
661,"HeistEnchantAttackWeaponPhysAilment82",10,21380,10
662,"HeistEnchantAttackWeaponPhysAilment83",10,21381,10
663,"HeistEnchantAttackWeaponPhysAilment84",10,21382,10
664,"HeistEnchantAttackWeaponPhysAilment85",10,21383,1
665,"HeistEnchantAttackWeaponPhysAilment86",10,21384,10
666,"HeistEnchantAttackWeaponPhysAilment87",10,21385,10
667,"HeistEnchantAttackWeaponPhysAilment88",10,21386,10
668,"HeistEnchantAttackWeaponPhysAilment89",10,21387,10
669,"HeistEnchantAttackWeaponPhysAilment90",10,21388,5
670,"HeistEnchantAttackWeaponPhysAilment91",10,21389,5
671,"HeistEnchantAttackWeaponPhysAilment92",10,21391,5
672,"HeistEnchantAttackWeaponPhysAilment93",10,21395,5
673,"HeistEnchantAttackWeaponPhysAilment94",10,21396,5
674,"HeistEnchantAttackWeaponPhysAilment95",10,21397,5
675,"HeistEnchantAttackWeaponPhysAilment96",10,21398,5
676,"HeistEnchantAttackWeaponPhysAilment97",10,21399,5
677,"HeistEnchantAttackWeaponPhysAilment98",10,21400,5
678,"HeistEnchantAttackWeaponPhysAilment99",10,21401,5
679,"HeistEnchantAttackWeaponPhysAilment100",10,21402,5
680,"HeistEnchantAttackWeaponPhysAilment101",10,21403,5
681,"HeistEnchantAttackWeaponPhysAilment102",10,21405,5
682,"HeistEnchantAttackWeaponPhysAilment103",10,21409,5
683,"HeistEnchantAttackWeaponPhysAilment104",10,21410,5
684,"HeistEnchantAttackWeaponPhysAilment105",10,21412,5
685,"HeistEnchantAttackWeaponPhysAilment106",10,21416,5
686,"HeistEnchantAttackWeaponPhysAilment107",10,21417,5
687,"HeistEnchantAttackWeaponPhysAilment108",10,21419,5
688,"HeistEnchantAttackWeaponPhysAilment109",10,21423,5
689,"HeistEnchantAttackWeaponPhysAilment110",10,21424,5
690,"HeistEnchantAttackWeaponPhysAilment111",10,21426,5
691,"HeistEnchantAttackWeaponPhysAilment112",10,21430,5
692,"HeistEnchantAttackWeaponPhysAilment113",10,21431,5
693,"HeistEnchantAttackWeaponPhysAilment114",10,21432,5
694,"HeistEnchantAttackWeaponPhysAilment115",10,21433,5
695,"HeistEnchantAttackWeaponPhysAilment116",10,21434,5
696,"HeistEnchantAttackWeaponPhysAilment117",10,21435,5
697,"HeistEnchantAttackWeaponPhysAilment118",10,21436,5
698,"HeistEnchantAttackWeaponPhysAilment119",10,21437,5
699,"HeistEnchantAttackWeaponPhysAilment120",10,21438,5
700,"HeistEnchantAttackWeaponPhysAilment121",10,21439,5
701,"HeistEnchantAttackWeaponPhysAilment122",10,21440,5
702,"HeistEnchantAttackWeaponPhysAilment123",10,21441,5
703,"HeistEnchantAttackWeaponPhysAilment124",10,21442,5
704,"HeistEnchantAttackWeaponPhysAilment125",10,21443,5
705,"HeistEnchantAttackWeaponPhysAilment126",10,21444,5
706,"HeistEnchantAttackWeaponPhysAilment127",10,21445,5
707,"HeistEnchantAttackWeaponPhysAilment128",10,21446,5
708,"HeistEnchantAttackWeaponPhysAilment129",10,21447,5
709,"HeistEnchantAttackWeaponPhysAilment130",10,21448,5
710,"HeistEnchantAttackWeaponPhysAilment131",10,21449,5
711,"HeistEnchantAttackWeaponPhysAilment132",10,21450,5
712,"HeistEnchantAttackWeaponPhysAilment133",10,21451,5
713,"HeistEnchantAttackWeaponPhysAilment134",10,21452,5
714,"HeistEnchantAttackWeaponPhysAilment135",10,21453,5
715,"HeistEnchantAttackWeaponPhysAilment136",10,21454,5
716,"HeistEnchantAttackWeaponPhysAilment137",10,21455,5
717,"HeistEnchantAttackWeaponPhysAilment138",10,21456,5
718,"HeistEnchantAttackWeaponPhysAilment139",10,21457,5
719,"HeistEnchantAttackWeaponPhysAilment140",10,21458,5
720,"HeistEnchantAttackWeaponPhysAilment141",10,21459,5
721,"HeistEnchantAttackWeaponFire1",11,21281,100
722,"HeistEnchantAttackWeaponFire2",11,21286,50
723,"HeistEnchantAttackWeaponFire3",11,21287,100
724,"HeistEnchantAttackWeaponFire4",11,21288,100
725,"HeistEnchantAttackWeaponFire5",11,21289,50
726,"HeistEnchantAttackWeaponFire6",11,21290,50
727,"HeistEnchantAttackWeaponFire7",11,21291,100
728,"HeistEnchantAttackWeaponFire8",11,21292,10
729,"HeistEnchantAttackWeaponFire9",11,21293,25
730,"HeistEnchantAttackWeaponFire10",11,21294,10
731,"HeistEnchantAttackWeaponFire11",11,21295,10
732,"HeistEnchantAttackWeaponFire12",11,21296,10
733,"HeistEnchantAttackWeaponFire13",11,21297,10
734,"HeistEnchantAttackWeaponFire14",11,21298,10
735,"HeistEnchantAttackWeaponFire15",11,21299,1
736,"HeistEnchantAttackWeaponFire16",11,21303,10
737,"HeistEnchantAttackWeaponFire17",11,21304,10
738,"HeistEnchantAttackWeaponFire18",11,21305,10
739,"HeistEnchantAttackWeaponFire19",11,21306,10
740,"HeistEnchantAttackWeaponFire20",11,21307,10
741,"HeistEnchantAttackWeaponFire21",11,21308,10
742,"HeistEnchantAttackWeaponFire22",11,21309,1
743,"HeistEnchantAttackWeaponFire23",11,21310,10
744,"HeistEnchantAttackWeaponFire24",11,21311,10
745,"HeistEnchantAttackWeaponFire25",11,21312,10
746,"HeistEnchantAttackWeaponFire26",11,21313,10
747,"HeistEnchantAttackWeaponFire27",11,21314,10
748,"HeistEnchantAttackWeaponFire28",11,21315,10
749,"HeistEnchantAttackWeaponFire29",11,21316,10
750,"HeistEnchantAttackWeaponFire30",11,21317,10
751,"HeistEnchantAttackWeaponFire31",11,21318,10
752,"HeistEnchantAttackWeaponFire32",11,21319,1
753,"HeistEnchantAttackWeaponFire33",11,21323,10
754,"HeistEnchantAttackWeaponFire34",11,21324,10
755,"HeistEnchantAttackWeaponFire35",11,21325,10
756,"HeistEnchantAttackWeaponFire36",11,21326,10
757,"HeistEnchantAttackWeaponFire37",11,21327,10
758,"HeistEnchantAttackWeaponFire38",11,21328,10
759,"HeistEnchantAttackWeaponFire39",11,21329,1
760,"HeistEnchantAttackWeaponFire40",11,21333,10
761,"HeistEnchantAttackWeaponFire41",11,21334,10
762,"HeistEnchantAttackWeaponFire42",11,21335,10
763,"HeistEnchantAttackWeaponFire43",11,21336,10
764,"HeistEnchantAttackWeaponFire44",11,21337,10
765,"HeistEnchantAttackWeaponFire45",11,21338,10
766,"HeistEnchantAttackWeaponFire46",11,21339,1
767,"HeistEnchantAttackWeaponFire47",11,21343,10
768,"HeistEnchantAttackWeaponFire48",11,21344,10
769,"HeistEnchantAttackWeaponFire49",11,21345,10
770,"HeistEnchantAttackWeaponFire50",11,21346,10
771,"HeistEnchantAttackWeaponFire51",11,21347,10
772,"HeistEnchantAttackWeaponFire52",11,21348,10
773,"HeistEnchantAttackWeaponFire53",11,21349,1
774,"HeistEnchantAttackWeaponFire54",11,21353,10
775,"HeistEnchantAttackWeaponFire55",11,21354,10
776,"HeistEnchantAttackWeaponFire56",11,21355,10
777,"HeistEnchantAttackWeaponFire57",11,21356,10
778,"HeistEnchantAttackWeaponFire58",11,21357,10
779,"HeistEnchantAttackWeaponFire59",11,21358,10
780,"HeistEnchantAttackWeaponFire60",11,21359,1
781,"HeistEnchantAttackWeaponFire61",11,21360,10
782,"HeistEnchantAttackWeaponFire62",11,21361,10
783,"HeistEnchantAttackWeaponFire63",11,21362,10
784,"HeistEnchantAttackWeaponFire64",11,21363,10
785,"HeistEnchantAttackWeaponFire65",11,21364,10
786,"HeistEnchantAttackWeaponFire66",11,21365,1
787,"HeistEnchantAttackWeaponFire67",11,21366,10
788,"HeistEnchantAttackWeaponFire68",11,21367,10
789,"HeistEnchantAttackWeaponFire69",11,21368,10
790,"HeistEnchantAttackWeaponFire70",11,21369,10
791,"HeistEnchantAttackWeaponFire71",11,21370,10
792,"HeistEnchantAttackWeaponFire72",11,21371,1
793,"HeistEnchantAttackWeaponFire73",11,21372,10
794,"HeistEnchantAttackWeaponFire74",11,21373,10
795,"HeistEnchantAttackWeaponFire75",11,21374,10
796,"HeistEnchantAttackWeaponFire76",11,21375,10
797,"HeistEnchantAttackWeaponFire77",11,21376,10
798,"HeistEnchantAttackWeaponFire78",11,21377,1
799,"HeistEnchantAttackWeaponFire79",11,21378,10
800,"HeistEnchantAttackWeaponFire80",11,21379,10
801,"HeistEnchantAttackWeaponFire81",11,21380,10
802,"HeistEnchantAttackWeaponFire82",11,21381,10
803,"HeistEnchantAttackWeaponFire83",11,21382,10
804,"HeistEnchantAttackWeaponFire84",11,21383,1
805,"HeistEnchantAttackWeaponFire85",11,21384,10
806,"HeistEnchantAttackWeaponFire86",11,21385,10
807,"HeistEnchantAttackWeaponFire87",11,21386,10
808,"HeistEnchantAttackWeaponFire88",11,21387,10
809,"HeistEnchantAttackWeaponFire89",11,21388,5
810,"HeistEnchantAttackWeaponFire90",11,21389,5
811,"HeistEnchantAttackWeaponFire91",11,21391,5
812,"HeistEnchantAttackWeaponFire92",11,21395,5
813,"HeistEnchantAttackWeaponFire93",11,21396,5
814,"HeistEnchantAttackWeaponFire94",11,21397,5
815,"HeistEnchantAttackWeaponFire95",11,21398,5
816,"HeistEnchantAttackWeaponFire96",11,21399,5
817,"HeistEnchantAttackWeaponFire97",11,21400,5
818,"HeistEnchantAttackWeaponFire98",11,21401,5
819,"HeistEnchantAttackWeaponFire99",11,21402,5
820,"HeistEnchantAttackWeaponFire100",11,21403,5
821,"HeistEnchantAttackWeaponFire101",11,21405,5
822,"HeistEnchantAttackWeaponFire102",11,21409,5
823,"HeistEnchantAttackWeaponFire103",11,21410,5
824,"HeistEnchantAttackWeaponFire104",11,21412,5
825,"HeistEnchantAttackWeaponFire105",11,21416,5
826,"HeistEnchantAttackWeaponFire106",11,21417,5
827,"HeistEnchantAttackWeaponFire107",11,21419,5
828,"HeistEnchantAttackWeaponFire108",11,21423,5
829,"HeistEnchantAttackWeaponFire109",11,21424,5
830,"HeistEnchantAttackWeaponFire110",11,21426,5
831,"HeistEnchantAttackWeaponFire111",11,21430,5
832,"HeistEnchantAttackWeaponFire112",11,21431,5
833,"HeistEnchantAttackWeaponFire113",11,21432,5
834,"HeistEnchantAttackWeaponFire114",11,21433,5
835,"HeistEnchantAttackWeaponFire115",11,21434,5
836,"HeistEnchantAttackWeaponFire116",11,21435,5
837,"HeistEnchantAttackWeaponFire117",11,21436,5
838,"HeistEnchantAttackWeaponFire118",11,21437,5
839,"HeistEnchantAttackWeaponFire119",11,21438,5
840,"HeistEnchantAttackWeaponFire120",11,21439,5
841,"HeistEnchantAttackWeaponFire121",11,21440,5
842,"HeistEnchantAttackWeaponFire122",11,21441,5
843,"HeistEnchantAttackWeaponFire123",11,21442,5
844,"HeistEnchantAttackWeaponFire124",11,21443,5
845,"HeistEnchantAttackWeaponFire125",11,21444,5
846,"HeistEnchantAttackWeaponFire126",11,21445,5
847,"HeistEnchantAttackWeaponFire127",11,21446,5
848,"HeistEnchantAttackWeaponFire128",11,21447,5
849,"HeistEnchantAttackWeaponFire129",11,21448,5
850,"HeistEnchantAttackWeaponFire130",11,21449,5
851,"HeistEnchantAttackWeaponFire131",11,21450,5
852,"HeistEnchantAttackWeaponFire132",11,21451,5
853,"HeistEnchantAttackWeaponFire133",11,21452,5
854,"HeistEnchantAttackWeaponFire134",11,21453,5
855,"HeistEnchantAttackWeaponFire135",11,21454,5
856,"HeistEnchantAttackWeaponFire136",11,21455,5
857,"HeistEnchantAttackWeaponFire137",11,21456,5
858,"HeistEnchantAttackWeaponFire138",11,21457,5
859,"HeistEnchantAttackWeaponFire139",11,21458,5
860,"HeistEnchantAttackWeaponFire140",11,21459,5
861,"HeistEnchantAttackWeaponCold1",12,21283,100
862,"HeistEnchantAttackWeaponCold2",12,21286,50
863,"HeistEnchantAttackWeaponCold3",12,21287,100
864,"HeistEnchantAttackWeaponCold4",12,21288,100
865,"HeistEnchantAttackWeaponCold5",12,21289,50
866,"HeistEnchantAttackWeaponCold6",12,21290,50
867,"HeistEnchantAttackWeaponCold7",12,21291,100
868,"HeistEnchantAttackWeaponCold8",12,21292,10
869,"HeistEnchantAttackWeaponCold9",12,21293,25
870,"HeistEnchantAttackWeaponCold10",12,21294,10
871,"HeistEnchantAttackWeaponCold11",12,21295,10
872,"HeistEnchantAttackWeaponCold12",12,21296,10
873,"HeistEnchantAttackWeaponCold13",12,21297,10
874,"HeistEnchantAttackWeaponCold14",12,21298,10
875,"HeistEnchantAttackWeaponCold15",12,21299,1
876,"HeistEnchantAttackWeaponCold16",12,21303,10
877,"HeistEnchantAttackWeaponCold17",12,21304,10
878,"HeistEnchantAttackWeaponCold18",12,21305,10
879,"HeistEnchantAttackWeaponCold19",12,21306,10
880,"HeistEnchantAttackWeaponCold20",12,21307,10
881,"HeistEnchantAttackWeaponCold21",12,21308,10
882,"HeistEnchantAttackWeaponCold22",12,21309,1
883,"HeistEnchantAttackWeaponCold23",12,21313,10
884,"HeistEnchantAttackWeaponCold24",12,21314,10
885,"HeistEnchantAttackWeaponCold25",12,21315,10
886,"HeistEnchantAttackWeaponCold26",12,21316,10
887,"HeistEnchantAttackWeaponCold27",12,21317,10
888,"HeistEnchantAttackWeaponCold28",12,21318,10
889,"HeistEnchantAttackWeaponCold29",12,21319,1
890,"HeistEnchantAttackWeaponCold30",12,21323,10
891,"HeistEnchantAttackWeaponCold31",12,21324,10
892,"HeistEnchantAttackWeaponCold32",12,21325,10
893,"HeistEnchantAttackWeaponCold33",12,21326,10
894,"HeistEnchantAttackWeaponCold34",12,21327,10
895,"HeistEnchantAttackWeaponCold35",12,21328,10
896,"HeistEnchantAttackWeaponCold36",12,21329,1
897,"HeistEnchantAttackWeaponCold37",12,21330,10
898,"HeistEnchantAttackWeaponCold38",12,21331,10
899,"HeistEnchantAttackWeaponCold39",12,21332,10
900,"HeistEnchantAttackWeaponCold40",12,21333,10
901,"HeistEnchantAttackWeaponCold41",12,21334,10
902,"HeistEnchantAttackWeaponCold42",12,21335,10
903,"HeistEnchantAttackWeaponCold43",12,21336,10
904,"HeistEnchantAttackWeaponCold44",12,21337,10
905,"HeistEnchantAttackWeaponCold45",12,21338,10
906,"HeistEnchantAttackWeaponCold46",12,21339,1
907,"HeistEnchantAttackWeaponCold47",12,21343,10
908,"HeistEnchantAttackWeaponCold48",12,21344,10
909,"HeistEnchantAttackWeaponCold49",12,21345,10
910,"HeistEnchantAttackWeaponCold50",12,21346,10
911,"HeistEnchantAttackWeaponCold51",12,21347,10
912,"HeistEnchantAttackWeaponCold52",12,21348,10
913,"HeistEnchantAttackWeaponCold53",12,21349,1
914,"HeistEnchantAttackWeaponCold54",12,21353,10
915,"HeistEnchantAttackWeaponCold55",12,21354,10
916,"HeistEnchantAttackWeaponCold56",12,21355,10
917,"HeistEnchantAttackWeaponCold57",12,21356,10
918,"HeistEnchantAttackWeaponCold58",12,21357,10
919,"HeistEnchantAttackWeaponCold59",12,21358,10
920,"HeistEnchantAttackWeaponCold60",12,21359,1
921,"HeistEnchantAttackWeaponCold61",12,21360,10
922,"HeistEnchantAttackWeaponCold62",12,21361,10
923,"HeistEnchantAttackWeaponCold63",12,21362,10
924,"HeistEnchantAttackWeaponCold64",12,21363,10
925,"HeistEnchantAttackWeaponCold65",12,21364,10
926,"HeistEnchantAttackWeaponCold66",12,21365,1
927,"HeistEnchantAttackWeaponCold67",12,21366,10
928,"HeistEnchantAttackWeaponCold68",12,21367,10
929,"HeistEnchantAttackWeaponCold69",12,21368,10
930,"HeistEnchantAttackWeaponCold70",12,21369,10
931,"HeistEnchantAttackWeaponCold71",12,21370,10
932,"HeistEnchantAttackWeaponCold72",12,21371,1
933,"HeistEnchantAttackWeaponCold73",12,21372,10
934,"HeistEnchantAttackWeaponCold74",12,21373,10
935,"HeistEnchantAttackWeaponCold75",12,21374,10
936,"HeistEnchantAttackWeaponCold76",12,21375,10
937,"HeistEnchantAttackWeaponCold77",12,21376,10
938,"HeistEnchantAttackWeaponCold78",12,21377,1
939,"HeistEnchantAttackWeaponCold79",12,21378,10
940,"HeistEnchantAttackWeaponCold80",12,21379,10
941,"HeistEnchantAttackWeaponCold81",12,21380,10
942,"HeistEnchantAttackWeaponCold82",12,21381,10
943,"HeistEnchantAttackWeaponCold83",12,21382,10
944,"HeistEnchantAttackWeaponCold84",12,21383,1
945,"HeistEnchantAttackWeaponCold85",12,21384,10
946,"HeistEnchantAttackWeaponCold86",12,21385,10
947,"HeistEnchantAttackWeaponCold87",12,21386,10
948,"HeistEnchantAttackWeaponCold88",12,21387,10
949,"HeistEnchantAttackWeaponCold89",12,21388,5
950,"HeistEnchantAttackWeaponCold90",12,21389,5
951,"HeistEnchantAttackWeaponCold91",12,21391,5
952,"HeistEnchantAttackWeaponCold92",12,21395,5
953,"HeistEnchantAttackWeaponCold93",12,21396,5
954,"HeistEnchantAttackWeaponCold94",12,21398,5
955,"HeistEnchantAttackWeaponCold95",12,21402,5
956,"HeistEnchantAttackWeaponCold96",12,21403,5
957,"HeistEnchantAttackWeaponCold97",12,21405,5
958,"HeistEnchantAttackWeaponCold98",12,21409,5
959,"HeistEnchantAttackWeaponCold99",12,21410,5
960,"HeistEnchantAttackWeaponCold100",12,21411,5
961,"HeistEnchantAttackWeaponCold101",12,21412,5
962,"HeistEnchantAttackWeaponCold102",12,21413,5
963,"HeistEnchantAttackWeaponCold103",12,21414,5
964,"HeistEnchantAttackWeaponCold104",12,21415,5
965,"HeistEnchantAttackWeaponCold105",12,21416,5
966,"HeistEnchantAttackWeaponCold106",12,21417,5
967,"HeistEnchantAttackWeaponCold107",12,21419,5
968,"HeistEnchantAttackWeaponCold108",12,21423,5
969,"HeistEnchantAttackWeaponCold109",12,21424,5
970,"HeistEnchantAttackWeaponCold110",12,21426,5
971,"HeistEnchantAttackWeaponCold111",12,21430,5
972,"HeistEnchantAttackWeaponCold112",12,21431,5
973,"HeistEnchantAttackWeaponCold113",12,21432,5
974,"HeistEnchantAttackWeaponCold114",12,21433,5
975,"HeistEnchantAttackWeaponCold115",12,21434,5
976,"HeistEnchantAttackWeaponCold116",12,21435,5
977,"HeistEnchantAttackWeaponCold117",12,21436,5
978,"HeistEnchantAttackWeaponCold118",12,21437,5
979,"HeistEnchantAttackWeaponCold119",12,21438,5
980,"HeistEnchantAttackWeaponCold120",12,21439,5
981,"HeistEnchantAttackWeaponCold121",12,21440,5
982,"HeistEnchantAttackWeaponCold122",12,21441,5
983,"HeistEnchantAttackWeaponCold123",12,21442,5
984,"HeistEnchantAttackWeaponCold124",12,21443,5
985,"HeistEnchantAttackWeaponCold125",12,21444,5
986,"HeistEnchantAttackWeaponCold126",12,21445,5
987,"HeistEnchantAttackWeaponCold127",12,21446,5
988,"HeistEnchantAttackWeaponCold128",12,21447,5
989,"HeistEnchantAttackWeaponCold129",12,21448,5
990,"HeistEnchantAttackWeaponCold130",12,21449,5
991,"HeistEnchantAttackWeaponCold131",12,21450,5
992,"HeistEnchantAttackWeaponCold132",12,21451,5
993,"HeistEnchantAttackWeaponCold133",12,21452,5
994,"HeistEnchantAttackWeaponCold134",12,21453,5
995,"HeistEnchantAttackWeaponCold135",12,21454,5
996,"HeistEnchantAttackWeaponCold136",12,21455,5
997,"HeistEnchantAttackWeaponCold137",12,21456,5
998,"HeistEnchantAttackWeaponCold138",12,21457,5
999,"HeistEnchantAttackWeaponCold139",12,21458,5
1000,"HeistEnchantAttackWeaponCold140",12,21459,5
1001,"HeistEnchantAttackWeaponLightning1",13,21282,100
1002,"HeistEnchantAttackWeaponLightning2",13,21286,50
1003,"HeistEnchantAttackWeaponLightning3",13,21287,100
1004,"HeistEnchantAttackWeaponLightning4",13,21288,100
1005,"HeistEnchantAttackWeaponLightning5",13,21289,50
1006,"HeistEnchantAttackWeaponLightning6",13,21290,50
1007,"HeistEnchantAttackWeaponLightning7",13,21291,100
1008,"HeistEnchantAttackWeaponLightning8",13,21292,10
1009,"HeistEnchantAttackWeaponLightning9",13,21293,25
1010,"HeistEnchantAttackWeaponLightning10",13,21294,10
1011,"HeistEnchantAttackWeaponLightning11",13,21295,10
1012,"HeistEnchantAttackWeaponLightning12",13,21296,10
1013,"HeistEnchantAttackWeaponLightning13",13,21297,10
1014,"HeistEnchantAttackWeaponLightning14",13,21298,10
1015,"HeistEnchantAttackWeaponLightning15",13,21299,1
1016,"HeistEnchantAttackWeaponLightning16",13,21303,10
1017,"HeistEnchantAttackWeaponLightning17",13,21304,10
1018,"HeistEnchantAttackWeaponLightning18",13,21305,10
1019,"HeistEnchantAttackWeaponLightning19",13,21306,10
1020,"HeistEnchantAttackWeaponLightning20",13,21307,10
1021,"HeistEnchantAttackWeaponLightning21",13,21308,10
1022,"HeistEnchantAttackWeaponLightning22",13,21309,1
1023,"HeistEnchantAttackWeaponLightning23",13,21313,10
1024,"HeistEnchantAttackWeaponLightning24",13,21314,10
1025,"HeistEnchantAttackWeaponLightning25",13,21315,10
1026,"HeistEnchantAttackWeaponLightning26",13,21316,10
1027,"HeistEnchantAttackWeaponLightning27",13,21317,10
1028,"HeistEnchantAttackWeaponLightning28",13,21318,10
1029,"HeistEnchantAttackWeaponLightning29",13,21319,1
1030,"HeistEnchantAttackWeaponLightning30",13,21320,10
1031,"HeistEnchantAttackWeaponLightning31",13,21321,10
1032,"HeistEnchantAttackWeaponLightning32",13,21322,10
1033,"HeistEnchantAttackWeaponLightning33",13,21323,10
1034,"HeistEnchantAttackWeaponLightning34",13,21324,10
1035,"HeistEnchantAttackWeaponLightning35",13,21325,10
1036,"HeistEnchantAttackWeaponLightning36",13,21326,10
1037,"HeistEnchantAttackWeaponLightning37",13,21327,10
1038,"HeistEnchantAttackWeaponLightning38",13,21328,10
1039,"HeistEnchantAttackWeaponLightning39",13,21329,1
1040,"HeistEnchantAttackWeaponLightning40",13,21333,10
1041,"HeistEnchantAttackWeaponLightning41",13,21334,10
1042,"HeistEnchantAttackWeaponLightning42",13,21335,10
1043,"HeistEnchantAttackWeaponLightning43",13,21336,10
1044,"HeistEnchantAttackWeaponLightning44",13,21337,10
1045,"HeistEnchantAttackWeaponLightning45",13,21338,10
1046,"HeistEnchantAttackWeaponLightning46",13,21339,1
1047,"HeistEnchantAttackWeaponLightning47",13,21343,10
1048,"HeistEnchantAttackWeaponLightning48",13,21344,10
1049,"HeistEnchantAttackWeaponLightning49",13,21345,10
1050,"HeistEnchantAttackWeaponLightning50",13,21346,10
1051,"HeistEnchantAttackWeaponLightning51",13,21347,10
1052,"HeistEnchantAttackWeaponLightning52",13,21348,10
1053,"HeistEnchantAttackWeaponLightning53",13,21349,1
1054,"HeistEnchantAttackWeaponLightning54",13,21353,10
1055,"HeistEnchantAttackWeaponLightning55",13,21354,10
1056,"HeistEnchantAttackWeaponLightning56",13,21355,10
1057,"HeistEnchantAttackWeaponLightning57",13,21356,10
1058,"HeistEnchantAttackWeaponLightning58",13,21357,10
1059,"HeistEnchantAttackWeaponLightning59",13,21358,10
1060,"HeistEnchantAttackWeaponLightning60",13,21359,1
1061,"HeistEnchantAttackWeaponLightning61",13,21360,10
1062,"HeistEnchantAttackWeaponLightning62",13,21361,10
1063,"HeistEnchantAttackWeaponLightning63",13,21362,10
1064,"HeistEnchantAttackWeaponLightning64",13,21363,10
1065,"HeistEnchantAttackWeaponLightning65",13,21364,10
1066,"HeistEnchantAttackWeaponLightning66",13,21365,1
1067,"HeistEnchantAttackWeaponLightning67",13,21366,10
1068,"HeistEnchantAttackWeaponLightning68",13,21367,10
1069,"HeistEnchantAttackWeaponLightning69",13,21368,10
1070,"HeistEnchantAttackWeaponLightning70",13,21369,10
1071,"HeistEnchantAttackWeaponLightning71",13,21370,10
1072,"HeistEnchantAttackWeaponLightning72",13,21371,1
1073,"HeistEnchantAttackWeaponLightning73",13,21372,10
1074,"HeistEnchantAttackWeaponLightning74",13,21373,10
