"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","MiscAnimatedKeys1","bool","BuffName","rid","rid","BuffDescription","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","[rid]"
333,"sandstorm","Art/2DArt/BuffIcons/Sandstorm.dds",[],[],[],"","","","","","","","",[],[],[]
334,"chaos_sandstorm","Art/2DArt/BuffIcons/ChaosSandstorm.dds",[],[],[],"","","","","","","","",[],[],[]
335,"water_sandstorm","Art/2DArt/SkillIcons/FrostVortex.dds",[],[],[],"","","","","","","","",[],[],[]
336,"whakawairua_tuahu_buff","Art/2DArt/BuffIcons/WhakawairuaTuahu.dds",[],[],[],"","","","","","","","",[],[],[]
337,"bloodlines_shrouded","","[""Metadata/Effects/Spells/monsters_effects/monster_mods/shroud/shroud_epk.epk""]",[],[1],"","","","","","","","",[],[],[]
338,"cold_thorns","Art/2DArt/BuffIcons/bufffrozen.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/ice/ice_reflec.epk""]",[],[],"","","","","","","","",[],[],[]
339,"flask_bonus_weapon_elemental_damage","Art/2DArt/BuffIcons/PrismWeave.dds",[],[],[],"","","","","","","","",[],[],[]
340,"bloodlines_necrovigil","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/necrovigil/necrovigil_affected_aura.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/necrovigil_aura/necrovigil_aura.epk""]",[1],"","","","","","","","",[],[],[]
341,"bloodlines_cult_elements_fire","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/burning_element/burning_element.epk""]",[1],"","","","","","","","",[],[],[]
342,"bloodlines_cult_elements_ice","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/chilled_element/chilled_element.epk""]",[1],"","","","","","","","",[],[],[]
343,"bloodlines_cult_elements_lightning","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/shocked_element/shocked_element.epk""]",[1],"","","","","","","","",[],[],[]
344,"bloodlines_zeal_charge","",[],[],[1],"","","","","","","","",[],[],[17]
345,"bloodlines_vigour_charge","",[],[],[1],"","","","","","","","",[],[],[18]
346,"bloodlines_invulnerable","","[""Metadata/Effects/Spells/monsters_effects/aura/invulnerable/invulnerable_buff.epk""]",[],[1],"","","","","","","","",[],[],[]
347,"bloodlines_vulnerable","","[""Metadata/Effects/Spells/monsters_effects/aura/vulnerable/vulnerable_buff.epk""]",[],[1],"","","","","","","","",[],[],[]
348,"torment_touched","","[""Metadata/Effects/Spells/curses/tormented/on_hit/onhit_torment_epk.epk""]",[],[],"","","","","","","","",[],[],[69]
349,"torment_possessed","","[""Metadata/Effects/Spells/curses/tormented/possessed.epk""]",[],[],"","","","","","","","",[],[],[]
350,"monster_aura_physical_degen","Art/2DArt/BuffIcons/PhysicalDegenerationAura.dds",[],"[""Metadata/Particles/monster_effects/aura/physical_degeneration_aura/physical_degen_aura.epk""]",[],"","","","","","","","",[],[],[]
351,"uniquebelt12_effect","","[""Metadata/Effects/Microtransactions/Aura/maligaro_restraint/maligaro_restraint.epk""]",[],[],1,"","","","","","","",[],[],[]
352,"torment_cutthroat","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/sml_phyhaste/sml_phyhaste.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/phyhaste/phyhaste.epk""]",[16],"","","","","","","","",[],[],[]
353,"unique_flask_taste_of_hate","Art/2DArt/BuffIcons/TasteOfHasteFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[]
354,"unique_flask_coruscating_elixir","Art/2DArt/BuffIcons/CoruscatingElixirFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[]
355,"torment_embezzler","Art/2DArt/BuffIcons/ReducedManaLifeShield.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/sml_smothering/sml_smothering.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/smothering/smothering.epk""]",[16],"","","","","","","","",[],[],[]
356,"static_weapon_buff","Art/2DArt/BuffIcons/StaticStrikeBuff.dds","[""Metadata/Effects/Spells/static_strike/epk.epk""]",[],[],1,"","","","","","","",[],[],[]
357,"uniquebelt13_effect","",[],"[""Metadata/Effects/Microtransactions/Aura/belt_of_deceiver/belt_of_deceiver.epk""]",[],1,"","","","","","","",[],[],[]
358,"elemental_equilibrium","Art/2DArt/BuffIcons/elementalequilibrium.dds","[""Metadata/Effects/Spells/curses/elemental equilibrium_epk.epk"",""Metadata/Effects/Spells/curses/elemental equilibrium_epk.epk"",""Metadata/Effects/Spells/curses/elemental equilibrium_epk_large.epk""]",[],[],1,"","","","","","","",[],[],[]
359,"bull_thorns","Art/2DArt/BuffIcons/thorns.dds","[""Metadata/Effects/Spells/monsters_effects/act4/Bull_Boss/damage_reflect/buff.epk""]",[],[],"","","","","","","","",[],[],[]
360,"ground_fire_burn_white","Art/2DArt/SkillIcons/holygroundfire.dds","[""Metadata/Effects/StatusAilments/white_ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[]
361,"ignited_white","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/white_ignited.epk""]","[""Metadata/Effects/Spells/supports/aurafy/fire_white.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/white_ignited_player.epk","","",[],[],[]
362,"ignited_blue","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited_blue.epk""]","[""Metadata/Effects/Microtransactions/Spells/Harbinger/aurafy/fire_blue.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/Ignited_blue_player.epk","","",[],[],[]
363,"ignited_stygian","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited_blackflame.epk"",""Metadata/Effects/StatusAilments/Ignited_blackflame.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited_blackflame.epk""]","[""Metadata/Effects/Spells/supports/aurafy/Ignited_blackflame.epk"",""Metadata/Effects/Spells/supports/aurafy/Ignited_blackflame.epk"",""Metadata/Effects/Spells/supports/aurafy/Ignited_blackflame_large.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/Ignited_blackflame_player.epk","","",[],[],[]
364,"ignited_corsair","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/flame_dash/corsair/burning_Corsair.epk""]","[""Metadata/Effects/Microtransactions/Spells/flame_dash/corsair/burning_Corsair.epk""]",[],"","","","","","","","",[],[],[]
365,"ignited_blackflame","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/deathflame_ignite.epk"",""Metadata/Effects/StatusAilments/deathflame_ignite.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/deathflame_ignite_large.epk""]","[""Metadata/Effects/Spells/supports/aurafy/Ignited_deathflame.epk"",""Metadata/Effects/Spells/supports/aurafy/Ignited_deathflame.epk"",""Metadata/Effects/Spells/supports/aurafy/Ignited_deathflame.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/deathflame_ignite_player.epk","","",[],[],[]
366,"righteous_fire_white","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/ri_fire_white/bottom.epk""]",[],[],"","","","","","","","",[],[],[]
367,"righteous_fire_aura_white","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/white_ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[]
368,"inspiring_cry","Art/2DArt/SkillIcons/InspiringCry.dds","[""Metadata/Effects/Spells/inspiring_cry/buff.epk""]",[],[],1,"","","","","","","",[],[],[]
369,"kaom_archer_effect","","[""Metadata/Effects/Spells/monsters_effects/act4/KaomWarrior/kaomwarrior_bodyGlow.epk""]",[],[],"","","","","","","","",[],[],[]
370,"lb_kaom_archer_effect","","[""Metadata/Effects/Spells/monsters_effects/act4/KaomWarrior/LBkaomwarrior_bodyGlow.epk""]",[],[],"","","","","","","","",[],[],[]
371,"abyssal_cry","Art/2DArt/SkillIcons/AbyssalCry.dds","[""Metadata/Effects/Spells/abyssal_cry/debuff.epk""]",[],[],1,"","","","","","","",[],[],[]
372,"tempest_shield_preload","","[""Metadata/Effects/StatusAilments/spells/electrical_repulse/sheildepk.epk""]",[],[],1,"","","","","","","",[],[],[]
373,"lightning_strike_preload","","[""Metadata/Effects/StatusAilments/spells/lightning_blade/lightning_blade.epk""]",[],[],1,"","","","","","","",[],[],[]
374,"flask_freeze_immunity","Art/2DArt/BuffIcons/cannotbefrozen.dds",[],[],[],"","","","","","","","",[],[],[]
375,"flask_bleed_immunity","Art/2DArt/BuffIcons/cannotbleed.dds",[],[],[],"","","","","","","","",[],[],[]
376,"flask_ignite_immunity","Art/2DArt/BuffIcons/cannotbeignited.dds",[],[],[],"","","","","","","","",[],[],[]
377,"flask_shock_immunity","Art/2DArt/BuffIcons/cannotbeshocked.dds",[],[],[],"","","","","","","","",[],[],[]
378,"unique_shapers_seed_regeneration","Art/2DArt/BuffIcons/shapersseed.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/ShaperSeed/smlshaperseed.epk""]","[""Metadata/Effects/Microtransactions/Aura/Uniques/ShaperSeed/ShaperSeed.epk""]",[],1,"","","","","","","",[],[],[]
379,"kaom_warrior2_effect","","[""Metadata/Effects/Spells/monsters_effects/act4/KaomWarrior/kaomwarrior02_bodyGlow.epk""]",[],[],"","","","","","","","",[],[],[]
380,"kaom_warrior3_effect","","[""Metadata/Effects/Spells/monsters_effects/act4/KaomWarrior/kaomwarrior03_bodyGlow.epk""]",[],[],"","","","","","","","",[],[],[]
381,"blackguardzombie_effect","","[""Metadata/Effects/Spells/monsters_effects/aura/stance/stance.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/stance/stance.epk""]",[],"","","","","","","","",[],[],[]
382,"kaom_fire","","[""Metadata/Effects/Spells/monsters_effects/act4/Kaom/KingKaom/KingKaom_fx.epk""]",[],[],"","","","","","","","",[],[],[]
383,"fortify","Art/2DArt/BuffIcons/Fortify.dds","[""Metadata/Effects/Spells/fortify/buff/fortifybuff.epk""]",[],[],1,"","","","","","","",[],[],[]
384,"gluttony_of_elements","Art/2DArt/SkillIcons/GluttonyOfElements.dds","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/caster/purityofelements_caster.epk""]",[],1,"","","","","","","",[],[],[]
385,"ice_elemental_buff","Art/2DArt/SkillIcons/IceElementalSummon.dds",[],[],[],"","","","","","","","",[],[],[]
386,"fire_elemental_buff","Art/2DArt/SkillIcons/FireElementalSummon.dds",[],[],[],"","","","","","","","",[],[],[]
387,"lightning_golem_buff","Art/2DArt/SkillIcons/LightningGolem.dds",[],[],[],"","","","","","","","",[],[],[]
388,"chaos_elemental_buff","Art/2DArt/SkillIcons/ChaosElementalSummon.dds",[],[],[],"","","","","","","","",[],[],[]
389,"pietys_rage","Art/2DArt/BuffIcons/PietyDebuff.dds",[],[],[],"","","","","","","","",[],[],[70]
390,"enduring_cry_charge_benefits","Art/2DArt/SkillIcons/WarCryEnduring.dds","[""Metadata/Effects/Spells/warcries/enduring_cry/endurance_charges_buff.epk""]",[],[],"","","","","","","","",[],[],[]
391,"flame_golem_effects","","[""Metadata/Effects/Spells/monsters_effects/fire_elemental/FireElemental_fx.epk""]",[],[],"","","","","","","","",[],[],[]
392,"flame_golem_summoned_effects","","[""Metadata/Effects/Spells/monsters_effects/fire_elemental/FireElementalSummoned_fx.epk""]",[],[],1,"","","","","","","",[],[],[]
393,"flame_golem_runic_effects","","[""Metadata/Effects/Spells/monsters_effects/fire_elemental/RunicGolem_fx.epk""]",[],[0],"","","","","","","","",[],[],[]
394,"punisher","Art/2DArt/BuffIcons/punishmentbuff.dds","[""Metadata/Effects/Spells/punisher/punisher_buff.epk""]","[""Metadata/Effects/Spells/curse_aura/punishment/punishment.epk""]",[],1,"","","","","","","",[],[],[]
395,"revenant_revive_possesed","","[""Metadata/Effects/Spells/monsters_effects/act4/revenant/revive/revive_buff.epk""]",[],[],"","","","","","","","",[],[],[]
396,"revenant_revive_explode","","[""Metadata/Effects/Spells/monsters_effects/act4/revenant/revive/revive_explode.epk""]",[],[],"","","","","","","","",[],[],[]
397,"unique_flask_lions_roar","Art/2DArt/BuffIcons/LionsRoarFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/lion_roar/lion_roar.epk""]",[],[],1,"","","","","","","",[],[],[]
398,"new_arctic_armour","Art/2DArt/SkillIcons/Iceshield.dds","[""Metadata/Effects/Spells/frozen_barrier/new_arctic_armour.epk""]",[],[],1,"","","","","","","",[],[],[]
399,"new_arctic_armour_demon","Art/2DArt/SkillIcons/Iceshield.dds","[""Metadata/Effects/Spells/frozen_barrier/new_arctic_armour_demon.epk""]",[],[],"","","","","","","","",[],[],[]
400,"new_arctic_armour_cloud","Art/2DArt/SkillIcons/Iceshield.dds","[""Metadata/Effects/Spells/frozen_barrier/new_arctic_armour_cloud.epk""]",[],[],"","","","","","","","",[],[],[]
401,"doedre_unholy_might","Art/2DArt/BuffIcons/UnholyMight.dds","[""Metadata/Effects/StatusAilments/spells/raise_specter/BIG_minionunique.epk""]","[""Metadata/Effects/StatusAilments/spells/raise_specter/minionunique.epk""]",[8],"","","","","","","","",[],[],[]
402,"exploding_storm_buff_yellow","","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[]
403,"diamond_storm","Art/2DArt/BuffIcons/TempestWhite.dds","[""Metadata/Effects/misc/flask_effects/crit/crit.epk""]",[],[2],"","","","","","","","",[],[],[]
404,"replenishing_storm","Art/2DArt/BuffIcons/TempestPink.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/ShaperSeed/smlshaperseed.epk""]","[""Metadata/Effects/Microtransactions/Aura/Uniques/ShaperSeed/ShaperSeed.epk""]",[2],"","","","","","","","",[],[],[]
405,"echoing_storm","Art/2DArt/BuffIcons/TempestBlue.dds","[""Metadata/Effects/Environment/tempest_league/buff/echo_buff.epk""]",[],[2],"","","","","","","","",[],[],[]
406,"rarity_storm","Art/2DArt/BuffIcons/TempestLightening.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[2],"","","","","","","","",[],[],[]
407,"massive_storm","Art/2DArt/BuffIcons/TempestRed.dds",[],[],[],"","","","","","","","",[],[],[]
408,"tiny_storm","Art/2DArt/BuffIcons/TempestGreen.dds",[],[],[],"","","","","","","","",[],[],[]
409,"fire_damage_storm","Art/2DArt/BuffIcons/TempestFire.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/fire.epk""]","[""Metadata/Effects/Environment/tempest_league/elements/fire/stormbuff_fire.epk""]",[2],"","","","","","","","",[],[],[]
410,"cold_damage_storm","Art/2DArt/BuffIcons/TempestWhite.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/ice.epk""]","[""Metadata/Effects/Environment/tempest_league/elements/ice/stormbuff_ice.epk""]",[2],"","","","","","","","",[],[],[]
411,"lightning_damage_storm","Art/2DArt/BuffIcons/TempestIce.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/light.epk""]","[""Metadata/Effects/Environment/tempest_league/elements/lightning/stormbuff_lightning.epk""]",[2],"","","","","","","","",[],[],[]
412,"smoke_trail_storm","Art/2DArt/BuffIcons/TempestBasic.dds",[],[],[],"","","","","","","","",[],[],[]
413,"corpse_devour_storm","Art/2DArt/BuffIcons/TempestRed.dds","[""Metadata/Effects/Spells/totems/spells/life_regen/affected.epk""]",[],[2],"","","","","","","","",[],[],[]
414,"projectile_nova_storm","Art/2DArt/BuffIcons/TempestTeal.dds","[""Metadata/Effects/Environment/tempest_league/buff/echo_buff.epk""]",[],[2],"","","","","","","","",[],[],[]
415,"veil_storm","Art/2DArt/BuffIcons/TempestBasic.dds","[""Metadata/Effects/Environment/tempest_league/buff/veilofthenight.epk""]",[],[2],"","","","","","","","",[],[],[]
416,"voltaxic_storm","Art/2DArt/BuffIcons/TempestPurple.dds","[""Metadata/Effects/Environment/tempest_league/buff/chaosconversion.epk""]",[],[2],"","","","","","","","",[],[],[]
417,"ethereal_storm","Art/2DArt/BuffIcons/TempestTeal.dds","[""Metadata/Effects/misc/flask_effects/phase_flask/phase.epk""]",[],[2],"","","","","","","","",[],[],[]
418,"corrupted_drops_storm","Art/2DArt/BuffIcons/TempestRed.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[2],"","","","","","","","",[],[],[]
419,"drop_as_sell_price_storm","Art/2DArt/BuffIcons/TempestOrange.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[2],"","","","","","","","",[],[],[]
420,"quality_drops_storm","Art/2DArt/BuffIcons/TempestBasic.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[2],"","","","","","","","",[],[],[]
421,"identify_items_storm","Art/2DArt/BuffIcons/TempestRed.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[2],"","","","","","","","",[],[],[]
422,"elemental_damage_storm","Art/2DArt/BuffIcons/TempestPurple.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/increased_elemental/increased_ele.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/increased_elemental/increased_ele.epk""]",[2],"","","","","","","","",[],[],[]
423,"status_immunity_storm","Art/2DArt/BuffIcons/TempestWhite.dds","[""Metadata/Effects/Spells/monsters_effects/aura/cult_elements/CultElementsAura.epk""]",[],[2],"","","","","","","","",[],[],[]
424,"soul_eater_storm","Art/2DArt/BuffIcons/TempestOrange.dds",[],[],[],"","","","","","","","",[],[],[]
425,"exploding_storm_buff_green","","[""Metadata/Effects/Environment/tempest_league/basic_colour/green/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[]
426,"exploding_storm_buff_red","","[""Metadata/Effects/Environment/tempest_league/basic_colour/red/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[]
427,"exploding_storm_buff_blue","","[""Metadata/Effects/Environment/tempest_league/basic_colour/blue/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[]
428,"exploding_storm_buff_orange","","[""Metadata/Effects/Environment/tempest_league/basic_colour/orange/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[]
429,"exploding_storm_buff_pink","","[""Metadata/Effects/Environment/tempest_league/basic_colour/pink/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[]
430,"exploding_storm_buff_purple","","[""Metadata/Effects/Environment/tempest_league/basic_colour/purple/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[]
431,"exploding_storm_buff_teal","","[""Metadata/Effects/Environment/tempest_league/basic_colour/teal/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[]
432,"exploding_storm_buff_white","","[""Metadata/Effects/Environment/tempest_league/basic_colour/white/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[]
433,"righteous_fire_white_no_light","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/ri_firebot_white/bottom.epk""]",[],[],"","","","","","","","",[],[],[]
434,"exploding_storm_buff_ice","","[""Metadata/Effects/Environment/tempest_league/elements/ice/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[]
435,"exploding_storm_buff_fire","","[""Metadata/Effects/Environment/tempest_league/elements/fire/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[]
436,"exploding_storm_buff_lightning","","[""Metadata/Effects/Environment/tempest_league/elements/lightning/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[]
437,"doedre_curse_zone_aura_enfeeble","Art/2DArt/SkillIcons/enfeeble.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/enfeeble.epk""]",[8],"","","","","","","","",[],[],[22]
438,"doedre_curse_zone_aura_temporal_chains","Art/2DArt/SkillIcons/temporalchains.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/temporal_chains.epk""]",[8],"","","","","","","","",[],[],[19]
439,"doedre_curse_zone_aura_vulnerability","Art/2DArt/SkillIcons/vulnerability.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/vulnerability.epk""]",[8],"","","","","","","","",[],[],[23]
440,"map_boss_duet_enrage","","[""Metadata/Effects/StatusAilments/blood_frenzy.epk""]",[],[],"","","","","","","","",[],[],[]
441,"ground_spores","Art/2DArt/BuffIcons/TentacleGroundDebuff.dds",[],[],[],"","","","","","","","",[],[],[]
442,"culling_strike_aura","Art/2DArt/BuffIcons/UnholyMight.dds",[],[],[],"","","","","","","","",[],[],[]
443,"increased_item_rarity_aura","Art/2DArt/BuffIcons/KingMaker2.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/Kingmaker/KingMakerSmlAura.epk""]","[""Metadata/Effects/Microtransactions/Aura/Uniques/Kingmaker/KingMaker_aura.epk""]",[],1,"","","","","","","",[],[],[]
444,"new_phase_run","Art/2DArt/SkillIcons/iconphaserun.dds","[""Metadata/Effects/Spells/phase_run/phase_run.epk""]",[],[],1,"","","","","","","",[],[],[]
445,"new_phase_run_damage","Art/2DArt/SkillIcons/iconphaserun.dds","[""Metadata/Effects/Spells/phase_run/phase2.epk""]",[],[],1,"","","","","","","",[],[],[]
446,"power_charge_art_variation","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],1,"","","","","","","",[],[],[8]
447,"static_tether","Art/2DArt/SkillIcons/stormcall.dds","[""Metadata/Effects/Spells/static_tether/debuff/static_tether.epk""]",[],[],"","","","","","","","",[],[],[]
448,"cultist_spectres","","[""Metadata/Effects/Microtransactions/Spells/raise_spectre_demonic/demonicspectre.epk""]",[],[],"","","","","","","","",[],[],[]
449,"black_spectres","","[""Metadata/Effects/Microtransactions/Spells/raise_spectre/shadow_mirror/shadow_mirror_EPK.epk""]",[],[],"","","","","","","","",[],[],[]
450,"daresso_enrage","","[""Metadata/Effects/Spells/monsters_effects/act4/daresso/kneel_sheild/bloodrage_kneel_shield_combined.epk""]",[],[],"","","","","","","","",[],[],[]
451,"frost_bomb","Art/2DArt/SkillIcons/FrostBomb.dds","[""Metadata/Effects/Spells/frost_bomb/affected_buff.epk""]",[],[],1,"","","","","","","",[],[],[]
452,"lightning_bomb","Art/2DArt/BuffIcons/LightningBomb.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]",[],[],"","","","","","","","",[],[],[]
453,"ghost_fire","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/GhostFire.epk"",""Metadata/Effects/StatusAilments/GhostFire.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/GhostFire.epk""]",[],[],1,"","","","","","","",[],[],[]
454,"haste_aura_art_variation","",[],"[""Metadata/Effects/Microtransactions/Aura/ImpDemon/aura/aura.epk""]",[],"","","","","","","","",[],[],[]
455,"vaal_haste_aura_art_variation","","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Microtransactions/Aura/ImpDemon/aura/vaal_haste.epk""]",[],"","","","","","","","",[],[],[]
456,"vitality_aura_art_variation","",[],"[""Metadata/Effects/Microtransactions/Aura/Demon2/Demon2_aura/Demon2_aura.epk""]",[],"","","","","","","","",[],[],[]
457,"vaal_vitality_aura_art_variation","","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Microtransactions/Aura/Demon2/Demon2_aura/Demon2_aura.epk""]",[],"","","","","","","","",[],[],[]
458,"purity_of_elements_aura_art_variation","",[],"[""Metadata/Effects/Microtransactions/Aura/Demon/Demon_aura/Demon_aura.epk""]",[],"","","","","","","","",[],[],[]
459,"vaal_purity_of_elements_aura_art_variation","","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Microtransactions/Aura/Demon/Demon_aura/Demon_aura.epk""]",[],"","","","","","","","",[],[],[]
460,"determination_aura_art_variation","",[],"[""Metadata/Effects/Microtransactions/Aura/ArchDemon/ArchDemonAura/ArchDemonAura.epk""]",[],"","","","","","","","",[],[],[]
461,"righteous_lightning","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/ri_fire/bottom.epk""]",[],[],"","","","","","","","",[],[],[]
462,"righteous_lightning_aura","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/Spells/ri_fire/player.epk""]",[],"","","","","","","","",[],[],[]
463,"talisman_monster","","[""Metadata/Effects/StatusAilments/monsters/talisman_epk.epk""]",[],[0],"","","","","","","","",[],[],[]
464,"sawblade_damage","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Environment/labyrinth/traps/sawblade/sawblood.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","",[],[],[]
465,"inspirational","Art/2DArt/BuffIcons/Inspirational.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[]
466,"contagion","Art/2DArt/SkillIcons/Contagion.dds","[""Metadata/Effects/Spells/contagion/contagion_buff.epk""]",[],[],1,"","","","","","","",[],[],[]
467,"contagion_arcane","Art/2DArt/SkillIcons/Contagion.dds","[""Metadata/Effects/Microtransactions/Spells/arcane_contagion/arcane_contagion_buff.epk""]",[],[],"","","","","","","","",[],[],[]
468,"thunderbolt","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Spells/enchantment_skills/thunderbolt/charge.epk""]",[],[],1,"","","","","","","",[],[],[]
469,"siphon","Art/2DArt/SkillIcons/Siphon.dds","[""Metadata/Effects/Spells/siphon/buff.epk"",""Metadata/Effects/Spells/siphon/buff.epk"",""Metadata/Effects/Spells/siphon/buff_large.epk""]",[],[],1,"","","","","","","",[],[],[]
470,"offering_of_judgement_fire","Art/2DArt/BuffIcons/Fire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","",[],[],[]
471,"hinder","Art/2DArt/BuffIcons/CrippleDebuff.dds","[""Metadata/Effects/StatusAilments/hinder/hindered.epk""]",[],[],"","","","","","Metadata/Effects/StatusAilments/Hinder.epk","","",[],[],[]
472,"hinder_from_item","Art/2DArt/BuffIcons/CrippleDebuff.dds","[""Metadata/Effects/StatusAilments/hinder/hindered.epk""]",[],[],"","","","","","Metadata/Effects/StatusAilments/Hinder.epk","","",[],[],[]
