"rownum","Id","Text","XBoxText","i32","PlaystationText"
882,"SkillPopupClearThisSlot","Clear this slot","",1090327853,""
883,"SkillPopupMoveOnly","Move only","",1243346366,""
884,"ChatBoxChannelPopupGlobal","global","",-1974308873,""
885,"ChatBoxChannelPopupTrade","trade","",1794849786,""
886,"ChatBoxChannelLabel","(#{0})","",-1522296341,""
887,"ChatBoxChannelLabelRealm","(#{1}) {0}","",-935194475,""
888,"InGameStateCannotDestroyCosmetic","Items with cosmetic effects cannot be destroyed.","",-198930568,""
889,"InGameStateCannotDropInTown","You cannot drop that item here. Destroy it instead?","",-1813068770,""
890,"InGameStateCannotDropCosmetic","Items with reclaimable cosmetic effects cannot be dropped.","",-848869346,""
891,"InGameStateWarningDestroyItemWithGems","You will lose all gems socketed into this item.","",-3553364,""
892,"InGameStateWarningDropItemWithGems","Drop item with gem in it?","",1125464220,""
893,"InGameStateDrop","Drop","",1340949838,""
894,"InGameStateDestroy","Destroy","",-887353681,""
895,"InGameStateKeep","Keep","",233050158,""
896,"ScreenshotSaved","Screenshot saved.","",889243400,""
897,"DeathScreenTitle","You have died!","",-932683671,""
898,"TooLowLevelToSendChatTrade","trade","",153032070,""
899,"TooLowLevelToSendChatGlobal","global","",-756698591,""
900,"ItemDescriptionFlask","Right click to drink. Can only hold charges while in belt. Refills as you kill monsters.","Press bound button to drink. Can only hold charges while in a flask slot. Refills as you kill monsters.",-218713755,""
901,"ItemDescriptionFlaskUtility1","Lucky means that a number is rolled twice and the best result is picked. Right click to drink. Can only hold charges while in belt. Refills as you kill monsters.","Lucky means that a number is rolled twice and the best result is picked. Press bound button to drink. Can only hold charges while in a flask slot. Refills as you kill monsters.",40709501,""
902,"ItemDescriptionSkillGem","Place into an item socket of the right colour. Right click to remove from a socket.","Place into an item socket of the right colour. It can be removed at any time.",-543308264,""
903,"ItemDescriptionActiveSkillGem","Place into an item socket of the right colour to gain this skill. Right click to remove from a socket.","Place into an item socket of the right colour to gain this skill. It can be removed at any time.",-1315706008,""
904,"ItemDescriptionSupportSkillGem","This is a Support Gem. It does not grant a bonus to your character, but to skills in sockets connected to it. Place into an item socket connected to a socket containing the Active Skill Gem you wish to augment. Right click to remove from a socket.","This is a Support Gem. It does not grant a bonus to your character, but to skills in sockets connected to it. Place into an item socket connected to a socket containing the Active Skill Gem you wish to augment. It can be removed at any time.",1040958487,""
905,"ItemDescriptionMapFragment","Can be used in a personal Map Device.","",-1454605142,""
906,"ItemDescriptionPantheonVessel","Can be used in a personal Map Device, allowing you to capture the Soul of the Map's Boss. The Vessel containing the captured Soul can be retrieved from the Map Device. You must be in the Map when the boss is defeated.","",1707122860,""
907,"ItemDescriptionPantheonSoul","A captured Soul. Give to Sin to unlock a secondary Pantheon Power.","",-1118922715,""
908,"ItemDescriptionLabyrinthMapItem","Travel to the Aspirants' Plaza and spend this item to open the Eternal Labyrinth. You must have completed the six different Trials of Ascendancy found in Maps in order to access this area.","",1044036449,""
909,"ItemDescriptionBreachMapItem","Travel to the Breachlord's Domain by using this item in a personal Map Device. Can only be used once.","",-995265042,""
910,"ItemDescriptionBreachMapItemChaos","Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.","",1792183741,""
911,"ItemDescriptionBreachMapItemFire","Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.","",703477963,""
912,"ItemDescriptionBreachMapItemCold","Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.","",-732094807,""
913,"ItemDescriptionBreachMapItemLightning","Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.","",1684430343,""
914,"ItemDescriptionBreachMapItemPhysical","Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.","",-112166298,""
915,"ItemDescriptionMap","Travel to this Map by using it in a personal Map Device. Maps can only be used once.","",1395066711,""
916,"ItemDescriptionZanaMap","Activate a Map to begin Zana's Mission.","",-1593477685,""
917,"ItemDescriptionBanditRespecAlira","A Book of Reform. Use to gain Alira's favour.","",-303655909,""
918,"ItemDescriptionBanditRespecEramir","A Book of Reform. Use to gain Eramir's favour.","",1924034461,""
919,"ItemDescriptionBanditRespecKraityn","A Book of Reform. Use to gain Kraityn's favour.","",641553118,""
920,"ItemDescriptionBanditRespecOak","A Book of Reform. Use to gain Oak's favour.","",1986498018,""
921,"ItemDescriptionBookPassivePoint","A Book of Skill. Right-click to gain a Passive Skill Point.","A Book of Skill. Use to gain a Passive Skill Point.",-618319200,""
922,"ItemDescriptionBook2RespecPoints","A Book of Skill. Right-click to gain two Passive Respec Points.","A Book of Skill. Use to gain two Passive Respec Points.",1739414216,""
923,"ItemDescriptionBookPassivePointAnd2RespecPoints","A Book of Skill. Right-click to gain a Passive Skill Point and two Passive Respec Points.","A Book of Skill. Use to gain a Passive Skill Point and two Passive Respec Points.",-573963034,""
924,"ItemDescriptionBook2PassivePoints","A Book of Skill. Right-click to gain two Passive Skill Points.","A Book of Skill. Use to gain two Passive Skill Points.",-853756528,""
925,"ItemDescriptionBookDelevel","A Book of Regression. Right-click to reduce your character level by one.","A Book of Regression. Use to reduce your character level by one.",652377969,""
926,"ItemDescriptionMavenAlteration","Right-click this item then left-click the Map Device in your Hideout to attach the Maven's Beacon.","Use this item on the Map Device in your Hideout to attach the Maven's Beacon.",1872848573,""
927,"ItemFunctionMavenMap","Can be used in a personal Map Device.","",295668964,""
928,"ItemFunctionMavenMapCraftable","Can be used in a personal Map Device. Modifiers to Item Quantity will affect the number of encounter rewards dropped.","",-867359568,""
929,"ItemFunctionBanditRespecAlira","Gains Alira's favour.","",924827316,""
930,"ItemFunctionBanditRespecEramir","Gains Eramir's favour.","",1636596846,""
931,"ItemFunctionBanditRespecKraityn","Gains Kraityn's favour.","",-1707118855,""
932,"ItemFunctionBanditRespecOak","Gains Oak's favour.","",479745734,""
933,"ItemFunctionPassivePoint","Grants a Passive Skill Point","",2114255114,""
934,"ItemFunction2PassivePoints","Grants two Passive Skill Points","",752357298,""
935,"ItemFunction2RespecPoints","Grants two Passive Respec Points","",-417987965,""
936,"ItemFunctionPassivePointAnd2RespecPoints","Grants a Passive Skill Point and two Passive Respec Points","",1883333709,""
937,"ItemFunctionMavenAlteration","Allows you to call the Maven to a map from your Map Device.","",1854274428,""
938,"ItemFunctionDelevel","Reduces your character level by one and resets your experience for that level to zero.","",1328898077,""
939,"QualityMax","Item already at max quality.","",328739313,""
940,"TradeItemWithGemsWarning","Gems in items traded with an NPC will be lost.","",-1838664435,""
941,"TradeItemHasGem","Item has a socketed gem.","",-406104534,""
942,"TradeItemGemConfirmation","Place into trade anyway?","",2028163069,""
943,"TradeItemWithIncubatorWarning","Incubators applied to items will be lost when traded with an NPC.","",-1861454661,""
944,"TradeItemHasIncubator","The item you are about to trade has an Incubator applied to it.","",-1631573158,""
945,"TradeItemCosmetic","Items with cosmetic effects cannot be traded.","",1776957630,""
946,"ItemAlreadyHasCosmetic","Item already has \""{0}\""","",-294268210,""
947,"CannotApplyCosmeticBecauseUreclaimable","Cannot apply {0} because of these existing unreclaimable effects:","",-2007764949,""
948,"CannotApplyCosmeticMustReclaim","The following effects must be reclaimed before you can apply {0}:","",1283978197,""
949,"SkinTransferExplanation","This will destroy \""{0}\"" and apply its appearance to \""{1}\"". You can later recover the original item by using \""Reclaim\"" in the microtransaction stash.","",221772328,""
950,"Apply","Apply","",283787784,""
951,"CreateCharacterStateTitlebarHintChooseLeague","Choose a league by clicking on a banner below, then click OK.","",1769811364,""
952,"CreateCharacterStateTitlebarHintChooseClass","Choose a character class by clicking on an Exile.","",1592879831,""
953,"CreateCharacterStateTitlebarHintChooseName","Enter the name of your {0}. Change your class by clicking on another Exile.","",-131806518,""
954,"CreateCharacterStateNoClassSelected","No Class Selected","",-335546,""
955,"CreateCharacterStateHardcoreWarning","A character killed in Hardcore becomes a Standard character.","",-2119872137,""
956,"CreateCharacterStateHardcore","Hardcore","Toggle Hardcore",1393720665,""
957,"CreateCharacterStateAwaitingResponse","Awaiting Response...","",-301954919,""
958,"CreateCharacterStateHardcoreConfirmationTitle","Hardcore Characters","",1901415925,""
959,"CreateCharacterStateHardcoreConfirmationText","Please note that dead Hardcore characters cannot be restored for any reason (including game bugs or internet lag). Are you sure you want to create one?","",60080474,""
960,"CreateCharacterStateLeaguePasswordEmptyText","[Enter league password here]","",-1494940597,""
961,"CreateCharacterStateChallengeLeaguesTitle","Challenge Leagues","",-725701251,""
962,"CreateCharacterStateChallengeLeagueDescriptionGarena","These challenge leagues are the ideal place to play Path of Exile in a fresh economy. You can complete challenges to win prizes.","",-1766288412,""
963,"CreateCharacterStateChallengeLeagueDescription","These challenge leagues are the ideal place to play Path of Exile in a fresh economy. You can complete challenges to win prizes.","",520082022,""
964,"CreateCharacterStateNextChallengeLeagueDescriptionGarena","New challenge leagues start soon! Check the official site for more information as it is released.","",142889670,""
965,"CreateCharacterStateNextChallengeLeagueDescription","New challenge leagues start soon! Check the official site for more information as it is released.","",-106001469,""
966,"CreateCharacterStatePVPOnly","PvP-Only","",-810514002,""
967,"ObjectDisplayTextPlayer","Player","",-954200023,""
968,"ObjectDisplayTextChest","Chest","",1164420367,""
969,"ObjectDisplayTextChestDescent1","Curious Chest","",448315460,""
970,"ObjectDisplayTextChestDescent2","Alluring Chest","",-1836402112,""
971,"ObjectDisplayTextChestProvisions","Provisions","",877065291,""
972,"ObjectDisplayTextStash","Stash","",-171263204,""
973,"ObjectDisplayTextChestSarcophagus","Sarcophagus","",464145299,""
974,"ObjectDisplayTextAltar","Altar","",-1419558246,""
975,"ObjectDisplayTextAreaTransition","Area Transition","",-937519260,""
976,"ObjectDisplayTextDoor","Door","",-51174180,""
977,"ObjectDisplayTextFountain","Fountain","",479797825,""
978,"ObjectDisplayTextGuildStash","Guild Stash","",-178148103,""
979,"ObjectDisplayTextMapDevice","Map Device","",56974975,""
980,"ObjectDisplayTextMapPortal","Map Portal","",785764855,""
981,"ObjectDisplayTextDailyMissionPortal","Mission Portal","",3713233,""
982,"ObjectDisplayTextMapReturnPortal","Return to the Map Device","",1934408464,""
983,"ObjectDisplayTextNoticeboard","Noticeboard","Trade Market",-28176846,""
984,"ObjectDisplayTextPvPNoticeboard","Event Noticeboard","",1731236064,""
985,"ObjectDisplayTextTownPortal","Town Portal","",1465663929,""
986,"ObjectDisplayTextTownReturnPortal","Return To Town","",-1005011382,""
987,"ObjectDisplayTextWaypoint","Waypoint","",-556773564,""
988,"ObjectDisplayTextNPC","NPC","",-1952721924,""
989,"ObjectDisplayTextDarkAltar","Dark Altar","",-1276897250,""
990,"ObjectDisplayTextScionCage","Steel Cage","",1485303750,""
991,"ObjectDisplayTextMineEntranceSeal","Deshret's Seal","",2020647579,""
992,"ObjectDisplayTextLockedDoor","Locked Door","",-385384739,""
993,"ObjectDisplayTextSceptreOfGod","The Sceptre of God","",-547981237,""
994,"ObjectDisplayTextAncientSeal","Ancient Seal","",-1230711863,""
995,"ObjectDisplayTextPoisonTree","Tree Roots","",1366914104,""
996,"ObjectDisplayTextLooseCandle","Loose Candle","",-475523587,""
997,"ObjectDisplayTextPortal","Portal","",2051060450,""
998,"ObjectDisplayTextBlockage","Undying Blockage","",-1278681493,""
999,"ObjectDisplayTextLooseGrate","Loose Grate","",483479107,""
1000,"ObjectDisplayTextSewerGrating","Sewer Grating","",410913037,""
1001,"ObjectDisplayTextThaumeticSeal","Thaumetic Seal","",-2072177235,""
1002,"ObjectDisplayTextGlyphWall","Strange Glyph Wall","",310816683,""
1003,"ObjectDisplayTextShrine","Shrine","",1090713022,""
1004,"ObjectDisplayTextLegendsGlyph1","Heart of the Silver Monkey","",83327256,""
1005,"ObjectDisplayTextLegendsGlyph2","Hand of the Silver Monkey","",903746488,""
1006,"ObjectDisplayTextLegendsGlyph3","Head of the Silver Monkey","",621929347,""
1007,"ObjectDisplayTextLegendsGlyph4","Tail of the Silver Monkey","",624535954,""
1008,"ObjectDisplayTextLegendsGlyphMain","Silver Monkey Glyph","",-1598149278,""
1009,"ObjectDisplayTextLockedChest","Locked Chest","",1788977817,""
1010,"ObjectDisplayTextFairgravesTreasureIsland","Fairgraves","",1325680545,""
1011,"ObjectDisplayTextBlueFlag","Blue Flag","",-578514150,""
1012,"ObjectDisplayTextRedFlag","Red Flag","",-1581709622,""
1013,"ObjectDisplayTextGreenFlag","Green Flag","",899877045,""
1014,"ObjectDisplayTextHakuSpirit","Karui Spirit","",-1700673903,""
1015,"ObjectDisplayTextVinktarStaffHolder","Staff Holder","",1185261,""
1016,"ObjectDisplayTextDarkshrine","Darkshrine","",-1452007366,""
1017,"ObjectDisplayTextLabyrinthDarkshrine","Mysterious Darkshrine","",-1047721976,""
1018,"ObjectDisplayTextStatue","Statue","",855150456,""
1019,"ObjectDisplayTextAscendancyPlaque","Ascendancy Plaque","",-251045311,""
1020,"ObjectDisplayTextTrialOfAscendancyPlaque","Trial of Ascendancy Plaque","",-1121697787,""
1021,"ObjectDisplayTextChargeDisruptors","Charge Disruptor","",-1249040101,""
1022,"PlayerAccountOptionsPopup","Click to open options menu","Show Options",127705429,""
1023,"QualityItem","Superior {0}","",-657038708,""
1024,"SynthesisedItem","Synthesised {0}","",-2062584982,""
1025,"ChangePasswordStateChangePasswordButton","Change Password","",-1679193950,""
1026,"ChangePasswordStateRetypePassword","Retype New Password","",1040333552,""
1027,"ChangePasswordStateNewPassword","New Password","",1714719904,""
1028,"ChangePasswordStateOldPassword","Old Password","",-452023829,""
1029,"ChangePasswordStateMessageEnterOldPassword","Please enter your old password","",-957674454,""
1030,"ChangePasswordStateMessageEnterNewPassword","Please enter a new password","",953433851,""
1031,"ChangePasswordStateMessageOldAndNewMustDiffer","New password must be different from the old password","",1187178543,""
1032,"ChangePasswordStateMessageRetypeNewPassword","Please retype your new password in the second new password box","",-916596308,""
1033,"ChangePasswordStateMessageNewAndRetypeMustMatch","New password and retyped new password don't match","",1690260191,""
1034,"SaveChangesPromptMessage","Do you want to save the changes made to the options?","",-2015774913,""
1035,"SaveChangesPromptSave","Save","",68033234,""
1036,"SaveChangesPromptDontSave","Don't Save","",-1592901879,""
1037,"DeleteCharacterStatePrompt","Are you sure you want to delete this character?","",-205352310,""
1038,"DeleteCharacterStateStashWarning","Make sure you move all items you want to keep to your stash first.","",-2085823154,""
1039,"DeleteCharacterStateWaitingForResponse","Waiting for response...","",358354993,""
1040,"MapDeviceWindowTitle","Map Receptacle","",-2131576359,""
1041,"LabyrinthAscendancyWindowTitle","Altar of Ascendancy","",-705427116,""
1042,"CadiroOfferWindowTitle","Cadiro Offer","",2074298730,""
1043,"LabyrinthCraftingWindowTitle","Divine Font","",-1598975848,""
1044,"LabyrinthCraftingWindowDescription","Use the skull on a pair of <rgb(220,220,220)>{Gloves} to add a random Enchantment to them.","",352007813,""
1045,"LabyrinthCraftingWindowDescriptionCruel","Use the skull on a pair of <rgb(220,220,220)>{Gloves} or <rgb(220,220,220)>{Boots} to add a random Enchantment to them.","",909392667,""
1046,"LabyrinthCraftingWindowDescriptionMerciless","Use the skull on a pair of <rgb(220,220,220)>{Gloves}, <rgb(220,220,220)>{Boots} or a <rgb(220,220,220)>{Helmet} to add a random Enchantment to them.","",497892839,""
1047,"LabyrinthCraftingWindowDescriptionMap","Use the skull on a pair of <rgb(220,220,220)>{Gloves}, <rgb(220,220,220)>{Boots} or a <rgb(220,220,220)>{Helmet} to add a random Enchantment to them. The item will become <red>{Corrupted}","",-1851797353,""
1048,"LabyrinthCraftingWindowDescriptionBonus","Use the skull on a pair of <rgb(220,220,220)>{Gloves}, <rgb(220,220,220)>{Boots}, <rgb(220,220,220)>{Helmet} or <rgb(220,220,220)>{Belt} to add a random Enchantment to them.","",2123999238,""
1049,"TalismanWindowTitle","Stone Altar","",1550103845,""
1050,"TalismanWindowButton","Summon","",-996511153,""
1051,"TalismanWindowDescription","Place five different Talisman types of the same tier in this altar.","",-314418758,""
1052,"AscendancyMapWindowTitle","Trial Plaque","",-1577660319,""
1053,"AscendancyMapAreaNotComplete","{0} ({1})\n<red>{{Not Yet Completed}}","",-1104955393,""
1054,"AscendancyMapAreaComplete","{0} ({1})\n<rgb(0,255,0)>{{Completed}}","",1573964051,""
1055,"AscendancyMapUnknownArea","Unknown Area","",-89368454,""
1056,"AscendancyClassSelectorWindowDescription","Choose your Ascendancy class. You will receive two Ascendancy skill points the first time you complete each Labyrinth.","",-1894467149,""
1057,"AscendancyClassSelectorWindowNextButton","Next","",-1675137083,""
1058,"AscendancyClassSelectorWindowBackButton","Back","",1582404032,""
1059,"AscendancyClassSelectorWindowSelectButton","Ascend","",1401285121,""
1060,"AscendancyClassSelectorWindowChangeButton","Change","Change Ascendancy",-43406645,""
1061,"AscendancyClassSelectorWindowChangeButtonHoverCanChange","Because you have not used any of your Ascendancy points you have the option to change your Ascendancy class.","",690469967,""
1062,"AscendancyClassSelectorWindowChangeButtonHoverCannotChange","If you refund all of your Ascendancy points you will be given the option to change your Ascendancy class.","",38500889,""
1063,"AscendancyClassSelectorWindowCloseButtonHover","Choose Later","",377272015,""
1064,"MapDeviceWindowActivateButton","Activate","",105277144,""
1065,"CadiroOfferWindowActivateButton","Accept","",826896539,""
1066,"CadiroOfferWindowItemOnCursorError","Unable to take Cadiro's offer because there is already an item on the cursor","Unable to take Cadiro's offer because there is already an item selected in your inventory.",1076389649,""
1067,"DefaultPortalEffect","Default Portal Effect","",-1532163886,""
1068,"DefaultPortraitFrame","Default Portrait Frame","",-893760856,""
1069,"DefaultCharacterPortrait","Default Character Portrait","",-812109381,""
1070,"StashPanelTitle","Stash","",191710656,""
1071,"StashPanelSearchLabel","Highlight Items","",420269438,""
1072,"StashPanelSearchTextboxDefault","Type keywords here...","Enter keywords here...",-1063793129,""
1073,"StashPanelSearchInfo","Highlights items within the current tab that match the keywords you specify. The Gems and Microtransactions of those items are also searched. \n\nTips:\n<default>{- Type multiple keywords by separating them with a space\n- Combine space-separated text into a single keyword by enclosing it in quotation marks. e.g \""two handed mace\""\n- Search for item level by typing ilvl:X\n- Search for map tier by typing tier:X\n- Search maps by region. e.g \""Tirn's End\""\n- Search for talisman tier by typing talisman:X\n- You can press <b>{CTRL + F} as a shortcut}","Tips:\n<default>{- Separate keywords with a space. Only items with all keywords will be highlighted.\nSearching for Fire Resistance will find items that include both \""Fire\"" and \""Resistance\"", including items that contain \""added Fire Damage\"" and \""Cold Resistance\""\n\n- Use quotation marks to search for a specific phrase: e.g \""Fire Resistance\""\nThis will only show items that contain the phrase \""Fire Resistance\"" in its entirety.\nYou can search for multiple phrases by separating them with a space: e.g. \""Lightning resistance\"" \""Fire damage\"".\n\n- You can search for specific item rarities and properties: Magic Rare Unique Shaper Elder Corrupted\n\n- Filter by item level with ilvl:X\nType \""Level: 2\"" (including quotations) to find all items with level 2 and level 20-29.\n\n- Use ~ to filter for items that have a price.}",605363992,"Tips:\n<default>{- Separate keywords with a space. Only items with all keywords will be highlighted.\nSearching for Fire Resistance will find items that include both \""Fire\"" and \""Resistance\"", including items that contain \""added Fire Damage\"" and \""Cold Resistance\""\n\n- Use quotation marks to search for a specific phrase: e.g \""Fire Resistance\""\nThis will only show items that contain the phrase \""Fire Resistance\"" in its entirety.\nYou can search for multiple phrases by separating them with a space: e.g. \""Lightning resistance\"" \""Fire damage\"".\n\n- You can search for specific item rarities and properties: Magic Rare Unique Shaper Elder Corrupted\n\n- Filter by item level with ilvl:X\nType \""Level: 2\"" (including quotations) to find all items with level 2 and level 20-29.\n\n- Use ~ to filter for items that have a price.}"
1074,"StashTabRemoveOnly","{0} (Remove-only)","",-1799722204,""
1075,"StashTabRemoveOnlyDescription","This is a remove-only tab. You cannot place items into it.","",1618378608,""
1076,"StashTabPremiumPopup","Right click to customise","",1243208920,""
1077,"RevertDisplayScreenKeepChangesButton","Keep Changes","",562960950,""
1078,"RevertDisplayScreenRevertChangesButton","Revert","",137945184,""
1079,"RevertDisplayScreenApplyingDisplaySettings","Applying display settings.\r\nPlease wait...","",-2070860273,""
1080,"RevertDisplayScreenKeepChangesPrompt","Do you want to keep these display settings?","",2136158822,""
1081,"RevertDisplayScreenRevertTimer","Reverting to previous settings in: {0}","",-639078118,""
1082,"MicrotransactionPreviewWindowPurchaseSuccessful","Purchase Successful","",-520048515,""
1083,"MicrotransactionPreviewWindowYouSaveLabel","You Save:","",-1316037478,""
1084,"MicrotransactionPreviewWindowBuyPointsButton","Buy Points","",-126635701,""
1085,"MicrotransactionPreviewWindowGivePointsToGuildButton","Give Points To Guild","",-157461325,""
1086,"MicrotransactionPreviewWindowBuyPointsButtonPopup","Click to open the online shop in a web browser.","",-1842294810,""
1087,"MicrotransactionPreviewWindowGivePointsToGuildButtonPopup","Click to open a web page allowing you to give points to your guild.","",1008987891,""
1088,"MicrotransactionPreviewWindowBuyButton","Buy","",384755856,""
1089,"MicrotransactionPreviewWindowPurchasing","Purchasing...","",1051366956,""
1090,"MicrotransactionPreviewWindowMustPurchaseFromWebsite","This package must be bought through the website.\r\nClick to open the online shop in a web browser.","",132307692,""
1091,"MicrotransactionPreviewWindowPreviewVideo","Preview Video","",724766104,""
1092,"MicrotransactionPreviewWindowPreviewVideoPopup","Click to open the preview video in a web browser","",-1610297957,""
1093,"MicrotransactionPreviewWindowBuyFor","Buy as Gift","",683743189,""
1094,"MicrotransactionPreviewWindowMyself","Gift to...","",310032609,""
1095,"GuildStashPanelTitle","Guild Stash","",808837121,""
1096,"GuildStashPanelEmptyLeader","To get a guild stash tab you need to purchase one from the microtransaction shop.","",1548039566,""
1097,"GuildStashPanelEmpty","Your guild does not yet have a stash.","",-817476713,""
1098,"SellWindowTitle","Sell","",-1652664088,""
1099,"SellWindowEmptyMessage","Place your items here to offer them to the vendor","",828038372,""
1100,"Accept","Accept","",80726183,""
1101,"Decline","Decline","",116658703,""
1102,"BuyWindowTitle","Purchase","",1430846867,""
1103,"BuyWindowText","Select Items To Buy","",-161908202,""
1104,"GuildTagEditorTitle","Guild Tag Editor","",1321904598,""
1105,"GuildTagEditorDescription","Arrange Maps in the inventory below to spell out your tag.\r\nAll Maps used to create your tag will be destroyed.","",-318327583,""
1106,"GuildTagEditorUpdateButton","Update Tag","",-616228268,""
1107,"GuildTagEditorConfirmation1","Are you sure you want to change the guild tag to \""{0}\""?","",916617661,""
1108,"GuildTagEditorConfirmation2","Are you sure you want to change the guild tag from \""{0}\"" to \""{1}\""?","",1301460949,""
1109,"GuildTagEditorTagNotSet","Not Set","",-1854820385,""
1110,"GuildTagEditorNewTag","New Tag:","",1234157039,""
1111,"FriendInviteNotification","sent you a friend invite","",730960085,""
1112,"PartyInviteNotification","sent you a party invite","",-241679242,""
1113,"TradeRequestNotification","sent you a trade request","",345986357,""
1114,"ItemNoCosmeticsReclaim","Item doesn't have any cosmetic effects to reclaim.","",-1294660279,""
1115,"GuildInviteNotification","invited you to guild \""{0}\""","",1156197774,""
1116,"GemOnGroundLevel","(Level {0})","",1190454182,""
1117,"PVPQueueChallengeTitle","PvP Challenge","",-599783281,""
1118,"PVPQueueMatchmakingTitle","PvP","",1423373870,""
1119,"PVPQueueCancelButton","Leave Queue","Leave Queue <<xbox_button_y>>",-1958800276,""
1120,"PVPQueueWithdraw","Withdraw","",1508879981,""
1121,"WaitingForAccept","Waiting for {0} to accept...","",140856172,""
1122,"PVPQueueOtherPlayer","{0} other player","",-634283262,""
1123,"PVPQueueOtherPlayers","{0} other players in their party.","",-1699545073,""
1124,"PVPQueueFindingMatchFor","Finding match for {0}...","",114423058,""
1125,"PVPQueueWaitingForNextRound","Waiting for next match...","",-829633806,""
1126,"PVPMatchListJoinButton","Join","Join <<xbox_button_a>>",-1672308558,""
1127,"PVPMatchQueued","Queued...","",1290844162,""
1128,"PVPMatchListTitle","PvP Matches","",-1932397475,""
1129,"PVPMatchListCannotJoin","You cannot join this PvP match because:","",1729920047,""
1130,"PVPMatchListCannotJoinLevelTooHigh","Your level is too high","",542711685,""
1131,"PVPMatchListCannotJoinTeamTooLarge","Your team is too large","",-1352410392,""
1132,"PVPMatchListCannotJoinLevel1","You are in the first area","",-193441877,""
1133,"PVPMatchListCannotJoinWrongLeague","You are in the wrong league","",667122755,""
1134,"PVPMatchListCannotJoinQuestCap","You have progressed too far in the main story quests.","",-954971361,""
1135,"PVPMatchListCategoryName","Match Type","",-1191505891,""
1136,"PVPMatchListCategoryLevelCap","Max Level","",410378053,""
1137,"PVPMatchListCategoryNumberInQueue","# in queue","",-405231339,""
1138,"PVPReadyForNextRound","Ready for next round","",1448590866,""
1139,"PVPLeaveSpectating","Stop Spectating","",-1246892892,""
1140,"PlayerCharacterInfoLevelClass","Level {1}, {0}","",1760499940,""
1141,"PlayerCharacterInfoLevel","Level {0}","",-2025584726,""
1142,"PlayerCharacterInfoClass","Class {0}","",-1372217153,""
1143,"FriendNoteEditorTitle","Friend Note Editor","",-2044421017,""
1144,"FriendNoteEditorUpdateButton","Update","",684947062,""
1145,"FriendNoteEditorLabel","Note for friend \""{0}\""","",-1397938511,""
1146,"GuildTabPermissionsTitle","Guild Tab Permissions","",-1226243390,""
1147,"GuildTabPermissionsMemberType","Member Type","",-2071169526,""
1148,"GuildTabPermissionsAdd","Add","",1595131378,""
1149,"GuildTabPermissionsView","View","",1061681048,""
1150,"GuildTabPermissionsRemove","Remove","",255804604,""
1151,"StashTabEditorNameLabel","Name","",-1665093838,""
1152,"StashTabEditorPubliclyListedLabel","Public","",1177622236,""
1153,"TabContainerAddTabPopupText","Add a new tab","",1320954644,""
1154,"ItemCosmeticGuildStash","Items with cosmetic effects cannot be placed into the guild stash.","",-1413529383,""
1155,"ItemGuildStashConfirmation","Place into the guild stash anyway?","",-1912653784,""
1156,"PvPNotificationStatusMessageParty","challenges your party to PvP","",421030836,""
1157,"PvPNotificationStatusMessageYou","challenges you to PvP","",-666029399,""
1158,"PvPNotificationSystemChallenge","System challenges you to PvP","",539663630,""
1159,"MagicNamePrefix","{1} {0}","",1180108724,""
1160,"MagicNameSuffix","{0} {1}","",1900710560,""
1161,"MagicNamePrefixSuffix","{1} {0} {2}","",-1551467545,""
1162,"ShopPanelOnSale","On Sale","",-1573374026,""
1163,"MicrotransactionPanelTip","Purchased microtransactions are available here.","",760508470,""
1164,"CreditsLeadDesigner","Lead Designer","",1178232622,""
1165,"CreditsLeadProgrammer","Lead Programmer","",-920240645,""
1166,"CreditsLeadArtist","Lead Artist","",-58141807,""
1167,"CreditsProgramming","Programming","",-152541158,""
1168,"CreditsAdditionalProgramming","Additional Programming","",-992514978,""
1169,"CreditsArt","Art","",409805322,""
1170,"CreditsAdditionalArt","Additional Art","",317087786,""
1171,"CreditsDesign","Design","",-1400397272,""
1172,"CreditsAdditionalDesign","Additional Design","",-508273378,""
1173,"CreditsLevelDesign","Level Design","",-1730227810,""
1174,"CreditsAudio","Audio","",-1338126395,""
1175,"CreditsAdditionalAudio","Additional Audio","",1895688753,""
1176,"CreditsMusic","Music","",-1081831826,""
1177,"CreditsAdditionalMusic","Additional Music","",-1672019795,""
1178,"CreditsWriting","Writing","",-1621098989,""
1179,"CreditsAdditionalWriting","Additional Writing","",-1543136552,""
1180,"CreditsProduction","Production","",-1973680909,""
1181,"CreditsQualityAssurance","Quality Assurance","",-913347284,""
1182,"CreditsAdditionalQualityAssurance","Additional Quality Assurance","",-1666287357,""
1183,"CreditsServerAdministration","Server Administration","",554387517,""
1184,"CreditsVoiceActingDirectorAndProducer","Voice Acting Director and Producer","",-2117618868,""
1185,"CreditsVoiceActors","Voice Actors","",-415902066,""
1186,"CreditsSpecialThanks","Special Thanks","",393458167,""
1187,"CreditsFounderManagingDirector","Founder, Managing Director","",13983690,""
1188,"CreditsFounderTechnicalDirector","Founder, Technical Director","",-1263933878,""
