"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","rid","i32","i32","i32","rid","bool","[rid]","[rid]","[rid]","[rid]"
384,"vaal_aura_elemental_damage_healing","Taking Elemental Damage instead heals you. You cannot gain Vaal souls. You are Immune to Curses.","","","Gluttony of Elements","[2737,7828,746,1038,24,1910,451]","",3,"","","","",18,384,"","",1,"",1,1,"",0,"","","","","","","",4,963772416,1,0,"","",[],[],"[2737,7828,746,1038,24,1910,451]",[]
385,"kaom_warrior2_effect","",1,"","",[],1,3,"","","","",18,379,1,"",15,"",1,1,"",0,"","","","","","","",4,973996032,1,0,"","",[],[],[],[]
386,"kaom_warrior3_effect","",1,"","",[],1,3,"","","","",18,380,1,"",15,"",1,1,"",0,"","","","","","","",4,976879616,1,0,"","",[],[],[],[]
387,"fortify","You take less damage when hit","","","Fortify",[10653],1,3,"","","","",13,383,1,"",1,"",1,1,"",0,"","","","","","",1,4,984350720,1,0,"","",[],[],[10653],[3050]
388,"taunted","You deal less damage to enemies which have not taunted you.","","","Taunted","[2771,3433,4784]",1,2,"","","","",18,581,1,"",2,"",1,1,"",0,"","TauntBuff","","","","","",4,1001390080,1,0,"","",[],[],"[2771,3433,4784]",[]
389,"blackguardzombie_speedbuff","",1,"","",[],1,3,"","","","",18,381,1,"",15,"",1,1,"",0,"","","","","","","",4,1008205824,1,0,"","",[],[],[],[]
390,"kaom_fire","",1,"","",[],1,3,"","","","",18,382,1,"",15,"",1,1,"",0,"","","","","","","",4,1009647616,1,0,"","",[],[],[],[]
391,"taunt_immunity","",1,"","",[2821],1,2,"","","",1,18,0,1,"",15,"","","","",0,"","","","","","","",4,1012793344,1,0,"","",[],[],[2821],[]
392,"stacking_ignite","You're on fire","","","Ignited","[8110,1809]","",1,"","","",1,18,2,"","",2,"",1,1,"",300,"","","","","","","",2,1018167296,1,0,"","",[],[],"[8110,1809]",[]
393,"stolen_mod_buff","You have taken a random mod of a slain Rare Monster for yourself","","","Jewel Mod Thief",[],1,1,"","","","",18,262,1,"",15,"",1,1,"",0,"","","","","","","",4,1033371648,1,0,"","",[],[],[],[]
394,"ice_elemental_buff","Your Ice Golem is granting you increased Accuracy and Critical Strike Chance","","","Ice Golem","[84,554]",1,3,"","","","",18,385,1,"",1,"",1,1,"",0,"","","","","","","",4,1049755648,1,0,"","",[],[],"[84,554]",[]
395,"fire_elemental_buff","Your Flame Golem is granting you increased Damage","","","Flame Golem",[24],1,3,"","","","",18,386,1,"",1,"",1,1,"",0,"","","","","","","",4,1064042496,1,0,"","",[],[],[24],[]
396,"chaos_elemental_buff","Your Chaos Golem is granting you additional Physical Damage Reduction","","","Chaos Golem",[1038],1,3,"","","","",18,388,1,"",1,"",1,1,"",0,"","","","","","","",4,1080033280,1,0,"","",[],[],[1038],[]
397,"lightning_elemental_buff","Your Lightning Golem is granting you increased Attack and Cast Speed","","","Lightning Golem",[1910],1,3,"","","","",18,387,1,"",1,"",1,1,"",0,"","","","","","","",4,1096941568,1,0,"","",[],[],[1910],[]
398,"culling_strike_aura","You have culling strike while near allies using Kingmaker",1,"","Kingmaker's Presence",[589],1,3,"","","","",18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,1112408064,1,0,"","",[],[],[589],[]
399,"increased_item_rarity_aura","You have culling strike, increased item rarity, additional critical strike multiplier and fortify while near allies using Kingmaker","","","Kingmaker's Presence",[153],1,3,"","","","",18,443,1,"",1,"",1,1,"",0,"","","","","","","",4,1135607808,1,0,"","",[],[],[153],[]
400,"piety_fire_form_stacking_damage_taken","You take increased damage for each stack of Piety's Rage","","","Piety's Rage",[477],1,1,1,"","","",18,389,1,1,2,"",1,1,"",0,"","","","","","","",2,1152253952,1,0,"","",[],[],[477],[]
401,"enduring_cry_life_regeneration","Grants Life regeneration",1,"","Enduring Cry",[451],1,3,"","","","",18,0,1,"",15,"","","","",0,1,"","","","","","",4,1160380416,1,0,"","",[],[],[451],[]
402,"flame_golem_effects","",1,"","",[],1,3,"","","","",18,391,1,"",15,"",1,1,"",0,"","","","","","","",4,1164181504,1,0,"","",[],[],[],[]
403,"flame_golem_summoned_effects","",1,"","",[],1,3,"","","","",18,392,1,"",15,"",1,1,"",0,"","","","","","","",4,1168113664,1,0,"","",[],[],[],[]
404,"flame_golem_runic_effects","",1,"","",[],"",3,"","","","",18,393,1,"",15,"",1,1,"",0,"","","","","","","",4,1171652608,1,0,"","",[],[],[],[]
405,"new_punishment_buff","You deal more Melee Damage and have increased Attack Speed","","","Punisher","[3038,70]",1,3,"","","",1,18,394,1,"",1,"",1,1,"",0,"","","","","","","",4,1185677312,1,0,"","",[],[],"[3038,70]",[]
406,"totem_placement_buff","",1,"","",[554],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,1191706624,1,0,"","",[],[],[554],[]
407,"new_arctic_armour","Chills enemies when hit. Drops chilled ground while moving. Less fire and physical damage taken while stationary. ","",1,"Arctic Armour",[],1,2,"","","",1,18,398,1,"",1,"",1,1,"",0,"","","",1,"","","",4,1210449920,1,0,"","",[],[],[],[]
408,"new_arctic_armour_stationary","",1,"","","[3077,3078]",1,3,"","","","",18,0,1,"",1,"","","","",0,"","","","","","","",4,1216479232,1,0,"","",[],[],"[3077,3078]",[]
409,"unique_flask_lions_roar","You deal more Melee Physical Damage and Knock enemies back","","","Lion's Roar",[2760],"",3,"","","","",18,397,1,"",4,"",1,1,"",0,"","","","","","","",4,1232470016,1,0,"","",[],[],[2760],[]
410,"revenant_revive_possessed","",1,"","",[],"",3,"","","","",18,395,1,"",15,"",1,1,"",0,"","","","","","","",4,1237057536,1,0,"","",[],[],[],[]
411,"revenant_revive_explode","",1,"","",[],"",3,"","","","",18,396,1,"",15,"",1,1,"",0,"","","","","","","",4,1240334336,1,0,"","",[],[],[],[]
412,"unique_flask_chaos_damage_damages_es","Chaos damage does not bypass Energy Shield","","","Coruscating Elixir",[1205],1,3,"","","",1,18,354,1,"",4,"",1,1,"",0,"","","","","","","",4,1254752256,1,0,"","",[],[],[1205],[]
413,"unique_flask_es_regen","",1,"","Coruscating Elixir",[1056],1,3,"","","",1,18,0,1,"",4,"","","","",0,"","","","","","","",4,1259864064,1,0,"","",[],[],[1056],[]
414,"blood_rage_xandro","Life degeneration, life leech, increased rate of attack. You gain Frenzy charges for killing enemies","","","Blood Rage","[70,3104,2576,3071,352]",1,2,"","","",1,18,13,1,"",1,"",1,1,"",0,"","","","","","","",4,1282015232,1,0,"","",[],[],"[70,3104,2576,3071,352]",[]
415,"malachai_invulnerable","",1,"","Invulnerable","[140,702,869,746]",1,2,"","","","",18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,1296302080,1,0,"","",[],[],"[140,702,869,746]",[]
416,"piety_ally_beam","You are taking Lightning Damage from a Lightning Beam skill.","","","Piety Beam",[1988],1,1,"","","",1,18,265,1,"",2,"",1,1,"",0,"","","","","","","",4,1305346048,1,0,"","",[],[],[1988],[]
417,"exploding_storm_buff","",1,"","",[],1,3,"","","",1,18,402,1,"",15,"",1,1,"",0,"","","","","","","",4,1309278208,1,0,"","",[],[],[],[]
418,"diamond_storm","You always deal Critical Strikes.","","","Stinging Tempest","[348,11]",1,3,"","","",1,18,403,1,"",15,"",1,1,"",0,"","","","","","","",4,1320288256,1,0,"","",[],[],"[348,11]",[]
419,"uber_diamond_storm","You always deal Critical Strikes.","","","Scathing Tempest","[348,1065,11]",1,3,"","","",1,18,403,1,"",15,"",1,1,"",0,"","","","","","","",4,1330511872,1,0,"","",[],[],"[348,1065,11]",[]
420,"replenishing_storm","You are regenerating Life and Mana.","","","Restorative Tempest","[129,451]",1,3,"","","",1,18,404,1,"",15,"",1,1,"",0,"","","","","","","",4,1345978368,1,0,"","",[],[],"[129,451]",[]
421,"echoing_storm","Your skills are repeated.","","","Echoing Tempest","[1890,1891,214]",1,3,"","","",1,18,405,1,"",15,"",1,1,"",0,"","","","","","","",4,1355415552,1,0,"","",[],[],"[1890,1891,214]",[]
422,"divine_storm","You cannot be Damaged.","","","Divine Tempest",[140],1,3,"","","",1,18,103,1,"",15,"",1,1,"",0,"","","","","","","",4,1366687744,1,0,"","",[],[],[140],[]
423,"rarity_storm","You have increased Item Rarity and Quantity.","","","Shining Tempest","[10,11,153,151]",1,3,"","","",1,18,406,1,"",15,"",1,1,"",0,"","","","","","","",4,1382023168,1,0,"","",[],[],"[10,11,153,151]",[]
424,"uber_rarity_storm","You have increased Item Rarity and Quantity.","","","Radiating Tempest","[10,11,153,151]",1,3,"","","",1,18,406,1,"",15,"",1,1,"",0,"","","","","","","",4,1395392512,1,0,"","",[],[],"[10,11,153,151]",[]
425,"massive_storm","Your Damage and Size are increased, and you take reduced Damage.","","","Enlarging Tempest","[718,477,24,11]",1,3,"","","",1,18,407,1,"",15,"",1,1,"",0,"","","","","","","",4,1416888320,1,0,"","",[],[],"[718,477,24,11]",[]
426,"tiny_storm","Your Damage and Size are reduced, and you take increased Damage.","","","Shrinking Tempest","[718,477,24]",1,3,"","","",1,18,408,1,"",15,"",1,1,"",0,"","","","","","","",4,1436942336,1,0,"","",[],[],"[718,477,24]",[]
427,"fire_damage_storm","A portion of your Physical Damage is gained as Fire Damage, you always Ignite, and you deal increased Fire Damage.","","","Seething Tempest","[447,42,611,151]",1,3,"","","",1,18,409,1,"",15,"",1,1,"",0,"","","","","","","",4,1464336384,1,0,"","",[],[],"[447,42,611,151]",[]
428,"cold_damage_storm","A portion of your Physical Damage is gained as Cold Damage, you always Freeze, and you deal increased Cold Damage.","","","Shivering Tempest","[448,49,455,201,151]",1,3,"","","",1,18,410,1,"",15,"",1,1,"",0,"","","","","","","",4,1493958656,1,0,"","",[],[],"[448,49,455,201,151]",[]
429,"lightning_damage_storm","A portion of your Physical Damage is gained as Lightning Damage, you always Shock, and you deal increased Lightning Damage.","","","Galvanizing Tempest","[449,56,659,151]",1,3,"","","",1,18,411,1,"",15,"",1,1,"",0,"","","","","","","",4,1525678080,1,0,"","",[],[],"[449,56,659,151]",[]
430,"smoke_trail_storm","Smoke shrouds you.","","","Obscuring Tempest",[],1,3,"","","",1,18,412,1,"",15,"",1,1,"",0,"","","","","","","",4,1537474560,1,0,"","",[],[],[],[]
431,"corpse_devour_storm","Nearby corpses are devoured to heal you.","","","Devouring Tempest",[],1,3,"","","",1,18,413,1,"",15,"",1,1,"",0,"","","","","","","",4,1548222464,1,0,"","",[],[],[],[]
432,"projectile_nova_storm","You gain four additional projectiles, and you fire your projectiles in a nova. You have increased area of effect.","","","Sharding Tempest","[1783,173,434]",1,3,"","","",1,18,414,1,"",15,"",1,1,"",0,"","","","","","","",4,1571815424,1,0,"","",[],[],"[1783,173,434]",[]
433,"veil_storm","Your Elemental Resistances are Zero, and your Light radius is reduced.","","","Veiling Tempest","[2011,1214]",1,3,"","","",1,18,415,1,"",15,"",1,1,"",0,"","","","","","","",4,1590296576,1,0,"","",[],[],"[2011,1214]",[]
434,"voltaxic_storm","A portion of your Damage is Converted to Chaos Damage.","","","Abyssal Tempest","[1487,1488,1489,485,151]",1,3,"","","",1,18,416,1,"",15,"",1,1,"",0,"","","","","","","",4,1609302016,1,0,"","",[],[],"[1487,1488,1489,485,151]",[]
435,"phasing_storm","You have Phasing, allowing you to move through enemies. You have a chance to Dodge Attacks and Spells.","","","Ethereal Tempest","[1859,1938,1939]",1,3,"","","",1,18,417,1,"",15,"",1,1,"",0,"","","","","","","",4,1635647488,1,0,"","",[],[],"[1859,1938,1939]",[]
436,"corrupted_drops_storm","Items you find are Corrupted.","","","Corrupting Tempest","[3161,3164]",1,3,"","","",1,18,418,1,"",15,"",1,1,"",0,"","","","","","","",4,1650589696,1,0,"","",[],[],"[3161,3164]",[]
437,"drop_as_sell_price_storm","Non-Unique Items you find, excluding Currency, Gems and Maps drop as their sell price.","","","Transmogrifying Tempest","[3162,3165,151]",1,3,"","","",1,18,419,1,"",15,"",1,1,"",0,"","","","","","","",4,1674051584,1,0,"","",[],[],"[3162,3165,151]",[]
438,"quality_drops_storm","Items you find have Quality.","","","Refining Tempest","[3163,3166]",1,3,"","","",1,18,420,1,"",15,"",1,1,"",0,"","","","","","","",4,1688338432,1,0,"","",[],[],"[3163,3166]",[]
439,"identify_items_storm","Items you find are Identified.","","","Revealing Tempest","[3286,3285]",1,3,"","","",1,18,421,1,"",15,"",1,1,"",0,"","","","","","","",4,1702100992,1,0,"","",[],[],"[3286,3285]",[]
440,"arcane_storm","You have increased Elemental Damage and Cast Speed. You gain 10 life over one second when you cast a spell.","","","Arcane Tempest","[486,216,2023]",1,3,"","","",1,18,422,1,"",15,"",1,1,"",0,"","","","","","","",4,1725562880,1,0,"","",[],[],"[486,216,2023]",[]
441,"status_immunity_storm","You cannot be Chilled, Frozen, Ignited or Shocked. You have additional Elemental Resistances and maximum Elemental Resistances.","","","Resisting Tempest","[191,190,192,193,141,951]",1,3,"","","",1,18,423,1,"",15,"",1,1,"",0,"","","","","","","",4,1757413376,1,0,"","",[],[],"[191,190,192,193,141,951]",[]
442,"ground_spore_damage","","","","Malachai Spores",[354],1,3,"","","","",18,3,1,"",2,"",1,1,"",0,"","","","","","","",4,1769734144,1,0,"","",[],[],[354],[]
443,"flask_bonus_item_rarity","You have increased Rarity of Items Found while this flask is in effect",1,"","Item Rarity",[153],1,3,"","","","",18,0,1,"",4,"",1,"","",0,"","","","","","","",4,1786249216,1,0,"","",[],[],[153],[]
444,"map_boss_duet_enrage","",1,"","","[477,70,216,24,718]",1,3,"","","","",18,440,1,"",1,"",1,1,"",0,"","","","","","","",4,1795424256,1,0,"","",[],[],"[477,70,216,24,718]",[]
445,"ground_spores","You are taking Physical Damage while standing in Ground Spores","","","Ground Spores",[354],1,3,"","","","",18,441,"","",2,"",1,1,"",0,"","","","","","","",4,1814036480,1,0,"","",[],[],[354],[]
446,"new_phase_run","You have Phasing, allowing you to move through enemies, move faster, are less visible to enemies and deal more Melee Physical Damage. ","","","Phase Run","[1859,177,635,12443,5848]",1,2,"","","","",18,444,1,"",1,"",1,1,"",0,"","","","","","","",4,1841561600,1,0,"","",[],[],"[1859,177,635,12443,5848]",[]
447,"new_phase_run_damage","You deal more Melee Physical Damage. ","","","Phase Run Damage",[635],1,2,"","","","",18,445,1,"",1,"",1,1,"",0,"","","","","","","",4,1858207744,1,0,"","",[],[],[635],[]
448,"tempest_soul_eater","You have Soul Eater.","","","Consuming Tempest",[],1,1,"","","",1,18,424,1,"",1,"",1,1,"",0,"","","","","","","",4,1867251712,1,0,"","",[],[],[],[]
449,"static_tether","","","","Static Tether",[],1,1,"","","",1,18,447,1,"",2,"",1,1,"",0,"","","","","","","",4,1871183872,1,0,"","",[],[],[],[]
450,"flask_bonus_mana_regeneration_rate","",1,"","",[130],1,3,"","","","",18,0,1,"",4,"",1,1,"",0,"","","","","","","",4,1876951040,1,0,"","",[],[],[130],[]
451,"flask_bonus_flask_charge_recovery","",1,"","",[401],1,3,"","","","",18,0,1,"",4,"",1,1,"",0,"","","","","","","",4,1883635712,1,0,"","",[],[],[401],[]
452,"frost_bomb","You have reduced regeneration of life and energy shield, and reduced energy shield recharge rate","","","Frost Bomb","[2410,8176,138]",1,3,"","","",1,18,451,1,"",2,"",1,1,"",0,"","","","","","","",4,1903820800,1,0,"","",[],[],"[2410,8176,138]",[]
453,"lightning_bomb","You have reduced resistances to lightning damage and life regeneration.","","","Lightning Bomb","[2410,8176,138]",1,3,"","","",1,18,452,1,"",2,"",1,1,"",0,"","","","","","","",4,1923874816,1,0,"","",[],[],"[2410,8176,138]",[]
454,"borrowed_power_lightning_aura","","","","Borrowed Power",[4113],"",3,"","","","",18,5,1,"",2,"",1,1,"",0,"","","","","","","",4,1934229504,1,0,"","",[],[],[4113],[]
455,"disable_weapons_buff","You have Onslaught, and your weapons have been disabled.","","","Dancing Dervish","[3329,1755]",1,3,"","","","",18,540,1,"",2,"",1,1,"",0,"","","","","","","",4,1950089216,1,0,"","",[],[],"[3329,1755]",[]
456,"sawblade_damage","",1,"","Death Rhoomba","[2576,3071]",1,3,"","","","",18,464,"","",11,"",1,1,"",0,"","","","","","","",4,1958477824,1,0,"","",[],[],"[2576,3071]",[]
457,"usemax_mana_regen","You are Regenerating Mana","","","Mana Regeneration",[131],1,3,"","","",1,18,153,1,"",1,"",1,1,"",0,1,"","","","","","",4,1970143232,1,0,"","",[],[],[131],[]
458,"righteous_lightning","You deal lightning damage to those around you, while draining your mana.","","","Righteous Lightning","[3355,1080,554]",1,2,"","","",1,18,461,1,"",1,"",1,1,"",0,"","","","","","","",4,1989541888,1,0,"","",[],[],"[3355,1080,554]",[]
459,"righteous_lightning_aura","You are taking lightning damage from being near an enemy using Righteous Lightning","","","Righteous Lightning",[1988],"",3,"","","","",18,462,"","",2,"",1,1,"",0,"","","","","","","",4,2008154112,1,0,"","",[],[],[1988],[]
460,"life_leech_damage","You are taking chaos damage from your opponent's Life Leech",1,"","Life Leech Damage",[453],1,1,"","","",1,18,0,1,"",2,"",1,1,"",0,"","","","","","","",4,2023227392,1,0,"","",[],[],[453],[]
461,"enchantment_added_fire_damage","",1,"","","[43,44]","",3,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,2030436352,1,0,"","",[],[],"[43,44]",[]
462,"enchantment_dodge_chance","",1,"","",[1938],"",3,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,2036989952,1,0,"","",[],[],[1938],[]
463,"talisman_monster","",1,"","Talisman",[],"",3,"","","","",18,463,1,"",15,"",1,1,"",0,"","","","","","","",4,2041708544,1,0,"","",[],[],[],[]
464,"caustic_cloud","You are taking Chaos Damage from standing in Caustic Ground","","","Caustic Ground","[453,6550]",1,3,"","","","",18,12,"","",2,"",1,1,"",0,"","","","","","","",4,2055864320,1,0,"","",[],[],"[453,6550]",[]
465,"enchantment_reduced_mana_cost","",1,"","",[213],"",3,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,2063073280,1,0,"","",[],[],[213],[]
466,"enchantment_stun_avoid","",1,"","",[6108],"",3,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,2068316160,1,0,"","",[],[],[6108],[]
467,"enchantment_spell_dodge","",1,"","",[1939],"",3,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,2073690112,1,0,"","",[],[],[1939],[]
468,"enchantment_attack_and_cast_speed","",1,"","","[70,216]","",3,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,2081423360,1,0,"","",[],[],"[70,216]",[]
469,"enchantment_added_cold_damage","",1,"","","[50,51]","",3,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,2089680896,1,0,"","",[],[],"[50,51]",[]
470,"enchantment_life_leech","",1,"","",[105],"",3,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,2095972352,1,0,"","",[],[],[105],[]
471,"enchantment_life_regen","",1,"","",[451],"",3,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,2101215232,1,0,"","",[],[],[451],[]
472,"attack_speed_when_hit","",1,"","",[70],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,2106327040,1,0,"","",[],[],[70],[]
473,"negate_move_speed_increase","",1,"","",[177],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,2112094208,1,0,"","",[],[],[177],[]
474,"berserker_life_and_mana_leech","",1,"","","[105,106]",1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,2119303168,1,0,"","",[],[],"[105,106]",[]
475,"added_fire_damage","You deal a percentage of your Physical Damage as additional Fire Damage",1,"","Fire Damage",[447],1,3,"","","","",18,322,1,"",15,"",1,1,"",0,1,"","","","","","",4,2134507520,1,0,"","",[],[],[447],[]
476,"attack_and_cast_speed","You have increased Attack and Cast Speeds",1,"","Attack and Cast Speed","[70,216]",1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-2145648640,1,0,"","",[],[],"[70,216]",[]
477,"physical_damage_stacking","You have increased Physical Damage and Block Chance","","","Violent Retaliation",[4956],1,3,1,"","",1,18,503,1,1,15,"",1,1,"",0,1,"ActionRecentlyCounterBuff","","","","","",4,-2125856768,1,0,"","",[],[],[4956],[]
478,"block_chance","You have additional Block Chance",1,"","",[1085],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-2117468160,1,0,"","",[],[],[1085],[]
479,"damage","You have increased Physical Damage",1,"","",[24],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-2109603840,1,0,"","",[],[],[24],[]
480,"taunted_special","",1,"","","[477,543,4784]",1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-2103181312,1,0,"","",[],[],"[477,543,4784]",[]
481,"movement_speed","You have increased Movement Speed from a Champion","","","Inspirational",[177],1,3,"","","",1,18,465,1,1,1,"",1,1,"",0,"","","","","","","",4,-2088239104,1,0,"","",[],[],[177],[]
482,"scion_movement_speed","You have increased Movement Speed from an Ascendant","","","Inspirational",[177],1,3,"","","",1,18,465,1,1,1,"",1,1,"",0,"","","","","","","",4,-2076311552,1,0,"","",[],[],[177],[]
483,"siphon_damage","You are taking Chaos Damage Over Time","","","Essence Drain",[453],1,8,"","","",1,18,469,1,"",2,"",1,1,"",0,"","SiphonDebuff","","","","","",4,-2063335424,1,0,"","",[],[],[453],[]
484,"contagion","You are taking Chaos Damage Over Time","","","Contagion",[453],1,8,"","","",1,18,466,1,"",2,"",1,1,"",0,"","ContagionDebuff","","","","","",4,-2056126464,1,0,"","",[],[],[453],[]
485,"hinder","Your Movement Speed is reduced","","","Hinder","[177,4507]",1,3,"","","",1,18,471,1,"",2,"",1,1,"",0,"","","","","","","",4,-2046689280,1,0,"","",[],[],"[177,4507]",[]
486,"withered","You are taking increased Chaos Damage","","","Withered",[3436],1,1,1,"","",1,18,473,1,1,2,"",1,1,"",15,"","","","","","","",2,-2035810304,1,0,"","",[],[],[3436],[]
487,"siphon_leech","You are regenerating life from Essence Drain","","","Essence Drain Regeneration",[125],1,1,1,"","",1,18,469,1,1,15,"",1,1,"",0,"","","","","","","",2,-2022178816,1,0,"","",[],[],[125],[]
488,"warcry_damage_added_as_mana","A percentage of the Damage you take is added as Mana",1,"","Warcry Damage to Mana",[1077],1,3,"","","",1,18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,-2006188032,1,0,"","",[],[],[1077],[]
489,"offering_of_judgement_fire","You are taking Burning Damage","","","Offering Of Judgement",[1984],1,3,"","","",1,18,470,1,"",2,"",1,1,"",0,"","","","","","","",4,-1993342976,1,0,"","",[],[],[1984],[]
490,"offering_of_judgement_chaos","You are taking Chaos Damage Over Time","","","Offering Of Judgement",[453],1,3,"","","",1,18,475,1,"",2,"",1,1,"",0,"","","","","","","",4,-1987444736,1,0,"","",[],[],[453],[]
491,"offering_of_judgement_counter","",1,"","",[],1,1,"","",3487,1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-1982332928,1,0,"","",[],[],[],[]
492,"her_blessing","You have Her Blessing, taking 33% of your Life and Energy Shield as Fire Damage per second.","","","Her Blessing","[3490,2543]",1,3,"","","",1,18,476,1,"",2,"",1,1,"",0,"","","","","","","",4,-1964376064,1,0,"","",[],[],"[3490,2543]",[]
493,"maim","You have reduced Movement Speed from being Maimed","","","Maimed","[177,4617]",1,3,"","","","",18,504,1,"",2,"",1,1,"",0,"","","","","","","",4,-1951662080,1,0,"","",[],[],"[177,4617]",[]
494,"lightning_flask","You and nearby enemies are Shocked and your Lightning Damage is Leeched as Life.","","","Vessel of Vinktar","[3121,3122,1241,3527]",1,3,"","","",1,18,482,1,"",4,"",1,1,"",0,"","","","","","","",4,-1929904128,1,0,"","",[],[],"[3121,3122,1241,3527]",[]
495,"lightning_flask_attack_damage","You deal additional Lightning Damage with Attacks.","","","Vessel of Vinktar","[59,60]",1,3,"","","",1,18,477,1,"",4,"",1,1,"",0,"","","","","","","",4,-1912733696,1,0,"","",[],[],"[59,60]",[]
496,"lightning_flask_spell_damage","You deal additional Lightning Damage with Spells.","","","Vessel of Vinktar","[1597,1598]",1,3,"","","",1,18,477,1,"",4,"",1,1,"",0,"","","","","","","",4,-1897922560,1,0,"","",[],[],"[1597,1598]",[]
497,"lightning_flask_physical_to_lightning","A portion of your Physical Damage is converted to Lightning Damage.","","","Vessel of Vinktar",[484],1,3,"","","",1,18,477,1,"",4,"",1,1,"",0,"","","","","","","",4,-1880621056,1,0,"","",[],[],[484],[]
498,"lightning_flask_lightning_penetration","Your damage penetrates enemy Lightning Resistance.","","","Vessel of Vinktar",[595],1,3,"","","",1,18,477,1,"",4,"",1,1,"",0,"","","","","","","",4,-1866596352,1,0,"","",[],[],[595],[]
499,"lightning_flask_shock_proliferation","Your Shocks have increased effect and also affect other nearby enemies.","","","Vessel of Vinktar","[13953,3574]",1,3,"","","",1,18,477,1,"",4,"",1,1,"",0,"","","","","","","",4,-1849032704,1,0,"","",[],[],"[13953,3574]",[]
500,"shock_aura","You take increased damage while standing in the shocking aura","","","Shocking Aura","[477,478]",1,3,"","","","",2,5,"","",2,"",1,1,"",0,"","","","","","","",4,-1843265536,1,0,"","",[],[],"[477,478]",[]
501,"trap_pinned","",1,"","Spike Pinned",[354],1,3,"","","",1,18,0,1,"",2,"",1,1,"",0,"","","","","","","",4,-1836580864,1,0,"","",[],[],[354],[]
502,"enchantment_physical_to_fire","",1,"","",[447],"",3,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,-1830551552,1,0,"","",[],[],[447],[]
503,"enchantment_physical_to_cold","",1,"","",[448],"",3,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,-1824522240,1,0,"","",[],[],[448],[]
504,"enchantment_physical_to_lightning","",1,"","",[449],"",3,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,-1817837568,1,0,"","",[],[],[449],[]
505,"enchantment_added_chaos_damage","",1,"","","[64,65]","",3,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,-1810497536,1,0,"","",[],[],"[64,65]",[]
506,"stacking_increased_spell_damage","",1,"","",[25],1,1,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1803026432,1,0,"","",[],[],[25],[]
507,"templar_ascendency_movement_speed","",1,"","Ascendancy Effect (Invisible)",[177],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-1792278528,1,0,"","",[],[],[177],[]
508,"guardian_warcry","",1,"","Ascendancy Effect (Invisible)","[177,1910]",1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-1786904576,1,0,"","",[],[],"[177,1910]",[]
509,"avoid_stun_staff_aura","You are being granted Stun Avoidance by a Guardian",1,"","Staff Mastery",[6108],1,3,"","","",1,18,497,"","",1,"",1,1,"",0,1,"","","","","","",4,-1771962368,1,0,"","",[],[],[6108],[]
510,"labyrinth_lava_aura","ES normal/cruel/merciless, Life normal/cruel/merciless",1,"","Lava","[4646,4648,4650,4645,4647,4649,4872]","",3,"","","","",18,478,"","",11,"",1,1,"",0,"","","","","","","",4,-1752694784,1,0,"","",[],[],"[4646,4648,4650,4645,4647,4649,4872]",[]
511,"roomba_damage","",1,"","Death Rhoomba","[2576,3071]",1,1,"","","","",18,480,"","",11,"",1,1,"",0,"","","","","","","",4,-1741291520,1,0,"","",[],[],"[2576,3071]",[]
