"rownum","Id","Name","SpawnWeight","WorldAreasKey","Image","AchievementItemsKeys","MinTier","i32","i32","i32","[i32]","string","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool"
112,"SulphurCampsiteGeneric","Wretched Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
113,"SulphurCampsiteArmour","Wretched Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
114,"SulphurCampsiteWeapon","Wretched Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
115,"SulphurCampsiteTrinkets","Wretched Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
116,"SulphurCampsiteCurrency","Wretched Camp",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
117,"SulphurCampsiteMaps","Wretched Camp","[75,25]","","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Maps",[],1,0,3570,0,"[83,52,35]","Contains Maps","",50331648,0,1442840576,7,33554432,0,402653184,14,16777216,0,436207616,0,"","",""
118,"SulphurSandTrinkets","Dust Vents",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
119,"SulphurSandCurrency","Dust Vents",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
120,"SulphurSandMaps","Dust Vents","[75,25]","","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Maps",[],1,0,3570,0,"[83,52,35]","Contains Maps","",50331648,0,1442840576,7,33554432,0,402653184,14,16777216,0,436207616,0,"","",""
121,"LightningGolemsGeneric","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
122,"LightningGolemsGems","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],1,0,3118,0,[],"Contains Gems","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
123,"LightningGolemsLightning","Restless Rubble",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Lightning",[],2,0,748,0,[50],"Contains Lightning Items","",16777216,0,436207616,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
124,"CavernsChaosWarbands1","Renegade Camp",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/WarbandChaos",[],2,0,748,0,"[83,52,35]","Contains Chaos Items","",50331648,0,1442840576,7,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
125,"MineSandTrinkets","Dusty Chamber",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
126,"MineSandCurrency","Dusty Chamber",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
127,"MineAnimatedWeapon","Ringing Cavern",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
128,"MineAnimatedArmour","Ringing Cavern",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
129,"MineSkeletonGeneric","Buried Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
130,"MineSkeletonArmour","Buried Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
131,"MineSkeletonWeapon","Buried Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
132,"MineSkeletonTrinkets","Buried Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
133,"MineSkeletonGems","Buried Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],1,0,3118,0,[],"Contains Gems","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
134,"MineSkeletonCurrency","Buried Camp",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
135,"MineRockGolemGeneric","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
136,"MineRockGolemGems","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],1,0,3118,0,[],"Contains Gems","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
137,"MineChaosGolemGeneric","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
138,"MineChaosGolemGems","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],1,0,3118,0,[],"Contains Gems","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
139,"MineAmplifierGeneric","Abandoned Amplifier",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
140,"MineAmplifierArmour","Abandoned Amplifier",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
141,"MineAmplifierWeapons","Abandoned Amplifier",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
142,"MineAmplifierTrinkets","Abandoned Amplifier",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
143,"MineAmplifierGems","Abandoned Amplifier",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],1,0,3118,0,[],"Contains Gems","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
144,"MineAmplifierCurrency","Abandoned Amplifier",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
145,"MineSpiderGeneric","Webbed Mineshaft",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
146,"MineSpiderTrinkets","Webbed Mineshaft",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
147,"MineSpiderCurrency","Webbed Mineshaft",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
148,"MineCampsiteGeneric","Abandoned Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
149,"MineCampsiteArmour","Abandoned Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
150,"MineCampsiteWeapon","Abandoned Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
151,"MineCampsiteTrinkets","Abandoned Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
152,"MineCampsiteCurrency","Abandoned Camp",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
153,"Beyond","Pulsating Grotto",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Beyond",[],1,0,3118,0,[10],"Contains Monsters from Beyond","",16777216,0,436207616,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
154,"ForestRhoaGeneric","Nesting Grounds",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
155,"ForestRhoaArmour","Nesting Grounds",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
156,"ForestRhoaWeapon","Nesting Grounds",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
157,"ForestRhoaTrinkets","Nesting Grounds",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
158,"ForestRhoaCurrency","Nesting Grounds",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
159,"ForestRhoaBlood","Nesting Grounds",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Blood",[],2,0,748,0,[50],"Contains Physical Items","",16777216,0,436207616,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
160,"ForestCampsiteGeneric","Lifeless Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
161,"ForestCampsiteArmour","Lifeless Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
162,"ForestCampsiteWeapon","Lifeless Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
163,"ForestCampsiteTrinkets","Lifeless Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
164,"ForestCampsiteCurrency","Lifeless Camp",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
165,"ForestCampsiteMaps","Lifeless Camp","[75,25]","","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Maps",[],1,0,3570,0,"[83,52,35]","Contains Maps","",50331648,0,1442840576,7,33554432,0,402653184,14,16777216,0,436207616,0,"","",""
166,"ForestTalisman","Ritual Grounds",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Talisman",[],2,0,748,0,[],"Contains Talismans","",0,0,503316480,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
167,"ForestSandTrinkets","Dusty Grove",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
168,"ForestSandCurrency","Dusty Grove",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
169,"ForestSandMaps","Dusty Grove","[75,25]","","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Maps",[],1,0,3570,0,"[83,52,35]","Contains Maps","",50331648,0,1442840576,7,33554432,0,402653184,14,16777216,0,436207616,0,"","",""
170,"ForestNecromancerGeneric","Grim Copse",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
171,"ForestNecromancerTinkets","Grim Copse",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
172,"ForestNecromancerCurrency","Grim Copse",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
173,"ForestNecromancerMinions","Grim Copse",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Minion",[],2,0,748,0,[50],"Contains Minion or Aura Items","",16777216,0,436207616,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
174,"ForestDropbearsGeneric","Growling Grove",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
175,"ForestDropbearsArmour","Growling Grove",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
176,"ForestDropbearsWeapon","Growling Grove",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
177,"ForestDropbearsTrinkets","Growling Grove",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
178,"ForestDropbearsCurrency","Growling Grove",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
179,"ForestDevourersGeneric","Infested Thicket",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
180,"ForestDevourersArmour","Infested Thicket",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
181,"ForestDevourersWeapon","Infested Thicket",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
182,"ForestDevourersTrinkets","Infested Thicket",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
183,"ForestDevourersCurrency","Infested Thicket",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
184,"CavernsNecromancerGeneric","Necromancer's Excavation",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
185,"CavernsNecromancerTrinkets","Necromancer's Excavation",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
186,"CavernsNecromancerCurrency","Necromancer's Excavation",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
187,"CavernsNecromancerMinions","Necromancer's Excavation",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Minion",[],2,0,748,0,[50],"Contains Minion or Aura Items","",16777216,0,436207616,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
188,"CavernsBeastGeneric","Beast Burrow",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
189,"CavernsBeastArmour","Beast Burrow",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
190,"CavernsBeastWeapon","Beast Burrow",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
191,"CavernsBeastTrinkets","Beast Burrow",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
192,"CavernsBeastCurrency","Beast Burrow",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
193,"CavernsBeastMinions","Beast Burrow",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Minion",[],2,0,748,0,[50],"Contains Minion or Aura Items","",16777216,0,1409286144,15,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
194,"CavernsMossMonsterGeneric","Slumbering Boulders",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
195,"CavernsMossMonsterTrinkets","Slumbering Boulders",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
196,"CavernsMossMonsterCurrency","Slumbering Boulders",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
197,"CavernsMossMonsterGems","Slumbering Boulders",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],1,0,3118,0,[],"Contains Gems","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
198,"CavernsRockGolemGeneric","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
199,"CavernsRockGolemGems","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],1,0,3118,0,[],"Contains Gems","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
200,"CavernsChaosGolemGeneric","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
201,"CavernsChaosGolemGems","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],1,0,3118,0,[],"Contains Gems","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
202,"CavernsChaosGolemChaos","Restless Rubble",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chaos",[],2,0,748,0,[50],"Contains Chaos Items","",16777216,0,436207616,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
203,"Strongbox","Underground Stash",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Strongbox",[],2,0,748,0,[],"Contains Strongboxes","",0,0,503316480,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
204,"CavernsBestiaryYellow","Echoing Lair",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Bestiary",[],2,0,748,0,[50],"Contains Animalistic Items","",16777216,0,436207616,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
205,"CavernsBestiaryRed","Echoing Lair",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Bestiary",[],2,0,15612,0,[50],"Contains Animalistic Items","",16777216,0,436207616,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
206,"CavernsCampsiteGeneric","Mouldy Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
207,"CavernsCampsiteArmour","Mouldy Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
208,"CavernsCampsiteWeapons","Mouldy Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
209,"CavernsCampsiteTrinkets","Mouldy Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
210,"CavernsCampsiteCurrency","Mouldy Camp",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
211,"CavernsSkeletonGeneric","Musty Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
212,"CavernsSkeletonArmour","Musty Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
213,"CavernsSkeletonWeapon","Musty Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
214,"CavernsSkeletonTrinkets","Musty Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
215,"CavernsSkeletonGems","Musty Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],1,0,3118,0,[],"Contains Gems","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
216,"CavernsSkeletonCurrency","Musty Grave",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
217,"CavernsSkeletonMaps","Musty Grave","[75,25]","","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Maps",[],1,0,3570,0,"[83,52,35]","Contains Maps","",50331648,0,1442840576,7,33554432,0,402653184,14,16777216,0,436207616,0,"","",""
218,"CavernsDropbearsGeneric","Growling Den",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
219,"CavernsDropbearsArmour","Growling Den",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
220,"CavernsDropbearsWeapon","Growling Den",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
221,"CavernsDropbearsTrinkets","Growling Den",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
222,"CavernsDropbearsCurrency","Growling Den",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
223,"CavernsDevourersGeneric","Infested Warren",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
