"rownum","Id","Base_ENVFile","Corrupted_ENVFile","i32","i32","i32","i32","string","rid","rid"
235,"8_4","Metadata/EnvironmentSettings/2_3_4.env","",2387,2387,0,0,"NoMusic","",""
236,"8_4_boss","Metadata/EnvironmentSettings/2_3_4_boss.env","",2387,2387,0,0,"NoMusic","",""
237,"8_4_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
238,"8_5","Metadata/EnvironmentSettings/2_3_5.env","",2387,2387,0,0,"NoMusic","",""
239,"8_6","Metadata/EnvironmentSettings/2_3_6.env","",2387,2387,0,0,"NoMusic","",""
240,"8_7_1","Metadata/EnvironmentSettings/2_3_7_1.env","",2387,2387,0,0,"NoMusic","",""
241,"8_7_2","Metadata/EnvironmentSettings/2_3_7_2.env","",2387,2387,0,0,"NoMusic","",""
242,"8_8","Metadata/EnvironmentSettings/2_3_8.env","",2387,2387,0,0,"NoMusic","",""
243,"8_9","Metadata/EnvironmentSettings/2_3_9.env","",2387,2387,0,0,"NoMusic","",""
244,"8_10","Metadata/EnvironmentSettings/2_3_10.env","",2387,2387,0,0,"NoMusic","",""
245,"8_10_synthesis","Metadata/EnvironmentSettings/2_3_10_synthesis.env","",2387,2387,0,0,"NoMusic","",""
246,"8_11","Metadata/EnvironmentSettings/2_3_11.env","",2387,2387,0,0,"NoMusic","",""
247,"8_12_1","Metadata/EnvironmentSettings/2_3_12_1.env","",2387,2387,0,0,"NoMusic","",""
248,"8_12_2","Metadata/EnvironmentSettings/2_3_12_2.env","",2387,2387,0,0,"NoMusic","",""
249,"8_13_preboss","Metadata/EnvironmentSettings/2_3_13.env","",2387,2387,0,0,"NoMusic","",""
250,"8_13_boss","Metadata/EnvironmentSettings/2_3_13_boss.env","",2387,2387,0,0,"NoMusic","",""
251,"8_13_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
252,"8_13","Metadata/EnvironmentSettings/2_3_13_moon.env","Metadata/EnvironmentSettings/2_3_13_sun.env",2387,2387,0,0,"NoMusic",0,""
253,"9_1","Metadata/EnvironmentSettings/2_9_1.env","",2387,2387,0,0,"NoMusic","",""
254,"9_town","Metadata/EnvironmentSettings/2_9_town.env","",2387,2387,0,0,"NoMusic","",""
255,"9_2","Metadata/EnvironmentSettings/2_9_2.env","",2387,2387,0,0,"NoMusic","",""
256,"9_3","Metadata/EnvironmentSettings/2_9_3.env","",2387,2387,0,0,"NoMusic","",""
257,"9_3_event","Metadata/EnvironmentSettings/2_9_3_event.env","",2387,2387,0,0,"NoMusic","",""
258,"9_4","Metadata/EnvironmentSettings/2_9_4.env","",2387,2387,0,0,"NoMusic","",""
259,"9_4_boss1","Metadata/EnvironmentSettings/2_9_4_boss1.env","",2387,2387,0,0,"NoMusic","",""
260,"9_4_boss2","Metadata/EnvironmentSettings/2_9_4_boss2.env","",2387,2387,0,0,"NoMusic","",""
261,"9_5","Metadata/EnvironmentSettings/2_9_5.env","",2387,2387,0,0,"NoMusic","",""
262,"9_6","Metadata/EnvironmentSettings/2_9_6.env","",2387,2387,0,0,"NoMusic","",""
263,"9_7","Metadata/EnvironmentSettings/2_9_7.env","",2387,2387,0,0,"NoMusic","",""
264,"9_8","Metadata/EnvironmentSettings/2_9_8.env","",2387,2387,0,0,"NoMusic","",""
265,"9_8_synthesis","Metadata/EnvironmentSettings/2_9_8_synthesis.env","",2387,2387,0,0,"NoMusic","",""
266,"9_8_boss","Metadata/EnvironmentSettings/2_9_8_boss.env","",2387,2387,0,0,"NoMusic","",""
267,"9_8_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
268,"9_9","Metadata/EnvironmentSettings/2_9_9.env","",2387,2387,0,0,"NoMusic","",""
269,"9_10_1","Metadata/EnvironmentSettings/2_9_10_1.env","",2387,2387,0,0,"NoMusic","",""
270,"9_10_2_zone1","Metadata/EnvironmentSettings/2_9_10_2_zone1.env","",2387,2387,0,0,"NoMusic","",""
271,"9_10_2_zone2","Metadata/EnvironmentSettings/2_9_10_2_zone2.env","",2387,2387,0,0,"NoMusic","",""
272,"9_10_2_zone3","Metadata/EnvironmentSettings/2_9_10_2_zone3.env","",2387,2387,0,0,"NoMusic","",""
273,"9_10_2_zone4","Metadata/EnvironmentSettings/2_9_10_2_zone4.env","",2387,2387,0,0,"NoMusic","",""
274,"9_10_2_zone5","Metadata/EnvironmentSettings/2_9_10_2_zone5.env","",2387,2387,0,0,"NoMusic","",""
275,"9_10_2_zone6","Metadata/EnvironmentSettings/2_9_10_2_zone6.env","",2387,2387,0,0,"NoMusic","",""
276,"9_10_2_zone7","Metadata/EnvironmentSettings/2_9_10_2_zone7.env","",2387,2387,0,0,"NoMusic","",""
277,"10_town","Metadata/EnvironmentSettings/2_10_town.env","",2387,2387,0,0,"NoMusic","",""
278,"10_1","Metadata/EnvironmentSettings/2_10_1.env","",2387,2387,0,0,"NoMusic","",""
279,"10_2","Metadata/EnvironmentSettings/2_10_2.env","",2387,2387,0,0,"NoMusic","",""
280,"10_3","Metadata/EnvironmentSettings/2_10_3.env","",2387,2387,0,0,"NoMusic","",""
281,"10_4","Metadata/EnvironmentSettings/2_10_4.env","",2387,2387,0,0,"NoMusic","",""
282,"10_4_boss","Metadata/EnvironmentSettings/2_10_4_boss.env","",2387,2387,0,0,"NoMusic","",""
283,"10_4_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
284,"10_5","Metadata/EnvironmentSettings/2_10_5.env","Metadata/EnvironmentSettings/2_10_6.env",2387,2387,0,0,"NoMusic",0,""
285,"10_6","Metadata/EnvironmentSettings/2_10_6.env","",2387,2387,0,0,"NoMusic","",""
286,"10_7","Metadata/EnvironmentSettings/2_10_7.env","",2387,2387,0,0,"NoMusic","",""
287,"10_8","Metadata/EnvironmentSettings/2_10_8.env","",2387,2387,0,0,"NoMusic","",""
288,"10_9_start","Metadata/EnvironmentSettings/2_10_9_start.env","",2387,2387,0,0,"NoMusic","",""
289,"10_9","Metadata/EnvironmentSettings/2_10_9.env","",2387,2387,0,0,"NoMusic","",""
290,"10_kitava_arena","Metadata/EnvironmentSettings/2_10_kitava_arena.env","",2387,2387,0,0,"NoMusic","",""
291,"11_town","Metadata/EnvironmentSettings/2_11_town.env","",2387,2387,0,0,"NoMusic","",""
292,"11_shaper","Metadata/EnvironmentSettings/2_11_shaper_lab.env","",2387,2387,0,0,"NoMusic","",""
293,"11_shaper_trailer","Metadata/EnvironmentSettings/2_11_shaper_lab_trailer.env","",2387,2387,0,0,"NoMusic","",""
294,"11_1","Metadata/EnvironmentSettings/2_11_1.env","",2387,2387,0,0,"NoMusic","",""
295,"11_courts","Metadata/EnvironmentSettings/2_11_courts.env","",2387,2387,0,0,"NoMusic","",""
296,"11_2","Metadata/EnvironmentSettings/2_11_2.env","",2387,2387,0,0,"NoMusic","",""
297,"11_reliquary","Metadata/EnvironmentSettings/2_11_reliquary.env","",2387,2387,0,0,"NoMusic","",""
298,"11_endgame_town","Metadata/EnvironmentSettings/2_11_endgame_town.env","",2387,2387,0,0,"NoMusic","",""
299,"SideBeach1","Metadata/EnvironmentSettings/SideBeach1.env","",2387,2387,0,0,"NoMusic","",""
300,"SideCaves1","Metadata/EnvironmentSettings/SideCaves1.env","",2387,2387,0,0,"NoMusic","",""
301,"SideCaves2","Metadata/EnvironmentSettings/SideCaves2.env","",2387,2387,0,0,"NoMusic","",""
302,"SideCliff1","Metadata/EnvironmentSettings/SideCliff1.env","",2387,2387,0,0,"NoMusic","",""
303,"SideLedge1","Metadata/EnvironmentSettings/SideLedge1.env","",2387,2387,0,0,"NoMusic","",""
304,"SidePrison1","Metadata/EnvironmentSettings/SidePrison1.env","",2387,2387,0,0,"NoMusic","",""
305,"SideForestCliff1","Metadata/EnvironmentSettings/SideForestCliff1.env","",2387,2387,0,0,"NoMusic","",""
306,"SideThickforest1","Metadata/EnvironmentSettings/SideThickForest1.env","",2387,2387,0,0,"NoMusic","",""
307,"SideForestCave1","Metadata/EnvironmentSettings/SideForestCave1.env","",2387,2387,0,0,"NoMusic","",""
308,"SideForestCliff2","Metadata/EnvironmentSettings/SideForestCliff2.env","",2387,2387,0,0,"NoMusic","",""
309,"SideChurch1","Metadata/EnvironmentSettings/SideChurch1.env","",2387,2387,0,0,"NoMusic","",""
310,"SideChamber1","Metadata/EnvironmentSettings/SideChamber1.env","",2387,2387,0,0,"NoMusic","",""
311,"SideThicket1","Metadata/EnvironmentSettings/SideThicket1.env","",2387,2387,0,0,"NoMusic","",""
312,"SideInca1","Metadata/EnvironmentSettings/SideInca1.env","",2387,2387,0,0,"NoMusic","",""
313,"SideChurch2","Metadata/EnvironmentSettings/SideChurch2.env","",2387,2387,0,0,"NoMusic","",""
314,"SideDock1","Metadata/EnvironmentSettings/SideDock1.env","",2387,2387,0,0,"NoMusic","",""
315,"SideGarden1","Metadata/EnvironmentSettings/SideGarden1.env","",2387,2387,0,0,"NoMusic","",""
316,"SideTower1","Metadata/EnvironmentSettings/SideTower1.env","",2387,2387,0,0,"NoMusic","",""
317,"SideJail1","Metadata/EnvironmentSettings/SideJail1.env","",2387,2387,0,0,"NoMusic","",""
318,"SideLibrary1","Metadata/EnvironmentSettings/SideLibrary1.env","",2387,2387,0,0,"NoMusic","",""
319,"SideScepter1","Metadata/EnvironmentSettings/SideScepter1.env","",2387,2387,0,0,"NoMusic","",""
320,"SideSewer1","Metadata/EnvironmentSettings/SideSewer1.env","",2387,2387,0,0,"NoMusic","",""
321,"SideTemple1","Metadata/EnvironmentSettings/SideTemple1.env","",2387,2387,0,0,"NoMusic","",""
322,"SideTemple2","Metadata/EnvironmentSettings/SideTemple2.env","",2387,2387,0,0,"NoMusic","",""
323,"SideLunarisPart2","Metadata/EnvironmentSettings/SideLunarisPart2.env","",2387,2387,0,0,"NoMusic","",""
324,"SideWarehouse1","Metadata/EnvironmentSettings/SideWarehouse1.env","",2387,2387,0,0,"NoMusic","",""
325,"SideWarehouse2","Metadata/EnvironmentSettings/SideWarehouse2.env","",2387,2387,0,0,"NoMusic","",""
326,"SideWarehouse3","Metadata/EnvironmentSettings/SideWarehouse3.env","",2387,2387,0,0,"NoMusic","",""
327,"SideSewer4","Metadata/EnvironmentSettings/SideSewer4.env","",2387,2387,0,0,"NoMusic","",""
328,"SideChurch4","Metadata/EnvironmentSettings/SideChurch4.env","",2387,2387,0,0,"NoMusic","",""
329,"SideCaves4","Metadata/EnvironmentSettings/SideCaves4.env","",2387,2387,0,0,"NoMusic","",""
330,"SideMines4","Metadata/EnvironmentSettings/SideMines4.env","",2387,2387,0,0,"NoMusic","",""
331,"SideDriedLake","Metadata/EnvironmentSettings/SideDriedLake.env","",2387,2387,0,0,"NoMusic","",""
332,"SideAscent","Metadata/EnvironmentSettings/SideAscent.env","",2387,2387,0,0,"NoMusic","",""
333,"SideUpperSlavePens","Metadata/EnvironmentSettings/SideUpperSlavePens.env","",2387,2387,0,0,"NoMusic","",""
334,"SideOriathSquare","Metadata/EnvironmentSettings/SideOriathSquare.env","",2387,2387,0,0,"NoMusic","",""
335,"SideOriathCanals","Metadata/EnvironmentSettings/SideOriathCanals.env","",2387,2387,0,0,"NoMusic","",""
336,"SideTemplarCourts","Metadata/EnvironmentSettings/SideTemplarCourts.env","",2387,2387,0,0,"NoMusic","",""
337,"SideTorchedCourts","Metadata/EnvironmentSettings/SideTorchedCourts.env","",2387,2387,0,0,"NoMusic","",""
338,"SideInnocence","Metadata/EnvironmentSettings/SideInnocence.env","",2387,2387,0,0,"NoMusic","",""
339,"SideOssuary","Metadata/EnvironmentSettings/SideOssuary.env","",2387,2387,0,0,"NoMusic","",""
340,"SideReliquary","Metadata/EnvironmentSettings/SideReliquary.env","",2387,2387,0,0,"NoMusic","",""
341,"SideCathedralRoof","Metadata/EnvironmentSettings/SideCathedralRoof.env","",2387,2387,0,0,"NoMusic","",""
342,"SideRadiantPools","Metadata/EnvironmentSettings/SideRadiantPool.env","",2387,2387,0,0,"NoMusic","",""
343,"SideRidge","Metadata/EnvironmentSettings/SideRidge.env","",2387,2387,0,0,"NoMusic","",""
344,"SideScriptorium","Metadata/EnvironmentSettings/SideScriptorium.env","",2387,2387,0,0,"NoMusic","",""
345,"SideCauseway","Metadata/EnvironmentSettings/SideCauseway.env","",2387,2387,0,0,"NoMusic","",""
346,"SideSpiderGod","Metadata/EnvironmentSettings/SideSpiderGod.env","",2387,2387,0,0,"NoMusic","",""
347,"SidePromenade","Metadata/EnvironmentSettings/SidePromenade.env","",2387,2387,0,0,"NoMusic","",""
348,"SideBathHouse","Metadata/EnvironmentSettings/SideBathHouse.env","",2387,2387,0,0,"NoMusic","",""
349,"SideDesert","Metadata/EnvironmentSettings/SideDesert.env","",2387,2387,0,0,"NoMusic","",""
350,"SideFoothills","Metadata/EnvironmentSettings/SideFoothills.env","",2387,2387,0,0,"NoMusic","",""
351,"SideRefinery","Metadata/EnvironmentSettings/SideRefinery.env","",2387,2387,0,0,"NoMusic","",""
352,"SideBoilingLake","Metadata/EnvironmentSettings/SideBoilingLake.env","",2387,2387,0,0,"NoMusic","",""
353,"SideLawlessCourts","Metadata/EnvironmentSettings/SideLawlessCourts.env","",2387,2387,0,0,"NoMusic","",""
354,"SideFissure","Metadata/EnvironmentSettings/SideFissure.env","",2387,2387,0,0,"NoMusic","",""
355,"SideGlacier","Metadata/EnvironmentSettings/SideGlacier.env","",2387,2387,0,0,"NoMusic","",""
356,"SideIceForest","Metadata/EnvironmentSettings/SideIceForest.env","",2387,2387,0,0,"NoMusic","",""
357,"LeagueAbyss","Metadata/EnvironmentSettings/LeagueAbyss.env","",2387,2387,0,0,"NoMusic","",""
358,"LeagueAbyssBoss","Metadata/EnvironmentSettings/LeagueAbyssBoss.env","",2387,2387,0,0,"NoMusic","",""
359,"LeagueBestiary_TigerBoss","Metadata/EnvironmentSettings/LeagueBestiary_TigerBoss.env","",2387,2387,0,0,"NoMusic","",""
360,"LeagueBestiary_TigerBoss_Spirit","Metadata/EnvironmentSettings/LeagueBestiary_TigerBoss_Spirit.env","",2387,2387,0,0,"NoMusic","",""
361,"LeagueBestiary_CrabBoss","Metadata/EnvironmentSettings/LeagueBestiary_CrabBoss.env","",2387,2387,0,0,"NoMusic","",""
362,"LeagueBestiary_CrabBossCave","Metadata/EnvironmentSettings/LeagueBestiary_CrabBossCave.env","",2387,2387,0,0,"NoMusic","",""
363,"LeagueBestiary_ScorpBossUpper","Metadata/EnvironmentSettings/LeagueBestiary_ScorpBossUpper.env","",2387,2387,0,0,"NoMusic","",""
364,"LeagueBestiary_ScorpBossLower","Metadata/EnvironmentSettings/LeagueBestiary_ScorpBossLower.env","",2387,2387,0,0,"NoMusic","",""
365,"LeagueBestiary_BirdsBoss","Metadata/EnvironmentSettings/LeagueBestiary_BirdsBoss.env","",2387,2387,0,0,"NoMusic","",""
366,"Talisman_Rigwald","Metadata/EnvironmentSettings/Talisman_Rigwald.env","",2387,2387,0,0,"NoMusic","",""
367,"Prophecy_PaleCourt","Metadata/EnvironmentSettings/Prophecy_PaleCourt.env","",2387,2387,0,0,"NoMusic","",""
368,"Labyrinth_Airlock","Metadata/EnvironmentSettings/Labyrinth_Airlock.env","",2387,2387,0,0,"NoMusic","",""
369,"Labyrinth_AirlockClean","Metadata/EnvironmentSettings/Labyrinth_AirlockClean.env","",2387,2387,0,0,"NoMusic","",""
370,"Labyrinth_ElegantHouse","Metadata/EnvironmentSettings/Labyrinth_Eleganthouse.env","",2387,2387,0,0,"NoMusic","",""
371,"Labyrinth_OutdoorHouse","Metadata/EnvironmentSettings/Labyrinth_OutdoorHouse.env","",2387,2387,0,0,"NoMusic","",""
372,"Labyrinth_DryGarden","Metadata/EnvironmentSettings/Labyrinth_DryGarden.env","",2387,2387,0,0,"NoMusic","",""
373,"Labyrinth_Crypt","Metadata/EnvironmentSettings/Labyrinth_Crypt.env","",2387,2387,0,0,"NoMusic","",""
374,"Labyrinth_Prison","Metadata/EnvironmentSettings/Labyrinth_Prison.env","",2387,2387,0,0,"NoMusic","",""
375,"Labyrinth_BossPlaza","Metadata/EnvironmentSettings/Labyrinth_Boss_Plaza.env","",2387,2387,0,0,"NoMusic","",""
376,"Labyrinth_BossPre","Metadata/EnvironmentSettings/Labyrinth_Boss_Arena.env","",2387,2387,0,0,"NoMusic","",""
377,"Labyrinth_BossEnv","Metadata/EnvironmentSettings/Labyrinth_Boss.env","",2387,2387,0,0,"NoMusic","",""
378,"Labyrinth_BossSilent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
379,"Labyrinth_BossProphecy","Metadata/EnvironmentSettings/Labyrinth_Eleganthouse_prophecy.env","",2387,2387,0,0,"NoMusic","",""
380,"Labyrinth_RuinedTemple","Metadata/EnvironmentSettings/Labyrinth_RuinedTemple.env","",2387,2387,0,0,"NoMusic","",""
381,"MapManor_Perandus","Metadata/EnvironmentSettings/Map2Tier10_5Unique.env","",2387,2387,0,0,"NoMusic","",""
382,"MapPlaza","Metadata/EnvironmentSettings/MapPlaza.env","",2387,2387,0,0,"NoMusic","",""
383,"FFA","Metadata/EnvironmentSettings/FFA.env","",2387,2387,0,0,"NoMusic","",""
384,"PvPBeach","Metadata/EnvironmentSettings/pvpBeach.env","",2387,2387,0,0,"NoMusic","",""
385,"PvPForest","Metadata/EnvironmentSettings/pvpForest.env","",2387,2387,0,0,"NoMusic","",""
386,"PvPChurch","Metadata/EnvironmentSettings/pvpChurch.env","",2387,2387,0,0,"NoMusic","",""
387,"PvPPrison","Metadata/EnvironmentSettings/pvpPrison.env","",2387,2387,0,0,"NoMusic","",""
388,"PvPSewers","Metadata/EnvironmentSettings/pvpSewers.env","",2387,2387,0,0,"NoMusic","",""
389,"PvPSlums","Metadata/EnvironmentSettings/pvpSlums.env","",2387,2387,0,0,"NoMusic","",""
390,"PvPDocks","Metadata/EnvironmentSettings/pvpDocks.env","",2387,2387,0,0,"NoMusic","",""
391,"PvPBattlefront","Metadata/EnvironmentSettings/pvpBattlefront.env","",2387,2387,0,0,"NoMusic","",""
392,"PvPColosseum","Metadata/EnvironmentSettings/pvpColosseum.env","",2387,2387,0,0,"NoMusic","",""
393,"PvPTemple","Metadata/EnvironmentSettings/pvpTemple.env","",2387,2387,0,0,"NoMusic","",""
394,"EndGameAcidCaverns","Metadata/EnvironmentSettings/EndgameAcidCavens.env","",2387,2387,0,0,"NoMusic","",""
395,"EndGameAcidCaverns_synthesis","Metadata/EnvironmentSettings/EndgameAcidCavens_synthesis.env","",2387,2387,0,0,"NoMusic","",""
396,"EndGameFields","Metadata/EnvironmentSettings/EndGameFields.env","",2387,2387,0,0,"NoMusic","",""
397,"EndGameFields_boss","Metadata/EnvironmentSettings/EndGameFieldsBoss.env","",2387,2387,0,0,"NoMusic","",""
398,"EndGameFields_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
399,"EndGameAtlasPhoenix","Metadata/EnvironmentSettings/EndGameAtlasPhoenix.env","",2387,2387,0,0,"NoMusic","",""
400,"EndGameAtlasPhoenix_Boss","Metadata/EnvironmentSettings/EndGameAtlasPhoenix_Boss.env","",2387,2387,0,0,"NoMusic","",""
401,"EndGameAtlasPhoenix_End","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
402,"EndGameAtlasHydra","Metadata/EnvironmentSettings/EndGameAtlasHydra.env","",2387,2387,0,0,"NoMusic","",""
403,"EndGameAtlasHydra_Boss","Metadata/EnvironmentSettings/EndGameAtlasHydra_Boss.env","",2387,2387,0,0,"NoMusic","",""
404,"EndGameAtlasHydra_End","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
405,"EndGameAtlasMinotaur","Metadata/EnvironmentSettings/EndGameAtlasMinotaur.env","",2387,2387,0,0,"NoMusic","",""
406,"EndGameAtlasMinotaur_Boss","Metadata/EnvironmentSettings/EndGameAtlasMinotaur_Boss.env","",2387,2387,0,0,"NoMusic","",""
407,"EndGameAtlasMinotaur_End","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
408,"EndGameAtlasChimera","Metadata/EnvironmentSettings/EndGameAtlasChimera.env","",2387,2387,0,0,"NoMusic","",""
409,"EndGameAtlasChimera_Boss","Metadata/EnvironmentSettings/EndGameAtlasChimera_Boss.env","",2387,2387,0,0,"NoMusic","",""
410,"EndGameAtlasChimera_End","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
411,"EndGameAtlasShaper","Metadata/EnvironmentSettings/EndGameAtlasShaper.env","",2387,2387,0,0,"NoMusic","",""
412,"EndGameAtlasShaper_Boss","Metadata/EnvironmentSettings/EndGameAtlasShaper_boss.env","",2387,2387,0,0,"NoMusic","",""
413,"EndGameAtlasShaper_End","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
414,"EndGameAtlasShaperPrison","Metadata/EnvironmentSettings/EndGameAtlasShaperPrison.env","",2387,2387,0,0,"NoMusic","",""
415,"EndGameAtlasShaperPits","Metadata/EnvironmentSettings/EndGameAtlasShaperPits.env","",2387,2387,0,0,"NoMusic","",""
416,"EndGameAtlasShaperForest","Metadata/EnvironmentSettings/EndGameAtlasShaperForest.env","",2387,2387,0,0,"NoMusic","",""
417,"EndGameAtlasShaperBelly","Metadata/EnvironmentSettings/EndGameAtlasShaperBelly.env","",2387,2387,0,0,"NoMusic","",""
418,"EndGameAtlasShaperHouse","Metadata/EnvironmentSettings/EndGameAtlasShaperHouse.env","",2387,2387,0,0,"NoMusic","",""
419,"EndGameAtlasShaperDungeon","Metadata/EnvironmentSettings/EndGameAtlasShaperDungeon.env","",2387,2387,0,0,"NoMusic","",""
420,"EndGameAtlasShaperSceptre","Metadata/EnvironmentSettings/EndGameAtlasShaperSceptre.env","",2387,2387,0,0,"NoMusic","",""
421,"EndGameAtlasShaperBellyBosses","Metadata/EnvironmentSettings/EndGameAtlasShaperBellyBosses.env","",2387,2387,0,0,"NoMusic","",""
422,"EndGameAtlasShaperShadowBoss","Metadata/EnvironmentSettings/EndGameAtlasShaperShadowBoss.env","",2387,2387,0,0,"NoMusic","",""
423,"EndGameAtlasShaperMerveil","Metadata/EnvironmentSettings/EndGameAtlasShaperMerveil.env","",2387,2387,0,0,"NoMusic","",""
424,"EndGameAtlasShaperPitBoss","Metadata/EnvironmentSettings/EndGameAtlasShaperPitBoss.env","",2387,2387,0,0,"NoMusic","",""
425,"EndGameAtlasShaperRigwald","Metadata/EnvironmentSettings/EndGameAtlasShaperRigwald.env","",2387,2387,0,0,"NoMusic","",""
426,"EndGameAtlasShaperBruteBoss","Metadata/EnvironmentSettings/EndGameAtlasShaperBruteBoss.env","",2387,2387,0,0,"NoMusic","",""
427,"EndGameAtlasShaperGoddess","Metadata/EnvironmentSettings/EndGameAtlasShaperGoddess.env","",2387,2387,0,0,"NoMusic","",""
428,"EndGameAtlasShaperKaom","Metadata/EnvironmentSettings/EndGameAtlasShaperKaom.env","",2387,2387,0,0,"NoMusic","",""
429,"EndGameAtlasShaperAxisGeneral","Metadata/EnvironmentSettings/EndGameAtlasShaperAxisGeneral.env","",2387,2387,0,0,"NoMusic","",""
430,"EndGameAtlasShaperWeaver","Metadata/EnvironmentSettings/EndGameAtlasShaperWeaver.env","",2387,2387,0,0,"NoMusic","",""
431,"EndGameAtlasShaperSeaWitchSpark","Metadata/EnvironmentSettings/EndGameAtlasShaperSeaWitchSpark.env","",2387,2387,0,0,"NoMusic","",""
432,"EndGameAtlasShaperSeaWitchFire","Metadata/EnvironmentSettings/EndGameAtlasShaperSeaWitchFire.env","",2387,2387,0,0,"NoMusic","",""
433,"EndGameAtlasShaperPiety","Metadata/EnvironmentSettings/EndGameAtlasShaperPiety.env","",2387,2387,0,0,"NoMusic","",""
434,"EndGamePortal","Metadata/EnvironmentSettings/EndGamePortal.env","",2387,2387,0,0,"NoMusic","",""
435,"EndGamePrison1","Metadata/EnvironmentSettings/EndGamePrison.env","",2387,2387,0,0,"NoMusic","",""
436,"EndGamePrison1_synthesis","Metadata/EnvironmentSettings/EndGamePrison_synthesis.env","",2387,2387,0,0,"NoMusic","",""
437,"EndGameForest1","Metadata/EnvironmentSettings/EndGameForest.env","",2387,2387,0,0,"NoMusic","",""
438,"EndGameForestUnderground","Metadata/EnvironmentSettings/EndGameForestUndergound.env","",2387,2387,0,0,"NoMusic","",""
439,"EndGameReef","Metadata/EnvironmentSettings/EndGameReef.env","",2387,2387,0,0,"NoMusic","",""
440,"EndGameReef_synthesis","Metadata/EnvironmentSettings/EndGameReef_synthesis.env","",2387,2387,0,0,"NoMusic","",""
441,"EndGameReefPreboss","Metadata/EnvironmentSettings/EndGameReef_boss.env","",2387,2387,0,0,"NoMusic","",""
442,"EndGameReefBoss","Metadata/EnvironmentSettings/EndGameReef_boss.env","",2387,2387,0,0,"NoMusic","",""
443,"EndGameReefBoss_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
444,"EndGameLedge","Metadata/EnvironmentSettings/EndGameLedge.env","",2387,2387,0,0,"NoMusic","",""
445,"EndGameLedge2","Metadata/EnvironmentSettings/EndGameLedge2.env","",2387,2387,0,0,"NoMusic","",""
446,"EndGameLedge2_synthesis","Metadata/EnvironmentSettings/EndGameLedge2_synthesis.env","",2387,2387,0,0,"NoMusic","",""
447,"EndGameSwampFetid","Metadata/EnvironmentSettings/EndGameSwampFetid.env","",2387,2387,0,0,"NoMusic","",""
448,"EndGameSwampBog","Metadata/EnvironmentSettings/EndGameSwampBog.env","",2387,2387,0,0,"NoMusic","",""
449,"EndGameSwampBog_synthesis","Metadata/EnvironmentSettings/EndGameSwampBog_synthesis.env","",2387,2387,0,0,"NoMusic","",""
450,"EndGameSwampBog2","Metadata/EnvironmentSettings/EndGameSwampBog2.env","",2387,2387,0,0,"NoMusic","",""
451,"EndGameCaveRiver","Metadata/EnvironmentSettings/EndGameCaveRiver.env","",2387,2387,0,0,"NoMusic","",""
452,"EndGameCrystalOre","Metadata/EnvironmentSettings/EndGameCrystalOre.env","",2387,2387,0,0,"NoMusic","",""
453,"EndGameCaveTunnels","Metadata/EnvironmentSettings/EndGameCaveTunnels.env","",2387,2387,0,0,"NoMusic","",""
454,"EndGameRuinedTempleForest","Metadata/EnvironmentSettings/EndGameRuinedTempleForest.env","",2387,2387,0,0,"NoMusic","",""
455,"EndGameOvergrownRuin_boss","Metadata/EnvironmentSettings/EndGameOvergrownRuinBoss.env","",2387,2387,0,0,"NoMusic","",""
456,"EndGameOvergrownRuin_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
457,"EndGameIncaPyramid","Metadata/EnvironmentSettings/EndGameIncaPyramid.env","",2387,2387,0,0,"NoMusic","",""
458,"EndGameIncaVault","Metadata/EnvironmentSettings/EndGameIncaVault.env","",2387,2387,0,0,"NoMusic","",""
459,"EndGameCovesIsland","Metadata/EnvironmentSettings/EndGameCovesIsland.env","",2387,2387,0,0,"NoMusic","",""
460,"EndGameRockyClimb","Metadata/EnvironmentSettings/EndGameRockyClimb.env","",2387,2387,0,0,"NoMusic","",""
461,"EndGameGraveyard","Metadata/EnvironmentSettings/EndGameGraveyard.env","",2387,2387,0,0,"NoMusic","",""
462,"EndGameGraveyard_synthesis","Metadata/EnvironmentSettings/EndGameGraveyard_synthesis.env","",2387,2387,0,0,"NoMusic","",""
463,"EndGameGraveyardInside","Metadata/EnvironmentSettings/EndGameGraveyardInside.env","",2387,2387,0,0,"NoMusic","",""
