"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","i32","rid","bool","bool","[i32]","rid","rid","bool","[rid]","i32","i32"
1826,"ExileArc","",[],0.6875,0.044,"",3,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],-16843010,-16843010
1827,"PietyArc","",[],0.63,0.0565,"",3,[],[],"",0,[],"",2,800,46,"","",[],30,"","",[],-16843010,-16843010
1828,"GuardianArc","",[],0.85,0.03,"",3,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],-16843010,-16843010
1829,"ShrineArc","",[],0.6875,0.044,"",3,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],-16843010,-16843010
1830,"ShrineArcPlayer","",[],0.6875,0.044,"",3,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],-16843010,-16843010
1831,"TotemBossArc","",[],0.85,0.03,"",3,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],-16843010,-16843010
1832,"EssenceTotemArc","",[],1.08,0.046,"",3,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],-16843010,-16843010
1833,"BreachArc","",[],0.825,0.044,"",3,[],[],"",0,[],"",2,500,46,"","",[],"","","",[],-16843010,-16843010
1834,"BookArc","",[],1.08,0.046,"",3,[],[],"",0,[],"",2,500,46,"","",[],"",76,"",[],-16843010,-16843010
1835,"ClockworkGolemArc","",[],1.0625,0.03,"",3,[],[],"",0,[],"",2,500,46,"","",[],"","","",[],-16843010,-16843010
1836,"BetrayalScientistArc","",[],1.2,0.044,"",3,[],[],"",0,[],"",2,1000,46,"","",[],60,"","",[],-16843010,-16843010
1837,"AxisCasterArc","",[],0.9,0.046,"",3,[],[],"",0,[],"",2,870,46,"","",[],"","","",[],-16843010,-16843010
1838,"AxisCasterArcBlight","",[],1.4,0.046,"",3,[],[],"",0,[],"",2,870,46,"","",[],"","","",[],-16843010,-16843010
1839,"BlightTowerArc","",[],25,0.06,"",3,[],[],"",0,[],"",2,575,46,"","",[],30,"","",[],-16843010,-16843010
1840,"BlightTowerArc_buff1","",[],25,0.06,"",3,[],[],"",0,[],"",2,575,46,"","",[],30,"","",[],-16843010,-16843010
1841,"BlightTowerArc_buff2","",[],25,0.06,"",3,[],[],"",0,[],"",2,575,46,"","",[],30,"","",[],-16843010,-16843010
1842,"BlightTowerArc_buff3","",[],25,0.06,"",3,[],[],"",0,[],"",2,575,46,"","",[],30,"","",[],-16843010,-16843010
1843,"VaalSkitterbotLeap","",[],1,0,"",3,[],[],"",0,[],"",2,1000,1034,"","",[],22,"","",[],-16843010,-16843010
1844,"GSVaalSkitterbotLeapImpact","",[],0.8356,0.0591,"",3,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
1845,"ArcticArmour","",[],1,0.03,"",2,[],[],"",-751062051,[],"",2,0,461,"","",[],"","","",[],-16843010,-16843010
1846,"HailrakeArcticArmour","",[],0.85,0.03,"",2,[],[],"",0,[],"",2,500,461,"","",[],"","","",[],-16843010,-16843010
1847,"MonsterIceShield","",[],0.85,0.03,"",2,[],[],"",0,[],"",2,500,461,"","",[],"","","",[],-16843010,-16843010
1848,"MonsterIceShieldTriggered","",[],0.85,0.03,"",2,[],[],"",0,[],"",2,500,462,"","",[],"","","",[],-16843010,-16843010
1849,"MonsterIceShieldDaemon","",[],0.85,0.03,"",2,[],[],"",0,[],"",2,500,189,"","",[],"","","",[],-16843010,-16843010
1850,"MonsterIceShieldDemonBoss","",[],0.85,0.03,"",2,[],[],"",0,[],"",2,500,461,"","",[],"","","",[],-16843010,-16843010
1851,"TormentArcticArmourDaemon","",[],0.85,0.03,"",2,[],[],"",0,[],"",2,500,189,"","",[],"","","",[],-16843010,-16843010
1852,"ExileArcticArmour","",[],0.85,0.03,"",2,[],[],"",0,[],"",2,500,461,"","",[],"","","",[],-16843010,-16843010
1853,"AxisCasterArcitcArmour","",[],0.85,0.03,"",2,[],[],"",0,[],"",2,500,461,"","",[],"","","",[],-16843010,-16843010
1854,"WbArcticArmour","",[],0.85,0.03,"",2,[],[],"",0,[],"",2,500,461,"","",[],"","","",[],-16843010,-16843010
1855,"StrDexMissionArcticArmour","",[],0.85,0.03,"",2,[],[],"",0,[],"",2,500,461,"","",[],"","","",[],-16843010,-16843010
1856,"FlameTotem","",[],0.819,0.0289,"",1,[],[],"",-975023243,[],"",2,250,1169,"","",[],"","","",[],-16843010,-16843010
1857,"WbFlameTotem","",[],0.3383,0.041,"",1,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1858,"ProphecyFlameNovaTotem","",[],0.4833,0.041,"",1,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1859,"VaalMechanicalTotemFireSpray","",[],0.7,0.05,"",1,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1860,"FlameTotemBossSideArea","",[],0.2267,0.041,"",1,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1861,"WestFlameTotem","",[],0.95,0.041,"",1,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1862,"FlamebearerFlameBlue","",[],0.4833,0.041,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1863,"FlamebearerFlameGold","",[],0.4833,0.041,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1864,"FlamebearerFlameBlueInvasion","",[],0.4444,0.041,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1865,"MonsterFlameRed","",[],0.3333,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1866,"MonsterFlameRedCannibal","",[],1.4,0.037,"",4,[],[],"",0,[],"",2,333,190,"","",[],"","","",[],-16843010,-16843010
1867,"MonsterFlameRedCannibalBlight","",[],2.1,0.037,"",4,[],[],"",0,[],"",2,333,190,"","",[],"","","",[],-16843010,-16843010
1868,"MonsterFlameRedCannibalBlightBoss","",[],1,0.037,"",4,[],[],"",0,[],"",2,333,190,"","",[],"","","",[],-16843010,-16843010
1869,"MonsterFlameRedCannibalBlightBossTotem","",[],0.6,0.037,"",1,[],[],"",0,[],"",2,1000,190,"","",[],"","","",[],-16843010,-16843010
1870,"MonsterLightningSprayDexMissionBoss","",[],0.375,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1871,"MonsterLightningSpraySideAreaBoss","",[],1.5,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1872,"MonsterLightningSpraySideAreaBoss2","",[],1.5,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1873,"LightningThornsLightningSpray","",[],1.3875,0.034,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1874,"LightningThornsLightningSprayMapBoss","",[],4.65,0.0375,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1875,"EssenceMonsterLightningSpray","",[],0.6,0.04,"",4,[],[],"",0,[],"",2,150,190,"","",[],"","","",[],-16843010,-16843010
1876,"DelveMonsterLightningSpray","",[],0.3,0.045,"",4,[],[],"",0,[],"",2,150,190,"","",[],"","","",[],-16843010,-16843010
1877,"MonsterFlameRedSideArea","",[],0.2778,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1878,"MonsterFlameRedKaomsChest","",[],0.3333,0.042,"",1,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1879,"MonsterFlameRedLegends","",[],0.4231,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1880,"StrMissionMonsterFlameRed","",[],0.5833,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1881,"FireElementalFlameRedSummoned","",[],1.4,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1882,"FireElementalFlameRed","",[],0.5833,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1883,"FireElementalFlameRedMaps","",[],0.5833,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1884,"FireElementalFlameRedIzaro","",[],0.7,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1885,"TempestFireElementalFlameRed","",[],0.5833,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1886,"MonsterFlameRedBreachHellion","",[],0.5833,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1887,"ExileWitchFlameTotem","",[],0.3383,0.039,"",1,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1888,"VaalSideAreaBossFlameTotem","",[],0.3383,0.039,"",1,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1889,"ExileTemplarFlameTotem","",[],0.3383,0.041,"",1,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
1890,"BestiaryFireSpray","",[],0.4444,0.04,"",4,[],[],"",0,[],"",2,1500,190,"","",[],"","","",[],-16843010,-16843010
1891,"SupportReducedReservationUniquePrismGuardian",1,[],1,0,"",4,[],[],"",-1662840859,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
1892,"SupportReducedReservationUniqueVictariosInfluence",1,[],1,0,"",4,[],[],"",1327600518,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
1893,"SupportReducedReservationUniqueFeast",1,[],1,0,"",4,[],[],"",-404821439,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
1894,"SupportIncreasedReservationUniqueExperimentation",1,[],1,0,"",4,[],[],"",-2037321305,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
1895,"SupportChanceToFleeUniqueAlDhih",1,[],1,0,"",4,[],[],"",110709274,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
1896,"SupportRangedAttackTotem",1,"[1,15,74]",1,0,"R",1,"[14,16,26,13]",[50],"",-722506059,[],"",2,1000,"",1,"",[],"","","",[],-16843010,-16843010
1897,"BrutusHook","",[],0.85,0,"",4,[],[],"",0,[],"",2,800,191,"","",[],"","","",[],-16843010,-16843010
1898,"SupportFirePenetration",1,"[7,1]",1,0,"V",1,[],[],"",-1133825028,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
1899,"SupportColdPenetration",1,"[7,1]",1,0,"V",2,[],[],"",-443111398,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
1900,"SupportLightningPenetration",1,"[7,1]",1,0,"V",3,[],[],"",724848072,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
1901,"SupportElementalPenetration",1,"[7,1]",1,0,"l",3,[],[],"",-1062335757,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
1902,"SupportChain",1,"[19,3,45,47,91]",1,0,"c",2,[],[],"",-1285400737,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
1903,"UniqueSupportChain",1,"[19,3,45,47,91]",1,0,"",4,[],[],"",-963431774,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
1904,"SupportSplit",1,"[3,45,47]",1,0,"S",2,[],[],"",-1748573997,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
1905,"SupportFork",1,"[3,45,47]",1,0,"Y",2,[],[],"",-741780017,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
1906,"SupportReturn",1,"[3,45,47]",1,0,"R",2,[],[],"",-496754826,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
1907,"Flammability","",[],1,0,"",3,[],[],"",479399165,[],"",2,500,192,"","",[],"","","",[],-16843010,-16843010
1908,"MonsterFlammability","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,192,"","",[],"","","",[],-16843010,-16843010
1909,"NecromancerFlammability","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,192,"","",[],"","","",[],-16843010,-16843010
1910,"WbFlammability","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,192,"","",[],"","","",[],-16843010,-16843010
1911,"TempestFlammability","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,192,"","",[],"","","",[],-16843010,-16843010
1912,"PerandusFlammabilityAura","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,192,"","",[],"","","",[],-16843010,-16843010
1913,"PerandusFlammability","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,192,"","",[],"","","",[],-16843010,-16843010
1914,"GladiatorBossFlammability","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,192,"","",[],"","","",[],-16843010,-16843010
1915,"ExileFlammability","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,192,"","",[],"","","",[],-16843010,-16843010
1916,"DarkExileFlammability","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,192,"","",[],"","","",[],-16843010,-16843010
1917,"MonsterFlammabilityInvasion","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,192,"","",[],"","","",[],-16843010,-16843010
1918,"FlammabilityInvasionGuardian","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,192,"","",[],"","","",[],-16843010,-16843010
1919,"Frostbite","",[],1,0,"",3,[],[],"",-1839121794,[],"",2,500,193,"","",[],"","","",[],-16843010,-16843010
1920,"MonsterFrostbite","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,193,"","",[],"","","",[],-16843010,-16843010
1921,"NecromancerFrostbite","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,193,"","",[],"","","",[],-16843010,-16843010
1922,"WbFrostbite","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,193,"","",[],"","","",[],-16843010,-16843010
1923,"TempestFrostbite","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,193,"","",[],"","","",[],-16843010,-16843010
1924,"ExileFrostbite","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,193,"","",[],"","","",[],-16843010,-16843010
1925,"MonsterFrostbiteTrapSideAreaBoss","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,193,"","",[],"","","",[],-16843010,-16843010
1926,"Conductivity","",[],1,0,"",3,[],[],"",-1427637271,[],"",2,500,194,"","",[],"","","",[],-16843010,-16843010
1927,"MonsterConductivity","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,194,"","",[],"","","",[],-16843010,-16843010
1928,"InvisibleConductivityZone","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,194,"","",[],"","","",[],-16843010,-16843010
1929,"InvisibleFrostbiteZone","",[],0.85,0,"",3,[],[],"",0,[],"",2,50,193,"","",[],"","","",[],-16843010,-16843010
1930,"NecromancerConductivity","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,194,"","",[],"","","",[],-16843010,-16843010
1931,"WbConductivity","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,194,"","",[],"","","",[],-16843010,-16843010
1932,"ProphecyTotemBossConductivity","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,194,"","",[],"","","",[],-16843010,-16843010
1933,"TempestConductivity","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,194,"","",[],"","","",[],-16843010,-16843010
1934,"ExileConductivity","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,194,"","",[],"","","",[],-16843010,-16843010
1935,"DarkExileConductivity","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,194,"","",[],"","","",[],-16843010,-16843010
1936,"MonsterConductivityInvasion","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,194,"","",[],"","","",[],-16843010,-16843010
1937,"MonsterConductivityOnDeath","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,194,"","",[],"","","",[],-16843010,-16843010
1938,"MonsterLightningThorns","",[],1.8,0.034,"",4,[],[],"",0,[],"",2,2000,195,"","",[],45,"","",[],-16843010,-16843010
1939,"MonsterColdThorns","",[],1.0091,0.034,"",4,[],[],"",0,[],"",2,1000,195,"","",[],"","","",[],-16843010,-16843010
1940,"MapBossLightningThorns","",[],3.1,0.0375,"",4,[],[],"",0,[],"",2,2500,195,"","",[],"","","",[],-16843010,-16843010
1941,"DemonFemaleRangedProjectile","",[],0.85,0,"",4,[],[],"",0,[],"",2,2000,196,"","",[],"","","",[],-16843010,-16843010
1942,"DemonFemaleRangedProjectile2","",[],0.85,0,"",4,[],[],"",0,[],"",2,2000,196,"","",[],"","","",[],-16843010,-16843010
1943,"DemonFemaleRangedProjectileInvasion","",[],0.85,0,"",4,[],[],"",0,[],"",2,2000,196,"","",[],"","","",[],-16843010,-16843010
1944,"StatueSpearThrow","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,197,"","",[],"","","",[],-16843010,-16843010
1945,"StatueSpearThrowGold","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,197,"","",[],"","","",[],-16843010,-16843010
1946,"StatueSummonWaterElementals","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,198,"","",[],"","","",[],-16843010,-16843010
1947,"MonsterSummonWaterElementals","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,198,"","",[],"","","",[],-16843010,-16843010
1948,"SummonWaterElementalsSideAreaBoss","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,198,"","",[],"","","",[],-16843010,-16843010
1949,"SeaWitchSummonSeaWitch","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,181,"","",[],"","","",[],-16843010,-16843010
1950,"SeaWitchSummonSeaWitchInvasion","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,181,"","",[],"","","",[],-16843010,-16843010
1951,"SeaWitchSummonSpawnTiny","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,181,"","",[],"","","",[],-16843010,-16843010
1952,"BallLightning","",[],0.7316,0.0349,"",3,[],[],"",-1358339299,[],"",2,700,199,"","",[],"","","",[],-16843010,-16843010
1953,"ExileBallLightning","",[],0.378,0.034,"",3,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1954,"VaalMechanicalTotemBallLightning","",[],0.7,0.05,"",3,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1955,"TalismanBallLightning","",[],0.378,0.034,"",3,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1956,"IzaroDaemonBallLightning","",[],0.378,0.034,"",3,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1957,"IzaroChronosStatueBallLightning","",[],0.378,0.034,"",3,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1958,"WbBallLightning","",[],0.378,0.034,"",3,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1959,"PerandusBallLightning","",[],0.5,0.034,"",3,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1960,"ProphecyBallLightning","",[],0.4125,0.045,"",3,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1961,"TemplarJudgeBallLightning","",[],0.33,0.045,"",3,[],[],"",0,[],"",2,1600,199,"","",[],"","","",[],-16843010,-16843010
1962,"AtlasCrusaderJudgeBallLightning","",[],0.4125,0.045,"",3,[],[],"",0,[],"",2,1600,199,"","",[],"","","",[],-16843010,-16843010
1963,"LegionTemplarJudgeBallLightning","",[],0.5156,0.045,"",3,[],[],"",0,[],"",2,1600,199,"","",[],"","","",[],-16843010,-16843010
1964,"ClockworkGolemBallLightning","",[],0.4125,0.045,"",3,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1965,"MaelstromCellBossBallLightning","",[],0.5375,0.045,"",3,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1966,"CelestialBallLightningShaperInfluence","",[],0.4125,0.045,"",3,[],[],"",0,[],"",2,1000,199,"","",[],"","","",[],-16843010,-16843010
1967,"CelestialBallLightningShaperInfluenceDaemon","",[],0.5375,0.045,"",3,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1968,"StrMissionTotemBallLighning","",[],0.775,0.045,"",4,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1969,"ExileMarauderTotemBallLighning","",[],0.775,0.04,"",4,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1970,"BloodlinesGhostTotemBallLightning","",[],0.775,0.045,"",4,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1971,"StrMissionBallLightning","",[],0.35,0.038,"",4,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1972,"BeyondDemonBallLightning1","",[],0.4125,0.0485,"",4,[],[],"",0,[],"",2,1000,200,"","",[],"","","",[],-16843010,-16843010
1973,"BeyondDemonBallLightning2","",[],0.4125,0.0485,"",4,[],[],"",0,[],"",2,1000,200,"","",[],"","","",[],-16843010,-16843010
1974,"BeyondDemonBallLightning3","",[],0.4125,0.0485,"",4,[],[],"",0,[],"",2,1000,200,"","",[],"","","",[],-16843010,-16843010
1975,"BeyondDemonBallLightning4","",[],0.4125,0.0485,"",4,[],[],"",0,[],"",2,1000,200,"","",[],"","","",[],-16843010,-16843010
1976,"PietyBallLightning","",[],0.8034,0.048,"",4,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1977,"RootSpiderBallLightning","",[],0.4005,0.05,"",4,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1978,"DarkExileBallLightning","",[],0.45,0.05,"",4,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1979,"IncaBossBallLightning","",[],0.3125,0.058,"",4,[],[],"",0,[],"",2,3600,93,"","",[],"","","",[],-16843010,-16843010
1980,"WestBallLightning","",[],0.45,0.048,"",4,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1981,"StrDexMissionBallLightningTrap","",[],0.3125,0.049,"",4,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1982,"ExileBallLightningTrap","",[],0.3125,0.04,"",4,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1983,"DexMissionBallLightningOnDeath","",[],0.3125,0.049,"",4,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1984,"WbBallLightningOnDeath","",[],0.375,0.049,"",4,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1985,"ProphecyTotemBossBallLightningOnDeath","",[],0.375,0.049,"",4,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1986,"AutonomousBallLightningTrap","",[],0.3125,0.049,"",4,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1987,"ProphecyBossBallLightning","",[],0.75,0.049,"",4,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1988,"ProphecyBossBallLightningOnceDaemon","",[],0.75,0.049,"",4,[],[],"",0,[],"",2,800,199,"","",[],"","","",[],-16843010,-16843010
1989,"EssenceDaemonBallLightning","",[],0.6625,0.049,"",4,[],[],"",0,[],"",2,50,199,"","",[],"","","",[],-16843010,-16843010
1990,"SynthesisGuardianBallLightning","",[],1,0.049,"",4,[],[],"",0,[],"",2,1330,199,"","",[],20,"","",[],-16843010,-16843010
1991,"AfflictionMinionBallLightning","",[],1,0.049,"",4,[],[],"",0,[],"",2,2500,199,"","",[],24,"","",[],-16843010,-16843010
1992,"SandLeaperMetamorphosisBallLightning","",[],0.25,0.05,"",3,[],[],"",0,[],"",2,1000,199,"","",[],20,"","",[],-16843010,-16843010
1993,"HarvestSquidBallLightning","",[],0.5,0.05,"",4,[],[],"",0,[],"",2,2670,199,"","",[],"","","",[],-16843010,-16843010
1994,"HeistTemplarCasterBallLightning","",[],0.5,0.05,"",4,[],[],"",0,[],"",2,1333,199,"","",[],34,"","",[],-16843010,-16843010
1995,"PietyFireForm","",[],1.3333,0.053,"",4,[],[],"",0,[],"",2,1000,201,"","",[],"","","",[],-16843010,-16843010
1996,"PietyIceForm","",[],1.0909,0.053,"",4,[],[],"",0,[],"",2,1000,202,"","",[],"","","",[],-16843010,-16843010
1997,"PietySummonBloodElementals","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,203,"","",[],"","","",[],-16843010,-16843010
1998,"AxisClaimSoldierMinions","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,204,"","",[],"","","",[],-16843010,-16843010
1999,"Incinerate","",[],0.6747,0.032,"",3,[],[],"",2133223686,[],"",2,200,206,"","",[],"","","",[],-16843010,-16843010
2000,"IncinerateBlackguardCleric","",[],0.6747,0.032,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],-16843010,-16843010
2001,"IncinerateBlackguardClericBoss","",[],0.6747,0.032,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],-16843010,-16843010
2002,"BlightTowerIncinerate","",[],0.8,0.04,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],-16843010,-16843010
2003,"IncinerateCannibalMale","",[],0.2222,0.0325,"",3,[],[],"",0,[],"",2,200,205,"","",[],"","","",[],-16843010,-16843010
2004,"IncinerateSpiralDexMissionBoss","",[],0.6444,0.048,"",3,[],[],"",0,[],"",2,200,205,"","",[],"","","",[],-16843010,-16843010
2005,"IncinerateSpiralStrMissionTotem","",[],0.5889,0.0475,"",3,[],[],"",0,[],"",2,200,205,"","",[],"","","",[],-16843010,-16843010
2006,"IncinerateSpiralBloodlinesGhostTotemLightning","",[],0.6625,0.0475,"",3,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
2007,"IncinerateNovaInvasion","",[],0.0722,0.033,"",3,[],[],"",0,[],"",2,200,205,"","",[],"","","",[],-16843010,-16843010
2008,"ExileIncinerate","",[],0.2222,0.0325,"",3,[],[],"",0,[],"",2,200,205,"","",[],"","","",[],-16843010,-16843010
2009,"ExileIncinerateTotem","",[],0.2,0.031,"",3,[],[],"",0,[],"",2,200,205,"","",[],"","","",[],-16843010,-16843010
2010,"WbIncinerate","",[],0.3889,0.0425,"",3,[],[],"",0,[],"",2,200,205,"","",[],"","","",[],-16843010,-16843010
2011,"AxisClericIncinerate","",[],0.3889,0.0425,"",3,[],[],"",0,[],"",2,200,205,"","",[],"","","",[],-16843010,-16843010
2012,"AxisClericBossIncinerate","",[],0.3889,0.0425,"",3,[],[],"",0,[],"",2,3970,205,"","",[],"","","",[],-16843010,-16843010
2013,"AxisClericBossIncinerateKitava","",[],0.3889,0.0425,"",3,[],[],"",0,[],"",2,3970,205,"","",[],"","","",[],-16843010,-16843010
2014,"IzaroDaemonIncinerate","",[],0.4444,0.04,"",3,[],[],"",0,[],"",2,200,205,"","",[],"","","",[],-16843010,-16843010
2015,"TalismanT2IncinerateBlue","",[],0.3889,0.0425,"",3,[],[],"",0,[],"",2,200,205,"","",[],"","","",[],-16843010,-16843010
2016,"BeaconTotemIncinerate","",[],0.8333,0.042,"",3,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],-16843010,-16843010
2017,"FigureheadChestBossIncinerate","",[],0.4444,0.04,"",3,[],[],"",0,[],"",2,200,836,"","",[],"","","",[],-16843010,-16843010
2018,"AbyssLichProjectileChannel","",[],0.4,0.04,"",3,[],[],"",0,[],"",2,4000,836,"","",[],"","","",[],-16843010,-16843010
