"rownum","BetrayalDialogueCueKey","i32","i32","i32","i32","i32","[i32]","rid","i32","rid","[rid]","rid","bool","[i32]","[rid]","bool","[i32]","rid","[rid]"
319,10,0,0,0,5,8,"[2,4]","",300,"",[],"","",[],[],"",[],2614,[]
320,10,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],2615,[]
321,10,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],2616,[]
322,10,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],2617,[]
323,10,0,0,0,8,1,[],"",300,"",[],"","",[],"[3,13,15,14]","",[],2618,[]
324,10,0,0,0,8,2,[],"",300,"",[],"","",[],[7],"",[],2619,[]
325,10,0,0,0,8,3,[],"",300,"",[],"","",[],[4],"",[],2620,[]
326,10,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],2621,[]
327,10,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],2622,[]
328,10,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],2623,[]
329,10,0,0,0,9,0,[],"",100,"",[],"","",[],[3],"",[],2624,[]
330,10,0,0,0,9,1,[],"",100,"",[],"","",[],[7],"",[],2625,[]
331,10,0,0,0,9,2,[],"",100,"",[],"","",[],"[4,13,14,15]","",[],2626,[]
332,10,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],2627,[]
333,10,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],2628,[]
334,10,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],2629,[]
335,10,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],2630,[]
336,10,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],2631,[]
337,10,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],2632,[]
338,10,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],2633,[]
339,10,0,0,0,6,4,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],2634,[]
340,10,0,0,0,6,5,[],2,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2635,[]
341,10,0,0,0,6,6,[],12,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2636,[]
342,10,0,0,0,6,7,[],14,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2637,[]
343,10,0,0,0,6,8,[],15,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2638,[]
344,10,0,0,0,6,9,[],16,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2639,[]
345,10,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],2640,[]
346,10,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],2641,[]
347,10,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],2642,[]
348,10,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],2643,[]
349,10,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],2644,[]
350,10,0,0,0,7,1,[],"",100,"",[],"","",[],[],"",[],2645,[]
351,10,0,0,0,7,2,[],1,1000,"",[],"","",[],[],1,[],2646,[]
352,10,0,0,0,7,3,[],2,1000,"",[],"","",[],[],1,[],2647,[]
353,10,0,0,0,7,4,[],4,1000,"",[],"","",[],[],1,[],2648,[]
354,10,0,0,0,7,5,[],15,1000,"",[],"","",[],[],1,[],2649,[]
355,10,0,0,0,7,6,[],16,1000,"",[],"","",[],[],1,[],2650,[]
356,10,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],2651,[]
357,10,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],2652,[]
358,10,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],2653,[]
359,10,0,0,0,12,0,[],"",100,"",[1],"","",[],[],"",[],2654,[]
360,10,0,0,0,12,1,[],"",100,"",[2],"","",[],[],"",[],2655,[]
361,10,0,0,0,12,2,[],"",100,"",[0],"","",[],[],"",[],2656,[]
362,10,0,0,0,14,0,[],"",100,"",[],"","",[],[],"",[],2657,[]
363,10,0,0,0,0,18,[9],"",100,"",[],"",1,[],[],"",[],2658,[]
364,10,0,0,0,5,11,[],"",100,"",[],"",1,[],[],"",[],2659,[]
365,10,0,0,0,9,6,[],"",100,"",[],"",1,[],[],"",[],2660,[]
366,10,0,0,0,11,3,[],"",100,"",[],"",1,[],[],"",[],2661,[]
367,10,0,0,0,12,3,[],"",100,"",[],"",1,[],[],"",[],2662,[]
368,12,0,0,0,0,0,[],"",10,"",[],"","",[],[],1,[9],2669,[]
369,12,0,0,0,0,1,[],"",100,1,[],"","",[],[],"",[],2670,[]
370,12,0,0,0,0,2,[],"",100,2,[],"","",[],[],"",[],2671,[]
371,12,0,0,0,0,3,[],"",100,4,[],"","",[],[],"",[],2672,[]
372,12,0,0,0,0,4,[],"",100,3,[],"","",[],[],"",[],2673,[]
373,12,0,0,0,0,5,[1],"",300,"",[],"","",[],[],"",[],2674,[]
374,12,0,0,0,0,6,[3],"",300,"",[],"","",[],[],"",[],2675,[]
375,12,0,0,0,0,7,[5],"",300,"",[],"","",[],[],"",[],2676,[]
376,12,0,0,0,0,8,[6],"",300,"",[],"","",[],[],"",[],2677,[]
377,12,0,0,0,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],2678,[]
378,12,0,0,0,0,10,[],"",100,"",[],49,"",[],[],"",[],2679,[]
379,12,0,0,0,0,11,[],"",100,"",[],4,"",[],[],"",[],2680,[]
380,12,0,0,0,0,12,[],"",100,"",[],48,"",[],[],"",[],2681,[]
381,12,0,0,0,0,13,[],"",100,"",[],10,"",[],[],"",[],2682,[]
382,12,0,0,0,0,14,[],"",100,"",[],1,"",[],[],"",[],2683,[]
383,12,0,0,0,13,0,[],"",10,"",[],"","",[],[],1,[],2684,[]
384,12,0,0,0,1,0,[],"",100,1,"[1,2]","","",[],[],"",[],2685,[]
385,12,0,0,0,1,1,[],"",100,2,"[1,2]","","",[],[],"",[],2686,[]
386,12,0,0,0,1,2,[],"",100,4,"[1,2]","","",[],[],"",[],2687,[]
387,12,0,0,0,1,3,[],"",100,3,"[1,2]","","",[],[],"",[],2688,[]
388,12,0,0,0,1,4,[],"",100,"","[1,2]","","",[],[],"",[],2689,[]
389,12,0,0,0,1,5,[],"",100,"","[1,2]","","",[],[],"",[],2690,[]
390,12,0,0,0,1,6,[],3,1000,"","[1,2]","","",[],[],1,[],2691,[]
391,12,0,0,0,1,7,[],8,1000,"","[1,2]","","",[],[],1,[],2692,[]
392,12,0,0,0,1,8,[],9,1000,"","[1,2]","","",[],[],1,[],2693,[]
393,12,0,0,0,1,9,[],"",100,"","[1,2]","","",[],[],"",[],2694,[]
394,12,0,0,0,1,10,[],17,1000,"","[1,2]","","",[],[],1,[],2695,[]
395,12,0,0,0,1,11,[],"",100,1,[0],"","",[],[],"",[],2696,[]
396,12,0,0,0,1,12,[],"",100,2,[0],"","",[],[],"",[],2697,[]
397,12,0,0,0,1,13,[],"",100,4,[0],"","",[],[],"",[],2698,[]
398,12,0,0,0,1,14,[],"",100,3,[0],"","",[],[],"",[],2699,[]
399,12,0,0,0,1,15,[],9,1000,"",[0],"","",[],[],1,[],2700,[]
400,12,0,0,0,1,16,[],10,1000,"",[0],"","",[],[],1,[],2701,[]
401,12,0,0,0,1,17,[],6,1000,"",[0],"","",[],[],1,[],2702,[]
402,12,0,0,0,1,18,[],11,1000,"",[0],"","",[],[],1,[],2703,[]
403,12,0,0,0,1,19,[],15,1000,"",[0],"","",[],[],1,[],2704,[]
404,12,0,0,0,1,20,[],"",100,"",[0],"","",[],[],"",[],2705,[]
405,12,0,0,0,2,0,[],"",100,1,[0],"","",[],[],"",[],2706,[]
406,12,0,0,0,2,1,[],"",100,2,[0],"","",[],[],"",[],2707,[]
407,12,0,0,0,2,2,[],"",100,4,[0],"","",[],[],"",[],2708,[]
408,12,0,0,0,2,3,[],"",100,3,[0],"","",[],[],"",[],2709,[]
409,12,0,0,0,2,4,[],8,1000,"",[0],"","",[],[],1,[],2710,[]
410,12,0,0,0,2,5,[],9,1000,"",[0],"","",[],[],1,[],2711,[]
411,12,0,0,0,2,6,[],10,1000,"",[0],"","",[],[],1,[],2712,[]
412,12,0,0,0,2,7,[],13,1000,"",[0],"","",[],[],1,[],2713,[]
413,12,0,0,0,2,8,[],14,1000,"",[0],"","",[],[],1,[],2714,[]
414,12,0,0,0,2,9,[],"",100,"",[0],"","",[],[],"",[],2715,[]
415,12,0,0,0,1,21,[7],"",100,1,[],"","",[],[],"",[],2716,[]
416,12,0,0,0,1,22,[7],"",100,2,[],"","",[],[],"",[],2717,[]
417,12,0,0,0,1,23,[7],"",100,4,[],"","",[],[],"",[],2718,[]
418,12,0,0,0,1,24,[7],"",100,3,[],"","",[],[],"",[],2719,[]
419,12,0,0,0,1,25,[7],3,1000,"",[],"","",[],[],1,[],2720,[]
420,12,0,0,0,1,26,[7],9,1000,"",[],"","",[],[],1,[],2721,[]
421,12,0,0,0,1,27,[7],13,1000,"",[],"","",[],[],1,[],2722,[]
422,12,0,0,0,1,28,[7],14,1000,"",[],"","",[],[],1,[],2723,[]
423,12,0,0,0,1,29,[7],15,1000,"",[],"","",[],[],1,[],2724,[]
424,12,0,0,0,1,30,[7],"",100,"",[],"","",[],[],"",[],2725,[]
425,12,0,0,0,3,0,[],"",100,1,[],"","",[],[],"",[],2726,[]
426,12,0,0,0,3,1,[],"",100,2,[],"","",[],[],"",[],2727,[]
427,12,0,0,0,3,2,[],"",100,4,[],"","",[],[],"",[],2728,[]
428,12,0,0,0,3,3,[],"",100,3,[],"","",[],[],"",[],2729,[]
429,12,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],2730,[]
430,12,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],2731,[]
431,12,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],2732,[]
432,12,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],2733,[]
433,12,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],2734,[]
434,12,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],2735,[]
435,12,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],2736,[]
436,12,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],2737,[]
437,12,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],2738,[]
438,12,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],2739,[]
439,12,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],2740,[]
440,12,0,0,0,5,8,"[2,4]","",300,"",[],"","",[],[],"",[],2741,[]
441,12,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],2742,[]
442,12,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],2743,[]
443,12,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],2744,[]
444,12,0,0,0,8,1,[],"",300,"",[],"","",[],[3],"",[],2745,[]
445,12,0,0,0,8,2,[],"",300,"",[],"","",[],[7],"",[],2746,[]
446,12,0,0,0,8,3,[],"",300,"",[],"","",[],[4],"",[],2747,[]
447,12,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],2748,[]
448,12,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],2749,[]
449,12,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22,13,14,15]","",[],2750,[]
450,12,0,0,0,9,0,[],"",100,"",[],"","",[],[3],"",[],2751,[]
451,12,0,0,0,9,1,[],"",100,"",[],"","",[],[7],"",[],2752,[]
452,12,0,0,0,9,2,[],"",100,"",[],"","",[],[4],"",[],2753,[]
453,12,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],2754,[]
454,12,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8,13,14,15]","",[],2755,[]
455,12,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],2756,[]
456,12,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],2757,[]
457,12,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],2758,[]
458,12,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],2759,[]
459,12,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],2760,[]
460,12,0,0,0,6,4,[],3,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2761,[]
461,12,0,0,0,6,5,[],5,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2762,[]
462,12,0,0,0,6,6,[],9,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2763,[]
463,12,0,0,0,6,7,[],11,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2764,[]
464,12,0,0,0,6,8,[],14,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2765,[]
465,12,0,0,0,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],2766,[]
466,12,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],2767,[]
467,12,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],2768,[]
468,12,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],2769,[]
469,12,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],2770,[]
470,12,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],2771,[]
471,12,0,0,0,7,1,[],9,1000,"",[],"","",[],[],1,[],2772,[]
472,12,0,0,0,7,2,[],10,1000,"",[],"","",[],[],1,[],2773,[]
473,12,0,0,0,7,3,[],11,1000,"",[],"","",[],[],1,[],2774,[]
474,12,0,0,0,7,4,[],13,1000,"",[],"","",[],[],1,[],2775,[]
475,12,0,0,0,7,5,[],14,1000,"",[],"","",[],[],1,[],2776,[]
476,12,0,0,0,7,6,[],"",100,"",[],"","",[],[],"",[],2777,[]
477,12,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],2778,[]
478,12,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],2779,[]
479,12,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],2780,[]
480,12,0,0,0,12,0,[],"",100,"",[1],"","",[],[],"",[],2781,[]
481,12,0,0,0,12,1,[],"",100,"",[2],"","",[],[],"",[],2782,[]
482,12,0,0,0,12,2,[],"",100,"",[0],"","",[],[],"",[],2783,[]
483,12,0,0,0,14,0,[],"",100,"",[],"","",[],[],"",[],2784,[]
484,12,0,0,0,0,18,[9],"",100,"",[],"",1,[],[],"",[],2843,[]
485,12,0,0,0,5,11,[],"",100,"",[],"",1,[],[],"",[],2844,[]
486,12,0,0,0,4,3,[],"",100,"",[],"",1,[],[],"",[],2845,[]
487,12,0,0,0,11,3,[],"",100,"",[],"",1,[],[],"",[],2846,[]
488,12,0,0,0,5,12,[7],"",100,"",[],"",1,[],[],"",[],2847,[]
489,16,0,0,0,0,0,[],"",10,"",[],"","",[],[],1,[9],2854,[]
490,16,0,0,0,0,1,[],"",100,1,[],"","",[],[],"",[],2855,[]
491,16,0,0,0,0,2,[],"",100,2,[],"","",[],[],"",[],2856,[]
492,16,0,0,0,0,3,[],"",100,4,[],"","",[],[],"",[],2857,[]
493,16,0,0,0,0,4,[],"",100,3,[],"","",[],[],"",[],2858,[]
494,16,0,0,0,0,5,[1],"",300,"",[],"","",[],[],"",[],2859,[]
495,16,0,0,0,0,6,[3],"",300,"",[],"","",[],[],"",[],2860,[]
496,16,0,0,0,0,7,[5],"",300,"",[],"","",[],[],"",[],2861,[]
497,16,0,0,0,0,8,[6],"",300,"",[],"","",[],[],"",[],2862,[]
498,16,0,0,0,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],2863,[]
499,16,0,0,0,0,10,[],"",100,"",[],8,"",[],[],"",[],2864,[]
500,16,0,0,0,0,11,[],"",100,"",[],13,"",[],[],"",[],2865,[]
501,16,0,0,0,0,12,[],"",100,"",[],30,"",[],[],"",[],2866,[]
502,16,0,0,0,0,13,[],"",100,"",[],47,"",[],[],"",[],2867,[]
503,16,0,0,0,0,14,[],"",100,"",[],23,"",[],[],"",[],2868,[]
504,16,0,0,0,13,0,[],"",10,"",[],"","",[],[],1,[],2869,[]
505,16,0,0,0,1,0,[],"",100,1,"[1,2]","","",[],[],"",[],2870,[]
506,16,0,0,0,1,1,[],"",100,2,"[1,2]","","",[],[],"",[],2871,[]
507,16,0,0,0,1,2,[],"",100,4,"[1,2]","","",[],[],"",[],2872,[]
508,16,0,0,0,1,3,[],"",100,3,"[1,2]","","",[],[],"",[],2873,[]
509,16,0,0,0,1,4,[],"",100,"","[1,2]","","",[],[],"",[],2874,[]
510,16,0,0,0,1,5,[],5,1000,"","[1,2]","","",[],[],1,[],2875,[]
511,16,0,0,0,1,6,[],10,1000,"","[1,2]","","",[],[],1,[],2876,[]
512,16,0,0,0,1,7,[],11,1000,"","[1,2]","","",[],[],1,[],2877,[]
513,16,0,0,0,1,8,[],13,1000,"","[1,2]","","",[],[],1,[],2878,[]
514,16,0,0,0,1,9,[],15,1000,"","[1,2]","","",[],[],1,[],2879,[]
515,16,0,0,0,1,10,[],"",100,"","[1,2]","","",[],[],"",[],2880,[]
516,16,0,0,0,1,11,[],"",100,"","[1,2]","","",[],[],"",[],2881,[]
517,16,0,0,0,1,12,[],"",100,1,[0],"","",[],[],"",[],2882,[]
518,16,0,0,0,1,13,[],"",100,2,[0],"","",[],[],"",[],2883,[]
519,16,0,0,0,1,14,[],"",100,4,[0],"","",[],[],"",[],2884,[]
520,16,0,0,0,1,15,[],"",100,3,[0],"","",[],[],"",[],2885,[]
521,16,0,0,0,1,16,[],1,1000,"",[0],"","",[],[],1,[],2886,[]
522,16,0,0,0,1,17,[],7,1000,"",[0],"","",[],[],1,[],2887,[]
523,16,0,0,0,1,18,[],10,1000,"",[0],"","",[],[],1,[],2888,[]
524,16,0,0,0,1,19,[],6,1000,"",[0],"","",[],[],1,[],2889,[]
525,16,0,0,0,1,20,[],15,1000,"",[0],"","",[],[],1,[],2890,[]
526,16,0,0,0,1,21,[],"",100,"",[0],"","",[],[],"",[],2891,[]
527,16,0,0,0,2,0,[],"",100,1,[0],"","",[],[],"",[],2892,[]
528,16,0,0,0,2,1,[],"",100,2,[0],"","",[],[],"",[],2893,[]
529,16,0,0,0,2,2,[],"",100,4,[0],"","",[],[],"",[],2894,[]
530,16,0,0,0,2,3,[],"",100,3,[0],"","",[],[],"",[],2895,[]
531,16,0,0,0,2,4,[],5,1000,"",[0],"","",[],[],1,[],2896,[]
532,16,0,0,0,2,5,[],6,1000,"",[0],"","",[],[],1,[],2897,[]
533,16,0,0,0,2,6,[],13,1000,"",[0],"","",[],[],1,[],2898,[]
534,16,0,0,0,2,7,[],14,1000,"",[0],"","",[],[],1,[],2899,[]
535,16,0,0,0,2,8,[],15,1000,"",[0],"","",[],[],1,[],2900,[]
536,16,0,0,0,2,9,[],"",100,"",[0],"","",[],[],"",[],2901,[]
537,16,0,0,0,1,22,[7],"",100,1,[],"","",[],[],"",[],2902,[]
538,16,0,0,0,1,23,[7],"",100,2,[],"","",[],[],"",[],2903,[]
539,16,0,0,0,1,24,[7],"",100,4,[],"","",[],[],"",[],2904,[]
540,16,0,0,0,1,25,[7],"",100,3,[],"","",[],[],"",[],2905,[]
541,16,0,0,0,1,26,[7],5,1000,"",[],"","",[],[],1,[],2906,[]
542,16,0,0,0,1,27,[7],10,1000,"",[],"","",[],[],1,[],2907,[]
543,16,0,0,0,1,28,[7],11,1000,"",[],"","",[],[],1,[],2908,[]
544,16,0,0,0,1,29,[7],13,1000,"",[],"","",[],[],1,[],2909,[]
545,16,0,0,0,1,30,[7],15,1000,"",[],"","",[],[],1,[],2910,[]
546,16,0,0,0,1,31,[7],"",100,"",[],"","",[],[],"",[],2911,[]
547,16,0,0,0,3,0,[],"",100,1,[],"","",[],[],"",[],2912,[]
548,16,0,0,0,3,1,[],"",100,2,[],"","",[],[],"",[],2913,[]
549,16,0,0,0,3,2,[],"",100,4,[],"","",[],[],"",[],2914,[]
550,16,0,0,0,3,3,[],"",100,3,[],"","",[],[],"",[],2915,[]
551,16,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],2916,[]
552,16,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],2917,[]
553,16,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],2918,[]
554,16,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],2919,[]
555,16,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],2920,[]
556,16,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],2921,[]
557,16,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],2922,[]
558,16,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],2923,[]
559,16,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],2924,[]
560,16,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],2925,[]
561,16,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],2926,[]
562,16,0,0,0,5,8,"[2,4]","",300,"",[],"","",[],[],"",[],2927,[]
563,16,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],2928,[]
564,16,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],2929,[]
565,16,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],2930,[]
566,16,0,0,0,8,1,[],"",300,"",[],"","",[],"[3,13,14,15]","",[],2931,[]
567,16,0,0,0,8,2,[],"",300,"",[],"","",[],[7],"",[],2932,[]
568,16,0,0,0,8,3,[],"",300,"",[],"","",[],[4],"",[],2933,[]
569,16,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],2934,[]
570,16,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],2935,[]
571,16,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],2936,[]
572,16,0,0,0,9,0,[],"",100,"",[],"","",[],"[3,13,14,15]","",[],2937,[]
573,16,0,0,0,9,1,[],"",100,"",[],"","",[],[7],"",[],2938,[]
574,16,0,0,0,9,2,[],"",100,"",[],"","",[],[4],"",[],2939,[]
575,16,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],2940,[]
576,16,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],2941,[]
577,16,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],2942,[]
578,16,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],2943,[]
579,16,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],2944,[]
580,16,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],2945,[]
581,16,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],2946,[]
582,16,0,0,0,6,4,[],7,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2947,[]
583,16,0,0,0,6,5,[],3,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2948,[]
584,16,0,0,0,6,6,[],4,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2949,[]
585,16,0,0,0,6,7,[],10,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2950,[]
586,16,0,0,0,6,8,[],6,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2951,[]
587,16,0,0,0,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],2952,[]
588,16,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],2953,[]
589,16,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],2954,[]
590,16,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],2955,[]
591,16,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],2956,[]
592,16,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],2957,[]
593,16,0,0,0,7,1,[],1,1000,"",[],"","",[],[],1,[],2958,[]
594,16,0,0,0,7,2,[],7,1000,"",[],"","",[],[],1,[],2959,[]
595,16,0,0,0,7,3,[],5,1000,"",[],"","",[],[],1,[],2960,[]
596,16,0,0,0,7,4,[],10,1000,"",[],"","",[],[],1,[],2961,[]
597,16,0,0,0,7,5,[],"",100,"",[],"","",[],[],"",[],2962,[]
598,16,0,0,0,7,6,[],17,1000,"",[],"","",[],[],1,[],2963,[]
599,16,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],2964,[]
600,16,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],2965,[]
601,16,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],2966,[]
602,16,0,0,0,12,0,[],"",100,"",[1],"","",[],[],"",[],2967,[]
603,16,0,0,0,12,1,[],"",100,"",[2],"","",[],[],"",[],2968,[]
604,16,0,0,0,12,2,[],"",100,"",[0],"","",[],[],"",[],2969,[]
605,16,0,0,0,14,0,[],"",100,"",[],"","",[],[],"",[],2970,[]
606,16,0,0,0,0,18,[6],"",300,"",[],"",1,[],[],"",[],2971,[]
607,16,0,0,0,5,11,[],"",100,"",[],"",1,[],[],"",[],2972,[]
608,16,0,0,0,11,3,[],"",100,"",[],"",1,[],[],"",[],2973,[]
609,16,0,0,0,5,12,[7],"",100,"",[],"",1,[],[],"",[],2974,[]
610,15,0,0,0,0,0,[],"",10,"",[],"","",[],[],1,[9],2981,[]
611,15,0,0,0,0,1,[],"",100,1,[],"","",[],[],"",[],2982,[]
612,15,0,0,0,0,2,[],"",100,2,[],"","",[],[],"",[],2983,[]
613,15,0,0,0,0,3,[],"",100,4,[],"","",[],[],"",[],2984,[]
614,15,0,0,0,0,4,[],"",100,3,[],"","",[],[],"",[],2985,[]
615,15,0,0,0,0,5,[1],"",300,"",[],"","",[],[],"",[],2986,[]
616,15,0,0,0,0,6,[3],"",300,"",[],"","",[],[],"",[],2987,[]
617,15,0,0,0,0,7,[5],"",300,"",[],"","",[],[],"",[],2988,[]
618,15,0,0,0,0,8,[6],"",300,"",[],"","",[],[],"",[],2989,[]
619,15,0,0,0,0,9,[2],"",300,"",[],"","",[],[],"",[],2990,[]
620,15,0,0,0,0,10,[],"",100,"",[],41,"",[],[],"",[],2991,[]
621,15,0,0,0,0,11,[],"",100,"",[],30,"",[],[],"",[],2992,[]
622,15,0,0,0,0,12,[],"",100,"",[],26,"",[],[],"",[],2993,[]
623,15,0,0,0,0,13,[],"",100,"",[],19,"",[],[],"",[],2994,[]
624,15,0,0,0,0,14,[],"",100,"",[],25,"",[],[],"",[],2995,[]
625,15,0,0,0,13,0,[],"",10,"",[],"","",[],[],1,[],2996,[]
626,15,0,0,0,1,0,[],"",100,1,"[1,2]","","",[],[],"",[],2997,[]
627,15,0,0,0,1,1,[],"",100,2,"[1,2]","","",[],[],"",[],2998,[]
628,15,0,0,0,1,2,[],"",100,4,"[1,2]","","",[],[],"",[],2999,[]
629,15,0,0,0,1,3,[],"",100,3,"[1,2]","","",[],[],"",[],3000,[]
630,15,0,0,0,1,4,[],"",100,"","[1,2]","","",[],[],"",[],3001,[]
631,15,0,0,0,1,5,[],"",100,"","[1,2]","","",[],[],"",[],3002,[]
632,15,0,0,0,1,6,[],7,1000,"","[1,2]","","",[],[],1,[],3003,[]
633,15,0,0,0,1,7,[],6,1000,"","[1,2]","","",[],[],1,[],3004,[]
634,15,0,0,0,1,8,[],11,1000,"","[1,2]","","",[],[],1,[],3005,[]
635,15,0,0,0,1,9,[],14,1000,"","[1,2]","","",[],[],1,[],3006,[]
636,15,0,0,0,1,10,[],16,1000,"","[1,2]","","",[],[],1,[],3007,[]
