"rownum","Id","Text","SoundFile"
226,"Duelist5","We stand at death's door. Ladies first, fair Merveil.","Audio/Dialogue/Character/StrDex/Event/D06.ogg"
227,"Duelist6","I almost feel sorry for these doomed sea dogs.","Audio/Dialogue/Character/StrDex/Event/D07.ogg"
228,"Duelist7","It's not everyday that I get to duel with a legend. Thank you, Fairgraves.","Audio/Dialogue/Character/StrDex/Event/D08.ogg"
229,"Duelist8","Well fought, Oak. A shame we have only the trees for audience.","Audio/Dialogue/Character/StrDex/Event/D09.ogg"
230,"Duelist9","A pity your mind wasn't as swift as your blades, bridge rat.","Audio/Dialogue/Character/StrDex/Event/D10.ogg"
231,"Duelist10","It's hard to cast a spell with a blade in your throat, isn't it, witch?","Audio/Dialogue/Character/StrDex/Event/D11.ogg"
232,"Duelist11","A place of soiled dreams. I'll have to tread carefully here.","Audio/Dialogue/Character/StrDex/Event/D12.ogg"
233,"Duelist12","This can't be good.","Audio/Dialogue/Character/StrDex/Event/D13.ogg"
234,"Duelist13","A duel like no other. I think I'm starting to like this Wraeclast.","Audio/Dialogue/Character/StrDex/Event/D14.ogg"
235,"Duelist14","I favour a fair fight. I doubt I'll get one in this place.","Audio/Dialogue/Character/StrDex/Event/D15.ogg"
236,"Duelist15","It's seems there's glory in the old empire yet.","Audio/Dialogue/Character/StrDex/Event/D16.ogg"
237,"Duelist16","Piety's home away from home. Let's see if the sick witch is in.","Audio/Dialogue/Character/StrDex/Event/D17.ogg"
238,"Duelist17","Dying in battle... the only honourable thing you've ever done, Gravicius.","Audio/Dialogue/Character/StrDex/Event/D18.ogg"
239,"Duelist18","Sorry, beautiful, but someone had to put a stop to all this ugliness.","Audio/Dialogue/Character/StrDex/Event/D19.ogg"
240,"Duelist19","Climb the tower, kill the mad king. Just like the stories my mum used to read to me.","Audio/Dialogue/Character/StrDex/Event/D20.ogg"
241,"Duelist20","A just death to address an unjust exile. I think we're even now, High Templar.","Audio/Dialogue/Character/StrDex/Event/D21.ogg"
242,"Duelist21","A stroll along a picturesque canal. Some time in the mountains. What could be more relaxing? ","Audio/Dialogue/Character/StrDex/Event/D24.ogg"
243,"Duelist22","Now this is... grim.","Audio/Dialogue/Character/StrDex/Event/D25.ogg"
244,"Duelist23","It seemed to me, Voll, that I just did you a favour.","Audio/Dialogue/Character/StrDex/Event/D26.ogg"
245,"Duelist24","There's nothing like making a ground-shaking entrance.","Audio/Dialogue/Character/StrDex/Event/D27.ogg"
246,"Duelist25","Actually, I'm really not sure I like the sound of that.","Audio/Dialogue/Character/StrDex/Event/D28.ogg"
247,"Duelist26","Always happy to help a damsel in distress.","Audio/Dialogue/Character/StrDex/Event/D29.ogg"
248,"Duelist27","Buried under tons of rock? Not a good way to end this tale of mine.","Audio/Dialogue/Character/StrDex/Event/D30.ogg"
249,"Duelist28","Damn me, it's good to be back in the arena!","Audio/Dialogue/Character/StrDex/Event/D31.ogg"
250,"Duelist29","Your glory will be remembered in song forever, Daresso. I promise you that.","Audio/Dialogue/Character/StrDex/Event/D32.ogg"
251,"Duelist30","I once heard a Karui mention their 'island of the dead'. Perhaps this is it.","Audio/Dialogue/Character/StrDex/Event/D33.ogg"
252,"Duelist31","Just be happy that you got a warrior's death, Kaom.","Audio/Dialogue/Character/StrDex/Event/D34.ogg"
253,"Duelist32","I'm inside it... the Beast itself!","Audio/Dialogue/Character/StrDex/Event/D35.ogg"
254,"Duelist33","This thing gets more twisted with every step I take.","Audio/Dialogue/Character/StrDex/Event/D36.ogg"
255,"Duelist34","Take comfort, Maligaro. An artist's work is always worth more when he's dead.","Audio/Dialogue/Character/StrDex/Event/D37.ogg"
256,"Duelist35","Flattery will get you nowhere with me, m'lady.","Audio/Dialogue/Character/StrDex/Event/D38.ogg"
257,"Duelist36","I didn't catch a word of what you said, Doedre. That's probably a good thing.","Audio/Dialogue/Character/StrDex/Event/D39.ogg"
258,"Duelist37","Oh, well, far be it from me to deny a lady's final wish.","Audio/Dialogue/Character/StrDex/Event/D40.ogg"
259,"Duelist38","It's a strange feeling, when the fighting is done. I've won. The nightmare is ended. ","Audio/Dialogue/Character/StrDex/Event/D41.ogg"
260,"Duelist39","I think this'll come in handy at some point.","Audio/Dialogue/Character/StrDex/Gameplay/D22_DestroyQuestItem_01.ogg"
261,"Duelist40","I think this'll come in handy at some point.","Audio/Dialogue/Character/StrDex/Gameplay/D22_DestroyQuestItem_02.ogg"
262,"Duelist41","Need to be a little more deft to use this.","Audio/Dialogue/Character/StrDex/Gameplay/D22_DexStatLow_01.ogg"
263,"Duelist42","Need to be a little more deft to use this.","Audio/Dialogue/Character/StrDex/Gameplay/D22_DexStatLow_02.ogg"
264,"Duelist43","Ah... that hit the spot.","Audio/Dialogue/Character/StrDex/Gameplay/D22_HeathFlaskOnLow_01.ogg"
265,"Duelist44","Ah... that hit the spot.","Audio/Dialogue/Character/StrDex/Gameplay/D22_HeathFlaskOnLow_02.ogg"
266,"Duelist45","Can't quite get my head around this one.","Audio/Dialogue/Character/StrDex/Gameplay/D22_IntStatLow_01.ogg"
267,"Duelist46","Can't quite get my head around this one.","Audio/Dialogue/Character/StrDex/Gameplay/D22_IntStatLow_02.ogg"
268,"Duelist47","I believe in travelling light.","Audio/Dialogue/Character/StrDex/Gameplay/D22_InvFull_01.ogg"
269,"Duelist48","I believe in travelling light.","Audio/Dialogue/Character/StrDex/Gameplay/D22_InvFull_02.ogg"
270,"Duelist49","A worthy opponent!","Audio/Dialogue/Character/StrDex/Gameplay/D22_MonsterKillV1_01.ogg"
271,"Duelist50","A worthy opponent!","Audio/Dialogue/Character/StrDex/Gameplay/D22_MonsterKillV1_02.ogg"
272,"Duelist51","You die rather well!","Audio/Dialogue/Character/StrDex/Gameplay/D22_MonsterKillV2_01.ogg"
273,"Duelist52","You die rather well!","Audio/Dialogue/Character/StrDex/Gameplay/D22_MonsterKillV2_02.ogg"
274,"Duelist53","Didn't even break a sweat!","Audio/Dialogue/Character/StrDex/Gameplay/D22_MonsterKillV3_01.ogg"
275,"Duelist54","Didn't even break a sweat!","Audio/Dialogue/Character/StrDex/Gameplay/D22_MonsterKillV3_02.ogg"
276,"Duelist55","Practice makes perfect!","Audio/Dialogue/Character/StrDex/Gameplay/D22_MonsterKillV4_01.ogg"
277,"Duelist56","Practice makes perfect!","Audio/Dialogue/Character/StrDex/Gameplay/D22_MonsterKillV4_02.ogg"
278,"Duelist57","I do love the stink of victory!","Audio/Dialogue/Character/StrDex/Gameplay/D22_MonsterKillV5_01.ogg"
279,"Duelist58","I do love the stink of victory!","Audio/Dialogue/Character/StrDex/Gameplay/D22_MonsterKillV5_02.ogg"
280,"Duelist59","My spirit is spent.","Audio/Dialogue/Character/StrDex/Gameplay/D22_OutOfMana_01.ogg"
281,"Duelist60","My spirit is spent.","Audio/Dialogue/Character/StrDex/Gameplay/D22_OutOfMana_02.ogg"
282,"Duelist61","I can't do this just yet.","Audio/Dialogue/Character/StrDex/Gameplay/D22_SkillCooldown_01.ogg"
283,"Duelist62","I can't do this just yet.","Audio/Dialogue/Character/StrDex/Gameplay/D22_SkillCooldown_02.ogg"
284,"Duelist63","I'll need to build up some muscle for this one.","Audio/Dialogue/Character/StrDex/Gameplay/D22_StrStatLow_01.ogg"
285,"Duelist64","I'll need to build up some muscle for this one.","Audio/Dialogue/Character/StrDex/Gameplay/D22_StrStatLow_02.ogg"
286,"Duelist65","There'll be time for that soon enough.","Audio/Dialogue/Character/StrDex/Gameplay/D22_UseSkillInTown_01.ogg"
287,"Duelist66","There'll be time for that soon enough.","Audio/Dialogue/Character/StrDex/Gameplay/D22_UseSkillInTown_02.ogg"
288,"Duelist67","It's nice not to be dead, yet.","Audio/Dialogue/Character/StrDex/Gameplay/D23_LevelUp_01.ogg"
289,"Duelist68","It seems this new arena suits me.","Audio/Dialogue/Character/StrDex/Gameplay/D23_LevelUp_02.ogg"
290,"Duelist69","Couldn't ask for a better training ground than Wraeclast.","Audio/Dialogue/Character/StrDex/Gameplay/D23_LevelUp_03.ogg"
291,"Duelist70","My fans in Oriath will barely recognise me.","Audio/Dialogue/Character/StrDex/Gameplay/D23_LevelUp_04.ogg"
292,"Duelist71","I'm starting to think there's more to life than prize or perish.","Audio/Dialogue/Character/StrDex/Gameplay/D23_LevelUp_05.ogg"
293,"Duelist72","I believe I could give the great Daresso a run for his money, now.","Audio/Dialogue/Character/StrDex/Gameplay/D23_LevelUp_06.ogg"
294,"Duelist73","I think it's time to shed the dream of home. It's a little tight around the collar.","Audio/Dialogue/Character/StrDex/Gameplay/D23_LevelUp_07.ogg"
295,"Shadow1","Theopolis Prison's a child's playhouse compared to this. They sure don't make them like they used to.","Audio/Dialogue/Character/DexInt/Event/Shadow_02.ogg"
296,"Shadow2","I'm usually the one making the ghosts. Someone's been busy.","Audio/Dialogue/Character/DexInt/Event/Shadow_03.ogg"
297,"Shadow3","I've seen some dark places in my line of work, but this is something else.","Audio/Dialogue/Character/DexInt/Event/Shadow_04.ogg"
298,"Shadow4","Treat life and death with equal grace, it said. If I were Death, I'd take offense at this place.","Audio/Dialogue/Character/DexInt/Event/Shadow_05.ogg"
299,"Shadow5","Not a speck of dust or brick out of place. Someone's got too much time on their hands.","Audio/Dialogue/Character/DexInt/Event/Shadow_06.ogg"
300,"Shadow6","Downed a bad vial of Lethe milk once. It felt just like this place.","Audio/Dialogue/Character/DexInt/Event/Shadow_07.ogg"
301,"Shadow7","\""Big\"" just means \""more places to stick a blade\"".","Audio/Dialogue/Character/DexInt/Event/Shadow_08.ogg"
302,"Shadow8","I almost feel sorry for you, Fairgraves. Dying twice... can't be fun.","Audio/Dialogue/Character/DexInt/Event/Shadow_09.ogg"
303,"Shadow9","My first dance with a lady of quality. Pity she let herself go like that.","Audio/Dialogue/Character/DexInt/Event/Shadow_10.ogg"
304,"Shadow10","Now that's what you get for bringing a stick to a knife-fight.","Audio/Dialogue/Character/DexInt/Event/Shadow_11.ogg"
305,"Shadow11","All that flashy sword swinging, when all you need is one good stab.","Audio/Dialogue/Character/DexInt/Event/Shadow_12.ogg"
306,"Shadow12","Did the earth move for you, baby? Probably. You hit the ground quite hard.","Audio/Dialogue/Character/DexInt/Event/Shadow_13.ogg"
307,"Shadow13","I like darkness as much as the next assassin, but that was overdoing it.","Audio/Dialogue/Character/DexInt/Event/Shadow_14.ogg"
308,"Shadow14","Had I killed you back in Oriath, I'd have been showered in gold. Where's the justice, eh?","Audio/Dialogue/Character/DexInt/Event/Shadow_15.ogg"
309,"Shadow15","I try not to take my work personally, but you, Piety, were a satisfying exception.","Audio/Dialogue/Character/DexInt/Event/Shadow_16.ogg"
310,"Shadow16","It's funny, your grace. I always thought you'd be taller.","Audio/Dialogue/Character/DexInt/Event/Shadow_17.ogg"
311,"Shadow17","Ah, nothing like a brisk dip to start the day. Now, where on God's arse am I?","Audio/Dialogue/Character/DexInt/Event/Shadow_01.ogg"
312,"Shadow18","This Shadow is starting to feel a little inadequate.","Audio/Dialogue/Character/DexInt/Event/Shadow_18.ogg"
313,"Shadow19","Low on mana!","Audio/Dialogue/Character/DexInt/Gameplay/Shadow_Com_01.ogg"
314,"Shadow20","I need more pockets.","Audio/Dialogue/Character/DexInt/Gameplay/Shadow_Com_02.ogg"
315,"Shadow21","That feels better!","Audio/Dialogue/Character/DexInt/Gameplay/Shadow_Com_04.ogg"
316,"Shadow22","I'm not strong enough for that.","Audio/Dialogue/Character/DexInt/Gameplay/Shadow_Com_05.ogg"
317,"Shadow23","I'm not smart enough for that. Yet.","Audio/Dialogue/Character/DexInt/Gameplay/Shadow_Com_06.ogg"
318,"Shadow24","A bit too fiddly, even for me.","Audio/Dialogue/Character/DexInt/Gameplay/Shadow_Com_07.ogg"
319,"Shadow25","I should save that for later.","Audio/Dialogue/Character/DexInt/Gameplay/Shadow_Com_08.ogg"
320,"Shadow26","I don't think I need to be doing that right now.","Audio/Dialogue/Character/DexInt/Gameplay/Shadow_Com_09.ogg"
321,"Shadow27","It's nice not being dead yet.","Audio/Dialogue/Character/DexInt/Gameplay/Shadow_Level_01.ogg"
322,"Shadow28","I'm impressed by how much this place wants me dead.","Audio/Dialogue/Character/DexInt/Gameplay/Shadow_Level_02.ogg"
323,"Shadow29","With every death, I live a little bit more.","Audio/Dialogue/Character/DexInt/Gameplay/Shadow_Level_03.ogg"
324,"Shadow30","I'm so good at this, I scare myself.","Audio/Dialogue/Character/DexInt/Gameplay/Shadow_Level_04.ogg"
325,"Shadow31","I'm a gardener, clearing the weeds so that the crops may grow.","Audio/Dialogue/Character/DexInt/Gameplay/Shadow_Level_05.ogg"
326,"Shadow32","No point in looking back now, there's just death... and a lot of it.","Audio/Dialogue/Character/DexInt/Gameplay/Shadow_Level_06.ogg"
327,"Shadow33","I'd question what I've become, if I felt the need. I don't.","Audio/Dialogue/Character/DexInt/Gameplay/Shadow_Level_07.ogg"
328,"Shadow34","Poor Fairgraves. Your plans just don't end well, do they.","Audio/Dialogue/Character/DexInt/Event/SH_AfterFairgraves.ogg"
329,"Shadow35","Now there's a contract I'll most happily fulfill, Piety.","Audio/Dialogue/Character/DexInt/Event/SH_AfterPiety.ogg"
330,"Shadow36","All this water and not a single working boat in sight. More walking and killing for me then.","Audio/Dialogue/Character/DexInt/Event/SH_EnterAqueduct_01.ogg"
331,"Shadow37","An amazing creature, this Beast. Almost a shame to kill it.","Audio/Dialogue/Character/DexInt/Event/SH_EnterBeast.ogg"
332,"Shadow38","I'm inside the Blackguard stronghold... like a fox in a henhouse.","Audio/Dialogue/Character/DexInt/Event/SH_EnterBlackguard.ogg"
333,"Shadow39","The furnace down at the slaughterhouse... yes, that's what this place smells like.","Audio/Dialogue/Character/DexInt/Event/SH_EnterCoast.ogg"
334,"Shadow40","Forest. Death has too many damned places to hide in a forest. ","Audio/Dialogue/Character/DexInt/Event/SH_EnterForest.ogg"
335,"Shadow41","I'm working with Piety. That sounds even stranger when I say it out loud.","Audio/Dialogue/Character/DexInt/Event/SH_EnterHarvest.ogg"
336,"Shadow42","I was once off my tits for three days after taking bad lethe-drops. Felt just like this place.","Audio/Dialogue/Character/DexInt/Event/SH_EnterLunaris.ogg"
337,"Shadow43","Swallowed by the darkness, and I seem to be causing it a little indigestion.","Audio/Dialogue/Character/DexInt/Event/SH_EnterMines1.ogg"
338,"Shadow44","Someone or something is keeping very busy in the bowels of this mountain.","Audio/Dialogue/Character/DexInt/Event/SH_EnterMines2.ogg"
339,"Shadow45","I do hope these constipated bowels don't find their release while I'm still inside them.","Audio/Dialogue/Character/DexInt/Event/SH_EnterMines3.ogg"
340,"Shadow46","Ah! It's so good to be back in the city. ","Audio/Dialogue/Character/DexInt/Event/SH_EnterSarn.ogg"
341,"Shadow47","Whoever built this was desperately compensating for something.","Audio/Dialogue/Character/DexInt/Event/SH_EnterScepter.ogg"
342,"Shadow48","It's always comforting to witness an honest, permanent death.","Audio/Dialogue/Character/DexInt/Event/SH_FreeDeshret.ogg"
343,"Shadow49","Oh, can you sing one for me too, Merveil? Something upbeat, please.","Audio/Dialogue/Character/DexInt/Event/SH_KillDaresso.ogg"
344,"Shadow50","Oh, do stop mumbling.","Audio/Dialogue/Character/DexInt/Event/SH_KillDoedre.ogg"
345,"Shadow51","Is it possible to murder someone who's already dead?","Audio/Dialogue/Character/DexInt/Event/SH_KillFirstZombie.ogg"
346,"Shadow52","And that's where you missed the point, Malachai. Death is the only thing that gives life any meaning.","Audio/Dialogue/Character/DexInt/Event/SH_KillMalachai.ogg"
347,"Shadow53","I don't know much about Art, but I know what I like.","Audio/Dialogue/Character/DexInt/Event/SH_KillMaligaro.ogg"
348,"Shadow54","For someone so obsessed with looks, that wasn't a pretty death.","Audio/Dialogue/Character/DexInt/Event/SH_KillShavronne.ogg"
349,"Shadow55","I just killed an emperor. With a feather that size, I'm going to have to get a bigger cap.","Audio/Dialogue/Character/DexInt/Event/SH_KillVoll.ogg"
350,"Shadow56","Just need a moment to catch my breath.","Audio/Dialogue/Character/DexInt/Gameplay/SH_Cooldown_01.ogg"
351,"Shadow57","Just need a moment to catch my breath.","Audio/Dialogue/Character/DexInt/Gameplay/SH_Cooldown_02.ogg"
352,"Shadow58","Just need a moment to catch my breath.","Audio/Dialogue/Character/DexInt/Gameplay/SH_Cooldown_03.ogg"
353,"Shadow59","Now that was satisfying!","Audio/Dialogue/Character/DexInt/Gameplay/SH_MonsterKill_01a.ogg"
354,"Shadow60","Now that was satisfying!","Audio/Dialogue/Character/DexInt/Gameplay/SH_MonsterKill_01b.ogg"
355,"Shadow61","Not all murders are equal!","Audio/Dialogue/Character/DexInt/Gameplay/SH_MonsterKill_02a.ogg"
356,"Shadow62","Not all murders are equal!","Audio/Dialogue/Character/DexInt/Gameplay/SH_MonsterKill_02b.ogg"
357,"Shadow63","That was fun!","Audio/Dialogue/Character/DexInt/Gameplay/SH_MonsterKill_03a.ogg"
358,"Shadow64","That was fun!","Audio/Dialogue/Character/DexInt/Gameplay/SH_MonsterKill_03b.ogg"
359,"Shadow65","Play dead. Good doggy!","Audio/Dialogue/Character/DexInt/Gameplay/SH_MonsterKill_04.ogg"
360,"Shadow66","Look on death as a holiday, Kaom. A chance to relax, put your feet up. ","Audio/Dialogue/Character/DexInt/Event/SH_KillKaom.ogg"
361,"Shadow67","Dry as a joke in a mortuary.","Audio/Dialogue/Character/DexInt/Event/SH_EnterLake.ogg"
362,"Shadow68","What a disturbingly angry place.","Audio/Dialogue/Character/DexInt/Event/SH_EnterKaom.ogg"
363,"Templar1","My nightmares... they were prophecy.","Audio/Dialogue/Character/StrInt/Event/Templar_01.ogg"
364,"Templar2","In this cage, evil claws at the bars and howls for freedom.","Audio/Dialogue/Character/StrInt/Event/Templar_02.ogg"
365,"Templar3","This is a mortuary for lost children, hidden from the eyes of their father.","Audio/Dialogue/Character/StrInt/Event/Templar_03.ogg"
366,"Templar4","The lair of a toymaker... with pretensions of godhood.","Audio/Dialogue/Character/StrInt/Event/Templar_04.ogg"
367,"Templar5","Life in his right hand, Death in his left... and then there are those who fell through God's fingers.","Audio/Dialogue/Character/StrInt/Event/Templar_05.ogg"
368,"Templar6","Something Eternal remains in this Empire. The question is, how?","Audio/Dialogue/Character/StrInt/Event/Templar_06.ogg"
369,"Templar7","And so, I take my first steps into damnation incarnate.","Audio/Dialogue/Character/StrInt/Event/Templar_07.ogg"
370,"Templar8","Even death gives no solace in this tortured land.","Audio/Dialogue/Character/StrInt/Event/Templar_08.ogg"
371,"Templar9","Rest now, tormented soul.","Audio/Dialogue/Character/StrInt/Event/Templar_09.ogg"
372,"Templar10","A woman corrupted beyond humanity. I must cure this plague before it sickens all of God's creation.","Audio/Dialogue/Character/StrInt/Event/Templar_10.ogg"
373,"Templar11","You dare to speak for peace, outlaw? There's the peace your lies have earned you.","Audio/Dialogue/Character/StrInt/Event/Templar_11.ogg"
374,"Templar12","You own nothing, thief. Not even the life you wasted on spite and avarice.","Audio/Dialogue/Character/StrInt/Event/Templar_12.ogg"
375,"Templar13","You are thus blessed, daughter of God. He will show what true friendship is.","Audio/Dialogue/Character/StrInt/Event/Templar_13.ogg"
376,"Templar14","Back where you belong, Nightmare! The faithful need not fear your kind.","Audio/Dialogue/Character/StrInt/Event/Templar_14.ogg"
377,"Templar15","You chose the road, old friend. God put me at the end of it.","Audio/Dialogue/Character/StrInt/Event/Templar_15.ogg"
378,"Templar16","Rest while you can, mistress of suffering. Judgement will not go easy on you.","Audio/Dialogue/Character/StrInt/Event/Templar_16.ogg"
379,"Templar17","By exiling me, you were my Genesis, Dominus. And now, here I stand, countless miles and murders later, honoured to be your Revelation!","Audio/Dialogue/Character/StrInt/Event/Templar_17.ogg"
380,"Templar18","I beg of you, God. Help me to lead this world back into the light.","Audio/Dialogue/Character/StrInt/Event/Templar_18.ogg"
381,"Templar19","My mana is spent.","Audio/Dialogue/Character/StrInt/Gameplay/Templar_Com_01.ogg"
382,"Templar20","I am no beast of burden.","Audio/Dialogue/Character/StrInt/Gameplay/Templar_Com_02.ogg"
383,"Templar21","Ah, that's better.","Audio/Dialogue/Character/StrInt/Gameplay/Templar_Com_04.ogg"
384,"Templar22","Go with God!","Audio/Dialogue/Character/StrInt/Gameplay/Templar_Com_05.ogg"
385,"Templar23","I have not the brawn to use this yet.","Audio/Dialogue/Character/StrInt/Gameplay/Templar_Com_06.ogg"
386,"Templar24","I'm baffled by this at the moment.","Audio/Dialogue/Character/StrInt/Gameplay/Templar_Com_07.ogg"
387,"Templar25","I'll need to be lighter on my feet to use this.","Audio/Dialogue/Character/StrInt/Gameplay/Templar_Com_08.ogg"
388,"Templar26","It doesn't seem right to destroy this.","Audio/Dialogue/Character/StrInt/Gameplay/Templar_Com_09.ogg"
389,"Templar27","This is neither the time nor the place.","Audio/Dialogue/Character/StrInt/Gameplay/Templar_Com_10.ogg"
390,"Templar28","It would seem my God has no need for my company just yet.","Audio/Dialogue/Character/StrInt/Gameplay/Templar_Level_01.ogg"
391,"Templar29","My prayers are thus answered.","Audio/Dialogue/Character/StrInt/Gameplay/Templar_Level_02.ogg"
392,"Templar30","The path becomes clearer with each bloody step.","Audio/Dialogue/Character/StrInt/Gameplay/Templar_Level_03.ogg"
393,"Templar31","Your humble servant thanks you, my God.","Audio/Dialogue/Character/StrInt/Gameplay/Templar_Level_04.ogg"
394,"Templar32","Your trust is the only reward I need, my Lord of Light.","Audio/Dialogue/Character/StrInt/Gameplay/Templar_Level_05.ogg"
395,"Templar33","The night must give way to the day.","Audio/Dialogue/Character/StrInt/Gameplay/Templar_Level_06.ogg"
396,"Templar34","I was born to this land, delivered to this task. I will prevail.","Audio/Dialogue/Character/StrInt/Gameplay/Templar_Level_07.ogg"
397,"Templar35","The longer you run from God, Fairgraves, the more damned you become.","Audio/Dialogue/Character/StrInt/Event/Tmpl_AfterFairgraves2.ogg"
398,"Templar36","May these waters wash away my sins and baptise me anew.","Audio/Dialogue/Character/StrInt/Event/Tmpl_Aqueduct.ogg"
399,"Templar37","I am sorry, God. We must learn not to abuse your creations.","Audio/Dialogue/Character/StrInt/Event/Tmpl_DriedLake.ogg"
400,"Templar38","This forest... so twisted. I pray that I am not too late to turn the tide of this corruption. ","Audio/Dialogue/Character/StrInt/Event/Tmpl_EnterAct2.ogg"
401,"Templar39","This is not Creation. This is perversion.","Audio/Dialogue/Character/StrInt/Event/Tmpl_EnterBelly.ogg"
402,"Templar40","What, in God's name, is that smell?","Audio/Dialogue/Character/StrInt/Event/Tmpl_EnterCanibalBay.ogg"
403,"Templar41","I shall wipe the filth from this house of God.","Audio/Dialogue/Character/StrInt/Event/Tmpl_EnterCatacombs.ogg"
404,"Templar42","A house of Faith, fallen to desecration.","Audio/Dialogue/Character/StrInt/Event/Tmpl_EnterFelShrine.ogg"
405,"Templar43","Piety, my God? I am sure you will reveal your purpose in time. ","Audio/Dialogue/Character/StrInt/Event/Tmpl_EnterHarvest.ogg"
406,"Templar44","The air here burns with wrath.","Audio/Dialogue/Character/StrInt/Event/Tmpl_EnterKaom.ogg"
407,"Templar45","The earth here trembles with the fear of judgement.","Audio/Dialogue/Character/StrInt/Event/Tmpl_EnterMines1.ogg"
408,"Templar46","Corruption eats away at the roots of this mountain.","Audio/Dialogue/Character/StrInt/Event/Tmpl_EnterMines2.ogg"
409,"Templar47","This land is teetering on the brink of Cataclysm.","Audio/Dialogue/Character/StrInt/Event/Tmpl_EnterMines3.ogg"
410,"Templar48","Sarn, birthplace of the Templar. A fitting place to put things right.","Audio/Dialogue/Character/StrInt/Event/Tmpl_EnterSarn.ogg"
411,"Templar49","Every stone placed for the glory of God. Beautiful!","Audio/Dialogue/Character/StrInt/Event/Tmpl_EnterScepter.ogg"
412,"Templar50","No soul should suffer as you have, Deshret.","Audio/Dialogue/Character/StrInt/Event/Tmpl_FreeDeshret.ogg"
413,"Templar51","We give our fallen heroes more glory than they ever earned in life.","Audio/Dialogue/Character/StrInt/Event/Tmpl_KillDaresso.ogg"
414,"Templar52","Embrace death, Doedre, for your flesh was your undoing.","Audio/Dialogue/Character/StrInt/Event/Tmpl_KillDoedre.ogg"
415,"Templar53","Temptation may turn even the noblest of men. I should take heed.","Audio/Dialogue/Character/StrInt/Event/Tmpl_KillFairgraves.ogg"
416,"Templar54","Your Way led to damnation, Kaom. Find another.","Audio/Dialogue/Character/StrInt/Event/Tmpl_KillKaom.ogg"
417,"Templar55","You fought against Death your whole life, Malachai, when it was one thing that would grant you true immortality.","Audio/Dialogue/Character/StrInt/Event/Tmpl_KillMalachai.ogg"
418,"Templar56","Your God-given talents were wasted, Maligaro.","Audio/Dialogue/Character/StrInt/Event/Tmpl_KillMaligaro.ogg"
419,"Templar57","No need, Piety. Just you go and see for yourself.","Audio/Dialogue/Character/StrInt/Event/Tmpl_KillPiety.ogg"
420,"Templar58","You were imprisoned by your own vanity, Shavronne.","Audio/Dialogue/Character/StrInt/Event/Tmpl_KillShav.ogg"
421,"Templar59","You are free now, Voll. Go with God.","Audio/Dialogue/Character/StrInt/Event/Tmpl_KillVoll.ogg"
422,"Templar60","Go with God!","Audio/Dialogue/Character/StrInt/Gameplay/Tmpl_KillRare_01.ogg"
423,"Templar61","Go with God!","Audio/Dialogue/Character/StrInt/Gameplay/Tmpl_KillRare_02.ogg"
424,"Templar62","Death to Sin!","Audio/Dialogue/Character/StrInt/Gameplay/Tmpl_KillRare_03.ogg"
425,"Templar63","Death to Sin!","Audio/Dialogue/Character/StrInt/Gameplay/Tmpl_KillRare_04.ogg"
426,"Templar64","Purity will prevail!","Audio/Dialogue/Character/StrInt/Gameplay/Tmpl_KillRare_05.ogg"
427,"Templar65","Purity will prevail!","Audio/Dialogue/Character/StrInt/Gameplay/Tmpl_KillRare_06.ogg"
428,"Templar66","The corrupt shall fall!","Audio/Dialogue/Character/StrInt/Gameplay/Tmpl_KillRare_07.ogg"
429,"Templar67","The corrupt shall fall!","Audio/Dialogue/Character/StrInt/Gameplay/Tmpl_KillRare_08.ogg"
430,"Templar68","To damnation with you!","Audio/Dialogue/Character/StrInt/Gameplay/Tmpl_KillRare_09.ogg"
431,"Templar69","To damnation with you!","Audio/Dialogue/Character/StrInt/Gameplay/Tmpl_KillRare_10.ogg"
432,"Templar70","I must have time to gather my will.","Audio/Dialogue/Character/StrInt/Gameplay/Tmpl_SkillonCool.ogg"
433,"Scion1","Why not just execute us and be done with it, Dominus?","Audio/Dialogue/Character/StrDexInt/Event/Sc_01_GetUp.ogg"
434,"Scion2","So it's true... dead men walk in Wraeclast.","Audio/Dialogue/Character/StrDexInt/Event/Sc_02_KillZombie.ogg"
435,"Scion3","I'll not be joining you today, dead man.","Audio/Dialogue/Character/StrDexInt/Event/Sc_03_KillHillock.ogg"
436,"Scion4","I've a simple choice ahead of me. Kill... or be eaten.","Audio/Dialogue/Character/StrDexInt/Event/Sc_04_EnterCannibalBay.ogg"
437,"Scion5","From Oriath to Axiom, one prison to another.","Audio/Dialogue/Character/StrDexInt/Event/Sc_05_EnterPrison.ogg"
438,"Scion6","You remind me of my ex-husband.","Audio/Dialogue/Character/StrDexInt/Event/Sc_06_KillBrutus.ogg"
439,"Scion7","The wall between life and death is crumbling.","Audio/Dialogue/Character/StrDexInt/Event/Sc_07_EnterShipGraveyard.ogg"
440,"Scion8","Shore leave is over, captain.","Audio/Dialogue/Character/StrDexInt/Event/Sc_08_KillFairgraves.ogg"
441,"Scion9","Why must men turn us into monsters?","Audio/Dialogue/Character/StrDexInt/Event/Sc_09_KillMerveil.ogg"
442,"Scion10","Savagery thrives all around me.","Audio/Dialogue/Character/StrDexInt/Event/Sc_10_EnterSouthForest.ogg"
443,"Scion11","The men here should have listened to their hearts. Their minds were not their own.","Audio/Dialogue/Character/StrDexInt/Event/Sc_11_EnterCOS.ogg"
