"rownum","WorldAreasKey","ItemVisualIdentityKey","bool","MapsKey","FlavourTextKey","AtlasRegionsKey","AtlasNodeKeys0","AtlasNodeKeys1","AtlasNodeKeys2","AtlasNodeKeys3","AtlasNodeKeys4","Tier0","Tier1","Tier2","Tier3","Tier4","X0","X1","X2","X3","X4","Y0","Y1","Y2","Y3","Y4","f32","f32","f32","f32","f32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","DDSFile"
93,1133,5754,"",387,1764,5,[],[],[],[],"[145,64,58,19]",0,0,0,0,14,189.401,189.401,189.401,189.401,309.363,252.763,252.763,252.763,252.763,347.293,20,20,20,20,150,0,0,0,0,-2,0,0,0,0,-4,""
94,1132,5749,"",386,1763,5,"[145,108,82,81,4,58]","[145,108,82,81,19]","[145,108,82,81,19,154]","[145,108,82,81,19,154]","[145,108,82,81,19,154]",3,6,10,11,14,350.626,330.86,332.352,336.571,352.588,356.588,377.595,386.36,368.079,389.025,202,156,163,154,150,-9,3,10,11,2,18,14,8,23,9,""
95,1131,5793,"",385,1762,1,[],[],[],"[125,73,99,38]","[125,83,35]",0,0,0,12,14,474.745,474.745,474.745,343.65,359.879,264.808,264.808,264.808,227.511,233.396,20,20,20,169,150,0,0,0,-27,-7,0,0,0,-13,-5,""
96,1092,5710,"",345,1723,3,"[76,41,29]","[143,41,29]","[143,41,29,17]","[143,76,17]","[143,116,41,17]",5,8,11,12,15,758.271,763.04,754.966,781.939,736.19,69.811,70.095,150.387,147.169,147.263,215,172,163,158,152,-13,-19,-8,4,3,51,35,-7,7,-4,""
97,1129,5746,"",383,1760,2,"[114,149,80,75,21]","[132,114,80,75,21,1]","[114,80,75,21,1]","[161,114,80,75,21,1]","[161,114,80,75,21,1]",2,6,9,11,14,588.906,650.944,648.402,656.1,657.409,223.333,233.88,218.84,211.655,221.297,159,187,144,153,149,28,-9,10,-3,-6,-5,-10,-10,2,-6,""
98,1168,6761,"",413,1798,1,[99],[99],[99],[99],[99],3,6,10,12,14,312.917,301.067,299.157,292.832,292.72,208.118,198.067,197.248,195.442,179.653,41,41,40,43,47,3,0,5,8,8,-9,-10,-8,-8,-10,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/PoorjoysAsylum.dds"
99,1167,5732,"",413,1797,1,"[113,92,72,69,98]","[125,113,92,72,98]","[125,113,92,72,98]","[125,113,95,92,72,98]","[113,92,72,98,35]",3,6,10,12,14,320.585,301.666,309.203,308.969,310.073,188.71,177.142,179.902,179.092,159.585,254,220,226,234,184,-13,-6,-12,-3,-20,-14,-1,-1,0,0,""
100,1126,6666,"",381,1757,0,[102],[102],[102],[102],[102],5,9,12,14,16,168.168,168.168,168.168,168.168,168.168,194.382,194.382,194.382,194.382,194.382,61,59,63,50,47,2,1,1,6,-1,-19,-19,-20,-13,-13,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/MaelstromOfChaos.dds"
101,1124,5712,"",380,1755,6,"[140,59,48,45,2]","[140,48,45,2,10]","[140,48,45,2,10]","[140,48,45,2,10]","[140,48,45,2,10]",3,7,10,11,14,635.758,629.255,622.54,625.455,623.391,477.341,459.13,467.239,469.932,469.072,193,185,184,185,192,0,8,14,12,11,-19,-5,-12,-17,-19,""
102,1125,5720,"",381,1756,0,"[137,113,100,6]","[137,100,6]","[137,113,100,6]","[137,134,157,113,100]","[137,134,100,18]",5,9,12,14,16,172.369,171.07,170.308,181.041,165.196,154.674,156.342,153.04,168.207,167.614,201,164,163,156,158,21,17,22,17,21,13,17,19,5,11,""
103,1122,5704,"",378,1753,2,[],[],[],[],"[149,129,32,1]",0,0,0,0,14,569.416,569.416,569.416,569.416,571.568,51.091,51.091,51.091,51.091,206.831,20,20,20,20,129,0,0,0,0,-5,0,0,0,0,-1,""
104,1116,5718,"",372,1747,7,[],[],[],"[106,56,50,26]","[106,56,26]",0,0,0,14,16,797.882,797.882,797.882,831.348,829.737,528.822,528.822,528.822,433.038,430.052,20,20,20,147,153,0,0,0,-22,-11,0,0,0,-13,-15,""
105,1115,5694,"",371,1746,5,[],[],"[4,55,19,11]","[112,4,64,11]","[4,64,19,11]",0,0,9,12,14,217.203,217.203,328.421,357.061,375.711,249.954,249.954,281.399,288.683,292.424,20,20,145,189,140,0,0,9,5,-7,0,0,8,8,8,""
106,1117,5798,"",373,1748,7,[],"[118,50,26]","[139,56,50]","[148,139,104]","[139,104,63,30]",0,9,12,13,16,830.413,830.328,826.87,825.114,828.57,525.786,469.735,467.545,478.137,477.939,20,181,157,195,129,0,-27,-31,-52,-40,0,-55,-28,-28,-27,""
107,1114,5753,"",370,1745,6,[],[],[],"[140,85,45]","[140,85]",0,0,0,11,14,567.566,567.566,567.566,623.851,627.582,542.89,542.89,542.89,438.819,431.977,20,20,20,116,96,0,0,0,-8,0,0,0,0,-16,-20,""
108,1113,5705,"",369,1744,5,"[124,94,82,81]","[124,94,82,81]","[124,94,82,81]","[124,94,82,81]","[124,94,82,81]",3,6,10,11,14,358.138,364.36,364.36,370.721,359.784,412.225,416.503,416.503,418.576,424.033,139,137,129,143,131,-8,-17,-17,-19,-8,0,1,6,0,1,""
109,1112,5678,"",368,1743,7,"[138,79]","[148,138,79,50]","[148,162,79]","[148,162,79]","[148,162,79]",3,7,10,11,14,726.917,703.015,717.772,716.389,719.122,361.226,393.395,372.878,374.284,374.907,141,177,111,94,94,6,13,-10,-11,-10,13,5,8,5,6,""
110,1110,9541,"",366,1741,6,[111],[111],[111],[111],[111],0,0,0,13,16,504.948,504.948,504.948,534.662,537.097,540.313,540.313,540.313,468.614,478.393,54,54,54,42,46,16,16,16,-9,-11,0,0,0,-5,-5,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/DoryanisMachinarium.dds"
111,1109,5766,"",366,1740,6,[110],[110],[110],"[117,110,23]","[117,110,25,23]",0,0,0,13,16,538.111,538.111,538.111,515.765,513.763,541.642,541.642,541.642,458.611,466.976,54,54,54,95,110,-16,-16,-16,-3,5,0,0,0,-5,-6,""
112,1108,5797,"",365,1739,5,[],"[128,81,19,11]","[128,19,154]","[128,105,19,154]","[128,19,154]",0,5,9,11,14,200.983,389.148,380.662,393.392,405.957,276.92,356.663,361.957,346.706,336.097,20,179,183,163,124,0,-9,1,-10,-2,0,-16,-7,-8,14,""
113,1111,5675,"",367,1742,0,"[137,102,92,73,99,6]","[137,73,99,66,6]","[137,157,102,73,99]","[137,157,102,73,99]","[137,73,99,18]",4,7,11,13,15,213.789,222.025,220.045,226.425,239.452,175.747,175.399,175.051,174.086,175.817,222,196,188,176,152,27,31,23,21,20,-11,-5,9,14,22,""
114,1107,5805,"",364,1738,2,"[132,119,151,97,89,41,17]","[119,151,97,89,75,41,17]","[150,97,89,41,17]","[158,97,89,75,41,17]","[158,97,89,41,17,5]",3,6,10,12,14,678.814,695.531,706.332,706.332,706.332,241.942,243.643,216.429,216.429,209.447,253,252,162,170,157,6,5,-1,0,6,-16,-27,-18,-21,-6,""
115,1118,5804,"",374,1749,1,"[129,40,33]","[129,40,33]","[129,40,33]","[129,40,33]","[129,40,33]",2,5,9,11,14,465.929,465.929,465.929,465.929,463.407,201.842,201.842,201.842,201.842,202.283,139,139,139,139,141,17,17,17,17,19,-11,-11,-11,-11,-11,""
116,1106,5810,"",363,1737,3,[],[],"[143,159,29]","[143,159,15]","[96,159,67,49,15]",0,0,11,13,15,902.271,902.271,766.59,766.56,721.187,64.389,64.389,76.86,73.08,82.137,20,20,196,179,167,0,0,-32,-24,-7,0,0,21,13,19,""
117,1105,5696,"",356,1736,6,"[59,45]","[59,10]","[23,10]","[111,59,23,10]","[111,59,25,23,10]",3,7,10,12,15,507.139,505.118,525.798,521.644,523.036,448.164,442.989,449.483,433.02,440.162,115,147,139,146,125,42,27,4,0,2,9,-2,8,9,8,""
118,1104,5758,"",355,1735,7,"[138,123,65,50]","[123,106,65,26]","[123,65,56,26]","[123,65,56,26]","[123,65,56,26]",5,9,12,14,16,813.122,812.186,814.136,813.397,811.787,335.367,337.057,313.288,315.134,311.27,247,265,185,184,181,-12,-2,-4,-8,-5,12,16,14,11,14,""
119,1103,5772,"",354,1734,2,"[132,114,85,79,77]","[132,114,85,79,77]","[132,150,85,79,77]","[132,150,85,79,77]","[132,150,85,79,77]",2,6,9,11,14,656.024,656.297,656.297,656.297,656.297,310.902,319.09,319.09,319.09,319.09,187,196,173,162,164,0,4,1,-2,-4,8,2,5,9,8,""
120,1102,5759,"",353,1733,2,"[156,159,80,33,29]","[156,159,80,29,1]","[159,80,32,29]","[159,80,32,29]","[159,80,32,29]",3,6,10,11,14,593.066,607.844,607.844,607.844,607.844,120.842,125.12,125.12,125.12,125.12,283,205,171,181,161,8,17,36,34,35,3,5,-1,-2,-4,""
121,1100,8995,"",351,1731,1,[125],[125],[125],[125],[125],0,5,9,11,14,522.408,376.519,379.347,422.777,372.267,245.193,212.396,213.961,203.798,221.78,52,45,48,67,66,-10,-7,-10,-18,21,11,9,9,13,6,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/ThePerandusManor.dds"
122,1098,7147,"",350,1729,4,[124],[124],[124],[124],[124],3,7,10,12,14,316.884,309.036,298.822,299.93,318.215,456.054,453.324,451.313,450.943,450.101,46,44,48,45,54,11,10,12,10,13,5,4,5,5,9,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/WhakawairuaTuahu.dds"
123,1096,5812,"",349,1727,7,"[138,118,77]","[138,118,77]","[138,118,77,26]","[138,118,77,26]","[138,118,77,26]",4,8,11,13,15,780.62,780.62,780.62,780.62,780.62,316.629,316.629,316.629,316.629,316.629,152,123,144,136,135,-4,-17,-6,-11,-11,18,11,13,14,13,""
124,1097,5703,"",350,1728,4,"[122,108,82,53,12]","[122,108,82,53,12]","[122,108,82,53,12]","[122,108,82,53,12]","[122,108,82,53,12]",3,7,10,12,14,339.789,330.927,324.753,321.325,345.612,466.616,462.924,461.608,462.185,469.335,124,163,152,159,146,-7,-2,1,6,-5,-14,-9,-9,-9,-17,""
125,1099,5742,"",351,1730,1,[121],"[121,73,72,99,40]","[121,73,72,99,40,38]","[131,121,95,99,40]","[131,121,95,40]",0,5,9,11,14,500.63,361.019,358.739,386.199,415.166,268.158,230.825,232.414,230.747,235.442,52,230,249,182,149,10,-8,-16,-10,-25,-11,-23,-19,-20,-10,""
126,1095,5807,"",348,1726,4,[],"[141,91,16,12]","[141,91,54,12]","[91,54,36,12]","[91,62,54,34]",0,9,12,13,15,84.49,176.943,193.65,201.903,203.088,482.235,466.491,483.529,451.974,422.861,20,203,147,158,111,0,51,35,5,-10,0,-36,-40,-12,-6,""
127,1094,5811,"",347,1725,6,[],[],[],[],"[45,43,155]",0,0,0,0,14,582.793,582.793,582.793,582.793,559.637,540.653,540.653,540.653,540.653,383.549,20,20,20,20,115,0,0,0,0,5,0,0,0,0,0,""
128,1093,5664,"",346,1724,5,"[146,81,4]","[146,112,81,4]","[146,112,81,4]","[146,112,81,4,154]","[146,112,4,37,154]",1,4,8,10,14,450.832,450.832,450.832,450.832,450.832,331.677,331.677,331.677,331.677,331.677,139,149,149,141,126,-25,-32,-34,-28,-22,21,21,24,22,16,""
129,1130,5799,"",384,1761,2,"[156,115,149]","[156,115,149]","[156,115,149]","[156,115,149]","[156,115,149,103,32]",2,5,9,11,14,531.944,540.675,530.175,535.207,524.89,185.899,181.022,184.133,193.526,200.802,150,147,142,139,178,-6,-17,-10,-14,14,8,4,2,1,-7,""
130,1091,5687,"",344,1722,3,[],[],[],[],"[147,143,49]",0,0,0,0,16,926.74,926.74,926.74,926.74,830.657,85.832,85.832,85.832,85.832,83.506,20,20,20,20,117,0,0,0,0,-22,0,0,0,0,29,""
131,1090,5737,"",343,1721,1,[],[],[],"[125,72]","[125,72,35,7]",0,0,0,11,14,487.62,487.62,487.62,342.957,349.257,251.169,251.169,251.169,186.383,201.607,20,20,20,127,145,0,0,0,11,23,0,0,0,3,-1,""
132,1089,5688,"",342,1720,2,"[142,119,114,149,43]","[142,119,149,97,43]","[142,119,149,150,43]","[142,119,161,43]","[142,119,161,43]",2,5,9,11,14,595.581,604.256,594.569,591.214,591.214,293.531,295.248,295.302,315.094,315.094,213,187,208,141,141,5,-5,7,6,6,0,0,3,1,1,""
133,1088,5764,"",341,1719,0,"[61,9,6]","[61,66,9]","[135,61,9]","[135,61,9]","[135,61,9]",4,7,10,12,14,294.713,312.132,338.584,343.152,346.053,69.929,82.17,83.282,76.631,88.649,252,173,150,155,150,7,8,-6,-7,-7,16,9,2,9,0,""
134,1087,5743,"",340,1718,0,[],[],[],"[102,24,6]","[157,102,84]",0,0,0,14,16,76.459,76.459,76.459,171.112,170.152,72.522,72.522,72.522,129.829,131.404,20,20,20,114,101,0,0,0,14,10,0,0,0,-6,5,""
135,1086,5771,"",339,1717,0,[],[],"[133,61,92,66]","[133,61,92,66]","[133,61,66,3]",0,0,11,13,15,72.416,72.416,277.383,278.475,278.886,87.717,87.717,68.979,81.808,69.898,20,20,177,158,163,0,0,5,11,13,0,0,19,8,20,""
136,1085,5800,"",338,1716,5,"[137,51,11]","[137,51,19,11]","[137,55,51]","[137,55,51]","[137,55,51]",4,7,11,14,16,278.422,278.422,244.272,246.903,244.272,273.09,273.09,265.614,256.404,265.614,175,183,126,147,151,-12,-2,2,4,6,-1,10,0,6,0,""
137,1084,5814,"",337,1715,5,"[136,113,102,38]","[136,113,102,38]","[136,113,102,38]","[136,113,102,38]","[136,113,102,38]",4,8,11,13,16,222.792,222.792,222.792,222.792,222.792,234.598,234.598,234.598,234.598,234.598,207,207,195,193,195,14,14,7,8,7,-20,-20,-22,-24,-22,""
138,1083,5677,"",336,1714,7,"[148,123,118,109,77]","[123,109,77,26]","[123,162,77,50,26]","[123,162,77,26]","[123,162,77,26]",4,7,10,12,15,790.781,743.236,758.49,750.302,749.764,382.509,352.818,343.609,339.242,339.791,201,159,178,123,123,-29,6,2,1,3,-24,0,7,-1,-1,""
139,1082,5674,"",335,1713,7,[],[],"[148,106,48,2]","[148,106,48,2]","[148,106,48,2]",0,0,11,13,15,744.919,744.919,737.741,738.087,740.622,528.785,528.785,471.386,474.331,472.884,20,20,227,234,233,0,0,-9,-13,-12,0,0,-16,-20,-16,""
140,1081,5673,"",334,1712,6,"[148,101,85,79,59,39]","[148,101,85,79,45,39]","[148,101,85,79,45,39]","[148,107,101,79,39]","[148,107,101,79,39]",3,6,10,11,14,635.806,641.145,646.978,646.978,646.978,431.625,425.825,426.214,426.214,423.05,222,221,217,186,186,7,4,0,13,14,-13,-10,-8,-3,-2,""
141,1080,5667,"",333,1711,4,"[145,91,82,12]","[145,126,91,82,12]","[145,126,91,82,12]","[145,91,82,12]","[145,160,91,82,12]",4,8,11,12,15,244.672,281.355,288.773,275.456,272.755,478.743,457.829,439.328,424.033,428.55,196,210,199,150,167,21,-17,-23,0,8,-39,-22,-3,-3,-1,""
142,1079,5808,"",332,1710,6,"[132,44,43]","[132,44,43]","[132,70,43,153]","[132,70,43,153]","[132,70,43,155]",1,4,8,10,14,549.161,549.161,549.161,549.161,549.161,330.915,330.915,330.915,330.915,330.915,145,138,150,148,142,14,18,16,15,15,8,7,13,12,7,""
143,1078,5806,"",331,1709,3,[],"[144,96,76,17]","[144,96,116,76,17]","[147,96,116,76]","[147,130,96,76,49,17]",0,8,12,13,15,877.014,814.852,813.85,817.241,788.544,47.904,125.07,126.796,95.151,155.627,20,192,177,189,169,0,-25,-26,-18,-2,0,23,22,35,-16,""
144,1077,5682,"",329,1708,3,[],"[143,76,65]","[143,76,65]","[147,76,65]","[147,76,65]",0,9,12,14,16,890.028,832.864,831.083,832.214,831.004,54.538,174.433,176.716,195.418,195.418,20,149,151,166,145,0,-16,-14,-11,-11,0,13,9,0,0,""
145,1076,5683,"",328,1707,5,"[141,94,91,82,58]","[141,94,91,82,58]","[141,94,91,82,58]","[141,94,91,82,58]","[141,94,93,91,82,58]",3,7,10,12,15,293.023,293.023,293.023,293.023,293.023,388.191,388.191,388.191,388.191,388.191,225,217,217,219,229,-14,-18,-17,-17,-13,14,18,18,17,11,""
146,1101,5676,"",352,1732,5,"[128,71,44,13]","[128,71,44,13]","[128,71,44,13]","[128,71,44,13]","[128,71,44,13]",2,5,9,11,14,458.293,458.293,456.077,463.463,465.689,380.596,380.596,364.717,357.701,362.081,144,151,146,140,141,8,5,10,5,3,0,1,12,18,17,""
147,1075,5669,"",327,1706,3,[],[],[],"[144,143,76]","[144,143,130,76]",0,0,0,14,16,938.043,938.043,938.043,831.144,832.764,97.38,97.38,97.38,126.398,136.823,20,20,20,149,171,0,0,0,-11,-18,0,0,0,30,17,""
148,1074,5816,"",326,1705,7,"[140,138,79,50,2]","[140,109,79,2]","[140,139,109,79,50,2]","[140,139,109,106,79,50,2]","[140,139,109,79,63,50,2]",4,7,10,12,14,738.317,689.851,705.192,696.803,701.766,442.042,412.016,425.202,412.264,414.991,199,114,179,263,177,-16,-13,1,22,9,-17,0,-3,15,10,""
149,1119,5668,"",375,1750,2,"[132,97,129]","[132,129,1]","[132,129,32,1]","[161,129,32,1]","[161,103,129,1]",1,4,8,10,14,550.693,550.693,550.693,550.693,550.693,229.444,229.444,229.444,229.444,229.444,159,175,176,136,137,16,19,22,27,19,3,0,-6,-10,-3,""
150,1120,5684,"",376,1751,2,[],[],"[132,119,114,151,1]","[119,158,161]","[119,158,161]",0,0,10,12,14,542.612,542.612,686.112,670.435,656.952,57.384,57.384,263.496,271.097,264.728,20,20,203,130,118,0,0,-18,-6,0,0,0,1,8,13,""
151,1121,5680,"",377,1752,2,"[114,76,65]","[114,76,65]","[150,76,65]","[158,76,65]","[158,76,65,5]",4,7,11,13,16,750.47,735.692,755.525,755.525,767.435,246.835,257.724,259.668,259.668,261.311,211,197,209,194,207,19,34,17,24,3,-20,-28,-25,-24,-25,""
152,1123,5706,"",379,1754,1,"[61,87,72,40]","[61,87,72,163]","[61,87,72,163]","[61,87,72,163]","[61,87,72,163]",2,6,9,11,14,430.517,387.104,367.543,392.51,393.316,146.249,126.827,131.227,138.689,141.511,225,176,154,152,158,-37,0,9,-12,-11,4,19,8,-5,-6,""
153,1240,5665,"",437,1858,6,[],[],"[142,85,45]","[142,85,45]","[45,44]",0,0,8,10,14,573.698,550.046,558.345,554.962,534.82,516.606,515.197,384.036,383.277,390.029,20,20,145,142,109,0,0,15,18,-3,0,0,2,1,5,""
154,1242,5697,"",468,1859,5,[],[],"[112,94,81]","[128,112,94,81]","[128,112,94,81,37,13]",0,0,9,11,14,196.471,196.471,390.881,396.766,389.727,264.711,264.711,386.701,374.147,382.133,20,20,110,152,148,0,0,-15,0,21,0,0,1,-7,-3,""
155,1243,5719,"",469,1860,6,[],[],[],[],"[142,127]",0,0,0,0,14,537.917,518.541,529.537,546.44,549.677,528.659,516.668,515.556,524.438,361.872,20,20,20,20,78,0,0,0,0,3,0,0,0,0,-3,""
156,1244,5747,"",357,1861,2,"[120,129,80]","[120,129,33]","[129,33,32]","[129,33,32,22]","[129,22]",2,6,10,12,15,557.621,536.292,536.292,533.273,533.662,161.255,131.084,131.084,156.243,163.3,127,166,138,152,127,15,4,-3,2,2,-6,15,26,1,-5,""
157,1246,5741,"",358,1862,0,[],[],"[113,92,6]","[113,102,6]","[134,18,6]",0,0,11,13,15,109.009,109.009,211.034,221.789,219.306,55.369,55.369,134.346,141.107,138.736,20,20,135,99,112,0,0,10,-9,-11,0,0,-5,7,-4,""
158,1247,5768,"",359,1863,2,[],[],[],"[114,150,151,77]","[114,150,151,77]",0,0,0,12,15,554.68,554.68,554.68,716.028,703.791,49.751,49.751,49.751,266.46,266.574,20,20,20,120,138,0,0,0,-2,6,0,0,0,-2,-4,""
159,1248,5763,"",360,1864,3,"[120,29]","[120,29]","[120,116,29]","[120,116,29]","[120,116]",3,6,10,12,14,661.661,643.232,661.255,666.311,652.501,79.23,85.751,79.071,75.358,75.831,143,140,206,208,162,-12,3,17,12,3,22,12,17,18,17,""
160,1249,5728,"",330,1865,4,[],[],[],[],"[141,52,12]",0,0,0,0,15,140.48,139.868,138.607,138.225,268.26,506.027,505.13,507.188,504.846,472.324,20,20,20,20,103,0,0,0,0,1,0,0,0,0,-11,""
161,1250,5692,"",361,1866,2,[],[],[],"[132,149,150,97]","[132,149,150,97]",0,0,0,11,14,538.29,516.46,552.604,614.327,614.327,270.425,278.647,66.35,261.92,261.92,20,20,20,169,164,0,0,0,2,0,0,0,0,-4,-3,""
162,1251,5700,"",362,1867,7,[],[],"[138,109]","[138,109]","[138,109]",0,0,10,11,14,761.345,782.28,724.877,724.346,730.773,510.158,516.791,345.431,349.527,353,20,20,75,72,69,0,0,8,5,2,0,0,8,4,2,""
163,1252,5776,"",470,1868,1,[],"[152,7]","[152,87,7]","[152,87,7]","[152,87,7]",0,6,9,11,14,498.462,440.656,430.795,431.164,433.818,239.017,179.441,148.406,151.487,155.616,20,132,144,109,138,0,-28,-18,-10,-13,0,-4,0,-5,-1,""
