"rownum","Id","Icon_DDSFile","StatsKeys","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","CharactersKeys","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItemsKey","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","Reminder_ClientStringsKeys","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffsKeys","GrantedEffectsPerLevelKey","bool","i32","bool","bool","bool","bool","bool","bool"
681,"fire_damage1102","Art/2DArt/SkillIcons/passives/firedamageint.dds","[42,10232]",8,4,0,0,38789,"Fire Damage and Burning Damage Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
682,"fire_damage1103","Art/2DArt/SkillIcons/passives/firedamageint.dds",[42],12,0,0,0,61804,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
683,"immolation1104","Art/2DArt/SkillIcons/passives/hellfire.dds","[42,593,8872]",25,6,20,0,60501,"Heart of Flame",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
684,"fire_damage1105","Art/2DArt/SkillIcons/passives/firedamageint.dds",[42],15,0,0,0,14040,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
685,"shield_block1109","Art/2DArt/SkillIcons/passives/blockstr.dds","[19,23]",2,25,0,0,32482,"Shield Block and Defences",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
686,"energy_shield_on_shield1110","Art/2DArt/SkillIcons/passives/shieldenergyshield.dds","[2367,489]",2,30,0,0,34245,"Shield Spell Block and Energy Shield on Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
687,"with_sword_reduce_enemy_block1112","Art/2DArt/SkillIcons/passives/damagesword.dds","[223,40,11626]",8,6,6,0,7288,"Damage and Reduce Enemy Block With Swords",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
688,"sword_attack_speed1114","Art/2DArt/SkillIcons/passives/dualwieldblock.dds","[11642,748]",12,2,0,0,12720,"Sword Damage and Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
689,"life1115","Art/2DArt/SkillIcons/passives/evasion.dds","[120,124]",10,4,0,0,45593,"Evasion and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
690,"life1116","Art/2DArt/SkillIcons/passives/evasion.dds","[120,124]",10,4,0,0,12801,"Evasion and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
691,"life1117","Art/2DArt/SkillIcons/passives/revengeofthehunted.dds","[120,124,24]",20,8,12,0,53114,"Revenge of the Hunted",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
692,"life1118","Art/2DArt/SkillIcons/passives/evasion.dds","[120,124]",10,4,0,0,25067,"Evasion and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
693,"life1119","Art/2DArt/SkillIcons/passives/evasion.dds","[120,124]",10,4,0,0,31315,"Evasion and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
694,"life1120","Art/2DArt/SkillIcons/passives/life1.dds","[124,620]",4,4,0,0,34678,"Life and Elemental Ailment Avoidance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
695,"blast_radius1121","Art/2DArt/SkillIcons/passives/blastradius.dds","[434,619]",10,20,0,0,15711,"Blast Radius",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
696,"lord_of_the_dead1122","Art/2DArt/SkillIcons/passives/lordofthedead.dds","[547,165,159,488]",1,1,15,15,27611,"Lord of the Dead",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
697,"additional_minions1123","Art/2DArt/SkillIcons/passives/gravepact.dds","[488,8195,2099,7426]",15,30,6,4,27308,"Gravepact",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
698,"minion_life1124","Art/2DArt/SkillIcons/passives/minionlife.dds",[159],12,0,0,0,10904,"Minion Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
699,"minion_life1125","Art/2DArt/SkillIcons/passives/minionlife.dds","[159,488]",8,8,0,0,52412,"Minion Life and Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
700,"minion_damage1126","Art/2DArt/SkillIcons/passives/MinionAccuracyDamage.dds","[488,8195]",10,10,0,0,54267,"Minion Damage and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
701,"minion_damage1127","Art/2DArt/SkillIcons/passives/MinionAccuracyDamage.dds","[488,8195]",12,15,0,0,23185,"Minion Damage and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
702,"minion_damage1128","Art/2DArt/SkillIcons/passives/miniondamageBlue.dds",[488],12,0,0,0,43716,"Minion Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
703,"minion_damage1129","Art/2DArt/SkillIcons/passives/miniondamageBlue.dds","[488,3130]",10,20,0,0,34144,"Minion Damage and Life Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
704,"projectile_damage1130","Art/2DArt/SkillIcons/passives/projectilespeed.dds","[498,175]",6,10,0,0,52632,"Projectile Damage and Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
705,"projectile_damage1131","Art/2DArt/SkillIcons/passives/projectilespeed.dds",[498],12,0,0,0,36222,"Projectile Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
706,"fury_bolts1132","Art/2DArt/SkillIcons/passives/furybolts.dds","[498,573,84,175]",20,20,10,10,60002,"Fury Bolts",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
707,"minion_instability1133","Art/2DArt/SkillIcons/passives/KeystoneMinionInstability.dds",[856],1,0,0,0,18663,"Minion Instability",[],1,"","Even in death, they have their uses. They just need a little encouragement.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
708,"conduit1135","Art/2DArt/SkillIcons/passives/KeystoneConduit.dds",[787],1,0,0,0,23540,"Conduit",[],1,"","To me, brave companions! Feel my radiance flow through you!","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
709,"acrobatics1136","Art/2DArt/SkillIcons/passives/KeystoneAcrobatics.dds",[775],1,0,0,0,54307,"Acrobatics",[],1,"","Light and unadorned, like wind on water, you will be.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
710,"iron_reflexes1137","Art/2DArt/SkillIcons/passives/KeystoneIronReflexes.dds",[693],1,0,0,0,10661,"Iron Reflexes",[],1,"","Why should I dodge blows that I do not fear?","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
711,"resolute_technique1138","Art/2DArt/SkillIcons/passives/KeystoneResoluteTechnique.dds",[2827],1,0,0,0,31961,"Resolute Technique",[],1,"","Great tacticians learn that consistency often trumps potential.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
712,"unwavering_stance1139","Art/2DArt/SkillIcons/passives/KeystoneUnwaveringStance.dds",[2327],1,0,0,0,40907,"Unwavering Stance",[],1,"","Stand your ground, child, keep your senses.\r\nThe pain is fleeting, but victory is forever.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
713,"chaos_inoculation1141","Art/2DArt/SkillIcons/passives/KeystoneChaosInoculation.dds",[698],1,0,0,0,11455,"Chaos Inoculation",[],1,"","Give up everything in pursuit of greatness - even life itself.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
714,"eldritch_battery1142","Art/2DArt/SkillIcons/passives/KeystoneEldritchBattery.dds",[5266],1,0,0,0,56075,"Eldritch Battery",[],1,"","What need have I for defence when my enemies\r\nare reduced to ash and splinters?","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
715,"blood_magic1143","Art/2DArt/SkillIcons/passives/KeystoneBloodMagic.dds",[846],1,0,0,0,57279,"Blood Magic",[],1,"","Lay open your veins, and draw power from your own spilled life.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
716,"accuracy1144","Art/2DArt/SkillIcons/passives/accuracydex.dds","[84,554]",6,10,0,0,39768,"Accuracy and Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
717,"accuracy1145","Art/2DArt/SkillIcons/passives/accuracydex.dds","[84,554]",6,10,0,0,32739,"Accuracy and Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
718,"versatility1146","Art/2DArt/SkillIcons/passives/precision.dds","[84,554,3048,70]",10,20,20,5,12795,"Versatility",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
719,"accuracy1148","Art/2DArt/SkillIcons/passives/accuracydex.dds","[84,1910]",6,4,0,0,15599,"Attack and Cast Speed, Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
720,"accuracy1149","Art/2DArt/SkillIcons/passives/accuracydex.dds","[84,1910]",6,4,0,0,44529,"Attack and Cast Speed, Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
721,"additional_minions1150","Art/2DArt/SkillIcons/passives/graveexpectations.dds","[2103,159,2102,451]",10,20,60,60,36915,"Sacrifice",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
722,"minion_life1151","Art/2DArt/SkillIcons/passives/MinionElementalResistancesNode.dds","[159,2103,2104]",10,10,10,0,49047,"Minion Life and Resistances",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
723,"minion_damage1152","Art/2DArt/SkillIcons/passives/minionlife.dds",[159],10,0,0,0,34880,"Minion Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
724,"movement_speed1153","Art/2DArt/SkillIcons/passives/MovementSpeedandEvasionPassive.dds","[177,120]",3,10,0,0,43768,"Movement Speed and Evasion",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
725,"movement_speed1154","Art/2DArt/SkillIcons/passives/MovementSpeedandEvasionPassive.dds","[177,120]",3,10,0,0,43170,"Movement Speed and Evasion",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
726,"movement_speed1155","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[177],3,0,0,0,9009,"Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
727,"life1156","Art/2DArt/SkillIcons/passives/life1.dds","[124,620]",4,4,0,0,26528,"Life and Elemental Ailment Avoidance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
728,"thick_skin1157","Art/2DArt/SkillIcons/passives/thickskin.dds","[124,620]",10,8,0,0,19069,"Thick Skin",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
729,"fitness1160","Art/2DArt/SkillIcons/passives/WritteninBlood.dds","[124,134,573]",8,10,10,0,18769,"Written in Blood",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
730,"life1161","Art/2DArt/SkillIcons/passives/life1.dds","[124,150]",4,4,0,0,5743,"Life and Chaos Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
731,"divine_toughness1167","Art/2DArt/SkillIcons/passives/thickskin.dds","[124,141]",10,5,0,0,21958,"Cruel Preparation",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
732,"life1164","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,13714,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
733,"life1167","Art/2DArt/SkillIcons/passives/life1.dds","[124,620]",4,4,0,0,58271,"Life and Elemental Ailment Avoidance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
734,"life1169","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,48287,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
735,"area_of_effect_radius1170","Art/2DArt/SkillIcons/passives/blastradius.dds",[434],10,0,0,0,38900,"Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
736,"area_of_effect_radius1171","Art/2DArt/SkillIcons/passives/blastradius.dds",[434],10,0,0,0,38805,"Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
737,"body_and_soul1173","Art/2DArt/SkillIcons/passives/bodysoul.dds","[117,134,141,138]",20,10,8,10,35958,"Faith and Steel",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
738,"necromantic_aegis1175","Art/2DArt/SkillIcons/passives/KeystoneNecromanticAegis.dds",[743],1,0,0,0,45175,"Necromantic Aegis",[],1,"","I give you everything, my pets. My trust, my strength, my safety. Do not disappoint me.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
739,"pain_attunement1178","Art/2DArt/SkillIcons/passives/KeystonePainAttunement.dds",[776],1,0,0,0,31703,"Pain Attunement",[],1,"","Embrace the pain, drink it in.\r\nYour enemies will know your agony tenfold.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
740,"elemental_equilibrium1177","Art/2DArt/SkillIcons/passives/KeystoneElementalEquilibrium.dds",[753],1,0,0,0,39085,"Elemental Equilibrium",[],1,"","Balance is good in all things, but especially in the realm of magic.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
741,"armour_and_energy_shield1178","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[117,134]",8,5,0,0,40508,"Armour and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
742,"iron_grip1181","Art/2DArt/SkillIcons/passives/KeystoneIronGrip.dds",[783],1,0,0,0,12926,"Iron Grip",[],1,"","Legend tells of bows so powerful that only giants could draw them back.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
743,"point_blank1182","Art/2DArt/SkillIcons/passives/KeystonePointBlankArcher.dds",[785],1,0,0,0,42178,"Point Blank",[],1,"","Look your foe in the eyes before you pierce him. Delight in his fear.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
744,"arrow_dodging1183","Art/2DArt/SkillIcons/passives/KeystoneArrowDodging.dds",[842],1,0,0,0,54922,"Arrow Dancing",[],1,"","Let the whistling of arrows and stones be your music.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
745,"phase_acrobatics1184","Art/2DArt/SkillIcons/passives/KeystonePhaseAcrobatics.dds",[836],1,0,0,0,14914,"Phase Acrobatics",[],1,"","With enough practice, you can feel the spells\r\ncoming before they're even cast.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
746,"whispers_of_doom1185","Art/2DArt/SkillIcons/passives/KeystoneWhispersOfDoom.dds",[721],1,0,0,0,22535,"Whispers of Doom",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
747,"fitness1186","Art/2DArt/SkillIcons/passives/titanicmight.dds","[573,124,3857]",20,8,3,0,36949,"Devotion",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
748,"curse_cast_speed1187","Art/2DArt/SkillIcons/passives/Corruption.dds",[13133],50,0,0,0,14674,"Faster Doom Gain",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
749,"curse_cast_speed1189","Art/2DArt/SkillIcons/passives/Corruption.dds","[2081,13133]",10,50,0,0,20077,"Hex Area of Effect and Faster Doom Gain",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
750,"acrobatics_improvement1190","Art/2DArt/SkillIcons/passives/evasion.dds",[1938],3,0,0,0,19320,"Acrobatics Improvement",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
751,"acrobatics_improvement1192","Art/2DArt/SkillIcons/passives/evasion.dds",[1938],3,0,0,0,12401,"Acrobatics Improvement",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
752,"acrobatics_improvement1193","Art/2DArt/SkillIcons/passives/evasion.dds",[1938],4,0,0,0,56744,"Acrobatics Improvement",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
753,"discipline_and_training1194","Art/2DArt/SkillIcons/passives/newtitanicmight.dds","[123,124]",30,10,0,0,41472,"Discipline and Training",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
754,"life1195","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,5197,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
755,"life1196","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,29933,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
756,"reduced_mana_reservation1197","Art/2DArt/SkillIcons/passives/manareservationreduction.dds",[14057],-4,0,0,0,21974,"Reduced Reservation",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
757,"reduced_mana_reservation1198","Art/2DArt/SkillIcons/passives/manareservationreduction.dds",[14057],-4,0,0,0,25831,"Reduced Reservation",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
758,"reduced_mana_reservation1199","Art/2DArt/SkillIcons/passives/manareservationreduction.dds",[14057],-4,0,0,0,63194,"Reduced Reservation",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
759,"reduced_mana_reservation1200","Art/2DArt/SkillIcons/passives/manareservationreduction.dds",[14057],-4,0,0,0,28859,"Reduced Reservation",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
760,"leadership1201","Art/2DArt/SkillIcons/passives/leadership.dds","[848,3857]",30,6,0,0,65097,"Leadership",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
761,"aura_area_of_effect1202","Art/2DArt/SkillIcons/passives/auraareaofeffect.dds",[848],12,0,0,0,9995,"Aura Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
762,"aura_area_of_effect1203","Art/2DArt/SkillIcons/passives/auraareaofeffect.dds",[848],12,0,0,0,64265,"Aura Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
763,"aura_area_of_effect1205","Art/2DArt/SkillIcons/passives/auraareaofeffect.dds",[848],12,0,0,0,5935,"Aura Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
764,"unnatural_calm1206","Art/2DArt/SkillIcons/passives/arcane focus.dds","[134,948,138]",18,1,15,0,50029,"Unnatural Calm",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
765,"life1209","Art/2DArt/SkillIcons/passives/life1.dds",[124],6,0,0,0,6712,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
766,"life1210","Art/2DArt/SkillIcons/passives/life1.dds",[124],6,0,0,0,10031,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
767,"fitness1212","Art/2DArt/SkillIcons/passives/life1.dds","[124,150]",10,8,0,0,58218,"Purity of Flesh",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
768,"life1213","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,31471,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
769,"life1216","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,36221,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
770,"life1219","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,33755,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
771,"life1220","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,21835,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
772,"life1221","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,64587,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
773,"cast_speed1224","Art/2DArt/SkillIcons/passives/castspeed.dds",[216],4,0,0,0,61547,"Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
774,"cast_speed1225","Art/2DArt/SkillIcons/passives/castspeed.dds",[216],4,0,0,0,5607,"Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
775,"cast_speed1226","Art/2DArt/SkillIcons/passives/castspeed.dds",[216],4,0,0,0,29619,"Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
776,"spell_power1227","Art/2DArt/SkillIcons/passives/ColdheartedCalculation2.dds","[130,576,24]",20,20,12,0,24050,"Coldhearted Calculation",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
777,"elemental_damage1228","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[486],10,0,0,0,64501,"Elemental Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
778,"elemental_damage1229","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[486],10,0,0,0,46136,"Elemental Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
779,"elemental_damage1230","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[486],10,0,0,0,58649,"Elemental Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
780,"attack_speed1231","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],4,0,0,0,65427,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
781,"projectile_damage1233","Art/2DArt/SkillIcons/passives/projectilespeed.dds",[498],10,0,0,0,10843,"Projectile Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
782,"one_handed_damage1235","Art/2DArt/SkillIcons/passives/onehanddamage.dds","[338,11634]",16,16,0,0,10282,"One Handed Melee Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
783,"acceleration1238","Art/2DArt/SkillIcons/passives/newnewattackspeed.dds","[579,177,26,63]",20,5,20,20,46408,"Fangs of the Viper",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
784,"assassination1239","Art/2DArt/SkillIcons/passives/newincreasedcritical.dds","[95,554]",25,25,0,0,28754,"Assassination",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
785,"critical_strike_chance1240","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[554],20,0,0,0,62442,"Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
786,"critical_strike_chance1242","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[554],20,0,0,0,28885,"Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
787,"fire_damage1243","Art/2DArt/SkillIcons/passives/firedamage.dds","[42,434]",8,8,0,0,40291,"Fire Damage and Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
788,"fire_damage1244","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],8,0,0,0,42161,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
789,"cold_damage1246","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],8,0,0,0,766,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
790,"cold_damage1247","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],8,0,0,0,17091,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
791,"lightning_damage1249","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],8,0,0,0,5022,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
792,"lightning_damage1250","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],8,0,0,0,32307,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
793,"evasion_and_energy_shield1252","Art/2DArt/SkillIcons/passives/evadepercentage.dds","[120,134]",10,5,0,0,60259,"Evasion and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
794,"evasion_and_energy_shield1253","Art/2DArt/SkillIcons/passives/evadepercentage.dds","[120,134]",10,5,0,0,39322,"Evasion and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
795,"evasion_and_energy_shield1254","Art/2DArt/SkillIcons/passives/evadepercentage.dds","[120,134]",10,5,0,0,46839,"Evasion and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
796,"number_of_traps_allowed1260","Art/2DArt/SkillIcons/passives/trapsradius.dds","[1792,312]",12,20,0,0,13176,"Trap Damage and Trigger Area",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
797,"trap_laying_speed1261","Art/2DArt/SkillIcons/passives/trapsspeed.dds","[313,1844]",4,4,0,0,7920,"Trap and Mine Throwing Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
798,"weapon_elemental_damage1263","Art/2DArt/SkillIcons/passives/weaponelementaldamagepercentage.dds",[6071],12,0,0,0,56646,"Weapon Elemental Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
799,"weapon_elemental_damage1264","Art/2DArt/SkillIcons/passives/weaponelementaldamagepercentage.dds",[6071],12,0,0,0,25511,"Weapon Elemental Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
800,"trap_laying_speed1267","Art/2DArt/SkillIcons/passives/trapsspeed.dds","[313,1844,1792,1794]",3,3,8,8,32432,"Trap and Mine Damage and Throwing Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
801,"trap_duration1268","Art/2DArt/SkillIcons/passives/trapsradius.dds","[2814,2815]",25,25,0,0,8027,"Trap and Mine Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
802,"number_of_totems_allowed1269","Art/2DArt/SkillIcons/passives/totemmax.dds",[5267],1,0,0,0,41970,"Ancestral Bond",[],1,"","A wooden construct, mute and blind.\r\nBut fear the wrath of shackled mind.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
803,"attack_speed1270","Art/2DArt/SkillIcons/passives/attackspeed.dds","[70,84]",6,10,0,0,39725,"Attack Speed and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
804,"projectile_damage1271","Art/2DArt/SkillIcons/passives/projectilespeed.dds",[498],12,0,0,0,47030,"Projectile Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
805,"steel_skin1275","Art/2DArt/SkillIcons/passives/armourmastery.dds","[117,951,116]",30,1,150,0,42009,"Soul of Steel",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
806,"mana_regeneration1276","Art/2DArt/SkillIcons/passives/manaregeneration.dds","[130,576]",20,5,0,0,2151,"Mana Regeneration and Intelligence",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
807,"spell_damage1277","Art/2DArt/SkillIcons/passives/damagespells.dds","[25,576]",8,5,0,0,47062,"Spell Damage and Intelligence",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
808,"projectile_damage1278","Art/2DArt/SkillIcons/passives/projectilespeed.dds","[498,579]",8,5,0,0,62103,"Projectile Damage and Dexterity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
809,"attack_speed1279","Art/2DArt/SkillIcons/passives/attackspeed.dds","[70,579]",4,5,0,0,15144,"Attack Speed and Dexterity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
