"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","i32","SoundEffectsKey","NormalPurchase_BaseItemTypesKeys","NormalPurchase_Costs","MagicPurchase_BaseItemTypesKeys","MagicPurchase_Costs","TagsKeys","ModDomainsKey","IsDropDisabled","ItemVisualIdentityKey","i32","[rid]","[i32]","[i32]","[i32]","[i32]","row","rid","bool","[rid]","rid","[rid]","i32","i32","bool","rid","rid","rid"
2133,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDragonAuraEffect",40,2,2,"Dragon Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2011,-1730521400,[],[],[],[],[],264,"","",[],7,[],-16843010,-16843010,"",17,"",""
2134,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionBlueDragonAuraEffect",40,2,2,"Blue Dragon Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2012,-689626435,[],[],[],[],[],264,"","",[],7,[],-16843010,-16843010,"",17,"",""
2135,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDualDragonAuraEffect",40,2,2,"Dual Dragon Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2013,1192197765,[],[],[],[],[],264,"","",[],7,[],-16843010,-16843010,"",17,"",""
2136,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightningWings",40,2,2,"Lightning Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2014,2141212844,[],[],[],[],[],264,"","",[],20,[],-16843010,-16843010,"",2,"",""
2137,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTitanSword",40,2,2,"Titan Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2015,-2046336452,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",22,"",""
2138,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildHood",40,2,2,"Wild Cougar Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2016,-1288362242,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",11,"",""
2139,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildHelmet",40,2,2,"Wild Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2017,64106520,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",11,"",""
2140,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildBoots",40,2,2,"Wild Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2018,1647558320,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",4,"",""
2141,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGloves",40,2,2,"Wild Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2019,1480947763,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",9,"",""
2142,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildBodyArmour",40,2,2,"Wild Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2020,1150766824,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",3,"",""
2143,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildCloak",40,2,2,"Wild Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2021,-1922659695,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",2,"",""
2144,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildWings",40,2,2,"Wild Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2022,-653664627,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",2,"",""
2145,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildAxe",40,2,2,"Wild Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2023,-1392484535,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",22,"",""
2146,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildShield",40,2,2,"Wild Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2024,1955009110,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",23,"",""
2147,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildFootprintsEffect",40,2,2,"Wild Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2025,-1760192905,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",8,"",""
2148,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionWildCharacterEffect",40,2,2,"Wild Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2038,-540937405,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",5,"",""
2149,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildPortalEffect",40,2,2,"Wild Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2026,-40839976,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",16,"",""
2150,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildWeaponEffect",40,2,2,"Wild Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2027,237613999,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",21,"",""
2151,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionWildAuraEffect",40,2,2,"Wild Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2028,-2103358596,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",17,"",""
2152,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionWildDashEffect",40,2,2,"Wild Dash Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2029,-1506024747,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",17,"",""
2153,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldHood",40,2,2,"Wild Gold Cougar Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2030,-1141642505,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",11,"",""
2154,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldHelmet",40,2,2,"Wild Gold Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2031,-1265113316,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",11,"",""
2155,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldBoots",40,2,2,"Wild Gold Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2032,2132545898,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",4,"",""
2156,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldGloves",40,2,2,"Wild Gold Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2033,-1794898687,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",9,"",""
2157,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldBodyArmour",40,2,2,"Wild Gold Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2034,453362075,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",3,"",""
2158,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldCloak",40,2,2,"Wild Gold Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2035,-1866368421,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",2,"",""
2159,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldWings",40,2,2,"Wild Gold Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2036,-1395510547,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",2,"",""
2160,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldFootprintsEffect",40,2,2,"Wild Gold Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2037,1024569468,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",8,"",""
2161,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldPortalEffect",40,2,2,"Wild Gold Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2039,-1716072231,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",16,"",""
2162,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerHat",40,2,2,"Wrangler Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2040,1099030113,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",11,"",""
2163,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerHelmet",40,2,2,"Wrangler Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2041,-91240600,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",11,"",""
2164,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerBoots",40,2,2,"Wrangler Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2042,63662888,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",4,"",""
2165,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerGloves",40,2,2,"Wrangler Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2043,1101759211,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",9,"",""
2166,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerBodyArmour",40,2,2,"Wrangler Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2044,1300399107,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",3,"",""
2167,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerCloak",40,2,2,"Wrangler Crossbow","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2045,-1998731796,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",2,"",""
2168,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerWings",40,2,2,"Wrangler Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2046,1485947354,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",2,"",""
2169,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerBlade",40,2,2,"Wrangler Blade","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2047,-1849922110,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",22,"",""
2170,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerFootprintsEffect",40,2,2,"Wrangler Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2048,637587152,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",8,"",""
2171,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionWranglerCharacterEffect",40,2,2,"Wrangler Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2061,-2088177013,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",5,"",""
2172,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerPortalEffect",40,2,2,"Wrangler Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2049,1406361760,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",16,"",""
2173,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerWeaponEffect",40,2,2,"Wrangler Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2050,1163628837,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",21,"",""
2174,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionWranglerAuraEffect",40,2,2,"Wrangler Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2051,590993588,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",17,"",""
2175,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionWranglerDashEffect",40,2,2,"Wrangler Frostblink Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2052,1832208137,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",17,"",""
2176,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerHat",40,2,2,"Silver Wrangler Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2053,-818220062,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",11,"",""
2177,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerHelmet",40,2,2,"Silver Wrangler Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2054,-860754491,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",11,"",""
2178,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerBoots",40,2,2,"Silver Wrangler Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2055,-1255801650,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",4,"",""
2179,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerGloves",40,2,2,"Silver Wrangler Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2056,-310960226,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",9,"",""
2180,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerBodyArmour",40,2,2,"Silver Wrangler Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2057,-2101973779,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",3,"",""
2181,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerCloak",40,2,2,"Silver Wrangler Crossbow","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2058,-140217117,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",2,"",""
2182,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerWings",40,2,2,"Silver Wrangler Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2059,-348373514,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",2,"",""
2183,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerFootprintsEffect",40,2,2,"Silver Wrangler Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2060,522565098,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",8,"",""
2184,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerPortalEffect",40,2,2,"Silver Wrangler Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2062,962453996,[],[],[],[],[],264,"","",[],137,[],-16843010,-16843010,"",16,"",""
2185,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSunprismHeraldEffect",40,2,2,"Sunprism Herald Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2063,-194320445,[],[],[],[],[],264,"","",[],131,[],-16843010,-16843010,"",17,"",""
2186,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIllusionistHelmet",40,2,2,"Illusionist Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2064,-1992079197,[],[],[],[],[],264,"","",[],138,[],-16843010,-16843010,"",11,"",""
2187,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIllusionistBoots",40,2,2,"Illusionist Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2065,296453093,[],[],[],[],[],264,"","",[],138,[],-16843010,-16843010,"",4,"",""
2188,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIllusionistGloves",40,2,2,"Illusionist Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2066,-1395632761,[],[],[],[],[],264,"","",[],138,[],-16843010,-16843010,"",9,"",""
2189,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIllusionistBodyArmour",40,2,2,"Illusionist Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2067,1034187012,[],[],[],[],[],264,"","",[],138,[],-16843010,-16843010,"",3,"",""
2190,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIllusionistBackAttachment",40,2,2,"Illusionist Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2068,-1806053791,[],[],[],[],[],264,"","",[],138,[],-16843010,-16843010,"",2,"",""
2191,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIllusionistSword",40,2,2,"Illusionist Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2069,-1535339784,[],[],[],[],[],264,"","",[],138,[],-16843010,-16843010,"",22,"",""
2192,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIllusionistWeaponEffect",40,2,2,"Illusionist Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2070,-1127392502,[],[],[],[],[],264,"","",[],138,[],-16843010,-16843010,"",21,"",""
2193,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionIllusionistAuraEffect",40,2,2,"Illusionist Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2071,140537496,[],[],[],[],[],264,"","",[],138,[],-16843010,-16843010,"",17,"",""
2194,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionIllusionistCycloneEffect",40,2,2,"Illusionist Cyclone Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2072,1409622176,[],[],[],[],[],264,"","",[],138,[],-16843010,-16843010,"",17,"",""
2195,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIllusionistPortalEffect",40,2,2,"Illusionist Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2073,-910746756,[],[],[],[],[],264,"","",[],138,[],-16843010,-16843010,"",16,"",""
2196,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWhiteLacqueredSword",40,2,2,"Zenith Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2074,-255037359,[],[],[],[],[],264,"","",[],140,[],-16843010,-16843010,"",22,"",""
2197,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWhiteLacqueredShield",40,2,2,"Zenith Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2075,1991411156,[],[],[],[],[],264,"","",[],140,[],-16843010,-16843010,"",23,"",""
2198,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWhiteLacqueredHelmet",40,2,2,"Zenith Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2076,-757792284,[],[],[],[],[],264,"","",[],140,[],-16843010,-16843010,"",11,"",""
2199,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWhiteLacqueredBoots",40,2,2,"Zenith Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2077,1147516791,[],[],[],[],[],264,"","",[],140,[],-16843010,-16843010,"",4,"",""
2200,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWhiteLacqueredGloves",40,2,2,"Zenith Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2078,-1698683688,[],[],[],[],[],264,"","",[],140,[],-16843010,-16843010,"",9,"",""
2201,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWhiteLacqueredBodyArmour",40,2,2,"Zenith Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2079,-1722690315,[],[],[],[],[],264,"","",[],140,[],-16843010,-16843010,"",3,"",""
2202,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWhiteLacqueredBackAttachment",40,2,2,"Zenith Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2089,-652415678,[],[],[],[],[],264,"","",[],140,[],-16843010,-16843010,"",2,"",""
2203,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWaterElementalHelmet",40,2,2,"Water Elemental Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2081,-878305321,[],[],[],[],[],264,"","",[],139,[],-16843010,-16843010,"",10,"",""
2204,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWaterElementalWeapon",40,2,2,"Water Elemental Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2080,2109351068,[],[],[],[],[],264,"","",[],139,[],-16843010,-16843010,"",22,"",""
2205,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWaterElementalBoots",40,2,2,"Water Elemental Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2082,1964972503,[],[],[],[],[],264,"","",[],139,[],-16843010,-16843010,"",4,"",""
2206,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWaterElementalGloves",40,2,2,"Water Elemental Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2083,-1257670637,[],[],[],[],[],264,"","",[],139,[],-16843010,-16843010,"",9,"",""
2207,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWaterElementalBodyArmour",40,2,2,"Water Elemental Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2084,-473377204,[],[],[],[],[],264,"","",[],139,[],-16843010,-16843010,"",3,"",""
2208,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWaterElementalBackAttachment",40,2,2,"Water Elemental Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2085,1107737272,[],[],[],[],[],264,"","",[],139,[],-16843010,-16843010,"",2,"",""
2209,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionWaterElementalCharacterEffect",40,2,2,"Water Elemental Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2086,-42965373,[],[],[],[],[],264,"","",[],139,[],-16843010,-16843010,"",5,"",""
2210,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWaterElementalWeaponEffect",40,2,2,"Water Elemental Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2087,1078639579,[],[],[],[],[],264,"","",[],139,[],-16843010,-16843010,"",21,"",""
2211,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWaterElementalFootprintsEffect",40,2,2,"Water Elemental Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2088,1899957490,[],[],[],[],[],264,"","",[],139,[],-16843010,-16843010,"",8,"",""
2212,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMonolithHelmet",40,2,2,"Monolith Crown","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2090,-1904042816,[],[],[],[],[],264,"","",[],135,[],-16843010,-16843010,"",11,"",""
2213,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionMonolithAuraEffect",40,2,2,"Monolith Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2091,-1378445137,[],[],[],[],[],264,"","",[],135,[],-16843010,-16843010,"",17,"",""
2214,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMonolithWings",40,2,2,"Monolith Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2092,1452561192,[],[],[],[],[],264,"","",[],135,[],-16843010,-16843010,"",2,"",""
2215,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLegionBrimmedHat",40,2,2,"Legion Brimmed Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2093,2111688323,[],[],[],[],[],264,"","",[],135,[],-16843010,-16843010,"",11,"",""
2216,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionKoreanHat",40,2,2,"Korean God Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2094,-845997218,[],[],[],[],[],264,"","",[],6,[],-16843010,-16843010,"",11,"",""
2217,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionKoreanHat2",40,1,1,"Dragon God Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2095,-652608141,[],[],[],[],[],264,"","",[],6,[],-16843010,-16843010,"",11,"",""
2218,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLegionPortalEffect",40,2,2,"Legion Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2096,1339902054,[],[],[],[],[],264,"","",[],135,[],-16843010,-16843010,"",16,"",""
2219,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionViperPortalEffect",40,2,2,"Vaal Viper Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],27,1,2097,-1141970640,[],[],[],[],[],264,"","",[],143,[],-16843010,-16843010,"",16,"",""
