"rownum","rid","i32","i32"
1550,740,300,510
1551,431,250,338
1552,364,220,0
1553,1018,210,0
1554,595,150,97
1555,669,130,113
1556,671,80,65
1557,439,175,131
1558,1978,130,0
1559,1980,80,0
1560,1964,230,0
1561,1965,180,0
1562,1979,80,0
1563,1981,250,0
1564,670,80,65
1565,672,250,229
1566,551,120,131
1567,550,180,200
1568,1071,335,650
1569,410,95,131
1570,872,95,97
1571,858,70,97
1572,894,190,338
1573,857,320,480
1574,1509,160,165
1575,515,110,88
1576,876,30,97
1577,514,70,42
1578,1847,80,131
1579,513,70,42
1580,512,215,136
1581,1799,80,165
1582,3487,6,0
1583,1672,640,821
1584,1673,300,377
1585,1674,200,181
1586,1667,260,266
1587,1669,160,106
1588,1675,160,322
1589,1671,460,489
1590,1668,160,106
1591,1670,500,370
1592,346,65,97
1593,367,0,0
1594,545,160,131
1595,411,55,131
1596,1069,320,0
1597,1197,0,0
1598,1085,80,97
1599,1195,100,97
1600,1199,0,0
1601,1198,0,0
1602,1189,0,0
1603,1191,0,0
1604,1190,0,0
1605,1192,0,0
1606,566,0,166
1607,568,0,97
1608,567,0,97
1609,565,0,236
1610,562,0,166
1611,564,0,97
1612,563,0,97
1613,561,0,236
1614,558,0,132
1615,560,0,62
1616,559,0,62
1617,557,0,201
1618,554,0,132
1619,556,0,62
1620,555,0,62
1621,553,0,201
1622,7324,10,0
1623,7325,0,0
1624,3198,0,0
1625,7285,0,0
1626,7283,0,0
1627,7284,0,0
1628,7282,0,0
1629,7281,0,0
1630,7280,0,0
1631,7279,0,0
1632,7278,0,0
1633,301,0,0
1634,300,0,0
1635,299,0,0
1636,298,0,0
1637,313,1,0
1638,312,1,0
1639,319,0,0
1640,318,0,0
1641,317,0,0
1642,316,0,0
1643,315,0,0
1644,314,0,0
1645,311,0,0
1646,3197,0,0
1647,2171,210,355
1648,2148,210,355
1649,2209,210,441
1650,1643,210,441
1651,1929,0,0
1652,1937,0,0
1653,1120,0,0
1654,626,0,0
1655,1896,0,0
1656,980,210,355
1657,1215,0,0
1658,1214,0,0
1659,1218,0,0
1660,1217,0,0
1661,1216,0,0
1662,1213,0,0
1663,1212,0,0
1664,1211,0,0
1665,1281,0,0
1666,1280,0,0
1667,1279,0,0
1668,1278,0,0
1669,1277,0,0
1670,1276,0,0
1671,1275,0,0
1672,1274,0,0
1673,1273,0,0
1674,1272,0,0
1675,1271,0,0
1676,1270,0,0
1677,1269,0,0
1678,1268,0,0
1679,1267,0,0
1680,1266,0,0
1681,1265,0,0
1682,1264,0,0
1683,1263,0,0
1684,1262,0,0
1685,1261,0,0
1686,1260,0,0
1687,1259,0,0
1688,1258,0,0
1689,1257,0,0
1690,1256,0,0
1691,1255,0,0
1692,1254,0,0
1693,1253,0,0
1694,1252,0,0
1695,1251,0,0
1696,1250,0,0
1697,1249,0,0
1698,1248,0,0
1699,1247,0,0
1700,1246,0,0
1701,1245,0,0
1702,1244,0,0
1703,1243,0,0
1704,1242,0,0
1705,1241,0,0
1706,1240,0,0
1707,1239,0,0
1708,1238,0,0
1709,1237,0,0
1710,1236,0,0
1711,1235,0,0
1712,1234,0,0
1713,1233,0,0
1714,1232,0,0
1715,1231,0,0
1716,1230,0,0
1717,1229,0,0
1718,1228,0,0
1719,1227,0,0
1720,1226,0,0
1721,1288,0,0
1722,1287,0,0
1723,1286,0,0
1724,1285,0,0
1725,1284,0,0
1726,1283,0,0
1727,1282,0,0
1728,1225,0,0
1729,1224,0,0
1730,1223,0,0
1731,1222,0,0
1732,1221,0,0
1733,1220,0,0
1734,1219,0,0
1735,1421,0,0
1736,1420,0,0
1737,1419,0,0
1738,1418,0,0
1739,1417,0,0
1740,1416,0,0
1741,1415,0,0
1742,1414,0,0
1743,1413,0,0
1744,1412,0,0
1745,1411,0,0
1746,1410,0,0
1747,1409,0,0
1748,1408,0,0
1749,1407,0,0
1750,1406,0,0
1751,1405,0,0
1752,1404,0,0
1753,1403,0,0
1754,1402,0,0
1755,1401,0,0
1756,1400,0,0
1757,1399,0,0
1758,1398,0,0
1759,1397,0,0
1760,1396,0,0
1761,1395,0,0
1762,1394,0,0
1763,1393,0,0
1764,1392,0,0
1765,1391,0,0
1766,1390,0,0
1767,1389,0,0
1768,1388,0,0
1769,1387,0,0
1770,1386,0,0
1771,1385,0,0
1772,1384,0,0
1773,1383,0,0
1774,1382,0,0
1775,1381,0,0
1776,1380,0,0
1777,1379,0,0
1778,1378,0,0
1779,1377,0,0
1780,1376,0,0
1781,1375,0,0
1782,1374,0,0
1783,1373,0,0
1784,1372,0,0
1785,1371,0,0
1786,1370,0,0
1787,1369,0,0
1788,1368,0,0
1789,1367,0,0
1790,1366,0,0
1791,1428,0,0
1792,1427,0,0
1793,1426,0,0
1794,1425,0,0
1795,1424,0,0
1796,1423,0,0
1797,1422,0,0
1798,1365,0,0
1799,1364,0,0
1800,1363,0,0
1801,1362,0,0
1802,1361,0,0
1803,1360,0,0
1804,1359,0,0
1805,2003,0,0
1806,2008,0,0
1807,1150,0,0
1808,813,190,338
1809,1768,0,0
1810,1887,420,0
1811,1904,0,0
1812,2326,0,441
1813,1517,210,355
1814,1769,0,0
1815,1081,250,441
1816,2248,0,0
1817,2254,0,0
1818,1127,0,0
1819,1134,0,0
1820,2265,210,355
1821,1563,0,0
1822,1142,0,0
1823,2095,190,441
1824,1997,275,0
1825,1696,210,0
1826,977,210,355
1827,711,0,0
1828,870,0,0
1829,1022,0,0
1830,2130,210,0
1831,1911,0,0
1832,1919,0,0
1833,745,0,0
1834,1713,200,338
1835,904,0,0
1836,1855,210,355
1837,742,0,0
1838,1898,0,0
1839,1909,0,0
1840,1977,0,0
1841,1976,0,0
1842,1975,0,0
1843,1974,0,0
1844,1973,0,0
1845,1972,0,0
1846,1572,0,0
1847,1564,0,0
1848,2039,210,355
1849,624,0,0
1850,2097,265,0
1851,905,0,0
1852,1998,210,338
1853,1209,0,0
1854,2240,0,0
1855,906,0,0
1856,909,0,0
1857,1532,210,355
1858,814,250,441
1859,1115,210,355
1860,1210,0,0
1861,743,0,0
1862,2053,210,355
1863,622,0,0
1864,1619,0,0
1865,1570,0,0
1866,2288,210,355
1867,1021,0,0
1868,1023,0,0
1869,996,0,0
1870,1624,0,0
1871,809,0,0
1872,1037,200,0
1873,816,250,0
1874,1760,0,0
1875,534,0,0
1876,529,0,0
1877,530,0,0
1878,531,0,0
1879,535,0,0
1880,533,0,0
1881,528,0,0
1882,1114,210,355
1883,1208,0,0
1884,1739,210,355
1885,1938,0,0
1886,1947,0,0
1887,907,0,0
1888,1712,210,338
1889,1761,0,0
1890,1813,210,443
1891,2103,0,0
1892,2015,0,0
1893,2010,0,0
1894,1158,0,0
1895,2111,0,0
1896,2113,0,0
1897,1948,0,0
1898,1957,0,0
1899,1618,0,0
1900,1621,0,0
1901,1870,210,355
1902,2319,210,441
1903,1623,0,0
1904,869,0,0
1905,856,0,0
1906,2349,0,0
1907,2337,0,0
1908,744,0,0
1909,1187,220,338
1910,808,0,0
1911,1020,125,0
1912,2119,0,0
1913,2126,0,0
1914,1738,210,355
1915,908,0,0
1916,798,90,0
1917,2246,0,0
1918,620,0,0
1919,631,0,0
1920,630,0,0
1921,629,0,0
1922,628,0,0
1923,1658,210,355
1924,1920,0,0
1925,1928,0,0
1926,656,0,0
1927,655,0,0
1928,654,0,0
1929,653,0,0
1930,1988,280,0
1931,815,250,441
1932,532,0,0
1933,817,260,441
1934,1573,0,0
1935,1571,0,0
1936,1179,0,0
1937,1178,0,0
1938,326,40,0
1939,325,40,0
1940,324,40,0
1941,327,40,0
1942,323,40,0
1943,322,40,0
1944,321,40,0
1945,6732,40,78
1946,6731,50,78
1947,6730,60,78
1948,6291,40,78
1949,6292,40,78
1950,6729,40,78
1951,6728,50,78
1952,6727,60,78
1953,6286,60,78
1954,6288,40,78
1955,6733,50,38
1956,6304,40,78
1957,6303,50,78
1958,6302,60,78
1959,6115,150,98
1960,5995,15,0
1961,6167,200,140
1962,6609,50,0
1963,6297,40,78
1964,6298,60,78
1965,6072,30,0
1966,6610,50,0
1967,5977,25,10
1968,5970,0,0
1969,5969,50,10
1970,6163,0,0
1971,5959,100,0
1972,5816,50,10
1973,6736,40,78
1974,6735,50,78
1975,6734,60,78
1976,6301,0,0
1977,6285,50,38
1978,6611,50,38
1979,6100,0,0
1980,5771,50,0
1981,6317,60,78
1982,6287,50,0
1983,6314,40,78
1984,6313,40,78
1985,6318,60,78
1986,6296,50,78
1987,6358,40,78
1988,6357,50,78
1989,6356,60,78
1990,6743,0,0
1991,6742,0,0
1992,6741,0,0
1993,6740,240,0
1994,6281,90,0
1995,6722,40,78
1996,6721,50,78
1997,6720,60,78
1998,6162,0,0
1999,6315,50,78
2000,6279,175,78
2001,6095,10,1
2002,6114,250,140
2003,6299,40,78
2004,6300,60,78
2005,6052,120,38
2006,6164,0,0
2007,6293,50,78
2008,6725,40,78
2009,6724,50,78
2010,6723,60,78
2011,6739,40,78
2012,6738,50,78
2013,6737,60,78
2014,6284,50,38
2015,6166,0,0
2016,6290,60,0
2017,5746,0,0
2018,5745,10,1
2019,5738,55,0
2020,5937,0,68
2021,5936,0,68
2022,5935,0,68
2023,5934,0,68
2024,6294,50,78
2025,5932,60,10
2026,6029,15,1
2027,6277,0,0
2028,6316,50,78
2029,6273,0,0
2030,5776,50,78
2031,6361,40,78
2032,6360,50,78
2033,6359,60,78
2034,6295,50,78
2035,5929,70,10
2036,6726,120,68
2037,5710,0,0
2038,6289,60,0
2039,6165,0,0
2040,6283,50,0
2041,6282,40,0
2042,6172,60,0
2043,6178,50,0
2044,6176,40,78
2045,5707,0,0
2046,5915,70,38
2047,6312,40,78
2048,6310,60,78
2049,6311,50,78
2050,6280,190,68
2051,6113,250,140
2052,6278,70,38
2053,308,0,17
2054,309,0,68
2055,310,0,171
2056,2329,0,166
2057,3397,0,234
2058,2324,0,338
2059,2322,0,97
2060,2323,0,97
2061,2321,0,166
2062,2325,0,303
2063,2311,0,234
2064,2327,0,200
2065,2328,0,338
2066,2435,0,114
2067,2436,0,78
2068,2437,0,45
2069,2438,0,45
2070,2439,0,159
2071,2440,0,352
2072,2441,0,210
2073,2442,0,186
2074,2443,0,186
2075,2444,0,162
2076,2445,0,138
2077,2446,0,233
2078,2447,0,233
2079,2448,0,305
2080,6744,0,78
2081,6745,0,78
2082,6746,0,78
2083,3262,0,90
2084,2449,0,114
2085,2450,0,78
2086,2451,0,45
2087,2452,0,45
2088,2453,0,159
2089,2454,0,352
2090,2455,0,210
2091,2456,0,186
2092,2457,0,186
2093,2458,0,162
2094,2459,0,138
2095,2460,0,305
2096,2461,0,233
2097,2462,0,233
2098,6747,0,78
2099,6748,0,78
2100,6749,0,78
2101,3410,0,90
2102,2494,0,333
2103,2495,0,132
2104,2496,0,132
2105,2497,0,463
2106,2498,0,1028
2107,2499,0,472
2108,2500,0,472
2109,2482,0,338
2110,2480,0,97
2111,2481,0,97
2112,2479,0,166
2113,2483,0,510
2114,2484,0,338
2115,2485,0,338
2116,2512,0,234
2117,2513,0,200
2118,2507,0,407
2119,2332,0,131
2120,2331,0,166
2121,2511,0,200
2122,1829,0,62
2123,2211,0,131
2124,2358,0,648
2125,2330,0,648
2126,2086,0,338
2127,2210,0,338
2128,2109,0,338
2129,1842,0,234
2130,2428,0,166
2131,2429,0,97
2132,1836,0,131
2133,1893,0,131
2134,1892,0,131
2135,2100,0,340
2136,2357,0,340
2137,2476,0,280
2138,2475,0,80
2139,2474,0,80
2140,2473,0,130
2141,474,0,234
2142,2509,0,441
2143,2508,0,131
2144,2510,0,200
2145,2434,0,131
2146,2102,0,269
2147,2101,0,200
2148,1831,0,200
2149,1832,0,270
2150,2514,0,648
2151,2477,0,238
2152,2478,0,238
2153,2570,0,159
2154,2571,0,352
2155,2572,0,210
2156,2574,0,186
2157,2579,0,162
2158,2573,0,233
2159,2578,0,233
2160,2577,0,305
2161,2567,0,114
2162,2566,0,78
2163,2568,0,45
2164,2569,0,45
2165,2575,0,186
2166,2576,0,138
2167,3416,0,90
2168,3417,0,90
2169,6750,0,78
2170,6751,0,78
2171,6752,0,78
2172,2551,0,159
2173,2552,0,352
2174,2553,0,210
2175,2555,0,186
2176,2560,0,162
2177,2554,0,233
2178,2559,0,233
2179,2558,0,305
2180,2548,0,114
2181,2547,0,78
2182,2549,0,45
2183,2550,0,45
2184,2556,0,186
2185,2557,0,138
2186,3418,0,90
2187,3419,0,90
2188,6753,0,78
2189,6754,0,78
2190,6755,0,78
2191,2523,0,670
2192,1694,0,653
2193,2613,0,167
2194,2616,0,340
2195,2615,0,97
2196,2614,0,97
2197,2617,0,514
2198,2618,0,340
2199,2619,0,444
2200,2620,0,236
2201,2607,0,271
2202,2610,0,271
2203,2609,0,271
2204,2608,0,271
2205,2604,0,132
2206,2606,0,201
2207,2605,0,132
2208,2597,0,167
2209,2600,0,340
2210,2599,0,97
2211,2598,0,97
2212,2601,0,514
2213,2603,0,236
2214,2602,0,271
2215,2085,0,236
2216,2561,0,271
2217,2768,0,271
2218,2633,0,236
2219,2492,0,271
2220,2490,0,271
2221,2491,0,271
2222,2596,0,271
2223,2683,0,159
2224,2685,0,352
2225,2684,0,210
2226,2692,0,186
2227,2691,0,162
2228,2686,0,233
2229,2689,0,233
2230,2688,0,305
2231,2679,0,114
2232,2680,0,78
2233,2681,0,45
2234,2682,0,45
2235,2693,0,186
2236,2690,0,138
2237,3432,0,90
2238,3431,0,90
2239,6786,0,78
2240,6787,0,78
2241,6788,0,78
2242,2667,0,159
2243,2669,0,352
2244,2668,0,210
2245,2677,0,186
2246,2676,0,162
2247,2670,0,233
2248,2674,0,233
2249,2673,0,305
2250,2663,0,114
2251,2664,0,78
2252,2665,0,45
2253,2666,0,45
2254,2678,0,186
2255,2675,0,138
2256,3430,0,90
2257,3429,0,90
2258,6783,0,78
2259,6784,0,78
2260,6785,0,78
2261,2634,0,479
2262,2489,0,444
2263,2736,0,236
2264,2488,0,340
2265,2611,0,201
2266,2580,0,271
2267,2472,0,271
2268,2641,0,220
2269,2642,0,280
2270,2640,0,330
2271,2638,0,280
2272,2635,0,130
2273,2637,0,80
2274,2636,0,80
2275,2639,0,530
2276,2493,0,201
2277,2646,0,410
2278,2647,0,340
2279,2652,0,340
2280,2651,0,97
2281,2650,0,97
2282,2649,0,167
2283,2653,0,340
2284,2655,0,653
2285,2661,0,340
2286,2660,0,97
2287,2659,0,97
2288,2658,0,167
2289,2662,0,340
2290,2344,0,0
2291,2345,0,0
2292,2348,0,0
2293,2338,0,0
2294,2340,0,0
2295,2346,0,0
2296,2343,0,0
2297,2339,0,0
2298,2341,0,0
2299,2342,0,0
2300,2347,0,0
2301,3394,0,0
2302,2742,0,4100
2303,2738,0,4100
2304,2740,0,4100
2305,2741,0,4100
2306,2747,0,4100
2307,2745,0,4100
2308,2746,0,4100
2309,2748,0,3848
2310,2754,0,4100
2311,2751,0,4100
2312,2752,0,4100
2313,2753,0,4100
2314,2757,0,4100
2315,2755,0,4100
2316,2756,0,4100
2317,2758,0,3848
2318,2743,0,4100
2319,2744,0,4100
2320,3446,0,4100
2321,2749,0,4100
2322,2626,0,280
2323,2625,0,80
2324,2624,0,80
2325,2623,0,130
2326,2631,0,190
2327,2629,0,280
2328,2628,0,280
2329,2627,0,420
2330,2720,0,250
2331,2643,0,220
2332,2781,0,220
2333,2644,0,220
2334,2792,0,358
2335,2797,0,280
2336,2796,0,80
2337,2795,0,80
2338,2794,0,130
2339,2799,0,358
2340,2804,0,280
2341,2803,0,80
2342,2802,0,80
2343,2801,0,130
2344,2831,0,280
2345,2833,0,420
2346,2832,0,250
2347,2839,0,220
2348,2838,0,190
2349,2834,0,280
2350,2836,0,280
2351,2835,0,360
2352,2827,0,130
2353,2828,0,130
2354,2829,0,80
2355,2830,0,80
2356,2840,0,220
2357,2837,0,160
2358,3452,0,570
2359,6796,0,80
2360,6797,0,80
2361,6798,0,80
2362,2817,0,280
2363,2819,0,420
2364,2818,0,250
2365,2825,0,220
2366,2824,0,190
2367,2820,0,280
2368,2822,0,280
2369,2821,0,360
2370,2813,0,130
2371,2814,0,130
2372,2815,0,80
2373,2816,0,80
2374,2826,0,220
2375,2823,0,160
2376,3451,0,340
2377,6793,0,80
2378,6794,0,80
2379,6795,0,80
2380,3450,0,340
2381,2729,0,340
2382,2728,0,340
2383,2316,0,620
2384,3426,0,190
2385,2612,0,220
2386,2767,0,220
2387,2724,0,280
2388,2722,0,280
2389,2734,0,250
2390,3427,0,280
2391,2595,0,140
2392,2621,0,160
2393,2725,0,190
2394,2622,0,160
2395,2711,0,80
2396,2710,0,80
2397,2763,0,110
2398,2762,0,110
2399,2761,0,110
2400,2760,0,110
2401,2709,0,130
2402,2788,0,220
2403,2925,0,220
2404,2890,0,220
2405,2886,0,220
2406,2885,0,220
2407,2884,0,220
2408,2883,0,220
2409,2882,0,220
2410,2780,0,220
2411,2887,0,250
2412,2783,0,280
2413,2769,0,280
2414,2782,0,280
2415,2712,0,280
2416,2718,0,280
2417,2727,0,330
2418,2717,0,330
2419,1971,0,360
2420,2926,0,360
2421,2785,0,390
2422,2972,0,160
2423,2973,0,160
2424,2974,0,110
2425,2975,0,110
2426,2976,0,310
2427,2977,0,480
2428,2978,0,250
2429,3473,0,190
2430,2980,0,160
2431,2981,0,160
2432,2982,0,110
2433,2983,0,110
2434,2984,0,330
2435,2985,0,480
2436,2986,0,250
2437,3474,0,280
2438,2988,0,160
2439,2989,0,160
2440,2990,0,110
2441,2991,0,110
2442,2992,0,360
2443,2993,0,590
2444,2994,0,480
2445,2995,0,280
2446,2997,0,160
2447,2998,0,160
2448,2999,0,110
2449,3000,0,110
2450,3001,0,390
2451,3004,0,480
2452,3005,0,480
2453,3006,0,280
2454,3034,0,280
2455,3036,0,390
2456,3035,0,280
2457,3042,0,220
2458,3040,0,190
2459,3037,0,280
2460,3038,0,280
2461,3039,0,360
2462,3031,0,130
2463,3030,0,130
2464,3032,0,80
2465,3033,0,80
2466,3043,0,220
2467,3041,0,160
2468,3466,0,280
2469,3465,0,280
2470,6802,0,80
2471,6803,0,80
2472,6804,0,80
2473,3019,0,280
2474,3021,0,390
2475,3020,0,280
2476,3027,0,220
2477,3025,0,190
2478,3022,0,280
2479,3023,0,280
2480,3024,0,360
2481,3016,0,130
2482,3015,0,130
2483,3017,0,80
2484,3018,0,80
2485,3028,0,220
2486,3026,0,160
2487,3468,0,280
2488,3467,0,5
2489,6799,0,80
2490,6800,0,80
2491,6801,0,80
2492,2946,0,280
2493,3472,0,280
2494,2948,0,130
2495,2949,0,80
2496,2950,0,80
2497,2951,0,280
2498,2952,0,250
2499,2954,0,280
2500,2955,0,360
2501,2957,0,130
2502,2958,0,80
2503,2959,0,80
2504,2960,0,280
2505,2961,0,220
2506,2730,0,130
2507,2891,0,220
2508,2924,0,220
2509,3470,0,110
2510,3471,0,110
2511,3469,0,110
2512,2772,0,130
2513,2733,0,190
2514,2732,0,190
2515,2731,0,190
2516,2771,0,190
2517,2775,0,190
2518,2774,0,190
2519,2773,0,190
2520,2770,0,190
2521,3424,0,110
2522,3423,0,110
2523,3422,0,110
2524,3421,0,110
2525,3420,0,110
2526,2632,0,160
2527,3442,0,190
2528,3425,0,190
2529,3435,0,390
2530,3056,0,160
2531,3084,0,420
2532,3434,0,280
2533,3428,0,280
2534,3092,0,250
2535,3077,0,420
2536,3076,0,360
2537,3067,0,220
2538,2784,0,280
2539,3079,0,190
2540,3078,0,280
2541,2592,0,280
2542,3072,0,280
2543,3071,0,80
2544,3070,0,80
2545,3069,0,130
2546,3068,0,130
2547,3075,0,220
2548,3074,0,280
2549,3012,0,130
2550,2907,0,540
2551,3062,0,590
2552,3060,0,280
2553,3059,0,80
2554,3058,0,80
2555,3057,0,130
2556,3065,0,190
2557,3064,0,220
2558,3063,0,280
2559,3061,0,280
2560,2791,0,220
2561,2790,0,220
2562,2888,0,220
2563,3066,0,250
2564,3464,0,190
2565,2877,0,250
2566,2876,0,250
2567,2875,0,250
2568,2874,0,250
2569,2873,0,360
2570,2872,0,360
2571,2871,0,360
2572,2870,0,360
2573,2869,0,280
2574,2868,0,80
2575,2867,0,80
2576,2866,0,130
2577,2865,0,280
2578,2864,0,80
2579,2863,0,80
2580,2862,0,130
2581,2861,0,280
2582,2860,0,80
2583,2859,0,80
2584,2858,0,130
2585,2857,0,280
2586,2856,0,80
2587,2855,0,80
2588,2854,0,130
2589,2881,0,220
2590,2880,0,220
2591,2879,0,220
2592,2878,0,220
2593,3091,0,220
2594,3090,0,220
2595,3089,0,220
2596,3088,0,160
2597,3087,0,220
2598,2766,0,160
2599,2765,0,190
2600,2764,0,160
2601,2919,0,250
2602,3433,0,190
2603,3085,0,420
2604,3073,0,280
2605,3055,0,130
2606,3192,0,220
2607,3191,0,220
2608,2928,0,220
2609,2930,0,130
2610,2931,0,80
2611,2932,0,80
2612,2933,0,280
2613,2934,0,130
2614,2935,0,280
2615,2937,0,190
2616,2942,0,280
2617,2941,0,80
2618,2940,0,80
2619,2939,0,130
2620,2943,0,130
2621,2944,0,280
2622,6805,0,80
2623,6806,0,80
2624,6807,0,80
2625,3480,0,280
2626,3479,0,280
2627,3108,0,220
2628,3107,0,220
2629,3106,0,190
2630,3105,0,160
2631,3104,0,360
2632,3103,0,280
2633,3102,0,280
2634,3101,0,130
2635,3100,0,280
2636,3099,0,390
2637,3098,0,280
2638,3097,0,80
2639,3096,0,80
2640,3095,0,130
2641,6808,0,80
2642,6809,0,80
2643,6810,0,80
2644,3482,0,280
2645,3481,0,280
2646,3122,0,220
2647,3121,0,220
2648,3120,0,190
2649,3119,0,160
2650,3118,0,360
2651,3117,0,280
2652,3116,0,280
2653,3115,0,130
2654,3114,0,280
2655,3113,0,390
2656,3112,0,280
2657,3111,0,80
2658,3110,0,80
2659,3109,0,130
2660,3148,0,4100
2661,3145,0,4100
2662,3146,0,3200
2663,3147,0,3200
2664,3150,0,4100
2665,3149,0,3750
2666,3151,0,3200
