"rownum","i32","rid","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","i32","bool","bool","f32","i32","i32","[rid]","i32","bool","i32","bool","bool","i32","bool","bool","rid","bool","bool","bool","rid","rid","string","i32","i32","i32"
153,171,8364,"",3,0,3,4,30,5,0,0,4,-45,1,2,1,0,0,"",3,"","",0,1,0,[],0,1,0,"","",0,1,1,"","","","",0,136,"ଦ",0,0,0
154,172,8365,"",8,0,3,4,70,10,0,0,4,0,1,2,1,0,0,"",3,"","",0,1,0,[],0,1,0,"","",0,1,1,"","","","",0,136,"ଦ",0,0,0
155,173,8500,"",10,1000,1,2,60,0,0,0,4,0,2,2,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,1,"","","","","",0,136,"ଦ",0,0,0
156,174,5781,"",5,700,3,3,60,1,0,0,4,0,4,2,1,0,0,"",2,"","",0,1,0,[],0,"",0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
157,175,3609,"",6,0,1,4,23,0,0,0,4,0,1,1,1,0,0,"",1,"","",0,1,0,[],0,1,0,"","",0,1,1,"","","","",0,136,"ଦ",0,0,0
158,176,3611,"",8,0,1,4,10,0,0,0,4,0,1,1,1,0,0,"",3,"","",0,1,0,[],0,1,0,"","",0,1,1,"","","","",0,136,"ଦ",0,0,0
159,177,8545,"",3,300,3,2,35,10,0,30,2,90,1,1,1,0,0,"",2,"","",2,1,0,[],0,"",0,"","",0,1,"","","","",1,0,136,"ଦ",0,0,0
160,178,8545,"",3,300,3,2,35,10,0,30,2,-90,1,1,1,0,0,"",2,"","",2,1,0,[],0,"",0,"","",0,1,"","","","",1,0,136,"ଦ",0,0,0
161,179,8518,"",15,300,3,6,70,15,0,50,2,0,1,2,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,1,"","","","","",0,136,"ଦ",0,0,0
162,180,2928,"",2,500,1,2,20,0,0,0,4,0,2,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
163,181,"","",20,200,1,4,147,0,0,0,4,0,2,4,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,1,"","","","","",0,136,"ଦ",0,0,0
164,182,"","",20,200,1,4,147,0,0,0,4,0,2,4,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,1,"","","","","",0,136,"ଦ",0,0,0
165,183,2930,"",8,500,4,2,30,25,0,0,7,0,1,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
166,185,2932,"",8,500,1,2,30,0,0,0,7,0,1,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
167,186,3617,"",3,0,4,3,30,10,0,0,7,0,1,1,1,0,0,"",1,"","",2,1,0,[],0,1,0,"","",0,"",1,"","","","",0,136,"ଦ",0,0,0
168,187,8639,"",4,1500,3,3,70,5,0,0,2,90,1,2,1,0,0,"",2,"",1,0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
169,188,"","",16,2000,1,2,100,0,360,0,7,0,2,3,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
170,189,"","",16,0,1,2,100,0,360,0,7,0,4,1,1,0,0,"",1,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
171,190,8642,"",16,0,4,4,60,59,0,0,4,0,2,3,1,0,0,"",1,"","",0,1,0,[],0,1,0,"","",0,1,"","","","","",0,136,"ଦ",0,0,0
172,191,8637,"",10,1000,3,2,50,15,0,0,4,0,4,2,1,0,0,"",2,"","",0,1,0,[],0,"",0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
173,193,3614,"",3,0,1,4,15,0,0,0,6,0,1,1,1,0,10,"",4,"","",0,1,0,[],0,1,0,"","",15,"",1,"","","","",0,136,"ଦ",0,0,0
174,195,8634,"",30,1500,1,4,70,0,0,0,7,0,1,2,1,0,0,"",2,"","",2,1,0,[],500,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
175,197,8540,"",9,300,4,3,30,25,0,0,7,0,2,2,1,0,20,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
176,198,8612,"",3,2100,3,2,40,7,0,10,6,0,3,2,1,0,0,"",2,"","",0,1,0,[],0,"",0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
177,199,8612,"",3,2100,3,4,65,7,0,0,6,0,1,2,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
178,200,8613,"",3,2100,3,2,40,7,0,10,6,0,1,2,1,0,0,"",2,"","",0,1,0,[],0,"",0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
179,201,8613,"",3,2100,3,4,65,7,0,0,6,0,1,2,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
180,202,8663,"",5,1500,3,3,106,6,0,0,6,0,1,2,1,0,0,"",2,"","",0,1,0,[],0,"",0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
181,203,8664,"",5,1500,3,3,106,6,0,0,6,0,1,2,1,0,0,"",2,"","",0,1,0,[],0,"",0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
182,204,8665,"",5,1500,3,3,106,6,0,0,6,0,1,2,1,0,0,"",2,"","",0,1,0,[],0,"",0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
183,205,8666,"",5,1500,3,3,106,6,0,0,6,0,1,2,1,0,0,"",2,"","",0,1,0,[],0,"",0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
184,206,8616,"",4,1200,3,4,60,40,0,0,6,0,2,3,1,12,0,"",2,1,"",0,1,8,[],0,"",300,"","",0,1,"","","","","",0,136,"ଦ",0,0,0
185,207,2934,"",15,2500,1,4,35,0,0,0,7,0,1,1,1,0,0,1,2,"","",0,1,0,[],0,1,0,"","",0,"","","",1,"","",0,136,"ଦ",0,0,0
186,208,8683,"",7,0,1,3,60,0,0,0,7,0,1,2,1,0,5,1,3,"","",0,1,0,[],0,1,0,"","",0,1,1,"",1,"","",0,136,"ଦ",0,0,0
187,209,3623,"",40,8000,4,2,55,28,0,0,7,0,1,2,1,0,5,"",2,"","",0,1,0,[],0,1,0,"","",0,1,"","","","","",0,136,"ଦ",0,0,0
188,210,8693,"",9,0,1,4,40,0,0,0,7,0,1,1,1,0,0,"",3,"","",0,1,0,[],0,1,200,"",1,0,1,1,"","","","",0,136,"ଦ",0,0,0
189,212,8708,"",8,2000,4,4,20,15,0,0,7,0,2,3,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,1,"","","","","",0,136,"ଦ",0,0,0
190,213,7538,"",6,1000,3,6,60,1,0,12,2,0,4,2,1,0,0,"",2,1,"",0,1,0,[],0,"",0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
191,214,7290,"",1,0,4,2,15,5,0,0,7,0,1,1,1,0,0,"",1,"","",0,1,0,[],0,1,0,"","",0,1,"","","","","",0,136,"ଦ",0,0,0
192,215,6839,"",12,0,3,4,20,50,0,-10,6,0,3,2,1,0,0,1,3,1,"",2,1,0,[],0,1,0,"","",0,"",1,"",1,"","",0,136,"ଦ",0,0,0
193,216,8546,"",3,200,3,2,25,10,0,15,2,90,1,1,1,0,0,"",2,"","",2,1,0,[],0,"",0,"","",0,1,"","","","",1,0,136,"ଦ",0,0,0
194,217,8546,"",3,200,3,2,25,10,0,15,2,-90,1,1,1,0,0,"",2,"","",2,1,0,[],0,"",0,"","",0,1,"","","","",1,0,136,"ଦ",0,0,0
195,218,3628,"",3,0,4,2,45,40,135,0,6,0,2,1,1,0,0,"",3,"","",0,1,0,[],0,1,0,"","",0,1,1,"","","","",0,136,"ଦ",0,0,0
196,219,8773,"",32,0,4,2,60,30,150,0,6,0,3,1,1,0,0,"",3,"","",0,1,0,[],0,1,0,"","",0,1,1,"","","",1,0,136,"ଦ",0,0,0
197,220,7614,"",8,300,4,2,70,25,90,0,6,0,1,2,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,1,"","","","","",0,136,"ଦ",0,0,0
198,221,7291,"",30,5000,4,2,30,15,360,0,7,0,1,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,1,"","","","","",0,136,"ଦ",0,0,0
199,222,7616,"",4,300,4,2,50,30,90,0,6,0,1,2,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,1,"","","","","",0,136,"ଦ",0,0,0
200,223,8814,"",6,0,2,3,78,0,30,0,3,0,1,1,1,0,0,"",1,"","",0,1,0,[],0,"",0,"","",0,1,"","","","","",0,136,"ଦ",0,0,0
201,224,8815,"",6,0,2,3,78,0,30,0,3,0,1,1,1,0,0,"",1,"","",0,1,0,[],0,"",0,"","",0,1,"","","","","",0,136,"ଦ",0,0,0
202,225,8839,"",40,25000,1,4,30,0,0,0,6,0,1,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","",1,1,0,136,"ଦ",0,0,0
203,226,8838,"",20,2000,4,2,100,40,0,0,7,0,1,2,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
204,227,8866,"",15,3000,1,4,45,0,0,0,7,0,1,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
205,228,8864,"",50,5000,4,4,90,70,0,0,7,0,1,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
206,229,8864,"",40,5000,4,4,70,60,0,0,7,0,1,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
207,230,8864,"",30,5000,4,4,60,50,0,0,7,0,1,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
208,231,8864,"",25,5000,4,4,50,40,0,0,7,0,1,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
209,232,8864,"",20,5000,4,4,40,30,0,0,7,0,1,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
210,233,8865,"",10,5000,1,4,30,0,0,0,7,0,1,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
211,234,7287,"",4,0,2,4,30,0,170,0,4,0,2,1,1,0,0,"",3,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
212,235,7287,"",6,0,2,4,40,0,170,0,4,0,2,1,1,0,0,"",3,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
213,236,7287,"",9,0,2,4,60,0,170,0,4,0,2,1,1,0,0,"",3,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
214,237,7287,"",4,0,2,4,30,0,270,0,4,0,2,1,1,0,0,"",3,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
215,238,7287,"",6,0,2,4,40,0,270,0,4,0,2,1,1,0,0,"",3,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
216,239,7287,"",9,0,2,4,60,0,270,0,4,0,2,1,1,0,0,"",3,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
217,240,7843,"",4,0,4,4,31,30,0,0,4,0,4,2,1,90,0,1,1,"","",0,1,0,[],0,1,0,"","",0,1,"","",1,1,1,0,136,"ଦ",0,0,0
218,241,7844,"",3,1500,4,2,100,40,90,0,6,0,4,2,2,0,0,"",2,1,"",0,1,0,[],0,1,0,"","",0,1,"","","","","",0,136,"ଦ",0,0,0
219,242,1498,"",9,0,4,4,30,29,0,0,6,180,4,2,1,40,0,1,3,"","",0,1,0,[],0,1,0,"","",0,1,"","",1,1,1,0,136,"ଦ",0,0,0
220,243,7544,"",30,15000,1,2,60,0,0,0,7,0,1,1,1,0,0,"",2,"","",2,1,0,[],0,1,0,"","",0,"","","","",1,1,0,136,"ଦ",0,0,0
221,244,7843,"",4,0,3,4,100,1,0,0,4,270,2,2,1,0,0,"",3,"","",0,1,0,[],0,1,0,"","",0,1,"","","",1,1,0,136,"ଦ",0,0,0
222,245,3638,"",20,6000,4,2,30,10,0,0,7,0,1,1,1,0,5,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,136,"ଦ",0,0,0
223,246,1508,"",20,3000,3,6,80,5,0,15,4,0,1,1,1,0,0,"",2,"","",2,1,0,[],300,"",0,"","",0,1,"","","",1,1,0,136,"ଦ",0,0,0
224,247,7545,"",10,3000,3,4,70,70,0,0,7,0,1,1,1,0,0,"",2,"","",2,1,0,[],0,1,0,"","",0,"","","","",1,1,0,136,"ଦ",0,0,0
225,248,1508,"",60,5000,3,6,80,5,0,15,4,0,1,1,1,0,0,"",2,"","",2,1,0,[],300,"",0,"","",0,1,"","","",1,1,0,136,"ଦ",0,0,0
226,249,7545,"",30,5000,3,4,70,70,0,0,7,0,1,1,1,0,0,"",2,"","",2,1,0,[],0,1,0,"","",0,"","","","",1,1,0,136,"ଦ",0,0,0
227,250,3041,"",10,2000,1,2,60,0,0,0,7,0,1,1,1,0,0,"",2,"","",2,1,0,[],0,1,0,"","",0,"","","","",1,1,0,136,"ଦ",0,0,0
228,251,7546,"",20,1000,4,2,60,10,0,0,7,0,1,1,1,0,0,"",2,"","",2,1,0,[],0,1,0,"","",0,"","","","",1,1,0,136,"ଦ",0,0,0
229,252,4928,"",50,15000,4,2,80,10,0,0,7,0,1,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","",1,1,0,136,"ଦ",0,0,0
230,253,7547,"",1,0,3,6,160,1,0,60,2,90,4,4,1,0,0,"",1,"","",0,5,0,[],0,1,0,"","",0,"","","","",1,1,0,136,"ଦ",0,0,0
231,254,7548,"",1,0,3,6,128,1,0,-60,2,90,4,4,1,0,0,"",1,"","",0,4,0,[],0,1,0,"","",0,"","","","",1,1,0,136,"ଦ",0,0,0
232,255,7840,"",10,1500,3,6,120,100,0,15,2,0,1,2,1,0,0,"",2,"","",0,1,0,[],0,"",0,"","",0,1,"","","","","",0,136,"ଦ",0,0,0
233,256,5920,"",8,8000,4,2,50,20,0,0,7,0,1,1,1,0,0,"",2,"","",0,1,0,[1211],1500,1,0,"","",0,"","","","","","",0,152,"ଦ",0,0,0
234,257,5921,"",25,7000,3,4,100,100,0,0,7,0,1,2,1,0,50,"",2,"","",0,1,0,[1309],1000,1,0,"","",0,1,"","","","","",0,168,"ଦ",0,0,0
235,258,7549,"",8,1500,4,2,70,30,0,0,7,0,1,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","",1,1,0,168,"ଦ",0,0,0
236,259,7550,"",4,0,4,2,50,49,0,0,4,0,2,1,1,0,0,"",1,"","",0,1,0,[],0,1,0,"","",0,"","","","",1,1,0,168,"ଦ",0,0,0
237,260,1508,4986,20,3000,3,6,80,5,0,5,4,0,1,1,1,0,0,"",2,"","",2,1,0,[],300,"",0,"","",0,1,"","","",1,1,0,168,"ଦ",0,0,0
238,261,7552,"",6,0,1,4,50,0,0,0,7,0,1,1,1,0,0,"",3,"","",2,1,0,[],0,1,0,"","",0,1,"","","","","",0,168,"ଦ",0,0,0
239,262,1509,"",150,0,3,2,10,1,0,0,6,0,1,1,1,0,0,"",3,"","",0,1,0,[],0,"",45,"",1,0,1,1,"","",1,1,0,168,"ଦ",0,0,0
240,267,1467,"",3,0,3,4,30,3,0,-10,4,-45,1,3,1,0,0,"",3,"","",0,1,0,[],0,1,0,"","",0,1,1,"","","","",0,168,"ଦ",0,0,0
241,268,7845,"",10,10000,1,2,70,0,0,0,7,0,1,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","",1,1,0,168,"ଦ",0,0,0
242,269,7845,"",15,10000,1,2,70,0,0,0,7,0,1,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","",1,1,0,168,"ଦ",0,0,0
243,270,7845,"",20,10000,1,2,70,0,0,0,7,0,1,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","",1,1,0,168,"ଦ",0,0,0
244,271,7845,"",25,10000,1,2,70,0,0,0,7,0,1,1,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","",1,1,0,168,"ଦ",0,0,0
245,272,2956,"",4,1000,4,2,60,30,0,0,7,0,1,2,1,0,0,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","",1,1,0,168,"ଦ",0,0,0
246,273,3638,"",60,6000,4,2,40,30,0,0,7,0,1,1,1,0,5,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,168,"ଦ",0,0,0
247,274,7526,3598,6,600,1,4,65,0,0,0,7,0,1,2,1,0,5,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,168,"ଦ",0,0,0
248,275,9065,"",6,200,2,6,50,0,60,20,6,0,1,2,1,0,5,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","",1,1,0,168,"ଦ",0,0,0
249,276,9037,"",2,0,3,6,1,40,0,33,6,0,3,4,1,20,0,"",3,"","",0,1,0,[],0,"",0,"","",0,"",1,"","","","",0,168,"ଦ",0,0,0
250,277,9038,"",2,0,3,6,1,40,0,33,6,0,3,4,1,20,0,"",3,"","",0,1,0,[],0,"",0,"","",0,"",1,"","","","",0,168,"ଦ",0,0,0
251,278,9087,"",2,0,3,6,1,30,0,-10,6,0,3,4,1,15,0,"",1,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,168,"ଦ",0,0,0
252,279,9102,"",2,0,3,4,1,90,0,0,6,90,3,4,1,45,0,"",1,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,168,"ଦ",0,0,0
253,280,1518,"",20,0,4,3,45,20,360,0,2,0,2,1,1,0,0,"",1,"","",0,1,0,[],0,1,0,"","",0,1,1,"","","","",0,168,"ଦ",0,0,0
254,281,9102,"",3,0,3,2,1,100,0,0,4,0,3,4,1,30,0,"",1,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,168,"ଦ",0,0,0
255,282,9102,"",1,0,3,4,70,70,0,0,6,90,3,3,1,35,0,"",1,1,1,0,1,0,[],0,1,0,"","",0,"","","","","","",0,168,"ଦ",0,0,0
256,283,9088,"",2,0,3,6,1,30,0,-10,6,0,3,4,1,15,0,"",1,"","",0,1,0,[],0,1,0,"","",0,"","","","","","",0,168,"ଦ",0,0,0
257,284,9066,"",6,200,2,6,50,0,60,20,6,0,1,2,1,0,5,"",2,"","",0,1,0,[],0,1,0,"","",0,"","","","",1,1,0,168,"ଦ",0,0,0
