"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","bool","bool","AwakenedVariant","RegularVariant"
261,4669,3742,0,100,0,"[26,10,25,13,7,36,33]","","","","","","","",1,1,"",""
262,4671,3744,100,0,0,"[26,9,25,13,14,33,7]","","","","","","","",1,1,"",""
263,4607,3746,60,0,40,"[9,25,13,7,36,14,15,2,18]","","","","","","","",1,1,"",""
264,4844,3756,40,0,60,"[2,33,11,16]","","","Supports any skill that hits enemies.",12252,"","","",1,1,"",""
265,4670,3765,100,0,0,"[26,9,25,13,14,33,7]","","","","","","","",1,1,"",""
266,4845,3773,0,0,100,"[11,25,3,8,4,28]","","","","","","","",1,1,"",""
267,4846,3776,0,60,40,"[10,25,1,8,4,28]","","","","","","","",1,1,"",""
268,4847,3779,60,0,40,"[9,25,0,8,4,28]","","","","","","","",1,1,"",""
269,4848,4732,0,40,60,"[11,25,2,8,4,28]","","","","","","","",1,1,"",""
270,4849,3818,0,0,100,"[11,16,42,12]","","","Supports hex curse skills, turning them into auras that will apply their effect to all enemies in an area around you.",12215,"","","",1,1,457,""
271,4850,3819,60,0,40,"[9,25,13,14,1,40,7]","","","","","","","",1,1,"",""
272,4851,3834,60,40,0,"[27,9,25,14,15]","","","","","","","",1,1,"",""
273,4852,3880,100,0,0,"[27,9,25,14,15,0,13,7]","","","","",8568,"","",1,1,"",""
274,4855,3969,0,0,100,"[11,25,4,22,15,0,35,37]","","","","","","","",1,1,"",""
275,4857,4006,60,0,40,"[13,9,25,7,36]","","","","","","","",1,1,"",""
276,4858,4007,100,0,0,"[13,9,16,7]","","","Supports melee attack skills that are not triggered.",12281,"","","",1,1,"",""
277,4856,4024,0,100,0,"[10,25,13,5,7,36,1]","","","","","","","",1,1,"",""
278,4859,4071,0,100,0,"[1,10,16]","","","Supports any skill you use to hit enemies yourself. Cannot support skills used by totems, traps, or mines.",12185,"","","",1,1,"",""
279,4860,4072,0,100,0,"[1,10,16]","","","Supports any skill that deals damage.",12194,"","","",1,1,"",""
280,4861,4073,0,0,100,"[2,11,16,15]","","","Supports any skill you use to hit enemies yourself. Cannot support skills used by totems, traps, or mines.",12192,"","","",1,1,"",""
281,4862,4075,0,0,100,"[11,25,4,14,0,5,18]","","","","","","","",1,1,"",""
282,4863,4114,0,60,40,"[10,16,20,21]","","","Supports skills which throw Traps or Mines.",12253,"","","",1,1,"",""
283,4865,4133,40,60,0,"[10,25,13,7,36,2,1,0,5,14,18]","","","","","","","",1,1,"",""
284,4864,4139,0,60,40,"[20,10,25,4,14,1]","","","","","","","",1,1,"",""
285,4867,4225,0,100,0,"[0,10,25,13,14,5,6]","","","","","","","",1,1,"",""
286,4866,4244,0,100,0,"[2,10,25,13,5,14,6]","","","","","","","",1,1,"",""
287,4870,4251,0,0,40,"[11,25,4,5,14,15]","","","","","","","",1,1,"",""
288,4868,4253,0,100,0,"[10,25,4,14,33,15]","","","","","","","",1,1,"",""
289,4871,4265,0,100,0,"[10,25,4,14,15,33]",4873,"","","","","","",1,1,"",""
290,4873,7267,0,100,0,"[10,25,24,4,14,15,33]","",1,"","",4265,"","",1,1,"",""
291,4872,5048,0,100,0,"[10,25,4,14,15,33]","","","","","","","",1,1,"",""
292,4874,4288,0,0,100,"[11,25,4,14,15,1,44]","","","","","","","",1,1,"",""
293,4869,4128,0,100,0,"[10,25,13,5,19,6]","","","","","","","",1,1,"",""
294,4875,4315,0,0,100,"[2,11,25,4,15,14,18,44]","","","","","","","",1,1,"",""
295,4876,4358,60,40,0,"[9,25,8,4,28,33]","","","","","","","",1,1,"",""
296,4877,4389,0,0,100,"[11,25,4,14,2]","","","","","","","",1,1,"",""
297,4879,4392,100,0,0,"[9,25,13,14,15,40,7]",4937,"","","","","","",1,1,"",""
298,4878,4420,0,100,0,"[3,10,16]","","","Supports any skill that hits enemies.",12254,"","","",1,1,"",""
299,4880,4422,0,40,60,"[11,25,4,14,15,3]","","","","","","","",1,1,"",""
300,4881,4425,0,0,100,"[11,25,4,14,15,3,30]","","","","","","","",1,1,"",""
301,4882,4682,0,0,100,"[11,25,4,3,14,30,15]",4938,"","","","","","",1,1,"",""
302,4883,4433,0,40,60,"[11,25,4,5,15,3,14]","","","","","","","",1,1,"",""
303,4887,4445,0,100,0,"[10,25,4,5]","","","","","","","",1,1,"",""
304,4884,4453,0,60,40,"[3,10,16]","","","Supports any skill that deals damage.",12255,"","","",1,1,453,""
305,4885,4454,0,0,100,"[4,11,16]","","","Supports attack skills, or spell skills that deal damage.",12283,"","","",1,1,459,""
306,4886,4455,0,100,0,"[10,16,15]","","","Supports any skill that has a duration, or can hit enemies to inflict ailments on them.",12256,"","","",1,1,452,""
307,4888,4462,0,60,40,"[20,10,16]","","","Supports traps skills, making them throw extra traps randomly around the targeted location.",12257,"","","",1,1,"",""
308,4892,4463,100,0,0,"[9,25,13,19,7,36]","","","","","","","",1,1,"",""
309,4893,4759,100,0,0,"[9,25,13,19,14,7]","","","","","","","",1,1,"",""
310,4894,4760,100,0,0,"[9,25,13,19,14,40,7]",4941,"","","","","","",1,1,"",""
311,4889,8574,100,0,0,"[9,25,13,14,40,7]","","","","","","","",1,1,"",""
312,4890,4627,0,0,100,"[11,25,4,5,1]","","","","","","","",1,1,"",""
313,4891,4653,0,0,100,"[11,25,4,14,1,15,38]","","","","","","","",1,1,"",""
314,4895,4680,0,0,100,"[11,16]","","","Supports any skill that hits or burns enemies, or inflicts elemental ailments.",12258,"","","",1,1,461,""
315,4896,4681,0,40,60,"[11,16,21]","","","Supports skills which throw mines.",12259,"","","",1,1,"",""
316,4897,4692,0,100,0,"[20,10,16]","","","Supports skills which throw traps.",12260,"","","",1,1,"",""
317,5055,4767,0,0,100,"[11,25,4,14]","","","","","","","",1,1,"",""
318,4916,4770,0,0,100,"[8,11,25,4,14,18,3,38]","","","","","","","",1,1,"",""
319,4898,4861,0,0,100,"[11,25,4,0,15,30]","","","","","","","",1,1,"",""
320,4899,5216,0,40,60,"[11,16,30,4,26]","","","Must support both a channelling skill and a non-channelling spell skill to work. The channelling skill will trigger a spell periodically while channelling. Cannot support skills used by totems, traps, or mines. Vaal skills and skills with a reservation cannot be triggered.",12261,5217,"","",1,1,458,""
321,4900,5331,33,33,33,[16],"","","","","","","",1,1,"",""
322,4668,5335,0,0,100,"[11,25,4,8,15,30]","","","","","",10299,"",1,1,"",""
323,4901,5597,40,0,60,"[0,11,16,14]","","","Supports any skill that hits enemies.",12262,"","","",1,1,"",""
324,4902,5598,100,0,0,"[13,33,9,16]","","","Supports attack skills. Cannot support skills that create minions.",12263,"","","",1,1,"",""
325,4903,5599,0,100,0,"[3,10,16]","","","Supports any skill that hits enemies.",12193,"","","",1,1,"",""
326,4904,5600,0,60,40,"[10,16]","","","Supports any skill that hits enemies.",12264,"","","",1,1,449,""
327,4905,5944,50,50,0,"[9,16]","","","","","","","",1,1,"",""
328,4906,5988,0,40,60,"[3,11,16]","","","Supports any skill that hits enemies.",12265,"","","",1,1,"",""
329,4907,5989,0,0,100,"[11,16,15]","","","Supports any skill that deals damage or has a duration.",12266,"","","",1,1,"",""
330,4908,5990,0,100,0,"[10,16]","","","Supports any skill that hits enemies.",12204,"","","",1,1,"",""
331,4909,5991,100,0,0,"[13,33,9,16]","","","Supports attack skills, or other skills that can maim enemies.",12267,"","","",1,1,"",""
332,4910,5992,40,0,60,"[0,11,16]","","","Supports any skill that hits enemies.",12268,"","","",1,1,"",""
333,4911,5993,0,40,60,"[11,16]","","","Supports any skill that hits enemies or inflicts ailments",12269,"","","",1,1,467,""
334,4912,5994,100,0,0,"[33,9,16]","","","Supports any skill that deals damage.",12270,"","","",1,1,436,""
335,4913,6369,100,0,0,"[9,16,7,13]","","","Supports melee attack skills. Every third time you use a supported attack, that use of the skill will be more powerful. Cannot support channelling skills.",12271,"","","",1,1,"",""
336,4914,6370,40,60,0,"[10,16]","","","Supports any skill that hits enemies.",12272,"","","",1,1,"",""
337,4915,6371,0,0,100,"[11,16,4,15]","","","Each supported spell will track how much mana you spend on it, granting a buff when the total mana spent reaches a threshold. Cannot support skills used by totems, traps, or mines.",12273,"","","",1,1,"",""
338,4918,6675,100,0,0,"[9,25,13,14,0,7]","","","","","","","",1,1,"",""
339,4919,6677,0,60,40,"[10,25,4,14,0,15,5]","","","","","","","",1,1,"",""
340,4920,6731,0,40,60,"[11,25,22,4,14,0,35]","","","","","","","",1,1,"",""
341,4921,6765,40,60,0,"[25,4,5,30,14]","","","","","","","",1,1,"",""
342,4922,6823,100,0,0,"[0,9,25,13,14,40,7]","","","","","","","",1,1,"",""
343,4923,6874,0,0,100,"[11,16,30,15]","","","Supports any channelling skill, protecting you from damage while you channel it. Cannot support Minions that channel skills.",12289,"","","",1,1,"",""
344,4924,6875,0,100,0,"[10,16,5]","","","Supports skills that fire projectiles from the user. Does not affect projectiles fired from other locations as secondary effects.",12290,"","","",1,1,"",""
345,4925,6876,0,0,100,"[14,4,11,16]","","","Supports spell skills that apply an effect to an area around a targeted location. Cannot support Vaal skills, minion skills, or skills used by totems, traps, or mines.",12292,"","","",1,1,465,""
346,4926,6877,100,0,0,"[9,16,7,13,36]","","","Supports melee strike skills, causing them to also strike at extra targets simultaneously. The extra targets must be a minimum distance from the user. If supporting a minion attack skill, the minion's skills will not also strike extra targets. Cannot support triggered skills.",12293,"","","",1,1,435,""
347,4927,6878,0,0,100,"[11,16,8]","","","Supports skills that can hit enemies, or create minions. When those skills or minions kill enemies, or hit rare or unique enemies they will have a chance to summon a Phantasm minion, which uses a piercing projectile spell that deals physical damage.",12294,"","","",1,1,"",""
348,4928,6907,0,100,0,"[6,13,10,16,15]","","","Supports attack skills that can be used with bows. Supported skills can only be used with bows. Cannot support Vaal skills, minion skills, movement skills, or skills used by totems, traps, or mines.",12295,"","","",1,1,"",""
349,4929,932,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","",1,1,"",""
350,4930,7235,33,33,34,"[29,25]","","","","","","","",1,1,"",""
351,4931,7247,0,60,40,"[20,10,25,4,14,0,33]","","","","","","","",1,1,"",""
352,4932,7252,0,40,60,"[20,11,25,4,15,14,1]","","","","","","","",1,1,"",""
353,4933,7248,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","",1,1,"",""
354,4934,7250,0,40,60,"[20,11,25,4,15,14,2]","","","","","","","",1,1,"",""
355,4935,7253,0,60,40,"[20,10,25,4,15,14,33]","","","","","","","",1,1,"",""
356,4936,7261,0,0,100,"[11,25,24,4,15,8]","",1,"","",2689,"","",1,1,"",""
357,4937,7356,100,0,0,"[9,25,24,13,14,15,40,7]","",1,"","",4392,"","",1,1,"",""
358,4938,7266,0,0,100,"[11,25,24,4,3,14,15,38,30]","",1,"","",4682,"","",1,1,"",""
359,4939,7276,0,60,40,"[10,16,20]","","","Supports skills which throw traps.",12296,"","","",1,1,"",""
360,4940,8086,0,40,60,"[11,16,21]","","","Supports skills which throw mines.",12314,"","","",1,1,"",""
361,4941,7316,100,0,0,"[9,25,24,13,19,14,7,40]","",1,"","",4760,"","",1,1,"",""
362,4942,7357,60,0,40,"[0,9,25,13,14,22,15,40,7]","","","","","","","",1,1,"",""
363,4943,7359,60,0,40,"[2,9,25,13,14,15,7,36,12]","","","","","","","",1,1,"",""
364,4944,7465,0,100,0,"[10,25,13,5,30,3,6]","","","","","","","",1,1,"",""
365,4945,7471,0,100,0,"[10,25,13,14,3,15,5,6]","","","","","","","",1,1,"",""
366,4946,7476,40,0,60,"[11,25,8,4]","","","","","","","",1,1,"",""
367,4947,7569,0,100,0,"[3,33,13,10,16,15]","","","Supports attack skills.",12297,"","","",1,1,"",""
368,4948,7599,0,40,60,"[1,11,16]","","","Supports any skill that can chill enemies or create chilling areas.",12298,"","","",1,1,"",""
369,4949,7622,0,0,100,"[1,11,25,4,30,14,15,5,44]","","","","","","","",1,1,"",""
370,4950,7632,60,40,0,"[9,25,13,14,33,7]","","","","","","","",1,1,"",""
371,4951,7633,40,60,0,"[10,25,13,5,33]","","","","","","","",1,1,"",""
372,4952,7635,0,0,100,"[2,11,25,4,14,18,15,32]","","","","","","","",1,1,"",""
373,4953,7639,100,0,0,"[9,25,14,4,15,12,33,39]","","","","","","","",1,1,"",""
374,4954,7640,100,0,0,"[9,25,14,4,15,12,33,39]","","","","","","","",1,1,"",""
375,4955,7651,40,60,0,"[10,25,13,5,14,33]","","","","","","","",1,1,"",""
376,4956,7652,60,0,40,"[19,9,16]","","","Supports skills which summon totems.",12299,"","","",1,1,"",""
377,4957,7675,40,0,60,"[11,25,4,14,0,15,32]","","","","","","","",1,1,"",""
378,4958,7677,40,0,60,"[32,11,25,4]","","","","","","","",1,1,"",""
379,4959,7812,40,0,60,"[0,11,25,4,14,15,33]","","","","","","","",1,1,"",""
380,4960,7817,0,0,100,"[3,11,25,4,14,15,5]","","","","","","","",1,1,"",""
381,4961,7846,0,0,100,"[3,26,11,25,4,14,15,42]","","","","",7847,"","",1,1,"",""
382,4965,7850,0,0,100,"[11,16]","","","Supports any skill that hits enemies, causing those hits to leech energy shield based on damage dealt.",12300,"","","",1,1,"",""
383,4964,7848,40,0,60,"[0,2,11,25,4,14,15,33]","","","","","","","",1,1,"",""
384,4966,7851,0,0,100,"[12,11,25,4,14]","","","","","","","",1,1,"",""
385,4963,7853,40,0,60,"[2,11,25,4,14,30,33]","","","","","","","",1,1,"",""
386,4968,7854,0,40,60,"[12,11,25,4,14]","","","","","","","",1,1,"",""
387,4967,7856,0,0,100,"[11,16]","","","","","","","",1,1,"",""
388,4969,7882,0,0,100,"[14,4,11,16]","","","Supports spell skills that you cast yourself. Cannot support triggered skills, Vaal skills, instant skills, channelling skills, skills with a reservation or which create minions, or skills used by totems, traps, or mines.",12301,"","","",1,1,"",""
389,4970,7883,0,0,100,"[4,11,16]","","","Supports spell skills, making their effect reoccur when cast. Cannot support skills with cooldowns, triggered skills, Brand skills, Vaal skills, channelling skills, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.",12302,"","","",1,1,468,""
390,4971,7900,100,0,0,"[9,25,4,15,34]","","","","","","","",1,1,"",""
391,4972,8051,0,0,100,"[11,25,4,15,34,8]","","","","","","","",1,1,"",""
392,4973,7903,0,100,0,"[10,25,4,22,35,37]","","","","","","","",1,1,"",""
393,4974,7906,0,100,0,"[9,25,13,15,14,7,6]","","","","","","","",1,1,"",""
394,4975,7907,0,0,100,"[26,10,25,8,4,15]","","","","",7908,"","",1,1,"",""
395,4976,7909,60,40,0,"[9,25,13,14,15,7]","","","","","","","",1,1,"",""
396,4977,7910,60,40,0,"[29,9,25,4,41]","","","","","","","",1,1,"",""
397,4978,7911,100,0,0,"[9,25,4]","","","","","","","",1,1,"",""
398,4979,7912,60,40,0,"[33,9,25,13,14,40,7]","","","","","","","",1,1,"",""
399,4980,7914,100,0,0,"[9,25,13,14,22,7]","","","","","","","",1,1,"",""
400,4981,7916,100,0,0,"[9,25,13,7,36,33]","","","","","","","",1,1,"",""
401,4982,7918,40,60,0,"[10,16,7,13,15]","","","Supports melee attack skills. Cannot support skills which create minions.",12306,"","","",1,1,"",""
402,4983,7919,100,0,0,"[9,16,7,13,25,14]","","","Supports melee attack skills. Cannot support Triggered attacks, skills used by Totems, or skills which create minions.",12307,7920,"","",1,1,"",""
403,4984,7923,0,0,100,"[11,25,4,22,15,1,35,37,14]","","","","","","","",1,1,"",""
404,4985,7885,0,75,0,"[12,10,25,4,14]","","","","","","","",1,1,"",""
405,4986,7940,60,40,0,"[9,25,4,12,14,41]","","","","","","","",1,1,"",""
406,4987,7941,40,60,0,"[13,33,10,16]","","","Supports attack skills.",12303,"","","",1,1,"",""
407,4988,7942,100,0,0,"[9,25,13,7,36,33]","","","","","","","",1,1,"",""
408,4989,7943,100,0,0,"[9,25,4,14,12,33]","","","","","","","",1,1,"",""
409,4990,7971,100,0,0,"[14,9,16,7,13]","","","Supports melee attack skills.",12304,"","","",1,1,"",""
410,4991,8006,100,0,0,"[9,16,7,13]","","","Supports melee attack skills. Minions cannot gain rage.",12305,"","","",1,1,"",""
411,4992,8045,0,60,40,"[10,25,13,5,3]","","","","","","","",1,1,"",""
412,4993,8046,0,0,100,"[11,25,33,8,4,28]","","","","","","","",1,1,"",""
413,4994,8049,0,60,40,"[10,25,35,14,3,22,37,4,15]","","","","","","","",1,1,"",""
414,4995,8050,0,100,0,"[10,25,4,3,14]","","","","","","","",1,1,"",""
415,4996,8052,0,0,100,"[11,16,8,15]","","","Supports skills which create Minions.",12308,"","","",1,1,"",""
416,4997,8053,0,0,100,"[11,16,8,25,4,15]","","","Supports skills which create Minions.",12310,8054,"","",1,1,"",""
417,4998,8055,0,60,40,"[10,25,13,7,36,22]","","","","","","","",1,1,"",""
418,4999,8057,0,60,40,"[13,10,16]","","","Supports attack skills. Cannot support skills which create minions.",12311,"","","",1,1,"",""
419,5000,8058,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",12309,"","","",1,1,"",""
420,5054,8059,0,60,40,"[10,25,13,22,5]","","","","","","","",1,1,"",""
421,5001,8061,0,40,60,"[21,11,25,4,14,2,12,38]","","","","","","","",1,1,"",""
422,5002,8063,0,40,60,"[20,21,11,25,4,8,1,2,14,12]","","","","","","","",1,1,"",""
423,5003,8080,0,40,60,"[21,11,16,14,12]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a mine that will use the skill for you when you detonate it. Mines cannot use channelling skills.",12200,"","","",1,1,"",""
424,5047,8081,40,0,60,"[0,14,11,16,8]","","","Supports skills which create Minions.",12312,"","","",1,1,"",""
425,5004,8083,0,60,40,"[10,25,13,7,36,14,15,3]","","","","","","","",1,1,"",""
426,5005,8084,0,60,40,"[10,25,13,5,3]","","","","","","","",1,1,"",""
427,5006,8087,0,60,40,"[10,16,20,21]","","","Supports skills which throw Traps or Mines.",12313,"","","",1,1,"",""
428,5007,8096,0,100,0,"[10,25,13,5,19,33,6]","","","","","","","",1,1,"",""
429,5008,8097,0,100,0,"[6,13,10,16,5]","","","Supports bow attack skills that fire arrows forwards as projectiles. These skills will instead fire a payload arrow into the air to land at a targeted location. The supported skills' arrows will then fire out in a circle from where it lands. Cannot support skills that already fire arrows into the air, channelled skills, or skills that create Minions.",12275,"","","",1,1,445,""
430,5009,8098,0,100,0,"[6,13,10,16,5]","","","Supports projectile attack skills that use bows or wands. Cannot support triggered skills, channelled skills, or skills that create Minions.",12274,"","","",1,1,"",""
431,5010,8099,0,100,0,"[10,25,13,5,14,6]","","","","","","","",1,1,"",""
432,5011,8103,0,100,0,"[10,25,13,19,14,0,5,6]","","","","","","","",1,1,"",""
433,4613,7637,0,100,0,"[10,16,5]","","","Supports skills that fire projectiles from the user. Does not affect projectiles fired from other locations as secondary effects.",12291,"","","",1,1,"",""
434,5012,8104,100,0,0,"[0,33,9,16]","","","Supports any skill that hits enemies.",12315,"","","",1,1,"",33
435,5013,8105,100,0,0,"[9,16,7,13,36]","","","Supports melee strike skills, causing them to also strike at extra targets simultaneously. The extra targets must be a minimum distance from the user. If supporting a minion attack skill, the minion's skills will not also strike extra targets. Cannot support triggered skills.",12316,"","","",1,1,"",346
436,5014,8106,100,0,0,"[33,9,16]","","","Supports any skill that deals damage.",12317,"","","",1,1,"",334
437,5015,8107,60,0,40,"[0,9,16]","","","Supports any skill that hits enemies, or can deal burning damage directly.",12318,"","","",1,1,"",192
438,5016,8108,60,0,40,"[13,9,16]","","","Supports attack skills.",12319,"","","",1,1,"",112
439,5017,8109,100,0,0,"[0,9,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy fire resistance.",12320,"","","",1,1,"",172
440,5018,8110,60,0,40,"[9,16,12]","","","Supports aura skills that affect you and allies, increasing the aura's effect on allies, but preventing it from affecting you at all. Cannot support curse auras, or other auras that only affect enemies. Cannot support skills used by totems.",12321,"","","",1,1,"",245
441,5019,8111,100,0,0,"[7,33,9,16,13]","","","Supports melee attack skills.",12322,"","","",1,1,"",82
442,5020,8112,100,0,0,"[9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.",12323,"","","",1,1,"",189
443,5021,8113,60,40,0,"[13,7,9,16]","","","Supports melee attack skills, making them repeat three times when used, targeting a random enemy each time. Cannot support Vaal skills, totem skills, channelling skills, or triggered skills.",12324,"","","",1,1,"",187
444,5022,8114,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies.",12325,"","","",1,1,"",38
445,5023,8115,0,100,0,"[6,13,10,16,5]","","","Supports bow attack skills that fire arrows forwards as projectiles. These skills will instead fire a payload arrow into the air to land at a targeted location. The supported skills' arrows will then fire out in a circle from where it lands. Cannot support skills that already fire arrows into the air, channelled skills, or skills that create Minions.",12326,"","","",1,1,"",429
446,5024,8116,0,60,40,"[10,16,4,26]","","","Must support both an attack skill and a spell skill to work. The attack skill will trigger a spell when it critically strikes an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",12327,8117,"","",1,1,"",197
447,5025,8118,0,100,0,"[10,16,18,5]","","","Supports projectile skills, and any other skills that chain.",12328,"","","",1,1,"",176
448,5026,8119,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy cold resistance.",12329,"","","",1,1,"",173
449,5027,8120,0,60,40,"[10,16]","","","Supports any skill that hits enemies.",12330,"","","",1,1,"",326
450,5028,8121,0,100,0,"[10,16,5]","","","Supports projectile skills, making their projectiles fork into two projectiles the first two times they hit an enemy and don't pierce it.",12331,"","","",1,1,"",178
451,5029,8122,0,100,0,"[10,16,5]","","","Supports projectile skills.",12332,"","","",1,1,"",35
452,5030,8123,0,100,0,"[10,16,15]","","","Supports any skill that has a duration, or can hit enemies to inflict ailments on them.",12333,"","","",1,1,"",306
453,5031,8124,0,60,40,"[3,10,16]","","","Supports any skill that deals damage.",12334,"","","",1,1,"",304
454,5032,8125,0,100,0,"[5,13,33,3,10,16]","","","Supports projectile attack skills.",12335,"","","",1,1,"",230
455,5033,8126,0,0,100,"[3,11,16]","","","Supports any skill that hits enemies.",12336,"","","",1,1,"",61
456,5034,8127,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies.",12337,"","","",1,1,"",41
457,5035,8128,0,0,100,"[11,16,42,12]","","","Supports hex curse skills, turning them into auras that will apply their effect to all enemies in an area around you.",12338,"","","",1,1,"",270
458,5036,8129,0,40,60,"[11,16,30,4,26]","","","Must support both a channelling skill and a non-channelling spell skill to work. The channelling skill will trigger a spell periodically while channelling. Cannot support skills used by totems, traps, or mines. Vaal skills and skills with a reservation cannot be triggered.",12339,8130,"","",1,1,"",320
459,5037,8131,0,0,100,"[4,11,16]","","","Supports attack skills, or spell skills that deal damage.",12340,"","","",1,1,"",305
460,5038,8132,0,0,100,"[11,16,42,26]","","","Must support both a skill that hits enemies, and a hex curse skill to work. The hex will be applied when enemies are hit by the other skill. Cannot support totems, traps, or mines. Minions cannot apply hexes this way.",12341,8133,"","",1,1,"",194
461,5039,8134,0,0,100,"[11,16]","","","Supports any skill that hits or burns enemies, or inflicts elemental ailments.",12342,"","","",1,1,"",314
462,5040,8135,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect.",12343,"","","",1,1,"",40
463,5041,8136,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy lightning resistance.",12344,"","","",1,1,"",174
464,5042,8137,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",12345,"","","",1,1,"",106
465,5043,8138,0,0,100,"[14,4,11,16]","","","Supports spell skills that apply an effect to an area around a targeted location. Cannot support Vaal skills, minion skills, or skills used by totems, traps, or mines.",12346,"","","",1,1,"",345
466,5044,8139,0,0,100,"[4,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.",12347,"","","",1,1,"",188
467,5045,8140,0,40,60,"[11,16]","","","Supports any skill that hits enemies or inflicts ailments",12348,"","","",1,1,"",333
468,5046,8141,0,0,100,"[4,11,16]","","","Supports spell skills, making their effect reoccur when cast. Cannot support skills with cooldowns, triggered skills, Brand skills, Vaal skills, channelling skills, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.",12349,"","","",1,1,"",389
469,5050,8343,0,0,100,"[11,25,4,15,34,2]","","","","","","","",1,1,"",""
470,5048,8344,0,100,0,"[10,25,4,15]","","","","","","","",1,1,"",""
471,4962,8345,0,0,100,"[11,25,4,14,30,2,15]","","","","",8346,"","",1,1,"",""
472,5051,8347,0,0,100,"[11,25,13,5]","","","","","","","",1,1,"",""
473,5052,8348,0,100,0,"[10,25,4,14,33]","","","","","","","",1,1,"",""
474,5053,8349,40,60,0,"[10,25,13,14,22,30,33,7]","","","","","","","",1,1,"",""
475,5049,8351,0,0,100,"[11,25,4]","","","Supports spell skills that have no reservation. Cannot support skills used by totems, traps or mines. Cannot modify the skills of minions.","",8350,"","Spellslinger Support",1,1,"",""
476,5056,8352,0,0,100,"[2,11,16,4]","","","Supports spell skills that deal damage with hits and have no reservation. Cannot support Vaal skills, triggered skills, or skills used by totems, traps or mines. Cannot modify the skills of minions.",12351,"","","",1,1,"",""
477,5057,8492,0,60,40,"[10,16]","","","Supports skills with cooldowns.\nCannot support triggered skills.",12350,"","","",1,1,"",""
478,5059,8564,0,0,100,"[11,25,4,15,32]","","","Supports spell skills that have no reservation. Cannot support skills used by totems, traps or mines. Cannot modify the skills of minions.","",8563,"","Arcanist Brand Support",1,1,"",""
479,5060,7181,100,0,0,"[27,9,25,14,15,33]","","","","","","","",1,1,"",""
480,4853,8566,100,0,0,"[27,9,25,14,15]","","","","","","","",1,1,"",""
481,5061,8567,100,0,0,"[27,9,25,14,15]","","","","","","","",1,1,"",""
482,5062,8569,40,0,60,"[11,25,4,14,33,2,15,32]","","","","","","","",1,1,"",""
483,5063,8570,0,0,100,"[11,25,4,14,1,15,32]","","","","","","","",1,1,"",""
484,5064,8571,100,0,0,"[9,25,13,14,40,15,7]","","","","","","","",1,1,"",""
485,5065,8572,100,0,0,"[27,9,25,14,15]","","","Supports melee attack skills. Those skills will be used by Mirage Warriors summoned by General's Cry. Supported skills cannot be supported by Multistrike.","",8573,"","General's Cry Support",1,"","",""
486,5058,8575,100,0,0,"[40,13,7,14,9,16]","","","Supports slam skills, providing a powerful boost when they're used, with a delay before they can be boosted again. Cannot support Vaal skills or triggered skills. Cannot modify the skills of minions. Only skills you use yourself can receive the boost.",12353,"","","",1,1,"",""
487,5066,8580,0,0,100,"[32,11,16]","","","Supports skills which create brands.",12354,"","","",1,1,"",""
488,5067,8589,100,0,0,"[27,9,16]","","","Supports warcry skills.",12352,"","","",1,1,"",""
489,5068,8724,0,0,100,"[11,25,4,14,0,5]","","","","","","","",1,1,"",""
490,5069,8726,0,0,100,"[11,25,4,14,15,33,3,44]","","","","","","","",1,1,"",""
491,5070,8727,0,0,100,"[11,25,4,14,2]","","","","","","","",1,1,"",""
492,5071,8728,0,40,60,"[11,25,4,14,15,1]","","","","","","","",1,1,"",""
493,5072,8729,60,40,0,"[10,25,13,5,14,33]","","","","","","","",1,1,"",""
494,5073,8730,0,0,100,"[11,25,4,14,15,2]","","","","","","","",1,1,"",""
495,5074,8731,0,0,100,"[11,25,4,14,15,0]","","","","","","","",1,1,"",""
496,5075,8740,0,0,100,"[11,16,42,25,4,14,3]","","","Supports hex curse skills, causing them to trigger Doom Blast when the hex ends. Cannot support curse skills which are triggered or applied as an aura.",12356,8741,"","","",1,"",""
497,5076,8751,0,0,100,"[11,25,4,14,3,42]","","","","","","","",1,1,"",""
