"rownum","Id","MonsterPacksKey","bool","i32","MonsterVarietiesKey"
698,"ProxyKey2270",355,1,25,2686
699,"ProxyKey2271",355,1,25,2687
700,"ProxyKey2273",356,"",1,4814
701,"ProxyKey2274",356,1,50,5177
702,"ProxyKey2275",356,1,50,5179
703,"ProxyKey2276",357,"",1,4559
704,"ProxyKey2277",357,1,50,5179
705,"ProxyKey2278",357,1,50,5178
706,"ProxyKey2279",358,"",1,4814
707,"ProxyKey2280",358,1,50,5177
708,"ProxyKey2281",358,1,50,5178
709,"ProxyKey1105",359,1,80,5179
710,"ProxyKey2282",359,1,20,4890
711,"ProxyKey2283",359,"",1,4675
712,"ProxyKey2284",359,"",1,4677
713,"ProxyKey2285",360,1,50,1176
714,"ProxyKey2286",360,1,50,4672
715,"ProxyKey2328",361,"",2,5222
716,"ProxyKey2336",361,1,33,5177
717,"ProxyKey2337",361,1,33,5179
718,"ProxyKey2338",361,1,34,5178
719,"ProxyKey2288",362,1,100,4874
720,"ProxyKey2289",363,1,15,5229
721,"ProxyKey2730",363,1,15,5231
722,"ProxyKey2290",363,1,15,5230
723,"ProxyKey2731",363,1,15,5232
724,"ProxyKey2291",363,1,10,5233
725,"ProxyKey2732",363,1,10,5235
726,"ProxyKey2292",363,1,10,5234
727,"ProxyKey2733",363,1,10,5236
728,"ProxyKey2293",364,1,70,4961
729,"ProxyKey2545",364,1,30,4962
730,"ProxyKey2294",365,1,70,4488
731,"ProxyKey2618",365,1,30,4489
732,"ProxyKey2699",366,1,70,4488
733,"ProxyKey2700",366,1,30,4086
734,"ProxyKey2295",367,"",2,4534
735,"ProxyKey2296",367,1,50,4892
736,"ProxyKey2297",367,1,50,4893
737,"ProxyKey1106",368,1,30,4892
738,"ProxyKey2298",368,1,70,4893
739,"ProxyKey2299",368,"",1,4673
740,"ProxyKey2300",368,"",1,4674
741,"ProxyKey2301",369,1,70,4573
742,"ProxyKey2302",369,"",2,4673
743,"ProxyKey2303",369,1,30,4888
744,"ProxyKey2304",370,1,40,4670
745,"ProxyKey2305",370,1,40,4659
746,"ProxyKey2306",370,1,20,1169
747,"ProxyKey2307",371,1,20,4564
748,"ProxyKey2308",371,1,40,4581
749,"ProxyKey2309",371,1,40,4582
750,"ProxyKey2310",372,1,20,4586
751,"ProxyKey2311",372,1,40,4581
752,"ProxyKey2312",372,1,40,4582
753,"ProxyKey2313",373,1,60,4810
754,"ProxyKey2314",373,1,40,4811
755,"ProxyKey2315",374,1,40,4862
756,"ProxyKey2316",374,1,60,4860
757,"ProxyKey1759",375,1,100,3621
758,"ProxyKey1760",376,1,100,275
759,"ProxyKey2357",377,1,30,1614
760,"ProxyKey2358",377,1,70,1615
761,"ProxyKey2359",377,"",1,3591
762,"ProxyKey2360",378,1,30,1614
763,"ProxyKey2361",378,1,70,1615
764,"ProxyKey2362",378,"",1,3498
765,"ProxyKey2363",379,1,70,5199
766,"ProxyKey2364",379,1,30,5200
767,"ProxyKey2365",379,"",2,5203
768,"ProxyKey2366",380,1,70,5199
769,"ProxyKey2367",380,1,30,5201
770,"ProxyKey2368",380,"",2,5203
771,"ProxyKey2369",381,1,100,3441
772,"ProxyKey2370",381,"",1,3442
773,"ProxyKey2371",382,1,70,1275
774,"ProxyKey2372",382,1,30,1277
775,"ProxyKey2373",383,1,70,1262
776,"ProxyKey2374",383,1,30,1263
777,"ProxyKey2375",384,1,50,1416
778,"ProxyKey2318",384,1,50,1422
779,"ProxyKey2376",385,1,35,1663
780,"ProxyKey2377",385,1,15,1664
781,"ProxyKey2378",385,1,35,1690
782,"ProxyKey2379",385,1,15,1691
783,"ProxyKey2380",386,1,50,4340
784,"ProxyKey2319",386,1,50,4341
785,"ProxyKey2381",387,1,20,1063
786,"ProxyKey2382",387,1,40,1088
787,"ProxyKey2383",387,1,40,1128
788,"ProxyKey2384",388,"",1,1068
789,"ProxyKey2385",388,1,20,1063
790,"ProxyKey2386",388,1,80,1128
791,"ProxyKey2387",389,"",1,1093
792,"ProxyKey2388",389,1,70,1088
793,"ProxyKey2389",389,1,30,1063
794,"ProxyKey2390",390,1,30,1088
795,"ProxyKey2391",390,"",1,1093
796,"ProxyKey2392",390,1,70,1128
797,"ProxyKey2393",395,1,50,1213
798,"ProxyKey2394",395,1,50,1230
799,"ProxyKey2395",395,"",1,1215
800,"ProxyKey2396",396,1,70,1190
801,"ProxyKey2397",396,1,30,1200
802,"ProxyKey2399",397,1,100,1230
803,"ProxyKey2398",398,1,70,2370
804,"ProxyKey2400",398,1,30,2372
805,"ProxyKey2401",398,"",1,2378
806,"ProxyKey2402",399,1,40,2412
807,"ProxyKey2403",399,1,40,2370
808,"ProxyKey2404",399,1,20,2372
809,"ProxyKey2405",400,1,30,4310
810,"ProxyKey2406",400,1,70,4309
811,"ProxyKey2407",401,1,15,710
812,"ProxyKey2408",401,1,15,711
813,"ProxyKey2409",401,1,15,712
814,"ProxyKey2410",401,1,15,713
815,"ProxyKey2411",401,1,15,714
816,"ProxyKey268656",401,1,25,716
817,"ProxyKey2412",402,1,20,601
818,"ProxyKey2413",402,1,20,602
819,"ProxyKey2414",402,1,20,603
820,"ProxyKey2415",402,1,20,604
821,"ProxyKey2416",402,1,20,605
822,"ProxyKey2417",402,"",1,716
823,"ProxyKey2418",403,1,80,4875
824,"ProxyKey2419",403,1,20,4876
825,"ProxyKey2421",404,1,80,4875
826,"ProxyKey2420",404,1,20,4877
827,"ProxyKey2425",405,1,20,1289
828,"ProxyKey2427",405,1,80,1292
829,"ProxyKey2426",391,1,20,1060
830,"ProxyKey2428",391,1,40,1085
831,"ProxyKey2429",391,1,40,1131
832,"ProxyKey2430",392,"",1,1065
833,"ProxyKey2431",392,1,20,1060
834,"ProxyKey2432",392,1,80,1131
835,"ProxyKey2433",393,"",1,1090
836,"ProxyKey2434",393,1,70,1085
837,"ProxyKey2435",393,1,30,1060
838,"ProxyKey2436",394,1,30,1085
839,"ProxyKey2437",394,"",1,1090
840,"ProxyKey2438",394,1,70,1131
841,"ProxyKey2439",406,1,70,586
842,"ProxyKey2440",406,1,30,587
843,"ProxyKey2441",407,1,100,739
844,"ProxyKey2287",408,1,70,1591
845,"ProxyKey2317",408,1,30,1594
846,"ProxyKey2452",409,1,80,277
847,"ProxyKey2453",409,1,20,278
848,"ProxyKey2461",410,1,20,4826
849,"ProxyKey2462",410,1,80,1043
850,"ProxyKey2463",411,1,50,5278
851,"ProxyKey2464",411,1,50,5282
852,"ProxyKey2465",412,1,100,5281
853,"ProxyKey2466",412,"",1,5280
854,"ProxyKey2467",413,1,40,5320
855,"ProxyKey2468",413,1,40,5317
856,"ProxyKey2469",413,1,20,5323
857,"ProxyKey2496",414,1,100,5319
858,"ProxyKey2470",415,1,50,1274
859,"ProxyKey2471",415,1,50,1261
860,"ProxyKey2472",416,1,100,3699
861,"ProxyKey2477",417,"",1,5211
862,"ProxyKey2478",417,1,100,4806
863,"ProxyKey2489",418,1,50,368
864,"ProxyKey2490",418,1,25,3781
865,"ProxyKey2523",418,1,25,3783
866,"ProxyKey2491",419,1,100,5407
867,"ProxyKey2492",420,1,25,370
868,"ProxyKey2493",420,1,25,4083
869,"ProxyKey2494",420,1,25,4084
870,"ProxyKey2495",420,1,25,4085
871,"ProxyKey2497",421,1,100,3341
872,"ProxyKey2505",422,1,30,5244
873,"ProxyKey2506",422,1,30,5245
874,"ProxyKey2507",422,1,40,5246
875,"ProxyKey2508",423,1,25,4583
876,"ProxyKey2509",423,1,25,4584
877,"ProxyKey2510",423,1,50,4872
878,"ProxyKey2511",424,1,50,4574
879,"ProxyKey2646",424,1,50,4575
880,"ProxyKey2647",425,1,30,4894
881,"ProxyKey2648",425,1,70,4895
882,"ProxyKey2649",426,1,30,4587
883,"ProxyKey2650",426,1,70,4588
884,"ProxyKey2512",427,1,20,4669
885,"ProxyKey2513",427,1,30,5177
886,"ProxyKey2514",427,1,30,5178
887,"ProxyKey2515",427,1,20,5179
888,"ProxyKey2517",428,1,20,4542
889,"ProxyKey2518",428,1,30,5177
890,"ProxyKey2519",428,1,30,5178
891,"ProxyKey2520",428,1,20,5179
892,"ProxyKey2522",429,1,50,5414
893,"ProxyKey2531",429,1,50,5415
894,"ProxyKey2615",430,1,100,3785
895,"ProxyKey2619",431,1,100,5460
896,"ProxyKey2625",432,1,25,1635
897,"ProxyKey2627",432,1,75,1642
898,"ProxyKey2628",433,1,50,1750
899,"ProxyKey2629",433,1,50,1752
900,"ProxyKey2630",433,"",1,1754
901,"ProxyKey2640",434,"",1,2783
902,"ProxyKey2641",434,"",1,2785
903,"ProxyKey2642",434,1,50,2787
904,"ProxyKey2643",434,1,50,2792
905,"ProxyKey2651",435,1,20,5271
906,"ProxyKey2652",435,1,40,570
907,"ProxyKey2653",435,1,40,571
908,"ProxyKey2654",436,1,80,543
909,"ProxyKey2655",436,1,20,5375
910,"ProxyKey2656",437,1,50,542
911,"ProxyKey2657",437,1,50,580
912,"ProxyKey2660",438,1,75,3342
913,"ProxyKey2661",438,1,25,3343
914,"ProxyKey2662",439,1,30,1354
915,"ProxyKey2663",439,1,70,1355
916,"ProxyKey2664",440,1,30,1705
917,"ProxyKey2665",440,1,70,1704
918,"ProxyKey2687",440,"",1,5382
919,"ProxyKey2666",441,1,70,1643
920,"ProxyKey2667",441,1,30,1644
921,"ProxyKey2668",442,1,70,1645
922,"ProxyKey2669",442,1,30,1646
923,"ProxyKey2670",443,1,50,723
924,"ProxyKey2671",443,1,50,724
925,"ProxyKey174",444,1,40,4479
926,"ProxyKey2550",444,1,30,4482
927,"ProxyKey2672",444,1,30,4485
928,"ProxyKey746",445,1,30,4565
929,"ProxyKey789",445,1,70,4861
930,"ProxyKey790",446,1,30,4863
931,"ProxyKey791",446,1,70,4864
932,"ProxyKey618",621,"",1,498
933,"ProxyKey620",621,"",3,639
934,"ProxyKey621",622,"",1,567
935,"ProxyKey623",622,"",3,568
936,"ProxyKey624",623,"",3,671
937,"ProxyKey625",623,"",1,505
938,"ProxyKey626",624,"",3,392
939,"ProxyKey627",624,"",1,400
940,"ProxyKey628",625,"",2,420
941,"ProxyKey629",625,"",1,980
942,"ProxyKey1421",625,"",1,981
943,"ProxyKey1422",625,"",1,982
944,"ProxyKey630",626,"",3,48
945,"ProxyKey632",626,"",1,8
946,"ProxyKey631",627,"",3,2384
947,"ProxyKey633",627,"",1,2347
948,"ProxyKey634",628,"",1,102
949,"ProxyKey635",628,"",3,802
950,"ProxyKey636",629,"",3,198
951,"ProxyKey637",629,"",1,239
952,"ProxyKey638",630,"",1,461
953,"ProxyKey639",630,"",4,745
954,"ProxyKey640",631,"",2,351
955,"ProxyKey2613",447,1,50,5312
956,"ProxyKey2614",447,1,50,5313
957,"ProxyKey2571",448,1,30,1287
958,"ProxyKey2572",448,1,70,1293
959,"ProxyKey2597",449,1,30,1307
960,"ProxyKey2598",449,1,70,1309
961,"ProxyKey2599",450,1,30,1305
962,"ProxyKey2600",450,1,70,1309
963,"ProxyKey2573",451,1,20,1064
964,"ProxyKey2574",451,1,40,1089
965,"ProxyKey2575",451,1,40,1129
966,"ProxyKey2576",452,"",1,1069
967,"ProxyKey2577",452,1,20,1064
968,"ProxyKey2578",452,1,80,1129
969,"ProxyKey2579",453,"",1,1094
970,"ProxyKey2580",453,1,70,1089
971,"ProxyKey2581",453,1,30,1064
972,"ProxyKey2582",454,1,30,1089
973,"ProxyKey2583",454,"",1,1094
974,"ProxyKey2584",454,1,70,1129
975,"ProxyKey2585",459,1,50,1214
976,"ProxyKey2586",459,1,50,1231
977,"ProxyKey2587",459,"",1,1216
978,"ProxyKey2588",460,1,70,1191
979,"ProxyKey2589",460,1,30,1201
980,"ProxyKey2590",461,1,100,1231
981,"ProxyKey2591",462,1,70,2371
982,"ProxyKey2592",462,1,30,2373
983,"ProxyKey2593",462,"",1,2379
984,"ProxyKey2594",463,1,40,2413
985,"ProxyKey2595",463,1,40,2371
986,"ProxyKey2596",463,1,20,2373
987,"ProxyKey2563",464,1,80,4878
988,"ProxyKey2564",464,1,20,4879
989,"ProxyKey2565",465,1,80,4878
990,"ProxyKey2566",465,1,20,4880
991,"ProxyKey2567",466,1,20,1290
992,"ProxyKey2568",466,1,80,1293
993,"ProxyKey2551",455,1,20,1061
994,"ProxyKey2552",455,1,40,1086
995,"ProxyKey2553",455,1,40,1132
996,"ProxyKey2554",456,"",1,1066
997,"ProxyKey2555",456,1,20,1061
998,"ProxyKey2556",456,1,80,1132
999,"ProxyKey2557",457,"",1,1091
1000,"ProxyKey2558",457,1,70,1086
1001,"ProxyKey2559",457,1,30,1061
1002,"ProxyKey2560",458,1,30,1086
1003,"ProxyKey2561",458,"",1,1091
1004,"ProxyKey2562",458,1,70,1132
1005,"ProxyKey2569",467,1,70,1592
1006,"ProxyKey2570",467,1,30,1595
1007,"ProxyKey481",468,"",2,1038
1008,"ProxyKey736",468,"",1,1398
1009,"ProxyKey737",468,"",1,505
1010,"ProxyKey482",469,"",2,413
1011,"ProxyKey738",469,"",1,501
1012,"ProxyKey739",469,"",1,642
1013,"ProxyKey483",470,"",1,492
1014,"ProxyKey527",470,"",1,498
1015,"ProxyKey719",470,"",1,500
1016,"ProxyKey720",470,"",1,501
1017,"ProxyKey721",470,"",1,502
1018,"ProxyKey722",470,"",1,505
1019,"ProxyKey723",470,"",1,506
1020,"ProxyKey484",471,"",1,502
1021,"ProxyKey724",471,"",2,556
1022,"ProxyKey725",471,"",2,565
1023,"ProxyKey726",471,"",2,567
1024,"ProxyKey727",471,"",3,657
1025,"ProxyKey728",471,"",3,663
1026,"ProxyKey485",472,"",1,544
1027,"ProxyKey730",472,"",1,551
1028,"ProxyKey731",472,"",1,639
1029,"ProxyKey732",472,"",1,642
1030,"ProxyKey487",473,"",1,527
1031,"ProxyKey729",473,"",1,535
1032,"ProxyKey733",473,"",1,632
1033,"ProxyKey734",473,"",1,634
1034,"ProxyKey18",474,"",2,1038
1035,"ProxyKey19",474,"",1,1398
1036,"ProxyKey97",474,"",1,505
1037,"ProxyKey98",475,"",2,413
1038,"ProxyKey99",475,"",1,501
1039,"ProxyKey101",475,"",1,642
1040,"ProxyKey102",476,"",1,492
1041,"ProxyKey103",476,"",1,498
1042,"ProxyKey105",476,"",1,500
1043,"ProxyKey106",476,"",1,501
1044,"ProxyKey107",476,"",1,502
1045,"ProxyKey108",476,"",1,505
1046,"ProxyKey109",476,"",1,506
1047,"ProxyKey110",477,"",1,502
1048,"ProxyKey111",477,"",2,556
1049,"ProxyKey112",477,"",2,565
1050,"ProxyKey113",477,"",2,567
1051,"ProxyKey114",477,"",3,657
1052,"ProxyKey115",477,"",3,663
1053,"ProxyKey116",478,"",1,544
1054,"ProxyKey117",478,"",1,551
1055,"ProxyKey118",478,"",1,639
1056,"ProxyKey119",478,"",1,642
1057,"ProxyKey120",479,"",1,527
1058,"ProxyKey121",479,"",1,535
1059,"ProxyKey122",479,"",1,632
1060,"ProxyKey123",479,"",1,634
1061,"ProxyKey476",480,"",6,1395
1062,"ProxyKey478",481,"",6,501
1063,"ProxyKey124",482,"",6,1395
1064,"ProxyKey125",483,"",6,501
1065,"ProxyKey709",484,1,60,189
1066,"ProxyKey711",484,1,40,190
1067,"ProxyKey757",485,1,100,189
1068,"ProxyKey759",486,1,40,188
1069,"ProxyKey761",486,1,60,190
1070,"ProxyKey762",487,1,100,188
1071,"ProxyKey126",488,1,60,189
1072,"ProxyKey127",488,1,40,190
1073,"ProxyKey128",489,1,100,189
1074,"ProxyKey129",490,1,40,188
1075,"ProxyKey132",490,1,60,190
1076,"ProxyKey133",491,1,100,188
1077,"ProxyKey767",492,1,33,955
1078,"ProxyKey1228",492,1,33,956
1079,"ProxyKey1229",492,1,34,957
1080,"ProxyKey768",493,1,50,568
1081,"ProxyKey770",493,1,50,544
1082,"ProxyKey771",494,1,50,455
1083,"ProxyKey772",494,1,50,745
1084,"ProxyKey773",495,1,50,10
1085,"ProxyKey774",495,1,50,47
1086,"ProxyKey775",496,1,50,5
1087,"ProxyKey776",496,1,50,54
1088,"ProxyKey777",497,1,100,56
1089,"ProxyKey779",498,1,50,257
1090,"ProxyKey780",498,1,25,671
1091,"ProxyKey921",498,1,25,669
1092,"ProxyKey781",499,1,50,1122
1093,"ProxyKey782",499,1,50,1056
1094,"ProxyKey783",500,1,50,1113
1095,"ProxyKey784",500,1,50,1058
1096,"ProxyKey785",501,1,50,1228
1097,"ProxyKey786",501,1,50,1187
1098,"ProxyKey787",502,1,50,1642
1099,"ProxyKey788",502,1,50,1703
1100,"ProxyKey1000",503,"",1,1074
1101,"ProxyKey1001",503,"",1,1101
1102,"ProxyKey1002",503,"",1,1104
1103,"ProxyKey134",504,1,33,955
1104,"ProxyKey135",504,1,33,956
1105,"ProxyKey136",504,1,34,957
1106,"ProxyKey137",505,1,50,568
1107,"ProxyKey138",505,1,50,544
1108,"ProxyKey139",506,1,50,455
1109,"ProxyKey140",506,1,50,745
1110,"ProxyKey141",507,1,50,10
1111,"ProxyKey142",507,1,50,47
1112,"ProxyKey143",508,1,50,5
1113,"ProxyKey144",508,1,50,54
1114,"ProxyKey145",509,1,100,56
1115,"ProxyKey146",510,1,50,257
1116,"ProxyKey147",510,1,25,671
1117,"ProxyKey148",510,1,25,669
1118,"ProxyKey149",511,1,50,1122
1119,"ProxyKey150",511,1,50,1056
1120,"ProxyKey152",512,1,50,1113
1121,"ProxyKey153",512,1,50,1058
1122,"ProxyKey154",513,1,50,1228
1123,"ProxyKey155",513,1,50,1187
1124,"ProxyKey156",514,1,50,1642
1125,"ProxyKey157",514,1,50,1703
1126,"ProxyKey158",515,"",1,1074
1127,"ProxyKey159",515,"",1,1101
1128,"ProxyKey160",515,"",1,1104
1129,"ProxyKey161",516,1,100,568
1130,"ProxyKey162",517,1,100,568
1131,"ProxyKey163",518,1,100,568
1132,"ProxyKey164",519,1,100,568
1133,"ProxyKey167",520,1,100,568
1134,"ProxyKey169",521,1,100,527
1135,"ProxyKey171",521,"",1,1398
1136,"ProxyKey172",522,1,100,1647
1137,"ProxyKey173",523,1,50,1271
1138,"ProxyKey175",523,1,50,1499
1139,"ProxyKey176",524,1,100,889
1140,"ProxyKey179",525,"",1,1364
1141,"ProxyKey192",525,1,100,1399
1142,"ProxyKey193",526,1,100,544
1143,"ProxyKey205",526,"",1,1396
1144,"ProxyKey206",527,1,100,239
1145,"ProxyKey209",528,1,100,296
1146,"ProxyKey210",531,1,100,642
1147,"ProxyKey213",529,1,80,1366
1148,"ProxyKey214",529,1,20,1356
1149,"ProxyKey215",530,"",1,381
1150,"ProxyKey217",530,1,100,642
1151,"ProxyKey219",532,1,100,556
1152,"ProxyKey221",532,"",1,565
1153,"ProxyKey224",533,1,30,567
1154,"ProxyKey225",533,1,70,657
1155,"ProxyKey227",534,1,70,212
1156,"ProxyKey240",534,1,30,250
1157,"ProxyKey247",535,1,60,1204
1158,"ProxyKey248",535,1,40,1284
1159,"ProxyKey250",536,"",1,381
1160,"ProxyKey251",536,1,100,657
1161,"ProxyKey256",537,1,60,47
1162,"ProxyKey257",537,1,40,9
1163,"ProxyKey263",538,1,100,732
1164,"ProxyKey265",539,1,100,1367
1165,"ProxyKey266",540,1,100,1387
1166,"ProxyKey267",541,1,100,262
1167,"ProxyKey269",542,1,40,527
1168,"ProxyKey270",542,1,60,1399
1169,"ProxyKey271",543,1,40,544
1170,"ProxyKey273",543,1,60,642
1171,"ProxyKey274",544,1,100,556
1172,"ProxyKey275",544,"",1,657
1173,"ProxyKey276",545,1,30,262
1174,"ProxyKey277",545,1,20,1367
1175,"ProxyKey278",545,1,50,47
1176,"ProxyKey279",546,1,25,632
1177,"ProxyKey280",546,"",1,527
1178,"ProxyKey287",546,1,25,657
1179,"ProxyKey293",546,"",1,556
1180,"ProxyKey294",546,1,25,639
1181,"ProxyKey305",546,"",1,544
1182,"ProxyKey307",546,1,25,47
1183,"ProxyKey313",546,"",1,1367
1184,"ProxyKey747",547,1,50,1056
1185,"ProxyKey752",547,1,50,1113
1186,"ProxyKey748",548,1,30,1058
1187,"ProxyKey753",548,1,70,1125
1188,"ProxyKey749",549,1,40,1113
1189,"ProxyKey814",549,1,60,1125
1190,"ProxyKey750",550,1,30,1119
1191,"ProxyKey815",550,1,70,1113
1192,"ProxyKey751",551,1,50,1082
1193,"ProxyKey816",551,1,50,1122
1194,"ProxyKey314",552,1,50,1056
1195,"ProxyKey319",552,1,50,1113
1196,"ProxyKey321",553,1,30,1058
1197,"ProxyKey327",553,1,70,1125
1198,"ProxyKey330",554,1,40,1113
1199,"ProxyKey332",554,1,60,1125
1200,"ProxyKey333",555,1,30,1119
1201,"ProxyKey334",555,1,70,1113
1202,"ProxyKey339",556,1,50,1082
1203,"ProxyKey340",556,1,50,1122
1204,"ProxyKey913",557,1,40,1119
1205,"ProxyKey924",557,1,60,1187
1206,"ProxyKey925",558,1,50,1120
1207,"ProxyKey926",558,1,50,1211
1208,"ProxyKey927",559,1,30,1121
1209,"ProxyKey932",559,1,70,1199
1210,"ProxyKey931",560,1,40,1228
1211,"ProxyKey930",560,1,60,1203
1212,"ProxyKey928",561,1,30,1211
1213,"ProxyKey929",561,1,70,1204
1214,"ProxyKey342",562,1,40,1119
1215,"ProxyKey345",562,1,60,1187
1216,"ProxyKey349",563,1,50,1120
1217,"ProxyKey351",563,1,50,1211
1218,"ProxyKey352",564,1,30,1121
1219,"ProxyKey370",564,1,70,1199
1220,"ProxyKey387",565,1,40,1228
1221,"ProxyKey438",565,1,60,1203
1222,"ProxyKey453",566,1,30,1211
1223,"ProxyKey461",566,1,70,1204
1224,"ProxyKey519",567,1,100,105
1225,"ProxyKey812",568,1,100,1264
1226,"ProxyKey994",569,1,100,396
1227,"ProxyKey995",570,1,100,2334
1228,"ProxyKey996",571,1,100,1251
1229,"ProxyKey997",572,1,100,421
1230,"ProxyKey998",573,1,30,341
1231,"ProxyKey999",573,1,70,350
1232,"ProxyKey472",574,1,100,105
1233,"ProxyKey479",575,1,100,1264
1234,"ProxyKey497",576,1,100,396
1235,"ProxyKey518",577,1,100,2334
1236,"ProxyKey563",578,1,100,1251
1237,"ProxyKey565",579,1,100,421
1238,"ProxyKey567",580,1,30,341
1239,"ProxyKey569",580,1,70,350
1240,"ProxyKey710",591,"",1,642
1241,"ProxyKey760",591,"",1,544
1242,"ProxyKey763",592,"",1,527
1243,"ProxyKey764",592,"",1,634
1244,"ProxyKey765",593,"",1,556
1245,"ProxyKey766",593,"",1,663
1246,"ProxyKey1003",594,"",1,691
1247,"ProxyKey1004",594,"",1,669
1248,"ProxyKey1005",594,"",1,671
1249,"ProxyKey1007",595,"",1,2624
1250,"ProxyKey1479",595,"",1,2625
1251,"ProxyKey1480",595,"",1,2626
1252,"ProxyKey1481",595,"",1,2627
1253,"ProxyKey1482",595,"",1,2628
1254,"ProxyKey1483",595,"",1,2629
1255,"ProxyKey1484",595,"",1,2630
1256,"ProxyKey1485",595,"",1,2631
1257,"ProxyKey570",596,"",1,642
1258,"ProxyKey592",596,"",1,544
1259,"ProxyKey594",597,"",1,527
1260,"ProxyKey613",597,"",1,634
1261,"ProxyKey614",598,"",1,556
1262,"ProxyKey622",598,"",1,663
1263,"ProxyKey665",599,"",1,691
1264,"ProxyKey691",599,"",1,669
1265,"ProxyKey743",599,"",1,671
1266,"ProxyKey769",600,"",1,2624
1267,"ProxyKey910",600,"",1,2625
1268,"ProxyKey911",600,"",1,2626
1269,"ProxyKey912",600,"",1,2627
1270,"ProxyKey914",600,"",1,2628
1271,"ProxyKey915",600,"",1,2629
1272,"ProxyKey917",600,"",1,2630
1273,"ProxyKey941",600,"",1,2631
1274,"ProxyKey645",581,1,15,1436
1275,"ProxyKey649",581,1,15,1499
1276,"ProxyKey778",581,1,35,1435
1277,"ProxyKey797",581,1,35,1502
1278,"ProxyKey650",582,1,50,1701
1279,"ProxyKey758",582,1,50,1649
1280,"ProxyKey651",582,"",1,1366
1281,"ProxyKey652",583,1,40,408
1282,"ProxyKey653",583,1,60,119
1283,"ProxyKey654",584,"",1,381
1284,"ProxyKey655",584,1,20,544
1285,"ProxyKey664",584,1,40,634
1286,"ProxyKey718",584,1,40,657
1287,"ProxyKey656",585,1,30,1228
1288,"ProxyKey657",585,1,30,1204
1289,"ProxyKey663",585,1,40,1202
1290,"ProxyKey944",586,1,15,1436
1291,"ProxyKey945",586,1,15,1499
1292,"ProxyKey946",586,1,35,1435
1293,"ProxyKey947",586,1,35,1502
1294,"ProxyKey948",587,1,50,1701
1295,"ProxyKey954",587,1,50,1649
1296,"ProxyKey955",587,"",1,1366
1297,"ProxyKey956",588,1,40,408
1298,"ProxyKey957",588,1,60,119
1299,"ProxyKey958",589,"",1,381
1300,"ProxyKey959",589,1,20,544
1301,"ProxyKey960",589,1,40,634
1302,"ProxyKey961",589,1,40,657
1303,"ProxyKey962",590,1,30,1228
1304,"ProxyKey963",590,1,30,1204
1305,"ProxyKey1017",590,1,40,1202
1306,"ProxyKey1008",601,"",1,456
1307,"ProxyKey1009",601,1,100,745
1308,"ProxyKey1010",602,"",1,455
1309,"ProxyKey1011",602,1,100,1971
1310,"ProxyKey1012",603,1,100,889
1311,"ProxyKey1015",604,1,100,119
1312,"ProxyKey1016",605,1,100,415
1313,"ProxyKey1013",606,1,50,1228
1314,"ProxyKey1014",606,1,50,1211
1315,"ProxyKey1018",607,"",1,456
1316,"ProxyKey1019",607,1,100,745
1317,"ProxyKey1020",608,"",1,455
1318,"ProxyKey1024",608,1,100,1971
1319,"ProxyKey1043",609,1,100,889
1320,"ProxyKey1044",610,1,100,119
1321,"ProxyKey1045",611,1,100,415
1322,"ProxyKey1046",612,1,50,1228
1323,"ProxyKey1047",612,1,50,1211
1324,"ProxyKey817",632,1,100,1323
1325,"ProxyKey818",633,1,100,1310
1326,"ProxyKey819",634,1,100,732
1327,"ProxyKey822",635,1,100,10
1328,"ProxyKey824",636,1,70,52
1329,"ProxyKey825",636,1,30,48
1330,"ProxyKey826",637,1,100,119
1331,"ProxyKey827",638,1,100,1347
1332,"ProxyKey828",639,1,100,408
1333,"ProxyKey829",640,"",1,376
1334,"ProxyKey831",640,1,33,1026
1335,"ProxyKey1423",640,1,33,1027
1336,"ProxyKey1424",640,1,34,1028
1337,"ProxyKey830",641,"",1,384
1338,"ProxyKey834",641,1,100,573
1339,"ProxyKey832",642,1,100,501
1340,"ProxyKey821",643,1,40,573
1341,"ProxyKey820",643,1,13,1026
1342,"ProxyKey1425",643,1,13,1027
1343,"ProxyKey1426",643,1,14,1028
1344,"ProxyKey909",643,1,20,408
1345,"ProxyKey833",644,1,50,52
1346,"ProxyKey1176",644,1,50,48
1347,"ProxyKey836",645,1,50,2384
1348,"ProxyKey1177",645,1,50,2347
1349,"ProxyKey1175",645,"",1,2352
1350,"ProxyKey837",646,1,65,55
1351,"ProxyKey1174",646,1,35,4
1352,"ProxyKey835",647,1,100,782
1353,"ProxyKey838",648,1,100,786
1354,"ProxyKey839",649,1,100,802
1355,"ProxyKey840",650,1,100,796
1356,"ProxyKey841",651,1,50,1457
1357,"ProxyKey842",651,1,50,1463
1358,"ProxyKey851",651,"",1,1558
1359,"ProxyKey843",652,1,50,1463
1360,"ProxyKey844",652,1,50,1521
1361,"ProxyKey846",652,"",1,1493
1362,"ProxyKey847",653,1,50,1435
1363,"ProxyKey845",653,1,50,1434
1364,"ProxyKey848",654,1,50,1439
1365,"ProxyKey849",654,1,50,1500
1366,"ProxyKey850",655,1,100,889
1367,"ProxyKey852",656,1,100,461
1368,"ProxyKey853",657,"",1,457
1369,"ProxyKey854",657,"",1,454
1370,"ProxyKey855",657,"",1,455
1371,"ProxyKey856",658,1,100,438
1372,"ProxyKey857",659,1,50,347
1373,"ProxyKey858",659,1,50,349
