"rownum","Id","SoundFile","BankFile","i32","bool","string","row","[rid]"
209,"OrionAmbience","Audio/Music/AtlasRework/OrionAmbience","AtlasReworkAmbience.bank",18795,1,"Eye of the Storm",26,[13]
210,"EyrieBoss","Audio/Music/AtlasRework/EyrieBoss","AtlasReworkBoss.bank",63213,1,"The Redeemer",26,"[0,13]"
211,"EyrieAmbience","Audio/Music/AtlasRework/EyrieAmbience","AtlasReworkAmbience.bank",23332,1,"Redeemer's Eyrie",26,[13]
212,"CrusaderBoss","Audio/Music/AtlasRework/CrusaderBoss","AtlasReworkBoss.bank",34393,1,"The Crusader",26,"[0,13]"
213,"CrusaderAmbience","Audio/Music/AtlasRework/CrusaderAmbience","AtlasReworkAmbience.bank",28981,1,"Crusader's Sanctum",26,[13]
214,"BasiliskBoss","Audio/Music/AtlasRework/BasiliskBoss","AtlasReworkBoss.bank",41600,1,"The Hunter",26,"[0,13]"
215,"BasiliskAmbience","Audio/Music/AtlasRework/BasiliskAmbience","AtlasReworkAmbience.bank",60284,1,"Hunter's Ambush",26,[13]
216,"AdjudicatorBoss","Audio/Music/AtlasRework/CrusaderBoss","AtlasReworkBoss.bank",1003,1,"The Warlord",26,"[0,13]"
217,"AdjudicatorAmbience","Audio/Music/AtlasRework/CrusaderAmbience","AtlasReworkAmbience.bank",47044,1,"Warlord's Keep",26,[13]
218,"CrusaderResolve","Audio/Music/AtlasRework/CrusaderResolve","AtlasReworkResolve.bank",809,"","",26,[]
219,"EyrieResolve","Audio/Music/AtlasRework/EyrieResolve","AtlasReworkResolve.bank",37785,"","",26,[]
220,"MavensKeep","Audio/Music/Maven/MavensKeep","Maven.bank",46429,1,"The Proving Ground",26,[13]
221,"MavenBoss","Audio/Music/Maven/MavenBoss","Maven.bank",32043,1,"Maven",26,"[0,13]"
222,"BossRush","Audio/Music/Maven/BossRush","Maven.bank",26087,1,"The Maven's Challenge",26,"[0,13]"
223,"BasiliskResolve","Audio/Music/AtlasRework/BasiliskResolve","AtlasReworkResolve.bank",136,"","",26,[]
224,"Master_Track_01","Audio/Music/Masters/Trial.ogg","Music12.bank",2506,"","",26,[]
225,"Master_Track_02","Audio/Music/Masters/Trial_DriveLoop.ogg","Music12.bank",36331,"","",26,[]
226,"HallowedGroundUniqueMap","Audio/Music/HallowedGroundUniqueMap/HallowedGroundUniqueMap.ogg","Music16.bank",34133,"","",26,[]
227,"CaganMain","Audio/Music/Cagans_Map/Cagan_Main.ogg","Music11.bank",5548,"","",26,[]
228,"CaganBoss","Audio/Music/Cagans_Map/Cagan_Boss.ogg","Music11.bank",43877,"","",26,[0]
229,"Trailer_AngelsDemons","Audio/Music/MysteryBox/AngelsDemons","MysteryBox.bank",28899,1,"Angels & Demons",26,[16]
230,"Trailer_Carnival","Audio/Music/MysteryBox/Carnival","MysteryBox.bank",14308,1,"Carnival",26,[16]
231,"Trailer_Frontier","Audio/Music/MysteryBox/Frontier","MysteryBox.bank",52543,1,"Frontier",26,[16]
232,"Trailer_Polaris","Audio/Music/MysteryBox/Polaris","MysteryBox.bank",13648,1,"Polaris",26,[16]
233,"Trailer_Thaumaturgy","Audio/Music/MysteryBox/Thaumaturgy","MysteryBox.bank",32370,1,"Thaumaturgy",26,[16]
234,"HallOfGrandmasters","Audio/Music/Masters/Trial.ogg","Music12.bank",5111,1,"Hall of Grandmasters",26,[12]
235,"EndGame_MusicBox","Audio/Music/EndGame_MusicBox/Music_Box_Level.ogg","Music9.bank",52832,1,"Acton's Nightmare",26,[12]
236,"PVPTrack1","Audio/Music/PVP/PVP_Track_1.ogg","Music10.bank",51202,1,"PvP",26,[14]
237,"Credits_Track_1","Audio/Music/Credits/Credits_01.ogg","Music9.bank",46745,"","",26,[]
238,"Credits_Track_2","Audio/Music/Credits/Credits_02.ogg","Music9.bank",25102,"","",26,[]
239,"Credits_Track_3","Audio/Music/Credits/Credits_03.ogg","Music10.bank",58192,"","",26,[]
240,"DeathResolve","Audio/Music/GeneralResolveSamples/DeathResolve","Music26.bank",24042,"","",26,[]
241,"HideoutForest","Audio/Music/Act2_Encampment/Act2_Encampment.ogg","Music3.bank",65379,1,"Lush Hideout",26,[15]
242,"HideoutArch","Audio/Music/Act4_Town/Act4_Town.ogg","Music10.bank",2401,1,"Robber's Trench Hideout",26,[15]
243,"HideoutBattleground","Audio/Music/Act8_Encampment/Act8_Encampment","Music21.bank",28470,1,"Battle-scarred Hideout",26,[15]
244,"HideoutBeach","Audio/Music/Act6_Encampment/Act6_Encampment.ogg","Music20.bank",33485,1,"Coastal Hideout",26,[15]
245,"HideoutLibrary","Audio/Music/Act10_OriathDock/Act10_OriathDock.ogg","Music21.bank",8897,1,"Enlightened Hideout",26,[15]
246,"HideoutGardens","Audio/Music/Labyrinth/dry_garden.ogg","Music15.bank",62863,1,"Overgrown Hideout",26,[15]
247,"HideoutSolaris","Audio/Music/Act3_Solaris/Act3_Solaris.ogg","Music7.bank",13485,1,"Immaculate Hideout",26,[15]
248,"HideoutFellshrine","Audio/Music/Act7_Encampment/BridgeEncampment","Music26.bank",45200,1,"Unearthed Hideout",26,[15]
249,"HideoutSlum","Audio/Music/Act8_Encampment/Act8_Encampment","Music21.bank",62635,1,"Backstreet Hideout",26,[15]
250,"HideoutSewer","Audio/Music/Act10_OriathDock/Act10_OriathDock.ogg","Music21.bank",29226,1,"Undercity Hideout",26,[15]
251,"HideoutMine","Audio/Music/Act4_Tunnels/Act4_MiningTunnels.ogg","Music10.bank",55535,1,"Excavated Hideout",26,[15]
252,"HideoutCourts","Audio/Music/Act5_TemplarCourt/Act5_TemplarCourt.ogg","Music18.bank",31968,1,"Stately Hideout",26,[15]
253,"HideoutCoral","Audio/Music/Act1_Encampment/Act1_Encampment.ogg","Music1.bank",18035,1,"Coral Hideout",26,[15]
254,"HideoutRuinedTemple","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",6122,1,"Baleful Hideout",26,[15]
255,"HideoutOasis","Audio/Music/Act4_Arena/DaressoPit.ogg","Music13.bank",750,1,"Desert Hideout",26,[15]
256,"HideoutOssuary","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",61235,1,"Skeletal Hideout",26,[15]
257,"HideoutBaths","Audio/Music/Act3_Solaris/Act3_Solaris.ogg","Music7.bank",55372,1,"Luxurious Hideout",26,[15]
258,"HideoutTemplarLab","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",55414,1,"Cartographer's Hideout",26,[15]
259,"HideoutPillarsOfArun","Audio/Music/Act4_Arena/DaressoPit.ogg","Music13.bank",65044,1,"Towering Hideout",26,[15]
260,"HideoutAtziriArena","Audio/Music/Sacrifice/Atziri.ogg","Music11.bank",34352,1,"Corrupted Hideout",26,[15]
261,"HideoutInnocenceArena","Audio/Music/Act5_OverseerTower/Act5_OverseerTower.ogg","Music18.bank",45610,1,"Innocent Hideout",26,[15]
262,"HideoutShaperArena","Audio/Music/AtlasOfWorlds/AtlasShapersRealm.ogg","Music16.bank",41490,1,"Shaped Hideout",26,[15]
263,"HideoutKaomArena","Audio/Music/Act4_KaomsDream/Kaom_2.ogg","Music14.bank",26625,1,"Furious Hideout",26,[15]
264,"HideoutDaressoArena","Audio/Music/Act4_Arena/DaressoArena.ogg","Music13.bank",49908,1,"Champion's Hideout",26,[15]
265,"HideoutDominusArena","Audio/Music/Act3_Sceptre/Sceptre_Of_God.ogg","Music8.bank",52081,1,"Indomitable Hideout",26,[15]
266,"HideoutPietyArena","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",41981,1,"Morbid Hideout",26,[15]
267,"HideoutLunarisSolarisArena","Audio/Music/Act8_Encampment/Act8_Encampment","Music21.bank",37028,1,"Eclipsed Hideout (Twilight)",26,[15]
268,"HideoutLunarisSolarisArenaSolaris","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",43253,1,"Eclipsed Hideout (Day)",26,[15]
269,"HideoutLunarisSolarisArenaLunaris","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",34751,1,"Eclipsed Hideout (Night)",26,[15]
270,"HideoutKitavaArenaAct10","Audio/Music/Act5_RuinedSquare/Act5_RuinedSquare.ogg","Music19.bank",36378,1,"Ravenous Hideout",26,[15]
271,"HideoutSunken","Audio/Music/Vaal_Temple/Vaal_Temple","Music24.bank",18782,1,"Sunken Hideout",26,[15]
272,"HideoutShapersRealm","Audio/Music/AtlasOfWorlds/AtlasShapersRealm.ogg","Music16.bank",34604,1,"Celestial Hideout",26,[15]
273,"HideoutTwilightTempleSolaris","Audio/Music/Act3_Solaris/Act3_Solaris.ogg","Music7.bank",60486,1,"Divided Hideout (Solaris)",26,[15]
274,"HideoutTwilightTempleLunaris","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",48661,1,"Divided Hideout (Lunaris)",26,[15]
275,"HideoutHighGardens","Audio/Music/Act6_KaruiFortress/Act6_KaruiFortress","Music24.bank",61074,1,"Arboreal Hideout",26,[15]
276,"HideoutHauntedMansion","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",23230,1,"Haunted Hideout",26,[15]
277,"HideoutPrisonTower","Audio/Music/Act6_Prison/Act6_Prison","Music23.bank",38628,1,"Brutal Hideout",26,[15]
278,"HideoutCrimsonTemple","Audio/Music/Act5_ChamberOfInnocence/Act5_ChamberOfInnocence.ogg","Music18.bank",39182,1,"Sanguine Hideout",26,[15]
279,"HideoutIceberg","Audio/Music/Delve/DelveHub","Music25.bank",64285,1,"Glacial Hideout",26,[15]
280,"HideoutMountain","Audio/Music/Act4_Town/Act4_Town.ogg","Music10.bank",9587,1,"Alpine Hideout",26,[15]
281,"HideoutDoomguard","Audio/Music/Act10_OriathDock/Act10_OriathDock.ogg","Music21.bank",54370,1,"Doomguard Hideout",26,[15]
282,"HideoutSunspire","Audio/Music/Synthesis/MemoryNexus","Music25.bank",37893,1,"Sunspire Hideout",26,[15]
283,"HideoutDarkwood","Audio/Music/Act2_Cave/Act2_Cave.ogg","Music4.bank",1739,1,"Glimmerwood Hideout",26,[15]
284,"HideoutSpace","Audio/Music/AtlasOfWorlds/AtlasShapersRealm.ogg","Music16.bank",35022,1,"Celestial Nebula Hideout",26,[15]
285,"HideoutArenaGraveyardTrio","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",30781,1,"Entombed Hideout",26,[15]
286,"HideoutArenaElder","Audio/Music/WarForTheAtlas/Elder","Music22.bank",26046,1,"Void Hideout",26,[15]
287,"HideoutChiyouSpring","Audio/Music/Synthesis/MemoryNexus","Music25.bank",63882,1,"Chiyou Hideout",26,[15]
288,"HideoutBlankAbyss","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",32865,1,"Infinite Abyss Hideout",26,[15]
289,"HideoutBlankCity","Audio/Music/Act5_TemplarCourt/Act5_TemplarCourt.ogg","Music18.bank",26652,1,"Urban Sprawl Hideout",26,[15]
290,"HideoutBlankClouds","Audio/Music/Synthesis/MemoryNexus","Music25.bank",61767,1,"Boundless Skies Hideout",26,[15]
291,"HideoutBlankDesert","Audio/Music/Act4_Arena/DaressoPit.ogg","Music13.bank",29167,1,"Endless Sands Hideout",26,[15]
292,"HideoutBlankDirt","Audio/Music/Act4_Town/Act4_Town.ogg","Music10.bank",34522,1,"Eternal Wasteland Hideout",26,[15]
293,"HideoutBlankGrass","Audio/Music/Act2_Encampment/Act2_Encampment.ogg","Music3.bank",5889,1,"Vast Plains Hideout",26,[15]
294,"HideoutBlankSea","Audio/Music/Vaal_Temple/Vaal_Temple","Music24.bank",58314,1,"All at Sea Hideout",26,[15]
295,"HideoutBlankSnow","Audio/Music/Delve/DelveHub","Music25.bank",3594,1,"Glacial Expanse Hideout",26,[15]
