"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","[rid]","[i32]","[rid]","bool","[i32]","[i32]","bool"
411,782,"",3335,"",[],[25],[],"",[],[7],""
412,783,"","",3336,[],[24],[],"",[],[10],""
413,785,"","","","[347,1305]",[],[4647],"","[1,1]",[24],""
414,786,"",3337,"",[],[22],[],"",[],[11],""
415,787,"","","",[347],[],[4890],"",[1],[24],""
416,788,"","","","[347,4854]",[],[4891],"","[1,1]",[24],""
417,789,"","","",[1225],[],"[4713,4729,4715,4716,4722,4727,4723,4747,4869,5011,5007]","",[7],[24],""
418,790,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-2],[24],""
419,791,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-3],[24],""
420,792,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-4],[24],""
421,793,"","","",[1371],[23],[],"",[24],[13],""
422,794,"","",3338,[],[24],[],"",[],[10],""
423,795,"","","","[347,1305]",[],[4781],"","[3,3]",[24],""
424,796,"","",3340,[],[25],[],"",[],"[8,21]",""
425,797,"",3339,"",[],[22],[],"",[],[11],""
426,798,"","","",[319],[4],[],"",[5],[14],""
427,799,"",3342,"",[],"[11,0,0,0,9]",[],"",[],"[1,4]",""
428,800,"","",3341,[],[24],[],"",[],[10],""
429,801,"","","",[347],[],[4826],"",[1],[24],""
430,802,44,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
431,803,"","",3343,[],[24],[],"",[],[10],""
432,804,"",3344,"",[],[26],[],"",[],[4],""
433,805,"","",3345,[],[24],[],"",[],[10],""
434,806,"","",3346,[],[24],[],"",[],[10],""
435,807,"","",3347,[],[24],[],"",[],[10],""
436,811,"","","",[1225],[],"[4713,4729,4715,4716,4722,4727,4723,4747,4869,5011,5007]","",[8],[24],""
437,812,"","",3348,[],[24],[],"",[],[10],""
438,813,"","",3349,[],[21],[],"",[],[15],""
439,814,"","",3350,[],[21],[],"",[],[15],""
440,815,"","",3351,[],[21],[],"",[],[15],""
441,816,"","",3352,[],[21],[],"",[],[15],""
442,817,"","",3353,[],[21],[],"",[],[15],""
443,818,"",3354,"",[],[25],[],"",[],[7],""
444,819,"",3355,"",[],[23],[],"",[],[12],""
445,820,"",3356,"",[],[22],[],"",[],[11],""
446,821,"",3357,"",[],[24],[],"",[],[9],""
447,822,"","",3358,[],[24],[],"",[],[10],""
448,823,"",3359,"",[],[24],[],"",[],[9],""
449,824,"",3360,"",[],[22],[],"",[],[11],""
450,825,"",3361,"",[],[23],[],"",[],[12],""
451,826,"","",3362,[],[24],[],"",[],[10],""
452,827,"",3363,"",[],[25],[],"",[],[7],""
453,829,"","","",[1371],[23],[],"",[26],[13],""
454,830,"","",3364,[],[24],[],"",[],[10],""
455,831,"",3365,"",[],[25],[],"",[],[7],""
456,832,"",3366,"",[],[25],[],"",[],[7],""
457,833,"","",3367,[],[24],[],"",[],[10],""
458,834,"",3368,"",[],[6],[],"",[],"[1,4]",""
459,835,"",3369,"",[],[26],[],"",[],[4],""
460,838,"","",3370,[],[24],[],"",[],[10],""
461,839,45,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
462,840,"","",3371,[],[24],[],"",[],[10],""
463,841,"","",3372,[],[24],[],"",[],[10],""
464,843,"",3373,"",[],[24],[],"",[],[9],""
465,844,"",3374,"",[],[22],[],"",[],[11],""
466,845,"",3375,"",[],[23],[],"",[],[12],""
467,846,"",3376,"",[],[25],[],"",[],[7],""
468,848,"","",3377,[],[25],[],"",[],"[8,21]",""
469,849,"","",3378,[],[25],[],"",[],"[8,21]",""
470,850,"",3379,"",[],[25],[],"",[],[7],""
471,851,"",3380,"",[],[23],[],"",[],[12],""
472,852,"",3381,"",[],[22],[],"",[],[11],""
473,853,"",3382,"",[],[24],[],"",[],[9],""
474,854,46,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
475,855,"",3383,"",[],[25],[],"",[],[7],""
476,856,"","",3384,[],[21],[],"",[],[15],""
477,857,"","",3385,[],[24],[],"",[],[10],""
478,858,"","",3386,[],[25],[],"",[],"[8,21]",""
479,859,"",3387,"",[],[25],[],"",[],[7],""
480,860,"","",3388,[],[24],[],"",[],[10],""
481,861,"","",3389,[],[24],[],"",[],[10],""
482,862,"","",3390,[],[24],[],"",[],[10],""
483,863,"","",3391,[],[24],[],"",[],[10],""
484,864,"","",3392,[],[24],[],"",[],[10],""
485,865,"","",3393,[],[24],[],"",[],[10],""
486,866,"","",3394,[],[24],[],"",[],[10],""
487,867,"","",3395,[],[24],[],"",[],[10],""
488,868,"","",3396,[],[24],[],"",[],[10],""
489,871,47,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
490,872,"","",3397,[],[25],[],"",[],"[8,21]",""
491,873,"","",3398,[],[25],[],"",[],"[8,21]",""
492,874,"","",3399,[],[25],[],"",[],"[8,21]",""
493,875,"",3400,"",[],[25],[],"",[],[7],""
494,876,"","",3401,[],[25],[],"",[],"[8,21]",""
495,877,"","",3402,[],[24],[],"",[],[10],""
496,878,"","",3403,[],[25],[],"",[],"[8,21]",""
497,879,"",3404,"",[],[25],[],"",[],[7],""
498,880,"",3405,"",[],[23],[],"",[],[12],""
499,881,"",3406,"",[],[22],[],"",[],[11],""
500,882,"",3407,"",[],[24],[],"",[],[9],""
501,883,"","",3408,[],[24],[],"",[],[10],""
502,884,"",3409,"",[],[25],[],"",[],[7],""
503,885,"",3410,"",[],[25],[],"",[],[7],""
504,886,"",3411,"",[],[25],[],"",[],[7],""
505,887,"","","",[1371],[23],[],"",[27],[13],""
506,888,"",3412,"",[],[25],[],"",[],[7],""
507,889,"",3413,"",[],[23],[],"",[],[12],""
508,890,"",3414,"",[],[22],[],"",[],[11],""
509,891,"",3415,"",[],[24],[],"",[],[9],""
510,892,"","","","[347,1305,1730,9369]",[],"[4693,4791]","","[-6,1,1,-1]",[24],""
511,893,48,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
512,894,"",3416,"",[],[26],[],"",[],[4],""
513,895,"","","",[347],[],"[4830,4831,4832]","",[3],[24],""
514,896,"","","",[347],[],"[4830,4831,4832]","",[4],[24],""
515,897,49,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
516,898,50,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
517,899,51,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
518,900,52,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
519,901,53,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
520,902,54,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
521,910,"",3419,"",[],[25],[],"",[],[7],""
522,911,"",3420,"",[],[23],[],"",[],[12],""
523,912,"",3421,"",[],[22],[],"",[],[11],""
524,913,"",3422,"",[],[24],[],"",[],[9],""
525,914,"","",3423,[],[24],[],"",[],[10],""
526,915,"",3424,"",[],[25],[],"",[],[7],""
527,916,"",3425,"",[],[23],[],"",[],[12],""
528,917,"",3426,"",[],[22],[],"",[],[11],""
529,918,"",3427,"",[],[24],[],"",[],[9],""
530,919,"","",3428,[],[24],[],"",[],[10],""
531,920,"",3429,"",[],[25],[],"",[],[7],""
532,921,"",3430,"",[],[23],[],"",[],[12],""
533,922,"",3431,"",[],[22],[],"",[],[11],""
534,923,"",3432,"",[],[24],[],"",[],[9],""
535,924,"","",3433,[],[24],[],"",[],[10],""
536,925,"",3434,"",[],[25],[],"",[],[7],""
537,926,"",3435,"",[],[23],[],"",[],[12],""
538,927,"",3436,"",[],[22],[],"",[],[11],""
539,928,"",3437,"",[],[24],[],"",[],[9],""
540,929,"","",3438,[],[24],[],"",[],[10],""
541,930,"",3439,"",[],[25],[],"",[],[7],""
542,931,"",3440,"",[],[23],[],"",[],[12],""
543,932,"",3441,"",[],[22],[],"",[],[11],""
544,933,"",3442,"",[],[24],[],"",[],[9],""
545,934,"","",3443,[],[24],[],"",[],[10],""
546,903,"",3417,"",[],[25],[],"",[],[7],""
547,935,"",3418,"",[],[13],[],"",[],[1],""
548,937,"","","",[1371],[23],[],"",[28],[13],""
549,938,55,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
550,939,"",3444,"",[],[25],[],"",[],[7],""
551,940,"",3445,"",[],[23],[],"",[],[12],""
552,941,"",3446,"",[],[22],[],"",[],[11],""
553,942,"",3447,"",[],[24],[],"",[],[9],""
554,943,"","",3448,[],[24],[],"",[],[10],""
555,944,"",3449,"",[],[25],[],"",[],[7],""
556,945,"",3450,"",[],[23],[],"",[],[12],""
557,946,"",3451,"",[],[22],[],"",[],[11],""
558,947,"",3452,"",[],[24],[],"",[],[9],""
559,948,"",3453,"",[],[25],[],"",[],[7],""
560,949,"","",3454,[],[25],[],"",[],"[8,21]",""
561,950,"",3454,"",[],[25],[],"",[],[7],""
562,951,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-1],[24],""
563,952,"",3455,"",[],"[9,0,0,0,11,0]",[],"",[],"[1,4]",""
564,953,"",3456,"",[],[25],[],"",[],[7],""
565,954,"",3457,"",[],[23],[],"",[],[12],""
566,955,"",3458,"",[],[22],[],"",[],[11],""
567,956,"",3459,"",[],[24],[],"",[],[9],""
568,957,"","",3460,[],[24],[],"",[],[10],""
569,958,"",3461,"",[],[25],[],"",[],[7],""
570,959,"",3462,"",[],[25],[],"",[],[7],""
571,960,"","",3463,[],[25],[],"",[],"[8,21]",""
572,961,"","",3464,[],[24],[],"",[],[10],""
573,962,"",3465,"",[],[25],[],"",[],[7],""
574,963,"",3466,"",[],[23],[],"",[],[12],""
575,964,"",3467,"",[],[22],[],"",[],[11],""
576,965,"",3468,"",[],[24],[],"",[],[9],""
577,966,"",3469,"",[],[25],[],"",[],[7],""
578,967,"","",3470,[],[25],[],"",[],"[8,21]",""
579,975,"","","",[347],[],[4898],"",[2],[24],""
580,976,"","",3471,[],[25],[],"",[],"[8,21]",""
581,977,"","",3472,[],[21],[],"",[],[15],""
582,978,56,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
583,979,"","","",[1371],[23],[],"",[29],[13],""
584,980,"","",3473,[],[21],[],"",[],[15],""
585,5999,"","",7494,[],[24],[],"",[],[10],""
586,981,"",3474,"",[],[25],[],"",[],[7],""
587,982,"",3475,"",[],[23],[],"",[],[12],""
588,983,"",3476,"",[],[22],[],"",[],[11],""
589,984,"",3477,"",[],[24],[],"",[],[9],""
590,985,"","",3478,[],[24],[],"",[],[10],""
591,986,"","",3479,[],[24],[],"",[],[10],""
592,987,"","",3480,[],[25],[],"",[],"[8,21]",""
593,988,"","","",[347],[],[4868],"",[2],[24],""
594,989,"",3481,"",[],[25],[],"",[],[7],""
595,990,57,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
596,991,"","","",[1371],[23],[],"",[30],[13],""
597,992,"",3482,"",[],[22],[],"",[],[11],""
598,993,"","",3483,[],[25],[],"",[],"[8,21]",""
599,994,"",3484,"",[],[25],[],"",[],[7],""
600,995,"","",3484,[],[25],[],"",[],"[8,21]",""
601,997,"",3486,"",[],"[16,0,0]",[],"",[],[1],""
602,998,"","",3487,[],[24],[],"",[],[10],""
603,999,"",3488,"",[],[25],[],"",[],[7],""
604,1000,"",3489,"",[],[23],[],"",[],[12],""
605,1001,"",3490,"",[],[22],[],"",[],[11],""
606,1002,"",3491,"",[],[24],[],"",[],[9],""
607,1003,"","",3492,[],[24],[],"",[],[10],""
608,1006,"","",3493,[],[25],[],"",[],"[8,21]",""
609,996,"","",3485,[],[21],[],"",[],[15],""
610,1007,"","","",[347],[],"[4830,4831,4832]","",[5],[24],""
611,1008,"","","","[347,1305]",[],"[4841,4840]","","[2,2]",[24],""
612,1009,"","","",[347],[],"[4742,4798]","",[8],[24],""
613,1010,58,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
614,1011,"",3494,"",[],[26],[],"",[],[4],""
615,1012,"","",3495,[],[24],[],"",[],[10],""
616,1013,"",3496,"",[],[25],[],"",[],[7],""
617,1014,"",3497,"",[],[23],[],"",[],[12],""
618,1015,"",3498,"",[],[22],[],"",[],[11],""
619,1016,"",3499,"",[],[24],[],"",[],[9],""
620,1017,"","",3500,[],[24],[],"",[],[10],""
621,1018,"",3501,"",[],[26],[],"",[],[4],""
622,1020,"","",3502,[],[21],[],"",[],[15],""
623,1019,59,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
624,1021,"","",3503,[],[21],[],"",[],[15],""
625,1024,"","",3504,[],[24],[],"",[],[10],""
626,1025,"","",3505,[],[24],[],"",[],[10],""
627,1026,"","",3506,[],[24],[],"",[],[10],""
628,1027,"",3507,3507,[],[25],[],"",[],"[7,8,21]",""
629,1028,"",3508,"",[],[25],[],"",[],[7],""
630,1029,"",3509,"",[],[25],[],"",[],[7],""
631,1030,"",3510,"",[],[25],[],"",[],[7],""
632,1031,"",3511,"",[],[25],[],"",[],[7],""
633,1032,"","",3512,[],[24],[],"",[],[10],""
634,1033,"",3513,"",[],[25],[],"",[],[7],""
635,1034,"",3514,"",[],[23],[],"",[],[12],""
636,1035,"",3515,"",[],[22],[],"",[],[11],""
637,1036,"",3516,"",[],[24],[],"",[],[9],""
638,1037,"","",3517,[],[21],[],"",[],[15],""
639,1038,"",3518,3518,[],[25],[],"",[],"[7,8,21]",""
640,1039,"",3519,"",[],[25],[],"",[],[7],""
641,1040,"",3520,"",[],[25],[],"",[],[7],""
642,1041,"",3521,"",[],[25],[],"",[],[7],""
643,1042,"",3522,"",[],[25],[],"",[],[7],""
644,1044,"","",3523,[],[24],[],"",[],[10],""
645,1045,"","",3524,[],[24],[],"",[],[10],""
646,1046,"","",3525,[],[25],[],"",[],"[8,21]",""
647,1047,"","","",[347],[],"[4594,4796]","",[1],[24],""
648,1048,"","","",[347],[],[4855],"",[3],[24],""
649,1049,"",3526,"",[],[25],[],"",[],[7],""
650,1050,"",3527,"",[],[23],[],"",[],[12],""
651,1051,"",3528,"",[],[22],[],"",[],[11],""
652,1052,"",3529,"",[],[24],[],"",[],[9],""
653,1053,"","",3530,[],[24],[],"",[],[10],""
654,1054,"",3531,"",[],[25],[],"",[],[7],""
655,1055,"",3532,"",[],[23],[],"",[],[12],""
656,1056,"",3533,"",[],[22],[],"",[],[11],""
657,1057,"",3534,"",[],[24],[],"",[],[9],""
658,1058,"","",3535,[],[24],[],"",[],[10],""
659,1059,"",3536,"",[],[15],[],"",[],[1],""
660,1060,"",3537,"",[],[25],[],"",[],[7],""
661,1061,"",3538,"",[],[23],[],"",[],[12],""
662,1062,"",3539,"",[],[22],[],"",[],[11],""
663,1063,"",3540,"",[],[24],[],"",[],[9],""
664,1064,"","",3541,[],[24],[],"",[],[10],""
665,1065,"",3542,"",[],"[16,0,0]",[],"",[],[1],""
666,1066,"","",3543,[],[24],[],"",[],[10],""
667,1067,"","",3544,[],[24],[],"",[],[10],""
668,1068,"","",3545,[],[24],[],"",[],[10],""
669,1069,"","",3546,[],[24],[],"",[],[10],""
670,1070,"","",3547,[],[24],[],"",[],[10],""
671,1071,"","",3548,[],[24],[],"",[],[10],""
672,1072,"","","",[347],[],"[4667,4810]","",[5],[24],""
673,1073,"","","","[347,1305]",[],[4724],"","[3,1]",[24],""
674,1074,"","","",[347],[],[4846],"",[1],[24],""
675,1075,"","","","[347,1305,2686]",[],[4862],"","[6,4,3]",[24],""
676,1076,"","","","[347,1305,2686]",[],"[4775,4824]","","[3,3,3]",[24],""
677,1077,"","","","[347,1305]",[],"[4774,4811]","","[11,2]",[24],""
678,1078,"","","","[347,1305,3609,2686]",[],[4855],"","[4,4,5,3]",[24],""
679,1079,"","","",[347],[],[4789],"",[1],[24],""
680,1080,"","","","[347,1305]",[],"[4623,4821]","","[7,3]",[24],""
681,1081,"","",3549,[],[21],[],"",[],[15],""
682,1082,"",3550,"",[],[26],[],"",[],[4],""
683,1083,"",3551,"",[],[26],[],"",[],[4],""
684,1084,"","","",[347],[],[4642],"",[2],[24],""
685,1085,"",3552,3552,[],[25],[],"",[],"[7,8,21]",""
686,1086,"","","",[347],[],"[4845,4847,4846,4848,4876]","",[-1],[24],""
687,1087,"","","",[347],[],[4875],"",[1],[24],""
688,1088,"","","","[347,1730,1305]",[],[4777],"","[3,2,4]",[24],""
689,1089,"","","","[347,1730,1305]",[],"[4774,4811]","","[13,2,3]",[24],""
690,1090,"","","",[347],[],"[4879,4937]","",[9],[24],""
691,1091,"","","","[347,1305]",[],[4788],"","[12,1]",[24],""
692,1092,"","","",[347],[],[4582],"",[2],[24],""
693,1093,"","","","[347,1305]",[],"[4841,4840]","","[3,3]",[24],""
694,1094,"","","",[347],[],[4636],"",[4],[24],""
695,1095,"","","",[347],[],[4589],"",[2],[24],""
696,1096,"","","","[347,1305]",[],"[4774,4811]","","[15,4]",[24],""
697,1097,"","","",[347],[],"[4760,4805]","",[15],[24],""
698,1098,"","","",[347],[],"[4760,4805]","",[12],[24],""
699,1099,"","","",[1371],[23],[],"",[31],[13],""
700,1100,"","","",[1371],[23],[],"",[32],[13],""
701,1101,"","","","[347,1305]",[],"[4623,4821]","","[5,2]",[24],""
702,1102,60,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
703,1103,61,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
704,1104,"","","",[347],[],[4847],"",[1],[24],""
705,1105,"",3553,"",[],[25],[],"",[],[7],""
706,1106,"",3554,"",[],[23],[],"",[],[12],""
707,1107,"",3555,"",[],[22],[],"",[],[11],""
708,1108,"",3556,"",[],[24],[],"",[],[9],""
709,1109,"",3557,"",[],"[7,0,0,0]",[],"",[],"[1,4]",""
710,1110,"",3558,"",[],"[14,0]",[],"",[],[1],""
711,1111,"","","",[347],[],[4874],"",[2],[24],""
712,1112,"","","",[347],[],"[4775,4824]","",[4],[24],""
713,1113,"","","","[347,1305]",[],[4777],"","[4,2]",[24],""
714,1114,"","",3559,[],[21],[],"",[],[15],""
715,1115,"","",3560,[],[21],[],"",[],[15],""
716,1116,"",3561,"",[],[25],[],"",[],[7],""
717,1117,"","","",[347],[],"[4774,4811]","",[12],[24],""
718,1118,"","","",[1305],[],[4596],"",[1],[24],""
719,1119,62,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
720,1121,"",3562,"",[],[25],[],"",[],[7],""
721,1122,"",3563,"",[],[23],[],"",[],[12],""
722,1123,"",3564,"",[],[22],[],"",[],[11],""
723,1124,"",3565,"",[],[24],[],"",[],[9],""
724,1125,"","",3566,[],[24],[],"",[],[10],""
725,1126,63,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
726,1128,"",3567,"",[],[25],[],"",[],[7],""
727,1129,"",3568,"",[],[23],[],"",[],[12],""
728,1130,"",3569,"",[],[22],[],"",[],[11],""
729,1131,"",3570,"",[],[24],[],"",[],[9],""
730,1132,"","",3571,[],[24],[],"",[],[10],""
731,1133,64,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
732,1135,"",3572,"",[],[25],[],"",[],[7],""
733,1136,"",3573,"",[],[23],[],"",[],[12],""
734,1137,"",3574,"",[],[22],[],"",[],[11],""
735,1138,"",3575,"",[],[24],[],"",[],[9],""
736,1139,"","",3576,[],[24],[],"",[],[10],""
737,1140,65,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
738,1143,"",3577,"",[],[25],[],"",[],[7],""
739,1144,"",3578,"",[],[23],[],"",[],[12],""
740,1145,"",3579,"",[],[22],[],"",[],[11],""
741,1146,"",3580,"",[],[24],[],"",[],[9],""
742,1147,"","",3581,[],[24],[],"",[],[10],""
743,1148,66,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
744,1151,"",3582,"",[],[25],[],"",[],[7],""
745,1152,"",3583,"",[],[23],[],"",[],[12],""
746,1153,"",3584,"",[],[22],[],"",[],[11],""
747,1154,"",3585,"",[],[24],[],"",[],[9],""
748,1155,"","",3586,[],[24],[],"",[],[10],""
749,1156,67,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
750,1159,"",3587,"",[],"[14,0]",[],"",[],[1],""
751,1163,"",3588,"",[],[25],[],"",[],[7],""
752,1164,"",3589,"",[],[23],[],"",[],[12],""
753,1165,"",3590,"",[],[22],[],"",[],[11],""
754,1166,"",3591,"",[],[24],[],"",[],[9],""
755,1167,"","",3592,[],[24],[],"",[],[10],""
756,1168,"",3593,"",[],[25],[],"",[],[7],""
757,1169,"",3594,"",[],[23],[],"",[],[12],""
758,1170,"",3595,"",[],[22],[],"",[],[11],""
759,1171,"",3596,"",[],[24],[],"",[],[9],""
760,1172,"","",3597,[],[24],[],"",[],[10],""
761,1173,"",3598,"",[],[25],[],"",[],[7],""
762,1174,"",3599,"",[],[23],[],"",[],[12],""
763,1175,"",3600,"",[],[22],[],"",[],[11],""
764,1176,"",3601,"",[],[24],[],"",[],[9],""
765,1177,"","",3602,[],[24],[],"",[],[10],""
766,1180,"",3603,"",[],[26],[],"",[],[4],""
767,1181,"",3604,"",[],[26],[],"",[],[4],""
768,1182,"",3605,"",[],[26],[],"",[],[4],""
769,1183,"","","",[1305],[],[4596],"",[2],[24],""
770,1184,"","",3606,[],[25],[],"",[],"[8,21]",""
771,1185,"","",3607,[],[25],[],"",[],"[8,21]",""
772,1186,"","",3608,[],[25],[],"",[],"[8,21]",""
773,1187,"","",3609,[],[21],[],"",[],[15],""
774,1188,"",3610,"",[],"[14,0]",[],"",[],[1],""
775,1189,"",3611,"",[],[25],[],"",[],[7],""
776,1190,"",3612,"",[],[23],[],"",[],[12],""
777,1191,"",3613,"",[],[22],[],"",[],[11],""
778,1192,"",3614,"",[],[24],[],"",[],[9],""
779,1193,"",3615,"",[],[25],[],"",[],[7],""
780,1194,"",3616,"",[],[26],[],"",[],[4],""
781,1195,"",3617,"",[],[25],[],"",[],[7],""
782,1198,68,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
783,1199,69,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
784,1200,70,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
785,1359,"","","",[319],[4],[],"",[6],[14],""
786,1360,"","","",[319],[4],[],"",[7],[14],""
787,1361,"","","",[319],[4],[],"",[8],[14],""
788,1362,"","","",[319],[4],[],"",[9],[14],""
789,1363,"","","",[319],[4],[],"",[10],[14],""
790,1364,"","","",[319],[4],[],"",[11],[14],""
791,1365,"","","",[319],[4],[],"",[12],[14],""
792,1366,"","","",[319],[4],[],"",[13],[14],""
793,1367,"","","",[319],[4],[],"",[14],[14],""
794,1368,"","","",[319],[4],[],"",[15],[14],""
795,1369,"","","",[319],[4],[],"",[16],[14],""
796,1370,"","","",[319],[4],[],"",[17],[14],""
797,1371,"","","",[319],[4],[],"",[18],[14],""
798,1372,"","","",[319],[4],[],"",[19],[14],""
799,1373,"","","",[319],[4],[],"",[20],[14],""
800,1374,"","","",[319],[4],[],"",[21],[14],""
801,1375,"","","",[319],[4],[],"",[22],[14],""
802,1376,"","","",[319],[4],[],"",[23],[14],""
803,1377,"","","",[319],[4],[],"",[24],[14],""
804,1378,"","","",[319],[4],[],"",[25],[14],""
805,1379,"","","",[319],[4],[],"",[26],[14],""
806,1380,"","","",[319],[4],[],"",[27],[14],""
807,1381,"","","",[319],[4],[],"",[28],[14],""
808,1382,"","","",[319],[4],[],"",[29],[14],""
809,1383,"","","",[319],[4],[],"",[30],[14],""
810,1384,"","","",[319],[4],[],"",[31],[14],""
811,1385,"","","",[319],[4],[],"",[32],[14],""
812,1386,"","","",[319],[4],[],"",[33],[14],""
813,1387,"","","",[319],[4],[],"",[34],[14],""
814,1388,"","","",[319],[4],[],"",[35],[14],""
815,1389,"","","",[319],[4],[],"",[36],[14],""
816,1390,"","","",[319],[4],[],"",[37],[14],""
817,1391,"","","",[319],[4],[],"",[38],[14],""
818,1392,"","","",[319],[4],[],"",[39],[14],""
819,1393,"","","",[319],[4],[],"",[40],[14],""
820,1394,"","","",[319],[4],[],"",[41],[14],""
821,1395,"","","",[319],[4],[],"",[42],[14],""
822,1396,"","","",[319],[4],[],"",[43],[14],""
823,1397,"","","",[319],[4],[],"",[44],[14],""
824,1398,"","","",[319],[4],[],"",[45],[14],""
825,1399,"","","",[319],[4],[],"",[46],[14],""
826,1400,"","","",[319],[4],[],"",[47],[14],""
827,1401,"","","",[319],[4],[],"",[48],[14],""
828,1402,"","","",[319],[4],[],"",[49],[14],""
829,1403,"","","",[319],[4],[],"",[50],[14],""
830,1404,"","","",[319],[4],[],"",[51],[14],""
831,1405,"","","",[319],[4],[],"",[52],[14],""
832,1406,"","","",[319],[4],[],"",[53],[14],""
833,1407,"","","",[319],[4],[],"",[54],[14],""
834,1408,"","","",[319],[4],[],"",[55],[14],""
835,1409,"","","",[319],[4],[],"",[56],[14],""
836,1410,"","","",[319],[4],[],"",[57],[14],""
837,1411,"","","",[319],[4],[],"",[58],[14],""
838,1412,"","","",[319],[4],[],"",[59],[14],""
839,1413,"","","",[319],[4],[],"",[60],[14],""
840,1414,"","","",[319],[4],[],"",[61],[14],""
841,1415,"","","",[319],[4],[],"",[62],[14],""
842,1416,"","","",[319],[4],[],"",[63],[14],""
843,1417,"","","",[319],[4],[],"",[64],[14],""
844,1418,"","","",[319],[4],[],"",[65],[14],""
845,1419,"","","",[319],[4],[],"",[66],[14],""
846,1420,"","","",[319],[4],[],"",[67],[14],""
847,1421,"","","",[319],[4],[],"",[68],[14],""
848,1422,"","","",[319],[4],[],"",[69],[14],""
849,1423,"","","",[319],[4],[],"",[70],[14],""
850,1424,"","","",[319],[4],[],"",[71],[14],""
851,1425,"","","",[319],[4],[],"",[72],[14],""
852,1426,"","","",[319],[4],[],"",[73],[14],""
853,1427,"","","",[319],[4],[],"",[74],[14],""
854,1428,"","","",[319],[4],[],"",[75],[14],""
855,1429,"","","",[319],[4],[],"",[94],[14],""
