"rownum","Metadata","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","bool","bool","bool","bool","bool","i32","i32","i32","i32","i32","i32","i32","string","bool","bool","string","[i32]","i32","i32","i32","i32"
393,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_icegolems3",55,[6926],37,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,983040,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
394,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_icegolems3",68,[6926],37,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1048576,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
395,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_icegolems3",73,[6926],37,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1114112,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
396,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_icegolems3",78,[6926],37,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1179648,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
397,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_icegolems3",80,[6926],37,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1245184,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
398,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_icegolems3",83,[6926],37,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1310720,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
399,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_icegolems_boss",1,[6925],1,0,0,0,200,300,0,0,"",1,1,"","",1,"","",0,0,0,0,262144,65536,1,"","","","",[],0,0,0,0
400,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",1,[6928],20,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","",[],0,0,0,0
401,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",4,[6928],20,0,0,0,874,1408,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","",[],0,0,0,0
402,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",9,[6928],20,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,458752,0,327680,65536,1,"","","","",[],0,0,0,0
403,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",13,[6928],20,0,0,0,798,1282,0,0,"",1,1,"","",1,"","",0,0,655360,196608,327680,65536,1,"","","","",[],0,0,0,0
404,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",25,[6928],20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,851968,262144,327680,65536,1,"","","","",[],0,0,0,0
405,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",40,[6928],20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,983040,327680,327680,65536,1,"","","","",[],0,0,0,0
406,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",55,[6928],20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,983040,327680,327680,65536,1,"","","","",[],0,0,0,0
407,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",68,[6928],20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1048576,327680,327680,65536,1,"","","","",[],0,0,0,0
408,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",73,[6928],20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1114112,327680,327680,65536,1,"","","","",[],0,0,0,0
409,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",78,[6928],20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1179648,327680,327680,65536,1,"","","","",[],0,0,0,0
410,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",80,[6928],20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1245184,327680,327680,65536,1,"","","","",[],0,0,0,0
411,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",83,[6928],20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1310720,327680,327680,65536,1,"","","","",[],0,0,0,0
412,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",1,[6928],25,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
413,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",4,[6928],25,0,0,0,874,1408,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
414,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",9,[6928],25,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,458752,0,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
415,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",13,[6928],25,0,0,0,798,1282,0,0,"",1,1,"","",1,"","",0,0,655360,196608,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
416,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",25,[6928],25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,851968,262144,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
417,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",40,[6928],25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,983040,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
418,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",55,[6928],25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,983040,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
419,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",68,[6928],25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1048576,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
420,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",73,[6928],25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1114112,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
421,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",78,[6928],25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1179648,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
422,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",80,[6928],25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1245184,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
423,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",83,[6928],25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1310720,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
424,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves_boss",1,[6929],1,0,0,0,200,300,0,0,"",1,1,"","",1,"","",0,0,0,0,262144,65536,1,"","","","",[],0,0,0,0
425,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",1,[6927],10,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","",[],0,0,0,0
426,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",4,[6927],10,0,0,0,874,1408,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","",[],0,0,0,0
427,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",9,[6927],10,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,524288,0,327680,65536,1,"","","","",[],0,0,0,0
428,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",13,[6927],10,0,0,0,798,1282,0,0,"",1,1,"","",1,"","",0,0,720896,0,327680,65536,1,"","","","",[],0,0,0,0
429,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",25,[6927],10,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,917504,0,327680,65536,1,"","","","",[],0,0,0,0
430,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",40,[6927],10,0,0,0,567,903,0,0,"",1,1,"","",1,"","",0,0,983040,0,327680,65536,1,"","","","",[],0,0,0,0
431,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",55,[6927],10,0,0,0,328,510,0,0,"",1,1,"","",1,"","",0,0,983040,0,327680,65536,1,"","","","",[],0,0,0,0
432,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",68,[6927],10,0,0,0,328,510,0,0,"",1,1,"","",1,"","",0,0,983040,0,327680,65536,1,"","","","",[],0,0,0,0
433,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",73,[6927],10,0,0,0,285,440,0,0,"",1,1,"","",1,"","",0,0,983040,0,327680,65536,1,"","","","",[],0,0,0,0
434,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",78,[6927],10,0,0,0,243,370,0,0,"",1,1,"","",1,"","",0,0,983040,0,327680,65536,1,"","","","",[],0,0,0,0
435,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",80,[6927],10,0,0,0,226,342,0,0,"",1,1,"","",1,"","",0,0,983040,0,327680,65536,1,"","","","",[],0,0,0,0
436,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",83,[6927],10,0,0,0,200,300,0,0,"",1,1,"","",1,"","",0,0,983040,0,327680,65536,1,"","","","",[],0,0,0,0
437,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",1,[6927],16,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","",[],0,0,0,0
438,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",4,[6927],16,0,0,0,874,1408,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","",[],0,0,0,0
439,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",9,[6927],16,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,720896,0,327680,65536,1,"","","","",[],0,0,0,0
440,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",13,[6927],16,0,0,0,798,1282,0,0,"",1,1,"","",1,"","",0,0,983040,0,327680,65536,1,"","","","",[],0,0,0,0
441,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",25,[6927],16,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1310720,0,327680,65536,1,"","","","",[],0,0,0,0
442,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",40,[6927],16,0,0,0,567,903,0,0,"",1,1,"","",1,"","",0,0,1507328,0,327680,65536,1,"","","","",[],0,0,0,0
443,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",55,[6927],16,0,0,0,328,510,0,0,"",1,1,"","",1,"","",0,0,1507328,0,327680,65536,1,"","","","",[],0,0,0,0
444,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",68,[6927],16,0,0,0,328,510,0,0,"",1,1,"","",1,"","",0,0,1572864,0,327680,65536,1,"","","","",[],0,0,0,0
445,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",73,[6927],16,0,0,0,285,440,0,0,"",1,1,"","",1,"","",0,0,1703936,0,327680,65536,1,"","","","",[],0,0,0,0
446,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",78,[6927],16,0,0,0,243,370,0,0,"",1,1,"","",1,"","",0,0,1769472,0,327680,65536,1,"","","","",[],0,0,0,0
447,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",80,[6927],16,0,0,0,226,342,0,0,"",1,1,"","",1,"","",0,0,1900544,0,327680,65536,1,"","","","",[],0,0,0,0
448,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",83,[6927],16,0,0,0,200,300,0,0,"",1,1,"","",1,"","",0,0,1966080,0,327680,65536,1,"","","","",[],0,0,0,0
449,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",1,"[6930,0,0]",15,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","",[],0,0,0,0
450,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",4,"[6930,0,0]",15,0,0,0,874,1408,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","",[],0,0,0,0
451,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",9,"[6930,0,0]",15,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,327680,0,327680,65536,1,"","","","",[],0,0,0,0
452,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",13,"[6930,0,0]",15,0,0,0,798,1282,0,0,"",1,1,"","",1,"","",0,0,458752,0,327680,65536,1,"","","","",[],0,0,0,0
453,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",25,"[6930,0,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,589824,0,327680,65536,1,"","","","",[],0,0,0,0
454,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",40,"[6930,0,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
455,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",55,"[6930,0,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
456,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",68,"[6930,0,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
457,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",73,"[6930,0,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
458,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",78,"[6930,0,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
459,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",80,"[6930,0,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
460,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",83,"[6930,0,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
461,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",1,"[6930,0,0,0,6931,0,0]",15,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
462,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",4,"[6930,0,0,0,6931,0,0]",15,0,0,0,874,1408,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
463,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",9,"[6930,0,0,0,6931,0,0]",15,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,327680,0,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
464,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",13,"[6930,0,0,0,6931,0,0]",15,0,0,0,798,1282,0,0,"",1,1,"","",1,"","",0,0,458752,0,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
465,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",25,"[6930,0,0,0,6931,0,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,589824,0,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
466,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",40,"[6930,0,0,0,6931,0,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
467,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",55,"[6930,0,0,0,6931,0,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
468,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",68,"[6930,0,0,0,6931,0,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
469,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",73,"[6930,0,0,0,6931,0,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
470,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",78,"[6930,0,0,0,6931,0,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
471,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",80,"[6930,0,0,0,6931,0,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
472,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",83,"[6930,0,0,0,6931,0,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
473,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",1,"[6930,0,0,0,6931,0,0]",20,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
474,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",4,"[6930,0,0,0,6931,0,0]",20,0,0,0,874,1408,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
475,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",9,"[6930,0,0,0,6931,0,0]",20,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,458752,0,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
476,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",13,"[6930,0,0,0,6931,0,0]",20,0,0,0,798,1282,0,0,"",1,1,"","",1,"","",0,0,655360,196608,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
477,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",25,"[6930,0,0,0,6931,0,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,851968,262144,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
478,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",40,"[6930,0,0,0,6931,0,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,983040,327680,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
479,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",55,"[6930,0,0,0,6931,0,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,983040,327680,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
480,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",68,"[6930,0,0,0,6931,0,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1048576,327680,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
481,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",73,"[6930,0,0,0,6931,0,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1114112,327680,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
482,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",78,"[6930,0,0,0,6931,0,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1179648,327680,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
483,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",80,"[6930,0,0,0,6931,0,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1245184,327680,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
484,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",83,"[6930,0,0,0,6931,0,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1310720,327680,327680,65536,1,"","","","","[3,3,3,1,1,1,3]",0,0,0,0
485,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",1,"[6930,0,0,0,6931,0,0]",25,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0
486,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",4,"[6930,0,0,0,6931,0,0]",25,0,0,0,874,1408,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0
487,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",9,"[6930,0,0,0,6931,0,0]",25,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,458752,0,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0
488,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",13,"[6930,0,0,0,6931,0,0]",25,0,0,0,798,1282,0,0,"",1,1,"","",1,"","",0,0,655360,196608,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0
489,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",25,"[6930,0,0,0,6931,0,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,851968,262144,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0
490,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",40,"[6930,0,0,0,6931,0,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,983040,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0
491,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",55,"[6930,0,0,0,6931,0,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,983040,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0
492,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",68,"[6930,0,0,0,6931,0,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1048576,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0
493,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",73,"[6930,0,0,0,6931,0,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1114112,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0
494,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",78,"[6930,0,0,0,6931,0,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1179648,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0
495,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",80,"[6930,0,0,0,6931,0,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1245184,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0
496,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",83,"[6930,0,0,0,6931,0,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1310720,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0
497,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed_boss",1,[6939],1,0,0,0,200,300,0,0,"",1,1,"","",1,"","",0,0,0,0,262144,65536,1,"","","","",[],0,0,0,0
498,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_fast",1,"[6930,0]",15,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[3,1]",0,0,0,0
499,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_fast",4,"[6930,0]",15,0,0,0,874,1408,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[3,1]",0,0,0,0
500,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_fast",9,"[6930,0]",15,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,524288,0,327680,65536,1,"","","","","[3,1]",0,0,0,0
