"rownum","MonsterVarietiesKey","[i32]","[i32]","Name"
627,258,[718],[75],"Ancient Sentry Apparatus"
628,670,[718],[50],"Vaal Fallen"
629,675,[],[],"Vaal Gargantuan"
630,726,[718],[50],"Serpentine Construct"
631,730,"[485,0]","[30,50]","Spine Construct"
632,787,[718],[50],"Arakaali's Daughter"
633,788,[718],[50],"Arakaali's Daughter"
634,789,[718],[50],"Arakaali's Daughter"
635,790,[718],[50],"Arakaali's Daughter"
636,677,[],[],"Blightblade"
637,678,[718],[50],"Vaal Frost Guardian"
638,801,[718],[50],"Corrupted Spitter"
639,4953,[718],[50],"Plagued Arachnid"
640,260,[718],[75],"Cairn Annihilator"
641,679,[718],[50],"Vaal Frost Guardian"
642,691,[718],[50],"Vaal Slayer"
643,3829,[718],[75],"Volatile Poison"
644,3830,[718],[75],"Volatile Poison"
645,4955,[718],[50],"Plagued Arachnid"
646,4983,[],[],"Arakaali, Spinner of Shadows"
647,133,[],[],"Forest Beast"
648,1320,[718],[100],"Carrion Swarmer"
649,1321,[718],[100],"Carrion Burrower"
650,1749,[718],[50],"Undying Ravager"
651,3529,[718],[75],"Sand Leaper"
652,739,"[485,0]","[30,100]","Acid Slitherer"
653,952,[718],[50],"Lingering Aberration"
654,1029,[718],[50],"Sutured Aberration"
655,1030,[718],[50],"Sutured Aberration"
656,1031,[718],[50],"Sutured Aberration"
657,1249,[718],[50],"Filth Maw"
658,1325,[718],[100],"Scum Crawler"
659,1614,[718],[50],"Mephitic Maiden"
660,1615,[718],[50],"Noxious Maiden"
661,2724,[718],[50],"Sewer Drifter"
662,3591,[718],[0],"Sewer Goliath"
663,3498,[718],[25],"Muck Vortex"
664,4827,[],[],"Doedre the Vile"
665,1662,[718],[50],"Undying Socialite"
666,1689,[718],[50],"Undying Socialite"
667,3441,[718],[50],"Pale Blackguard"
668,3442,[718],[50],"Pale Commander"
669,5199,"[1089,0,0]","[20,10,50]","Spectral Soldier"
670,5200,[718],[50],"Spectral Officer"
671,5201,[718],[50],"Spectral Legionnaire"
672,5203,[718],[50],"Spectral Tactician"
673,5204,[],[],"Ondar, the Betrayer"
674,1259,[718],[50],"Plumed Chimeral"
675,1262,[718],[50],"Chrome-touched Chimeral"
676,1263,[718],[50],"Chrome-infused Chimeral"
677,1273,[718],[50],"Chimeric Croaker"
678,1275,[718],[50],"Chrome-touched Croaker"
679,1277,[718],[50],"Chrome-infused Croaker"
680,1412,[718],[25],"Porcupine Goliath"
681,1416,[718],[25],"Chrome-touched Goliath"
682,1420,[718],[25],"Chrome-infused Goliath"
683,1663,[718],[50],"Undying Initiate"
684,1664,[718],[50],"Undying Patrician"
685,1690,[718],[50],"Undying Initiate"
686,1691,[718],[50],"Undying Patrician"
687,4340,[718],[50],"Chromatic Gargoyle"
688,4341,[718],[50],"Chrometouched Gargoyle"
689,5247,[],[],"Yugul, Reflection of Terror"
690,586,"[1089,0,0]","[20,10,50]","Brittle Gladiator"
691,587,[718],[50],"Risen Gladiator"
692,922,[718],[50],"Bubbling Wave"
693,924,"[483,0]","[80,50]","Crashing Wave"
694,3510,[718],[25],"Vortex"
695,5272,"[1089,0]","[20,10]","Hector Titucius, Eternal Servant"
696,1063,"[2098,0,0]","[20,10,50]","Lunarsworn Wintermage"
697,1088,[718],[50],"Lunaris Elite"
698,1128,"[1089,0,0]","[20,10,50]","Lunar Scout"
699,1140,"[1089,0]","[20,10]","Nightbringer Lucius"
700,1190,[718],[50],"Lunar Miscreation"
701,1200,[718],[50],"Moontouched Miscreation"
702,1213,[718],[50],"Night Horror"
703,1215,[718],[50],"Dusk Horror"
704,1230,"[483,0]","[50,50]","Lunaris Concubine"
705,1298,[718],[50],"Rime Sentinel"
706,1299,[718],[50],"Frost Sentinel"
707,1300,[718],[50],"Assault Ribbon"
708,1068,"[2098,0,0]","[20,10,50]","Lunarsworn Archmage"
709,1093,[718],[50],"Lunaris Champion"
710,2370,[718],[50],"Lunaris Zealot"
711,2372,[718],[50],"Moontouched Zealot"
712,2378,[718],[50],"Lunar Devotee"
713,2412,[718],[50],"Lunaris Zealot"
714,4910,[],[],"Dusk, Harbinger of Lunaris"
715,301,[718],[50],"Ruins Hellion"
716,494,[718],[50],"Brittle Lookout"
717,990,[],[],"Tolman"
718,1635,[718],[50],"Undying Engineer"
719,1650,[718],[50],"Undying Degenerate"
720,1679,[718],[50],"Undying Dreg"
721,1702,[718],[50],"Undying Degenerate"
722,1753,[718],[50],"Labourer Wraith"
723,1754,[718],[50],"Foreman"
724,3661,[718],[50],"Vicious Hound"
725,3681,[718],[50],"Feral Fowl"
726,3997,[],[],"Gemling Legionnaire"
727,4001,[],[],"Gemling Legionnaire"
728,4005,[],[],"Gemling Legionnaire"
729,4009,[],[],"Gemling Captain"
730,4309,[718],[150],"Swarming Rat"
731,4310,[718],[100],"Overgrown Rat"
732,716,"[1089,0,0]","[20,10,50]","Crow Keeper"
733,717,[],[],"Effigy of Fear"
734,1289,[718],[50],"Infernal Sentinel"
735,1591,[718],[50],"Auric Lion"
736,1594,[718],[50],"Molten Lion"
737,2319,"[718,0]","[25,1]","Devourer"
738,3527,"[484,0]","[80,75]","Lowlands Hopper"
739,3700,[],[],"Grazing Taurus"
740,1060,"[2098,0,0]","[20,10,50]","Solarsworn Infernomage"
741,1065,"[2098,0,0]","[20,10,50]","Solarsworn Archmage"
742,1085,[718],[50],"Solaris Elite"
743,1090,[718],[50],"Solaris Champion"
744,1131,"[1089,0,0]","[30,15,50]","Solar Scout"
745,1137,[],[],"Regulus, Sun's Herald"
746,4875,[718],[50],"Solar Elemental"
747,4876,[718],[50],"Solar Elemental"
748,4877,[718],[50],"Solar Guard"
749,4933,"[1089,0,0]","[15,15,15]","Dawn, Harbinger of Solaris"
750,1062,"[2098,0,0]","[20,10,50]","Solarsworn Infernomage"
751,1067,"[2098,0,0]","[20,10,50]","Solarsworn Archmage"
752,1070,"[2098,0,0]","[20,10,50]","Lunarsworn Archmage"
753,1071,"[2098,0,0]","[20,10,50]","Lunarsworn Wintermage"
754,1087,[718],[50],"Solaris Elite"
755,1092,[718],[50],"Solaris Champion"
756,1095,[718],[50],"Lunaris Champion"
757,1096,[718],[50],"Lunaris Elite"
758,1130,"[1089,0,0]","[30,15,50]","Lunar Scout"
759,1133,"[1089,0,0]","[30,15,50]","Solar Scout"
760,1217,[718],[50],"Night Horror"
761,1218,[718],[50],"Dusk Horror"
762,1232,"[483,0]","[50,50]","Lunaris Concubine"
763,1288,[718],[50],"Flame Sentinel"
764,1291,[718],[50],"Infernal Sentinel"
765,1294,[718],[50],"Assault Ribbon"
766,1301,[718],[50],"Rime Sentinel"
767,1302,[718],[50],"Frost Sentinel"
768,1303,[718],[50],"Assault Ribbon"
769,1593,[718],[50],"Auric Lion"
770,1596,[718],[50],"Molten Lion"
771,2381,[718],[50],"Lunaris Zealot"
772,2382,[718],[50],"Moontouched Zealot"
773,2383,[718],[50],"Lunar Devotee"
774,4881,[718],[50],"Solar Elemental"
775,4882,[718],[50],"Solar Elemental"
776,4883,[718],[50],"Solar Guard"
777,4896,[],[],"Lunaris, Eternal Moon"
778,4919,[],[],"Solaris, Eternal Sun"
779,517,[718],[50],"Bloodstained Archer"
780,518,[718],[50],"Bloodstained Archer"
781,619,[718],[50],"Bloodstained Warrior"
782,620,[718],[50],"Bloodstained Warrior"
783,1606,[718],[50],"Fevered Clot"
784,3471,[718],[50],"Bloodstained Fallen"
785,3479,"[1089,0,0]","[20,10,50]","Bloodstained Fallen"
786,3480,"[1089,0,0]","[20,10,50]","Bloodsoaked Fallen"
787,3482,[718],[50],"Bloodstained Archer"
788,3486,[718],[50],"Bloodstained Vanguard"
789,3487,[718],[50],"Bloodsoaked Vanguard"
790,3499,[718],[25],"Blood Vortex"
791,4020,[718],[25],"Escaped Revenant"
792,214,[718],[50],"Alpine Devil"
793,253,[718],[50],"Alpine Shaman"
794,255,[718],[50],"Colossus Crusher"
795,277,[718],[50],"Snow Wolf"
796,278,[718],[50],"Freezing Wolf"
797,368,[718],[25],"Frozen Titan"
798,3781,[718],[75],"Brittle Shard"
799,3783,[718],[75],"Brittle Shard"
800,4808,[],[],"Vendigo"
801,4813,[718],[50],"Risen Jaeger"
802,5407,[718],[50],"Mountain Lynx"
803,1041,[718],[50],"Dessicated Maraketh"
804,1043,[718],[50],"Dessicated Maraketh"
805,1408,"[485,0]","[30,50]","Sand Serpent"
806,3528,"[484,0]","[80,75]","Sand Skitterer"
807,4826,[718],[25],"Sandworn Slaves"
808,5278,[718],[50],"Wild Rhex"
809,5280,[718],[50],"Maternal Rhex"
810,5281,[718],[50],"Adolescent Rhex"
811,5282,[718],[50],"Escaped Rhex"
812,5317,[718],[50],"Black Scorpion"
813,5320,[718],[50],"Sand Scorpion"
814,5323,[718],[50],"Predatory Scorpion"
815,5414,[718],[50],"Rhexback Raider"
816,5415,[718],[50],"Rhexback Spearman"
817,497,[718],[50],"Sandy Lookout"
818,583,[718],[50],"Sandy Guardian"
819,1261,[718],[50],"Feral Chimeral"
820,1274,[718],[50],"Vaulting Croaker"
821,5428,[],[],"Shakari, Queen of the Sands"
822,5431,[],[],"Shakari, Queen of the Sands"
823,254,[718],[50],"Hill Devil"
824,276,[718],[50],"Arctic Wolf"
825,370,[718],[25],"Mountain Fragment"
826,3445,[718],[50],"Rotting Vulture"
827,3699,[],[],"Avalanche Rider"
828,3705,[],[],"Boulderback"
829,4083,[718],[125],"Hill Shard"
830,4084,[718],[125],"Hill Fragment"
831,4085,[718],[125],"Hill Remnant"
832,475,[718],[50],"Bleached Crustacean"
833,929,[718],[50],"Sulphuric Strider"
834,3470,[718],[50],"Sun Bleached Fallen"
835,3478,"[1089,0,0]","[20,10,50]","Sun Bleached Fallen"
836,3485,[718],[50],"Sun Bleached Vanguard"
837,3537,[],[],"Bleached Horror"
838,3870,[718],[100],"Bleached Crawler"
839,3871,[718],[75],"Bleached Crawler"
840,3872,[718],[50],"Bleached Crawler"
841,4806,[],[],"Sulphurspawn"
842,5211,[718],[50],"Waste Lurcher"
843,5319,[718],[50],"Sulphuric Scorpion"
844,5326,[],[],"The Basilisk"
845,818,[718],[50],"Buried Tarantula"
846,3469,[718],[50],"Crystallised Fallen"
847,3477,"[1089,0,0]","[20,10,50]","Crystallised Fallen"
848,3484,[718],[50],"Crystallised Sentry"
849,3559,[718],[50],"Screecher"
850,3561,[718],[50],"Pocked Mason"
851,3569,[718],[50],"Pocked Mason"
852,3575,[718],[50],"Pocked Flamebringer"
853,3582,[718],[50],"Crawler"
854,3589,[718],[0],"Pocked Giant"
855,3598,[718],[50],"Chaos Guardian"
856,4954,[718],[50],"Diseased Arachnid"
857,5283,[],[],"Garukhan, Queen of the Winds"
858,584,[718],[50],"Ancient Worker"
859,1643,[718],[50],"Undying Labourer"
860,1644,[718],[50],"Undying Labourer"
861,1645,[718],[50],"Undying Operator"
862,1646,[718],[50],"Undying Operator"
863,1740,[718],[50],"Undying Grappler"
864,1742,[718],[50],"Undying Grappler"
865,5376,"[1089,0]","[20,10]","General Adus"
866,5381,[718],[50],"Refinery Construct"
867,3722,[718],[100],"Wandering Eye"
868,3732,[718],[50],"Eye Hatchery"
869,3740,[718],[50],"Gut Flayer"
870,3742,[718],[50],"Gut Spiker"
871,3744,[718],[50],"Noisome Ophidian"
872,5466,[],[],"Droolmaw"
873,819,[718],[50],"Maligaro's Inspiration"
874,1208,[718],[50],"Shavronne's Legacy"
875,1354,[718],[50],"Maligaro's Passion"
876,1355,[718],[50],"Maligaro's Cruelty"
877,1608,[718],[50],"Doedre's Ichor"
878,1609,[718],[50],"Doedre's Ichor"
879,1704,[718],[50],"Shavronne's Envy"
880,1705,[718],[50],"Shavronne's Greed"
881,3342,[718],[50],"Doedre's Suffering"
882,3343,[718],[50],"Doedre's Torment"
883,4956,[718],[50],"Maligaro's Muse"
884,5334,[],[],"Doedre, Darksoul"
885,5343,[],[],"Shavronne, Unbound"
886,5348,[],[],"Maligaro, The Broken"
887,5363,[],[],"The Depraved Trinity"
888,5382,[718],[50],"Shavronne's Vision"
889,1836,[718],[50],"Desecrated Thrall"
890,4816,[],[],"Kitava's Herald"
891,5190,[718],[50],"Feast Attendant"
892,5223,[718],[50],"Shrieking Witch"
893,5224,[718],[50],"Shrieking Witch"
894,4536,[718],[50],"Purge Hound"
895,4542,[],[],"Wicker Man"
896,4583,[718],[25],"Warped Regurgitator"
897,4584,[718],[25],"Warped Regurgitator"
898,4668,[],[],"The Rotten Matriarch"
899,4669,[718],[50],"Kiln Mother"
900,4872,[718],[50],"Handmaiden"
901,4894,[718],[50],"Enthralled Enforcer"
902,4895,"[1089,0,0]","[20,10,50]","Depraved Enforcer"
903,5180,[718],[50],"Kitava Zealot"
904,5181,[718],[50],"Kitava Zealot"
905,5182,[718],[50],"Kitava Zealot"
906,3785,[718],[75],"Window Shard"
907,4780,[],[],"Avarius, Reassembled"
908,5183,[718],[50],"Feast Attendant"
909,4995,[],[],"Kitava, the Insatiable"
910,4565,[718],[50],"Crazed Driver"
911,4845,[718],[50],"Experimented Dead"
912,4846,[718],[50],"Experimented Dead"
913,4847,[718],[50],"Experimented Dead"
914,4848,[718],[50],"Experimented Dead"
915,4856,[718],[50],"Experimented Dead"
916,4857,[718],[50],"Experimented Dead"
917,4858,[718],[50],"Experimented Dead"
918,4859,[718],[50],"Experimented Dead"
919,4861,[718],[50],"Deformed Slave"
920,4863,[718],[50],"Defiled Extractor"
921,4864,[718],[50],"Corrupted Extractor"
922,5800,[],[],"Vilenta"
923,7338,[718],[50],"Orphaned Zealot"
924,7339,[718],[50],"Orphaned Zealot"
925,7340,[718],[50],"Orphaned Zealot"
926,7341,[718],[50],"Orphaned Adjudicator"
927,7342,"[1089,0,0]","[20,10,50]","Orphaned Ward"
928,7343,[718],[50],"Orphaned Guardian"
929,7344,"[1089,0,0]","[20,10,50]","Orphaned Ward"
930,4,[718],[50],"Callow Sniper"
931,7,[718],[50],"Kraityn's Sentry"
932,9,[718],[50],"Alira's Deadeye"
933,52,"[1089,0,0]","[20,10,50]","Highwayman"
934,57,[718],[50],"Oak's Brute"
935,119,[],[],"Skeletal Beast"
936,122,[],[],"Corrupted Beast"
937,149,[718],[50],"Spectral Corsair"
938,150,"[484,0]","[50,50]","Spectral Scoundrel"
939,155,"[484,0]","[50,50]","Spectral Swashbuckler"
940,159,[718],[50],"Cursed Mariner"
941,161,[718],[50],"Ashen Buccaneer"
942,164,[718],[50],"Spectral Bowman"
943,166,[718],[50],"Phantom Occultist"
944,215,[718],[50],"Bearded Devil"
945,251,[718],[50],"Bearded Skycaller"
946,275,[718],[50],"Wolf"
947,300,[718],[50],"Dune Hellion"
948,316,[718],[50],"Shackled Hellion"
949,326,[718],[100],"Dread Primate"
950,356,[718],[25],"Hulking Titan"
951,362,[718],[25],"Churning Titan"
952,380,[718],[25],"Sin Master"
953,410,[718],[50],"Corrupted Rhoa"
954,426,[718],[100],"Granite Eater"
955,427,[718],[100],"Rock Spitter"
956,435,[718],[100],"Obsidian Eater"
957,439,[718],[100],"Crustacean Sniper"
958,449,[718],[50],"Merveil's Favoured"
959,456,[718],[100],"Merveil's Chosen"
960,457,[718],[50],"Merveil's Retainer"
961,463,[718],[50],"Merveil's Blessed"
962,472,[718],[50],"Deep Crustacean"
963,500,[718],[50],"Vault Hunter"
964,505,[718],[50],"Plagued Bowman"
965,514,[718],[50],"Vexing Archer"
966,535,[718],[50],"Frost Harbinger"
967,544,[718],[50],"Brittle Arsonist"
968,551,[718],[50],"Flame Harbinger"
969,565,[718],[50],"Thunder Champion"
970,579,[718],[50],"Angered Remains"
971,632,[718],[50],"Frost Guardian"
972,640,[718],[50],"Flame Guardian"
973,657,"[484,0]","[50,50]","Bone Warden"
974,674,[718],[50],"Colossal Vaal Fallen"
975,680,[718],[50],"Vaal Frost Guardian"
976,682,[718],[50],"Vaal Frost Guardian"
977,684,[718],[50],"Vaal Flame Guardian"
978,686,[718],[50],"Vaal Flame Guardian"
979,688,[718],[50],"Vaal Bone Warden"
980,690,[718],[50],"Vaal Bone Warden"
981,693,[718],[50],"Vaal Frostguard"
982,694,[718],[50],"Vaal Thunderguard"
983,740,[718],[50],"Crypt Stalker"
984,764,[718],[100],"Venomous Spawn"
985,783,[718],[50],"Noxious Tarantula"
986,791,[718],[50],"Webbed Spider"
987,792,[718],[50],"Virulent Spider"
988,891,"[483,0]","[80,50]","Seething Brine"
989,895,"[483,0]","[80,50]","Seething Brine"
990,896,"[483,0]","[80,50]","Crashing Brine"
991,900,"[483,0]","[80,50]","Tide Strider"
992,902,"[483,0]","[80,50]","Tide Strider"
993,903,"[483,0]","[80,50]","Flood Strider"
994,907,"[483,0]","[80,50]","Seething Brine"
995,909,"[483,0]","[80,50]","Seething Brine"
996,912,"[483,0]","[80,50]","Boiling Ambusher"
997,914,"[483,0]","[80,50]","Boiling Strider"
998,931,[718],[50],"Sulphuric Strider"
999,974,[718],[50],"Drowned"
1000,976,[718],[50],"Drowned"
1001,978,[718],[50],"Drowned"
1002,1023,[718],[50],"Shambling Cadaver"
1003,1024,[718],[50],"Shambling Cadaver"
1004,1025,[718],[50],"Shambling Cadaver"
1005,1035,[718],[50],"Withered Husk"
1006,1036,[718],[50],"Withered Husk"
1007,1037,[718],[50],"Withered Husk"
1008,1038,[718],[50],"Fetid Shambler"
1009,1056,"[2098,0,0]","[20,10,50]","Blackguard Mage"
1010,1079,"[2098,0,0]","[20,10,50]","Blackguard Firemage"
1011,1185,[718],[50],"Miscreation"
1012,1192,[718],[50],"Slashed Miscreation"
1013,1278,[718],[50],"Chimeric Croaker"
1014,1304,[718],[50],"Rime Sentinel"
1015,1306,[718],[50],"Frost Sentinel"
1016,1308,[],[],"Assault Ribbon"
1017,1324,[718],[100],"Scum Crawler"
1018,1386,[718],[100],"Sewage Crawler"
1019,1387,"[485,0]","[50,100]","Toxic Crawler"
1020,1391,[718],[50],"Restless Archer"
1021,1394,[718],[50],"Scorched Guard"
1022,1397,[718],[50],"Incinerated Mage"
1023,1400,[718],[50],"Bleak Aspirant"
1024,1407,"[485,0]","[30,50]","Barb Serpent"
1025,1422,[718],[25],"Chrome-infused Goliath"
1026,1424,[718],[25],"Porcupine Goliath"
1027,1601,[718],[50],"Crimson Ichor"
1028,1604,[718],[50],"Blood Elemental"
1029,1605,[718],[50],"Coagulated Elemental"
1030,1629,[718],[50],"Undying Untouchable"
1031,1681,[718],[50],"Undying Untouchable"
1032,1701,[718],[50],"Undying Cultist"
1033,1715,[718],[50],"Void Remnant"
1034,1716,[718],[50],"Void Remnant"
1035,2324,"[718,0]","[25,1]","Devourer"
1036,2332,"[718,0]","[25,1]","Devourer"
1037,2805,[718],[100],"Plummeting Ursa"
1038,2809,[718],[100],"Plummeting Ursa"
1039,3446,[718],[50],"Mindless Scavenger"
1040,3520,[718],[75],"Dust Scrabbler"
1041,3535,[],[],"Tangled Remains"
1042,3568,[718],[50],"Pocked Miner"
1043,3672,[718],[50],"Talon Archer"
1044,3814,[718],[75],"Volcanic Golem"
1045,3850,[718],[100],"Savage Crab"
1046,3855,[718],[75],"Savage Crab"
1047,3862,[718],[50],"Savage Crab"
1048,4479,[],[],"Plated Parasite"
1049,4482,[],[],"Spitting Parasite"
1050,4485,[],[],"Vicious Parasite"
1051,4559,[718],[50],"Twisted Effigy"
1052,5460,[],[],"Reliquarian"
1053,3771,[],[],"Eater of Souls"
1054,4819,[1234],[6],"The Grey Plague"
1055,5217,[],[],"Mephod, the Earth Scorcher"
1056,2634,[],[],"The Steel Soul"
1057,4556,[],[],"Guardian of the Chimera"
1058,4549,[],[],"Guardian of the Hydra"
1059,4553,[],[],"Guardian of the Minotaur"
1060,4544,[],[],"Guardian of the Phoenix"
1061,4787,[],[],"The Cleansing Light"
1062,4782,[],[],"Woad, Mockery of Man"
1063,1074,"[2098,0]","[20,10]","Oriath's Virtue"
1064,1101,[],[],"Oriath's Vengeance"
1065,1104,"[1089,0]","[20,10]","Oriath's Vigil"
1066,1166,[],[],"Legius Garhall"
1067,1174,[],[],"Barthol, the Corruptor"
1068,2160,"[1089,0]","[20,10]","Warmonger"
1069,2163,"[1089,0]","[20,10]","Tyrant"
1070,2136,[],[],"Blackguard Avenger"
1071,2139,"[2098,0]","[20,10]","Blackguard Tempest"
1072,2169,[],[],"Piety the Empyrean"
1073,1153,[],[],"Nightmare Manifest"
1074,2069,[718],[50],"Master of the Blade"
1075,2082,"[1089,0]","[20,10]","Massier"
1076,2072,[718],[50],"Leif, the Swift-Handed"
1077,2024,"[2098,0]","[20,10]","Enticer of Rot"
1078,2027,"[2098,0]","[20,10]","Witch of the Cauldron"
1079,2097,[718],[50],"Oak the Mighty"
1080,2100,[718],[50],"Aulen Greychain"
1081,70,[718],[50],"Sumter the Twisted"
1082,2079,[718],[50],"Lord of the Ashen Arrow"
1083,5225,[],[],"The Sanguine Siren"
1084,2009,[],[],"Beast of the Pits"
1085,4578,"[1089,0]","[30,15]","Executioner Bloodwing"
1086,5007,[],[],"Calderus"
1087,2115,[],[],"Blood Progenitor"
1088,2118,[],[],"The Primal One"
1089,4802,[],[],"Nassar, Lion of the Seas"
1090,1983,[],[],"Penitentiary Incarcerator"
1091,3600,[],[],"Void Anomaly"
1092,3603,[],[],"Avatar of Undoing"
1093,3714,[],[],"Ambrius, Legion Slayer"
1094,2887,[],[],"K'aj Q'ura"
1095,2890,[],[],"K'aj Y'ara'az"
1096,2893,[],[],"K'aj A'alai"
1097,2156,[],[],"Lady Stormflay"
1098,1196,[],[],"The Broken Prince"
1099,1225,[],[],"The Fallen Queen"
1100,1239,[482],[50],"The Hollow Lady"
1101,5239,[],[],"Erebix, Light's Bane"
1102,3757,[],[],"Erythrophagia"
1103,4829,[],[],"Portentia, the Foul"
1104,5340,[],[],"Doedre the Defiler"
1105,5336,[],[],"Doedre the Defiler"
1106,2806,[],[],"It That Fell"
1107,2262,[],[],"Bolt Brownfur, Earth Churner"
1108,2228,"[1089,0]","[40,20]","Thena Moga, the Crimson Storm"
1109,2276,[],[],"Ion Darkshroud, the Hungering Blade"
1110,2224,[],[],"Orra Greengate"
1111,2236,[],[],"Torr Olgosso"
1112,2255,[],[],"Damoi Tui"
1113,2268,"[1089,0]","[30,15]","Eoin Greyfur"
1114,2282,"[2098,0]","[30,15]","Wilorin Demontamer"
1115,2288,[],[],"Augustina Solaria"
1116,2247,[],[],"Igna Phoenix"
1117,5274,"[1089,0]","[20,10]","The Forgotten Soldier"
1118,5249,[],[],"Varhesh, Shimmering Aberration"
1119,4067,[],[],"Hephaeus, The Hammer"
1120,5285,[],[],"Stalker of the Endless Dunes"
1121,4011,[],[],"Captain Tanner Lightfoot"
1122,3999,[],[],"Ironclad Arsonist"
1123,4003,[],[],"Ironclad Demolisher"
1124,4007,[],[],"Ironclad Decimator"
1125,5328,[],[],"The Gorgon"
1126,1267,[],[],"Sallazzang"
1127,1269,[],[],"Sallazzang"
1128,5378,"[1089,0]","[20,10]","Pesquin, the Mad Baron"
1129,173,[],[],"Telvar, the Inebriated"
1130,4097,[],[],"Pirate Treasure"
1131,4034,[],[],"Avatar of the Huntress"
1132,4037,"[1089,0]","[30,15]","Avatar of the Skies"
1133,4040,"[1089,0]","[20,10]","Avatar of the Forge"
1134,233,[],[],"Rek'tar, the Breaker"
1135,4912,[],[],"Sebbert, Crescent's Point"
1136,4935,"[1089,0,0]","[15,15,15]","Jorus, Sky's Edge"
1137,2127,[],[],"Herald of Ashes"
1138,2130,[],[],"Herald of Thunder"
1139,3787,[],[],"Fragment of Winter"
1140,2104,[],[],"Shadow of the Vaal"
1141,1314,[485],[50],"Gorulis, Will-Thief"
1142,3656,[],[],"The Infernal King"
1143,5301,[],[],"Preethi, Eye-Pecker"
1144,4989,[],[],"Lord of the Grey"
1145,4997,[],[],"Kitava, The Destroyer"
1146,4135,[],[],"The Goddess"
1147,4139,[],[],"Vision of Justice"
1148,3843,[],[],"Stone of the Currents"
1149,3708,[],[],"Shredder of Gladiators"
1150,3702,[],[],"Crusher of Gladiators"
1151,3694,[],[],"Bringer of Blood"
1152,3776,[],[],"Eater of Souls"
1153,3773,[],[],"Nightmare's Omen"
1154,4946,[],[],"Visceris"
1155,3750,[],[],"He of Many Pieces"
1156,5350,[],[],"Maligaro the Mutilator"
1157,3547,[],[],"Unravelling Horror"
1158,3554,[],[],"Shrieker Eihal"
1159,3585,[],[],"Breaker Toruul"
1160,3565,[],[],"Lord of the Hollows"
1161,3578,[],[],"Messenger of the Hollows"
1162,3593,[],[],"Champion of the Hollows"
1163,2002,[],[],"Titan of the Grove"
1164,2031,[],[],"Xixic, High Necromancer"
1165,4392,[],[],"Platinia"
1166,4397,[],[],"Auriot"
1167,4402,[],[],"Rhodion"
1168,4411,[],[],"Pallias"
1169,4416,[],[],"Argient"
1170,4421,[],[],"Rheniot"
1171,3663,[],[],"Gnar, Eater of Carrion"
1172,3674,[],[],"Stonebeak, Battle Fowl"
1173,1370,[],[],"The High Templar"
1174,1380,[],[],"The Hallowed Husk"
1175,6531,[],[],"High Lithomancer"
1176,4969,"[1089,0]","[20,10]","Drek, Apex Hunter"
1177,4022,[],[],"Thraxia"
1178,1999,[718],[50],"Drought-Maddened Rhoa"
1179,2123,[],[],"Skullbeak"
1180,4091,[],[],"The Eroding One"
1181,4094,[],[],"Guardian of the Vault"
1182,2341,[6946],[1],"Tunneltrap"
1183,2039,[],[],"Glace"
1184,2006,[],[],"Megaera"
1185,1989,[],[],"Fire and Fury"
1186,2034,[],[],"Shock and Horror"
1187,2054,[],[],"Merveil, the Reflection"
1188,2062,[],[],"Merveil, the Returned"
1189,5433,[],[],"Terror of the Infinite Drifts"
1190,3765,[],[],"Gisale, Thought Thief"
1191,5345,[],[],"Shavronne the Sickening"
1192,4793,[],[],"Bazur"
1193,2018,[],[],"Thunderskull"
1194,2012,[],[],"Steelpoint the Avenger"
1195,2015,"[1089,0,0]","[20,10,50]","Champion of Frost"
1196,2021,[],[],"Belcer, the Pirate Lord"
1197,1977,"[1089,0,0]","[20,10,50]","Pagan Bishop of Agony"
1198,1980,"[1089,0,0]","[20,10,50]","Litanius, the Black Prayer"
1199,3063,[],[],"Burtok, Conjurer of Bones"
1200,3491,[],[],"Mirage of Bones"
1201,2177,[],[],"Arachnoxia"
1202,2180,[],[],"Hybrid Widow"
1203,2089,[485],[50],"Spinner of False Hope"
1204,2093,[],[],"Queen of the Great Tangle"
1205,836,[],[],"Suncaller Asha"
1206,4560,[],[],"Carius, the Unnatural"
1207,4661,[],[],"Pileah, Corpse Burner"
1208,4665,[],[],"Pileah, Burning Corpse"
1209,4212,[],[],"The Cursed King"
1210,4216,[],[],"Lycius, Midnight's Howl"
1211,4570,[],[],"Arwyn, the Houndmaster"
1212,3633,[],[],"Forest of Flames"
1213,865,[],[],"Puruna, the Challenger"
1214,869,[],[],"Puruna, the Challenger"
1215,872,[],[],"Poporo, the Highest Spire"
1216,5019,[],[],"Tahsin, Warmaker"
1217,1695,[],[],"Excellis Aurafix"
1218,1706,[],[],"Riftwalker"
1219,1658,[],[],"The Arbiter of Knowledge"
1220,1636,[],[],"Ancient Sculptor"
1221,1639,[],[],"Ancient Architect"
1222,2133,[],[],"The Reaver"
1223,5365,[],[],"Amalgam of Nightmares"
1224,4985,[],[],"Armala, the Widow"
1225,3684,[],[],"Tore, Towering Ancient"
1226,3687,[],[],"Olof, Son of the Headsman"
1227,3513,"[1089,0]","[20,10]","The Brittle Emperor"
1228,3454,[],[],"The Winged Death"
1229,3972,[],[],"Rama, The Kinslayer"
1230,3975,[],[],"Kalria, The Fallen"
1231,3984,[],[],"Invari, The Bloodshaper"
1232,3986,[],[],"Lokan, The Deceiver"
1233,3989,[],[],"Marchak, The Betrayer"
