"rownum","i32","[rid]","[rid]","i32","i32","i32","i32","i32","bool","i32","i32","i32","bool","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","i32","i32","bool","i32","bool","rid","[i32]","i32","bool","bool","rid","bool","[rid]","bool","bool","rid","bool","[rid]","bool","bool"
150,150,[2715],[],0,1,4,9,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
151,151,[2716],[],0,1,4,7,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
152,152,[2649],[],1500,2,2,50,0,1,6,2,50,1,"",0,0,8,0,3,0,4,0,1,0,1,"",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
153,153,[2625],[],0,3,4,15,23,1,6,2,100,1,"",0,0,8,0,1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
154,154,[2632],[2637],0,2,2,20,0,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,4,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
155,155,[2633],[2638],0,2,2,20,0,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,4,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
156,156,[2634],[2639],0,2,2,20,0,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,4,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
157,157,[2635],[2640],0,2,2,20,0,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,4,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
158,158,[2636],[2641],0,2,2,20,0,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,4,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
159,159,[2667],[],0,2,3,20,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
160,160,[2667],[],0,2,3,20,0,1,3,2,0,1,1,0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
161,161,[2647],[],0,1,2,36,0,1,12,12,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
162,162,[2673],[],0,1,4,20,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
163,163,[],[],0,1,3,14,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
164,164,[2684],[],0,1,4,9,0,1,12,12,0,1,"",0,0,8,0,4,11,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
165,165,[2680],[],0,1,4,20,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
166,166,[2679],[],0,1,4,11,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
167,167,[2677],[],600,3,2,110,50,1,4,2,0,"","",0,0,8,0,1,0,4,0,2,0,"","",0,7,1,100,"","",[],1,"","","","",[],"",1,"","",[],"",""
168,168,[2681],[],0,1,2,20,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
169,169,[2720],[],0,1,4,22,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
170,170,[2592],[],250,3,2,90,10,1,4,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
171,171,[2828],[],0,1,4,14,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
172,172,[],[],0,4,2,90,8,1,3,2,0,"","",0,0,8,0,1,0,4,0,1,0,"","",9,7,"",0,"",1273,[80],1,"","","","",[],"",1,"","",[],"",""
173,173,[2781],[],400,3,2,65,10,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
174,174,[2853],[],0,1,3,25,0,1,12,12,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
175,175,[2852],[],530,3,3,57,8,1,3,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
176,176,[2852],[],530,3,3,57,8,1,3,2,100,1,1,0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
177,177,[2794],[],250,3,3,37,6,1,3,2,0,1,"",0,0,8,0,3,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
178,178,[],[],0,1,4,16,0,1,12,12,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
179,179,[],[],0,3,3,60,6,1,3,6,-3,"","",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
180,180,[2789],[],900,2,3,44,0,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",80,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
181,181,[2790],[],0,1,3,9,0,1,12,12,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
182,182,[2791],[],0,1,6,18,0,1,12,12,8,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
183,183,[2807],[],0,3,3,40,15,1,3,2,0,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
184,184,[2647],[],0,1,3,36,0,1,12,12,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
185,185,[],[],0,2,2,25,0,1,3,2,0,1,"",0,0,8,0,1,0,4,-60,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
186,186,[],[],0,2,2,25,0,1,3,2,0,1,"",0,0,8,0,1,0,4,60,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
187,187,[2818],[],200,3,3,111,24,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
188,188,[],[],0,1,2,20,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
189,189,[2814],[],0,1,4,10,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
190,190,[2811],[],0,1,4,10,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
191,191,[2823],[],0,1,2,15,0,1,12,12,0,1,"",0,0,8,0,4,100,7,0,1,0,"","",0,7,"",0,1,"",[],1,1,1,"","",[],"",1,"","",[],"",""
192,192,[2825],[],0,1,3,30,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
193,193,[2826],[],0,1,2,15,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
194,194,[2913],[],0,1,2,48,0,1,12,12,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
195,195,[2829],[],0,4,3,20,10,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
196,196,[2829],[],0,4,3,20,10,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
197,197,[2829],[],0,4,3,20,10,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
198,198,[2829],[],0,4,3,20,10,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
199,199,[],[],0,3,3,40,10,1,3,2,0,1,"",0,0,8,0,1,0,4,-60,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
200,200,[],[],0,3,3,40,10,1,3,2,0,1,"",0,0,8,0,1,0,4,60,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
201,201,[2836],[],0,3,3,55,15,1,3,2,0,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
202,202,[],[],0,1,4,12,0,1,12,12,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
203,203,[2862],[],0,1,3,28,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
204,204,[2863],[],0,3,3,111,24,1,6,2,100,1,"",0,0,8,0,3,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
205,205,[2868],[],0,1,4,12,0,1,12,12,0,1,"",0,0,8,0,4,11,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
206,206,[],[],0,3,3,34,8,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
207,207,[],[],0,3,3,32,6,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
208,208,[2882],[],0,1,4,15,0,1,12,12,0,1,"",0,0,8,0,3,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
209,209,[],[],0,2,3,44,0,1,3,2,0,"","",0,0,8,0,1,0,4,0,1,0,"","",150,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
210,210,[],[],0,2,3,44,0,1,3,2,0,"","",0,0,8,0,1,0,4,0,1,0,"","",150,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
211,211,[2901],[],0,1,2,18,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
212,212,[],[],0,1,2,20,0,1,12,12,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
213,213,[2920],[],0,1,2,20,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
214,214,[2921],[],200,3,3,111,24,1,6,2,100,1,"",0,0,8,0,3,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
215,215,[],[],0,1,2,15,0,1,12,12,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
216,216,[3007],[],0,2,2,16,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
217,217,[3008],[],0,2,2,16,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
218,218,[3009],[],0,1,3,18,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
219,219,[3082],[],0,1,4,10,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
220,220,[3018],[],0,1,3,18,0,1,12,12,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
221,221,[],[],0,3,2,12,8,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
222,222,[3012],[],0,1,4,18,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
223,223,[],[],0,2,2,17,0,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
224,224,[3022],[],0,3,3,37,18,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
225,225,[3075],[],0,1,4,7,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
226,226,[3141],[],0,2,3,20,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",240,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
227,227,[3140],[],0,2,3,20,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",240,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
228,228,[3142],[],0,3,3,60,15,1,6,2,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
229,229,[3076],[],0,1,4,20,0,1,12,12,0,1,"",0,0,8,0,3,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
230,230,[761],[],0,1,3,20,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
231,231,[3157],[],0,1,4,20,0,1,12,12,0,1,"",0,0,8,0,4,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
232,232,[3175],[],0,2,2,18,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",150,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
233,233,[3176],[],0,2,2,18,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",150,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
234,234,[3177],[],0,2,3,28,0,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
235,235,[3127],[],0,1,3,20,0,1,12,12,0,1,"",0,0,8,0,3,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
236,236,[3128],[],600,2,3,74,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",45,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
237,237,[3160],[],0,1,4,10,0,1,12,12,0,1,"",0,0,8,0,3,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
238,238,[3164],[],300,2,2,20,0,1,3,2,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",120,7,"",50,"","",[],3,1,1,"","",[],"",1,"","",[],"",""
239,239,[],[],230,3,3,60,11,1,3,2,0,"","",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",50,"","",[],1,"","","","",[],"",1,"","",[],"",""
240,240,[3182],[],0,1,3,20,0,1,12,12,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
241,241,[],[],0,1,4,20,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
242,242,[],[],0,2,6,20,0,1,3,2,0,"","",0,0,8,0,1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
243,243,[],[],0,1,2,12,0,1,12,12,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
244,244,[3214],[],750,3,3,70,15,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
245,245,[3215],[],680,3,2,55,15,1,4,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
246,246,[3200],[],0,3,2,14,6,1,6,2,10,1,"",0,0,8,0,1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
247,247,[3201],[],0,1,4,15,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
248,248,[],[],0,3,3,25,8,1,4,2,0,"","",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
249,249,[],[],0,3,3,25,8,1,4,2,0,"","",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
250,250,[],[],0,2,2,26,0,1,4,2,0,"","",0,0,8,0,1,0,4,0,1,0,"","",270,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
251,251,[],[],0,2,2,16,0,1,4,2,0,"","",0,0,8,0,1,0,4,0,1,0,"","",280,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
252,252,[],[],0,3,3,0,14,1,4,2,0,"","",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
253,253,[3207],[],0,1,3,19,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
254,254,[],[],0,1,3,15,0,1,12,12,0,"","",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
255,255,[],[],0,3,2,0,10,1,4,2,0,"","",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
256,256,[3209],[],0,1,4,9,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
257,257,[3213],[],0,3,2,14,6,1,6,2,10,1,"",0,0,8,0,1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
258,258,[3215],[],680,3,2,45,15,1,4,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
259,259,[3215],[],680,3,2,35,15,1,4,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
260,260,[3215],[],680,3,2,25,15,1,4,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
261,261,[3251],[],0,2,2,25,0,1,6,2,100,1,"",0,0,8,0,3,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
262,262,[3251],[],0,2,2,25,0,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",155,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
263,263,[],[],0,3,2,55,15,1,6,2,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
264,264,[3273],[],0,1,4,20,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
265,265,[3280],[],0,1,4,37,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
266,266,[3281],[],0,1,4,20,0,1,12,12,0,1,"",0,0,8,0,3,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
267,267,[],[],0,1,2,10,0,1,12,12,0,"","",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
268,268,[3283],[],0,1,2,14,0,1,12,12,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
269,269,"[3223,3224,3225,3226,3227,3228,3229,3230]",[],0,1,4,12,0,1,12,12,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
270,270,[3080],[],0,1,4,8,0,1,12,12,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
271,271,[],[],0,4,4,39,27,1,12,12,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",360,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
272,272,[3285],[],0,1,4,24,0,1,12,12,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
273,273,[],[],1000,2,3,110,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",45,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
274,274,[3252],[],0,2,2,65,0,1,3,2,0,1,"",0,0,8,0,3,0,4,0,1,0,"","",45,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
275,275,[3253],[],0,2,2,65,0,1,3,2,0,1,"",0,0,8,0,3,0,4,0,1,0,"","",60,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
276,276,[3300],[],700,2,2,75,0,1,3,2,0,1,"",0,0,8,0,3,0,4,0,1,0,"","",40,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
277,277,[],[],0,3,2,50,40,1,6,2,100,"","",0,0,8,0,3,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
278,278,[],[],0,2,2,15,0,1,6,2,100,1,"",0,0,8,0,3,0,4,0,1,0,"","",120,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
279,279,[3371],[],0,1,4,8,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
280,280,[3082],[],0,1,3,25,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
281,281,[3080],[],0,1,3,5,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
282,282,[3164],[],300,2,3,20,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,7,"",50,"","",[],3,1,1,"","",[],"",1,"","",[],"",""
283,283,[2577],[],600,3,3,64,18,1,4,3,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
284,284,[3450],[],0,1,3,20,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
285,285,[],[],150,3,3,0,3,1,4,2,0,1,"",0,0,8,0,3,0,4,0,1,0,"","",0,7,"",25,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
286,286,[1363],[],0,1,3,15,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
287,287,[2405],[],0,1,2,18,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
288,288,[1099],[],0,1,2,0,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
289,289,[3472],[],0,1,3,6,0,1,12,12,0,1,"",0,0,8,0,3,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
290,290,[3471],[],0,1,4,20,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
291,291,[682],[],0,1,3,40,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
292,292,[375],[],200,1,3,25,0,1,12,12,0,1,"",0,0,8,0,3,3,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
293,293,[1794],[],0,1,3,12,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
294,294,[761],[],0,1,3,16,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
295,295,[566],[],0,1,4,20,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
296,296,"[1846,1847]",[],0,3,2,10,5,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
297,297,[3082],[],0,1,4,20,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
298,298,[3490],[],0,1,3,35,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
299,299,[3492],[],0,1,4,15,0,1,12,12,0,"","",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
300,300,[2047],[],0,1,3,14,0,1,12,12,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
