"rownum","rid","rid","rid","[rid]","[i32]","rid","rid","[rid]","[i32]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","i32","i32"
978,4672,1,4092,[],[],8157,"",[173],[4],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1879048192,210,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1879048192,210,1476395008,199,0,0,0,1879048192,210,0,0,0,0,134217728,0,0,0,1879048192,1879048192,1879048192,210,0,0,1879048192,210,0
979,4672,4,4092,[],[],8182,32,"[1783,6184,172,175]","[1,2,10,-50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-1073741824,210,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1073741824,210,-1073741824,210,1426063360,0,0,-603979776,210,-1342177280,16777215,0,0,134217728,0,0,0,3690987520,3690987520,-603979776,210,0,0,-603979776,210,0
980,4670,1,4089,[],[],8157,"",[173],[4],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-335544320,210,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-335544320,210,1476395008,199,0,0,0,-335544320,210,0,0,0,0,134217728,0,0,0,3959422976,3959422976,-335544320,210,0,0,-335544320,210,0
981,4670,2,4089,[],[],8158,"","[1783,173]","[1,7]","",-33554432,-16843010,-16843010,-16843010,16711422,0,335544320,211,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,335544320,211,-1476395008,199,0,0,0,335544320,211,0,0,0,0,134217728,0,0,0,335544320,335544320,335544320,211,0,0,335544320,211,0
982,4670,3,4089,[],[],8159,28,[173],[1],"",1140850688,16,0,0,0,0,603979776,211,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,603979776,211,603979776,211,0,0,0,1006632960,211,0,0,0,0,134217728,0,0,0,1006632960,1006632960,1006632960,211,0,0,1006632960,211,0
983,4670,4,5041,[],[],8182,32,[],[],"",1157627904,16,0,0,16777216,0,1006632960,211,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1275068416,211,-1073741824,210,1426063360,0,0,1275068416,211,0,0,0,0,134217728,0,0,0,1275068416,1275068416,1275068416,211,0,0,1275068416,211,0
984,4785,0,326,[],[],8220,"",[],[],"",-1090519040,19,0,0,0,0,1275068416,211,0,-1459617792,18,0,0,134217728,0,134217728,0,0,0,1275068416,211,1275068416,211,0,16777216,0,1811939328,211,0,0,0,0,134217728,0,0,0,2080374784,2080374784,2080374784,211,0,0,2080374784,211,0
985,4785,1,5057,[],[],8157,"",[],[],"",-603979776,19,0,0,0,0,2080374784,211,0,-1459617792,18,0,0,134217728,0,134217728,0,0,0,2080374784,211,2080374784,211,0,16777216,0,-1644167168,211,0,0,0,0,134217728,0,0,0,2919235584,2919235584,-1375731712,211,0,0,-1375731712,211,0
986,4785,2,5320,[],[],8158,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1375731712,211,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1375731712,211,-1375731712,211,0,16777216,0,-704643072,211,0,0,0,0,134217728,0,0,0,3858759680,3858759680,-436207616,211,0,0,-436207616,211,0
987,4785,3,5314,[],[],5314,22,[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-436207616,211,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-436207616,211,-436207616,211,0,16777216,0,134217728,212,0,0,0,0,134217728,0,0,0,402653184,402653184,402653184,212,0,0,402653184,212,0
988,4785,4,5064,[],[],5064,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,402653184,212,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,402653184,212,402653184,212,0,16777216,0,838860800,212,-1174405120,16777215,0,0,134217728,0,0,0,1107296256,1107296256,1107296256,212,0,0,1107296256,212,0
989,4874,1,8,[],[],8157,24,[173],[4],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1375731712,212,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1375731712,212,1375731712,212,0,0,0,1879048192,212,0,0,0,0,134217728,0,0,0,1879048192,1879048192,1879048192,212,0,0,1879048192,212,0
990,4874,2,8,[],[],8185,24,[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1879048192,212,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1879048192,212,1879048192,212,939524096,0,0,-1879048192,212,0,0,0,0,134217728,0,0,0,2415919104,2415919104,-1879048192,212,0,0,-1879048192,212,0
991,4874,3,8,[],[],8187,24,[1215],[300],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1543503872,212,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1543503872,212,-1543503872,212,872415232,0,0,-939524096,212,0,0,0,0,134217728,0,0,0,3355443200,3355443200,-939524096,212,0,0,-939524096,212,0
992,543,0,2248,[],[],8156,20,[173],[4],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-671088640,212,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-671088640,212,-671088640,212,0,0,0,-67108864,212,0,0,0,0,134217728,0,0,0,4227858432,4227858432,-67108864,212,0,0,-67108864,212,0
993,543,1,2248,[],[],8229,20,"[173,1795]","[2,40]","",-33554432,-16843010,-16843010,-16843010,16711422,0,469762048,213,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,469762048,213,469762048,213,2080374784,0,0,1073741824,213,0,0,0,0,134217728,0,0,0,1073741824,1073741824,1073741824,213,0,0,1073741824,213,0
994,543,2,2248,[],[],8158,20,"[1783,2128,2129,2130,175,2481,1795]","[1,15,500,120,100,-60,50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-872415232,213,0,-33554432,-16843010,-16843010,-16843010,-855703810,213,134217728,0,0,0,-2113929216,214,-2113929216,214,0,0,0,-1543503872,214,0,0,0,0,134217728,0,0,0,2751463424,2751463424,-1543503872,214,16777216,0,-1543503872,214,0
995,543,4,2248,[],[],8169,114,[1215],[-75],"",1358954496,32,0,0,16777216,0,-1006632960,214,0,-33554432,-16843010,-16843010,-16843010,-721486082,214,67108864,216,0,0,-1711276032,216,-1711276032,216,0,0,0,-1207959552,216,-1778384896,-1778384896,50331648,0,-201326592,27,50331648,0,3087007744,3892314112,-402653184,216,16777216,0,-402653184,216,0
996,570,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-134217728,216,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-134217728,216,201326592,0,0,0,0,-134217728,216,0,0,0,0,134217728,0,0,0,4160749568,4160749568,-134217728,216,0,0,-134217728,216,0
997,571,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-134217728,216,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-134217728,216,201326592,0,0,0,0,-134217728,216,0,0,0,0,134217728,0,0,0,4160749568,4160749568,-134217728,216,0,0,-134217728,216,0
998,626,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-134217728,216,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-134217728,216,201326592,0,0,0,0,-134217728,216,-335544320,16777215,0,0,134217728,0,0,0,4160749568,4160749568,-134217728,216,0,0,-134217728,216,0
999,626,3,326,[],[],8223,13,[1927],[-53],"",1342177280,32,0,0,33554432,0,201326592,217,0,-33554432,-16843010,-16843010,-16843010,150929150,0,-939524096,141,0,0,738197504,217,-2113929216,142,0,0,0,738197504,217,1342177280,0,0,0,134217728,0,0,0,738197504,738197504,738197504,217,0,0,738197504,217,0
1000,626,4,326,[],[],8226,115,"[887,2163,4793]","[6,1,0]","",956301312,32,0,0,16777216,0,1543503872,217,100663296,-33554432,-16843010,-16843010,-16843010,150929150,0,1979711488,62,0,0,1811939328,217,1811939328,217,1191182336,0,0,-1811939328,217,0,-1107296256,33554431,0,1275068416,8,16777216,0,2483027968,2751463424,-1543503872,217,0,0,-1543503872,217,0
1001,5244,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1543503872,217,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1543503872,217,201326592,0,0,0,0,-1543503872,217,0,0,0,0,134217728,0,0,0,2751463424,2751463424,-1543503872,217,0,0,-1543503872,217,0
1002,5245,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1543503872,217,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1543503872,217,201326592,0,0,0,0,-1543503872,217,0,0,0,0,134217728,0,0,0,2751463424,2751463424,-1543503872,217,0,0,-1543503872,217,0
1003,5246,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1543503872,217,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1543503872,217,201326592,0,0,0,0,-1543503872,217,0,0,0,0,134217728,0,0,0,2751463424,2751463424,-1543503872,217,0,0,-1543503872,217,0
1004,5271,0,3857,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1543503872,217,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1543503872,217,-1543503872,217,0,0,0,-1107296256,217,0,0,0,0,134217728,0,0,0,3187671040,3187671040,-1107296256,217,0,0,-1107296256,217,0
1005,5271,1,3857,[],[],8157,"",[173],[2],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-838860800,217,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-838860800,217,-838860800,217,0,0,0,-67108864,217,0,0,0,0,134217728,0,0,0,4227858432,4227858432,-67108864,217,0,0,-67108864,217,0
1006,5271,2,3857,[],[],8241,20,"[6184,10915]","[1,-15]","",-33554432,-16843010,-16843010,-16843010,16711422,0,603979776,218,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,603979776,218,603979776,218,-2013265920,0,0,1308622848,218,-335544320,16777215,0,0,134217728,0,0,0,1308622848,1308622848,1308622848,218,0,0,1308622848,218,0
1007,5271,3,5106,[],[],8159,"",[173],[5],"",-33554432,-16843010,-16843010,-16843010,33488638,0,1644167168,218,0,-33554432,-16843010,-16843010,-16843010,150929150,0,1912602624,218,0,0,1241513984,220,1241513984,220,0,0,0,1744830464,220,0,-503316480,33554431,0,1409286144,1,16777216,0,1744830464,2013265920,2013265920,220,0,0,2013265920,220,0
1008,5375,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,2013265920,220,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,2013265920,220,2013265920,220,0,0,0,-1778384896,220,0,0,0,0,134217728,0,0,0,2516582400,2516582400,-1778384896,220,0,0,-1778384896,220,0
1009,5375,2,4761,[],[],8222,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1778384896,220,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1778384896,220,-1778384896,220,0,0,0,-1375731712,220,-838860800,16777215,0,0,134217728,0,0,0,2919235584,2919235584,-1375731712,220,0,0,-1375731712,220,0
1010,5375,4,4417,[],[],8224,"","[434,214]","[150,3]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-704643072,220,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-704643072,220,-704643072,220,0,0,0,-335544320,220,0,0,0,0,134217728,0,0,0,3959422976,3959422976,-335544320,220,0,0,-335544320,220,0
1011,542,0,2247,[],[],8156,20,[173],[4],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-67108864,220,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-67108864,220,-67108864,220,0,0,0,637534208,221,0,0,0,0,134217728,0,0,0,637534208,637534208,637534208,221,0,0,637534208,221,0
1012,542,1,2247,[],[],8229,20,"[173,1795]","[2,40]","",-33554432,-16843010,-16843010,-16843010,16711422,0,1174405120,221,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1174405120,221,1174405120,221,2080374784,0,0,1711276032,221,0,0,0,0,134217728,0,0,0,1711276032,1711276032,1711276032,221,0,0,1711276032,221,0
1013,542,2,2247,[],[],8158,20,"[1783,2128,2129,2130,175,2481,1795]","[1,15,500,180,100,-90,50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-234881024,221,0,-33554432,-16843010,-16843010,-16843010,-855703810,213,134217728,0,0,0,-234881024,221,-234881024,221,0,0,0,268435456,222,0,0,0,0,134217728,0,0,0,268435456,268435456,268435456,222,16777216,0,268435456,222,0
1014,542,4,2247,[],[],8169,114,[1215],[-75],"",1358954496,32,0,0,16777216,0,805306368,222,0,-33554432,-16843010,-16843010,-16843010,-721486082,214,1073741824,222,0,0,-402653184,222,-402653184,222,0,0,0,134217728,223,-939524096,0,50331648,0,-201326592,27,50331648,0,134217728,939524096,939524096,223,16777216,0,939524096,223,0
1015,580,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1207959552,223,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1207959552,223,201326592,0,0,0,0,1207959552,223,0,0,0,0,134217728,0,0,0,1207959552,1207959552,1207959552,223,0,0,1207959552,223,0
1016,580,4,326,[],[],8226,115,"[887,2163,4793]","[6,1,0]","",956301312,32,0,0,16777216,0,2013265920,223,100663296,-33554432,-16843010,-16843010,-16843010,150929150,0,1979711488,62,0,0,-2013265920,223,1811939328,217,1191182336,0,0,-2013265920,223,0,-1107296256,33554431,0,1275068416,8,16777216,0,2281701376,2550136832,-1744830464,223,0,0,-1744830464,223,0
1017,5461,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1744830464,223,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1744830464,223,201326592,0,0,0,0,-1744830464,223,0,0,0,0,134217728,0,0,0,2550136832,2550136832,-1744830464,223,0,0,-1744830464,223,0
1018,5461,1,53,[],[],8157,24,[173],[4],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1476395008,223,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1476395008,223,-1476395008,223,0,0,0,-973078528,223,0,0,0,0,134217728,0,0,0,3321888768,3321888768,-973078528,223,0,0,-973078528,223,0
1019,5461,2,53,[],[],8185,24,[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-973078528,223,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-973078528,223,-973078528,223,939524096,0,0,-268435456,223,0,0,0,0,134217728,0,0,0,4026531840,4026531840,-268435456,223,0,0,-268435456,223,0
1020,5461,3,1161,[],[],8196,32,"[1826,612]","[20,1000]","",-33554432,-16843010,-16843010,-16843010,16711422,0,402653184,224,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,402653184,224,402653184,224,922746880,0,0,838860800,224,-838860800,16777215,0,0,134217728,0,0,0,838860800,838860800,838860800,224,0,0,838860800,224,0
1021,5461,4,1161,[],[],8276,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,838860800,224,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,838860800,224,838860800,224,2013265920,0,0,1375731712,224,0,0,0,0,134217728,0,0,0,1375731712,1375731712,1375731712,224,0,0,1375731712,224,0
1022,2684,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1375731712,224,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1375731712,224,201326592,0,0,0,0,1375731712,224,0,0,0,0,134217728,0,0,0,1375731712,1375731712,1375731712,224,0,0,1375731712,224,0
1023,2684,2,199,[],[],8212,"",[],[],"",-33554432,-16843010,-16843010,-16843010,33488638,0,1375731712,224,0,-33554432,-16843010,-16843010,-16843010,150929150,0,1644167168,224,0,0,33554432,225,33554432,225,0,0,0,671088640,225,0,1677721600,33554432,0,671088640,225,33554432,0,805306368,1342177280,1342177280,225,0,0,1342177280,225,0
1024,2684,1,326,[],[],8157,1,[],[],"",989855744,32,0,0,0,0,1342177280,225,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1342177280,225,1342177280,225,0,0,0,1879048192,225,0,0,0,0,134217728,0,0,0,1879048192,1879048192,1879048192,225,0,0,1879048192,225,0
1025,2685,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1879048192,225,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1879048192,225,201326592,0,0,0,0,1879048192,225,0,0,0,0,134217728,0,0,0,1879048192,1879048192,1879048192,225,0,0,1879048192,225,0
1026,2685,2,199,[],[],8212,"",[],[],"",-33554432,-16843010,-16843010,-16843010,33488638,0,1879048192,225,0,-33554432,-16843010,-16843010,-16843010,150929150,0,1644167168,224,0,0,-2147483648,225,33554432,225,0,0,0,-2147483648,225,0,1677721600,33554432,0,671088640,225,33554432,0,2147483648,2684354560,-1610612736,225,0,0,-1610612736,225,0
1027,2685,1,326,[],[],8157,1,[],[],"",989855744,32,0,0,0,0,-1610612736,225,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1610612736,225,1342177280,225,0,0,0,-1610612736,225,0,0,0,0,134217728,0,0,0,2684354560,2684354560,-1610612736,225,0,0,-1610612736,225,0
1028,2686,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1610612736,225,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1610612736,225,201326592,0,0,0,0,-1610612736,225,0,0,0,0,134217728,0,0,0,2684354560,2684354560,-1610612736,225,0,0,-1610612736,225,0
1029,2686,2,199,[],[],8212,"",[],[],"",-33554432,-16843010,-16843010,-16843010,33488638,0,-1610612736,225,0,-33554432,-16843010,-16843010,-16843010,150929150,0,1644167168,224,0,0,-1342177280,225,33554432,225,0,0,0,-1342177280,225,0,1677721600,33554432,0,671088640,225,33554432,0,2952790016,3489660928,-805306368,225,0,0,-805306368,225,0
1030,2686,1,326,[],[],8157,1,[],[],"",989855744,32,0,0,0,0,-805306368,225,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-805306368,225,1342177280,225,0,0,0,-805306368,225,0,0,0,0,134217728,0,0,0,3489660928,3489660928,-805306368,225,0,0,-805306368,225,0
1031,2687,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-805306368,225,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-805306368,225,201326592,0,0,0,0,-805306368,225,0,0,0,0,134217728,0,0,0,3489660928,3489660928,-805306368,225,0,0,-805306368,225,0
1032,2687,2,199,[],[],8212,"",[],[],"",-33554432,-16843010,-16843010,-16843010,33488638,0,-805306368,225,0,-33554432,-16843010,-16843010,-16843010,150929150,0,1644167168,224,0,0,-536870912,225,33554432,225,0,0,0,-536870912,225,0,1677721600,33554432,0,671088640,225,33554432,0,3758096384,0,0,226,0,0,0,226,0
1033,2687,1,326,[],[],8157,1,[],[],"",989855744,32,0,0,0,0,0,226,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,0,226,1342177280,225,0,0,0,0,226,0,0,0,0,134217728,0,0,0,0,0,0,226,0,0,0,226,0
1034,5229,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,0,226,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,0,226,201326592,0,0,0,0,0,226,0,0,0,0,134217728,0,0,0,0,0,0,226,0,0,0,226,0
1035,5230,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,0,226,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,0,226,201326592,0,0,0,0,0,226,0,0,0,0,134217728,0,0,0,0,0,0,226,0,0,0,226,0
1036,5231,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,0,226,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,0,226,201326592,0,0,0,0,0,226,0,0,0,0,134217728,0,0,0,0,0,0,226,0,0,0,226,0
1037,5232,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,0,226,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,0,226,201326592,0,0,0,0,0,226,0,0,0,0,134217728,0,0,0,0,0,0,226,0,0,0,226,0
1038,5233,0,326,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,0,226,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,0,226,0,226,0,0,0,503316480,226,0,0,0,0,134217728,0,0,0,503316480,503316480,503316480,226,0,0,503316480,226,0
1039,5233,1,326,[],[],8157,"",[173],[4],"",1140850688,14,0,0,0,0,771751936,226,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,771751936,226,771751936,226,0,0,0,1275068416,226,0,0,0,0,134217728,0,0,0,1275068416,1275068416,1275068416,226,0,0,1275068416,226,0
1040,5233,3,326,[],[],8159,1,"[1783,2128,2129,2130,175,2481,2518,1927,1795]","[1,15,500,180,100,-90,4,-50,50]","",1140850688,14,0,0,0,0,0,227,0,-33554432,-16843010,-16843010,-16843010,16711422,227,134217728,0,0,0,-1577058304,227,-1577058304,227,0,0,0,-1073741824,227,0,0,0,0,134217728,0,0,0,3221225472,3221225472,-1073741824,227,16777216,0,-1073741824,227,0
1041,5234,0,326,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-805306368,227,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-805306368,227,0,226,0,0,0,-805306368,227,0,0,0,0,134217728,0,0,0,3489660928,3489660928,-805306368,227,0,0,-805306368,227,0
1042,5234,1,326,[],[],8157,"",[173],[4],"",1140850688,14,0,0,0,0,-536870912,227,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-536870912,227,771751936,226,0,0,0,-536870912,227,0,0,0,0,134217728,0,0,0,3758096384,3758096384,-536870912,227,0,0,-536870912,227,0
1043,5234,3,326,[],[],8159,1,"[1783,2128,2129,2130,175,2481,2518,1927,1795]","[1,15,500,180,100,-90,4,-50,50]","",1140850688,14,0,0,0,0,1879048192,228,0,-33554432,-16843010,-16843010,-16843010,16711422,227,134217728,0,0,0,1879048192,228,-1577058304,227,0,0,0,1879048192,228,0,0,0,0,134217728,0,0,0,1879048192,1879048192,1879048192,228,16777216,0,1879048192,228,0
1044,5235,0,326,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-2147483648,228,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2147483648,228,0,226,0,0,0,-2147483648,228,0,0,0,0,134217728,0,0,0,2147483648,2147483648,-2147483648,228,0,0,-2147483648,228,0
1045,5235,1,326,[],[],8157,"",[173],[4],"",1140850688,14,0,0,0,0,-1879048192,228,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1879048192,228,771751936,226,0,0,0,-1879048192,228,0,0,0,0,134217728,0,0,0,2415919104,2415919104,-1879048192,228,0,0,-1879048192,228,0
1046,5235,3,326,[],[],8159,1,"[1783,2128,2129,2130,175,2481,2518,1927,1795]","[1,15,500,180,100,-90,4,-50,50]","",1140850688,14,0,0,0,0,536870912,229,0,-33554432,-16843010,-16843010,-16843010,16711422,227,134217728,0,0,0,536870912,229,-1577058304,227,0,0,0,536870912,229,0,0,0,0,134217728,0,0,0,536870912,536870912,536870912,229,16777216,0,536870912,229,0
1047,5236,0,326,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,805306368,229,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,805306368,229,0,226,0,0,0,805306368,229,0,0,0,0,134217728,0,0,0,805306368,805306368,805306368,229,0,0,805306368,229,0
1048,5236,1,326,[],[],8157,"",[173],[4],"",1140850688,14,0,0,0,0,1073741824,229,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1073741824,229,771751936,226,0,0,0,1073741824,229,0,0,0,0,134217728,0,0,0,1073741824,1073741824,1073741824,229,0,0,1073741824,229,0
1049,5236,3,326,[],[],8159,1,"[1783,2128,2129,2130,175,2481,2518,1927,1795]","[1,15,500,180,100,-90,4,-50,50]","",1140850688,14,0,0,0,0,-805306368,229,0,-33554432,-16843010,-16843010,-16843010,16711422,227,134217728,0,0,0,-805306368,229,-1577058304,227,0,0,0,-805306368,229,0,0,0,0,134217728,0,0,0,3489660928,3489660928,-805306368,229,16777216,0,-805306368,229,0
1050,4814,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-536870912,229,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-536870912,229,201326592,0,0,0,0,-536870912,229,0,0,0,0,134217728,0,0,0,3758096384,3758096384,-536870912,229,0,0,-536870912,229,0
1051,4814,1,171,[],[],8221,"",[434],[100],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-268435456,229,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-268435456,229,-268435456,229,0,0,0,268435456,230,0,0,0,0,134217728,0,0,0,268435456,268435456,268435456,230,0,0,268435456,230,0
1052,4814,2,629,[],[],8212,"",[434],[100],"",-33554432,-16843010,-16843010,-16843010,16711422,0,536870912,230,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,536870912,230,536870912,230,0,0,0,1006632960,230,0,0,0,0,134217728,0,0,0,1006632960,1006632960,1006632960,230,0,0,1006632960,230,0
1053,4814,3,5156,[],[],8182,"",[6184],[1],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1275068416,230,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1275068416,230,1275068416,230,1426063360,0,0,1845493760,230,-838860800,16777215,0,0,134217728,0,0,0,1845493760,1845493760,1845493760,230,0,0,1845493760,230,0
1054,4814,4,5156,[],[],8243,"","[6184,1215]","[1,-20]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-1778384896,230,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1778384896,230,-1778384896,230,1375731712,0,0,-1107296256,230,-838860800,16777215,0,0,134217728,0,0,0,3187671040,3187671040,-1107296256,230,0,0,-1107296256,230,0
1055,5222,1,3430,[],[],8157,"",[2231],[15],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-771751936,230,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-771751936,230,-771751936,230,0,0,0,-234881024,230,0,0,0,0,134217728,0,0,0,4060086272,4060086272,-234881024,230,0,0,-234881024,230,0
1056,5222,3,3430,[],[],8189,"","[173,2231]","[2,15]","",-33554432,-16843010,-16843010,-16843010,16711422,0,436207616,231,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,436207616,231,436207616,231,1560281088,0,0,1308622848,231,-838860800,16777215,0,0,134217728,0,0,0,1308622848,1308622848,1308622848,231,0,0,1308622848,231,0
