"rownum","WorldAreasKey","i32_16","[i32]_20","MonsterVarietiesKeys1","MonsterVarietiesKeys2","i32_68","i32_72","i32_76","i32_80"
285,647,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
286,648,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
287,649,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
288,650,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
289,651,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
290,652,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
291,653,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
292,654,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
293,655,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
294,656,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
295,657,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
296,658,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
297,659,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
298,660,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
299,661,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
300,662,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
301,663,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,4906]",[4904],200,650,75,0
302,664,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,4906]",[4904],200,650,75,0
303,665,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,4906]",[4904],200,650,75,0
304,666,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,4906]",[4904],200,650,75,0
305,667,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,4906]",[4904],200,650,75,0
306,668,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,4906]",[4904],200,650,75,0
307,669,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,4906]",[4904],200,650,75,0
308,670,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,4906]",[4904],200,650,75,0
309,671,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,4906]",[4904],200,650,75,0
310,672,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,4906]",[4904],200,650,75,0
311,673,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,4906]",[4904],200,650,75,0
312,680,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",300,800,75,0
313,681,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",300,800,75,0
314,682,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
315,683,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
316,684,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
317,685,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
318,686,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
319,687,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
320,688,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
321,689,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
322,690,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
323,691,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
324,692,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
325,693,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
326,694,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
327,695,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
328,696,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
329,697,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
330,698,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
331,699,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
332,700,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
333,701,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
334,702,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
335,703,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
336,704,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
337,705,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
338,706,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
339,707,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
340,708,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
341,709,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
342,710,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
343,711,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
344,712,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
345,713,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
346,714,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
347,715,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
348,716,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
349,717,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
350,718,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
351,719,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
352,720,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
353,721,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
354,722,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
355,723,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
356,724,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
357,725,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
358,726,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
359,727,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
360,728,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
361,729,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
362,730,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
363,731,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
364,732,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
365,733,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
366,734,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
367,735,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
368,736,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
369,737,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
370,738,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
371,739,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
372,740,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
373,741,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
374,742,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
375,743,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
376,744,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
377,745,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
378,752,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
379,755,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
380,753,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
381,756,0,[],[4920],[],200,650,75,0
382,757,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
383,754,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
384,1515,1,[],[164],"[1093,951]",150,450,85,0
385,1303,2,[],"[6227,6233]","[6237,6246,6364]",400,1100,75,0
386,1304,2,[],"[6227,6233]","[6237,6243,6364]",400,1100,75,0
387,1305,2,[],"[6227,6233]","[6237,6246,6364]",400,1100,75,0
388,1306,2,[],"[6227,6233]","[6237,6243,6364]",400,1100,75,0
389,1308,0,[],[6580],[],400,1100,100,0
390,307,1,[],"[6658,6659,6662,6664,6670,6671]","[6873,6878,6887]",250,300,66,1
391,308,1,[],"[6658,6659,6662,6664,6670,6671]","[6873,6878,6887]",250,300,66,1
392,309,1,[],"[6658,6659,6662,6664,6670,6671]","[6873,6878,6887]",250,300,66,1
393,310,1,[],"[6658,6659,6662,6663,6664,6665,6670,6671]","[6873,6878,6887,6868]",300,450,66,1
394,311,1,[],"[6658,6659,6660,6662,6663,6664,6665,6666,6667,6670,6671,6672]","[6873,6878,6887,6868,6863,6892]",400,500,66,1
395,312,1,[],"[6658,6659,6660,6662,6663,6664,6665,6666,6667,6670,6671,6672]","[6873,6878,6887,6868,6863,6892]",450,550,66,1
396,313,1,[],"[6658,6659,6660,6662,6663,6664,6665,6666,6667,6670,6671,6672]","[6873,6878,6887,6868,6863,6892]",500,600,66,1
397,314,1,[],"[6674,6676,6678,6680,6682,6684,6686,6688,6690,6692,6694,6697,6699,6701,6703,6705]","[6864,6869,6874,6879,6888,6893]",536,800,66,1
398,315,1,[],"[6674,6676,6678,6680,6682,6684,6686,6688,6690,6692,6694,6697,6699,6701,6703,6705]","[6864,6869,6874,6879,6888,6893]",536,800,66,1
399,316,1,[],"[6674,6676,6678,6680,6682,6684,6686,6688,6690,6692,6694,6697,6699,6701,6703,6705]","[6864,6869,6874,6879,6888,6893]",536,800,66,1
400,319,0,[],"[6940,6945,6973,6975,6979,6985,6990,6992,7000,7009,7011,6942]",[],400,600,33,0
401,321,2,[],"[6973,6940,6990,7009,6942]","[7029,7030,7032]",250,400,67,0
402,322,2,[],"[6973,6940,6990,7009,7011,6992,6945,6942]","[7029,7030,7031,7032]",300,450,67,0
403,323,2,[],"[6973,6940,6990,7009,7011,6992,6975,6945,6948,6942]","[7029,7030,7031,7032,7033]",350,500,67,0
404,324,2,[],"[6973,6940,6990,7009,7011,6992,6975,7002,6945,6942]","[7029,7030,7031,7032,7033]",450,600,67,0
405,325,2,[],"[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7029,7030,7031,7032,7033]",550,750,67,0
406,326,2,[],"[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7029,7030,7031,7032,7033]",700,900,67,0
407,327,2,[],"[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7029,7030,7031,7032,7033]",800,1200,67,0
408,328,2,[],"[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7029,7030,7031,7032,7033]",800,1200,67,0
409,329,2,[],"[6973,6940,6990,7009,6942]","[7063,7061,7125,7126,7127,7128]",250,400,67,0
410,330,2,[],"[6973,6940,6990,7009,7011,6992,6945,6942]","[7063,7061,7125,7126,7127,7128]",300,450,67,0
411,331,2,[],"[6973,6940,6990,7009,7011,6992,6975,6945,6948,6942]","[7063,7061,7125,7126,7127,7128]",350,500,67,0
412,332,2,[],"[6973,6940,6990,7009,7011,6992,6975,7002,6945,6942]","[7063,7061,7125,7126,7127,7128]",450,600,67,0
413,333,2,[],"[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7063,7061,7125,7126,7127,7128]",550,750,67,0
414,334,2,[],"[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7063,7061,7125,7126,7127,7128]",700,900,67,0
415,335,2,[],"[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7063,7061,7125,7126,7127,7128]",800,1200,67,0
416,336,2,[],"[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7063,7061,7125,7126,7127,7128]",800,1200,67,0
417,337,2,"[1,1,1,1,0]","[6973,6940,6990,7009,6942]","[7034,7036,7050,7051,7035]",250,400,67,0
418,338,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6945,6942]","[7034,7036,7050,7051,7035]",300,450,67,0
419,339,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,6945,6948,6942]","[7034,7036,7050,7051,7035]",350,500,67,0
420,340,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6945,6942]","[7034,7036,7050,7051,7035]",450,600,67,0
421,341,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7034,7036,7050,7051,7035]",550,750,67,0
422,342,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7034,7036,7050,7051,7035]",700,900,67,0
423,343,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7034,7036,7050,7051,7035]",800,1200,67,0
424,344,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7034,7036,7050,7051,7035]",800,1200,67,0
425,345,2,"[1,1,1,1,0]","[6973,6940,6990,7009,6942]","[6929,6930,7057,6938,7058]",250,400,67,0
426,346,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6945,6942]","[6929,6930,7057,6938,7058]",300,450,67,0
427,347,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,6945,6948,6942]","[6929,6930,7057,6938,7058]",350,500,67,0
428,348,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6945,6942]","[6929,6930,7057,6938,7058]",450,600,67,0
429,349,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[6929,6930,7057,6938,7058]",550,750,67,0
430,350,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[6929,6930,7057,6938,7058]",700,900,67,0
431,351,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[6929,6930,7057,6938,7058]",800,1200,67,0
432,352,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[6929,6930,7057,6938,7058]",800,1200,67,0
433,353,2,"[1,1,1,1,0]","[6973,6940,6990,7009,6942]","[7015,7064,7018,7124,7016]",250,400,67,0
434,354,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6945,6942]","[7015,7064,7018,7124,7016]",300,450,67,0
435,355,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,6945,6948,6942]","[7015,7064,7018,7124,7016]",350,500,67,0
436,356,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6945,6942]","[7015,7064,7018,7124,7016]",450,600,67,0
437,357,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7015,7064,7018,7124,7016]",550,750,67,0
438,358,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7015,7064,7018,7124,7016]",700,900,67,0
439,359,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7015,7064,7018,7124,7016]",800,1200,67,0
440,360,2,"[1,1,1,1,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7015,7064,7018,7124,7016]",800,1200,67,0
441,361,2,"[1,1,0,0]","[6973,6940,6990,7009,6942]","[7052,7053,7054,7055]",250,400,67,0
442,362,2,"[1,1,0,0,0]","[6973,6940,6990,7009,7011,6992,6945,6942]","[7052,7053,7054,7055,7056]",300,450,67,0
443,363,2,"[1,1,0,0,0]","[6973,6940,6990,7009,7011,6992,6975,6945,6948,6942]","[7052,7053,7054,7055,7056]",350,500,67,0
444,364,2,"[1,1,0,0,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6945,6942]","[7052,7053,7054,7055,7056]",450,600,67,0
445,365,2,"[1,1,0,0,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7052,7053,7054,7055,7056]",550,750,67,0
446,366,2,"[1,1,0,0,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7052,7053,7054,7055,7056]",700,900,67,0
447,367,2,"[1,1,0,0,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7052,7053,7054,7055,7056]",800,1200,67,0
448,368,2,"[1,1,0,0,0]","[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7052,7053,7054,7055,7056]",800,1200,67,0
449,369,2,[],"[6973,6940,6990,7009,6942]","[7066,7067,7122,7123,7069,7070,7071,7068]",250,400,67,0
450,370,2,[],"[6973,6940,6990,7009,7011,6992,6945,6942]","[7066,7067,7122,7123,7069,7070,7071,7068]",300,450,67,0
451,371,2,[],"[6973,6940,6990,7009,7011,6992,6975,6945,6948,6942]","[7066,7067,7122,7123,7069,7070,7071,7068]",350,500,67,0
452,372,2,[],"[6973,6940,6990,7009,7011,6992,6975,7002,6945,6942]","[7066,7067,7122,7123,7069,7070,7071,7068]",450,600,67,0
453,373,2,[],"[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7066,7067,7122,7123,7069,7070,7071,7068]",550,750,67,0
454,374,2,[],"[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7066,7067,7122,7123,7069,7070,7071,7068]",700,900,67,0
455,375,2,[],"[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7066,7067,7122,7123,7069,7070,7071,7068]",800,1200,67,0
456,376,2,[],"[6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948,6942]","[7066,7067,7122,7123,7069,7070,7071,7068]",800,1200,67,0
457,377,0,[],"[7087,7089,7091,7093,7095,7096,7097,7098,7099,7100,7101,7102,7103,7105,7107,7109,7111,7112,7113,7114,7115,7116,7117,7118,7119,7120,7121]",[],250,400,100,0
458,378,0,[],"[7087,7089,7091,7093,7095,7096,7097,7098,7099,7100,7101,7102,7103,7105,7107,7109,7111,7112,7113,7114,7115,7116,7117,7118,7119,7120,7121]",[],300,450,100,0
459,379,0,[],"[7087,7089,7091,7093,7095,7096,7097,7098,7099,7100,7101,7102,7103,7105,7107,7109,7111,7112,7113,7114,7115,7116,7117,7118,7119,7120,7121]",[],350,500,100,0
460,380,0,[],"[7087,7089,7091,7093,7095,7096,7097,7098,7099,7100,7101,7102,7103,7105,7107,7109,7111,7112,7113,7114,7115,7116,7117,7118,7119,7120,7121]",[],450,600,100,0
461,381,0,[],"[7087,7089,7091,7093,7095,7096,7097,7098,7099,7100,7101,7102,7103,7105,7107,7109,7111,7112,7113,7114,7115,7116,7117,7118,7119,7120,7121]",[],550,750,100,0
462,382,0,[],"[7087,7089,7091,7093,7095,7096,7097,7098,7099,7100,7101,7102,7103,7105,7107,7109,7111,7112,7113,7114,7115,7116,7117,7118,7119,7120,7121]",[],700,900,100,0
463,383,0,[],"[7087,7089,7091,7093,7095,7096,7097,7098,7099,7100,7101,7102,7103,7105,7107,7109,7111,7112,7113,7114,7115,7116,7117,7118,7119,7120,7121]",[],800,1200,100,0
464,384,0,[],"[7087,7089,7091,7093,7095,7096,7097,7098,7099,7100,7101,7102,7103,7105,7107,7109,7111,7112,7113,7114,7115,7116,7117,7118,7119,7120,7121]",[],800,1200,100,0
465,385,1,"[1,0]","[6925,6926,6939,6927,6928,6935,6929,6930,7057,6933,6934,6936,6937,6931,6932,7059,7060]","[6938,7058]",250,400,85,0
466,386,1,"[1,0]","[6925,6926,6939,6927,6928,6935,6929,6930,7057,6933,6934,6936,6937,6931,6932,7059,7060]","[6938,7058]",300,450,85,0
467,387,1,"[1,0]","[6925,6926,6939,6927,6928,6935,6929,6930,7057,6933,6934,6936,6937,6931,6932,7059,7060]","[6938,7058]",350,500,85,0
468,388,1,"[1,0]","[6925,6926,6939,6927,6928,6935,6929,6930,7057,6933,6934,6936,6937,6931,6932,7059,7060]","[6938,7058]",450,600,85,0
469,389,1,"[1,0]","[6925,6926,6939,6927,6928,6935,6929,6930,7057,6933,6934,6936,6937,6931,6932,7059,7060]","[6938,7058]",550,750,85,0
470,390,1,"[1,0]","[6925,6926,6939,6927,6928,6935,6929,6930,7057,6933,6934,6936,6937,6931,6932,7059,7060]","[6938,7058]",700,900,85,0
471,391,1,"[1,0]","[6925,6926,6939,6927,6928,6935,6929,6930,7057,6933,6934,6936,6937,6931,6932,7059,7060]","[6938,7058]",800,1200,85,0
472,392,1,"[1,0]","[6925,6926,6939,6927,6928,6935,6929,6930,7057,6933,6934,6936,6937,6931,6932,7059,7060]","[6938,7058]",800,1200,85,0
473,393,1,"[1,0,0]","[6996,6997,7007,7130,7132,6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948]","[6968,6966,6967]",250,400,85,0
474,394,1,"[1,0,0]","[6996,6997,7007,7130,7132,6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948]","[6968,6966,6967]",300,450,85,0
475,395,1,"[1,0,0]","[6996,6997,7007,7130,7132,6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948]","[6968,6966,6967]",350,500,85,0
476,396,1,"[1,0,0]","[6996,6997,7007,7130,7132,6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948]","[6968,6966,6967]",450,600,85,0
477,397,1,"[1,0,0]","[6996,6997,7007,7130,7132,6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948]","[6968,6966,6967]",550,750,85,0
478,398,1,"[1,0,0]","[6996,6997,7007,7130,7132,6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948]","[6968,6966,6967]",700,900,85,0
479,399,1,"[1,0,0]","[6996,6997,7007,7130,7132,6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948]","[6968,6966,6967]",800,1200,85,0
480,400,1,"[1,0,0]","[6996,6997,7007,7130,7132,6973,6940,6990,7009,7011,6992,6975,7002,6979,6985,6945,6948]","[6968,6966,6967]",800,1200,85,0
481,409,1,[],"[7390,7393,7396,7399]","[7374,7376]",250,300,90,0
482,410,1,[],"[7390,7393,7396,7399]","[7374,7376]",250,300,90,0
483,411,1,[],"[7390,7393,7396,7399]","[7374,7376]",250,300,90,0
484,412,1,[],"[7390,7393,7396,7399]","[7374,7376]",300,450,90,0
485,413,1,[],"[7390,7393,7396,7399]","[7374,7376]",400,500,90,0
486,414,1,[],"[7390,7393,7396,7399]","[7374,7376]",450,550,90,0
487,415,1,[],"[7390,7393,7396,7399]","[7374,7376]",500,600,90,0
488,416,1,[],"[7390,7393,7396,7399]","[7374,7376]",600,900,90,0
489,417,1,[],"[7390,7393,7396,7399]","[7374,7376]",600,900,90,0
490,418,1,[],"[7390,7393,7396,7399]","[7374,7376]",600,900,90,0
491,1800,0,[],"[2845,2806,2873]",[],200,600,100,0
492,1801,1,[],"[1460,1474,1494,1622]",[315],200,600,85,0
493,1802,1,[],"[6658,6664,6665,6670]","[6873,6878,6887,6892]",200,600,66,0
494,1803,0,[],"[4169,4170,4171,4172,4174]",[],200,600,100,0
495,1804,0,[],"[6,9,45]",[],200,600,100,0
496,1805,1,[],"[5523,5525,5527,5244,1421]",[5529],200,600,85,0
497,1806,0,[],"[523,516,936,934]",[],200,600,100,0
498,1807,0,[],"[4453,4436,4431,5419,6349]",[],200,600,100,0
499,1808,1,[],"[248,294,296]","[346,349]",200,600,75,0
500,1809,0,[],"[5039,4682,1121,5040]",[],200,600,100,0
501,1810,0,[],"[1309,1314,1334,1339,1376]",[],200,600,100,0
502,1811,1,[],"[633,701,789]",[1644],200,600,75,0
503,1812,1,[],"[576,678,680,820]",[434],200,600,100,0
504,1813,0,[],"[1989,1991,2116,1968]",[],200,600,100,0
505,1814,0,[],"[2072,2074,6131,1470]",[],200,600,100,0
506,1815,0,[],"[4055,4054]",[],200,600,100,0
507,1816,0,[],"[5129,5542,5249,5252]",[],200,600,100,0
508,1817,1,[],"[181,188,166,168,164]",[174],200,600,85,0
509,1818,0,[],"[365,382,370]",[],200,600,100,0
510,1819,1,[],"[584,573,683,776]",[5513],200,600,85,0
511,1820,0,[],"[599,763,4306,4298,4311,4608,601,766]",[],200,600,100,0
512,1821,0,[],"[1373,1359]",[],200,600,100,0
513,1822,0,[],"[1697,6012,717,6011,6054,6050,6057,6169,564,6170]",[],200,600,100,0
514,1823,1,[],"[445,1715,3280]",[2780],200,600,100,0
515,1824,0,[],"[477,1524,1525,478,353,110]",[],200,600,100,0
516,1825,0,[],"[1953,1954,1518]",[],200,600,100,0
517,1826,0,[],"[299,915]",[],200,600,100,0
