"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
156,"Metadata/Pet/GothicHorrorGhostChild/GothicHorrorGhostChild",4792,-2008743742,559239,0,1,"",0,864419840,0,0,0,0,865468416,0,0,-33554432,-16843010,-16843010,-16843010,16711422
157,"Metadata/Pet/Football/Football",4793,2136160759,542372,0,1,"",0,869662720,0,0,0,0,870711296,0,0,-33554432,-16843010,-16843010,-16843010,16711422
158,"Metadata/Pet/Dragon/Dragon",4794,-395586159,998906,65536,1,"",0,874381312,0,0,0,0,875429888,0,0,-33554432,-16843010,-16843010,-16843010,16711422
159,"Metadata/Pet/Dragon/DragonPremium",4795,-817562846,996454,16777216,1,"",0,880017408,0,0,0,0,881065984,0,0,-33554432,-16843010,-16843010,-16843010,16711422
160,"Metadata/Pet/Dragon/DragonPremiumExpired",4796,-1352338056,1006108,65536,1,"",0,886571008,0,0,0,0,887619584,0,0,-33554432,-16843010,-16843010,-16843010,16711422
161,"Metadata/Pet/BrineKingMinion/BrineKingMinion",4797,1189544016,542391,0,1,"",0,893648896,0,0,0,0,894697472,0,0,-33554432,-16843010,-16843010,-16843010,16711422
162,"Metadata/Pet/Taniwha/Taniwha",4798,-946170248,545250,0,1,"",0,898629632,0,0,0,0,899678208,0,0,-33554432,-16843010,-16843010,-16843010,16711422
163,"Metadata/Pet/CorsairPet/CorsairPet",4799,-324350080,533290,0,1,"",0,904396800,0,0,0,0,905445376,0,0,-33554432,-16843010,-16843010,-16843010,16711422
164,"Metadata/Pet/Mystic/Spawner",4800,1824302250,575510,0,1,"",0,909246464,0,0,0,0,910295040,0,0,-33554432,-16843010,-16843010,-16843010,16711422
165,"Metadata/Pet/MadcapHare/MadcapHare",4801,-246013886,577812,0,1,"",0,915013632,0,0,0,0,916062208,0,0,-33554432,-16843010,-16843010,-16843010,16711422
166,"Metadata/Pet/MadcapToad/MadcapToad",4802,664427128,556514,0,1,"",0,920780800,0,0,0,0,921829376,0,0,-33554432,-16843010,-16843010,-16843010,16711422
167,"Metadata/Pet/Dragonfly/Dragonfly",4803,2036740484,542946,0,1,"",0,926285824,0,0,0,0,927334400,0,0,-33554432,-16843010,-16843010,-16843010,16711422
168,"Metadata/Pet/HuntsmanToad/HuntsmanToad",4804,-200800173,588891,0,1,"",0,932577280,0,0,0,0,933625856,0,0,-33554432,-16843010,-16843010,-16843010,16711422
169,"Metadata/Pet/SoulstealerPet/SoulstealerPet",4805,1712384889,560489,0,1,"",0,939393024,0,0,0,0,940441600,0,0,-33554432,-16843010,-16843010,-16843010,16711422
170,"Metadata/Pet/DragonWhelp/DragonWhelp",4806,622213304,531886,0,1,"",0,945422336,0,0,0,0,946470912,0,0,-33554432,-16843010,-16843010,-16843010,16711422
171,"Metadata/Pet/TwoLeggedGoat/TwoLeggedGoat",4807,-16287812,559291,0,1,"",0,951975936,0,0,0,0,953024512,0,0,-33554432,-16843010,-16843010,-16843010,16711422
172,"Metadata/Pet/IceDragon/IceDragon",4808,-263391352,985028,65536,1,"",0,957480960,0,0,0,0,958529536,0,0,-33554432,-16843010,-16843010,-16843010,16711422
173,"Metadata/Pet/IceDragon/IceDragonPremium",4809,554265430,1002079,16777216,1,"",0,963903488,0,0,0,0,964952064,0,0,-33554432,-16843010,-16843010,-16843010,16711422
174,"Metadata/Pet/IceDragon/IceDragonPremiumExpired",4810,-1379433580,994899,65536,1,"",0,971243520,0,0,0,0,972292096,0,0,-33554432,-16843010,-16843010,-16843010,16711422
175,"Metadata/Pet/Viper/Viper",4811,2129557981,984883,0,1,"",0,975699968,0,0,0,0,976748544,0,0,-33554432,-16843010,-16843010,-16843010,16711422
176,"Metadata/Pet/NineTailedFox/NineTailedFox",4812,-1767208596,794566,65536,1,"",0,982253568,0,0,0,0,983302144,0,0,-33554432,-16843010,-16843010,-16843010,16711422
177,"Metadata/Pet/NineTailedFox/NineTailedFoxPremium",4813,-151178812,837433,16777216,1,"",0,989724672,0,0,0,0,990773248,0,0,-33554432,-16843010,-16843010,-16843010,16711422
178,"Metadata/Pet/NineTailedFox/NineTailedFoxPremiumExpired",4814,1986407786,809740,65536,1,"",0,998113280,0,0,0,0,999161856,0,0,-33554432,-16843010,-16843010,-16843010,16711422
179,"Metadata/Pet/CruciblePet/CruciblePet",4815,277319142,564577,0,1,"",0,1004142592,0,0,0,0,1005191168,0,0,-33554432,-16843010,-16843010,-16843010,16711422
180,"Metadata/Pet/CultDarkness/CultDarkness",4816,-950156785,525650,65536,1,"",0,1010434048,0,0,0,0,1011482624,0,0,-33554432,-16843010,-16843010,-16843010,16711422
181,"Metadata/Pet/WranglerHawk/WranglerHawk",4817,1323885224,830528,0,1,"",0,1016725504,0,0,0,0,1017774080,0,0,-33554432,-16843010,-16843010,-16843010,16711422
182,"Metadata/Pet/WranglerScorpion/WranglerScorpion",4818,-953227394,532560,0,1,"",0,1024065536,0,0,0,0,1025114112,0,0,-33554432,-16843010,-16843010,-16843010,16711422
183,"Metadata/Pet/WildPanther/WildPanther",4819,2130795854,533071,0,1,"",0,1030094848,0,0,0,0,1031143424,0,0,-33554432,-16843010,-16843010,-16843010,16711422
184,"Metadata/Pet/WildScorpion/WildScorpion",4820,1929709242,554431,0,1,"",0,1036386304,0,0,0,0,1037434880,0,0,-33554432,-16843010,-16843010,-16843010,16711422
185,"Metadata/Pet/Plated/Plated",4821,293217016,537474,0,1,"",0,1041104896,0,0,0,0,1042153472,0,0,-33554432,-16843010,-16843010,-16843010,16711422
186,"Metadata/Pet/WaterElemental/WaterElemental",4822,-121883957,576119,0,1,"",0,1047920640,0,0,0,0,1048969216,0,0,-33554432,-16843010,-16843010,-16843010,16711422
187,"Metadata/Pet/VanguardOwl/VanguardOwl",4823,-1445390289,569846,0,1,"",0,1053949952,0,0,0,0,1054998528,0,0,-33554432,-16843010,-16843010,-16843010,16711422
188,"Metadata/Pet/CyrWheelMonkey/CyrWheelMonkey",4824,-1223320572,797457,0,1,"",0,1060765696,0,0,0,0,1061814272,0,0,-33554432,-16843010,-16843010,-16843010,16711422
189,"Metadata/Pet/CircusParakeet/CircusParakeet",4825,-655757742,538299,0,1,"",0,1067581440,0,0,0,0,1068630016,0,0,-33554432,-16843010,-16843010,-16843010,16711422
190,"Metadata/Pet/CircusTroll/CircusTroll",4826,-1222936262,839201,0,1,"",0,1073610752,0,0,0,0,1074659328,0,0,-33554432,-16843010,-16843010,-16843010,16711422
191,"Metadata/Pet/JugglingPins/Spawner",4827,-11787715,580977,0,1,"",0,1079246848,0,0,0,0,1080295424,0,0,-33554432,-16843010,-16843010,-16843010,16711422
192,"Metadata/Pet/Sentinel/Sentinel",4828,-694159599,532878,0,1,"",0,1084489728,0,0,0,0,1085538304,0,0,-33554432,-16843010,-16843010,-16843010,16711422
193,"Metadata/Pet/Chiyou/Chiyou",4829,-732022420,847154,65536,1,"",0,1089208320,0,0,0,0,1090256896,0,0,-33554432,-16843010,-16843010,-16843010,16711422
194,"Metadata/Pet/Chiyou/ChiyouPremium",4830,746905066,848238,16777216,1,"",0,1094844416,0,0,0,0,1095892992,0,0,-33554432,-16843010,-16843010,-16843010,16711422
195,"Metadata/Pet/Chiyou/ChiyouPremiumExpired",4831,-1614733402,819303,65536,1,"",0,1101398016,0,0,0,0,1102446592,0,0,-33554432,-16843010,-16843010,-16843010,16711422
196,"Metadata/Pet/Chiyou/Gold_Chiyou",4832,496199666,817761,65536,1,"",0,1106771968,0,0,0,0,1107820544,0,0,-33554432,-16843010,-16843010,-16843010,16711422
197,"Metadata/Pet/Chiyou/Gold_ChiyouPremium",4833,1178729612,834253,16777216,1,"",0,1113063424,0,0,0,0,1114112000,0,0,-33554432,-16843010,-16843010,-16843010,16711422
198,"Metadata/Pet/Chiyou/Gold_ChiyouPremiumExpired",4834,197927142,797482,65536,1,"",0,1120272384,0,0,0,0,1121320960,0,0,-33554432,-16843010,-16843010,-16843010,16711422
199,"Metadata/Pet/HavenwoodDeer/HavenwoodDeer",4835,-971047426,670688,0,1,"",0,1126825984,0,0,0,0,1127874560,0,0,-33554432,-16843010,-16843010,-16843010,16711422
200,"Metadata/Pet/DemonicMoth/DemonicMoth",4836,1485819327,562480,0,1,"",0,1132855296,0,0,0,0,1133903872,0,0,-33554432,-16843010,-16843010,-16843010,16711422
201,"Metadata/Pet/DemonicArcticReindeer/DemonicArcticReindeer",4837,2139898659,539823,0,1,"",0,1141506048,0,0,0,0,1142554624,0,0,-33554432,-16843010,-16843010,-16843010,16711422
202,"Metadata/Pet/Cat/Halloween",4838,496599588,565181,0,1,"",0,1146224640,0,0,0,0,1147273216,0,0,-33554432,-16843010,-16843010,-16843010,16711422
203,"Metadata/Pet/BlackDragon/BlackDragon",4839,-430997843,1022178,65536,1,"",0,1152253952,0,0,0,0,1153302528,0,0,-33554432,-16843010,-16843010,-16843010,16711422
204,"Metadata/Pet/BlackDragon/BlackDragonPremium",4840,-1264448251,1030567,16777216,1,"",0,1159200768,0,0,0,0,1160249344,0,0,-33554432,-16843010,-16843010,-16843010,16711422
205,"Metadata/Pet/BlackDragon/BlackDragonPremiumExpired_",4841,812259314,993176,65536,1,"",0,1167196160,0,0,0,0,1168244736,0,0,-33554432,-16843010,-16843010,-16843010,16711422
206,"Metadata/Pet/WhiteDragon/WhiteDragon",4842,-794736589,1022098,65536,1,"",0,1173225472,0,0,0,0,1174274048,0,0,-33554432,-16843010,-16843010,-16843010,16711422
207,"Metadata/Pet/WhiteDragon/WhiteDragonPremium",4843,1288047364,1001410,16777216,1,"",0,1180172288,0,0,0,0,1181220864,0,0,-33554432,-16843010,-16843010,-16843010,16711422
208,"Metadata/Pet/WhiteDragon/WhiteDragonPremiumExpired",4844,-200277409,1046095,65536,1,"",0,1188036608,0,0,0,0,1189085184,0,0,-33554432,-16843010,-16843010,-16843010,16711422
209,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragon",4845,377708432,1001747,0,1,"",0,1195376640,0,0,0,0,1196425216,0,0,-33554432,-16843010,-16843010,-16843010,16711422
210,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremium",4846,-1756953770,1020945,16777216,1,"",0,1203634176,0,0,0,0,1204682752,0,0,-33554432,-16843010,-16843010,-16843010,16711422
211,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremiumExpired",4847,-1333986362,1002426,0,1,"",0,1212809216,0,0,0,0,1213857792,0,0,-33554432,-16843010,-16843010,-16843010,16711422
212,"Metadata/Pet/Rat_White/Rat_White",4848,-824218111,565470,0,1,"",0,1218314240,0,0,0,0,1219362816,0,0,-33554432,-16843010,-16843010,-16843010,16711422
213,"Metadata/Pet/Cat/EmpyreanCat",4850,351333625,587785,65536,1,"",0,1223294976,0,0,0,0,1224343552,0,0,-33554432,-16843010,-16843010,-16843010,16711422
214,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremium",4851,-1036241127,587045,16777216,1,"",0,1232863232,0,0,0,0,1233911808,0,0,-33554432,-16843010,-16843010,-16843010,16711422
215,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremiumExpired",4852,-1477200867,529390,65536,1,"",0,1243348992,0,0,0,0,1244397568,0,0,-33554432,-16843010,-16843010,-16843010,16711422
216,"Metadata/Pet/EyrieFalcon/EyrieFalcon",4849,-1713751234,565988,0,1,"",0,1249378304,0,0,0,0,1250426880,0,0,-33554432,-16843010,-16843010,-16843010,16711422
217,"Metadata/Pet/ElderDarkseer/ElderDarkseer",4853,-1200578420,530684,0,1,"",0,1255931904,0,0,0,0,1256980480,0,0,-33554432,-16843010,-16843010,-16843010,16711422
218,"Metadata/Pet/ScientistLabRat/ScientistLabRat",4854,1784057639,583025,0,1,"",0,1263009792,0,0,0,0,1264058368,0,0,-33554432,-16843010,-16843010,-16843010,16711422
219,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyScientistPet",4855,765636684,564718,0,1,"",0,1271136256,0,0,0,0,1272184832,0,0,-33554432,-16843010,-16843010,-16843010,16711422
220,"Metadata/Pet/ThaumaturgDarkAdvisor/ThaumaturgDarkAdvisor",4856,-634510487,588103,0,1,"",0,1279787008,0,0,0,0,1280835584,0,0,-33554432,-16843010,-16843010,-16843010,16711422
221,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyProjectPet",4857,-1289796070,587013,0,1,"",0,1287651328,0,0,0,0,1288699904,0,0,-33554432,-16843010,-16843010,-16843010,16711422
222,"Metadata/Pet/ClockworkFireGolem/ClockworkFireGolem",4858,1647268096,537391,0,1,"",0,1295515648,0,0,0,0,1296564224,0,0,-33554432,-16843010,-16843010,-16843010,16711422
223,"Metadata/Pet/ClockworkLightningGolem/ClockworkLightningGolem",4859,1548704370,525885,0,1,"",0,1304690688,0,0,0,0,1305739264,0,0,-33554432,-16843010,-16843010,-16843010,16711422
224,"Metadata/Pet/ClockworkIceGolem/ClockworkIceGolem",4860,1636953097,560536,0,1,"",0,1312292864,0,0,0,0,1313341440,0,0,-33554432,-16843010,-16843010,-16843010,16711422
225,"Metadata/Pet/ClockworkStoneGolem/ClockworkStoneGolem",4861,964530077,571104,0,1,"",0,1320419328,0,0,0,0,1321467904,0,0,-33554432,-16843010,-16843010,-16843010,16711422
226,"Metadata/Pet/ClockworkChaosGolem/ClockworkChaosGolem",4862,12711227,587258,0,1,"",0,1328545792,0,0,0,0,1329594368,0,0,-33554432,-16843010,-16843010,-16843010,16711422
227,"Metadata/Pet/AfterlifeCat/AfterlifeCat",4863,-1472630421,579922,0,1,"",0,1334837248,0,0,0,0,1335885824,0,0,-33554432,-16843010,-16843010,-16843010,16711422
228,"Metadata/Pet/VoidSmall/VoidSmall",4864,-340890537,559097,0,1,"",0,1340342272,0,0,0,0,1341390848,0,0,-33554432,-16843010,-16843010,-16843010,16711422
229,"Metadata/Pet/VoidLarge/VoidLarge",4865,2010804744,525778,0,1,"",0,1345847296,0,0,0,0,1346895872,0,0,-33554432,-16843010,-16843010,-16843010,16711422
230,"Metadata/Pet/UltimateChaosTiger/UltimateChaosTiger",4866,1593254384,556807,0,1,"",0,1353711616,0,0,0,0,1354760192,0,0,-33554432,-16843010,-16843010,-16843010,16711422
231,"Metadata/Pet/PandemoniumPegasus/PandemoniumPegasus",4867,-1815458397,712297,0,1,"",0,1361575936,0,0,0,0,1362624512,0,0,-33554432,-16843010,-16843010,-16843010,16711422
232,"Metadata/Pet/Butterfly/Angelic/Angelic_Moth",4868,1915204720,575063,0,1,"",0,1368522752,0,0,0,0,1369571328,0,0,-33554432,-16843010,-16843010,-16843010,16711422
233,"Metadata/Pet/StygianSteed/HellSteedPet",4869,1967660000,683688,0,1,"",0,1374814208,0,0,0,0,1375862784,0,0,-33554432,-16843010,-16843010,-16843010,16711422
234,"Metadata/Pet/PandemoniumSpider/PandemoniumSpider",4870,-1303593183,527725,0,1,"",0,1382416384,0,0,0,0,1383464960,0,0,-33554432,-16843010,-16843010,-16843010,16711422
235,"Metadata/Pet/GlimmerwoodBeetle/GlimmerwoodBeetle",4871,-888618158,526426,0,1,"",0,1390018560,0,0,0,0,1391067136,0,0,-33554432,-16843010,-16843010,-16843010,16711422
236,"Metadata/Pet/NecroticTiger/NecroticTiger",4872,-257959428,534883,0,1,"",0,1396572160,0,0,0,0,1397620736,0,0,-33554432,-16843010,-16843010,-16843010,16711422
237,"Metadata/Pet/StygianSteed/StygianSteedPet",4873,-1186892880,772849,0,1,"",0,1403256832,0,0,0,0,1404305408,0,0,-33554432,-16843010,-16843010,-16843010,16711422
238,"Metadata/Pet/TencentGirl/TencentGirl01",4874,1055490576,703737,65536,1,"",0,1409548288,0,0,0,0,1410596864,0,0,-33554432,-16843010,-16843010,-16843010,16711422
239,"Metadata/Pet/TencentGirl/TencentGirl02",4875,-536993051,720155,16777216,1,"",0,1415839744,0,0,0,0,1416888320,0,0,-33554432,-16843010,-16843010,-16843010,16711422
240,"Metadata/Pet/TencentGirl/TencentGirl03",4876,-2113645156,710552,65536,1,"",0,1422131200,0,0,0,0,1423179776,0,0,-33554432,-16843010,-16843010,-16843010,16711422
241,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremium",4877,1991057839,546562,16777216,1,"",0,1431175168,0,0,0,0,1432223744,0,0,-33554432,-16843010,-16843010,-16843010,16711422
242,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremiumExpired",4878,-2099547165,586040,65536,1,"",0,1441136640,0,0,0,0,1442185216,0,0,-33554432,-16843010,-16843010,-16843010,16711422
243,"Metadata/Pet/BabyElephant/celestial/Celestial_BabyElephant",4879,468417742,681765,0,1,"",0,1450049536,0,0,0,0,1451098112,0,0,-33554432,-16843010,-16843010,-16843010,16711422
244,"Metadata/Pet/Corgi/Corgi",4880,-2038175744,552579,0,1,"",0,1454505984,0,0,0,0,1455554560,0,0,-33554432,-16843010,-16843010,-16843010,16711422
245,"Metadata/Pet/PomeranianDog/PomeranianDog",4881,1389011169,586283,0,1,"",0,1461059584,0,0,0,0,1462108160,0,0,-33554432,-16843010,-16843010,-16843010,16711422
246,"Metadata/Pet/ThaumaturgyDogs/LabradorPet",4882,-1044766023,582403,0,1,"",0,1467613184,0,0,0,0,1468661760,0,0,-33554432,-16843010,-16843010,-16843010,16711422
247,"Metadata/Pet/Cat/TabbyCatPet",4883,1036086800,545745,0,1,"",0,1472593920,0,0,0,0,1473642496,0,0,-33554432,-16843010,-16843010,-16843010,16711422
248,"Metadata/Pet/Cat/AmberCatPet",4884,1072171521,538089,0,1,"",0,1477574656,0,0,0,0,1478623232,0,0,-33554432,-16843010,-16843010,-16843010,16711422
249,"Metadata/Pet/Cat/CinnamonCatPet",4885,-1736893879,557616,0,1,"",0,1482948608,0,0,0,0,1483997184,0,0,-33554432,-16843010,-16843010,-16843010,16711422
250,"Metadata/Pet/GoddessPet/GoddessPet",4886,1603540092,543720,65536,1,"",0,1488715776,0,0,0,0,1489764352,0,0,-33554432,-16843010,-16843010,-16843010,16711422
251,"Metadata/Pet/GoddessPet/GoddessPetPremium",4887,-1167674521,788737,16777216,1,"",0,1495400448,0,0,0,0,1496449024,0,0,-33554432,-16843010,-16843010,-16843010,16711422
252,"Metadata/Pet/GoddessPet/GoddessPetPremiumExpired",4888,-210602924,821030,65536,1,"",0,1503002624,0,0,0,0,1504051200,0,0,-33554432,-16843010,-16843010,-16843010,16711422
253,"Metadata/Pet/Cat/HeistCalicoCatPet",4889,740386059,543018,0,1,"",0,1508769792,0,0,0,0,1509818368,0,0,-33554432,-16843010,-16843010,-16843010,16711422
254,"Metadata/Pet/Twilight_SunriseOrreyPet/SunriseOrreryPet",4890,696502847,582588,0,1,"",0,1517158400,0,0,0,0,1518206976,0,0,-33554432,-16843010,-16843010,-16843010,16711422
255,"Metadata/Pet/Wolf/SunriseWolf",4891,2058814415,686456,0,1,"",0,1522270208,0,0,0,0,1523318784,0,0,-33554432,-16843010,-16843010,-16843010,16711422
256,"Metadata/Pet/Twilight_NightfallCloud/NightfallCloud",4892,134216682,588821,0,1,"",0,1530265600,0,0,0,0,1531314176,0,0,-33554432,-16843010,-16843010,-16843010,16711422
257,"Metadata/Pet/Dragon/TwilightNightfallDragon",4893,630517146,1034254,65536,1,"",0,1537212416,0,0,0,0,1538260992,0,0,-33554432,-16843010,-16843010,-16843010,16711422
258,"Metadata/Pet/Dragon/TwilightNightfallDragonPremium",4894,733710925,1024502,16777216,1,"",0,1545076736,0,0,0,0,1546125312,0,0,-33554432,-16843010,-16843010,-16843010,16711422
259,"Metadata/Pet/Dragon/TwilightNightfallDragonPremiumExpired",4895,-1653609474,1013393,65536,1,"",0,1553858560,0,0,0,0,1554907136,0,0,-33554432,-16843010,-16843010,-16843010,16711422
260,"Metadata/Pet/Duck/Mallard",4896,-86043153,585520,0,1,"",0,1558446080,0,0,0,0,1559494656,0,0,-33554432,-16843010,-16843010,-16843010,16711422
261,"Metadata/Pet/Duck/ParadiseMale",4897,1182769078,580041,0,1,"",0,1563688960,0,0,0,0,1564737536,0,0,-33554432,-16843010,-16843010,-16843010,16711422
262,"Metadata/Pet/Duck/ParadiseFemale",4898,-1706493140,549220,0,1,"",0,1569193984,0,0,0,0,1570242560,0,0,-33554432,-16843010,-16843010,-16843010,16711422
263,"Metadata/Pet/DancingSkeleton/DancingSkeleton",4899,1476960374,587902,0,1,"",0,1576271872,0,0,0,0,1577320448,0,0,-33554432,-16843010,-16843010,-16843010,16711422
264,"Metadata/Pet/SurvivorHound/SurvivorHound",4900,631730235,546204,0,1,"",0,1582825472,0,0,0,0,1583874048,0,0,-33554432,-16843010,-16843010,-16843010,16711422
265,"Metadata/Pet/SurvivorHound/SurvivorPackHound",4901,-827001907,540025,0,1,"",0,1589903360,0,0,0,0,1590951936,0,0,-33554432,-16843010,-16843010,-16843010,16711422
266,"Metadata/Pet/SurvivorHound/DemonicHound",4902,-18819600,535312,16777216,1,"",0,1596325888,0,0,0,0,1597374464,0,0,-33554432,-16843010,-16843010,-16843010,16711422
267,"Metadata/Pet/SurvivorHound/DemonicHoundExpired",4903,-435633553,533607,65536,1,"",0,1603665920,0,0,0,0,1604714496,0,0,-33554432,-16843010,-16843010,-16843010,16711422
268,"Metadata/Pet/FreyaCompanion/Freya",4904,1678734048,661231,65536,1,"",0,1609302016,0,0,0,0,1610350592,0,0,-33554432,-16843010,-16843010,-16843010,16711422
269,"Metadata/Pet/FreyaCompanion/FreyaPremium",4905,-870399649,658753,16777216,1,"",0,1615855616,0,0,0,0,1616904192,0,0,-33554432,-16843010,-16843010,-16843010,16711422
270,"Metadata/Pet/FreyaCompanion/FreyaPremiumExpired",4906,-658979206,663234,65536,1,"",0,1623326720,0,0,0,0,1624375296,0,0,-33554432,-16843010,-16843010,-16843010,16711422
271,"Metadata/Pet/FreyaCompanion/FreyaSummerPremium",4907,-242243902,677709,16777216,1,"",0,1630666752,0,0,0,0,1631715328,0,0,-33554432,-16843010,-16843010,-16843010,16711422
272,"Metadata/Pet/FreyaCompanion/FreyaSummerPremiumExpired",4908,1749418984,682926,65536,1,"",0,1638924288,0,0,0,0,1639972864,0,0,-33554432,-16843010,-16843010,-16843010,16711422
273,"Metadata/Pet/ArcticFoxPet/ArcticFoxPet",4909,771065007,567642,0,1,"",0,1645215744,0,0,0,0,1646264320,0,0,-33554432,-16843010,-16843010,-16843010,16711422
274,"Metadata/Pet/MiserySmall/MiserySmall",4910,1625193225,531415,0,1,"",0,1651245056,0,0,0,0,1652293632,0,0,-33554432,-16843010,-16843010,-16843010,16711422
275,"Metadata/Pet/GothicHorrorGhostChild/misery/MiseryHorrorGhostChild",4911,-1528562566,546969,0,1,"",0,1661075456,0,0,0,0,1662124032,0,0,-33554432,-16843010,-16843010,-16843010,16711422
276,"Metadata/Pet/Cockroach/CockroachWarlord",4912,-230561467,531204,0,1,"",0,1667497984,0,0,0,0,1668546560,0,0,-33554432,-16843010,-16843010,-16843010,16711422
277,"Metadata/Pet/SufferingSpiritPet/SufferingSpiritPet",4913,-1762593688,680600,0,1,"",0,1675362304,0,0,0,0,1676410880,0,0,-33554432,-16843010,-16843010,-16843010,16711422
278,"Metadata/Pet/Rabbit/TintOrangeRabbit",4914,317916285,530062,0,1,"",0,1681391616,0,0,0,0,1682440192,0,0,-33554432,-16843010,-16843010,-16843010,16711422
279,"Metadata/Pet/Rabbit/BlackWhiteRabbit",4915,136846212,529324,0,1,"",0,1687420928,0,0,0,0,1688469504,0,0,-33554432,-16843010,-16843010,-16843010,16711422
280,"Metadata/Pet/Rabbit/WoolyWhiteRabbit",4916,-1411211538,537868,0,1,"",0,1693450240,0,0,0,0,1694498816,0,0,-33554432,-16843010,-16843010,-16843010,16711422
281,"Metadata/Pet/RenegadeImp/RenegadeImp",4917,1658385947,562371,0,1,"",0,1699479552,0,0,0,0,1700528128,0,0,-33554432,-16843010,-16843010,-16843010,16711422
282,"Metadata/Pet/GraspingHands/BreachSpawner",4918,-217464464,537209,0,1,"",0,1706033152,0,0,0,0,1707081728,0,0,-33554432,-16843010,-16843010,-16843010,16711422
283,"Metadata/Pet/Cherub/AbyssCherub/AbyssCherub",4919,-564115856,563216,0,1,"",0,1712979968,0,0,0,0,1714028544,0,0,-33554432,-16843010,-16843010,-16843010,16711422
284,"Metadata/Pet/TwilightHorsePet/TwilightSteedPet",4920,1724231041,838468,65536,1,"",0,1720320000,0,0,0,0,1721368576,0,0,-33554432,-16843010,-16843010,-16843010,16711422
285,"Metadata/Pet/TwilightHorsePet/TwilightPegasus",4921,1391966147,976180,16777216,1,"",0,1727528960,0,0,0,0,1728577536,0,0,-33554432,-16843010,-16843010,-16843010,16711422
286,"Metadata/Pet/TwilightHorsePet/TwilightPegasusPremiumExpired",4922,-1915434031,935429,65536,1,"",0,1736572928,0,0,0,0,1737621504,0,0,-33554432,-16843010,-16843010,-16843010,16711422
287,"Metadata/Pet/VaalToucan/VaalToucan",4923,-1697072647,533281,0,1,"",0,1742340096,0,0,0,0,1743388672,0,0,-33554432,-16843010,-16843010,-16843010,16711422
288,"Metadata/Pet/LightBringerCat/LightbringerCat",4924,688176123,561919,0,1,"",0,1749417984,0,0,0,0,1750466560,0,0,-33554432,-16843010,-16843010,-16843010,16711422
289,"Metadata/Pet/GryffonPets/LightBringerGryffon",4925,-826574644,702071,0,1,"",0,1756495872,0,0,0,0,1757544448,0,0,-33554432,-16843010,-16843010,-16843010,16711422
290,"Metadata/Pet/DarkShardFalcon/DarkShardFalcon",4926,237938,565617,0,1,"",0,1763573760,0,0,0,0,1764622336,0,0,-33554432,-16843010,-16843010,-16843010,16711422
291,"Metadata/Pet/GryffonPets/DarkShardGryffon",4927,-1668436410,668363,0,1,"",0,1770258432,0,0,0,0,1771307008,0,0,-33554432,-16843010,-16843010,-16843010,16711422
292,"Metadata/Pet/Hasina/Hasina01",4928,783269251,693036,65536,1,"",0,1775239168,0,0,0,0,1776287744,0,0,-33554432,-16843010,-16843010,-16843010,16711422
293,"Metadata/Pet/Hasina/Hasina02",4929,-1255348929,675859,16777216,1,"",0,1780219904,0,0,0,0,1781268480,0,0,-33554432,-16843010,-16843010,-16843010,16711422
294,"Metadata/Pet/Hasina/Hasina03",4930,-891108313,659141,65536,1,"",0,1785200640,0,0,0,0,1786249216,0,0,-33554432,-16843010,-16843010,-16843010,16711422
295,"Metadata/Pet/HasinaSpring/HasinaSpringPremium",4931,1282019953,548379,16777216,1,"",0,1792409600,0,0,0,0,1793458176,0,0,-33554432,-16843010,-16843010,-16843010,16711422
296,"Metadata/Pet/HasinaSpring/HasinaSpringPremiumExpired",4932,1974369172,527930,65536,1,"",0,1800536064,0,0,0,0,1801584640,0,0,-33554432,-16843010,-16843010,-16843010,16711422
297,"Metadata/Pet/ThaumaturgyDachshund/ThaumaturgyDachshund",4933,-45225371,530216,0,1,"",0,1808924672,0,0,0,0,1809973248,0,0,-33554432,-16843010,-16843010,-16843010,16711422
298,"Metadata/Pet/Cat/SoulkeeperCat",4934,1927954227,544217,0,1,"",0,1814167552,0,0,0,0,1815216128,0,0,-33554432,-16843010,-16843010,-16843010,16711422
299,"Metadata/Pet/ScavengerBat/ScavengerBat",4935,1265171745,570953,0,1,"",0,1820459008,0,0,0,0,1821507584,0,0,-33554432,-16843010,-16843010,-16843010,16711422
300,"Metadata/Pet/ScavengerLargeRat/ScavengerLargeRat",4936,909656609,554009,0,1,"",0,1828061184,0,0,0,0,1829109760,0,0,-33554432,-16843010,-16843010,-16843010,16711422
301,"Metadata/Pet/OverseerSmallPet/OverseerSmallPet",4937,-332180505,573396,0,1,"",0,1835401216,0,0,0,0,1836449792,0,0,-33554432,-16843010,-16843010,-16843010,16711422
