"rownum","GrantedEffectsKey","StatsKeys","StatsValuesPermille","[rid]","[rid]"
814,11148,[14194],[500],[],[]
815,11149,[14194],[500],[],[]
816,11144,[14179],[100],[],[]
817,11145,[14179],[100],[],[]
818,11146,[14179],[100],[],[]
819,11136,[12845],[2000],[],[]
820,11137,[19250],[2500],[],[]
821,11138,[12845],[2000],[],[]
822,11403,[12845],[2000],[],[]
823,11126,[15161],[50],[],[]
824,11127,[15161],[50],[],[]
825,11128,[15161],[50],[],[]
826,11159,[19184],[500],[],[]
827,11160,[19184],[500],[],[]
828,11161,[19184],[500],[],[]
829,11150,"[867,14252]","[50000,5000]",[],[]
830,11151,[356],[25000],[],[]
831,11152,[6034],[1000],[],[]
832,11183,[737],[-750],[],[]
833,11184,[737],[-750],[],[]
834,11185,[737],[-750],[],[]
835,11216,[14332],[100],[],[]
836,11217,[14332],[100],[],[]
837,11218,[12988],[750],[],[]
838,11168,[2611],[1000],[],[]
839,11125,[356],[100000],[],[]
840,11129,[14157],[250],[],[]
841,11130,[18291],[100],[],[]
842,11131,[14157],[250],[],[]
843,11153,[14370],[50],[],[]
844,11154,[14370],[50],[],[]
845,11155,[14370],[100],[],[]
846,11156,[19537],[500],[],[]
847,11157,[14585],[2000],[],[]
848,11158,[19537],[500],[],[]
849,11169,[14249],[50],[],[]
850,11170,[20395],[250],[],[]
851,11171,[14246],[250],[],[]
852,11162,[1786],[500],[],[]
853,11135,[1786],[500],[],[]
854,11163,[3625],[1000],[],[]
855,11164,[616],[2000],[],[]
856,11165,[3625],[1000],[],[]
857,11143,[14227],[50000],[],[]
858,11253,[9731],[1000],[],[]
859,11254,[9731],[1000],[],[]
860,11255,[9731],[1000],[],[]
861,11257,[6331],[1000],[],[]
862,11259,[14921],[1000],[],[]
863,11260,[14921],[1000],[],[]
864,11261,[14921],[2000],[],[]
865,11264,[14773],[250],[],[]
866,11266,[356],[75000],[],[]
867,11267,[356],[75000],[],[]
868,11270,[356],[75000],[],[]
869,11271,[461],[0],[],[]
870,11269,[356],[75000],[],[]
871,11272,[356],[75000],[],[]
872,11268,[356],[75000],[],[]
873,9809,[1931],[250],[],[]
874,11273,[13288],[250],[],[]
875,11274,[1931],[250],[],[]
876,2596,[231],[5000],[],[]
877,3080,[231],[5000],[],[]
878,2857,[231],[5000],[],[]
879,11333,[200],[1000],[],[]
880,11341,[13288],[500],[],[]
881,11338,[8080],[1000],[],[]
882,11339,[8080],[1000],[],[]
883,11340,[8080],[1000],[],[]
884,11334,[16449],[200],[],[]
885,11335,[19067],[200],[],[]
886,11336,[16449],[200],[],[]
887,11359,[461],[0],[],[]
888,11356,[3335],[1000],[],[]
889,11357,[3335],[1000],[],[]
890,11358,[3335],[1000],[],[]
891,11361,[18995],[100],[],[]
892,11362,[17306],[50],[],[]
893,11363,[18995],[100],[],[]
894,11365,[18995],[100],[],[]
895,11369,[2071],[500],[],[]
896,11370,[17395],[200],[],[]
897,7819,[18154],[25000],[],[]
898,11422,[461],[0],[],[]
899,11423,[485],[1000],[],[]
900,10255,[10907],[50],[],[]
901,10256,[461],[0],[],[]
902,11421,[3335],[500],[],[]
903,11424,[18465],[1],[],[]
904,11381,[18518],[100000],[],[]
905,11375,[166],[500],[],[]
906,11431,[461],[0],[],[]
907,11383,[1972],[500],[],[]
908,11373,[4751],[4000],[],[]
909,11382,[1837],[500],[],[]
910,11384,[610],[500],[],[]
911,11385,[24],[500],[],[]
912,11377,[610],[500],[],[]
913,11374,[11710],[1000],[],[]
914,11380,[63],[500],[],[]
915,11378,[1931],[250],[],[]
916,11379,[461],[250],[],[]
917,11372,[25],[500],[],[]
918,11371,[108],[500],[],[]
919,11376,[433],[500],[],[]
920,11386,[3335],[250],[],[]
921,11388,[3335],[500],[],[]
922,11390,[2602],[500],[],[]
923,11391,[12034],[1000],[],[]
924,11392,[20504],[500],[],[]
925,11393,[553],[1000],[],[]
926,11524,[24],[500],[],[]
927,11525,[3335],[1000],[],[]
928,11526,[3335],[1000],[],[]
929,11527,[3335],[1000],[],[]
930,11528,[3335],[2000],[],[]
931,11529,[3335],[1000],[],[]
932,11530,[3335],[1000],[],[]
