"rownum","Id","HASH16","ModTypeKey","Level","StatsKey1","StatsKey2","StatsKey3","StatsKey4","Domain","Name","GenerationType","Families","Stat1Min","Stat1Max","Stat2Min","Stat2Max","Stat3Min","Stat3Max","Stat4Min","Stat4Max","SpawnWeight_TagsKeys","SpawnWeight_Values","TagsKeys","GrantedEffectsPerLevelKeys","[i32]","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Min","Stat5Max","StatsKey5","FullAreaClear_AchievementItemsKey","AchievementItemsKey","GenerationWeight_TagsKeys","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Min","Stat6Max","StatsKey6","MaxLevel","bool","CraftingItemClassRestrictions","MonsterOnDeath","i32","[rid]","Heist_SubStatValue1","Heist_SubStatValue2","Heist_StatsKey0","Heist_StatsKey1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceTypes","ImplicitTagsKeys","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]","i32","[rid]"
4004,"MonsterImplicitFastAttack4",13324,100,1,70,"","","",3,"",3,[29],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-930874225,[],0,[]
4005,"MonsterImplicitFastAttack5",7690,100,1,70,"","","",3,"",3,[29],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-112400570,[],0,[]
4006,"MonsterImplicitFastAttack6",-13419,100,1,70,"","","",3,"",3,[29],15,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-353885827,[],0,[]
4007,"MonsterImplicitSlowAttack1",1700,100,1,70,"","","",3,"",3,[29],-40,-40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1385452593,[],0,[]
4008,"MonsterImplicitFastCast1",-23662,101,1,216,"","","",3,"",3,[28],35,35,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1076093873,[],0,[]
4009,"MonsterImplicitFastCast2",24637,101,1,216,"","","",3,"",3,[28],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1725761248,[],0,[]
4010,"MonsterImplicitSlowCast1",20847,101,1,216,"","","",3,"",3,[28],-40,-40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2011440779,[],0,[]
4011,"MonsterImplicitFastRun1",2242,129,1,177,"","","",3,"",3,[46],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-800335735,[],0,[]
4012,"MonsterImplicitFastRun2",24430,129,1,177,"","","",3,"",3,[46],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-412633079,[],0,[]
4013,"MonsterImplicitFastRun3",-30943,129,1,177,"","","",3,"",3,[46],150,150,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-802859260,[],0,[]
4014,"MonsterImplicitFastRun4",-12455,129,1,177,"","","",3,"",3,[46],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1252296189,[],0,[]
4015,"MonsterImplicitFastRun5",-13675,129,1,177,"","","",3,"",3,[46],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1721281549,[],0,[]
4016,"MonsterImplicitFastRunVinktars",5402,129,1,177,"","","",3,"",3,[46],25,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-272303394,[],0,[]
4017,"MonsterImplicitSlowRun1",-4771,129,1,177,"","","",3,"",3,[46],-40,-40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-2129433522,[],0,[]
4018,"MonsterImplicitVariableRun1_",17585,129,1,177,"","","",3,"",3,[46],-20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1170735481,[],0,[]
4019,"MonsterImplicitVariableRun2_",5782,129,1,177,"","","",3,"",3,[46],-20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-2097638290,[],0,[]
4020,"TormentedSpiritImplicitSlowRun",19744,129,1,177,"","","",3,"",3,[46],-10,-10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",767713506,[],0,[]
4021,"MonsterInvisibleIonCannonVariableSpeed",-22690,129,1,177,"","","",3,"",3,[46],0,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-455588986,[],0,[]
4022,"MonsterImplicitLifeRegen1",-25888,313,1,450,"","","",3,"",3,[109],80,80,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-650034271,[],0,[]
4023,"MonsterImplicitAuraEnergyShield1",23256,359,4,4603,"","","",3,"",3,[117],35,35,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,"",-506873071,[],0,[]
4024,"MonsterImplicitAuraEnergyShieldPerandus1_",-26711,359,1,4603,"","","",3,"",3,[117],25,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",775731605,[],0,[]
4025,"MonsterImplicitAuraEnergyShieldBubble1",5553,359,4,4603,"","","",3,"",3,[117],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,"",1082938685,[],0,[]
4026,"MonsterImplicitEvading1",-2146,44,1,120,"","","",3,"",3,[68],40,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,627]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1583393278,[],0,[]
4027,"MonsterImplicitSpellDamage",5122,998,1,25,"","","",3,"",3,[420],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[661,632,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",287966504,[],0,[]
4028,"MonsterFlaskRecoveryIncreaseKaomSummon",28238,315,1,458,"","","",3,"",3,[110],200,200,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-611600955,[],0,[]
4029,"MonsterReducedFlaskCharges",5045,315,1,458,"","","",3,"",3,[110],-95,-95,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",619525976,[],0,[]
4030,"ElderGuardianLightningMinionFlaskCharges",-26220,315,1,458,"","","",3,"",3,[110],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-14260558,[],0,[]
4031,"ElderGuardianFireMinionFlaskCharges",5357,315,1,458,"","","",3,"",3,[110],150,150,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",759380398,[],0,[]
4032,"ElderGuardianHolyMinionFlaskCharges",11691,315,1,458,"","","",3,"",3,[110],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1858880360,[],0,[]
4033,"ElderGuardianChaosMinionFlaskCharges",-21346,315,1,458,"","","",3,"",3,[110],-700,-700,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",72263888,[],0,[]
4034,"MonsterIgnoresDelveDarkness",-9709,7505,1,8313,"","","",3,"",3,[3505],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-990306582,[],0,[]
4035,"MonsterNoFlaskCharges",-4546,316,1,4529,"","","",3,"",3,[111],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",602328536,[],0,[]
4036,"MonsterCurseOnHitVulnerability",-23974,4483,1,2222,"","","",3,"",3,[2207],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,640]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",567640975,[],0,[]
4037,"MonsterCurseOnHitChanceVulnerability",-18435,4484,1,893,"","","",3,"",3,[2207],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,640]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1338701879,[],0,[]
4038,"MonsterCurseOnHitProjectileWeakness",25588,4641,1,5587,"","","",3,"",3,[2363],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,640]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1102651981,[],0,[]
4039,"MonsterIncursionArchitect",27436,4642,1,11668,"","","",3,"",3,[2364],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1399666753,[],0,[]
4040,"MonsterIncursionBoss",-7747,4643,1,11669,"","","",3,"",3,[2365],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1315549141,[],0,[]
4041,"LocalCriticalStrikeChance1",-14172,291,1,556,"","","",1,"of Needling",2,[74],10,14,0,0,0,0,0,0,"[8,0]","[1000,0]",[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",653717074,[],0,[]
4042,"LocalCriticalStrikeChance2",-29423,291,20,556,"","","",1,"of Stinging",2,[74],15,19,0,0,0,0,0,0,"[8,0]","[1000,0]",[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-833469629,[],0,[]
4043,"LocalCriticalStrikeChance3",2757,291,30,556,"","","",1,"of Piercing",2,[74],20,24,0,0,0,0,0,0,"[8,0]","[1000,0]",[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1095125892,[],0,[]
4044,"LocalCriticalStrikeChance4",25391,291,44,556,"","","",1,"of Puncturing",2,[74],25,29,0,0,0,0,0,0,"[8,0]","[1000,0]",[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",239758693,[],0,[]
4045,"LocalCriticalStrikeChance5",-16512,291,59,556,"","","",1,"of Penetrating",2,[74],30,34,0,0,0,0,0,0,"[8,0]","[1000,0]",[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",512598285,[],0,[]
4046,"LocalCriticalStrikeChance6",-21387,291,73,556,"","","",1,"of Incision",2,[74],35,38,0,0,0,0,0,0,"[8,0]","[1000,0]",[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1791477427,[],0,[]
4047,"LocalCriticalStrikeChanceUniqueOneHandMace1",31457,291,1,556,"","","",1,"",3,[74],25,25,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-434660106,[],0,[]
4048,"LocalCriticalStrikeChanceUniqueOneHandSword4",23494,291,1,556,"","","",1,"",3,[74],90,110,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-519783742,[],0,[]
4049,"LocalCriticalStrikeChanceUniqueDescentDagger1",-21120,291,1,556,"","","",1,"",3,[74],100,100,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1635699967,[],0,[]
4050,"LocalCriticalStrikeChanceUniqueDagger8",-31347,291,1,556,"","","",1,"",3,[74],40,50,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",475240926,[],0,[]
4051,"LocalCriticalStrikeChanceUniqueWand6_",-23182,291,1,556,"","","",1,"",3,[74],20,30,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",185773664,[],0,[]
4052,"LocalCriticalStrikeChanceUniqueSceptre9",-756,291,1,556,"","","",1,"",3,[74],30,40,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",728290916,[],0,[]
4053,"LocalCriticalStrikeChanceUniqueOneHandAxe8_",-6520,291,1,556,"","","",1,"",3,[74],30,50,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1939313951,[],0,[]
4054,"LocalCriticalStrikeChanceUniqueStaff14",-802,291,1,556,"","","",1,"",3,[74],20,35,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1706924387,[],0,[]
4055,"LocalCriticalStrikeChanceUniqueTwoHandMace6",6266,291,1,556,"","","",1,"",3,[74],30,40,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1989373673,[],0,[]
4056,"LocalCriticalMultiplier1",-24726,223,8,95,"","","",1,"of Ire",2,[77],10,14,0,0,0,0,0,0,"[8,0]","[1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-202281829,[],0,[]
4057,"LocalCriticalMultiplier2",-6966,223,21,95,"","","",1,"of Anger",2,[77],15,19,0,0,0,0,0,0,"[8,0]","[1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",322172921,[],0,[]
4058,"LocalCriticalMultiplier3",7777,223,30,95,"","","",1,"of Rage",2,[77],20,24,0,0,0,0,0,0,"[8,0]","[1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-2006215158,[],0,[]
4059,"LocalCriticalMultiplier4",-6629,223,44,95,"","","",1,"of Fury",2,[77],25,29,0,0,0,0,0,0,"[8,0]","[1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-367457278,[],0,[]
4060,"LocalCriticalMultiplier5",-26076,223,59,95,"","","",1,"of Ferocity",2,[77],30,34,0,0,0,0,0,0,"[8,0]","[1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1325192409,[],0,[]
4061,"LocalCriticalMultiplier6",25466,223,73,95,"","","",1,"of Destruction",2,[77],35,38,0,0,0,0,0,0,"[8,0]","[1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",680086515,[],0,[]
4062,"LocalCriticalMultiplierUniqueBow3",23069,223,1,95,"","","",1,"",3,[77],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",994337113,[],0,[]
4063,"LocalCriticalMultiplierUniqueClaw2",-21941,223,1,95,"","","",1,"",3,[77],40,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-938319271,[],0,[]
4064,"LocalCriticalMultiplierUniqueDagger4",1149,223,1,95,"","","",1,"",3,[77],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1319127774,[],0,[]
4065,"LocalCriticalMultiplierUniqueOneHandSword4",27538,223,1,95,"","","",1,"",3,[77],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",858544318,[],0,[]
4066,"FlaskLevelRequirement7",27078,303,4,"","","","",2,"",3,[105],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",357596310,[],0,[]
4067,"FlaskLevelRequirement8",-3536,303,10,"","","","",2,"",3,[105],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",820167378,[],0,[]
4068,"FlaskLevelRequirement10",-22685,303,13,"","","","",2,"",3,[105],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",641565022,[],0,[]
4069,"FlaskLevelRequirement14Real_",-29363,303,18,"","","","",2,"",3,[105],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1855972306,[],0,[]
4070,"FlaskLevelRequirement14",21916,303,8,"","","","",2,"",3,[105],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1787379478,[],0,[]
4071,"FlaskLevelRequirement18",28038,303,15,"","","","",2,"",3,[105],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1583297498,[],0,[]
4072,"FlaskLevelRequirement20",2708,303,25,"","","","",2,"",3,[105],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",155845598,[],0,[]
4073,"FlaskLevelRequirement22",-4233,303,28,"","","","",2,"",3,[105],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",272957235,[],0,[]
4074,"FlaskLevelRequirement26",-1491,303,23,"","","","",2,"",3,[105],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-596892095,[],0,[]
4075,"FlaskLevelRequirement27",2470,303,34,"","","","",2,"",3,[105],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1509118037,[],0,[]
4076,"FlaskLevelRequirement30",32706,303,38,"","","","",2,"",3,[105],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-963004069,[],0,[]
4077,"FlaskLevelRequirement34",-3250,303,30,"","","","",2,"",3,[105],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1510189389,[],0,[]
