"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid","i32","i32","[rid]","[rid]","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","i32","EPKFile","i32","MonsterConditionalEffectPacksKey","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","AddonMonsterTypeIndex","i32","i32","i32","i32","i32","bool","BossHealthBar","bool"
1666,"Metadata/Monsters/Dominusdemon/DominusDemonMapBossStandalone__",842,30,4,6,24,"[""Metadata/Monsters/Dominusdemon/DominusDemon.act""]","[""Metadata/Monsters/Dominusdemon/Dominusdemon.ao""]","Metadata/Monsters/Dominusdemon/MapDominusdemonStandalone","[3939,22890]",1,"","",100,4,6,2,1,0,"[56,799,806,777,774,141,803,764,31,29,765,32,118,820,826]",200,[],135,135,700,500,0,"[2572,2577,2597,2777,381]","Metadata/Monsters/Dominusdemon/DominusDemonMapBoss.ais",[],"",1,"The Hallowed Husk",240,400,1245,[],[],"","","","",0,[],[7198],[],"",1,6,100,0,0,100,-17633,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1667,"Metadata/Monsters/Dominusdemon/DominusDemonMapBossElder",842,30,4,6,24,"[""Metadata/Monsters/Dominusdemon/DominusDemon.act""]","[""Metadata/Monsters/Dominusdemon/Dominusdemon.ao""]","Metadata/Monsters/ElderBosses/ElderBossClone",[],1,"","",100,4,3,2,1,0,"[56,827,799,806,791,141,803,830,31,29,118,820]",200,[],135,135,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"The Hallowed Husk",240,400,1245,[],[],"","","","",0,[],[7198],[],"",1,6,100,0,0,100,16397,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1668,"Metadata/Monsters/Dominusdemon/DominusDemonMapBossShaper",842,30,4,6,24,"[""Metadata/Monsters/Dominusdemon/DominusDemon.act""]","[""Metadata/Monsters/Dominusdemon/Dominusdemon.ao""]","Metadata/Monsters/Dominusdemon/MapDominusdemonShaper",[],1,"","",100,4,6,2,1,0,"[56,873,799,806,777,774,141,803,764,681,31,29,765,32,118,820]",200,[],135,135,700,500,0,"[2572,2577,2597,2708,2777,381]","Metadata/Monsters/Dominusdemon/DominusDemonMapBoss.ais",[],"",1,"The Hallowed Husk",240,400,1245,[],[],"","","","",0,[],[7198],[],"",1,6,100,0,0,100,31807,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1669,"Metadata/Monsters/Dominusdemon/DominusDemonMapBossPantheon",842,30,4,6,24,"[""Metadata/Monsters/Dominusdemon/DominusDemon.act""]","[""Metadata/Monsters/Dominusdemon/Dominusdemon.ao""]","Metadata/Monsters/Dominusdemon/MapDominusdemonPantheon",[],1,"","",100,4,6,2,1,0,"[56,799,806,777,774,141,803,764,31,29,765,32,118,820]",200,[],105,105,700,500,0,"[2572,2577,2597,2708,2777,381]","Metadata/Monsters/Dominusdemon/DominusDemonMapBoss.ais",[],"",1,"The Hallowed Husk",240,400,1245,[],[],"","","","",0,[976],[7198],[],"",1,6,100,0,0,100,19336,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1670,"Metadata/Monsters/SandSpitters/SandSpitterSewers",39,20,2,6,30,"[""Metadata/Monsters/SandSpitters/SandSpitter2.act""]","[""Metadata/Monsters/SandSpitters/SandSpitter4.ao""]","Metadata/Monsters/SandSpitters/SandSpitter",[],1,"","",100,1,6,9,3,0,"[72,767,792,808,75,791,32,118,801]",100,[],105,105,700,500,0,"[569,11092,4559]","Metadata/Monsters/SandSpitters/SandSpitter.ais",[],"",1,"Sewage Crawler",90,70,990,[],[],"","","","",0,[],[],[711],1,1,6,100,0,0,100,26069,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,70,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1671,"Metadata/Monsters/SandSpitters/SandSpitterSewersMaps",44,20,2,6,30,"[""Metadata/Monsters/SandSpitters/SandSpitter2.act""]","[""Metadata/Monsters/SandSpitters/SandSpitter4.ao""]","Metadata/Monsters/SandSpitters/SandSpitter",[],1,"","",100,1,6,9,3,0,"[72,767,792,808,75,791,32,118,801]",100,[],105,105,700,500,0,"[569,11092,4559]","Metadata/Monsters/SandSpitters/SandSpitter.ais",[],"",1,"Sewage Crawler",68,70,990,[],[],"","","","",0,[],[],[711],1,1,6,100,0,0,100,-22772,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,70,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1672,"Metadata/Monsters/SandSpitters/SandSpitterPoison",39,20,2,6,30,"[""Metadata/Monsters/SandSpitters/SandSpitter2.act""]","[""Metadata/Monsters/SandSpitters/SandSpitter5.ao""]","Metadata/Monsters/SandSpitters/SandSpitter",[],1,"","",100,1,6,9,3,0,"[72,769,792,808,75,791,32,118,801]",100,[],105,105,700,500,0,"[572,11092,4559]","Metadata/Monsters/SandSpitters/SandSpitter.ais",[],"",1,"Toxic Crawler",90,70,990,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,-1689,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,70,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1673,"Metadata/Monsters/Skeletons/SkeletonMeleeSword",111,11,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/Skeleton",[6298],1,"","",100,3,6,2,8,20,"[813,122,777,774,796,764,30,31,765,51,820,73,801]",100,[],105,105,700,500,0,[382],"Metadata/Monsters/Skeletons/SkeletonMelee.ais",[],"",8,"Flayed Warrior",160,90,975,[7336],[],"",9,"","",0,[],[],[683],1,1,1,100,0,0,2,-15225,"","","","",19,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,90,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1674,"Metadata/Monsters/Skeletons/SkeletonMeleeSwordHellscape",111,11,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/Skeleton",[6298],1,"","",100,3,6,2,8,20,"[813,122,777,774,764,30,31,765,51,820,73,801]",100,[],105,105,700,500,0,[382],"Metadata/Monsters/Skeletons/SkeletonMelee.ais",[],"",8,"Flayed Warrior",160,90,975,[7336],[],"",9,"","",0,[],[],[683],1,1,1,100,0,0,2,29299,"","","","",19,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,90,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueHellscape/HellscapeMonsterAddon""]",0,0,0,0,0,"","",""
1675,"Metadata/Monsters/Skeletons/SkeletonMeleeSword2",133,11,3,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/Skeleton",[6298],1,"","",100,3,6,2,8,50,"[813,122,777,774,796,764,30,31,765,51,820,73,801]",100,[],105,105,700,500,0,[381],"Metadata/Monsters/Skeletons/SkeletonMelee.ais",[],"",8,"Restless Labourer",100,90,1605,[7336],[],"",9,"","",0,[],[],[691],1,1,1,100,0,0,2,-15566,"","","","",19,"",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,90,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1676,"Metadata/Monsters/Skeletons/SkeletonBowLightning2",506,11,3,6,40,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonRanged.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/SkeletonRanged",[6298],1,"","",100,3,6,4,8,20,"[813,122,786,48,768,796,31,29,765,822,32,51,73,801]",120,[],105,105,700,500,0,"[382,1845]","Metadata/Monsters/Skeletons/ArcherLightningArrow.ais",[],"",8,"Restless Archer",120,96,1290,[14257],[7375],14256,13,"","",0,[],[],[],1,1,1,100,0,0,2,14837,"","","","",20,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,96,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1677,"Metadata/Monsters/Skeletons/SkeletonBowLightning2Hellscape",506,11,3,6,40,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonRanged.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/SkeletonRanged",[6298],1,"","",100,3,6,4,8,20,"[813,122,786,48,768,31,29,765,822,32,51,73,801]",120,[],105,105,700,500,0,"[382,1845]","Metadata/Monsters/Skeletons/ArcherLightningArrow.ais",[],"",8,"Restless Archer",120,96,1290,[14257],[7375],14256,13,"","",0,[],[],[],1,1,1,100,0,0,2,10305,"","","","",20,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,96,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueHellscape/HellscapeMonsterAddon""]",0,0,0,0,0,"","",""
1678,"Metadata/Monsters/Skeletons/SkeletonBowLightning2Magic",506,11,3,6,40,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonRanged.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/SkeletonRangedMagic",[6298],1,"","",100,3,6,4,8,20,"[813,122,786,48,768,796,31,29,765,822,32,51,73,801]",120,[],105,105,700,500,0,"[382,1845]","Metadata/Monsters/Skeletons/ArcherLightningArrow.ais",[],"",8,"Restless Archer",120,96,1290,[14257],[7375],14256,13,"","",0,[],[],[],"",1,1,100,0,0,2,-18162,"","","","",20,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,96,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1679,"Metadata/Monsters/Skeletons/SkeletonBowLightning3",506,11,3,6,40,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonRanged.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/SkeletonRanged",[6298],1,"","",100,3,6,4,8,50,"[813,122,786,48,768,796,31,29,765,822,32,51,73,801]",120,[],105,105,700,500,0,"[382,1845]","Metadata/Monsters/Skeletons/ArcherLightningArrow.ais",[],"",8,"Flayed Archer",120,96,1290,[14257],[7375],14256,13,"","",0,[],[],[],1,1,1,100,0,0,2,-19494,"","","","",20,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,96,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1680,"Metadata/Monsters/Skeletons/SkeletonMeleeFire2",143,15,3,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonInferno.ao""]","Metadata/Monsters/Skeletons/SkeletonFireLightning","[4597,6298]",1,"","",100,3,6,1,8,20,"[813,122,819,784,774,796,764,30,765,51,73,801]",120,[],105,105,700,500,0,[381],"Metadata/Monsters/Skeletons/SkeletonMelee.ais",[],"",8,"Scorched Guard",144,108,1605,[7331],[],"",11,"","",0,[],[],[689],1,1,1,100,0,0,2,-21304,"","","","",19,"",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,108,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1681,"Metadata/Monsters/Skeletons/SkeletonMeleeFire2Maps",144,15,3,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonInferno.ao""]","Metadata/Monsters/Skeletons/SkeletonFireLightning","[6298,12637]",1,"","",100,3,6,1,8,20,"[813,122,819,784,774,796,764,30,765,51,73,801]",120,[],105,105,700,500,0,[381],"Metadata/Monsters/Skeletons/SkeletonMelee.ais",[],"",8,"Scorched Guard",130,108,1605,[7331],[],"",11,"","",0,[],[],[689],1,1,6,100,0,0,100,-25076,"","","","",19,"",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,108,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1682,"Metadata/Monsters/Skeletons/SkeletonCasterFire5",175,14,3,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterFire.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterFire.ao""]","Metadata/Monsters/Skeletons/SkeletonCasterFire",[6298],1,"","",100,3,6,2,8,0,"[813,122,34,766,791,796,30,32,51,820,73,801]",120,[],70,105,700,500,0,[825],"Metadata/Monsters/Skeletons/SkeletonCaster.ais",[],"",8,"Scorched Mage",60,84,1605,[],[],"","","","",0,[],[],[],"",1,1,100,0,0,2,15322,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1683,"Metadata/Monsters/Skeletons/SkeletonCasterFireMultipleProjectiles2",175,14,3,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterFire.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterFire.ao""]","Metadata/Monsters/Skeletons/SkeletonCasterFire","[6298,6294,12156]",1,"","",100,3,6,2,8,0,"[813,122,34,766,791,796,30,32,51,820,73,801]",120,[],70,105,700,500,0,[825],"Metadata/Monsters/Skeletons/SkeletonCaster.ais",[],"",8,"Incinerated Mage",60,84,1605,[],[],"","","","",0,[],[],[],1,1,1,100,0,0,2,23580,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1684,"Metadata/Monsters/Skeletons/SkeletonCasterFireMultipleProjectiles2Hellscape",175,14,3,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterFire.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterFire.ao""]","Metadata/Monsters/Skeletons/SkeletonCasterFire","[6298,6294,12156]",1,"","",100,3,6,2,8,0,"[813,122,34,766,791,30,32,51,820,73,801]",120,[],70,105,700,500,0,[825],"Metadata/Monsters/Skeletons/SkeletonCaster.ais",[],"",8,"Incinerated Mage",60,84,1605,[],[],"","","","",0,[],[],[],1,1,1,100,0,0,2,5155,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueHellscape/HellscapeMonsterAddon""]",0,0,0,0,0,"","",""
1685,"Metadata/Monsters/Skeletons/SkeletonCasterFireMultipleProjectiles2Magic",175,14,3,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterFire.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterFire.ao""]","Metadata/Monsters/Skeletons/SkeletonCasterMagic","[6298,6294]",1,"","",100,3,6,2,8,0,"[813,122,34,766,791,796,30,32,51,820,73,801]",120,[],70,105,700,500,0,[825],"Metadata/Monsters/Skeletons/SkeletonCaster.ais",[],"",8,"Incinerated Mage",60,84,1605,[],[],"","","","",0,[],[],[],"",1,1,100,0,0,2,-14000,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1686,"Metadata/Monsters/Skeletons/SkeletonCasterColdMultipleProjectiles2",177,10,3,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterCold.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterCold.ao""]","Metadata/Monsters/Skeletons/SkeletonCasterCold","[6294,6298]",1,"","",100,3,6,2,8,0,"[813,122,34,767,791,796,29,32,51,820,73,801]",120,[],70,105,700,500,0,[832],"Metadata/Monsters/Skeletons/SkeletonCaster.ais",[],"",8,"Enlightened Vicar",60,84,1605,[],[],"","","","",0,[],[],[],1,1,1,100,0,0,2,15501,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1687,"Metadata/Monsters/Skeletons/SkeletonMeleeCold2",150,15,3,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonFrosty.ao""]","Metadata/Monsters/Skeletons/SkeletonCold","[4600,6298]",1,"","",100,3,6,3,8,20,"[821,813,122,780,774,796,764,765,51,73,801]",120,[],105,105,700,500,0,[381],"Metadata/Monsters/Skeletons/SkeletonMelee.ais",[],"",8,"Bleak Aspirant",144,108,1605,[7358],[],"",12,"","",0,[],[],[697],1,1,1,100,0,0,2,16174,"","","","",19,"",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,108,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1688,"Metadata/Monsters/Skeletons/SkeletonMeleeCold2Hellscape__",150,15,3,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonFrosty.ao""]","Metadata/Monsters/Skeletons/SkeletonCold","[4600,6298]",1,"","",100,3,6,3,8,20,"[821,813,122,780,774,764,765,51,73,801]",120,[],105,105,700,500,0,[381],"Metadata/Monsters/Skeletons/SkeletonMelee.ais",[],"",8,"Bleak Aspirant",144,108,1605,[7358],[],"",12,"","",0,[],[],[697],1,1,1,100,0,0,2,27223,"","","","",19,"",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,108,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueHellscape/HellscapeMonsterAddon""]",0,0,0,0,0,"","",""
1689,"Metadata/Monsters/Skeletons/SkeletonMeleeCold2Magic",150,15,3,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonFrosty.ao""]","Metadata/Monsters/Skeletons/SkeletonColdMagic","[4600,6298]",1,"","",100,3,6,3,8,20,"[821,813,122,780,774,796,764,765,51,73,801]",120,[],105,105,700,500,0,[381],"Metadata/Monsters/Skeletons/SkeletonMelee.ais",[],"",8,"Bleak Aspirant",144,108,1605,[7358],[],"",12,"","",0,[],[],[697],"",1,1,100,0,0,2,23965,"","","","",19,"",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,108,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1690,"Metadata/Monsters/Skeletons/SkeletonMeleeLightning4",153,15,3,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeletoncoil.ao""]","Metadata/Monsters/Skeletons/SkeletonFireLightning","[4603,6298]",1,"","",100,3,6,2,8,20,"[813,122,777,774,796,764,30,765,51,820,73,801]",120,[],105,105,700,500,0,[381],"Metadata/Monsters/Skeletons/SkeletonMelee.ais",[],"",8,"Crackling Acolyte",144,108,1605,[9494],[],"",9,"","",0,[],[],[],"",1,1,100,0,0,2,-9163,"","","","",19,"",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,108,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1691,"Metadata/Monsters/Skeletons/SkeletonCasterCold5",177,10,3,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterCold.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterCold.ao""]","Metadata/Monsters/Skeletons/SkeletonCasterCold",[6298],1,"","",100,3,6,2,8,0,"[813,122,34,767,791,796,29,32,51,820,73,801]",120,[],70,105,700,500,0,[832],"Metadata/Monsters/Skeletons/SkeletonCaster.ais",[],"",8,"Bleak Vicar",60,84,1605,[],[],"","","","",0,[],[],[698],1,1,1,100,0,0,2,-4805,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1692,"Metadata/Monsters/Skeletons/SkeletonCasterLightning6",181,10,3,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterLightning.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterLightning.ao""]","Metadata/Monsters/Skeletons/SkeletonCasterLightning",[6298],1,"","",100,3,6,2,8,0,"[813,122,34,791,768,796,30,29,32,51,820,73,801]",120,[],70,105,700,500,0,[838],"Metadata/Monsters/Skeletons/SkeletonCaster.ais",[],"",8,"Crackling Vicar",60,84,1605,[],[],"","","","",0,[],[],[],"",1,1,100,0,0,2,-10357,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1693,"Metadata/Monsters/Snake/SnakeScorpion",744,30,3,6,8,"[""Metadata/Monsters/Snake/SnakeScorpion.act""]","[""Metadata/Monsters/Snake/Snake4/Snake4.ao""]","Metadata/Monsters/Snake/SnakeRanged",[4604],1,"","",100,2,6,6,2,0,"[72,74,792,787,774,807,803,764,31,29,765,32,118,50]",125,[],105,105,700,500,0,"[382,1541]","Metadata/Monsters/Snake/SnakeScorpion.ais",[6205],"",1,"Spine Serpent",124,94,1095,[],[],"","","","",0,[],[],[685],1,1,6,100,0,0,100,-26637,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1694,"Metadata/Monsters/Snake/SnakeScorpionTEMPBESTIARY",744,30,3,6,8,"[""Metadata/Monsters/Snake/SnakeScorpion.act""]","[""Metadata/Monsters/Snake/Snake4/Snake4.ao""]","Metadata/Monsters/LeagueBestiary/TEMPBestiaryCraftSpawnedMonster",[4604],1,"","",100,2,6,6,2,0,"[72,74,792,791,807,803,764,31,29,765,32,118,50]",125,[],105,105,700,500,0,"[382,1541,8127]","Metadata/Monsters/Snake/SnakeScorpion.ais",[6205],"",1,"Spine Serpent",124,94,1095,[],[],"","","","",0,[],[],[685],1,1,6,100,0,0,100,-29632,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1695,"Metadata/Monsters/Snake/SnakeScorpion2",744,30,3,6,8,"[""Metadata/Monsters/Snake/SnakeScorpion.act""]","[""Metadata/Monsters/Snake/Snake4/Snake4.ao""]","Metadata/Monsters/Snake/SnakeRanged",[4604],1,"","",100,2,6,6,2,0,"[72,74,792,787,774,807,803,764,31,29,765,32,118,50]",125,[],105,105,700,500,0,"[382,1541]","Metadata/Monsters/Snake/SnakeScorpion.ais",[6205],"",1,"Infested Serpent",124,94,1095,[],[],"","","","",0,[],[],[],1,1,4,100,0,0,62,28115,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1696,"Metadata/Monsters/Snake/SnakeScorpionMultiShot",744,30,3,6,8,"[""Metadata/Monsters/Snake/SnakeScorpion.act""]","[""Metadata/Monsters/Snake/Snake4/Snake4.ao""]","Metadata/Monsters/Snake/SnakeRanged","[4604,6294]",1,"","",100,2,6,6,2,0,"[72,74,792,787,774,807,803,764,31,29,765,32,118,50]",125,[],105,105,700,500,0,"[382,1541]","Metadata/Monsters/Snake/SnakeScorpion.ais",[6205],"",1,"Barb Serpent",124,94,1095,[],[],"","","","",0,[],[],[692],1,1,6,100,0,0,100,-26082,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1697,"Metadata/Monsters/Snake/SnakeScorpionMultiShot2_",745,30,3,6,8,"[""Metadata/Monsters/Snake/SnakeScorpion.act""]","[""Metadata/Monsters/Snake/Snake4/Snake4.ao""]","Metadata/Monsters/Snake/SnakeRanged","[4604,6294]",1,"","",100,2,6,6,2,0,"[72,74,792,787,774,807,803,764,31,29,765,32,118,50]",135,[],105,105,700,500,0,"[382,1541]","Metadata/Monsters/Snake/SnakeScorpion.ais",[6205],"",1,"Sand Serpent",149,108,1095,[],[],"","","","",0,[],[],[692],1,1,4,65,0,0,65,1978,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,108,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1698,"Metadata/Monsters/Snake/SnakeScorpionMultiShot2_AtlasUber",746,30,3,6,8,"[""Metadata/Monsters/Snake/SnakeScorpion.act""]","[""Metadata/Monsters/Snake/Snake5/Snake5_invasion.ao""]","Metadata/Monsters/Snake/SnakeRanged","[4604,6294]",1,"","",100,2,6,6,2,0,"[72,74,792,787,774,807,803,764,31,29,765,32,118,50]",200,[],105,105,700,500,0,"[382,3659]","Metadata/Monsters/Snake/SnakeScorpion.ais",[6205],"",1,"Sanguine Serpent",140,110,1095,[],[],"","","","",0,[],[],[692],1,1,4,65,0,0,65,-6887,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,110,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/AtlasUbers/AtlasUberMonsterBase""]",0,0,0,0,0,"","",""
