"rownum","Id","Name","IsCategory","Category","bool","row","bool","i32","i32"
352,"WarlordsMarkMtx","Warlord's Mark","",9,"",28,"",-16843010,-16843010
353,"Theme","Theme","","","",28,"",-16843010,-16843010
354,"InfernalTheme","Infernal","",353,"",28,"",-16843010,-16843010
355,"NecroticTheme","Necrotic","",353,"",28,"",-16843010,-16843010
356,"BreachTheme","Breach","",353,"",28,"",-16843010,-16843010
357,"LegacyTheme","Legacy","",353,"",28,"",-16843010,-16843010
358,"GoreTheme","Gore","",353,"",28,"",-16843010,-16843010
359,"GhostflameTheme","Ghostflame","",353,"",28,"",-16843010,-16843010
360,"GloomTheme","Gloom","",353,"",28,"",-16843010,-16843010
361,"DragonTheme","Dragon","",353,"",28,"",-16843010,-16843010
362,"DemonicTheme","Demonic","",353,"",28,"",-16843010,-16843010
363,"DeicideTheme","Deicide","",353,"",28,"",-16843010,-16843010
364,"ArcticTheme","Arctic","",353,"",28,"",-16843010,-16843010
365,"ArcaneTheme","Arcane","",353,"",28,"",-16843010,-16843010
366,"SteampunkTheme","Steam-Powered","",353,"",28,"",-16843010,-16843010
367,"VampiricTheme","Vampiric","",353,"",28,"",-16843010,-16843010
368,"VerdantTheme","Verdant","",353,"",28,"",-16843010,-16843010
369,"SeraphTheme","Seraph","",353,"",28,"",-16843010,-16843010
370,"ProphecyTheme","Prophecy","",353,"",28,"",-16843010,-16843010
371,"ConsumableTheme","Consumable","",353,"",28,"",-16843010,-16843010
372,"EbonyTheme","Ebony","",353,"",28,"",-16843010,-16843010
373,"RadiantTheme","Radiant","",353,"",28,"",-16843010,-16843010
374,"LightningTheme","Lightning","",353,"",28,"",-16843010,-16843010
375,"AcidTheme","Acid","",353,"",28,"",-16843010,-16843010
376,"CrimsonTheme","Crimson","",353,"",28,"",-16843010,-16843010
377,"CelestialTheme","Celestial","",353,"",28,"",-16843010,-16843010
378,"GoldenTheme","Golden","",353,"",28,"",-16843010,-16843010
379,"PurpleTheme","Purple","",353,"",28,"",-16843010,-16843010
380,"EmeraldTheme","Emerald","",353,"",28,"",-16843010,-16843010
381,"DanceTheme","Dance","",353,"",28,"",-16843010,-16843010
382,"AnimalTheme","Animal","",353,"",28,"",-16843010,-16843010
383,"TribalTheme","Tribal","",353,"",28,"",-16843010,-16843010
384,"ChallengeRewardsTheme","Challenge Rewards","",353,"",28,"",-16843010,-16843010
385,"ClosedBetaSupporterPacksTheme","Closed Beta Supporter Packs","",353,"",28,"",-16843010,-16843010
386,"OpenBetaSupporterPacksTheme","Open Beta Supporter Packs","",353,"",28,"",-16843010,-16843010
387,"ReleaseSupporterPacksTheme","Release Supporter Packs","",353,"",28,"",-16843010,-16843010
388,"ForsakenMastersTheme","Forsaken Masters","",353,"",28,"",-16843010,-16843010
389,"AwakeningTheme","Awakening","",353,"",28,"",-16843010,-16843010
390,"AscendancyTheme","Ascendancy","",353,"",28,"",-16843010,-16843010
391,"AtlasTheme","Atlas","",353,"",28,"",-16843010,-16843010
392,"FallofOriathTheme","Fall of Oriath","",353,"",28,"",-16843010,-16843010
393,"MiscellaneousTheme","Miscellaneous","",353,"",28,"",-16843010,-16843010
394,"UltimateChaosTheme","Ultimate Chaos","",353,"",28,"",-16843010,-16843010
395,"PureLightTheme","Pure Light","",353,"",28,"",-16843010,-16843010
396,"HarbingerTheme","Harbinger","",353,"",28,"",-16843010,-16843010
397,"PitchBlackTheme","Pitch Black","",353,"",28,"",-16843010,-16843010
398,"WastelandWarriorTheme","Wasteland Warrior","",353,"",28,"",-16843010,-16843010
399,"DesertTheme","Desert","",353,"",28,"",-16843010,-16843010
400,"ExecutionerTheme","Executioner","",353,"",28,"",-16843010,-16843010
401,"FireTheme","Fire","",353,"",28,"",-16843010,-16843010
402,"IceTheme","Ice","",353,"",28,"",-16843010,-16843010
403,"PolarTheme","Polar","",353,"",28,"",-16843010,-16843010
404,"LichTheme","Lich","",353,"",28,"",-16843010,-16843010
405,"FireAndIceTheme","Fire and Ice","",353,"",28,"",-16843010,-16843010
406,"AbyssTheme","Abyss","",353,"",28,"",-16843010,-16843010
407,"HalloweenTheme","Halloween","",353,"",28,"",-16843010,-16843010
408,"CultistTheme","Cultist","",353,"",28,"",-16843010,-16843010
409,"WarlockTheme","Warlock","",353,"",28,"",-16843010,-16843010
410,"PirateTheme","Pirate","",353,"",28,"",-16843010,-16843010
411,"AtlasWarTheme","War for the Atlas","",353,"",28,"",-16843010,-16843010
412,"NatureTheme","Nature","",353,"",28,"",-16843010,-16843010
413,"GothicTheme","Gothic","",353,"",28,"",-16843010,-16843010
414,"SinAndInnocenceTheme","Sin and Innocence","",353,"",28,"",-16843010,-16843010
415,"BestiaryTheme","Bestiary","",353,"",28,"",-16843010,-16843010
416,"StygianTheme","Stygian","",353,"",28,"",-16843010,-16843010
417,"ManticoreTheme","Manticore","",353,"",28,"",-16843010,-16843010
418,"SeawitchTheme","Seawitch","",353,"",28,"",-16843010,-16843010
419,"PhantasmalTheme","Phantasmal","",353,"",28,"",-16843010,-16843010
420,"FallenAngelTheme","Fallen Angel","",353,"",28,"",-16843010,-16843010
421,"MalachaiTheme","Malachai","",353,"",28,"",-16843010,-16843010
422,"CrystalTheme","Crystal","",353,"",28,"",-16843010,-16843010
423,"IncursionTheme","Incursion","",353,"",28,"",-16843010,-16843010
424,"CarnageTheme","Carnage","",353,"",28,"",-16843010,-16843010
425,"ApocalypseTheme","Apocalypse","",353,"",28,"",-16843010,-16843010
426,"IvoryChaosTheme","Ivory Chaos","",353,"",28,"",-16843010,-16843010
427,"MadmanTheme","Madman","",353,"",28,"",-16843010,-16843010
428,"GryffonTheme","Gryffon","",353,"",28,"",-16843010,-16843010
429,"GorgonTheme","Gorgon","",353,"",28,"",-16843010,-16843010
430,"BloodGuardTheme","Blood Guard","",353,"",28,"",-16843010,-16843010
431,"FaithGuardTheme","Faith Guard","",353,"",28,"",-16843010,-16843010
432,"SphinxTheme","Sphinx","",353,"",28,"",-16843010,-16843010
433,"DelveTheme","Delve","",353,"",28,"",-16843010,-16843010
434,"OriathTheme","Oriath","",353,"",28,"",-16843010,-16843010
435,"PyreTheme","Pyre","",353,"",28,"",-16843010,-16843010
436,"ColiseumTheme","Coliseum","",353,"",28,"",-16843010,-16843010
437,"NightLotusTheme","Night Lotus","",353,"",28,"",-16843010,-16843010
438,"HarpyonTheme","Harpyon","",353,"",28,"",-16843010,-16843010
439,"ElderTheme","Elder","",353,"",28,"",-16843010,-16843010
440,"BetrayalTheme","Betrayal","",353,"",28,"",-16843010,-16843010
441,"FairgravesTheme","Fairgraves","",353,"",28,"",-16843010,-16843010
442,"UtilityTheme","Utility","",353,"",28,"",-16843010,-16843010
443,"CoastalTheme","Coastal","",353,"",28,"",-16843010,-16843010
444,"EncampmentTheme","Encampment","",353,"",28,"",-16843010,-16843010
445,"ForestTheme","Forest","",353,"",28,"",-16843010,-16843010
446,"RuinsTheme","Ruins","",353,"",28,"",-16843010,-16843010
447,"VaalTheme","Vaal","",353,"",28,"",-16843010,-16843010
448,"DungeonTheme","Dungeon","",353,"",28,"",-16843010,-16843010
449,"SarnTheme","Sarn","",353,"",28,"",-16843010,-16843010
450,"GardensTheme","Gardens","",353,"",28,"",-16843010,-16843010
451,"OrnateTheme","Ornate","",353,"",28,"",-16843010,-16843010
452,"SceptreTheme","Sceptre","",353,"",28,"",-16843010,-16843010
453,"CryptTheme","Crypt","",353,"",28,"",-16843010,-16843010
454,"EffectsTheme","Effects","",353,"",28,"",-16843010,-16843010
455,"CaveTheme","Cave","",353,"",28,"",-16843010,-16843010
456,"BeastTheme","Beast","",353,"",28,"",-16843010,-16843010
457,"KaruiTheme","Karui","",353,"",28,"",-16843010,-16843010
458,"LabyrinthTheme","Labyrinth","",353,"",28,"",-16843010,-16843010
459,"HighgateTheme","Highgate","",353,"",28,"",-16843010,-16843010
460,"OssuaryTheme","Ossuary","",353,"",28,"",-16843010,-16843010
461,"ReliquaryTheme","Reliquary","",353,"",28,"",-16843010,-16843010
462,"EzomyteTheme","Ezomyte","",353,"",28,"",-16843010,-16843010
463,"VanguardTheme","Vanguard","",353,"",28,"",-16843010,-16843010
464,"PitfighterTheme","Pitfighter","",353,"",28,"",-16843010,-16843010
465,"CrucibleTheme","Crucible","",353,"",28,"",-16843010,-16843010
466,"LibraryTheme","Library","",353,"",28,"",-16843010,-16843010
467,"SlavePensTheme","Slave Pens","",353,"",28,"",-16843010,-16843010
468,"InnocenceTheme","Innocence","",353,"",28,"",-16843010,-16843010
469,"AssassinTheme","Assassin","",353,"",28,"",-16843010,-16843010
470,"EmpyreanTheme","Empyrean","",353,"",28,"",-16843010,-16843010
471,"BlackguardTheme","Blackguard","",353,"",28,"",-16843010,-16843010
472,"ChamberOfSinsTheme","Chamber of Sins","",353,"",28,"",-16843010,-16843010
473,"TempleTheme","Temple","",353,"",28,"",-16843010,-16843010
474,"ExcavationTheme","Excavation","",353,"",28,"",-16843010,-16843010
475,"BonesTheme","Bones","",353,"",28,"",-16843010,-16843010
476,"ChurchTheme","Church","",353,"",28,"",-16843010,-16843010
477,"CourthouseTheme","Courthouse","",353,"",28,"",-16843010,-16843010
478,"ExilesTheme","Exiles","",353,"",28,"",-16843010,-16843010
479,"SynthesisTheme","Synthesis","",353,"",28,"",-16843010,-16843010
480,"PrimevalTheme","Primeval","",353,"",28,"",-16843010,-16843010
481,"GlimmerwoodTheme","Glimmerwood","",353,"",28,"",-16843010,-16843010
482,"MarakethTheme","Maraketh","",353,"",28,"",-16843010,-16843010
483,"ViperTheme","Viper","",353,"",28,"",-16843010,-16843010
484,"DarkprismTheme","Darkprism","",353,"",28,"",-16843010,-16843010
485,"SunprismTheme","Sunprism","",353,"",28,"",-16843010,-16843010
486,"GargoyleTheme","Gargoyle","",353,"",28,"",-16843010,-16843010
487,"MageguardTheme","Mageguard","",353,"",28,"",-16843010,-16843010
488,"ExtinctionTheme","Extinction","",353,"",28,"",-16843010,-16843010
489,"LegionTheme","Legion","",353,"",28,"",-16843010,-16843010
490,"PlatedTheme","Plated","",353,"",28,"",-16843010,-16843010
491,"FrontierTheme","Frontier","",353,"",28,"",-16843010,-16843010
492,"IllusionistTheme","Illusionist","",353,"",28,"",-16843010,-16843010
493,"ElementalTheme","Elemental","",353,"",28,"",-16843010,-16843010
494,"ZenithTheme","Zenith","",353,"",28,"",-16843010,-16843010
495,"MiracleTheme","Miracle","",353,"",28,"",-16843010,-16843010
496,"CardinalTheme","Cardinal","",353,"",28,"",-16843010,-16843010
497,"VaalViperTheme","Vaal Viper","",353,"",28,"",-16843010,-16843010
498,"VoidEmperorTheme","Void Emperor","",353,"",28,"",-16843010,-16843010
499,"CarnivalTheme","Carnival","",353,"",28,"",-16843010,-16843010
500,"ChiyouTheme","Chiyou","",353,"",28,"",-16843010,-16843010
501,"BlightTheme","Blight","",353,"",28,"",-16843010,-16843010
502,"HavenwoodTheme","Havenwood","",353,"",28,"",-16843010,-16843010
503,"PolarisTheme","Polaris","",353,"",28,"",-16843010,-16843010
504,"BasiliskTheme","Basilisk","",353,"",28,"",-16843010,-16843010
505,"CrusaderTheme","Crusader","",353,"",28,"",-16843010,-16843010
506,"EyrieTheme","Eyrie","",353,"",28,"",-16843010,-16843010
507,"JudicatorTheme","Judicator","",353,"",28,"",-16843010,-16843010
508,"OrionTheme","Orion","",353,"",28,"",-16843010,-16843010
509,"MetamorphTheme","Metamorph","",353,"",28,"",-16843010,-16843010
510,"ExileConTheme","ExileCon","",353,"",28,"",-16843010,-16843010
511,"RevenantTheme","Revenant","",353,"",28,"",-16843010,-16843010
512,"ColdsnapTheme","Coldsnap","",353,"",28,"",-16843010,-16843010
513,"MaliceTheme","Malice","",353,"",28,"",-16843010,-16843010
514,"ThaumaturgyTheme","Thaumaturgy","",353,"",28,"",-16843010,-16843010
515,"BalefireTheme","Balefire","",353,"",28,"",-16843010,-16843010
516,"DeliriumTheme","Delirium","",353,"",28,"",-16843010,-16843010
517,"HeartseekerTheme","Heartseeker","",353,"",28,"",-16843010,-16843010
518,"DarkMagicTheme","Dark Magic","",353,"",28,"",-16843010,-16843010
519,"JinliTheme","Jinli","",353,"",28,"",-16843010,-16843010
520,"ImaginationTheme","Imagination","",353,"",28,"",-16843010,-16843010
521,"HighPriestTheme","High Priest","",353,"",28,"",-16843010,-16843010
522,"GoddessTheme","Goddess","",353,"",28,"",-16843010,-16843010
523,"SawbladeTheme","Sawblade","",353,"",28,"",-16843010,-16843010
524,"DreadspireTheme","Dreadspire","",353,"",28,"",-16843010,-16843010
525,"AngelsAndDemonsTheme","Angels and Demons","",353,"",28,"",-16843010,-16843010
526,"NightwatchTheme","Nightwatch","",353,"",28,"",-16843010,-16843010
527,"HarvestTheme","Harvest","",353,"",28,"",-16843010,-16843010
528,"HeistTheme","Heist","",353,"",28,"",-16843010,-16843010
529,"TwilightTheme","Twilight","",353,"",28,"",-16843010,-16843010
530,"EthercraftTheme","Ethercraft","",353,"",28,"",-16843010,-16843010
531,"DarkwoodTheme","Darkwood","",353,"",28,"",-16843010,-16843010
532,"JudgementTheme","Judgement","",353,"",28,"",-16843010,-16843010
533,"RaptureTheme","Rapture","",353,"",28,"",-16843010,-16843010
534,"ValkyrieTheme","Valkyrie","",353,"",28,"",-16843010,-16843010
535,"WarlordTheme","Warlord","",353,"",28,"",-16843010,-16843010
536,"RitualTheme","Ritual","",353,"",28,"",-16843010,-16843010
537,"GlimmerspriteTheme","Glimmersprite","",353,"",28,"",-16843010,-16843010
538,"Core2021Theme","Core 2021","",353,"",28,"",-16843010,-16843010
539,"AtlasCore2021Theme","Echoes of the Atlas","",353,"",28,"",-16843010,-16843010
540,"MavenTheme","Maven","",353,"",28,"",-16843010,-16843010
541,"OblivionTheme","Oblivion","",353,"",28,"",-16843010,-16843010
542,"BrimstoneTheme","Brimstone","",353,"",28,"",-16843010,-16843010
543,"FrostVikingTheme","Frost Viking","",353,"",28,"",-16843010,-16843010
544,"UltimatumTheme","Ultimatum","",353,"",28,"",-16843010,-16843010
545,"ApollyonTheme","Apollyon","",353,"",28,"",-16843010,-16843010
546,"MerchantTheme","Merchant","",353,"",28,"",-16843010,-16843010
547,"MidnightPactTheme","Midnight Pact","",353,"",28,"",-16843010,-16843010
548,"JingweiTheme","Jingwei","",353,"",28,"",-16843010,-16843010
549,"SlitherTheme","Slither","",353,"",28,"",-16843010,-16843010
550,"ExpeditionTheme","Expedition","",353,"",28,"",-16843010,-16843010
551,"MyrmidonTheme","Myrmidon","",353,"",28,"",-16843010,-16843010
552,"BanebrandTheme","Banebrand","",353,"",28,"",-16843010,-16843010
553,"StarfallTheme","Starfall","",353,"",28,"",-16843010,-16843010
554,"NecrolordTheme","Necrolord","",353,"",28,"",-16843010,-16843010
555,"DirebladeTheme","Direblade","",353,"",28,"",-16843010,-16843010
556,"CursedTheme","Cursed","",353,"",28,"",-16843010,-16843010
557,"AtlantisTheme","Atlantis","",353,"",28,"",-16843010,-16843010
558,"ScourgeTheme","Scourge","",353,"",28,"",-16843010,-16843010
559,"ScourgelordTheme","Scourgelord","",353,"",28,"",-16843010,-16843010
560,"OnyxTheme","Onyx","",353,"",28,"",-16843010,-16843010
561,"AstralTheme","Astral","",353,"",28,"",-16843010,-16843010
562,"Core2022Theme","Core 2022","",353,"",28,"",-16843010,-16843010
563,"WinterDragonTheme","Winter Dragon","",353,"",28,"",-16843010,-16843010
564,"HarmonyTheme","Harmony","",353,"",28,"",-16843010,-16843010
565,"GodOfThunderTheme","God of Thunder","",353,"",28,"",-16843010,-16843010
566,"Archnemesis","Archnemesis","",353,"",28,"",-16843010,-16843010
567,"AuspiciousTheme","Auspicious","",353,"",28,"",-16843010,-16843010
568,"HarmoniousTheme","Harmonious","",353,"",28,"",-16843010,-16843010
569,"VulcanTheme","Vulcan","",353,"",28,"",-16843010,-16843010
570,"MercurialTheme","Mercurial","",353,"",28,"",-16843010,-16843010
571,"EtherealTheme","Ethereal","",353,"",28,"",-16843010,-16843010
572,"MasqueradeTheme","Masquerade","",353,"",28,"",-16843010,-16843010
573,"KiracsVaultTheme","Kirac's Vault","",353,"",28,"",-16843010,-16843010
574,"ChaosTheme","Chaos","",353,"",28,"",-16843010,-16843010
575,"Stormstrider","Stormstrider","",353,"",28,"",-16843010,-16843010
576,"SentinelTheme","Sentinel","",353,"",28,"",-16843010,-16843010
577,"OphidianTheme","Ophidian","",353,"",28,"",-16843010,-16843010
578,"RubyTheme","Ruby","",353,"",28,"",-16843010,-16843010
579,"SapphireTheme","Sapphire","",353,"",28,"",-16843010,-16843010
580,"MoltenTheme","Molten","",353,"",28,"",-16843010,-16843010
581,"MistTheme","Mist","",353,"",28,"",-16843010,-16843010
582,"ExaltedTheme","Exalted","",353,"",28,"",-16843010,-16843010
583,"Lunar","Lunar","",353,"",28,"",-16843010,-16843010
584,"Unlocked","Unlocked",1,"","",28,"",-16843010,-16843010
585,"StormstriderBoots","Stormstrider Boots","",575,"",28,"",-16843010,-16843010
586,"ScintillationBodyArmour","Scintillation Body Armour","",493,"",28,"",-16843010,-16843010
587,"NgamahuBodyArmour","Ngamahu Body Armour","",457,"",28,"",-16843010,-16843010
588,"ThunderstrikeGloves","Thunderstrike Gloves","",374,"",28,"",-16843010,-16843010
589,"PhoenixHelmet","Phoenix Helmet","",354,"",28,"",-16843010,-16843010
590,"ManaTankBackAttachment","Mana Tank Back Attachment","",393,"",28,"",-16843010,-16843010
591,"SplinteringShield","Splintering Shield","",439,"",28,"",-16843010,-16843010
592,"WillpowerAmulet","Willpower Amulet","",393,"",28,"",-16843010,-16843010
593,"FlaskEffectSentinel","Nexus Flask Effects","",393,"",28,"",-16843010,-16843010
594,"CrystallineChargeSentinel","Crystal Charges","",422,"",28,"",-16843010,-16843010
595,"FlareCharacterEffect","Flare Character Effect","",354,"",28,"",-16843010,-16843010
596,"WarpRuneHideout","Hideout Warp Runes","",393,"",28,"",-16843010,-16843010
597,"ShardcrownHelmet","Shardcrown Helmet","",422,"",28,"",-16843010,-16843010
598,"DeathnotchBow","Deathnotch Bow","",393,"",28,"",-16843010,-16843010
599,"TreasureHunterWeaponEffect","Treasure Hunter Weapon Effect","",546,"",28,"",-16843010,-16843010
600,"LakeOfKalandraTheme","Lake of Kalandra","",353,"",28,"",-16843010,-16843010
601,"PyromaniacWeaponEffect","Pyromaniac Weapon Effect","",354,"",28,"",-16843010,-16843010
602,"SummonersAmulet","Summoner's Amulet","",393,"",28,"",-16843010,-16843010
603,"OshabisHeaddress","Oshabi's Headdress","",527,"",28,"",-16843010,-16843010
604,"CrystallisedBodyArmour","Crystallised Body Armour","",422,"",28,"",-16843010,-16843010
605,"EnchantersRing","Enchanter's Ring","",393,"",28,"",-16843010,-16843010
606,"TorturersGloves","Torturer's Gloves","",393,"",28,"",-16843010,-16843010
607,"FireworksBackAttachment","Fireworks Back Attachment","",393,"",28,"",-16843010,-16843010
608,"CrystalariumBoots","Crystalarium Boots","",422,"",28,"",-16843010,-16843010
609,"GloriousHelmet","Glorious Helmet","",393,"",28,"",-16843010,-16843010
610,"RaincallerFlask","Raincaller Flask","",393,"",28,"",-16843010,-16843010
611,"DovecallerWings","Dovecaller Wings","",393,"",28,"",-16843010,-16843010
612,"StormHarrier","Storm Harrier Pet","",393,"",28,"",-16843010,-16843010
613,"RevelationBlade","Revelation Blade","",393,"",28,"",-16843010,-16843010
614,"Arachnomorph","Arachnomorph Pet","",393,"",28,"",-16843010,-16843010
615,"TinkersWaypoint","Tinker's Waypoint","",393,"",28,"",-16843010,-16843010
616,"ForbiddenSanctum","Forbidden Sanctum","",353,"",28,"",-16843010,-16843010
617,"Core2023","Core 2023","",353,"",28,"",-16843010,-16843010
618,"AlchemistTheme","Alchemist","",353,"",28,"",-16843010,-16843010
619,"VaultPass","Kirac's Vault","","","",28,"",-16843010,-16843010
620,"ArachnidTheme","Arachnid","",353,"",28,"",-16843010,-16843010
621,"ShadeTheme","Shade","",353,"",28,"",-16843010,-16843010
622,"DiscipleTheme","Disciple","",353,"",28,"",-16843010,-16843010
623,"TrialOfTheAncestorsTheme","Trial of the Ancestors","",353,"",28,"",-16843010,-16843010
624,"MagmaticTheme","Magmatic","",353,"",28,"",-16843010,-16843010
625,"Core2024","Core 2024","",353,"",28,"",-16843010,-16843010
626,"AfflictionTheme","Affliction Theme","",353,"",28,"",-16843010,-16843010
627,"RaceRewards","Race Rewards","",353,"",28,"",-16843010,-16843010
628,"SolarTheme","Solar","",353,"",28,"",-16843010,-16843010
629,"EldritchTheme","Eldritch","",353,"",28,"",-16843010,-16843010
630,"NecropolisTheme","Necropolis","",353,"",28,"",-16843010,-16843010
631,"VoidbornTheme","Voidborn","",353,"",28,"",-16843010,-16843010
632,"WuzhiqiTheme","Wuzhiqi","",353,"",28,"",-16843010,-16843010
633,"PaladinTheme","Paladin","",353,"",28,"",-16843010,-16843010
634,"PenanceTheme","Penance","",353,"",28,"",-16843010,-16843010
635,"SettlersOfKalguurTheme","Settlers of Kalguur","",353,"",28,"",-16843010,-16843010
636,"ExtraEffectMtx","Extra Effects","","","",28,"",16,0
637,"BowMtx","Bow Skin","","","",28,"",6,0
638,"MaceMtx","Mace Skin","","","",28,"",6,0
639,"SceptreMtx","Sceptre Skin","","","",28,"",6,0
640,"AxeMtx","Axe Skin","","","",28,"",6,0
641,"SwordMtx","Sword Skin","","","",28,"",6,0
642,"WandMtx","Wand Skin","","","",28,"",6,0
643,"StaffMtx","Staff Skin","","","",28,"",6,0
644,"ClawMtx","Claw Skin","","","",28,"",6,0
645,"StashUpgrades","Upgrade","","","",28,"",2,0
646,"StashBundles","Bundles","","","",28,"",2,0
647,"StashLeagueTabs","League","","","",28,"",2,0
648,"PetBiped","Biped","","","",28,"",14,0
649,"PetQuadruped","Quadruped","","","",28,"",14,0
650,"PetFlying","Flying","","","",28,"",14,0
651,"PetMammal","Mammal","","","",28,"",14,0
652,"PetMechanical","Mechanical","","","",28,"",14,0
653,"PetMythical","Mythical","","","",28,"",14,0
654,"PetFish","Fish","","","",28,"",14,0
655,"PetArthropod","Arthropod","","","",28,"",14,0
656,"PetCephalopod","Cephalopod","","","",28,"",14,0
657,"PetAmphibian","Amphibian","","","",28,"",14,0
658,"PetReptile","Reptile","","","",28,"",14,0
659,"PetVisualEffect","Visual Effect","","","",28,"",14,0
660,"HideoutMtx","Hideouts","","","",28,"",15,0
661,"StashSkinMtx","Stash Skin","","","",28,"",15,0
662,"MapDeviceMtx","Map Device Skin","","","",28,"",15,0
663,"CraftingBenchMtx","Crafting Bench Skin","","","",28,"",15,0
664,"HideoutDecoration","Decoration","","","",28,"",15,0
665,"HideoutArchitectural","Architectural Decoration","","","",28,"",15,0
666,"HideoutFurniture","Furniture Decoration","","","",28,"",15,0
667,"HideoutLighting","Lighting Decoration","","","",28,"",15,0
668,"PortalFire","Fire","","","",28,"",8,0
669,"PortalWater","Water","","","",28,"",8,0
670,"PortalLightning","Lighting","","","",28,"",8,0
671,"PortalIce","Ice","","","",28,"",8,0
672,"PortalEldritch","Eldritch","","","",28,"",8,0
673,"PortalArcane","Arcane","","","",28,"",8,0
674,"PortalMechanical","Mechanical","","","",28,"",8,0
675,"PortalMythical","Mythical","","","",28,"",8,0
676,"PortalCelestial","Celestial","","","",28,"",8,0
677,"PortalEarth","Earth","","","",28,"",8,0
678,"WingsMtx","Wings","","","",28,"",5,0
679,"CloakMtx","Cloak","","","",28,"",5,0
680,"BackAttachmentMtx","Back Attachment","","","",28,"",5,0
681,"PoE2EarlyAccessTheme","Path of Exile 2 Early Access","",353,"",28,"",-16843010,-16843010
