"rownum","Id","rid","[rid]","Gem","BK2File"
559,"589",13,[73],6667,""
560,"590",15,[73],6902,""
561,"591",18,[73],6662,""
562,"592",30,[73],7125,""
563,"593",0,[74],6873,""
564,"594",8,[74],7315,""
565,"595",7,[74],6992,""
566,"596",3,[74],7014,""
567,"598",2,[74],6935,""
568,"599",10,[74],6698,""
569,"600",13,[74],7017,""
570,"601",15,[74],6689,""
571,"603",24,[74],7115,""
572,"605",30,[74],7125,""
573,"606",0,[75],6843,""
574,"607",8,[75],6622,""
575,"608",7,[75],6712,""
576,"609",3,[75],6734,""
577,"610",4,[75],6991,""
578,"611",2,[75],6922,""
579,"612",10,[75],7108,""
580,"613",13,[75],6841,""
581,"614",15,[75],6659,""
582,"615",18,[75],6747,""
583,"616",24,[75],6739,""
584,"618",30,[75],6883,""
585,"602",0,[76],6592,""
586,"604",8,[76],7101,""
587,"617",7,[76],6587,""
588,"620",4,[76],6978,""
589,"621",2,[76],6921,""
590,"622",10,[76],7296,""
591,"623",13,[76],6837,""
592,"624",15,[76],6656,""
593,"625",18,[76],6859,""
594,"628",23,[76],6929,""
595,"626",24,[76],6997,""
596,"627",29,[76],6963,""
597,"629",0,[77],6612,""
598,"630",8,[77],6616,""
599,"631",7,[77],6992,""
600,"632",3,[77],7014,""
601,"634",2,[77],6644,""
602,"635",10,[77],6698,""
603,"636",13,[77],7017,""
604,"637",15,[77],6787,""
605,"638",18,[77],6704,""
606,"640",24,[77],6867,""
607,"641",29,[77],6615,""
608,"642",30,[77],7125,""
609,"639",0,[78],6650,""
610,"643",8,[78],6622,""
611,"644",7,[78],6862,""
612,"645",3,[78],6881,""
613,"646",4,[78],6991,""
614,"648",10,[78],6609,""
615,"649",13,[78],6603,""
616,"650",15,[78],6892,""
617,"651",18,[78],6746,""
618,"652",24,[78],7007,""
619,"653",29,[78],6955,""
620,"654",30,[78],7089,""
621,"692",0,[79],6608,""
622,"647",8,[79],6891,""
623,"656",7,[79],6848,""
624,"657",10,[79],6952,""
625,"658",3,[79],7014,""
626,"660",2,[79],6910,""
627,"661",15,[79],6787,""
628,"662",13,[79],6840,""
629,"663",18,[79],6704,""
630,"664",24,[79],7115,""
631,"665",29,[79],6954,""
632,"666",30,[79],6883,""
633,"667",0,[80],6592,""
634,"668",8,[80],7101,""
635,"669",7,[80],6587,""
636,"671",4,[80],6980,""
637,"672",2,[80],6909,""
638,"673",10,[80],6896,""
639,"674",13,[80],6860,""
640,"675",15,[80],6656,""
641,"676",18,[80],6705,""
642,"677",24,[80],6865,""
643,"678",29,[80],6919,""
644,"679",30,[80],6883,""
645,"680",0,[81],6869,""
646,"681",8,[81],6686,""
647,"682",7,[81],6712,""
648,"683",3,[81],6734,""
649,"684",4,[81],6991,""
650,"685",2,[81],6922,""
651,"686",10,[81],7078,""
652,"687",13,[81],6971,""
653,"688",15,[81],6659,""
654,"689",18,[81],6662,""
655,"690",24,[81],6738,""
656,"691",30,[81],6883,""
657,"693",0,[82],6604,""
658,"694",8,[82],7057,""
659,"695",7,[82],6671,""
660,"696",3,[82],6788,""
661,"698",2,[82],6934,""
662,"699",10,[82],6792,""
663,"700",13,[82],6791,""
664,"701",15,[82],6687,""
665,"702",18,[82],6669,""
666,"703",23,[82],6646,""
667,"704",24,[82],7007,""
668,"705",29,[82],6750,""
669,"706",30,[82],7000,""
670,"707",0,[83],6873,""
671,"708",8,[83],7315,""
672,"709",7,[83],6992,""
673,"710",3,[83],7014,""
674,"712",2,[83],6935,""
675,"713",10,[83],6698,""
676,"714",13,[83],7017,""
677,"715",15,[83],6689,""
678,"716",18,[83],6704,""
679,"717",24,[83],7115,""
680,"718",30,[83],7125,""
681,"720",0,[84],6869,""
682,"721",8,[84],6686,""
683,"722",7,[84],6712,""
684,"723",3,[84],6734,""
685,"724",4,[84],6991,""
686,"725",2,[84],6922,""
687,"726",10,[84],7078,""
688,"727",13,[84],6971,""
689,"728",15,[84],6659,""
690,"729",18,[84],6747,""
691,"730",24,[84],6739,""
692,"732",30,[84],7083,""
