"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","HASH32","DropLevel","Monster_ModsKeys","EssenceTypeKey","Level","[i32]","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence","MemoryLines","[i32]","Level2"
77,158,"","","","","","","","","","","","","",3059,3059,3071,3599,3071,9500,"","",7877,-2058874949,[68],"[12871,12887]",13,5,[673],4044,"","","","",6717,"",6717,6717,9500,3071,4044,4044,4044,4044,4044,4044,4044,4044,4044,4044,4044,4044,4044,12767,0,3599,3059,3071,"",7877,"",1,[12879],[37],[68]
78,159,"","","","","","","","","","","","","",3060,3060,3072,3600,3072,9501,"","",7878,-697952158,"[73,77]","[12872,12888]",13,6,"[135,269]",4045,"","","","",6718,"",6718,6718,9501,3072,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,12768,0,3600,3060,3072,"",7878,"","",[12880],[0],[]
79,160,"","","","","","","","","","","","","",3069,3069,3073,3601,3073,9502,"","",7879,-417900903,[],"[12873,12889]",13,7,[0],4046,"","","","",6719,"",6719,6719,9502,3073,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,12769,0,3601,3069,3073,"",7879,"","",[12881],[0],[]
80,161,"","","","","","","","","","","","","",180,"","","","","","","","",-2072698540,[48],"[12870,12892,12886]",14,4,[612],"","",9052,9056,"",180,"",180,180,180,180,9056,9052,9056,9056,9056,9056,9052,9052,9052,9052,9052,9052,9052,12823,75,180,180,180,180,180,180,"","[12878,12892]",[553],[48]
81,162,"","","","","","","","","","","","","",181,"","","","","","","","",-19953861,[68],"[12871,12892,12887]",14,5,[673],"","",9053,9057,"",181,"",181,181,181,181,9057,9053,9057,9057,9057,9057,9053,9053,9053,9053,9053,9053,9053,12824,0,181,181,181,181,181,181,1,"[12879,12892]",[37],[68]
82,163,"","","","","","","","","","","","","",183,"","","","","","","","",-1542366365,"[73,77]","[12872,12892,12888]",14,6,"[135,269]","","",9054,9058,"",183,"",183,183,183,183,9058,9054,9058,9058,9058,9058,9054,9054,9054,9054,9054,9054,9054,12825,0,183,183,183,183,183,183,"","[12880,12892]",[0],[]
83,164,"","","","","","","","","","","","","",186,"","","","","","","","",473094408,[],"[12873,12892,12889]",14,7,[0],"","",9055,9059,"",186,"",186,186,186,186,9059,9055,9059,9059,9059,9059,9055,9055,9055,9055,9055,9055,9055,12826,0,186,186,186,186,186,186,"","[12881,12892]",[0],[]
84,165,"","","","","","","","","","","","","",2849,2642,2642,20741,2840,2203,9980,21610,3573,-355385139,[48],"[12870,12886]",15,4,[612],"",2729,"","","",3573,2733,21610,9980,2203,2840,2733,2733,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,12762,75,20741,2642,2642,"",3573,"","",[12878],[553],[48]
85,166,"","","","","","","","","","","","","",2850,2643,2643,20742,2842,2204,9981,21611,3574,839378797,[68],"[12871,12887]",15,5,[673],"",2730,"","","",3574,2734,21611,9981,2204,2842,2734,2734,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,12763,0,20742,2643,2643,"",3574,"",1,[12879],[37],[68]
86,167,"","","","","","","","","","","","","",2851,2645,2661,20743,2843,2205,9982,21612,3575,-1822562206,"[73,77]","[12872,12888]",15,6,"[135,269]","",2731,"","","",3575,2735,21612,9982,2205,2843,2735,2735,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,12764,0,20743,2645,2661,"",3575,"","",[12880],[0],[]
87,168,"","","","","","","","","","","","","",2852,2646,2662,20744,2844,2207,9983,21613,3576,1492393166,[],"[12873,12889]",15,7,[0],"",2732,"","","",3576,2736,21613,9983,2207,2844,2736,2736,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,12765,0,20744,2646,2662,"",3576,"","",[12881],[0],[]
88,169,"","","","","","","","","","","","","",2547,"","",4783,"","","","",2985,-760080401,[68],"[12871,12887]",16,5,[586],"","",2647,2655,"",557,"",557,557,557,557,2655,2647,2655,2655,2655,2655,2647,2647,2647,2647,2647,2647,2647,12731,0,4783,2985,2985,2985,2985,"",1,[12879],[32],[68]
89,170,"","","","","","","","","","","","","",2548,"","",4784,"","","","",2986,557934500,"[73,77]","[12872,12888]",16,6,"[117,234]","","",2648,2656,"",559,"",559,559,559,559,2656,2648,2656,2656,2656,2656,2648,2648,2648,2648,2648,2648,2648,12732,0,4784,2986,2986,2986,2986,"","",[12880],[0],[]
90,171,"","","","","","","","","","","","","",2549,"","",4785,"","","","",2987,-1973061961,[],"[12873,12889]",16,7,[0],"","",2649,2657,"",562,"",562,562,562,562,2657,2649,2657,2657,2657,2657,2649,2649,2649,2649,2649,2649,2649,12733,0,4785,2987,2987,2987,2987,"","",[12881],[0],[]
91,172,"","","","","","","","","","","",3638,4371,3638,2011,2109,2105,"","",2134,2139,2145,2086905859,[68],"[12871,12887]",17,5,[586],"","",24132,"",24135,2142,"",2139,2134,2142,2142,4371,3638,24135,24135,24135,24135,24132,24132,24132,24132,24132,24132,24132,12801,0,2105,2011,2109,"",2145,"",1,[12879],[32],[68]
92,173,"","","","","","","","","","","",3639,4372,3639,2014,2110,2106,"","",2136,2140,2146,330229883,"[73,77]","[12872,12888]",17,6,"[117,234]","","",24133,"",24136,2143,"",2140,2136,2143,2143,4372,3639,24136,24136,24136,24136,24133,24133,24133,24133,24133,24133,24133,12802,0,2106,2014,2110,"",2146,"","",[12880],[0],[]
93,174,"","","","","","","","","","","",3640,4372,3640,2015,2111,2108,"","",2138,2141,2147,1669260288,[],"[12873,12889]",17,7,[0],"","",24134,"",24137,2144,"",2141,2138,2144,2144,4372,3640,24137,24137,24137,24137,24134,24134,24134,24134,24134,24134,24134,12803,0,2108,2015,2111,"",2147,"","",[12881],[0],[]
94,175,"","","","","","","","","","","","","",3533,3533,3543,3034,"","",10000,"",3621,122642368,[68],"[12871,12887]",18,5,[586],3621,"","","","",9997,"",9997,10000,9997,9997,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,12770,0,3034,3533,3543,"",3621,"",1,[12879],[32],[68]
95,176,"","","","","","","","","","","","","",3534,3534,3544,3035,"","",10001,"",3622,-1016206409,"[73,77]","[12872,12888]",18,6,"[117,234]",3622,"","","","",9998,"",9998,10001,9998,9998,3622,3622,3622,3622,3622,3622,3622,3622,3622,3622,3622,3622,3622,12771,0,3035,3534,3544,"",3622,"","",[12880],[0],[]
96,177,"","","","","","","","","","","","","",3542,3542,3545,3036,"","",10002,"",3623,1247641969,[],"[12873,12889]",18,7,[0],3623,"","","","",9999,"",9999,10002,9999,9999,3623,3623,3623,3623,3623,3623,3623,3623,3623,3623,3623,3623,3623,12772,0,3036,3542,3545,"",3623,"","",[12881],[0],[]
97,178,"","","","","","","","","","","","","",12585,"","",3378,"","","","","",-1691201624,[68],"[12871,3873,12887]",19,5,[586],"","",10102,10106,"",3378,"",3378,3378,3378,3378,10106,10102,10106,10106,10106,10106,10102,10102,10102,10102,10102,10102,10102,12759,0,3378,8535,8535,8535,3378,"",1,"[12879,3873]",[32],[68]
98,179,"","","","","","","","","","","","","",12586,"","",3379,"","","","","",-718463325,"[73,77]","[12872,3873,12888]",19,6,"[117,234]","","",10103,10107,"",3379,"",3379,3379,3379,3379,10107,10103,10107,10107,10107,10107,10103,10103,10103,10103,10103,10103,10103,12760,0,3379,8536,8536,8536,3379,"","","[12880,3873]",[0],[]
99,180,"","","","","","","","","","","","","",12587,"","",3380,"","","","","",692127728,[],"[12873,3873,12889]",19,7,[0],"","",10104,10108,"",3380,"",3380,3380,3380,3380,10108,10104,10108,10108,10108,10108,10104,10104,10104,10104,10104,10104,10104,12761,0,3380,8537,8537,8537,3380,"","","[12881,3873]",[0],[]
100,181,"","","","","","","","","","","","","",12851,8545,12850,12894,12840,12846,12922,12866,12864,-306989797,[],"[12874,12890]",20,8,[0],12913,"","","","","","",12866,12922,12846,12840,12913,12913,12913,12913,12913,12913,12913,12913,12913,12913,12913,12913,12913,12829,0,12894,8545,12850,"",12864,"","",[12882],[0],[]
101,182,"","","","","","","","","","","","","",10352,12900,12896,12861,12842,12934,12924,12843,12897,-1454947071,[],"[12874,12921,12890]",21,8,[0],12920,"","","","","","",12843,12924,12934,12842,12920,12920,12920,12920,12920,12920,12920,12920,12920,12920,12920,12920,12920,12830,0,12861,12900,12896,"",12897,"","","[12882,12921]",[0],[]
102,183,"","","","","","","","","","","","","",12863,12902,12862,12903,12859,12845,12849,12844,12898,-2010504687,[],"[12874,12834,12890]",22,8,[0],12909,"","","","","","",12844,12849,12845,12859,12909,12909,12909,12909,12909,12909,12909,12909,12909,12909,12909,12909,12909,12831,0,12903,12902,12862,"",12898,"","","[12882,12834]",[0],[]
103,184,"","","","","","","","","","","","","",12929,12931,18478,7561,12925,12309,12857,12912,12926,-1499847665,[],"[12874,12795,12932,12890]",23,8,[0],12930,"","","","","","",12912,12857,12309,12925,12930,12930,12930,12930,12930,12930,12930,12930,12930,12930,12930,12930,12930,12832,0,7561,12931,18478,"",12926,"","","[12882,12795,12932]",[0],[]
104,185,"","","","","","","","","","","","","","","","","","","","","","",411361590,[32],"[12915,12916,12917]",24,0,[0],"","","","","","","","","","","","","","","","","","","","","","","","",12736,0,"","","","","","","","[12915,12916,12917]",[0],[32]
