"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","Attribute","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32_70","[i32]_74","CannotBeSupported","i32_91","CastTime","ActiveSkill","IgnoreMinionTypes","bool_116","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_165","SupportWeaponRestrictions","RegularVariant","i32_190","i32_194","i32_198","bool_202","StatSet","[rid]_219"
3562,"SSMBreachBossOverlordSummonCloneCold","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3558,[]
3563,"SSMBreachBossOverlordSummonCloneLightning","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3559,[]
3564,"SSMBreachBossOverlordSummonClonePhysical","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3560,[]
3565,"SSMBreachBossOverlordSummonCloneChaos","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3561,[]
3566,"SSMAtlasInvadersConsumeBossMegaTentacles","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"",204,"",[],"",0,0,0,"",3562,[]
3567,"SSMArchnemesisSoulEaterPhantasm","",[],"",4,[],[],"",0,[],"",2,1000,495,"","",[],"","","",[],"",0,0,0,"",3563,[]
3568,"SSMUberExarchMinotaur","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3564,[]
3569,"SSMOrionApparitionSummonDeathZone","",[],"",4,[],[],"",0,[],"",2,1000,495,"","",[],34,"","",[],"",0,0,0,"",3565,[]
3570,"SSMSentinelSummonPetrificationStatue","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3566,[]
3571,"SSMSentinelSummonLightningBrutus","",[],"",4,[],[],"",0,[],"",2,3000,495,"","",[],26,"","",[],"",0,0,0,"",3567,[]
3572,"SSMSentinelSummonWorm","",[],"",4,[],[],"",0,[],"",2,1000,495,"","",[],"","","",[],"",0,0,0,"",3568,[]
3573,"SSMSentinelSummonMaligaroClones","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],23,"","",[],"",0,0,0,"",3569,[]
3574,"SSMSentinelSummonScorpions","",[],"",4,[],[],"",0,[],"",2,0,495,"","",[],"","","",[],"",0,0,0,"",3570,[]
3575,"SSMSanctumSummonReaperVolatiles","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3571,[]
3576,"SSMSanctumLycia2SummonVortex","",[],"",4,[],[],"",0,[],"",2,1800,496,"","",[],34,"","",[],"",0,0,0,"",3572,[]
3577,"SSMSanctumUnholyRelic","",[],"",4,[],[],"",0,[],"",2,1500,496,"","",[],"","","",[],"",0,0,0,"",3573,[]
3578,"SSMSanctumUnholyRelicAtlasUber","",[],"",4,[],[],"",0,[],"",2,2330,496,"","",[],24,"","",[],"",0,0,0,"",3574,[]
3579,"SSMSanctumLightningVortex","",[],"",4,[],[],"",0,[],"",2,1500,496,"","",[],"","","",[],"",0,0,0,"",3575,[]
3580,"SSMSanctumReaperSummonDivineFlare","",[],"",4,[],[],"",0,[],"",2,1500,496,"","",[],"","","",[],"",0,0,0,"",3576,[]
3581,"SSMSanctumGuardVolatileOnDeath","",[],"",4,[],[],"",0,[],"",2,100,495,"","",[],"","","",[],"",0,0,0,"",3577,[]
3582,"SSMSanctumGuardGargoylePet","",[],"",4,[],[],"",0,[],"",2,100,495,"","",[],"","","",[],"",0,0,0,"",3578,[]
3583,"SSMCrucibleSummonWaterTornado","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],22,"","",[],"",0,0,0,"",3579,[]
3584,"SSMCrucibleSummonBloodInsect","",[],"",4,[],[],"",0,[],"",2,2500,495,"","",[],27,"","",[],"",0,0,0,"",3580,[]
3585,"SSMCrucibleThraxisSummonVolatile","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],23,"","",[],"",0,0,0,"",3581,[]
3586,"SSMCrucibleSaplingSpawnEffigy","",[],"",4,[],[],"",0,[],"",2,2400,496,"","",[],23,"","",[],"",0,0,0,"",3582,[]
3587,"SSMAncestralWall","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3583,[]
3588,"SSMAncestralWallTotem","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3584,[]
3589,"SSMMaataVine","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],1,"","",[],"",0,0,0,"",3585,[]
3590,"SSMAncestralBoarStampede","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3586,[]
3591,"SSMAncestralTuataraClone","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],36,"","",[],"",0,0,0,"",3587,[]
3592,"SSMAncestralJadeVolatile","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],32,"","",[],"",0,0,0,"",3588,[]
3593,"SSMAncestralJadeVolatileDefense","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],32,"","",[],"",0,0,0,"",3589,[]
3594,"SSMKitavaHeartHeralds","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3590,[]
3595,"SSMKitavaHeartHeraldsRare","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3591,[]
3596,"SSMEinharSupporterSummonBeasts","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3592,[]
3597,"SSMVoodooKingSummonOrb","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3593,[]
3598,"SSMAzmeriPict2HFabricationSummon","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3594,[]
3599,"SSMAzmeriPict2HFabricationSummonSpectre","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3595,[]
3600,"SSMAzmeriToxicVolatile","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3596,[]
3601,"SSMVoranaSummonReaperVolatiles","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3597,[]
3602,"SSMMaligaroSummonBladeVortex","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],23,"","",[],"",0,0,0,"",3598,[]
3603,"SSMSentinelSummonLightningBrutusUber","",[],"",4,[],[],"",0,[],"",2,3000,495,"","",[],26,"","",[],"",0,0,0,"",3599,[]
3604,"SSMStandaloneDoedreSoulCurseTotemUber","",[],"",4,[],[],"",0,[],"",2,1000,495,"","",[],"","","",[],"",0,0,0,"",3600,[]
3605,"SSMFellshrineReaperBossSummonDivineFlare","",[],"",4,[],[],"",0,[],"",2,1500,496,"","",[],"","","",[],"",0,0,0,"",3601,[]
3606,"SSMGauntletVolatile","",[],"",4,[],[],"",0,[],"",2,1000,495,"","",[],"","","",[],"",0,0,0,"",3602,[]
3607,"SSMBenevolenceBossChaosPortalBulletHellVariant","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],27,"","",[],"",250,0,0,"",3603,[]
3608,"SSMHolySpectresMercenary","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3604,[]
3609,"SSMPaganBishopMercenary","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3605,[]
3610,"SSMVollMercenary","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3606,[]
3611,"SSMSkeletalBossMercenary","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3607,[]
3612,"SSMqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],"",4,[],[],"",0,[],"",2,1000,496,"","",[],"","","",[],"",0,0,0,"",3608,[]
3613,"SynthesisSoulstealerDrones","",[],"",4,[],[],"",0,[],"",2,1670,1436,"","",[],22,"","",[],"",1,0,0,"",3609,[]
3614,"LegionVaalViperSummonSnakes","",[],"",4,[],[],"",0,[],"",2,1000,1436,"","",[],"","","",[],"",14,0,0,"",3610,[]
3615,"LegionTemplarSummonStatues","",[],"",4,[],[],"",0,[],"",2,1000,1436,"","",[],"","","",[],"",16,0,0,"",3611,[]
3616,"ChestSummonFireWarband","",[],"",4,[],[],"",0,[],"",2,500,440,"","",[],"","","",[],"",0,0,0,"",3612,[]
3617,"ChestSummonColdWarband","",[],"",4,[],[],"",0,[],"",2,500,440,"","",[],"","","",[],"",0,0,0,"",3613,[]
3618,"ChestSummonLightningWarband","",[],"",4,[],[],"",0,[],"",2,500,440,"","",[],"","","",[],"",0,0,0,"",3614,[]
3619,"ChestSummonChaosWarband","",[],"",4,[],[],"",0,[],"",2,500,440,"","",[],"","","",[],"",0,0,0,"",3615,[]
3620,"StrMissionSummonMonsters","",[],"",4,[],[],"",0,[],"",2,500,438,"","",[],"","","",[],"",0,1,0,"",3616,[]
3621,"ChestDetonateDead","",[],"",4,[],[],"",0,[],"",2,800,57,"","",[],"","","",[],"",0,0,0,"",3617,[]
3622,"ChestExplode","",[],"",4,[],[],"",0,[],"",2,1000,281,"","",[],"","","",[],"",30,0,0,"",3618,[]
3623,"TempestDaemonExplode","",[],"",4,[],[],"",0,[],"",2,1000,282,"","",[],"","","",[],"",0,1,0,"",3619,[]
3624,"DaemonExplode","",[],"",4,[],[],"",0,[],"",2,1000,282,"","",[],"","","",[],"",0,1,0,"",3620,[]
3625,"ChestSummonCamoMonsters","",[],"",4,[],[],"",0,[],"",2,500,438,"","",[],"","","",[],"",0,0,0,"",3621,[]
3626,"ChestIgnite","",[],"",4,[],[],"",0,[],"",2,700,83,"","",[],"","","",[],"",0,0,0,"",3622,[]
3627,"ChestFirestorm","",[],"",4,[],[],"",0,[],"",2,900,204,"","",[],"","","",[],"",0,0,0,"",3623,[]
3628,"ChestLightningStorm","",[],"",4,[],[],"",0,[],"",2,900,204,"","",[],"","","",[],"",0,2,0,"",3624,[]
3629,"ChestCausticCloud","",[],"",4,[],[],"",0,[],"",2,1000,275,"","",[],"","","",[],"",0,0,0,"",3625,[]
3630,"BirdmanConsumeSideArea","",[],"",4,[],[],"",0,[],"",2,2670,444,"","",[],"","","",[],"",0,0,0,"",3626,[]
3631,"VaalFireballTotemInvasion","",[],"",3,[],[],"",0,[],"",2,850,84,"","",[],"","","",[],"",0,0,0,"",3627,[]
3632,"VaalFireballTotemGoatman","",[],"",3,[],[],"",0,[],"",2,1170,84,"","",[],"","","",[],"",0,0,0,"",3628,[]
3633,"VaalFireballTotemGoatmanTwo","",[],"",3,[],[],"",0,[],"",2,1170,84,"","",[],"","","",[],"",0,0,0,"",3629,[]
3634,"AtziriDemonVaalCloudDaemon","",[],"",4,[],[],"",0,[],"",2,200,446,"","",[],"","","",[],"",0,0,0,"",3630,[]
3635,"SummonGhostMonkeysSideArea","",[],"",4,[],[],"",0,[],"",2,2175,117,"","",[],"","","",[],"",0,0,0,"",3631,[]
3636,"TormentSummonAnimateWeaponOnDeath","",[],"",4,[],[],"",0,[],"",2,1000,447,"","",[],"","","",[],"",0,0,0,"",3632,[]
3637,"SummonAnimateWeaponsSideArea","",[],"",4,[],[],"",0,[],"",2,1000,447,"","",[],"","","",[],"",0,0,0,"",3633,[]
3638,"SummonAnimateWeaponsDarkExile","",[],"",4,[],[],"",0,[],"",2,1000,447,"","",[],"","","",[],"",0,0,0,"",3634,[]
3639,"SummonSandSpittersSideArea","",[],"",4,[],[],"",0,[],"",2,1000,448,"","",[],"","","",[],"",0,0,0,"",3635,[]
3640,"SummonSandSpittersDweller","",[],"",4,[],[],"",0,[],"",2,1000,448,"","",[],"","","",[],"",0,0,0,"",3636,[]
3641,"SummonSandSpittersOnDamageTakenSideArea","",[],"",4,[],[],"",0,[],"",2,1000,448,"","",[],"","","",[],"",0,0,0,"",3637,[]
3642,"SummonSandSpittersDexMission","",[],"",4,[],[],"",0,[],"",2,1000,448,"","",[],"","","",[],"",0,0,0,"",3638,[]
3643,"GroundSlamSkeletonBossSideArea","",[],"",4,[],[],"",0,[],"",2,1000,449,"","",[],"","","",[],"",0,0,0,"",3639,[]
3644,"GroundSlamSkeletonBossGeofri","",[],"",4,[],[],"",0,[],"",2,1000,449,"","",[],"","","",[],"",0,0,0,"",3640,[]
3645,"GroundSlamSkeletonBossVaalSummonedSkeletons","",[],"",4,[],[],"",0,[],"",2,1000,449,"","",[],"","","",[],"",0,0,0,"",3641,[]
3646,"SupportBlockChanceReduction",1,"[6,0]","B",2,[8],[],"",155410994,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",3642,[]
3647,"MoltenStrikeHolyMercenary","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",0,1,0,"",3643,[]
3648,"MoltenStrikePoisonMercenary","",[],"",2,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",0,4,0,"",3644,[]
3649,"MoltenStrikeMercenary","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",0,0,0,"",3645,[]
3650,"MoltenStrike","",[],"",1,[],[],"",2122794127,[],"",2,1000,450,"","",[],"","","",[],"",0,0,0,"",3646,[]
3651,"MoltenStrikeAltX","",[],"",1,[],[],"",-907627444,[],"",2,1000,451,"","",[],"","","",[],"",0,0,0,"",3647,[]
3652,"MoltenStrikeAltY","",[],"",1,[],[],"",-484080194,[],"",2,1000,452,"","",[],"","","",[],"",0,0,0,"",3648,[]
3653,"MoltenStrikeRoyale","",[],"",1,[],[],"",-296364762,[],"",2,1000,450,"","",[],"","","",[],"",0,0,0,"",3649,[]
3654,"VaalMoltenStrikeMercenary","",[],"",1,[],[],"",0,[],"",2,1000,453,"","",[],"","","",[],"",2,0,0,"",3650,[]
3655,"VaalMoltenStrike","",[],"",1,[],[],"",-1912363423,[],"",2,1000,453,"","",[],"","","",[],"",2,0,0,"",3651,[]
3656,"ExileMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,0,0,"",3652,[]
3657,"GemlingMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,0,0,"",3653,[]
3658,"WbMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,0,0,"",3654,[]
3659,"WbMoltenStrikeLeader","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,0,0,"",3655,[]
3660,"ProphecyMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,0,0,"",3656,[]
3661,"MonsterMoltenStrikeHatebeat","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,0,0,"",3657,[]
3662,"MonsterMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,0,0,"",3658,[]
3663,"BeyondDemonMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,0,0,"",3659,[]
3664,"BeyondDemonMoltenStrikeUltimate","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,0,0,"",3660,[]
3665,"MerveilDaughterMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,0,0,"",3661,[]
3666,"KaomWarriorMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,0,0,"",3662,[]
3667,"MapKaomWarriorMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,0,0,"",3663,[]
3668,"ChurchStatueMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,1,0,"",3664,[]
3669,"ChurchStatueMoltenStrikeMassive","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,1,0,"",3665,[]
3670,"SolarisGuardMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,1,0,"",3666,[]
3671,"SolarisGuardMoltenStrikeMassive","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,1,0,"",3667,[]
3672,"TalismanMonkeyMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,0,0,"",3668,[]
3673,"EssenceFleshmonsterMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,2,0,"",3669,[]
3674,"GANavaliGoatmanLeapDamage","",[],"",1,[],[],"",0,[],"",2,1000,1234,"","",[],"","","",[],"",786,0,0,"",3670,[]
3675,"WickerManMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,0,0,"",3671,[]
3676,"CrucibleWickerManMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,7,0,"",3672,[]
3677,"HarvestChieftainMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],51,"","",[],"",1,4,0,"",3673,[]
3678,"HeistSkeletonMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],51,"","",[],"",1,6,13,"",3674,[]
3679,"AzmeriFireFuryMoltenStrike","",[],"",1,[],[],"",0,[],"",2,1000,450,"","",[],"","","",[],"",1,0,0,"",3675,[]
3680,"KaomMelee","",[],"",1,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,"",3676,[]
3681,"ConvocationOld","",[],"",3,[],[],"",1155377563,[],"",2,0,454,"","",[],"","","",[],"",0,0,0,"",3677,[]
3682,"Convocation","",[],"",3,[],[],"",234218186,[],"",2,0,454,"","",[],"","","",[],"",0,0,0,"",3678,[]
3683,"PerandusConvocation","",[],"",3,[],[],"",0,[],"",2,800,454,"","",[],"","","",[],"",0,0,0,"",3679,[]
3684,"AvatarConvocation","",[],"",3,[],[],"",0,[],"",2,800,454,"","",[],"","","",[],"",0,1,0,"",3680,[]
3685,"SummonKaomTotems","",[],"",4,[],[],"",0,[],"",2,1000,455,"","",[],"","","",[],"",0,0,0,"",3681,[]
3686,"ComboStrike","",[],"",1,[],[],"",1517870730,[],"",2,1000,456,"","",[],"","","",[],"",0,0,0,"",3682,[]
3687,"DropBearAmbush","",[],"",4,[],[],"",0,[],"",2,1170,457,"","",[],"","","",[],"",0,0,0,"",3683,[]
3688,"DropBearAmbushMaps","",[],"",4,[],[],"",0,[],"",2,1170,457,"","",[],"","","",[],"",0,0,0,"",3684,[]
3689,"DropBearAmbushNoTargeting","",[],"",4,[],[],"",0,[],"",2,1170,457,"","",[],"","","",[],"",0,0,0,"",3685,[]
3690,"KiteWestBossUsePortal","",[],"",4,[],[],"",0,[],"",2,1000,458,"","",[],"","","",[],"",0,0,0,"",3686,[]
3691,"FireNovaMine","",[],"",3,[],[],"",145330177,[],"",2,400,464,"","",[],"","","",[],"",0,0,0,"",3687,[]
3692,"PopUpTotemFireNova","",[],"",3,[],[],"",0,[],"",2,400,464,"","",[],"","","",[],"",0,0,0,"",3688,[]
3693,"VaalMechanicalTotemFireNova","",[],"",3,[],[],"",0,[],"",2,400,464,"","",[],"","","",[],"",0,0,0,"",3689,[]
3694,"EssenceDaemonFireNovaRepeat","",[],"",3,[],[],"",0,[],"",2,400,464,"","",[],"","","",[],"",0,0,0,"",3690,[]
3695,"SolarisGuardDaemonFireNovaRepeat","",[],"",3,[],[],"",0,[],"",2,400,464,"","",[],"","","",[],"",0,0,0,"",3691,[]
3696,"CityStalkerFireNova","",[],"",3,[],[],"",0,[],"",2,1000,464,"","",[],"","","",[],"",0,0,0,"",3692,[]
3697,"MerveilIceSpear","",[],"",4,[],[],"",0,[],"",2,1770,459,"","",[],"","","",[],"",0,0,0,"",3693,[]
3698,"MapMerveilIceSpear","",[],"",4,[],[],"",0,[],"",2,1770,459,"","",[],"","","",[],"",0,0,0,"",3694,[]
3699,"GuardianReefArenaIceSpear","",[],"",4,[],[],"",0,[],"",2,1770,459,"","",[],"","","",[],"",0,0,0,"",3695,[]
3700,"MerveilGeyser","",[],"",4,[],[],"",0,[],"",2,1000,460,"","",[],91,"","",[],"",0,0,0,"",3696,[]
3701,"MerveilGeyserDescent","",[],"",4,[],[],"",0,[],"",2,1000,460,"","",[],91,"","",[],"",0,0,0,"",3697,[]
3702,"MapMerveilGeyser","",[],"",4,[],[],"",0,[],"",2,1000,460,"","",[],91,"","",[],"",0,0,0,"",3698,[]
3703,"MapMerveilMultiGeyserStandaloneTriggered","",[],"",4,[],[],"",0,[],"",2,1000,461,"","",[],91,"","",[],"",0,0,0,"",3699,[]
3704,"MerveilMultiGeyser","",[],"",4,[],[],"",0,[],"",2,600,481,"","",[],91,"","",[],"",0,0,0,"",3700,[]
3705,"ElderMultiGeyser","",[],"",4,[],[],"",0,[],"",2,1000,481,"","",[],"","","",[],"",0,1,0,"",3701,[]
3706,"ElderReefMultiGeyser","",[],"",4,[],[],"",0,[],"",2,1000,481,"","",[],"","","",[],"",0,0,0,"",3702,[]
3707,"MapMerveilMultiGeyser","",[],"",4,[],[],"",0,[],"",2,1000,481,"","",[],91,"","",[],"",0,0,0,"",3703,[]
3708,"ElderArenaHydroPump","",[],"",4,[],[],"",0,[],"",2,1000,461,"","",[],"","","",[],"",0,0,0,"",3704,[]
3709,"LeagueDelveLavaGeyser","",[],"",4,[],[],"",0,[],"",2,1000,460,"","",[],"","","",[],"",0,1,0,"",3705,[]
3710,"TheFaunDaemonLavaGeyser","",[],"",4,[],[],"",0,[],"",2,1000,460,"","",[],"","","",[],"",0,1,0,"",3706,[]
3711,"StranglecharmDaemonWaterGeyser","",[],"",4,[],[],"",0,[],"",2,1000,460,"","",[],"","","",[],"",0,0,0,"",3707,[]
3712,"BlightWaterElementalGeyser","",[],"",4,[],[],"",0,[],"",2,1000,461,"","",[],"","","",[],"",0,0,0,"",3708,[]
3713,"RampageDaemonExplodeNova","",[],"",4,[],[],"",0,[],"",2,800,78,"","",[],"","","",[],"",0,3,0,"",3709,[]
3714,"RampageDaemonStunNova","",[],"",4,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],"",0,0,0,"",3710,[]
3715,"WbPoisonNova","",[],"",4,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],"",0,0,0,"",3711,[]
3716,"ParasitePoisonProjectile","",[],"",4,[],[],"",0,[],"",2,1000,111,"","",[],"","","",[],"",0,0,0,"",3712,[]
3717,"ParasitePoisonProjectileSingle","",[],"",4,[],[],"",0,[],"",2,1000,111,"","",[],"","","",[],"",0,0,0,"",3713,[]
3718,"TormentDaemonPoisonNova","",[],"",4,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],"",0,0,0,"",3714,[]
3719,"SpiderBossBarrelPoisonNova","",[],"",4,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],"",0,0,0,"",3715,[]
3720,"SpiderPoisonProjectile","",[],"",4,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],"",0,0,0,"",3716,[]
3721,"SpiderPoisonProjectileChampion","",[],"",4,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],"",0,0,0,"",3717,[]
3722,"SpiderPoisonProjectileChampionBlight","",[],"",4,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],"",0,0,0,"",3718,[]
3723,"SpiderPoisonProjectileCausticGround","",[],"",4,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],"",0,0,0,"",3719,[]
3724,"SpiderBossTalismanPoisonNova","",[],"",4,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],"",0,0,0,"",3720,[]
3725,"TalismanPoisonProjectiles","",[],"",4,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],"",0,0,0,"",3721,[]
3726,"ShavronneSpellProjectile","",[],"",4,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],"",0,0,0,"",3722,[]
3727,"ShavronneSpellProjectileTower","",[],"",4,[],[],"",0,[],"",2,1500,471,"","",[],"",76,"",[],"",0,0,0,"",3723,[]
3728,"LunarisWhipperProjectile","",[],"",4,[],[],"",0,[],"",2,1630,471,"","",[],"","","",[],"",0,0,0,"",3724,[]
3729,"HarvestParasitePoisonProjectileTriple","",[],"",4,[],[],"",0,[],"",2,1000,111,"","",[],"","","",[],"",0,0,0,"",3725,[]
3730,"HarvestParasitePoisonProjectileSingle","",[],"",4,[],[],"",0,[],"",2,1000,111,"","",[],"","","",[],"",0,0,0,"",3726,[]
3731,"HarvestIguanaIceSpikeProjectile","",[],"",4,[],[],"",0,[],"",2,1170,111,"","",[],40,"","",[],"",0,0,0,"",3727,[]
3732,"MPWHarvestDevourerSnakeSpit","",[],"",4,[],[],"",0,[],"",2,2800,111,"","",[],40,"","",[],"",0,0,0,"",3728,[]
3733,"MPSHarvestGoatmanProjectile","",[],"",4,[],[],"",0,[],"",2,1330,471,"","",[],20,"","",[],"",0,0,0,"",3729,[]
3734,"MPWHeistLockpickerDaggerToss","",[],"",4,[],[],"",0,[],"",2,1333,111,"","",[],60,"","",[],"",0,0,0,"",3730,[]
3735,"MPWHeistLockpickerDaggerTossFan","",[],"",4,[],[],"",0,[],"",2,1333,111,"","",[],58,"","",[],"",0,0,0,"",3731,[]
3736,"MPWHeistTemplarRangedSnipe","",[],"",4,[],[],"",0,[],"",2,3500,111,"","",[],45,"","",[],"",0,0,10,"",3732,[]
3737,"MPSHeistTemplarCasterProjectile","",[],"",4,[],[],"",0,[],"",2,1333,471,"","",[],26,"","",[],"",0,0,0,"",3733,[]
3738,"MPSHeistTemplarCasterProjectilePhys","",[],"",4,[],[],"",0,[],"",2,1333,471,"","",[],26,"","",[],"",0,0,0,"",3734,[]
3739,"MPSHeistTemplarCasterProjectileCombined","",[],"",4,[],[],"",0,[],"",2,1333,471,"","",[],26,"","",[],"",0,0,0,"",3735,[]
3740,"MPSHeistGiannaSpellProjectile","",[],"",4,[],[],"",0,[],"",2,1333,471,"","",[],26,"","",[],"",0,0,0,"",3736,[]
3741,"MPSHeistGiannaSpellProjectile2","",[],"",4,[],[],"",0,[],"",2,1333,471,"","",[],26,"","",[],"",0,0,0,"",3737,[]
3742,"MPSHeistNilesSpellProjectile","",[],"",4,[],[],"",0,[],"",2,1500,471,"","",[],26,"","",[],"",0,0,0,"",3738,[]
3743,"MPWHeistMilitaryMinibossProjCleave","",[],"",4,[],[],"",0,[],"",2,2500,111,"","",[],9,"","",[],"",0,0,0,"",3739,[]
3744,"MPWSanctumFireGuardCleave","",[],"",4,[],[],"",0,[],"",2,2500,111,"","",[],9,"","",[],"",0,0,0,"",3740,[]
3745,"MPWHeistThugRangedBurningArrow","",[],"",4,[],[],"",0,[],"",2,1000,111,"","",[],1,"","",[],"",0,0,0,"",3741,[]
3746,"MPWHeistThugRangedExplosiveArrow","",[],"",4,[],[],"",0,[],"",2,1000,111,"","",[],"","","",[],"",0,0,0,"",3742,[]
3747,"MPWHeistThugFlamingShield","",[],"",4,[],[],"",0,[],"",2,1500,111,"","",[],40,"","",[],"",0,0,0,"",3743,[]
3748,"MPSHeistRobotProjectile","",[],"",4,[],[],"",0,[],"",2,1200,471,"","",[],1,"","",[],"",0,0,0,"",3744,[]
3749,"MPSHeistRobotTotemFireShot","",[],"",4,[],[],"",0,[],"",2,2166,471,"","",[],45,"","",[],"",0,0,0,"",3745,[]
3750,"MPSHeistRobotTotemColdShot","",[],"",4,[],[],"",0,[],"",2,2166,471,"","",[],45,"","",[],"",0,0,0,"",3746,[]
