"rownum","MonsterVarietiesKey","BestiaryGroupsKey","BestiaryEncountersKey","bool_48","IconSmall","Icon","Boss_MonsterVarietiesKey","BestiaryGenusKey","bool_97","BestiaryCapturableMonstersKey","IsDisabled","i32_107","bool_111"
338,4263,4,12,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Boulderback","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Boulderback","",27,1,"",1,1586,""
339,6061,6,20,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheBasilisk","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheBasilisk","",14,1,"",1,1586,""
340,3488,3,10,"","","","",0,1,"",1,1586,""
341,3489,5,16,"","","","",6,1,"",1,1586,""
342,3490,1,4,"","","","",28,1,"",1,1586,""
343,3492,1,5,"","","","",5,1,"",1,1586,""
344,3493,1,5,"","","","",5,1,"",1,1586,""
345,3504,11,35,"","","","",13,1,"",1,1586,""
346,3505,11,36,"","","","",40,1,"",1,1586,""
347,3506,1,6,"","","","",1,1,"",1,1586,""
348,3507,1,6,"","","","",2,1,"",1,1586,""
349,3514,6,20,"","","","",14,1,"",1,1586,""
350,3515,7,21,"","","","",15,1,"",1,1586,""
351,3516,5,14,"","","","",17,1,"",1,1586,""
352,3522,8,23,"","","","",19,1,"",1,1586,""
353,3523,10,31,"","","","",7,1,"",1,1586,""
354,3524,9,29,"","","","",8,1,"",1,1586,""
355,3525,10,32,"","","","",9,1,"",1,1586,""
356,3531,6,19,"","","","",10,1,"",1,1586,""
357,3532,9,29,"","","","",11,1,"",1,1586,""
358,3533,8,26,"","","","",12,1,"",1,1586,""
359,3534,4,13,"","","","",18,1,"",1,1586,""
360,3535,9,30,"","","","",20,1,"",1,1586,""
361,3537,5,16,"","","","",6,1,"",1,1586,""
362,140,3,10,"","","",141,0,1,"",1,1586,""
363,111,3,10,"","","","",0,"","",1,1586,""
364,112,3,10,"","","","",0,1,"",1,1586,""
365,384,1,5,"","","","",28,"","",1,1586,""
366,1520,11,35,"","","","",13,"","",1,1586,""
367,4937,11,36,"","","","",41,"","",1,1586,""
368,4939,11,36,"","","","",41,"","",1,1586,""
369,4941,11,36,"","","","",41,"","",1,1586,""
370,1535,6,20,"","","","",14,"","",1,1586,""
371,1603,7,21,"","","","",16,"","",1,1586,""
372,1602,7,21,"","","","",15,"","",1,1586,""
373,395,1,5,"","","","",5,"","",1,1586,""
374,4843,1,5,"","","","",5,"","",1,1586,""
375,5384,7,41,"","","","",29,"",243,1,1586,""
376,5020,7,41,"","","","",29,"",249,1,1586,""
377,5088,2,43,"","","","",31,"",250,1,1586,""
378,5089,2,43,"","","","",31,1,"",1,1586,""
379,5090,2,43,"","","","",31,1,"",1,1586,""
380,475,5,16,"","","","",6,1,"",1,1586,""
381,449,5,16,"","","","",6,"","",1,1586,""
382,2802,8,23,"","","","",19,"","",1,1586,""
383,4915,8,23,"","","","",19,"",180,1,1586,""
384,2796,8,23,"","","","",19,"",180,1,1586,""
385,2790,8,23,"","","","",19,"","",1,1586,""
386,2779,8,23,"","","","",19,"",180,1,1586,""
387,4848,7,22,"","","","",23,"","",1,1586,""
388,480,10,31,"","","","",7,"","",1,1586,""
389,6060,8,27,"","","","",35,1,"",1,1586,""
390,6056,8,27,"","","","",35,1,"",1,1586,""
391,527,9,29,"","","","",8,"","",1,1586,""
392,4844,6,19,"","","","",10,"","",1,1586,""
393,4919,6,18,"","","","",10,"","",1,1586,""
394,937,9,29,"","","","",11,"","",1,1586,""
395,4846,8,26,"","","","",12,"","",1,1586,""
396,991,8,26,"","","","",12,"","","",1586,1
397,4886,8,26,"","","","",12,"","",1,1586,""
398,4887,8,26,"","","","",12,"","",1,1586,""
399,4918,4,13,"","","","",18,"","",1,1586,""
400,2483,1,5,"","","",2484,5,1,"",1,1586,""
401,2481,1,5,"","","",2482,5,1,"",1,1586,""
402,966,8,26,"","","","",12,1,"",1,1586,""
403,4506,0,3,"","","","",36,"","",1,1586,""
404,4850,5,15,"","","","",22,"","",1,1586,""
405,3459,10,31,"","","",3461,7,1,"",1,1586,""
406,3405,9,30,"","","","",20,1,"",1,1586,""
407,3408,1,6,"","","","",1,1,"",1,1586,""
408,3416,1,6,"","","","",2,1,"",1,1586,""
409,3420,8,23,"","","","",19,1,"",1,1586,""
410,3432,1,4,"","","","",28,1,"",1,1586,""
411,3439,8,26,"","","","",12,1,"",1,1586,""
412,3441,6,19,"","","","",10,1,"",1,1586,""
413,3435,7,21,"","","","",15,1,"",1,1586,""
414,3462,9,29,"","","","",8,1,"",1,1586,""
415,3422,5,14,"","","","",17,1,"",1,1586,""
416,3467,7,22,"","","","",23,1,"",1,1586,""
417,3406,9,30,"","","","",20,1,406,1,1586,""
418,3409,1,6,"","","","",1,1,407,1,1586,""
419,3417,1,6,"","","","",2,1,408,1,1586,""
420,3421,7,23,"","","","",19,1,409,1,1586,""
421,3423,5,14,"","","","",17,1,415,1,1586,""
422,3433,1,4,"","","","",28,1,410,1,1586,""
423,3436,7,21,"","","","",15,1,413,1,1586,""
424,3440,8,26,"","","","",12,1,411,1,1586,""
425,3442,6,19,"","","","",10,1,412,1,1586,""
426,3463,9,29,"","","","",8,1,414,1,1586,""
427,3733,1,5,"","","","",28,1,"",1,1586,""
428,3711,1,5,"","","","",28,"","",1,1586,""
429,3713,3,11,"","","","",21,"","",1,1586,""
430,3715,3,11,"","","","",21,1,"",1,1586,""
431,3714,3,11,"","","","",21,"","",1,1586,""
432,3723,11,35,"","","","",13,"","",1,1586,""
433,3736,11,35,"","","","",13,1,"",1,1586,""
434,3728,11,36,"","","","",40,1,"",1,1586,""
435,3712,6,20,"","","","",14,"","",1,1586,""
436,3730,6,20,"","","","",14,1,"",1,1586,""
437,3709,7,21,"","","","",15,"","",1,1586,""
438,3727,7,21,"","","","",15,1,"",1,1586,""
439,3710,7,21,"","","","",15,"","",1,1586,""
440,3717,5,16,"","","","",6,"","",1,1586,""
441,3718,5,16,"","","","",6,"","",1,1586,""
442,3734,5,16,"","","","",6,1,"",1,1586,""
443,3724,10,32,"","","","",9,"","",1,1586,""
444,3732,10,32,"","","","",9,1,"",1,1586,""
445,3735,6,19,"","","","",10,1,"",1,1586,""
446,3720,6,19,"","","","",10,"","",1,1586,""
447,3722,6,19,"","","","",10,"","",1,1586,""
448,3729,8,26,"","","","",12,1,"",1,1586,""
449,3719,8,26,"","","","",12,"","",1,1586,""
450,3702,8,26,"","","","",12,"","",1,1586,""
451,3703,4,13,"","","","",18,"","",1,1586,""
452,3195,9,30,"","","","",20,"","",1,1586,""
453,3726,9,30,"","","","",20,1,"",1,1586,""
454,3704,3,11,"","","","",0,"","",1,1586,""
455,3706,3,11,"","","",3707,0,1,"",1,1586,""
456,3731,0,1,"","","","",3,1,"",1,1586,""
457,3716,0,1,"","","","",3,"","",1,1586,""
458,3518,0,1,"","","","",3,1,"",1,1586,""
459,6985,4,13,"","","","",18,"","",1,1586,""
460,7009,4,13,"","","","",18,"","",1,1586,""
461,7011,4,13,"","","","",18,"","",1,1586,""
462,6990,1,5,"","","","",5,"","",1,1586,""
463,6992,1,5,"","","","",5,"","",1,1586,""
464,7002,4,13,"","","","",18,"","",1,1586,""
465,6973,7,22,"","","","",23,"","",1,1586,""
466,6975,7,22,"","","","",23,"","",1,1586,""
467,6940,8,26,"","","","",12,"","",1,1586,""
468,6945,8,26,"","","","",12,"","",1,1586,""
469,6948,8,26,"","","","",12,"","",1,1586,""
470,8430,3,53,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RedBeastTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RedBeastTier3","",0,"","","",1586,""
471,8433,0,54,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RedHellionTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RedHellionTier3","",3,"","","",1586,""
472,8438,4,55,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RedBrambleHulkTier","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RedBrambleHulkTier3","",28,"","","",1586,""
473,8471,9,56,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GreenSquidTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GreenSquidTier3","",20,"","","",1586,""
474,8474,5,57,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GreenVultureParasiteTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GreenVultureParasiteTier3","",22,"","","",1586,""
475,8478,8,58,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GreenPlatedScorpionTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GreenPlatedScorpionTier3","",33,"","","",1586,""
476,8505,2,59,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlueRhexLargeTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlueRhexLargeTier3","",24,"","","",1586,""
477,8508,10,60,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlueNessaCrabTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlueNessaCrabTier3","",30,"","","",1586,""
478,8513,1,61,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlueGoatmanTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlueGoatmanTier3","",1,"","","",1586,""
479,10002,4,63,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GullGoliath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GullGoliath","",18,"","","",1586,""
