"rownum","Id","MonsterVarietiesKey","i32_20","rid_24","bool_40","bool_41","i32_42","i32_46","bool_50","rid_51","rid_67","i32_83","bool_87","i32_88","string_92","bool_100","bool_101","i32_102"
384,400,721,145,65,1,1,0,0,"","","",0,"",0,"","",1,0
385,401,7833,145,3466,1,1,0,0,"","","",0,"",0,"","",1,0
386,402,7834,145,3466,1,1,0,0,"","","",0,"",0,"","",1,0
387,403,7835,145,3466,1,1,0,0,"","","",0,"",0,"","",1,0
388,404,7836,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
389,405,7837,145,3468,1,1,0,0,"","","",0,"",0,"","",1,0
390,406,1604,145,951,1,1,0,0,"","","",0,"",0,"","",1,0
391,407,7926,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
392,408,2159,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
393,409,5993,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
394,410,7921,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
395,411,"",88,"",1,1,0,0,"","","",0,"",0,"","",1,0
396,412,7848,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
397,413,7946,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
398,414,8001,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
399,415,7911,145,337,1,1,0,0,"","","",0,"",0,"","",1,0
400,416,8032,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
401,417,8010,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
402,418,8022,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
403,419,7921,145,1896,1,1,0,0,"","","",0,"",0,"","",1,0
404,420,8124,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
405,421,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
406,422,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
407,423,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
408,424,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
409,425,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
410,426,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
411,427,8182,145,"","",1,0,0,"","","",0,"",0,"","",1,0
412,428,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
413,429,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
414,430,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
415,431,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
416,432,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
417,433,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
418,434,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
419,435,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
420,436,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
421,437,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
422,438,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
423,439,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
424,440,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
425,441,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
426,442,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
427,443,8157,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
428,444,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
429,445,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
430,446,7620,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
431,447,4747,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
432,448,"",90,"",1,1,0,0,"","","",0,"",0,"","",1,0
433,449,8301,145,"","",1,0,0,"","","",0,"",0,"","",1,0
434,450,3239,145,"","",1,0,0,"","","",0,"",0,"","",1,0
435,451,8345,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
436,452,8346,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
437,453,8347,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
438,454,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
439,455,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
440,456,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
441,457,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
442,458,8352,145,"","",1,0,0,"","","",0,"",0,"","",1,0
443,459,1604,145,"","",1,0,0,"","","",0,"",0,"","",1,0
444,460,1604,145,"","",1,0,0,"","","",0,"",0,"","",1,0
445,461,1604,145,"","",1,0,0,"","","",0,"",0,"","",1,0
446,462,8354,145,"","",1,0,0,"","","",0,"",0,"","",1,0
447,463,8348,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
448,464,1604,145,"","",1,0,0,"","","",0,"",0,"","",1,0
449,465,1604,145,"","",1,0,0,"","","",0,"",0,"","",1,0
450,466,1604,145,"","",1,0,0,"","","",0,"",0,"","",1,0
451,467,1604,145,"","",1,0,0,"","","",0,"",0,"","",1,0
452,468,1604,145,"","",1,0,0,"","","",0,"",0,"","",1,0
453,469,1604,145,"","",1,0,0,"","","",0,"",0,"","",1,0
454,470,1604,145,"","",1,0,0,"","","",0,"",0,"","",1,0
455,471,1604,145,"","",1,0,0,"","","",0,"",0,"","",1,0
456,472,1604,145,"","",1,0,0,"","","",0,"",0,"","",1,0
457,473,"",92,"","",1,0,0,"","","",0,"",0,"","",1,0
458,474,8356,145,"","",1,0,0,"","","",0,"",0,"","",1,0
459,475,8378,145,"","",1,0,0,"","","",0,"",0,"","",1,0
460,476,8349,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
461,477,8367,145,"","",1,0,0,"","","",0,"",0,"","",1,0
462,478,8368,145,"","",1,0,0,"","","",0,"",0,"","",1,0
463,479,8369,145,"","",1,0,0,"","","",0,"",0,"","",1,0
464,480,8357,145,"",1,"",0,0,"","","",0,"",0,"","",1,0
465,481,"",93,"","",1,0,0,"","","",0,"",0,"","",1,0
466,482,"",94,"","",1,0,0,"","","",0,"",0,"","",1,0
467,483,"",95,"","",1,0,0,"","","",0,"",0,"","",1,0
468,484,8331,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
469,485,8332,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
470,486,3240,145,"","",1,0,0,"","","",0,"",0,"","",1,0
471,487,8353,145,"","",1,0,0,"","","",0,"",0,"","",1,0
472,488,8330,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
473,489,5374,145,"","",1,0,0,"","","",0,"",0,"","",1,0
474,490,8404,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
475,491,8557,145,"","","",0,0,"","","",0,"",0,"","",1,0
476,492,8448,145,"",1,"",0,0,"","","",0,"",0,"","",1,0
477,493,8519,145,"","",1,0,0,"","","",0,"",0,"","",1,0
478,494,"",102,"",1,"",0,0,"","","",0,"",0,"","",1,0
479,495,"",96,"",1,"",0,0,"","","",0,"",0,"","",1,0
480,496,"",99,"",1,"",0,0,"","","",0,"",0,"","",1,0
481,497,"",103,"",1,"",0,0,"","","",0,"",0,"","",1,0
482,498,"",97,"",1,"",0,0,"","","",0,"",0,"","",1,0
483,499,"",100,"",1,"",0,0,"","","",0,"",0,"","",1,0
484,500,"",104,"",1,"",0,0,"","","",0,"",0,"","",1,0
485,501,"",98,"",1,"",0,0,"","","",0,"",0,"","",1,0
486,502,"",101,"",1,"",0,0,"","","",0,"",0,"","",1,0
487,503,8540,145,"","",1,0,15,1,"","",0,"",0,"","",1,0
488,504,8558,145,"","","",0,0,"","","",0,"",0,"","",1,0
489,505,8560,145,"","",1,0,0,"","","",0,"",0,"","",1,0
490,507,8476,145,"",1,"",0,0,"","","",0,"",0,"","",1,0
491,508,8442,145,"","","",0,0,"","","",0,"",0,"","",1,0
492,509,8541,145,"","",1,0,0,"","","",0,"",0,"","",1,0
493,510,8545,145,"","",1,0,0,"","","",0,"",0,"","",1,0
494,511,8546,145,"","",1,0,0,1,"","",0,1,0,"","",1,0
495,512,8543,145,"","","",0,0,"","","",0,"",0,"","",1,0
496,513,8551,145,"","",1,0,0,"","","",0,"",0,"","",1,0
497,514,8541,145,"","",1,15,0,"","","",0,"",0,"","",1,0
498,515,8541,145,"","",1,-15,0,"","","",0,"",0,"","",1,0
499,516,8559,145,"","","",0,0,"","","",0,"",0,"","",1,0
500,517,8540,145,"","",1,0,-30,1,"","",0,"",0,"","",1,0
501,518,8544,145,"","","",0,0,1,"","",0,"",0,"","",1,0
502,519,8542,145,"","",1,0,0,1,"","",0,"",0,"","",1,0
503,520,1298,145,"","",1,0,0,"","","",0,"",0,"","",1,0
504,521,8587,145,"","",1,0,0,"","","",0,"",0,"","",1,0
505,522,8755,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
506,523,8810,145,"","","",0,0,"","","",0,"",12,"","",1,0
507,524,8679,145,"",1,1,0,0,"","","",0,"",12,"","",1,0
508,525,8680,145,"",1,1,0,0,"","","",0,"",12,"","",1,0
509,526,3224,145,"","",1,0,0,"","","",0,"",30,"","",1,0
510,527,"",117,"",1,"",0,0,"","","",0,"",10,"","",1,0
511,528,8636,145,"","","",0,0,1,"","",0,1,0,"","",1,0
512,529,"",118,"",1,"",0,0,"","","",0,"",15,"","",1,0
513,530,8896,145,"","",1,0,0,"","","",0,"",0,"","",1,0
514,531,5704,145,"",1,1,8,8,"","","",0,"",0,"","",1,0
515,532,5707,145,"",1,1,0,0,"","","",0,"",45,"","",1,0
516,533,5989,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
517,534,6049,145,"","",1,0,0,"","","",0,"",0,"","",1,0
518,535,"",119,"",1,1,0,0,"","","",0,"",40,"","",1,0
519,536,5566,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
520,537,5590,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
521,538,8612,145,5082,"",1,0,0,"","","",0,"",0,"","",1,0
522,539,8637,145,"","","",0,0,1,"","",0,1,40,"","",1,0
523,540,8594,145,"","",1,0,0,1,"","",0,"",0,"","",1,0
524,541,5176,145,"","","",0,0,1,"","",0,"",0,"","",1,0
525,542,6380,145,"","","",0,0,"","","",0,"",0,"","",1,0
526,543,7496,145,"","",1,0,0,"","","",0,1,0,"","",1,0
527,544,8916,145,"","","",0,0,"","","",0,"",0,"","",1,0
528,545,8917,145,"","","",0,0,"","","",0,"",0,"","",1,0
529,546,8918,145,"","","",0,0,"","","",0,"",0,"","",1,0
530,547,8919,145,"","","",0,0,"","","",0,"",0,"","",1,0
531,548,8607,145,"","","",0,0,"","","",0,"",0,"","",1,0
532,549,8920,145,"","","",0,0,"","","",0,"",20,"","",1,0
533,550,9050,145,"","",1,0,0,"","","",0,"",0,"","",1,0
534,551,9051,145,"","",1,0,0,"","","",0,"",0,"","",1,0
535,552,9067,145,"","",1,0,0,"","","",0,"",0,"","",1,0
536,553,9054,145,"","",1,0,0,"","","",0,"",0,"","",1,0
537,554,9055,145,"","",1,0,0,"","","",0,"",0,"","",1,0
538,555,9068,145,"","",1,0,0,"","","",0,"",0,"","",1,0
539,556,8980,145,"","",1,0,0,1,"","",0,"",0,"clones",1,1,0
540,557,8981,145,"","",1,0,0,1,"","",0,"",0,"clones",1,1,0
541,558,9070,145,"","","",0,0,1,"","",0,"",0,"","","",0
542,559,9071,145,"","","",0,0,1,"","",0,"",0,"","","",0
543,560,9072,145,"","","",0,0,1,"","",0,"",0,"","","",0
544,561,"",120,"",1,1,0,12,1,"","",0,"",0,"squad",1,1,0
545,562,8936,145,"","",1,0,0,"","","",0,1,0,"","",1,0
546,563,9196,145,"","",1,0,0,"","","",0,1,0,"voidzone",1,1,0
547,564,9141,145,"","",1,0,0,"","","",0,"",0,"","",1,0
548,565,2363,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
549,566,955,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
550,567,"",121,"",1,1,0,0,1,"","",0,1,0,"temp_minion","",1,0
551,568,522,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
552,569,9186,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
553,570,9187,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
554,571,9188,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
555,572,9218,145,"","",1,0,8,1,"","",0,"",0,"","",1,0
556,573,9121,145,"","",1,0,0,1,"","",0,1,0,"","",1,0
557,574,9226,145,"",1,1,0,0,"","","",0,1,0,"","",1,0
558,575,6944,145,"","",1,0,0,1,"","",0,1,0,"","",1,0
559,576,9318,145,"","","",0,0,"","","",0,"",0,"","",1,0
560,577,9406,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
561,578,5562,145,"","",1,0,0,1,"","",0,1,15,"","",1,0
562,579,8176,145,"","","",0,0,"","","",0,"",30,"my_ranged_snakes",1,1,0
563,580,5586,145,"","",1,0,0,1,"","",0,1,10,"","",1,0
564,581,5659,145,"","",1,0,0,1,"","",0,1,15,"","",1,0
565,582,5416,145,"","",1,0,0,1,"","",0,1,15,"","",1,0
566,583,5700,145,"","",1,0,0,1,"","",0,1,10,"","",1,0
567,584,5928,145,"","",1,0,0,1,"","",0,1,10,"","",1,0
568,585,6018,145,"","",1,0,0,1,"","",0,1,10,"","",1,0
569,586,6192,145,"","",1,0,0,1,"","",0,1,10,"","",1,0
570,587,5397,145,"","",1,0,0,1,"","",0,1,10,"","",1,0
571,588,5675,145,"","",1,0,0,1,"","",0,1,15,"","",1,0
572,589,9441,145,"",1,1,0,0,"","","",0,"",10,"","",1,1000
573,590,9467,145,"","",1,0,0,"","","",0,"",0,"tentacles",1,1,0
574,591,8260,145,"","",1,0,0,"","","",0,"",0,"inert_banners",1,1,0
575,592,9408,145,"","",1,0,0,1,"","",0,1,15,"","",1,0
576,593,4784,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
577,594,4785,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
578,595,4783,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
579,596,4780,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
580,597,4777,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
581,598,"",122,"","",1,0,0,1,"","",0,1,0,"","",1,0
582,599,9409,145,"",1,1,0,0,"","","",0,"",0,"voodoo_doll","",1,0
583,600,9410,145,"",1,1,0,0,1,"","",0,1,0,"crystals",1,1,0
584,601,5193,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
585,602,9471,145,"","",1,0,0,"","","",0,"",0,"tentacles",1,1,0
586,603,5366,145,"","","",0,0,"","","",0,"",0,"","",1,0
587,604,5367,145,"","","",0,0,"","","",0,"",0,"","",1,0
588,605,5368,145,"","","",0,0,"","","",0,"",0,"","",1,0
589,606,5369,145,"","","",0,0,"","","",0,"",0,"","",1,0
590,607,5370,145,"","","",0,0,"","","",0,"",0,"","",1,0
591,608,9468,145,"","",1,0,0,"","","",0,"",0,"mega_tentacles",1,1,0
592,609,9405,145,"",1,"",0,0,"","","",0,"",0,"","",1,0
593,610,9426,145,"",1,1,0,0,"","","",0,"",0,"minotaur","",1,0
594,611,3236,145,"","",1,0,0,1,"","",0,1,0,"","",1,0
595,612,3073,145,"","",1,0,0,"","","",0,"",0,"","",1,0
596,613,5404,145,"","",1,0,0,"","","",0,"",10,"","",1,0
597,614,4427,145,482,1,1,0,0,"","","",0,"",0,"","",1,0
598,615,6102,145,"","",1,0,0,1,"","",0,"",0,"","",1,0
599,616,5634,145,"",1,1,0,0,1,"","",0,1,0,"","",1,0
600,617,9668,145,"",1,1,0,0,"","","",0,"",0,"volatiles",1,1,0
601,618,9665,145,"",1,1,0,0,1,"","",0,"",0,"volatiles",1,1,0
602,619,9666,145,"",1,1,0,0,"","","",0,"",0,"vortexes",1,1,0
603,620,9622,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
604,621,4774,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
605,622,4762,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
606,623,9646,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
607,624,9639,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
608,625,8897,145,"","",1,0,0,"","","",0,"",10,"","",1,0
609,626,9735,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
610,627,9736,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
611,628,9737,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
612,629,9407,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
613,630,9799,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
614,631,9798,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
615,632,9873,145,"","",1,10,0,"","","",0,"",0,"","",1,0
616,633,9872,145,"","",1,0,0,"","","",0,1,0,"","",1,500
617,634,9767,145,"","",1,0,0,"","","",0,1,0,"clones",1,1,0
618,635,7429,145,"",1,1,0,0,"","","",0,"",0,"jade_rocks",1,1,0
619,636,9976,145,"","",1,0,0,1,"","",0,"",0,"","",1,0
620,637,9073,145,"","","",0,0,1,"","",0,"",0,"","","",0
621,638,5435,145,"",1,1,0,0,"","","",0,"",20,"","",1,500
622,639,"",138,1972,"",1,0,0,"","","",0,"",0,"","",1,0
623,640,10015,145,"",1,1,0,0,"","","",0,1,0,"orbs",1,1,0
624,641,"",139,"",1,1,0,0,"","","",0,"",0,"","",1,0
625,642,10162,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
626,643,10155,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
627,644,10157,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
628,645,10159,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
629,646,10156,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
630,647,10158,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
631,648,10160,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
632,649,10163,145,"","","",0,0,"","","",0,"",12,"","",1,0
633,650,"",140,"",1,1,0,0,"","","",0,"",0,"fabrications",1,1,0
634,651,1299,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
635,652,5983,145,1391,1,1,0,0,"","","",0,"",0,"","",1,0
636,653,10170,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
637,654,9122,145,"",1,1,0,0,"","","",0,"",0,"volatiles",1,1,0
638,655,6178,145,"","",1,0,0,"","","",0,"",0,"","",1,0
639,656,10207,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
640,657,10280,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
641,658,10277,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
642,659,10279,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
643,660,10278,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
644,661,8887,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
645,662,"",144,"",1,1,0,0,"","","",0,"",0,"","",1,0
646,663,2852,145,951,1,1,0,0,"","","",0,"",0,"","",1,0
647,664,8084,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
648,665,5992,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
649,666,10247,145,"",1,1,0,0,"","","",0,"",0,"my_volatiles",1,1,0
650,667,10253,145,"",1,1,0,0,"","","",0,"",0,"my_orbs",1,1,0
651,668,2643,145,"",1,1,0,0,"","","",0,"",300,"","",1,1500
652,669,2644,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
653,670,5529,145,"","",1,0,0,"",60,"",0,"",20,"","",1,500
654,671,2371,145,"","",1,0,0,"",60,"",0,"",0,"","",1,0
655,672,4040,145,"","",1,0,0,"",60,"",0,"",0,"","",1,0
656,673,3546,145,"","",1,0,0,"",60,"",0,"",0,"","",1,0
