"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool_200","bool_201","[i32]_202","[i32]_218","bool_234"
220,4279,[],[34],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,69]","[59,19,25]","","",[1000],[0],""
221,4280,[],[321],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,70]","[60,78]","","",[1000],[0],""
222,4281,[],[634],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,42]","[61,41]","","",[1000],[0],""
223,4282,[],[319],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,71]","[62,20,26]","","",[1000],[0],""
224,4283,[],[636],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,72]","[63,79,16]","","",[1000],[0],""
225,4284,[],[324],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,37]","[43,22]","","",[1000],[0],""
226,4285,[],[633],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,64]","[44,73]","","",[1000],[0],""
227,4286,[],[313],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,27]","[45,10]","","",[1000],[0],""
228,4287,[],[320],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,65]","[46,74]","","",[1000],[0],""
229,4288,[],[323],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,36]","[47,21]","","",[1000],[0],""
230,4289,[],[311],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,30]","[48,13]","","",[1000],[0],""
231,4290,[],[316],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,32]","[49,17]","","",[1000],[0],""
232,4291,[],[27],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,66]","[50,75]","","",[1000],[0],""
233,4292,[],[309],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,28]","[51,11]","","",[1000],[0],""
234,4293,[],[318],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,34]","[52,15]","","",[1000],[0],""
235,4294,[],[632],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,67]","[54,76]","","",[1000],[0],""
236,4295,[],[640],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,68]","[55,77]","","",[1000],[0],""
237,4296,[],[625],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,40]","[56,39]","","",[1000],[0],""
238,4297,[],[310],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,29]","[57,12]","","",[1000],[0],""
239,4298,[],[312],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,31]","[58,14]","","",[1000],[0],""
240,4299,[],[34],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,69]","[59,19,25]","","",[1000],[0],""
241,4300,[],[321],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,70]","[60,78]","","",[1000],[0],""
242,4301,[],[634],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,42]","[61,41]","","",[1000],[0],""
243,4302,[],[319],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,71]","[62,20,26]","","",[1000],[0],""
244,4303,[],[636],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,72]","[63,79,16]","","",[1000],[0],""
245,4304,[],[324],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,37]","[43,22]","","",[1000],[0],""
246,4305,[],[633],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,64]","[44,73]","","",[1000],[0],""
247,4306,[],[313],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,27]","[45,10]","","",[1000],[0],""
248,4307,[],[320],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,65]","[46,74]","","",[1000],[0],""
249,4308,[],[323],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,36]","[47,21]","","",[1000],[0],""
250,4309,[],[311],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,30]","[48,13]","","",[1000],[0],""
251,4310,[],[316],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,32]","[49,17]","","",[1000],[0],""
252,4311,[],[27],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,66]","[50,75]","","",[1000],[0],""
253,4312,[],[309],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,28]","[51,11]","","",[1000],[0],""
254,4313,[],[318],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,34]","[52,15]","","",[1000],[0],""
255,4314,[],[317],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,33]","[53,18]","","",[1000],[0],""
256,4315,[],[640],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,68]","[55,77]","","",[1000],[0],""
257,4316,[],[625],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,40]","[56,39]","","",[1000],[0],""
258,4317,[],[310],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,29]","[57,12]","","",[1000],[0],""
259,4318,[],[312],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,31]","[58,14]","","",[1000],[0],""
260,4319,[],[34],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,69]","[59,19,25]","","",[1000],[0],""
261,4320,[],[321],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,70]","[60,78]","","",[1000],[0],""
262,4321,[],[634],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,42]","[61,41]","","",[1000],[0],""
263,4322,[],[319],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,71]","[62,20,26]","","",[1000],[0],""
264,4323,[],[636],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,72]","[63,79,16]","","",[1000],[0],""
265,4324,[],[324],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,37]","[43,22]","","",[1000],[0],""
266,4325,[],[633],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,64]","[44,73]","","",[1000],[0],""
267,4326,[],[313],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,27]","[45,10]","","",[1000],[0],""
268,4327,[],[320],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,65]","[46,74]","","",[1000],[0],""
269,4328,[],[323],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,36]","[47,21]","","",[1000],[0],""
270,4329,[],[311],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,30]","[48,13]","","",[1000],[0],""
271,4330,[],[316],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,32]","[49,17]","","",[1000],[0],""
272,4331,[],[27],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,66]","[50,75]","","",[1000],[0],""
273,4332,[],[309],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,28]","[51,11]","","",[1000],[0],""
274,4333,[],[318],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,34]","[52,15]","","",[1000],[0],""
275,4334,[],[317],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,33]","[53,18]","","",[1000],[0],""
276,4335,[],[632],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,67]","[54,76]","","",[1000],[0],""
277,4336,[],[625],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,40]","[56,39]","","",[1000],[0],""
278,4337,[],[310],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,29]","[57,12]","","",[1000],[0],""
279,4338,[],[312],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,31]","[58,14]","","",[1000],[0],""
280,4339,[],[34],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,69]","[59,19,25]","","",[1000],[0],""
281,4340,[],[321],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,70]","[60,78]","","",[1000],[0],""
282,4341,[],[634],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,42]","[61,41]","","",[1000],[0],""
283,4342,[],[319],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,71]","[62,20,26]","","",[1000],[0],""
284,4343,[],[636],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,72]","[63,79,16]","","",[1000],[0],""
285,4344,[],[324],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,37]","[43,22]","","",[1000],[0],""
286,4345,[],[633],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,64]","[44,73]","","",[1000],[0],""
287,4346,[],[313],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,27]","[45,10]","","",[1000],[0],""
288,4347,[],[320],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,65]","[46,74]","","",[1000],[0],""
289,4348,[],[323],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,36]","[47,21]","","",[1000],[0],""
290,4349,[],[311],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,30]","[48,13]","","",[1000],[0],""
291,4350,[],[316],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,32]","[49,17]","","",[1000],[0],""
292,4351,[],[27],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,66]","[50,75]","","",[1000],[0],""
293,4352,[],[309],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,28]","[51,11]","","",[1000],[0],""
294,4353,[],[318],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,34]","[52,15]","","",[1000],[0],""
295,4354,[],[317],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,33]","[53,18]","","",[1000],[0],""
296,4355,[],[632],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,67]","[54,76]","","",[1000],[0],""
297,4356,[],[640],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,68]","[55,77]","","",[1000],[0],""
298,4357,[],[310],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,29]","[57,12]","","",[1000],[0],""
299,4358,[],[312],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,31]","[58,14]","","",[1000],[0],""
300,4359,[],[34],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,69]","[59,19,25]","","",[1000],[0],""
301,4360,[],[321],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,70]","[60,78]","","",[1000],[0],""
302,4361,[],[634],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,42]","[61,41]","","",[1000],[0],""
303,4362,[],[319],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,71]","[62,20,26]","","",[1000],[0],""
304,4363,[],[636],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,72]","[63,79,16]","","",[1000],[0],""
305,4364,[],[324],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,37]","[43,22]","","",[1000],[0],""
306,4365,[],[633],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,64]","[44,73]","","",[1000],[0],""
307,4366,[],[313],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,27]","[45,10]","","",[1000],[0],""
308,4367,[],[320],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,65]","[46,74]","","",[1000],[0],""
309,4368,[],[323],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,36]","[47,21]","","",[1000],[0],""
310,4369,[],[311],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,30]","[48,13]","","",[1000],[0],""
311,4370,[],[316],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,32]","[49,17]","","",[1000],[0],""
312,4371,[],[27],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,66]","[50,75]","","",[1000],[0],""
313,4372,[],[309],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,28]","[51,11]","","",[1000],[0],""
314,4373,[],[318],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,34]","[52,15]","","",[1000],[0],""
315,4374,[],[317],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,33]","[53,18]","","",[1000],[0],""
316,4375,[],[632],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,67]","[54,76]","","",[1000],[0],""
317,4376,[],[640],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,68]","[55,77]","","",[1000],[0],""
318,4377,[],[625],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,40]","[56,39]","","",[1000],[0],""
319,4378,[],[312],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,31]","[58,14]","","",[1000],[0],""
320,4379,[],[34],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,69]","[59,19,25]","","",[1000],[0],""
321,4380,[],[321],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,70]","[60,78]","","",[1000],[0],""
322,4381,[],[634],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,42]","[61,41]","","",[1000],[0],""
323,4382,[],[319],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,71]","[62,20,26]","","",[1000],[0],""
324,4383,[],[636],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,72]","[63,79,16]","","",[1000],[0],""
325,4384,[],[324],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,37]","[43,22]","","",[1000],[0],""
326,4385,[],[633],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,64]","[44,73]","","",[1000],[0],""
327,4386,[],[313],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,27]","[45,10]","","",[1000],[0],""
328,4387,[],[320],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,65]","[46,74]","","",[1000],[0],""
329,4388,[],[323],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,36]","[47,21]","","",[1000],[0],""
330,4389,[],[311],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,30]","[48,13]","","",[1000],[0],""
331,4390,[],[316],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,32]","[49,17]","","",[1000],[0],""
332,4391,[],[27],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,66]","[50,75]","","",[1000],[0],""
333,4392,[],[309],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,28]","[51,11]","","",[1000],[0],""
334,4393,[],[318],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,34]","[52,15]","","",[1000],[0],""
335,4394,[],[317],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,33]","[53,18]","","",[1000],[0],""
336,4395,[],[632],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,67]","[54,76]","","",[1000],[0],""
337,4396,[],[640],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,68]","[55,77]","","",[1000],[0],""
338,4397,[],[625],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,40]","[56,39]","","",[1000],[0],""
339,4398,[],[310],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,29]","[57,12]","","",[1000],[0],""
340,4399,[],[34],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,69]","[59,19,25]","","",[1000],[0],""
341,4400,[],[321],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,70]","[60,78]","","",[1000],[0],""
342,4401,[],[634],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,42]","[61,41]","","",[1000],[0],""
343,4402,[],[319],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,71]","[62,20,26]","","",[1000],[0],""
344,4403,[],[636],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,72]","[63,79,16]","","",[1000],[0],""
345,4404,[],[324],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,37]","[43,22]","","",[1000],[0],""
346,4405,[],[633],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,64]","[44,73]","","",[1000],[0],""
347,4406,[],[313],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,27]","[45,10]","","",[1000],[0],""
348,4407,[],[320],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,65]","[46,74]","","",[1000],[0],""
349,4408,[],[323],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,36]","[47,21]","","",[1000],[0],""
350,4409,[],[311],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,30]","[48,13]","","",[1000],[0],""
351,4410,[],[316],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,32]","[49,17]","","",[1000],[0],""
352,4411,[],[27],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,66]","[50,75]","","",[1000],[0],""
353,4412,[],[309],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,28]","[51,11]","","",[1000],[0],""
354,4413,[],[318],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,34]","[52,15]","","",[1000],[0],""
355,4414,[],[317],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,33]","[53,18]","","",[1000],[0],""
356,4415,[],[632],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,67]","[54,76]","","",[1000],[0],""
357,4416,[],[640],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,68]","[55,77]","","",[1000],[0],""
358,4417,[],[625],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,40]","[56,39]","","",[1000],[0],""
359,4418,[],[310],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,29]","[57,12]","","",[1000],[0],""
360,4419,[],[312],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,31]","[58,14]","","",[1000],[0],""
361,4420,[],[321],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,70]","[60,78]","","",[1000],[0],""
362,4421,[],[634],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,42]","[61,41]","","",[1000],[0],""
363,4422,[],[319],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,71]","[62,20,26]","","",[1000],[0],""
364,4423,[],[636],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,72]","[63,79,16]","","",[1000],[0],""
365,4424,[],[324],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,37]","[43,22]","","",[1000],[0],""
366,4425,[],[633],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,64]","[44,73]","","",[1000],[0],""
367,4426,[],[313],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,27]","[45,10]","","",[1000],[0],""
368,4427,[],[320],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,65]","[46,74]","","",[1000],[0],""
369,4428,[],[323],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,36]","[47,21]","","",[1000],[0],""
370,4429,[],[311],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,30]","[48,13]","","",[1000],[0],""
371,4430,[],[316],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,32]","[49,17]","","",[1000],[0],""
372,4431,[],[27],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,66]","[50,75]","","",[1000],[0],""
373,4432,[],[309],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,28]","[51,11]","","",[1000],[0],""
374,4433,[],[318],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,34]","[52,15]","","",[1000],[0],""
375,4434,[],[317],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,33]","[53,18]","","",[1000],[0],""
376,4435,[],[632],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,67]","[54,76]","","",[1000],[0],""
377,4436,[],[640],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,68]","[55,77]","","",[1000],[0],""
378,4437,[],[625],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,40]","[56,39]","","",[1000],[0],""
379,4438,[],[310],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,29]","[57,12]","","",[1000],[0],""
380,4439,[],[312],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,31]","[58,14]","","",[1000],[0],""
381,4440,[],[34],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,69]","[59,19,25]","","",[1000],[0],""
382,4441,[],[634],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,42]","[61,41]","","",[1000],[0],""
383,4442,[],[319],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,71]","[62,20,26]","","",[1000],[0],""
384,4443,[],[636],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,72]","[63,79,16]","","",[1000],[0],""
385,4444,[],[324],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,37]","[43,22]","","",[1000],[0],""
386,4445,[],[633],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,64]","[44,73]","","",[1000],[0],""
387,4446,[],[313],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,27]","[45,10]","","",[1000],[0],""
388,4447,[],[320],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,65]","[46,74]","","",[1000],[0],""
389,4448,[],[323],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,36]","[47,21]","","",[1000],[0],""
390,4449,[],[311],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,30]","[48,13]","","",[1000],[0],""
391,4450,[],[316],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,32]","[49,17]","","",[1000],[0],""
392,4451,[],[27],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,66]","[50,75]","","",[1000],[0],""
393,4452,[],[309],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,28]","[51,11]","","",[1000],[0],""
394,4453,[],[318],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,34]","[52,15]","","",[1000],[0],""
395,4454,[],[317],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,33]","[53,18]","","",[1000],[0],""
396,4455,[],[632],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,67]","[54,76]","","",[1000],[0],""
397,4456,[],[640],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,68]","[55,77]","","",[1000],[0],""
398,4457,[],[625],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,40]","[56,39]","","",[1000],[0],""
399,4458,[],[310],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,29]","[57,12]","","",[1000],[0],""
400,4459,[],[312],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,31]","[58,14]","","",[1000],[0],""
401,4460,[],[34],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,69]","[59,19,25]","","",[1000],[0],""
402,4461,[],[321],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,70]","[60,78]","","",[1000],[0],""
403,4462,[],[319],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,71]","[62,20,26]","","",[1000],[0],""
404,4463,[],[636],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,72]","[63,79,16]","","",[1000],[0],""
405,4464,[],[324],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,37]","[43,22]","","",[1000],[0],""
406,4465,[],[633],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,64]","[44,73]","","",[1000],[0],""
407,4466,[],[313],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,27]","[45,10]","","",[1000],[0],""
408,4467,[],[320],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,65]","[46,74]","","",[1000],[0],""
409,4468,[],[323],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,36]","[47,21]","","",[1000],[0],""
410,4469,[],[311],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,30]","[48,13]","","",[1000],[0],""
411,4470,[],[316],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,32]","[49,17]","","",[1000],[0],""
412,4471,[],[27],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,66]","[50,75]","","",[1000],[0],""
413,4472,[],[309],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,28]","[51,11]","","",[1000],[0],""
414,4473,[],[318],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,34]","[52,15]","","",[1000],[0],""
415,4474,[],[317],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,33]","[53,18]","","",[1000],[0],""
416,4475,[],[632],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,67]","[54,76]","","",[1000],[0],""
417,4476,[],[640],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,68]","[55,77]","","",[1000],[0],""
418,4477,[],[625],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,40]","[56,39]","","",[1000],[0],""
419,4478,[],[310],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,29]","[57,12]","","",[1000],[0],""
420,4479,[],[312],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,31]","[58,14]","","",[1000],[0],""
421,4480,[],[34],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,69]","[59,19,25]","","",[1000],[0],""
422,4481,[],[321],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,70]","[60,78]","","",[1000],[0],""
423,4482,[],[634],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,42]","[61,41]","","",[1000],[0],""
424,4483,[],[636],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,72]","[63,79,16]","","",[1000],[0],""
425,4484,[],[324],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,37]","[43,22]","","",[1000],[0],""
426,4485,[],[633],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,64]","[44,73]","","",[1000],[0],""
427,4486,[],[313],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,27]","[45,10]","","",[1000],[0],""
428,4487,[],[320],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,65]","[46,74]","","",[1000],[0],""
429,4488,[],[323],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,36]","[47,21]","","",[1000],[0],""
430,4489,[],[311],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,30]","[48,13]","","",[1000],[0],""
431,4490,[],[316],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,32]","[49,17]","","",[1000],[0],""
432,4491,[],[27],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,66]","[50,75]","","",[1000],[0],""
433,4492,[],[309],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,28]","[51,11]","","",[1000],[0],""
434,4493,[],[318],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,34]","[52,15]","","",[1000],[0],""
435,4494,[],[317],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,33]","[53,18]","","",[1000],[0],""
436,4495,[],[632],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,67]","[54,76]","","",[1000],[0],""
437,4496,[],[640],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,68]","[55,77]","","",[1000],[0],""
438,4497,[],[625],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,40]","[56,39]","","",[1000],[0],""
439,4498,[],[310],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,29]","[57,12]","","",[1000],[0],""
440,4499,[],[312],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,31]","[58,14]","","",[1000],[0],""
441,4500,[],[34],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,69]","[59,19,25]","","",[1000],[0],""
442,4501,[],[321],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,70]","[60,78]","","",[1000],[0],""
443,4502,[],[634],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,42]","[61,41]","","",[1000],[0],""
