"rownum","Id","SoundFile","BankFile","HASH16","IsAvailableInHideout","Name","string","MusicCategories","bool","i32"
202,"HeistSuccess","Audio/Music/Heist/HeistSuccess","Heist.bank",2616,"","","",[],"",0
203,"HeistFailure","Audio/Music/Heist/HeistFailure","Heist.bank",65381,"","","",[],"",0
204,"HeistRegular2","Audio/Music/Heist/HeistRegular2","Heist.bank",48012,"","","",[],"",0
205,"UltimatumBoss","Audio/Music/Ultimatum/UltimatumBoss","Ultimatum.bank",25298,"","","",[],"",0
206,"UltimatumRegular","Audio/Music/Ultimatum/UltimatumRegular","Ultimatum.bank",44160,"","","",[],"",0
207,"UltimatumResolve","Audio/Music/Ultimatum/UltimatumResolve","Ultimatum.bank",20595,"","","",[],"",0
208,"UltimatumHideout","Audio/Music/Ultimatum/UltimatumHideout","Ultimatum.bank",18370,1,"Ultimatum","","[0,13]",1,0
209,"Expedition","Audio/Music/Expedition/Expedition","Expedition.bank",56999,1,"Expedition","",[13],1,0
210,"Logbooks","Audio/Music/Expedition/Logbooks","Expedition.bank",12252,1,"Logbooks","",[13],1,0
211,"OlrothBoss","Audio/Music/Expedition/OlrothBoss","Expedition.bank",49595,"","","",[],"",0
212,"VoranaBoss","Audio/Music/Expedition/VoranaBoss","Expedition.bank",28046,1,"Expedition Boss","","[0,13]",1,0
213,"MedvedBoss","Audio/Music/Expedition/MedvedBoss","Expedition.bank",41291,"","","",[],"",0
214,"ExpeditionTomb","Audio/Music/Expedition/ExpeditionTomb","Expedition.bank",39663,"","","",[],"",0
215,"UhtredBoss","Audio/Music/Expedition/UhtredBoss","Expedition.bank",31146,"","","",[],"",0
216,"Scourge","Audio/Music/Scourge/Scourge","Scourge.bank",55222,1,"Scourge","",[13],1,0
217,"Ritual","Audio/Music/Ritual/Ritual","Ritual.bank",61600,1,"Ritual","",[13],1,0
218,"OrionBoss","Audio/Music/AtlasRework/OrionBoss","AtlasReworkBoss.bank",16073,1,"The Awakener","","[0,13]",1,0
219,"OrionAmbience","Audio/Music/AtlasRework/OrionAmbience","AtlasReworkAmbience.bank",18795,1,"Eye of the Storm","",[13],1,0
220,"EyrieBoss","Audio/Music/AtlasRework/EyrieBoss","AtlasReworkBoss.bank",63213,1,"The Redeemer","","[0,13]",1,0
221,"EyrieAmbience","Audio/Music/AtlasRework/EyrieAmbience","AtlasReworkAmbience.bank",23332,1,"Redeemer's Eyrie","",[13],1,0
222,"CrusaderBoss","Audio/Music/AtlasRework/CrusaderBoss","AtlasReworkBoss.bank",34393,1,"The Crusader","","[0,13]",1,0
223,"CrusaderAmbience","Audio/Music/AtlasRework/CrusaderAmbience","AtlasReworkAmbience.bank",28981,1,"Crusader's Sanctum","",[13],1,0
224,"BasiliskBoss","Audio/Music/AtlasRework/BasiliskBoss","AtlasReworkBoss.bank",41600,1,"The Hunter","","[0,13]",1,0
225,"BasiliskAmbience","Audio/Music/AtlasRework/BasiliskAmbience","AtlasReworkAmbience.bank",60284,1,"Hunter's Ambush","",[13],1,0
226,"BasiliskResolve","Audio/Music/AtlasRework/BasiliskResolve","AtlasReworkResolve.bank",136,"","","",[],"",0
227,"AdjudicatorBoss","Audio/Music/AtlasRework/CrusaderBoss","AtlasReworkBoss.bank",1003,1,"The Warlord","","[0,13]","",0
228,"AdjudicatorAmbience","Audio/Music/AtlasRework/CrusaderAmbience","AtlasReworkAmbience.bank",47044,1,"Warlord's Keep","",[13],"",0
229,"CrusaderResolve","Audio/Music/AtlasRework/CrusaderResolve","AtlasReworkResolve.bank",809,"","","",[],"",0
230,"EyrieResolve","Audio/Music/AtlasRework/EyrieResolve","AtlasReworkResolve.bank",37785,"","","",[],"",0
231,"MavensKeep","Audio/Music/Maven/MavensKeep","Maven.bank",46429,1,"The Proving Ground","",[13],1,0
232,"MavenBoss","Audio/Music/Maven/MavenBoss","Maven.bank",32043,1,"Maven","","[0,13]",1,0
233,"BossRush","Audio/Music/Maven/BossRush","Maven.bank",26087,1,"The Maven's Challenge","","[0,13]",1,0
234,"DarkStar","Audio/Music/AtlasScars/DarkStar","AtlasScars.bank",53980,1,"The Black Star","","[0,13]",1,0
235,"CleansingFire","Audio/Music/AtlasScars/CleansingFire","AtlasScars.bank",55530,1,"The Searing Exarch","","[0,13]",1,0
236,"DoomPers","Audio/Music/AtlasScars/DoomPers","AtlasScars.bank",8948,1,"The Infinite Hunger","","[0,13]",1,0
237,"Tangle","Audio/Music/AtlasScars/Tangle","AtlasScars.bank",64740,1,"The Eater of Worlds","","[0,13]",1,0
238,"AtlasBase","Audio/Music/AtlasScars/AtlasBase","AtlasScars.bank",61722,1,"The Last Outpost","","[13,1]",1,0
239,"Master_Track_01","Audio/Music/Masters/Trial.ogg","Music12.bank",2506,"","","",[],"",0
240,"Master_Track_02","Audio/Music/Masters/Trial_DriveLoop.ogg","Music12.bank",36331,"","","",[],"",0
241,"HallowedGroundUniqueMap","Audio/Music/HallowedGroundUniqueMap/HallowedGroundUniqueMap.ogg","Music16.bank",34133,"","","",[],"",0
242,"CaganMain","Audio/Music/Cagans_Map/Cagan_Main.ogg","Music11.bank",5548,"","","",[],"",0
243,"CaganBoss","Audio/Music/Cagans_Map/Cagan_Boss.ogg","Music11.bank",43877,"","","",[0],"",0
244,"Trailer_AngelsDemons","Audio/Music/MysteryBox/AngelsDemons","MysteryBox.bank",28899,1,"Angels & Demons","",[16],1,0
245,"Trailer_Carnival","Audio/Music/MysteryBox/Carnival","MysteryBox.bank",14308,1,"Carnival","",[16],1,0
246,"Trailer_Frontier","Audio/Music/MysteryBox/Frontier","MysteryBox.bank",52543,1,"Frontier","",[16],1,0
247,"Trailer_Polaris","Audio/Music/MysteryBox/Polaris","MysteryBox.bank",13648,1,"Polaris","",[16],1,0
248,"Trailer_Thaumaturgy","Audio/Music/MysteryBox/Thaumaturgy","MysteryBox.bank",32370,1,"Thaumaturgy","",[16],1,0
249,"HallOfGrandmasters","Audio/Music/Masters/Trial.ogg","Music12.bank",5111,1,"Hall of Grandmasters","",[12],1,0
250,"EndGame_MusicBox","Audio/Music/EndGame_MusicBox/Music_Box_Level.ogg","Music9.bank",52832,1,"Acton's Nightmare","",[12],1,0
251,"PVPTrack1","Audio/Music/PVP/PVP_Track_1.ogg","Music10.bank",51202,1,"PvP","",[14],1,0
252,"Credits_Track_1","Audio/Music/Credits/Credits_01.ogg","Music9.bank",46745,"","","",[],"",0
253,"Credits_Track_2","Audio/Music/Credits/Credits_02.ogg","Music9.bank",25102,"","","",[],"",0
254,"Credits_Track_3","Audio/Music/Credits/Credits_03.ogg","Music10.bank",58192,"","","",[],"",0
255,"DeathResolve","Audio/Music/GeneralResolveSamples/DeathResolve","Music26.bank",24042,"","","",[],"",0
256,"HideoutForest","Audio/Music/Act2_Encampment/Act2_Encampment.ogg","Music3.bank",65379,1,"Lush Hideout","",[15],"",0
257,"HideoutArch","Audio/Music/Act4_Town/Act4_Town.ogg","Music10.bank",2401,1,"Robber's Trench Hideout","",[15],"",0
258,"HideoutBattleground","Audio/Music/Act8_Encampment/Act8_Encampment","Music21.bank",28470,1,"Battle-scarred Hideout","",[15],"",0
259,"HideoutBeach","Audio/Music/Act6_Encampment/Act6_Encampment.ogg","Music20.bank",33485,1,"Coastal Hideout","",[15],"",0
260,"HideoutLibrary","Audio/Music/Act10_OriathDock/Act10_OriathDock.ogg","Music21.bank",8897,1,"Enlightened Hideout","",[15],"",0
261,"HideoutGardens","Audio/Music/Labyrinth/dry_garden.ogg","Music15.bank",62863,1,"Overgrown Hideout","",[15],"",0
262,"HideoutSolaris","Audio/Music/Act3_Solaris/Act3_Solaris.ogg","Music7.bank",13485,1,"Immaculate Hideout","",[15],"",0
263,"HideoutFellshrine","Audio/Music/Act7_Encampment/BridgeEncampment","Music26.bank",45200,1,"Unearthed Hideout","",[15],"",0
264,"HideoutSlum","Audio/Music/Act8_Encampment/Act8_Encampment","Music21.bank",62635,1,"Backstreet Hideout","",[15],"",0
265,"HideoutSewer","Audio/Music/Act10_OriathDock/Act10_OriathDock.ogg","Music21.bank",29226,1,"Undercity Hideout","",[15],"",0
266,"HideoutMine","Audio/Music/Act4_Tunnels/Act4_MiningTunnels.ogg","Music10.bank",55535,1,"Excavated Hideout","",[15],"",0
267,"HideoutCourts","Audio/Music/Act5_TemplarCourt/Act5_TemplarCourt.ogg","Music18.bank",31968,1,"Stately Hideout","",[15],"",0
268,"HideoutCoral","Audio/Music/Act1_Encampment/Act1_Encampment.ogg","Music1.bank",18035,1,"Coral Hideout","",[15],"",0
269,"HideoutRuinedTemple","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",6122,1,"Baleful Hideout","",[15],"",0
270,"HideoutOasis","Audio/Music/Act4_Arena/DaressoPit.ogg","Music13.bank",750,1,"Desert Hideout","",[15],"",0
271,"HideoutOssuary","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",61235,1,"Skeletal Hideout","",[15],"",0
272,"HideoutBaths","Audio/Music/Act3_Solaris/Act3_Solaris.ogg","Music7.bank",55372,1,"Luxurious Hideout","",[15],"",0
273,"HideoutTemplarLab","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",55414,1,"Cartographer's Hideout","",[15],"",0
274,"HideoutPillarsOfArun","Audio/Music/Act4_Arena/DaressoPit.ogg","Music13.bank",65044,1,"Towering Hideout","",[15],"",0
275,"HideoutAtziriArena","Audio/Music/Sacrifice/Atziri.ogg","Music11.bank",34352,1,"Corrupted Hideout","",[15],"",0
276,"HideoutInnocenceArena","Audio/Music/Act5_OverseerTower/Act5_OverseerTower.ogg","Music18.bank",45610,1,"Innocent Hideout","",[15],"",0
277,"HideoutShaperArena","Audio/Music/AtlasOfWorlds/AtlasShapersRealm.ogg","Music16.bank",41490,1,"Shaped Hideout","",[15],"",0
278,"HideoutKaomArena","Audio/Music/Act4_KaomsDream/Kaom_2.ogg","Music14.bank",26625,1,"Furious Hideout","",[15],"",0
279,"HideoutDaressoArena","Audio/Music/Act4_Arena/DaressoArena.ogg","Music13.bank",49908,1,"Champion's Hideout","",[15],"",0
280,"HideoutDominusArena","Audio/Music/Act3_Sceptre/Sceptre_Of_God.ogg","Music8.bank",52081,1,"Indomitable Hideout","",[15],"",0
281,"HideoutPietyArena","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",41981,1,"Morbid Hideout","",[15],"",0
282,"HideoutLunarisSolarisArena","Audio/Music/Act8_Encampment/Act8_Encampment","Music21.bank",37028,1,"Eclipsed Hideout (Twilight)","",[15],"",0
283,"HideoutLunarisSolarisArenaSolaris","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",43253,1,"Eclipsed Hideout (Day)","",[15],"",0
284,"HideoutLunarisSolarisArenaLunaris","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",34751,1,"Eclipsed Hideout (Night)","",[15],"",0
285,"HideoutKitavaArenaAct10","Audio/Music/Act5_RuinedSquare/Act5_RuinedSquare.ogg","Music19.bank",36378,1,"Ravenous Hideout","",[15],"",0
286,"HideoutSunken","Audio/Music/Vaal_Temple/Vaal_Temple","Music24.bank",18782,1,"Sunken Hideout","",[15],"",0
287,"HideoutShapersRealm","Audio/Music/AtlasOfWorlds/AtlasShapersRealm.ogg","Music16.bank",34604,1,"Celestial Hideout","",[15],"",0
288,"HideoutTwilightTempleSolaris","Audio/Music/Act3_Solaris/Act3_Solaris.ogg","Music7.bank",60486,1,"Divided Hideout (Solaris)","",[15],"",0
289,"HideoutTwilightTempleLunaris","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",48661,1,"Divided Hideout (Lunaris)","",[15],"",0
290,"HideoutHighGardens","Audio/Music/Act6_KaruiFortress/Act6_KaruiFortress","Music24.bank",61074,1,"Arboreal Hideout","",[15],"",0
291,"HideoutHauntedMansion","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",23230,1,"Haunted Hideout","",[15],"",0
292,"HideoutPrisonTower","Audio/Music/Act6_Prison/Act6_Prison","Music23.bank",38628,1,"Brutal Hideout","",[15],"",0
293,"HideoutCrimsonTemple","Audio/Music/Act5_ChamberOfInnocence/Act5_ChamberOfInnocence.ogg","Music18.bank",39182,1,"Sanguine Hideout","",[15],"",0
294,"HideoutIceberg","Audio/Music/Delve/DelveHub","Music25.bank",64285,1,"Glacial Hideout","",[15],"",0
295,"HideoutMountain","Audio/Music/Act4_Town/Act4_Town.ogg","Music10.bank",9587,1,"Alpine Hideout","",[15],"",0
296,"HideoutDoomguard","Audio/Music/Act10_OriathDock/Act10_OriathDock.ogg","Music21.bank",54370,1,"Doomguard Hideout","",[15],"",0
297,"HideoutSunspire","Audio/Music/Synthesis/MemoryNexus","Music25.bank",37893,1,"Sunspire Hideout","",[15],"",0
298,"HideoutDarkwood","Audio/Music/Act2_Cave/Act2_Cave.ogg","Music4.bank",1739,1,"Glimmerwood Hideout","",[15],"",0
299,"HideoutSpace","Audio/Music/AtlasOfWorlds/AtlasShapersRealm.ogg","Music16.bank",35022,1,"Celestial Nebula Hideout","",[15],"",0
300,"HideoutArenaGraveyardTrio","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",30781,1,"Entombed Hideout","",[15],"",0
301,"HideoutArenaElder","Audio/Music/WarForTheAtlas/Elder","Music22.bank",26046,1,"Void Hideout","",[15],"",0
302,"HideoutChiyouSpring","Audio/Music/Synthesis/MemoryNexus","Music25.bank",63882,1,"Chiyou Hideout","",[15],"",0
303,"HideoutBlankAbyss","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",32865,1,"Infinite Abyss Hideout","",[15],"",0
304,"HideoutBlankCity","Audio/Music/Act5_TemplarCourt/Act5_TemplarCourt.ogg","Music18.bank",26652,1,"Urban Sprawl Hideout","",[15],"",0
305,"HideoutBlankClouds","Audio/Music/Synthesis/MemoryNexus","Music25.bank",61767,1,"Boundless Skies Hideout","",[15],"",0
306,"HideoutBlankDesert","Audio/Music/Act4_Arena/DaressoPit.ogg","Music13.bank",29167,1,"Endless Sands Hideout","",[15],"",0
307,"HideoutBlankDirt","Audio/Music/Act4_Town/Act4_Town.ogg","Music10.bank",34522,1,"Eternal Wasteland Hideout","",[15],"",0
308,"HideoutBlankGrass","Audio/Music/Act2_Encampment/Act2_Encampment.ogg","Music3.bank",5889,1,"Vast Plains Hideout","",[15],"",0
309,"HideoutBlankSea","Audio/Music/Vaal_Temple/Vaal_Temple","Music24.bank",58314,1,"All at Sea Hideout","",[15],"",0
310,"HideoutBlankSnow","Audio/Music/Delve/DelveHub","Music25.bank",3594,1,"Glacial Expanse Hideout","",[15],"",0
311,"HideoutDark","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",11848,1,"Ghost-lit Graveyard Hideout","",[15],"",0
312,"HideoutLight","Audio/Music/Act2_Encampment/Act2_Encampment.ogg","Music3.bank",64865,1,"Timekeeper's Hideout","",[15],"",0
313,"Lake","Audio/Music/LakeLeague/Lake","Lake.bank",36006,"","Lake","",[13],"",0
314,"LakeOfKalandraHO","Audio/Music/LakeLeague/LakeOfKalandraHO","Lake.bank",38232,1,"Lake of Kalandra","",[13],1,0
315,"Sanctum","Audio/Music/SanctumLeague/Sanctum","Sanctum.bank",24684,"","","",[13],"",0
316,"SanctumHO","Audio/Music/SanctumLeague/SanctumHO","Sanctum.bank",39356,1,"Sanctum","",[13],1,0
317,"CrucibleInMap","Audio/Music/CrucibleLeague/CrucibleInMap","Crucible.bank",44135,"","","",[13],1,0
318,"Crucible","Audio/Music/CrucibleLeague/Crucible","Crucible.bank",6865,"","","",[13],1,0
319,"CrucibleHO","Audio/Music/CrucibleLeague/CrucibleHO","Crucible.bank",27514,1,"Wisdom of the Ages","",[13],1,0
320,"CrucibleFightHO","Audio/Music/CrucibleLeague/CrucibleFightHO","Crucible.bank",41418,1,"Titan's Call","",[13],1,0
321,"CrucibleMapHO","Audio/Music/CrucibleLeague/CrucibleMapHO","Crucible.bank",14610,1,"Forge of the Ancient's","",[13],1,0
322,"TotATown","Audio/Music/AncestralLeague/TotAHallsOfTheDead","TrialOfTheAncestors.bank",64776,"","","",[13],"",0
323,"TotABattle","Audio/Music/AncestralLeague/TotABattle","TrialOfTheAncestors.bank",6830,"","","",[13],"",0
324,"TotATownHO","Audio/Music/AncestralLeague/TotAHallsOfTheDeadHO","TrialOfTheAncestorsHO.bank",30086,1,"The Halls of the Dead","",[13],1,0
325,"TotABattleHO","Audio/Music/AncestralLeague/TotABattleHO","TrialOfTheAncestorsHO.bank",8,1,"The Eye of Destiny","",[13],1,0
326,"AzmeriWoods","Audio/Music/AzmeriLeague/AzmeriWoods","AzmeriLeague.bank",25825,"","","",[13],1,0
327,"AzmeriSafe","Audio/Music/AzmeriLeague/AzmeriSafe","AzmeriLeague.bank",9390,"","","",[13],1,0
328,"AzmeriBoss","Audio/Music/AzmeriLeague/AzmeriBoss","AzmeriLeagueBoss.bank",11386,"","","",[13],1,0
329,"EnigmaHO","Audio/Music/Hideout/EnigmaHideout","EnigmaHideout.bank",6993,"","","",[15],1,0
330,"EdgeOfNothingnessHO","Audio/Music/AzmeriLeague/EdgeOfNothingnessHO","AzmeriLeagueHO.bank",6825,1,"Edge of Nothingness","",[13],1,0
331,"TheKingInTheMistsHO","Audio/Music/AzmeriLeague/TheKingInTheMistsHO","AzmeriLeagueHO.bank",30906,1,"The King In The Mists","",[13],1,0
332,"TheViridianWildwoodHO","Audio/Music/AzmeriLeague/TheViridianWildwoodHO","AzmeriLeagueHO.bank",24181,1,"The Viridian Wildwood","",[13],1,0
