"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","i32","bool","DialogueOption2","rid","rid","string","i32","i32","i32","i32","rid","i32","rid","bool","i32","i32","i32"
360,21,7,"Maramoa",[424],[],[436],"","",3,"",436,[310],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,32230,0,53,"",0,"",1,0,-16843010,-16843010
361,21,8,"Hargan","[424,0]",[],[437],"","",3,"",437,[311],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,32294,0,53,"",0,"",1,0,-16843010,-16843010
362,21,9,"Grigor","[424,0]",[],[438],"","",3,"",438,[312],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,32358,0,53,"",0,"",1,0,-16843010,-16843010
363,21,10,"Piety's Gems","[424,0]",[216],[439],"","",3,"",439,[315],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,32466,0,53,"",0,"",1,0,-16843010,-16843010
364,21,11,"Piety",[424],[216],[271],"","",3,"",271,[314],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,32530,0,53,"",0,"",1,0,-16843010,-16843010
365,21,12,"Piety",[216],[],[277],"",277,3,"",277,[321],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,32578,0,53,"",0,"",1,0,-16843010,-16843010
366,21,13,"Vinia","[424,0]",[],[406],"","",3,"",406,[316],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,32656,0,53,"",0,"",1,0,-16843010,-16843010
367,21,14,"The Lunaris Temple","[424,0]","[163,0]",[443],"","",3,"",443,[317],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,32752,0,53,"",0,"",1,0,-16843010,-16843010
368,21,15,"General Gravicius",[209],[],[440],"","",3,"",440,[318],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,32800,0,53,"",0,"",1,0,-16843010,-16843010
369,21,16,"Cataclysm",[424],[],[441],"","",3,"",441,[319],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,32870,0,53,"",0,"",1,0,-16843010,-16843010
370,21,17,"Statues","[424,0]",[],[442],"","",3,"",442,[320],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,32952,0,53,"",0,"",1,0,-16843010,-16843010
371,21,18,"The Purity Rebellion","[424,0]",[],[527],"","",3,"",527,[322],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,33016,0,53,"",0,"",1,0,-16843010,-16843010
372,21,19,"Purchase Items",[],[],[],"","",25,"",71,[],"","","",[],[],1344,[],1344,"","",2,"","",1,"","",0,33016,0,53,"",0,"",1,0,-16843010,-16843010
373,21,20,"Sell Items",[],[],[],"","",26,"",71,[],"","","",[],[],1344,[],1344,"","",1,"","",0,"","",0,33016,0,53,"",0,"",1,0,-16843010,-16843010
374,17,0,"Introduction",[],[],[181],"",181,3,"",181,[323],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,33048,0,53,"",0,"",1,0,-16843010,-16843010
375,17,1,"The Ribbon Spool",[181],"[186,0]",[185],"",185,6,"",185,[324],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,33128,0,53,"",0,"",1,0,-16843010,-16843010
376,17,2,"The Ribbon Spool","[181,0]","[187,0]",[187],"",187,6,"",187,[325],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,33224,0,53,"",0,"",1,0,-16843010,-16843010
377,17,3,"The Ribbon Spool","[181,0,0]",[187],[187],"",187,6,"",187,[326],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,33320,0,53,"",0,"",1,0,-16843010,-16843010
378,17,4,"Ribbon Spool Reward",[187],[189],[188],"",188,7,21,71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,33410,0,53,"",0,"",1,0,-16843010,-16843010
379,17,5,"The Sewers",[188],[209],[193],"",193,3,"",193,[327],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,33498,0,53,"",0,"",1,0,-16843010,-16843010
380,17,6,"Thaumetic Sulphite",[193],"[191,0]",[190],"",190,6,"",190,[328],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,33618,0,53,"",0,"",1,0,-16843010,-16843010
381,17,7,"Thaumetic Sulphite","[191,0,0]",[192],[192],"",192,6,"",192,[329],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,33714,0,53,"",0,"",1,0,-16843010,-16843010
382,17,8,"Thaumetic Sulphite","[191,0]",[190],[192],"",192,6,"",192,[330],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,33794,0,53,"",0,"",1,0,-16843010,-16843010
383,17,9,"Thaumetic Sulphite",[191],[187],[478],"","",3,"",478,[337],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,33858,0,53,"",0,"",1,0,-16843010,-16843010
384,17,10,"Infernal Talc",[192],"[433,0]",[407],"",407,6,"",407,[331],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,33968,0,53,"",0,"",1,0,-16843010,-16843010
385,17,11,"Take Infernal Talc",[192],"[433,0]",[470],"",470,7,22,71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,34072,0,53,"",0,"",1,0,-16843010,-16843010
386,17,12,"Infernal Talc",[433],[],[471],"","",3,"",471,[332],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,34120,0,53,"",0,"",1,0,-16843010,-16843010
387,17,13,"Malachai",[187],[],[408],"","",3,"",408,[333],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,34188,0,53,"",0,"",1,0,-16843010,-16843010
388,17,14,"Chitus",[187],[],[472],"","",3,"",472,[334],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,34252,0,53,"",0,"",1,0,-16843010,-16843010
389,17,15,"General Gravicius",[209],[],[409],"","",3,"",409,[335],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,34300,0,53,"",0,"",1,0,-16843010,-16843010
390,23,0,"Read",[],[],[418],"",71,3,"",71,[338],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,34344,0,53,"",0,"",1,0,-16843010,-16843010
391,37,0,"Read",[],[],[652],"",71,3,"",71,[339],"","",1,[],[],1344,[],1344,1,"",4,"","","","","",0,34376,0,53,"",0,"",1,0,-16843010,-16843010
392,25,0,"Rescued",[98],[242],"[242,0]","triggerer.FinishNPCChat();",242,6,"",242,[343],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,34474,0,53,"",0,"",1,0,-16843010,-16843010
393,25,1,"Rescued",[],"[98,0]","[242,0]","triggerer.FinishNPCChat();",242,6,"",242,[342],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,34554,0,53,"",0,"",1,0,-16843010,-16843010
394,25,2,"Rescued","[98,0]",[],[],"triggerer.FinishNPCChat();",71,6,"",71,[343],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,34602,0,53,"",0,"",1,0,-16843010,-16843010
395,25,3,"Rescued",[242],[98],[],"triggerer.FinishNPCChat();",71,6,"",71,[342],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,34650,0,53,"",0,"",1,0,-16843010,-16843010
396,24,0,"The Baleful Gem",[250],"[98,0]",[],"triggerer.FinishNPCChat();",99,6,"",71,[340],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,34714,0,53,"",0,"",1,0,-16843010,-16843010
397,24,1,"The Baleful Gem",[98],[],[410],"","",3,"",410,[349],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,34762,0,53,"",0,"",1,0,-16843010,-16843010
398,24,2,"Rescued",[],[],"[250,0]","",250,3,"",250,[344],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,34810,0,53,"",0,"",1,0,-16843010,-16843010
399,24,3,"Fidelitas",[],[],[411],"","",3,"",411,[348],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,34864,0,53,"",0,"",1,0,-16843010,-16843010
400,24,4,"Maligaro's Spike",[],"[99,0]",[95],"",95,6,"",95,[347],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,34928,0,53,"",0,"",1,0,-16843010,-16843010
401,24,5,"Dominus",[],[],[412],"","",3,"",412,[345],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,34960,0,53,"",0,"",1,0,-16843010,-16843010
402,24,6,"Prisoner's Gate",[230],[],[413],"","",3,"",413,[346],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,35008,0,53,"",0,"",1,0,-16843010,-16843010
403,24,7,"Lorrata","[98,0]",[],[112],"",112,6,"",112,[350],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,35072,0,53,"",0,"",1,0,-16843010,-16843010
404,24,8,"The Darkness",[88],[85],[255],"",255,3,"",255,[351],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,35136,0,53,"",0,"",1,0,-16843010,-16843010
405,24,9,"The Light",[85],[],[415],"",415,3,"",415,[353],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,35184,0,53,"",0,"",1,0,-16843010,-16843010
406,24,10,"Yeena's Vision",[253],[],[416],"","",3,"",416,[352],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,35232,0,53,"",0,"",1,0,-16843010,-16843010
407,24,11,"Secret Hideout",[],[],[2038],"",2038,6,"",71,[2204],"","","",[],[],1344,"[200,3]",1344,"","",4,"","","","","",0,35304,0,53,"",0,"",1,0,-16843010,-16843010
408,24,12,"Create Hideout",[],[],[],"triggerer.CreateHideout(); triggerer.FinishNPCChat();","",6,"",71,[],"","","",[],[3],1344,[200],1344,"","",4,1,"","","","",0,35454,0,53,"",0,"",1,0,-16843010,-16843010
409,24,13,"Select Hideout",[],[],[],"triggerer.SendOpenScreen( HideoutSelectionWindow, 0 ); triggerer.FinishNPCChat();","",38,"",71,[],"","","",[],[200],1344,[],1344,"","",1,"","",5,"","",0,35656,0,53,"",0,"",1,0,-16843010,-16843010
410,24,14,"Invite to Hideout",[],[],[],"","",40,"",71,[],"","","",[],[200],1344,[],1344,"","",4,"","","","","",0,35698,0,53,"",0,"",1,0,-16843010,-16843010
411,24,15,"Select Guild Hideout",[],[],[],"triggerer.SendOpenScreen( HideoutSelectionWindow, 1 ); triggerer.FinishNPCChat();","",38,"",71,[],"","","",[],"[1034,200]",1344,[],1344,"","",2,"","",4,"","",0,35916,0,53,"",0,"",1,0,-16843010,-16843010
412,26,0,"Introduction",[],[],[484],"",484,3,"",484,"[402,403]","",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,35964,0,53,"",0,"",1,0,-16843010,-16843010
413,26,1,"Four Golden Pages",[484],[490],[485],"",485,6,"",485,[404],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,36066,0,53,"",0,"",1,0,-16843010,-16843010
414,26,2,"Four Golden Pages","[486,0,0,0]",[490],[490],"",490,6,"",490,[405],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,36178,0,53,"",0,"",1,0,-16843010,-16843010
415,26,3,"Four Golden Pages",[490],[491],[491],"",491,6,"",491,[406],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,36242,0,53,"",0,"",1,0,-16843010,-16843010
416,26,4,"Golden Pages Reward",[491],[493],[492],"",492,7,24,71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,36332,0,53,"",0,"",1,0,-16843010,-16843010
417,26,5,"Archives",[],[],[516],"","",3,"",516,[407],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,36384,0,53,"",0,"",1,0,-16843010,-16843010
418,26,6,"Page One Translation",[490],[],[517],"","",3,"",517,[408],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,36476,0,53,"",0,"",1,0,-16843010,-16843010
419,26,7,"Page Two Translation",[517],[],[518],"","",3,"",518,[409],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,36568,0,53,"",0,"",1,0,-16843010,-16843010
420,26,8,"Page Three Translation",[518],[],[519],"","",3,"",519,[410],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,36664,0,53,"",0,"",1,0,-16843010,-16843010
421,26,9,"Page Four Translation",[519],[],[520],"","",3,"",520,[411],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,36758,0,53,"",0,"",1,0,-16843010,-16843010
422,26,10,"The Painting",[],[],[521],"","",3,"",521,[412],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,36818,0,53,"",0,"",1,0,-16843010,-16843010
423,26,11,"Doryani",[517],[],[522],"","",3,"",522,[413],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,36884,0,53,"",0,"",1,0,-16843010,-16843010
424,26,12,"Malachai",[520],[],[523],"","",3,"",523,[414],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,36932,0,53,"",0,"",1,0,-16843010,-16843010
425,26,13,"Queen Atziri",[518],[],[524],"","",3,"",524,[415],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,37008,0,53,"",0,"",1,0,-16843010,-16843010
426,26,14,"Cataclysm",[519],[],[525],"","",3,"",525,[416],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,37056,0,53,"",0,"",1,0,-16843010,-16843010
427,26,15,"Purchase Items",[490],[],[],"","",25,"",71,[],"","","",[],[],1344,[],1344,"","",1,"","",1,"","",0,37072,0,53,"",0,"",1,0,-16843010,-16843010
428,27,0,"Introduction",[],[],[195],"",195,3,"",195,[417],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,37104,0,53,"",0,"",1,0,-16843010,-16843010
429,27,1,"A Swig of Hope",[195],[200],[196],"",196,6,"",196,[418],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,37200,0,53,"",0,"",1,0,-16843010,-16843010
430,27,2,"A Swig of Hope","[199,0]",[532],[532],"",532,6,"",71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,37264,0,53,"",0,"",1,0,-16843010,-16843010
431,27,3,"A Swig of Hope","[198,0]",[532],[532],"",532,6,"",71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,37328,0,53,"",0,"",1,0,-16843010,-16843010
432,27,4,"A Swig of Hope","[199,0]",[532],[532],"",532,6,"",71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,37392,0,53,"",0,"",1,0,-16843010,-16843010
433,27,5,"A Swig of Hope",[199],[197],[496],"",496,6,"",496,[423],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,37456,0,53,"",0,"",1,0,-16843010,-16843010
434,27,6,"A Swig of Hope",[198],[197],[497],"",497,6,"",497,[424],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,37520,0,53,"",0,"",1,0,-16843010,-16843010
435,27,7,"A Swig of Hope","[496,0]",[200],[200],"",200,6,"",200,[419],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,37600,0,53,"",0,"",1,0,-16843010,-16843010
436,27,8,"A Swig of Hope",[200],[197],[],"","",6,"",71,[420],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,37648,0,53,"",0,"",1,0,-16843010,-16843010
437,27,9,"Swig of Hope Reward",[200],[197],[530],"",530,7,25,71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,37738,0,53,"",0,"",1,0,-16843010,-16843010
438,27,10,"A Swig of Hope",[197],[201],[201],"",71,6,"",71,[421],"StartTimer();","","",[],[],1344,[],1344,"","",4,"","","","","",0,37832,0,53,"",0,"",1,0,-16843010,-16843010
439,27,11,"A Swig of Hope",[201],[],[],"triggerer.FinishNPCChat(); triggerer.SetQuestFlag(AudioEventFairgraves2Dead);",71,6,"",71,[422],"IncrementCounter();","","",[],[],1344,[],1344,"","",4,"","","","","",0,38064,0,53,"",0,"",1,0,-16843010,-16843010
440,27,12,"Decanter Spiritus",[195],[],[202],"","",3,"",202,[425],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,38150,0,53,"",0,"",1,0,-16843010,-16843010
441,27,13,"Chitus' Plum",[195],[],[203],"","",3,"",203,[426],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,38226,0,53,"",0,"",1,0,-16843010,-16843010
442,27,14,"Resurrection","[203,0]",[],[204],"","",3,"",204,[427],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,38318,0,53,"",0,"",1,0,-16843010,-16843010
443,27,15,"The Undying",[195],[],[205],"","",3,"",205,[428],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,38366,0,53,"",0,"",1,0,-16843010,-16843010
444,101,0,"Dominus",[],[],[813],"",813,6,"",813,"[511,512,513,514,515,516,517]","","","",[],[],1344,[],1344,"","",4,"","","","","",0,38494,0,53,"",0,"",1,0,-16843010,-16843010
445,101,1,"Highgate",[813],[],[662],"",662,6,"",662,[518],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,38562,0,53,"",0,"",1,0,-16843010,-16843010
446,101,2,"Ribbon Spool Reward",[187],[189],[188],"",188,7,21,71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,38610,0,53,"",0,"",1,0,-16843010,-16843010
447,102,0,"Oyun",[],[671],"[811,0]","",663,6,"",663,[519],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,38686,0,53,"",0,"",1,0,-16843010,-16843010
448,102,1,"Malachai",[667],[],"[811,0]","",687,6,"",687,[520],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,38750,0,53,"",0,"",1,0,-16843010,-16843010
449,102,2,"Deshret's Banner",[671],[667],"[811,0]","","",3,"",721,[529],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,38866,0,53,"",0,"",1,0,-16843010,-16843010
450,102,3,"Voll",[671],[],"[811,0]","","",3,"",722,[530],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,38942,0,53,"",0,"",1,0,-16843010,-16843010
451,102,4,"The Rapture Device",[687],[],"[811,0]","","",3,"",723,[531],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,39046,0,53,"",0,"",1,0,-16843010,-16843010
452,102,5,"Ribbon Spool Reward",[187],[189],[188],"",188,7,21,71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,39094,0,53,"",0,"",1,0,-16843010,-16843010
453,104,0,"Dialla",[],[664],[724],"",724,3,"",724,[534],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,39158,0,53,"",0,"",1,0,-16843010,-16843010
454,104,1,"Dialla",[664],[],[724],"",724,3,"",724,[535],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,39206,0,53,"",0,"",1,0,-16843010,-16843010
455,104,2,"Piety",[703],[],[725],"","",3,"",725,[536],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,39254,0,53,"",0,"",1,0,-16843010,-16843010
456,104,3,"Malachai",[698],[664],[726],"","",3,"",726,[537],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,39318,0,53,"",0,"",1,0,-16843010,-16843010
457,104,4,"Malachai",[664],[],[727],"ForEachOfType( Metadata/QuestObjects/Act4/AscentTransition, { DirtyTransition(); } );",727,6,"",727,"[539,540,541,542,543,544,545]","","","",[],[],1344,[],1344,"","",4,"","","","","",0,39636,0,53,"",0,"",1,0,-16843010,-16843010
458,104,5,"Wraeclast",[727],[],[837],"",837,6,"",837,[546],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,39706,0,53,"",0,"",1,0,-16843010,-16843010
459,104,6,"The Rapture Device",[],[688],[821],"",821,6,"",71,[538],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,39754,0,53,"",0,"",1,0,-16843010,-16843010
460,104,7,"Rapture Reward",[821],[688],[810],"",810,7,29,71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,39834,0,53,"",0,"",1,0,-16843010,-16843010
461,104,8,"Ribbon Spool Reward",[187],[189],[188],"",188,7,21,71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,39882,0,53,"",0,"",1,0,-16843010,-16843010
462,103,0,"The Rapture",[],"[707,0]","[692,0]","",692,6,"",692,[521],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,39988,0,53,"",0,"",1,0,-16843010,-16843010
463,103,1,"The Rapture","[690,0]",[688],"[707,0]","",688,6,"",71,[526],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,40084,0,53,"",0,"",1,0,-16843010,-16843010
464,103,2,"The Rapture","[690,0]",[],[707],"",688,6,"",71,[526],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,40148,0,53,"",0,"",1,0,-16843010,-16843010
465,103,3,"The Rapture","[695,0]",[],[708],"",688,6,"",71,[526],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,40212,0,53,"",0,"",1,0,-16843010,-16843010
466,103,4,"The Eye of Fury",[690],[],[707],"",707,6,"",707,[522],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,40294,0,53,"",0,"",1,0,-16843010,-16843010
467,103,5,"The Eye of Desire",[695],[],[708],"",708,6,"",708,[524],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,40380,0,53,"",0,"",1,0,-16843010,-16843010
468,103,6,"The Eye of Desire",[707],[708],[729],"","",6,"",729,[525],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,40444,0,53,"",0,"",1,0,-16843010,-16843010
469,103,7,"The Eye of Fury",[708],[707],[730],"","",6,"",730,[523],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,40508,0,53,"",0,"",1,0,-16843010,-16843010
470,103,8,"The Rapture","[707,0]",[697],[697],"DirtyTransition(); triggerer.FinishNPCChat(); ForEachOfType( Metadata/Terrain/Mountain/Mines/Objects/BeastSkinDoor, { DirtyTransition(); } ); ForEachOfType( Metadata/Terrain/Mountain/Mines/Objects/BeastSkinDoorFX, { DirtyTransition(); } ); \r\nForEachOfType( Metadata/Terrain/Mountain/Mines/Objects/BeastSkinDoorExplosion, { DirtyTransition(); } ); ForEachOfType( Metadata/QuestObjects/Act4/RaptureDevice, { DirtyTransition(); } );",697,6,"",697,[527],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,41450,0,53,"",0,"",1,0,-16843010,-16843010
471,103,9,"The Rapture",[697],[],[720],"ForEachOfType( Metadata/QuestObjects/Act4/RaptureTransition, { DirtyTransition(); } );",720,6,"",720,[528],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,41674,0,53,"",0,"",1,0,-16843010,-16843010
472,103,10,"Kaom",[],"[693,0]",[728],"","",3,"",728,[532],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,41750,0,53,"",0,"",1,0,-16843010,-16843010
473,103,11,"Daresso",[],"[809,0]",[745],"","",3,"",745,[533],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,41832,0,53,"",0,"",1,0,-16843010,-16843010
474,103,12,"Ribbon Spool Reward",[187],[189],[188],"",188,7,21,71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,41880,0,53,"",0,"",1,0,-16843010,-16843010
475,99,0,"Introduction",[],[664],[812],"",812,3,"",812,"[754,755,756,757,758,759,760]","",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,42024,0,53,"",0,"",1,0,-16843010,-16843010
476,99,1,"The Red Banner",[812],"[669,0]",[671],"",671,6,"",671,[761],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,42136,0,53,"",0,"",1,0,-16843010,-16843010
477,99,2,"The Red Banner",[669],[667],[668],"","",6,"",668,[762],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,42200,0,53,"",0,"",1,0,-16843010,-16843010
478,99,3,"The Red Banner",[667],[666],[666],"",666,6,"",666,[763],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,42264,0,53,"",0,"",1,0,-16843010,-16843010
479,99,4,"Red Banner Reward",[666],[665],[706],"",706,7,30,71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,42350,0,53,"",0,"",1,0,-16843010,-16843010
480,99,5,"Deshret",[],[667],[731],"","",3,"",731,[768],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,42416,0,53,"",0,"",1,0,-16843010,-16843010
481,99,6,"Voll",[],[667],[732],"","",3,"",732,[769],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,42464,0,53,"",0,"",1,0,-16843010,-16843010
482,99,7,"Kaom",[667],[692],[734],"","",3,"",734,[772],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,42528,0,53,"",0,"",1,0,-16843010,-16843010
483,99,8,"Kaom",[692],[707],[734],"","",3,"",734,[773],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,42592,0,53,"",0,"",1,0,-16843010,-16843010
484,99,9,"Kaom",[707],[],[735],"","",3,"",735,[774],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,42640,0,53,"",0,"",1,0,-16843010,-16843010
485,99,10,"Malachai",[664],[],[736],"",736,3,"",736,[778],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,42688,0,53,"",0,"",1,0,-16843010,-16843010
486,99,11,"Petarus and Vanja",[765],[],[746],"","",3,"",746,[764],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,42774,0,53,"",0,"",1,0,-16843010,-16843010
487,99,12,"Kira",[756],[],[747],"","",3,"",747,[765],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,42834,0,53,"",0,"",1,0,-16843010,-16843010
488,99,13,"Tasuni",[774],[],[748],"","",3,"",748,[766],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,42898,0,53,"",0,"",1,0,-16843010,-16843010
489,99,14,"Dialla",[811],[692],[749],"","",3,"",749,[767],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,42962,0,53,"",0,"",1,0,-16843010,-16843010
490,99,15,"Dialla",[692],[697],[751],"","",3,"",751,[776],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,43026,0,53,"",0,"",1,0,-16843010,-16843010
491,99,16,"Dialla",[697],[],[733],"","",3,"",733,[777],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,43074,0,53,"",0,"",1,0,-16843010,-16843010
492,99,17,"Deshret",[750],[752],[753],"","",3,"",753,[770],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,43138,0,53,"",0,"",1,0,-16843010,-16843010
493,99,18,"Deshret",[752],[],[754],"","",3,"",754,[771],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,43186,0,53,"",0,"",1,0,-16843010,-16843010
494,99,19,"Daresso",[692],[708],[755],"","",3,"",755,[775],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,43250,0,53,"",0,"",1,0,-16843010,-16843010
495,98,0,"Introduction",[],[],[756],"triggerer.DoNPCChat(1);",756,3,"",756,[779],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,43332,0,53,"",0,"",1,0,-16843010,-16843010
496,98,1,"__intro_part2__",[71],[],[],"","",3,"",71,"[780,781,782,783,784,785,786]","","","",[],[],1344,[],1344,"","",4,"","","","","",0,43494,0,53,"",0,"",1,0,-16843010,-16843010
497,98,2,"The Mines",[667],[],[737],"","",3,"",737,[787],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,43564,0,53,"",0,"",1,0,-16843010,-16843010
498,98,3,"Dialla",[697],[],[738],"","",3,"",738,[797],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,43612,0,53,"",0,"",1,0,-16843010,-16843010
499,98,4,"Malachai",[664],[],[739],"",739,3,"",739,"[798,799,800,801,802,803,804]","",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,43756,0,53,"",0,"",1,0,-16843010,-16843010
500,98,5,"Trading",[],[],[757],"","",3,"",757,[788],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,43806,0,53,"",0,"",1,0,-16843010,-16843010
