"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","i32"
2405,"WbWhiteCyclone",[617],[1389],[15],0.85,0,0
2406,"SawbladeExileCyclone",[617],[],[],0.85,0,0
2407,"SawbladeAnimatedWeaponCyclone",[617],"[1919,1230,1389,633]","[150,80,30,-50]",0.85,0,0
2408,"AzmeriSawbladeAnimatedWeaponCyclone",[617],"[1919,1230,1389,633]","[150,80,30,-50]",0.85,0,0
2409,"WbSawbladeCyclone",[617],"[26,70,1230,1389,972,633]","[47,60,30,30,35,-70]",0.85,0,0
2410,"MonsterGroundIceCyclone","[617,1838]","[26,70,1230,1389,633,356,2783]","[35,60,-30,30,-60,5000,12]",0.85,0,0
2411,"IceElementalIceCyclone","[617,1838]","[1230,1389,356]","[75,40,4000]",0.85,0,0
2412,"GlassElementalCyclone",[617],"[1230,1389,633]","[75,40,-20]",0.85,0,0
2413,"IzaroIceElementalIceCyclone","[617,1838]","[1230,1389,633,356]","[75,40,-20,4000]",0.85,0,0
2414,"WbIceElementalIceCyclone","[617,1838]","[1230,1389,633,356]","[75,40,-20,4000]",0.85,0,0
2415,"TempestIceElementalIceCyclone","[617,1838]","[1230,1389,633,356]","[75,40,-20,4000]",0.85,0,0
2416,"MonsterDesecratedGroundCyclone",[617],"[26,633,2183]","[35,-60,1]",0.85,0,0
2417,"AzmeriCycloneDemonDesecratedGroundCyclone","[617,12543]","[2183,70,1230,1389,2108]","[1,120,120,40,4250]",0.85,0,0
2418,"DesecratedGroundCycloneSideAreaBoss",[617],"[26,70,1230,1389,633,2183]","[35,120,120,40,-60,1]",2.4,0,1029785518
2419,"WbDesecratedGroundCyclone",[617],"[70,1230,1389,633]","[120,120,40,-60]",2.4,0,1029785518
2420,"VikingCyclone",[617],"[26,70,633,1114,1230,356,1389]","[12,30,-10,1,-40,5000,30]",3.1111,0,1028443341
2421,"VikingCycloneMapBoss",[617],"[70,1114,1230,356,1389]","[100,1,40,5000,30]",4.1378,0,1028443341
2422,"AzmeriVikingCyclone",[617],"[70,1114,1230,356,1389,1099]","[100,1,40,5000,30,50]",4.1378,0,1028443341
2423,"VikingVinktarsCycloneShocked","[617,3497]","[1230,1389,633,3498,356,70]","[80,35,-40,12,12000,100]",1.8,0,1029785518
2424,"MonsterCycloneRampageBoss","[617,5214]","[1230,1389,1919]","[60,40,75]",1,0,0
2425,"InvisibleFireCycloneIntoAWall",[2968],"[1230,1389]","[100,500]",1,0,0
2426,"SabreSpiderDaemonCyclone","[617,1714]",[],[],0.25,0,1019142052
2427,"SabreSpiderDaemonCycloneRuin","[617,1714,13838]",[],[],0.25,0,1019142052
2428,"CrucibleIceElementalCyclone","[617,1714]","[1230,1101,3880]","[5,50,-25]",1,0,0
2429,"MassReviveUndead",[],[1044],[2],0.85,0,0
2430,"MassReviveUndeadCowardsTrial",[],[1044],[2],0.85,0,0
2431,"MassReviveUndeadRhoaBossMap",[],"[1044,216,5750]","[2,200,-75]",0.85,0,0
2432,"MassReviveUndeadDelveRhoa",[],"[1044,216,5750]","[2,200,-75]",0.85,0,0
2433,"MassReviveUndeadMassSkeletonBoss",[],[1044],[2],0.85,0,0
2434,"MassReviveUndeadDexMissionRhoaBoss",[],"[216,5750]","[200,-80]",0.85,0,0
2435,"MassReviveUndeadZombieBossSideArea",[],[216],[200],0.85,0,0
2436,"MassReviveUndeadTormentNecromancer",[],[],[],0.85,0,0
2437,"SupportMultistrike",[],"[1250,9623,9624,9814]","[2,22,44,3]",1,0,0
2438,"SupportMultistrikeRoyale",[],"[1250,9623,9624,9814]","[2,30,60,3]",1,0,0
2439,"SupportMulticast",[],"[2271,2357]","[1,-10]",1,0,0
2440,"SupportMulticastRoyale",[],"[2271,2357]","[1,-10]",1,0,0
2441,"SupportMulticastUnique",[],"[2271,1724]","[1,100]",1,0,0
2442,"SupportMeleeSplash","[1246,13195]",[1248],[-40],1,0,0
2443,"SupportMeleeSplashRoyale","[1246,13195]",[],[],1,0,0
2444,"SupportPowerChargeOnCrit",[],[7919],[4],1,0,0
2445,"SearingBond","[854,1784,3668]","[860,862,952]","[8000,100,1]",7.5957,0,1031718253
2446,"SearingBondAltX","[854,1784,3668]","[860,862,952]","[8000,100,1]",7.5957,0,1031718253
2447,"SearingBondAltY","[854,1784,3668]","[860,862,952]","[8000,100,1]",7.5957,0,1031718253
2448,"SearingBondRoyale","[854,1784,3668]","[860,862,952]","[8000,100,1]",13.2118,0,1029892892
2449,"ExileSearingBond","[854,1784]","[860,862]","[20000,100]",16.6667,0,1025624769
2450,"WbSearingBond","[854,1784]","[860,862]","[12000,100]",8.8889,0,1025624769
2451,"WbChaosLeaderSearingBond","[854,1784]","[860,862,881,166]","[59000,100,100,10000]",16.6667,0,1028443341
2452,"PerandusSearingBond","[854,1784]","[860,862,952,1721]","[8000,100,2,3]",8.8889,0,1025624769
2453,"PerandusSearingBondFormation","[854,1784]","[860,862,1721,952,4267]","[8000,100,5,5,100]",8.8889,0,1025624769
2454,"MonsterSearingBondLegends","[854,1784]","[860,862,881,1220,1721]","[20000,200,74,3,3]",12.9238,0,1022739087
2455,"FlamebearerBossSearingBondInvasion","[854,1784]","[860,862,1721]","[20000,100,1]",16.6222,0,1022739087
2456,"NemesisDaemonSearingBond","[854,1784]","[860,862,881,866,1721]","[20000,100,74,3,1]",16.6222,0,1022739087
2457,"StrDexMasterSearingBondDaemon","[854,1784]","[860,862,866,1721]","[6000,100,3,3]",16.6222,0,1022739087
2458,"SupportIncreasedBurningDamage",[],[],[],1,0,0
2459,"SupportSummonElementalResistances",[],[10103],[100],1,0,0
2460,"ZombieBossExtract",[],[],[],0.85,0,0
2461,"ZombieBossLeapSlam","[617,1112]","[1919,18328]","[-25,15]",0,0,0
2462,"ZombieBossLeapSlamSpecialHillock","[617,1112]","[1919,633,18328]","[-25,50,15]",0,0,0
2463,"BetrayalThaneLeapSlam",[617],"[633,1919,18328]","[-100,-60,15]",0,0,0
2464,"BetrayalVaganLeapSlam","[617,14220]","[633,1919,18328]","[-100,-46,15]",0,0,0
2465,"BetrayalHillockLeapSlam","[617,14220]","[633,1919,18328]","[-100,-40,15]",0,0,0
2466,"AfflictionMinionLeapSlam","[617,1112]","[633,18328]","[30,15]",0,0,0
2467,"SupportCurseOnHit",[],[1612],[100],1,0,0
2468,"SupportCurseOnHitCurse","[1613,13421]",[17317],[-35],1,0,0
2469,"BirdmanConsumeCorpse",[],[],[],1,0,0
2470,"BirdmanConsumeCorpseStrIntMission",[],"[716,70,177,356]","[20,40,40,6000]",1,0,0
2471,"BirdmanConsumeCorpseInvasion",[],[],[],1,0,0
2472,"BirdmanConsumeCorpseSideArea",[],[2121],[8],1,0,0
2473,"BirdmanConsumeCorpseTalisman",[],"[716,70,177,356]","[20,40,40,6000]",1,0,0
2474,"RegurgitatorConsumeCorpse",[],[],[],1,0,0
2475,"BirdmanBloodProjectile",[498],"[70,633,2500]","[100,10,15]",1,0,0
2476,"BirdmanBloodProjectileInvasion",[498],"[70,633]","[100,10]",1,0,0
2477,"BirdmanBloodProjectileSideArea","[498,2184]","[70,633]","[100,10]",1,0,0
2478,"RegurgitatorBloodProjectile","[498,4577]","[70,633,2500,5750]","[100,10,15,20]",1,0,0
2479,"BirdmanBloodProjectileMortar","[498,4577]","[214,633,2500,323,70]","[2,10,15,40,100]",1,0,0
2480,"RegurgitatorBloodProjectileMortar","[498,4577]","[70,633,2500,5750]","[100,10,15,20]",1,0,0
2481,"RootSpiderBurrow",[],"[356,659]","[2000,120]",1,0,0
2482,"RootSpiderBurrowInvasion",[],"[356,659]","[2000,120]",1,0,0
2483,"InsectWildBurrow",[],"[356,659]","[2000,120]",1,0,0
2484,"AbyssMineBatBurrow",[],"[356,659]","[2000,120]",1,0,0
2485,"HarvestGrubBurrow",[],[356],[600],1,0,0
2486,"HarvestGrubBurrowFlee",[],[356],[600],1,0,0
2487,"HarvestInsectBurrow",[1112],[356],[500],1,0,0
2488,"HarvestDevourerBurrow",[],[356],[1000],1,0,0
2489,"UltimatumSnakeBurrow",[],[356],[1000],1,0,0
2490,"ArchnemesisObeliskBurrow",[1112],[356],[100],1,0,0
2491,"CrucibleSnakeBurrow",[],[356],[1000],1,0,0
2492,"RootSpiderBurrowAzmeri",[13491],[356],[1200],1,0,0
2493,"RootSpiderEmerge",[],[633],[-10],1,0,0
2494,"RootSpiderEmergeSideArea",[],"[633,1226,70]","[-40,100,-20]",1,0,0
2495,"InsectWildEmerge",[],[633],[-10],1,0,0
2496,"HarvestGrubEmerge",[],[633],[-80],1,0,0
2497,"HarvestInsectEmerge","[1112,2968]",[633],[50],1,0,0
2498,"HarvestDevourerEmerge",[],[633],[-20],1,0,0
2499,"AbyssMineBatEmerge",[],[633],[-10],1,0,0
2500,"UltimatumSnakeEmerge",[],[633],[-20],1,0,0
2501,"ArchnemesisObeliskEmerge",[1112],[],[],1,0,0
2502,"CrucibleSnakeEmerge",[],[633],[-20],1,0,0
2503,"RootSpiderEmergeAzmeri",[],[],[],1,0,0
2504,"Reave","[617,9603]","[1713,19252]","[50,4]",1,0,0
2505,"ReaveAltX","[617,9603]","[1713,19252,12643]","[50,4,100]",1,0,0
2506,"ReaveAltY","[617,9603]","[1713,19252]","[50,4]",1,0,0
2507,"VaalReave","[617,683,9522]","[1713,2279,2280,220,2281]","[50,135,4,7,4]",1,0,0
2508,"ExileReave",[617],"[1713,2693]","[80,-25]",1,0,0
2509,"GemlingReave",[617],"[1713,70,2693,5750]","[80,25,-25,-9]",1,0,0
2510,"StrDexMasterReave",[617],"[1713,1250,2693]","[80,2,-25]",1,0,0
2511,"DarkExileReave",[617],"[1713,70,5750]","[80,55,-9]",1,0,0
2512,"DarkExileVaalReave","[617,692]","[1713,2279,2280,220,1919,2281,5750]","[100,135,4,7,150,4,-9]",1,0,0
2513,"MonsterReave",[617],"[1713,26,1250,1237,1260,2693,5750]","[80,20,2,160,-25,-25,59]",1,0,0
2514,"MonsterReaveDemonBoss",[617],"[1713,26,1250,1237,1260,2693,5750]","[30,12,2,120,-25,-30,59]",1,0,0
2515,"MonsterReaveInvasion",[617],"[1713,26,633,2693,5750]","[80,12,-25,-25,59]",1,0,0
2516,"WbReaveFire",[617],"[1713,26,70,633,5750]","[80,6,80,-25,-9]",1,0,0
2517,"WbReaveChaosLeader",[617],"[1713,26,70,633,214,5750]","[80,-24,100,-25,3,-9]",1,0,0
2518,"BoarBanditReave",[617],"[1713,26,70,633,5750,214]","[80,-20,200,50,16,2]",1,0,0
2519,"KraitynReave",[617],"[1713,26,70,633,214,5750]","[80,-20,100,50,1,-9]",1,0,0
2520,"DominusChillingBond","[854,1784]","[345,860,862,1721,221]","[30,10000,100,3,30]",2.3636,0,1026993789
2521,"DominusChillingBond2","[854,1784]","[345,860,862,1721,221]","[30,10000,100,3,30]",2.3636,0,1026993789
2522,"DominusChillingBond3","[854,1784]","[345,860,862,1721,221]","[30,10000,100,2,30]",2.3636,0,1026993789
2523,"DominusChillingBond4","[854,1784]","[345,860,862,1721,221]","[30,10000,100,4,30]",2.3636,0,1026993789
2524,"DominusLightningSouls",[498],[2693],[-40],1.9375,0,1029785518
2525,"LightningSoulOnDeath","[498,1823,4546]","[658,1788,2693,1780,782]","[5,60,-40,40,21]",1.9375,0,1029785518
2526,"DominusLightningSlam","[617,692]","[1101,658,2693,15059]","[50,100,-35,150]",1,0,0
2527,"TouchOfGod","[617,683]","[1101,1919,658]","[100,-30,40]",1,0,0
2528,"DominusMark",[],[356],[7000],1,0,0
2529,"DominusDemonSuicideExplosion",[617],"[659,5750]","[40,40]",3.3333,0,1028443341
2530,"AnomalySuicideExplosion",[617],[],[],0,0,0
2531,"VolatileSuicideExplosion",[617],[],[],3.8889,0,1031664566
2532,"BlightBanditSuicideExplosion","[617,7293,7292]","[610,15056,7801,5750]","[100,300,80,200]",3.8889,0,1031664566
2533,"VolatileSuicideExplosionMachinarium",[617],[],[],2,0,1031664566
2534,"VolatileSuicideExplosionPopcorn",[617],[5750],[-35],0.97,0,1031664566
2535,"SynthesisGolemBombExplode",[617],[1101],[50],1.5,0,1028443341
2536,"PhantasmSuicideExplosion",[617],[],[],0.4,0,1028443341
2537,"VolatileSuicideExplosionElderGuardian",[617],[2693],[-40],3.8889,0,1027906470
2538,"DelveVolatileExplosion","[617,198]",[2693],[-40],3.5,0,1030053954
2539,"DelveVolatileExplosionSulphite",[617],[],[],0,0,0
2540,"BetrayalRelicExplosion",[617],[2693],[-40],2.25,0,1030053954
2541,"ArchitectDemonSuicideExplosion",[617],"[659,5750]","[40,40]",3.3333,0,1028443341
2542,"MarakethTornadoSuicideExplosion",[617],[],[],3.8889,0,1031664566
2543,"DominusDemonSuicideExplosionSelf",[617],"[659,5750]","[40,40]",3.3333,0,1028443341
2544,"AtziriDemonSuicideExplosionSelf",[617],"[659,5750]","[40,40]",2.5,0,1032134328
2545,"AfflictionVolatileSuicideExplosion",[617],"[1099,5750]","[50,-33]",3,0,1024148374
2546,"DjinnDemonVolatileSuicideExplosion",[617],"[2693,5750]","[-70,25]",3.1111,0,1028845994
2547,"DjinnDemonVolatileSuicideExplosionAtlasUber",[617],"[2693,5750]","[-70,25]",3.1111,0,1028845994
2548,"MavenOrbSuicideExplosion",[617],[5750],[50],2,0,1027101164
2549,"VoranaOrbSuicideExplosion",[617],"[659,5750]","[100,50]",2.5,0,1027101164
2550,"SanctumReaperOrbSuicideExplosion",[617],"[659,5750,16967]","[100,50,30]",0.5,0,1027101164
2551,"ArchnemesisToxicVolatileSuicideExplosion","[617,12417]","[5750,16967]","[-10,20]",1.3,0,1027101164
2552,"ArchnemesisFireVolatileSuicideExplosion",[617],[16967],[40],3.8889,0,1030590824
2553,"ArchnemesisLivingCrystalSuicideExplosion",[617],[16967],[15],1.25,0,1024416809
2554,"UberVolatileExplosion","[617,18520]",[],[],15.5556,0,1030590824
2555,"SanctumRelicExplosion",[617],[16967],[30],3,0,1024148374
2556,"CrucibleInsectBloodExplosion",[617],"[2693,5750]","[-40,-25]",2.25,0,1024148374
2557,"ChaosDegenAura",[],[],[],0.9333,0,1024819462
2558,"WeaverHide","[7292,7293]",[],[],1,0,0
2559,"HideTalismanBoss","[7292,7293]",[356],[10000],1,0,0
2560,"HideVaultBoss","[7292,7293]","[356,659]","[15000,-90]",1,0,0
2561,"HideDropBearBoss","[7292,7293]",[356],[6000],1,0,0
2562,"DominusDemonCleave",[617],"[70,2182]","[-50,2]",1,0,1025758986
2563,"MonsterDemonCleave",[617],"[70,2182]","[-50,2]",1,0,0
2564,"AzmeriCycloneDemonCleave","[617,12543]","[3875,4960,4961]","[100,4000,2]",1,0,0
2565,"MonsterDemonCleaveEnrageSide",[617],"[70,2182]","[-50,4]",1,0,0
2566,"MonsterDemonCleaveEnrage",[617],[70],[-50],1,0,0
2567,"DominusDemonProjectile",[498],[70],[-40],1,0,0
2568,"DelayedBlast",[617],[],[],1.3,0,1025758986
2569,"BlightDelayedBlast",[617],[5750],[-35],3,0,1025758986
2570,"BlightDelayedBlastTriggered",[617],[5750],[-35],3,0,1025758986
2571,"DelayedBlastVastiri","[617,6525]",[5750],[100],1.3,0,1025758986
2572,"DelayedBlastBlight","[617,6525]",[],[],3,0,1025758986
2573,"AvariusDelayedBlast",[617],"[659,2693,5750]","[100,-50,120]",8,0,1025758986
2574,"AvariusDelayedBlastMap",[617],"[659,2693,5750]","[100,-50,120]",3.6,0,1025758986
2575,"TolmanDelayedBlast","[617,6525]",[],[],2.59,0,1025758986
2576,"DelayedBlastSpectre",[617],[],[],0.78,0,1025758986
2577,"MonsterDelayedBlastInvasion",[617],[],[],1.15,0,1025758986
2578,"BetrayalJanusDelayedBlast",[617],[5750],[150],3.25,0,1025758986
2579,"BetrayalDjinnDelayedBlast",[617],[],[],1.75,0,1025758986
2580,"SupportCastOnCrit",[],[1824],[100],1,0,0
2581,"SupportCastOnCritTriggered","[1826,9203,9301]",[],[],1,0,0
2582,"SupportCastOnMeleeKill",[],[1825],[100],1,0,0
2583,"SupportCastOnMeleeKillTriggered","[1826,9203,9302]",[],[],1,0,0
2584,"SupportMultiTrap",[],"[1774,948,11551]","[2,3,2]",1,0,0
2585,"SupportAdditionalLevel",[],[],[],1,0,0
2586,"SupportAdditionalLevelPlus",[],[],[],1,0,0
2587,"DominusDemonCharge",[692],[177],[200],1,0,0
2588,"DominusDash",[],[356],[10000],1,0,0
2589,"DominusDashMap",[],"[356,659,1919]","[10000,100,200]",1,0,0
2590,"IguanaProjectile",[498],"[782,659,633,1788]","[4,-60,-60,30]",1.87,0,0
2591,"IguanaProjectileChrome",[498],"[782,659,633,1788,1100]","[24,-60,-30,30,50]",1.87,0,0
2592,"IguanaProjectileBasilisk",[498],"[782,659,633,1788,1099]","[26,-60,-30,30,50]",1.87,0,0
2593,"IguanaProjectileGardensMap",[498],"[782,659,633,1788]","[4,-60,-60,30]",1.87,0,0
2594,"IguanaProjectileChromeGardensMap","[498,4577,7078]","[782,659,633,1788,1100]","[24,-60,-30,30,50]",1.87,0,0
2595,"IguanaProjectileFire",[498],"[782,659,633,1788,175]","[26,-60,-60,30,50]",1.87,0,0
2596,"IguanaProjectileInvasion",[498],"[782,659,633,1788]","[4,-60,-60,30]",1.87,0,0
2597,"BestiaryIguanaProjectile",[498],"[782,659,633,1788]","[4,-60,-60,30]",1.87,0,0
2598,"BestiaryIguanaSpiritProjectile",[498],"[782,659,633,1788]","[4,-60,-60,30]",1.87,0,0
2599,"SkeletonCannonProjectile","[498,4577]","[782,659,1788]","[29,-50,30]",1.87,0,0
2600,"LightningTrap","[1776,329,1782,498,1994,19360,19417]","[867,19033,658]","[4000,9,20]",2.4789,0,1026617980
2601,"LightningTrapAltX","[329,1782,498,1994,19360,19417,4546]","[867,658,19033,13250,172]","[4000,20,5,100,2]",2.9747,0,1026617980
2602,"LightningTrapAltY","[1776,329,1782,498,1994,19360,19417]","[867,19033,658]","[4000,9,20]",2.4789,0,1026617980
2603,"LightningTrapRoyale","[1776,329,1782,498,1994]","[867,19033,658]","[15000,7,20]",3.1464,0,1024255748
2604,"VaalLightningTrap","[1776,329,1782,498,1994,2347,4546,8016,9522,19417,19360]","[867,19033,356,6458]","[4000,9,4000,15]",4.6252,0,1024255748
2605,"TormentSpiritVaalLightningTrap","[1776,498,2347]","[173,356]","[8,4000]",2.3125,0,1024980523
2606,"MonsterLightningTrap","[1776,329,1782,498,7928]","[867,173,1178,1774]","[5000,11,16,2]",1.6875,0,1025356333
2607,"MonsterLightningTrapMapBoss","[1776,329,1782,498,7928]","[867,173,1178,1774,2693]","[5000,11,16,2,-30]",1.6875,0,1025356333
2608,"WbLightningTrap","[1776,329,1782,498,7928]","[173,1178]","[8,3]",2,0,1024980523
2609,"ExileLightningTrap","[1776,329,1782,498,7928]","[173,1178]","[8,12]",2,0,1024980523
2610,"DarkExileLightningTrap","[1776,329,1782,498,2347,5849,7928]","[867,173,356,1178]","[4000,8,3000,12]",2.5,0,1024980523
2611,"WbLightningTrapLeader","[1776,329,1782,498,2347,7928]","[867,173,356,1788]","[4000,8,3000,50]",2.5,0,1024980523
2612,"PerandusLightningTrap","[1776,329,1782,498,7928]","[867,173,172]","[4000,8,1]",2.5,0,1024980523
2613,"IzaroDaemonLightningTrap","[1776,329,1782,498,2347,7928]","[867,1774,356,1788]","[5000,2,3000,75]",3.125,0,1025758986
2614,"MonsterLightningTrapInvasion","[1776,329,1782,498,7928]","[867,1178]","[5000,16]",2.1875,0,1024980523
2615,"MonsterLightningTrapSingle","[1776,329,1782,498,7928]","[867,173,1178]","[5000,11,16]",2.375,0,1025571081
2616,"MonsterLightningTrapSingleInvasion","[1776,329,1782,498,7928]","[867,173,1178]","[5000,11,16]",2.375,0,1025571081
2617,"MonsterLightningProjectileSpiralDaemon",[498],"[782,2118,2119,2120,1788]","[4,20,2000,4200,40]",2.375,0,1025571081
2618,"WbLightningProjectileSpiralDaemonLeader",[498],"[782,2118,2119,2120,1788]","[4,26,2000,4200,40]",2.375,0,1025571081
2619,"LightningProjectileSpiralTotemBossTeamBAtollDaemon",[498],"[782,2118,2119,2120,1788,4804]","[4,50,3000,4500,40,100]",2.375,0,1025571081
2620,"MonsterLightningProjectileNova","[1776,498]","[173,659,782]","[8,-60,2]",1.5875,0,1021289536
2621,"WbLightningEliteProjectileNova","[1776,498]","[173,659,782]","[12,-60,2]",1.5875,0,1025571081
2622,"MonsterLightningProjectileNovaLegends","[1776,498]","[173,782]","[12,2]",1.3328,0,1021289536
2623,"LightningNovaWest",[498],"[173,782]","[6,2]",2.5,0,1024980523
2624,"MerveilDaughterLightningNova",[498],[782],[4],1.5875,0,1021289536
2625,"BeyondDemonLightningProjectile",[498],"[782,659]","[4,-35]",1.5875,0,1021289536
2626,"BlackguardClericBossKitavaProjectileNova","[498,1776]","[782,659,173]","[23,-35,12]",1.4111,0,1021289536
2627,"BlackguardClericBossKitavaProjectile","[498,4577]","[782,659]","[23,-35]",1.6889,0,1021289536
2628,"VaalSideAreaBossKitavaProjectile",[498],"[782,659,173]","[23,-35,2]",1.5,0,1021289536
2629,"VaalSideAreaBossKitavaProjectileSpiral","[498,2469]","[782,659,175,2118,2119,2120]","[27,-35,-25,20,750,1080]",0.5,0,1021289536
2630,"KitavaInnocenceProjectile","[498,4577]",[782],[28],0.1111,0,1008981770
2631,"KitavaInnocenceProjectileFlying","[498,4577]",[782],[35],0.1111,0,1008981770
2632,"KitavaSinProjectile","[498,4577]",[782],[29],0.1,0,1008981770
2633,"KitavaSinProjectileFlying","[498,4577]",[782],[36],0.1,0,1008981770
2634,"BlackRavenProjectile","[498,4546]","[782,317]","[30,100]",1.27,0,1021289536
2635,"SkeletonProjectileGold","[498,4577]",[782],[32],1.27,0,1021289536
2636,"SkeletonProjectileBlack","[498,4577]",[782],[33],1.27,0,1021289536
2637,"SkeletonProjectileBlackExpedition","[498,4577]",[782],[202],1.27,0,1021289536
2638,"BansheeProjectileBlack","[498,4577]",[782],[33],1.27,0,1021289536
2639,"GodmodeGhostProjectileBlack","[498,1776]","[782,173,16967]","[33,7,6]",1.5,0,1024416809
2640,"BestiaryFireModSpiral",[498],"[782,2118,2119,2120]","[50,16,4000,2160]",1.9444,0,1021289536
2641,"BestiaryFireModNova","[498,1776]","[173,175,18328]","[4,-80,9]",2.2222,0,1027906470
2642,"BestiaryFireModNova2","[498,1776]","[173,175,18328]","[5,-80,9]",2.2222,0,1027906470
2643,"MonsterVaalLightningTrapStrDexMasterAlly","[1776,329,1782,498,2347,7928,5849]","[867,173,356,1178,948]","[5000,8,4000,12,6]",2.3125,0,1024980523
2644,"SmokeMine","[872,1783,2968,10004,10034,10319,10515]","[874,3189,12357]","[8000,1000,5]",1,0,0
2645,"SmokeMineHardMode","[872,1783,2968,10004,10034,10319,10515]","[874,3189,12357]","[8000,1000,5]",1,0,0
2646,"SmokeMineRoyale","[872,1783,2968,10004,10034,10319,10515]","[874,356,3189,12357]","[8000,4000,1000,5]",1,0,0
2647,"MonsterSmokeMine",[],"[356,177,5750]","[3000,20,-45]",1,0,0
2648,"MonsterSmokeMineSnakeSideArea",[],[],[],1,0,0
2649,"MonsterSmokeMineSnakeDexMission",[],[882],[1],1,0,0
2650,"MonsterSmokeMineSideArea",[],[],[],1,0,0
2651,"MonsterSmokeMineDexMission",[],"[177,356,5750]","[30,7000,40]",1,0,0
2652,"DarkExileSmokeMine",[],"[177,356,5750]","[80,5000,10]",1,0,0
2653,"SmokeMineChaosLeader4Trap","[329,1782,7928]","[177,356,867,5750]","[50,8000,100,10]",1,0,0
2654,"SmokeMineChaosLeader4Teleport",[],"[177,356,5750]","[50,3000,-45]",1,0,0
2655,"DarkSeawitchSmokeMine",[],"[177,5750]","[80,-45]",1,0,0
2656,"WbSmokeMine",[],[5750],[-45],1,0,0
2657,"MonsterSmokeMineInvasion",[],"[356,177,5750]","[3000,20,-45]",1,0,0
2658,"BeyondDemonSmokeMine",[],"[356,177,5750]","[3000,20,-45]",1,0,0
2659,"TormentDaemonSmokeMine",[],"[356,5750]","[3000,-20]",1,0,0
2660,"TempestDaemonSmokeMine",[],"[356,5750]","[3000,-45]",1,0,0
2661,"ProphecyDaemonSmokeMine",[],"[356,5750]","[3000,-45]",1,0,0
2662,"NemesisDaemonSmokeMine",[],"[356,177,5750]","[3000,20,10]",1,0,0
2663,"ExileSmokeMine","[872,1783]","[874,356,177,5750]","[30000,2500,20,-45]",1,0,0
2664,"PerandusSmokeMine","[872,1783]","[874,356,177,5750]","[30000,4000,40,-45]",1,0,0
2665,"StrMissionSmokeMine",[],"[356,5750]","[2000,-45]",1,0,0
2666,"SanctumSmokeMine",[],"[356,5750]","[2000,-45]",1,0,0
2667,"EnduranceChargeOnMeleeStun",[1793],[7676],[4],1,0,0
2668,"SupportReflectCursesOnSelfUnique",[1803],[],[],1,0,0
2669,"SupportReducedReservationOfCursesUnique",[],[],[],1,0,0
2670,"SupportCurseAurasAffectYouUnique",[13399],[],[],1,0,0
2671,"MonsterProximityShield",[],[356],[8000],1,0,0
2672,"LegionMonsterProximityShield",[],[356],[8000],1,0,0
2673,"MonsterProximityShieldElder",[],"[356,5750]","[10000,100]",1,0,0
2674,"MonsterProximityShieldHarbinger",[],[356],[5000],1,0,0
2675,"MonsterProximityShieldHarbingerLarge",[1920],[],[],1,0,0
2676,"MonsterProximityShieldLarge",[],"[356,5750]","[8000,40]",1,0,0
2677,"MonsterProximityShieldInvasion",[],[356],[6000],1,0,0
2678,"MonsterProximityShieldLegends",[],[356],[7500],1,0,0
2679,"NemesisDaemonProximityShield",[1920],[],[],1,0,0
2680,"InvasionBeastBossDaemonProximityShield",[1920],[5750],[100],1,0,0
2681,"TempestDaemonProximityShield",[1920],[],[],1,0,0
2682,"TalismanT2DaemonProximityShield",[],[356],[4000],1,0,0
2683,"EssenceDaemonProximityShield",[],"[356,4804,5750]","[5000,100,25]",1,0,0
2684,"VaultBossProximityShield",[],"[356,216,5750]","[60000000,30,275]",1,0,0
2685,"AvatarProximityShield",[],"[356,5750]","[3000,50]",1,0,0
2686,"PillarsOfVastiriProximityShield",[1920],[5750],[160],1,0,0
2687,"PillarsOfVastiriProximityShieldLarge",[1920],[5750],[250],1,0,0
2688,"MaligaroDemonProximityShield",[],[356],[5500],1,0,0
2689,"PopupProximityShieldMachinarium",[1920],[5750],[50],1,0,0
2690,"BlightRelicProximityShield",[1920],[],[],1,0,0
2691,"BlightRelicProximityShieldLarge",[1920],[5750],[100],1,0,0
2692,"AncestralProximityShield",[1920],[5750],[35],1,0,0
2693,"AncestralProximityShieldTrinket",[1920],[5750],[50],1,0,0
2694,"AncestralProximityShieldTotem",[1920],[5750],[100],1,0,0
2695,"AnimateArmour",[18651],"[1847,457]","[100,3]",1,0,0
2696,"AnimateArmourAltX",[18651],"[1847,457,19189]","[100,3,1]",1,0,0
2697,"AnimateArmourAltY",[18651],"[1847,457]","[100,3]",1,0,0
2698,"DominusBloodRain",[],[356],[12000],1,0,0
2699,"ThrownWeapon",[498],[18494],[225],1,0,0
2700,"ThrownWeaponAltX",[498],"[18494,4258]","[225,-30]",1,0,0
2701,"ThrownWeaponAltY",[498],[18494],[225],1,0,0
2702,"ThrownWeaponRoyale",[498],[18494],[225],1,0,0
2703,"ThrownWeaponMasterTH",[498],[633],[100],1,0,0
2704,"ThrownWeaponBreachBoss",[498],"[4258,70,633]","[-75,35,-10]",1,0,0
2705,"TormentDaemonThrownWeapon",[498],[633],[-40],1,0,0
2706,"ThrownWeaponSideAreaBoss2",[498],[633],[-40],1,0,0
2707,"ThrownWeaponBloodlinesGuardian",[498],"[633,175]","[-30,25]",1,0,0
