"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","rid","AddEnchantment","SortCategory","rid","bool","i32","rid","rid","rid","MapDevice","[rid]"
127,3,36,17886,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[147],2,[8],1,"",0,0,[],[10110],1344,1344,"","",1,128,1,0,"","","","",[]
128,3,37,17887,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[148],3,[8],1,"",0,0,[],[10110],1344,1344,"","",1,128,1,0,"","","","",[]
129,3,38,17889,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[10110],1344,1344,"","",1,0,1,0,"","","","",[]
130,3,39,17890,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[10110],1344,1344,"","",1,0,1,0,"","","","",[]
131,3,40,17891,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,"[6,7,8,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,0,1,0,"","","","",[]
132,3,41,17892,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[153],5,[6],1,"",0,0,[],[10110],1344,1344,"","",1,0,1,0,"","","","",[]
133,3,42,17893,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[154],1,"[9,10,7,13]",1,"",0,0,[],[10110],1344,1344,"","",1,21,1,0,"","","","",[]
134,3,43,17894,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[155],2,[10],1,"",0,0,[],[10110],1344,1344,"","",1,21,1,0,"","","","",[]
135,3,44,17897,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[154],1,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",1,22,1,0,"","","","",[]
136,3,45,17898,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[155],2,"[0,1]",1,"",0,0,[],[10110],1344,1344,"","",1,22,1,0,"","","","",[]
137,3,46,17900,[14],[1],0,"",7,[],0,"",0,0,[],"","","",[155],0,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",1,28,1,0,"","","","",[]
138,3,47,17908,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,"",0,0,[],[10110],1344,1344,"","",1,11,1,0,"","","","",[]
139,3,48,17909,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,[1],1,"",0,0,[],[10110],1344,1344,"","",1,11,1,0,"","","","",[]
140,3,49,17910,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,[1],1,"",0,0,[],[10110],1344,1344,"","",1,11,1,0,"","","","",[]
141,3,50,17911,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,[1],1,"",0,0,[],[10110],1344,1344,"","",1,11,1,0,"","","","",[]
142,3,51,17904,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,3]",0,"",0,0,[],[10110],1344,1344,"","",1,11,1,0,"","","","",[]
143,3,52,17905,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[0,2,3]",1,"",0,0,[],[10110],1344,1344,"","",1,11,1,0,"","","","",[]
144,3,53,17906,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[0,2,3]",1,"",0,0,[],[10110],1344,1344,"","",1,11,1,0,"","","","",[]
145,3,54,17907,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,"[0,2,3]",1,"",0,0,[],[10110],1344,1344,"","",1,11,1,0,"","","","",[]
146,3,55,17901,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,7,8,5,4,9,10,13,11]",0,"",0,0,[],[10110],1344,1344,"","",1,11,1,0,"","","","",[]
147,3,56,17902,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[6,7,8,5,4,9,10,13,11]",1,"",0,0,[],[10110],1344,1344,"","",1,11,1,0,"","","","",[]
148,3,57,17903,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[6,7,8,5,4,9,10,13,11]",1,"",0,0,[],[10110],1344,1344,"","",1,11,1,0,"","","","",[]
149,3,58,17912,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[156],1,"[0,1,2,3,9,10,4]",1,"",0,0,[],[10110],1344,1344,"","",2,107,1,0,"","","","",[]
150,3,59,17913,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[157],2,"[0,1,2,3,9,10,4]",1,"",0,0,[],[10110],1344,1344,"","",2,107,1,0,"","","","",[]
151,3,60,17914,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",1,207,1,0,"","","","",[]
152,3,61,17915,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",1,207,1,0,"","","","",[]
153,3,62,17916,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[160],3,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",1,207,1,0,"","","","",[]
154,3,63,17917,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[261],4,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",1,207,1,0,"","","","",[]
155,3,64,17922,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[161],1,[1],1,"",0,0,[],[10110],1344,1344,"","",1,75,1,0,"","","","",[]
156,3,65,17923,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[162],2,[1],1,"",0,0,[],[10110],1344,1344,"","",1,75,1,0,"","","","",[]
157,3,66,17924,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[163],3,[1],1,"",0,0,[],[10110],1344,1344,"","",1,75,1,0,"","","","",[]
158,3,67,17925,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[262],4,[1],1,"",0,0,[],[10110],1344,1344,"","",1,75,1,0,"","","","",[]
159,3,68,17918,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[161],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,75,1,0,"","","","",[]
160,3,69,17919,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[162],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,75,1,0,"","","","",[]
161,3,70,17920,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[163],3,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,75,1,0,"","","","",[]
162,3,71,17921,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[262],4,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,75,1,0,"","","","",[]
163,3,72,17926,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[164],1,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",1,1595,1,0,"","","","",[]
164,3,73,17927,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[165],2,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",1,1595,1,0,"","","","",[]
165,3,74,17928,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[166],1,"[0,1,2,3,9,10,11,13]",1,"",0,0,[],[10110],1344,1344,"","",1,239,1,0,"","","","",[]
166,3,75,17929,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[167],2,"[0,1,2,3,13,11]",1,"",0,0,[],[10110],1344,1344,"","",1,239,1,0,"","","","",[]
167,3,76,17930,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,210,1,0,"","","","",[]
168,3,77,17931,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,"[0,1]",1,"",0,0,[],[10110],1344,1344,"","",2,210,1,0,"","","","",[]
169,3,78,17932,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[0,1]",1,"",0,0,[],[10110],1344,1344,"","",2,210,1,0,"","","","",[]
170,3,79,17933,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,210,1,0,"","","","",[]
171,3,80,17934,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[168],0,"[7,13,4]",1,"",0,0,[],[10110],1344,1344,"","",2,99,1,0,"","","","",[]
172,3,81,17940,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,[1],1,"",0,0,[],[10110],1344,1344,"","",2,96,1,0,"","","","",[]
173,3,82,17941,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,[1],1,"",0,0,[],[10110],1344,1344,"","",2,96,1,0,"","","","",[]
174,3,83,17942,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,[1],1,"",0,0,[],[10110],1344,1344,"","",2,96,1,0,"","","","",[]
175,3,84,17936,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",2,96,1,0,"","","","",[]
176,3,85,17938,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",2,96,1,0,"","","","",[]
177,3,86,17939,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",2,96,1,0,"","","","",[]
178,3,87,17947,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[1],1,"",0,0,[],[10110],1344,1344,"","",1,136,1,0,"","","","",[]
179,3,88,17948,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[171],2,[1],1,"",0,0,[],[10110],1344,1344,"","",1,136,1,0,"","","","",[]
180,3,89,17949,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,[1],1,"",0,0,[],[10110],1344,1344,"","",1,136,1,0,"","","","",[]
181,3,90,17944,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,136,1,0,"","","","",[]
182,3,91,17945,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,136,1,0,"","","","",[]
183,3,92,17946,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,136,1,0,"","","","",[]
184,3,93,17950,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[9,10,0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,134,1,0,"","","","",[]
185,3,94,17951,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[9,10,0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,134,1,0,"","","","",[]
186,3,95,17955,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[1],1,"",0,0,[],[10110],1344,1344,"","",1,142,1,0,"","","","",[]
187,3,96,17956,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[174],2,[1],1,"",0,0,[],[10110],1344,1344,"","",1,142,1,0,"","","","",[]
188,3,97,17957,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,[1],1,"",0,0,[],[10110],1344,1344,"","",1,142,1,0,"","","","",[]
189,3,98,17952,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,142,1,0,"","","","",[]
190,3,99,17953,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,142,1,0,"","","","",[]
191,3,100,17954,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,142,1,0,"","","","",[]
192,3,101,17958,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[9,10,0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,140,1,0,"","","","",[]
193,3,102,17959,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[9,10,0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,140,1,0,"","","","",[]
194,3,103,17963,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,[1],1,"",0,0,[],[10110],1344,1344,"","",1,148,1,0,"","","","",[]
195,3,104,17964,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[178],2,[1],1,"",0,0,[],[10110],1344,1344,"","",1,148,1,0,"","","","",[]
196,3,105,17965,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,[1],1,"",0,0,[],[10110],1344,1344,"","",1,148,1,0,"","","","",[]
197,3,106,17960,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,148,1,0,"","","","",[]
198,3,107,17961,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,148,1,0,"","","","",[]
199,3,108,17962,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,148,1,0,"","","","",[]
200,3,109,17966,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[9,10,0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,146,1,0,"","","","",[]
201,3,110,17967,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[9,10,0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,146,1,0,"","","","",[]
202,3,111,17971,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[180],1,[1],1,"",0,0,[],[10110],1344,1344,"","",1,152,1,0,"","","","",[]
203,3,112,17972,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[181],2,[1],1,"",0,0,[],[10110],1344,1344,"","",1,152,1,0,"","","","",[]
204,3,113,17973,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[182],3,[1],1,"",0,0,[],[10110],1344,1344,"","",1,152,1,0,"","","","",[]
205,3,114,17968,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,152,1,0,"","","","",[]
206,3,115,17969,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,152,1,0,"","","","",[]
207,3,116,17970,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[182],3,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,152,1,0,"","","","",[]
208,3,117,17974,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[9,10,0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,1899,1,0,"","","","",[]
209,3,118,17975,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[9,10,0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,1899,1,0,"","","","",[]
210,3,119,17976,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[183],1,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,364,1,0,"","","","",[]
211,3,120,17977,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[185],2,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,364,1,0,"","","","",[]
212,3,121,17978,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[186],3,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,364,1,0,"","","","",[]
213,3,122,17979,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[183],1,"[7,5,9,10,13,4]",1,"",0,0,[],[10110],1344,1344,"","",2,104,1,0,"","","","",[]
214,3,123,17980,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[185],2,"[7,5,9,10,13,4]",1,"",0,0,[],[10110],1344,1344,"","",2,104,1,0,"","","","",[]
215,3,124,17981,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[186],3,"[7,5,9,10,13,4]",1,"",0,0,[],[10110],1344,1344,"","",2,104,1,0,"","","","",[]
216,3,125,17982,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[4,10]",1,"",0,0,[],[10110],1344,1344,"","",2,208,1,0,"","","","",[]
217,3,126,17983,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[4,10]",1,"",0,0,[],[10110],1344,1344,"","",2,208,1,0,"","","","",[]
218,3,127,17984,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,54,1,0,"","","","",[]
219,3,128,17985,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,54,1,0,"","","","",[]
220,3,129,17986,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,54,1,0,"","","","",[]
221,3,130,17987,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,50,1,0,"","","","",[]
222,3,131,17988,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,50,1,0,"","","","",[]
223,3,132,17989,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[10110],1344,1344,"","",1,50,1,0,"","","","",[]
224,3,133,17990,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,36,1,0,"","","","",[]
225,3,134,17991,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,36,1,0,"","","","",[]
226,3,135,17992,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,36,1,0,"","","","",[]
227,3,136,17993,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,48,1,0,"","","","",[]
228,3,137,17994,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,48,1,0,"","","","",[]
229,3,138,17995,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[10110],1344,1344,"","",1,48,1,0,"","","","",[]
230,3,139,17996,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,9,1,0,"","","","",[]
231,3,140,17997,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,9,1,0,"","","","",[]
232,3,141,17998,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,9,1,0,"","","","",[]
233,3,142,17999,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,8,1,0,"","","","",[]
234,3,143,18000,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,8,1,0,"","","","",[]
235,3,144,18001,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[10110],1344,1344,"","",1,8,1,0,"","","","",[]
236,3,145,18004,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[252],1,[10],1,"",0,0,[],[10110],1344,1344,"","",1,56,1,0,"","","","",[]
237,3,146,18005,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[253],2,[10],1,"",0,0,[],[10110],1344,1344,"","",1,56,1,0,"","","","",[]
238,3,147,18002,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[252],1,"[10,9]",1,"",0,0,[],[10110],1344,1344,"","",1,6,1,0,"","","","",[]
239,3,148,18003,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[253],2,"[10,9]",1,"",0,0,[],[10110],1344,1344,"","",1,6,1,0,"","","","",[]
240,3,149,18006,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,460,1,0,"","","","",[]
241,3,150,18007,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,460,1,0,"","","","",[]
242,3,151,18008,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,460,1,0,"","","","",[]
243,3,152,18009,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,458,1,0,"","","","",[]
244,3,153,18010,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,458,1,0,"","","","",[]
245,3,154,18011,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,458,1,0,"","","","",[]
246,3,155,18012,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,462,1,0,"","","","",[]
247,3,156,18013,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,462,1,0,"","","","",[]
248,3,157,18014,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10110],1344,1344,"","",1,462,1,0,"","","","",[]
249,3,158,18018,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,157,1,0,"","","","",[]
250,3,159,18019,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,157,1,0,"","","","",[]
251,3,160,18020,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,157,1,0,"","","","",[]
252,3,161,18015,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,157,1,0,"","","","",[]
253,3,162,18016,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,157,1,0,"","","","",[]
254,3,163,18017,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,157,1,0,"","","","",[]
255,3,164,18021,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[9,10,7]",1,"",0,0,[],[10110],1344,1344,"","",1,1,1,0,"","","","",[]
256,3,165,18022,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[9,10]",1,"",0,0,[],[10110],1344,1344,"","",1,1,1,0,"","","","",[]
257,3,166,18028,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,13,1,0,"","","","",[]
258,3,167,18029,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,13,1,0,"","","","",[]
259,3,168,18030,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,13,1,0,"","","","",[]
260,3,169,18025,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,13,1,0,"","","","",[]
261,3,170,18026,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,13,1,0,"","","","",[]
262,3,171,18027,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,13,1,0,"","","","",[]
263,3,172,18031,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[9,10,7]",1,"",0,0,[],[10110],1344,1344,"","",1,4,1,0,"","","","",[]
264,3,173,18032,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[9,10]",1,"",0,0,[],[10110],1344,1344,"","",1,4,1,0,"","","","",[]
265,3,174,18038,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,154,1,0,"","","","",[]
266,3,175,18039,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,154,1,0,"","","","",[]
267,3,176,18040,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,154,1,0,"","","","",[]
268,3,177,18035,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,154,1,0,"","","","",[]
269,3,178,18036,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,154,1,0,"","","","",[]
270,3,179,18037,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,154,1,0,"","","","",[]
271,3,180,18041,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[9,10,7]",1,"",0,0,[],[10110],1344,1344,"","",1,5,1,0,"","","","",[]
272,3,181,18042,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[9,10]",1,"",0,0,[],[10110],1344,1344,"","",1,5,1,0,"","","","",[]
273,3,182,18048,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,45,1,0,"","","","",[]
274,3,183,18049,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,45,1,0,"","","","",[]
275,3,184,18050,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[160],3,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,45,1,0,"","","","",[]
276,3,185,18045,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,45,1,0,"","","","",[]
277,3,186,18046,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,45,1,0,"","","","",[]
278,3,187,18047,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[160],3,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,45,1,0,"","","","",[]
279,3,188,18051,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[9,10,13,7]",1,"",0,0,[],[10110],1344,1344,"","",1,16,1,0,"","","","",[]
