"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","DamageIncrementalEffectiveness","CopiedStats","bool"
641,"PurgeHoundWhirlingBlades","",[1808],[],[],0,0.055,0,[],""
642,"MossMonsterWhirlingBlades","","[1078,1808]","[1681,70,838]","[1,-50,1]",2.14,0.1,0.0175,[],""
643,"HeistRobotClockworkRoll","","[1808,1078]",[],[],1,0.055,0,[],""
644,"HeistCultistUnarmedLeap","","[1808,1078]",[1681],[2],1,0.055,0,[],""
645,"MutewindWomanWhirlingBlades","","[1808,1078]",[838],[1],0,0.055,0,[],""
646,"CarrionCrowWhirlingBlades","","[1808,1078]",[838],[1],1.7333,0.1,0.0175,[],""
647,"MonsterSplitArrow","",[816],[169],[-30],1,0.055,0,[],""
648,"MeleeAtAnimationSpeedUniqueMaim","","[816,817,11884,4414,6697,3666]",[],[],0,0.055,0,[],""
649,"Melee","","[816,817]",[],[],0,0.055,0,[],""
650,"MeleeAtAnimationSpeed40Dist","","[816,817,11884,4414,6697]",[17546],[40],0,0.055,0,[],""
651,"MeleeAtAnimationSpeed","","[816,817,11884,4414,6697]",[],[],0,0.055,0,[],""
652,"MeleeAtAnimationSpeedBow","","[816,817,11884,4414,6697,5626,10056]",[],[],0,0.055,0,[],""
653,"MeleeAtAnimationSpeedComboTeleport","","[816,817,11884,4414,6697]",[17546],[100],1,0.055,0,[],""
654,"MeleeAtAnimationSpeedComboTEMP","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
655,"MeleeAtAnimationSpeedComboTEMP80","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
656,"MeleeAtAnimationSpeedComboTEMP70","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
657,"MeleeAtAnimationSpeedComboTEMP60","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
658,"MeleeAtAnimationSpeedComboTEMP50","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
659,"MeleeAtAnimationSpeedComboTEMP40","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
660,"MeleeAtAnimationSpeedComboTEMP120","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
661,"MeleeAtAnimationSpeedComboTEMP130","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
662,"MeleeAtAnimationSpeedComboTEMP140","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
663,"MeleeAtAnimationSpeedComboTEMP150","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
664,"MeleeAtAnimationSpeedComboTEMP160","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
665,"MeleeAtAnimationSpeedComboTEMP170","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
666,"MeleeAtAnimationSpeedComboTEMP180","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
667,"MeleeAtAnimationSpeedComboTEMP190","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
668,"MeleeAtAnimationSpeedComboTEMP200","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
669,"MeleeAtAnimationSpeedDeferDamagePredictionAlt","","[816,817,11884,4414,6697,9241]",[],[],0,0.055,0,[],""
670,"MeleeAtAnimationSpeedFire","","[816,817,11884,4414,6697]",[1065],[40],0,0.055,0,[],""
671,"MeleeAtAnimationSpeedFireIgniteChance","","[816,817,11884,4414,6697]","[1065,18257]","[75,30]",0,0.055,0,[],""
672,"MeleeAtAnimationSpeedCold","","[816,817,11884,4414,6697]",[1066],[40],1,0.055,0,[],""
673,"MeleeAtAnimationSpeedColdFreezeChance","","[816,817,11884,4414,6697]","[1066,2019]","[60,100]",1,0.055,0,[],""
674,"MeleeAtAnimationSpeedLightning50","","[816,817,11884,4414,6697]",[1067],[40],1,0.055,0,[],""
675,"MeleeAtAnimationSpeedChaos","","[816,817,11884,4414,6697]",[1068],[40],0,0.055,0,[],""
676,"MeleeAtAnimationSpeedChaosPoison","","[816,817,11884,4414,6697]","[1068,3246]","[50,100]",0,0.055,0,[],""
677,"MeleeAtAnimationSpeedChaosPoisonAltArt","","[816,817,11884,4414,6697]","[1068,3246,13255]","[50,100,1002]",1,0.055,0,[],""
678,"MeleeAtAnimationSpeed2","","[816,817,11884,4414,6697]",[],[],0,0.055,0,[],""
679,"MeleeAtAnimationSpeedWithDirectionalKnockback","","[816,817,11884,104,10078,4414,6697]","[10042,392]","[300,100]",0,0.055,0,[],""
680,"MeleeAtAnimationSpeedWithDirectionalKnockback2","","[816,817,11884,104,10078,4414,6697]","[10042,392]","[300,100]",0,0.055,0,[],""
681,"MAASExecutionerBoss","","[816,817,11884,4414,6697]",[2615],[40],0,0.055,0,[],""
682,"MeleeAtAnimationSpeedUnique","","[816,817,11884,4414,6697]",[2615],[100],0,0.055,0,[],""
683,"MeleeAtAnimationSpeedUniqueAdditionalActionDist60","","[816,817,11884,4414,6697]",[17546],[60],1,0.055,0,[],""
684,"MAASPerennialKingTripleSlash","","[816,817,11884,4414,6697]","[2615,1067,17546]","[100,40,30]",0,0.055,0,[],""
685,"MAASExecutionerBossShortRange","","[816,817,11884,4414,6697]","[17546,2615]","[-15,50]",1,0.055,0,[],""
686,"MeleeAtAnimationSpeedUniqueOffMelee","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
687,"MAASTitanBossArmSweepSlamLeft","","[816,817,11884,4414,6697,12823]",[17546],[80],1,0.055,0,[],""
688,"MAASTitanBossArmSweepSlam","","[816,817,11884,4414,6697,12823]",[17546],[80],1,0.055,0,[],""
689,"MAASTitanBossSwordThrustLeft","","[816,817,11884,4414,6697,12823]",[17546],[80],1,0.055,0,[],""
690,"MAASTitanBossSwordThrustMid","","[816,817,11884,4414,6697,12823]",[17546],[160],1,0.055,0,[],""
691,"MAASTitanBossSwordThrustMidRight","","[816,817,11884,4414,6697,12823]",[17546],[160],1,0.055,0,[],""
692,"MAASTitanBossSwordThrustRight","","[816,817,11884,4414,6697,12823]",[17546],[160],1,0.055,0,[],""
693,"MAASTitanBossSwordOuter","","[816,817,11884,4414,6697,12823]",[17546],[80],1,0.055,0,[],""
694,"MAASTitanBossSwordMid","","[816,817,11884,4414,6697,12823]",[17546],[80],1,0.055,0,[],""
695,"MAASGiantSnakeBossSweepRight90","","[816,817,11884,4414,6697,12823,18672,18659]","[17546,1065,2615]","[80,50,200]",1,0.055,0,[],""
696,"MAASGiantSnakeBossSweepRight","","[816,817,11884,4414,6697,12823,18672,18659]","[17546,1065,2615]","[80,50,200]",1,0.055,0,[],""
697,"MAASGiantSnakeBossSweepLeft90","","[816,817,11884,4414,6697,12823,18672,18659]","[17546,1065,2615]","[80,50,200]",1,0.055,0,[],""
698,"MAASGiantSnakeBossSweepLeft","","[816,817,11884,4414,6697,12823,18672,18659]","[17546,1065,2615]","[80,50,200]",1,0.055,0,[],""
699,"MAASTitanBossSwordInner","","[816,817,11884,4414,6697,12823]",[17546],[80],1,0.055,0,[],""
700,"MeleeAtAnimationSpeedUniqueDoNotFaceTarget","","[816,817,11884,4414,6697,12823]",[],[],1,0.055,0,[],""
701,"MeleeAtAnimationSpeedUniqueDoNotFaceTargetOffhand","","[816,817,11884,4414,6697,12823]",[],[],1,0.055,0,[],""
702,"MeleeAtAnimationSpeedFireUnique","","[816,817,11884,4414,6697]","[1065,2615]","[66,100]",1,0.055,0,[],""
703,"MeleeAtAnimationSpeedUniqueWithDirectionalKnockback","","[816,817,11884,104,10078,4414,6697]","[10042,392]","[300,100]",0,0.055,0,[],""
704,"MeleeAtAnimationSpeedUniqueWithDirectionalKnockback2","","[816,817,11884,104,10078,4414,6697]","[10042,392]","[0,10]",0,0.055,0,[],""
705,"MeleeAtAnimationSpeedWithDirectionalKnockbackOlroth","","[816,817,11884,4414,6697]",[1066],[20],0,0.055,0,[],""
706,"MeleeAtAnimationSpeedWithDirectionalKnockbackMarakethSentinelMaceBoss","","[816,817,11884,104,10078,4414,6697]","[10042,392,1066]","[300,100,20]",1,0.1,0.0175,[],""
707,"MeleeAtAnimationSpeedWithDirectionalKnockbackFire","","[816,817,11884,104,10078,4414,6697]","[10042,392,1065]","[300,100,50]",1,0.055,0,[],""
708,"MeleeAtAnimationSpeedSanctum","","[816,817,11884,4414,6697]",[],[],0,0.1,0,[],""
709,"MeleeAtAnimationSpeedSanctumGuard","","[816,817,11884,4414,6697]",[],[],1,0.1,0,[],""
710,"HusbandMonsterCleave","","[816,817,11884,104,10078,4414,6697]",[17546],[20],1,0.055,0,[],""
711,"HusbandMonsterCleaveEmpowered","","[816,817,11884,104,10078,4414,6697]",[17546],[20],1,0.055,0,[],""
712,"HusbandMonsterComboAttack","","[816,817,11884,104,10078,4414,6697]","[17546,2615]","[15,100]",1,0.055,0,[],""
713,"MeleeAtAnimationSpeedHookThrow","","[816,817,11884,4414,6697,2583,2569]",[316],[60],1,0.055,0,[],""
714,"MeleeAtAnimationSpeedHookThrowKnockback","",[104],[],[],1,0.055,0,[],""
715,"MeleeAtAnimationSpeedVaalGuardFireArrow","","[816,817,11884,4414,6697]","[1065,4640]","[50,36]",1,0.055,0,[],""
716,"MeleeAtAnimationSpeedFireTorch","","[816,817,11884,4414,6697]",[1065],[75],0,0.055,0,[],""
717,"MASBloatedAnchormanDoubleSwing","","[816,817,11884,4414,6697]",[],[],0,0.055,0,[],""
718,"MASStatueWretchPush","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
719,"MASPrisonerBossShortRange","","[816,817,11884,4414,6697]",[],[],0,0.055,0,[],""
720,"MASExtraAttackDistance4","","[816,817,11884,4414,6697]",[17546],[4],1,0.055,0,[],""
721,"MASExtraAttackDistance6","","[816,817,11884,4414,6697]",[17546],[6],1,0.055,0,[],""
722,"MASChaosGodGorillaExtraAttackDistance9","","[816,817,11884,4414,6697,3666,104]","[17546,392]","[9,50]",1,0.055,0,[],""
723,"MASExtraAttackDistance9","","[816,817,11884,4414,6697]",[17546],[9],1,0.055,0,[],""
724,"MASExtraAttackDistance12","","[816,817,11884,4414,6697]",[17546],[12],1,0.055,0,[],""
725,"MASExtraAttackDistance20","","[816,817,11884,4414,6697]",[17546],[20],1,0.055,0,[],""
726,"MASExtraAttackDistance30","","[816,817,11884,4414,6697]",[17546],[30],1,0.055,0,[],""
727,"MASExtraAttackDistance60","","[816,817,11884,4414,6697]",[17546],[60],1,0.055,0,[],""
728,"MASFireConvertAltArtFireArrow","","[816,817,11884,4414,6697,16268]","[1065,18257,4640]","[60,50,1000]",1,0.055,0,[],""
729,"MASStepDistance5","","[816,817,11884,4414,6697]",[16269],[5],0,0.055,0,[],""
730,"MASKelpDregCrossbow","","[816,817,11884,4414,6697,5626,10056]",[4640],[1001],0,0.055,0,[],""
731,"MASTumourStatue2Flurry","","[816,817,11884,4414,6697]",[17546],[9],1,0.055,0,[],""
732,"MASTumourStatue3Puncture","","[816,817,11884,4414,6697,2289]",[],[],1,0.055,0,[],""
733,"MASExecratusCleave","","[816,817,11884,4414,6697,2289]",[17546],[14],1,0.055,0,[],""
734,"MASBaronBossFrontalChargeCleave","","[816,817,11884,4414,6697,12823]",[2615],[40],0,0.055,0,[],""
735,"MASBaronBossBackwardsChargeCleave","","[816,817,11884,4414,6697,12823,18658]",[1066],[30],0,0.055,0,[],""
736,"MAASExecutionerBossTriggerSlam","","[816,817,11884,4414,6697,18672]","[17546,2615]","[60,50]",0,0.055,0,[],""
737,"MASPerennialKingSandWhip","","[816,817,11884,4414,6697]",[17546],[8],0,0.055,0,[],""
738,"MAASManorGargoyleSweep","","[816,817,11884,4414,6697,18672]","[17546,1065,2615]","[25,40,80]",1,0.055,0,[],""
739,"MAASManorGargoyleCleave","","[816,817,11884,4414,6697,18672]","[17546,1065,2615]","[0,40,100]",1,0.055,0,[],""
740,"MAASSpikerDoubleSlash","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
741,"MAASCountGuardSpearCombo","","[816,817,11884,4414,6697]",[17546],[-3],1,0.055,0,[],""
742,"MAASBaronBossSword","","[816,817,11884,4414,6697]","[17546,2615]","[13,90]",0,0.055,0,[],""
743,"MAASBaronBossMouth","","[816,817,11884,4414,6697]","[17546,2738,2615]","[0,50,60]",1,0.055,0,[],""
744,"MAASBaronBossHand","","[816,817,11884,4414,6697]","[17546,2615]","[0,60]",1,0.055,0,[],""
745,"MAASBaronBossSword180","","[816,817,11884,4414,6697,12823]","[17546,1066,2615]","[33,50,20]",1,0.055,0,[],""
746,"MAASCountEnforcerPullBite","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
747,"MAASLeapAttack","","[816,817,11884,4414,6697]",[17546],[20],1,0.055,0,[],""
748,"MAASVaalOverseerCleave","","[816,817,11884,4414,6697]",[17546],[12],1,0.055,0,[],""
749,"MAASViperNapuatziCombo","","[816,817,11884,4414,6697]","[17546,3246]","[15,50]",1,0.055,0,[],""
750,"MAASViperNapuatziComboSmallStrike","",[],[3246],[50],1,0.055,0,[],""
751,"MAASViperNapuatziComboLargeStrike","",[2231],[],[],1,0.055,0,[],""
752,"MAASViperNapuatziSerpentStrike","","[816,817,11884,4414,6697]",[17546],[40],1,0.055,0,[],""
753,"MAASViperNapuatziCombo2","","[816,817,11884,4414,6697]","[17546,3246]","[15,50]",1,0.055,0,[],""
754,"MAASViperNapuatziStepThrust","","[816,817,11884,4414,6697]","[17546,3678]","[10,20]",1,0.055,0,[],""
755,"MAASViperNapuatziStepSwipes","","[816,817,11884,4414,6697]",[17546],[10],1,0.055,0,[],""
756,"MAASViperNapuatziDashThrust","","[816,817,11884,4414,6697]",[17546],[0],1,0.055,0,[],""
757,"MAASVaalHumanoidBowArms","","[816,817,11884,4414,6697,16268,5626,19127,2378]",[17911],[0],0,0.055,0,[],""
758,"MAASQueenOfFilthCombo","","[816,817,11884,4414,6697]",[17546],[-14],0,0.055,0,[],""
759,"MASDoryaniCrabSweep180","","[816,817,11884,4414,6697,12823,19136]","[17546,1066]","[33,30]",0,0.055,0,[],""
760,"MAASViperNapuatziSoldierStep","","[816,817,11884,4414,6697,19140]",[],[],1,0.055,0,[],""
761,"MAASViperNapuatziJumpStab","","[816,817,11884,4414,6697]",[17546],[0],1,0.055,0,[],""
762,"MAASViperNapuatziJumpStabMoving","","[816,817,11884,4414,6697]",[17546],[-10],1,0.055,0,[],""
763,"MAASScorpionBossTailSwipe","","[816,817,11884,4414,6697]","[17546,3246]","[8,33]",1,0.055,0,[],""
764,"MAASScorpionBossTailSlam","","[816,817,11884,4414,6697,18672,18659]","[17546,3246]","[9,33]",1,0.055,0,[],""
765,"MAASViperNapuatziStepSweep","","[816,817,11884,4414,6697]",[17546],[10],1,0.055,0,[],""
766,"MASDemonClawBossDoubleSlash","","[816,817,11884,4414,6697,19136]",[],[],0,0.055,0,[],""
767,"MASDemonClawBossTripleSlash","","[816,817,11884,4414,6697,19136]",[10172],[10],0,0.055,0,[],""
768,"MAASRudjaEnragedAttacks","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
769,"MASTrialmasterSpinningCombo","","[816,817,11884,4414,6697]",[17546],[30],0,0.055,0,[],""
770,"MASDemonClawBossJumpSlamCombo","","[816,817,11884,4414,6697,19136]",[],[],0,0.055,0,[],""
771,"MAASNoLineOfSight","","[816,817,11884,4414,6697,19136,19140]",[],[],1,0.055,0,[],""
772,"MAASBreachBossSpiderLeapAttack","","[816,817,11884,4414,6697,19136]",[],[],1,0.055,0,[],""
773,"MAASBreachPaleElite2LightningStabs","","[816,817,11884,4414,6697,19136]",[1067],[70],1,0.055,0,[],""
774,"MAASSerpentClanEmerge","","[816,817,11884,4414,6697,19136]",[],[],1,0.055,0,[],""
775,"MAASBaronEndgameBasic","","[816,817,11884,4414,6697]","[5220,3483]","[30,50]",0,0.055,0,[],""
776,"MAASBaronEndgameBasic80","","[816,817,11884,4414,6697]","[5220,3483]","[30,50]",0,0.055,0,[],""
777,"MASDemonClawBossFire","","[816,817,11884,4414,6697]","[2615,1065,18257]","[100,30,20]",0,0.055,0,[],""
778,"MASqwe_MAASqwe_MEqwe_NEW_ENTRIES_GO_ABOVE_ME","","[816,817,11884,4414,6697]",[],[],0,0.055,0,[],""
779,"DodgeRollPlayer","","[2876,6896,9236,11884,18367,18714,20707]","[17923,18165,21123]","[100,37,5]",1,0.055,0,[],""
780,"MonsterMelee","","[816,817]",[],[],0,0.055,0,[],""
781,"DelveMeleeCold","","[11884,816,817]",[],[],0,0.055,0,[],""
782,"DelveMeleeFire","","[11884,816,817]",[],[],0,0.055,0,[],""
783,"DelveMeleeLightning","","[11884,816,817]",[],[],0,0.055,0,[],""
784,"BrutusMeleeAttack","",[],[],[],0,0.055,0,[],""
785,"BetrayalSkeletonMelee","","[816,817]","[4640,310]","[5,-30]",0,0.055,0,[],""
786,"BetrayalLabMelee","",[],[4836],[-85],0,0.055,0,[],""
787,"MeleeKaruiArcher","",[816],"[4640,1066]","[18,75]",0,0.055,0,[],""
788,"MeleeKaruiSergeant","",[816],"[4640,1065]","[21,75]",0,0.055,0,[],""
789,"MeleeHyrri","",[816],"[4640,1066]","[19,75]",0,0.055,0,[],""
790,"MeleeLioneyeSanctum","","[816,6697]","[4640,1878,1065]","[20,-25,75]",1,0.1,0,[],""
791,"MeleeFire","","[816,817]",[1065],[75],0,0.055,0,[],""
792,"MeleeCold","","[816,817]",[1066],[75],0,0.055,0,[],""
793,"MeleePartialChaos","","[816,817,11761]",[1068],[25],0,0.055,0,[],""
794,"MeleeWithDirectionalKnockback","","[816,817,104,10078]",[10042],[100],0,0.055,0,[],""
795,"HeistThugMeleeWDK","","[816,817,104,10078,11884]",[10042],[100],0,0.055,0,[],""
796,"HarvestScorpionMelee","","[816,817,11761]",[1068],[25],0,0.055,0,[],""
797,"MeleeHalfDamageChaos","","[816,817,11761]",[1068],[25],0,0.055,0,[],""
798,"MeleeHeistTemplarArrow","","[816,4414,6697]",[4640],[28],0,0.055,0,[],""
799,"MeleeHeistTemplarCaptain","","[816,817]",[],[],0,0.055,0,[],""
800,"MeleeHeistThugMelee1","","[816,817]",[1193],[-9],0,0.055,0,[],""
801,"MeleeHeistThugMelee2","","[816,817]",[],[],0,0.055,0,[],""
802,"MeleeHeistThugMelee2_2","","[816,817,1078]",[],[],0,0.055,0,[],""
803,"HeistTullinaMelee","","[816,817]",[3246],[100],0,0.055,0,[],""
804,"Melee2HeistTullina","","[816,817]",[3246],[100],0,0.055,0,[],""
805,"HeistMilitaryMelee","","[816,817]",[],[],0,0.055,0,[],""
806,"HeistThugMelee","","[816,817]",[],[],0,0.055,0,[],""
807,"HeistMannequinMelee2","","[816,817]",[],[],0,0.055,0,[],""
808,"HeistProjectUnarmedMelee1","","[816,817]",[],[],0,0.055,0,[],""
809,"HeistProjectUnarmedMelee2","","[816,817]",[],[],0,0.055,0,[],""
810,"HeistSkeletonMelee","","[816,817]",[],[],0,0.055,0,[],""
811,"HeistCultistSawbladeMelee","","[816,817,11884]","[2526,5155]","[50,-25]",0,0.055,0,[],""
812,"TrialmasterBossMeleeKnockback","","[816,817,11884,104,10078]","[10042,392]","[300,100]",0,0.055,0,[],""
813,"ExpeditionScytheHandDoubleStrike","",[11884],[],[],0,0.055,0,[],""
814,"ExpeditionVoranaMelee","","[816,817,11884,104,10078]","[10042,392]","[300,-50]",0,0.055,0,[],""
815,"ExpeditionMedvedMeleeSingle","","[816,817,11884,104,10078]","[10042,392]","[300,100]",0,0.055,0,[],""
816,"ExpeditionMedvedMeleeDouble","","[816,817,11884,104,10078]","[10042,392]","[300,100]",0,0.055,0,[],""
817,"MeleeMudBurrowerBite","",[11884],[2615],[80],0,0.055,0,[],""
818,"MeleeMudBurrowerLeftCleave","",[11884],[2615],[40],0,0.055,0,[],""
819,"MeleeMudBurrowerRightCleave","",[11884],[2615],[40],0,0.055,0,[],""
820,"MeleeAtAnimationSpeedViperLegionnaireCombo","","[816,817,11884,4414,6697]",[],[],0,0.055,0,[],""
821,"MeleeAtAnimationSpeedLandSharkTailSwipe","","[816,817,11884,4414,6697,104,10078]","[1193,392,10042]","[14,400,500]",1,0.055,0,[],""
822,"MeleeAtAnimationSpeedStonebackRhoaFeet","","[816,817,11884,4414,6697]",[],[],0,0.055,0,[],""
823,"MeleeGiantStarfishTentacle1","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
824,"MeleeGiantStarfishTentacle2","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
825,"MeleeGiantStarfishTentacle3","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
826,"MeleeGiantStarfishTentacle4","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
827,"MeleeGiantStarfishTentacle5","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
828,"MeleeGiantStarfishTentacleSlam1","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
829,"MeleeGiantStarfishTentacleSlam2","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
830,"MeleeGiantStarfishTentacleSlam3","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
831,"MeleeGiantStarfishTentacleSlam4","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
832,"MeleeGiantStarfishTentacleSlam5","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
833,"MeleeGiantStarfishTentacleMortar1","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
834,"MeleeGiantStarfishTentacleMortar2","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
835,"MeleeGiantStarfishTentacleMortar3","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
836,"MeleeGiantStarfishTentacleMortar4","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
837,"MeleeGiantStarfishTentacleMortar5","","[816,817,11884,4414,6697]",[],[],1,0.055,0,[],""
838,"MudBurrowerTailSlamGA","",[603],[],[],0,0.055,0,[],""
839,"MudBurrowerTailSlamAcidGA","","[603,2231]",[1068],[50],0,0.055,0,[],""
840,"MudBurrowerTailSweepGA","","[603,104]",[392],[200],0,0.055,0,[],""
841,"MudBurrowerTailSweepAcidGA","","[603,104,2231]","[392,1068]","[200,50]",0,0.055,0,[],""
842,"MudBurrowerTailSlamFarGA","",[603],[17546],[50],0,0.055,0,[],""
843,"MudBurrowerTailSlamAcidFarGA","","[603,2231]","[316,1068]","[39,50]",0,0.055,0,[],""
844,"MeleeBeetleFast","",[],[],[],0,0.055,0,[],""
845,"MinionMelee","","[816,817,4414,6697]",[],[],1,0.055,0,[],""
846,"MinionMeleeStep","","[816,817,4414,6697]",[16269],[10],1,0.055,0,[],""
847,"MinionMeleeStepCooldown","","[816,817,4414,6697,19086]",[16269],[10],1,0.055,0,[],""
848,"MinionMeleeBow","","[816,817,4414,6697,5626,10056]",[4640],[1002],1,0.055,0,[],""
849,"UltimatumMeleeApplyRuin","","[816,817,13175]",[],[],1,0.055,0,[],""
850,"TalismanDaemonRaiseZombie","",[],[],[],0,0.055,0,[],""
851,"HeistSkeletonCausticArrow","","[5450,10131,816]","[349,438,4423,7666,5552]","[4000,25,9,12,-30]",1.0667,0.1,0.0175,[],""
852,"InvisibleFireHeistDroneBreath","",[],[],[],6,0.1,0.0175,[],""
853,"InvisibleFireOlrothRelicDaemon","",[],[5552],[-25],3,0.1,0.0175,[],""
854,"InvisibleFireSanctumHolyCannon","",[],[5552],[50],1,0.1,0,[],""
855,"ScavengerThrow","","[488,4414,6697]","[645,169]","[-30,50]",0,0.055,0,[],""
856,"SlaveCatcherShoot","","[488,6697]","[645,762,169]","[-30,16,100]",0,0.055,0,[],""
857,"ExecutionerMinionLeapSlam","","[11884,2876]",[11003],[30],1,0.055,0,[],""
858,"MonsterLeapSlamFoothills","","[603,1078]",[6007],[10],0,0.055,0,[],""
859,"GoatmanLeapSlam","","[682,6894]",[6150],[-1],0,0.055,0,[],""
860,"BetrayalLeapSlamChampion","",[603],[1878],[-50],1,0.055,0,[],""
861,"DelveLeapSlamCaveDweller","","[603,1078]",[1067],[50],1,0.055,0,[],""
862,"HarvestHulkLeapSlam","",[603],[],[],1,0.055,0,[],""
863,"HarvestHulkLeapSlamEnraged","",[603],[],[],1,0.055,0,[],""
864,"HarvestTacoLeapSlam","","[603,1078]",[],[],0,0.055,0,[],""
865,"HarvestRhexLeapSlam","","[603,1078]",[1067],[50],1,0.055,0,[],""
866,"HarvestGoatmanLeapSlam","","[603,1078]",[1067],[50],1,0.055,0,[],""
867,"DeliriumPhysLeapSlam","","[603,9796,1078,2876]","[11003,6150]","[20,-10]",1,0.1,0.0175,[],""
868,"DeliriumBossPhysLeapSlam","","[603,9796,11884]",[6150],[-25],1,0.1,0.0175,[],""
869,"HeistPolearmDashStab","","[603,9796,1078]",[6150],[-20],1,0.055,0,[],""
870,"TombStalkerLeapSlam","","[603,9796]",[5552],[30],1,0.055,0,[],""
871,"DTTCragLeaperLeap","",[603],"[6150,5552]","[-14,-25]",1,0.055,0,[],""
872,"GACragLeaperLeap","","[603,18658,18671]",[],[],1,0.055,0,[],""
873,"BloodChieftainSummonMonkeys","",[],[],[],0,0.055,0,[],""
874,"SkeletonProjectileFire","","[488,4414,6697]","[645,18257]","[-40,50]",2.65,0.1,0.0175,[],""
875,"SkeletonProjectileCold","",[488],"[645,444]","[-60,15]",2.35,0.1,0.0175,[],""
876,"SkeletonProjectileLightning","",[488],"[645,18693]","[-60,33]",2.85,0.1,0.0175,[],""
877,"VaalIncursionCausticSpark","","[4701,4384]","[349,3377,4423,4721,169]","[2000,4000,6,5,25]",2.6667,0.1,0.0175,[],""
878,"HarvestHellionDeathSpark","","[488,1738,4384,3373]","[169,3377,3451,5833,349]","[-20,2500,11,3,1500]",3,0.1,0.0175,[],""
879,"ArchnemesisFrostWall","",[],"[349,498,499,645]","[2500,150,48,40]",0.3636,0.055,0.016,[],""
880,"ArchnemesisFrostWallMagic","",[],"[349,498,499,645]","[2500,150,36,40]",0.3636,0.055,0.016,[],""
881,"MonsterFreezingPulseWhirlwindExpedition","","[488,4384]",[],[],1.5,0.1,0.0175,[],""
882,"BanditExplosiveArrow","","[816,488]","[349,533]","[1000,2]",1.8667,0.1,0.0175,[],""
883,"HeistThugRangedExplosiveArrow","","[488,6697,4414,5626]","[533,9913,9920,10009,10930,5552,349]","[2,-5000,12,3,20,-40,2000]",1.5,0.1,0.0175,[],""
884,"ArchnemesisTemporalChains","",[],"[349,3117,521]","[5000,-20,-25]",0,0.055,0,[],""
885,"ArchnemesisElementalWeakness","",[],"[349,21107]","[5000,-30]",0,0.055,0,[],""
886,"ArchnemesisWarlordsMark","",[],"[349,11718,531,5552]","[4000,40,100,24]",0,0.055,0,[],""
887,"ArchnemesisPunishment","",[],"[349,11728,11729]","[5000,70,2000]",0,0.055,0,[],""
888,"ArchnemesisEnfeeble","",[],"[349,84,633,8647]","[5000,-40,-40,-15]",0,0.055,0,[],""
889,"ArchnemesisAssassinsMark","",[],"[349,11725,8566,2362,2363,526,5552]","[8800,44,15000,22,22,100,24]",0,0.055,0,[],""
890,"ArchnemesisVulnerability","",[],"[349,532,5037]","[5000,25,25]",0,0.055,0,[],""
891,"IncursionIncaMinionProjectile","",[488],[645],[-15],1.56,0.1,0.0175,[],""
892,"LWAncestralThunderbird","",[603],"[209,210]","[-75,100]",2,0.1,0.0175,[],""
893,"NemesisDaemonSummonSkeleton","",[],"[535,534,349,622,850]","[2,8,30000,-50,1]",0,0.055,0,[],""
894,"LegionKaruiHeavyStrike","",[],"[102,619]","[30,50]",0,0.055,0,[],""
895,"LegionKaruiHeavyStrike2H","",[],"[102,619]","[30,50]",0,0.055,0,[],""
896,"RisenArbalestRainOfArrows","","[603,488]",[],[],0,0.055,0,[],""
