"rownum","i32","[rid]","[rid]","i32","i32","i32","i32","i32","bool","i32","i32","i32","bool","bool","[rid]","i32","i32","i32","i32","i32","i32","bool","bool","i32","i32","bool","i32","bool","rid","[i32]","i32","bool","bool","rid","bool","[i32]","bool","bool","rid","bool","bool","[rid]","bool","bool","bool","bool","i32","bool","bool"
147,147,[2579],[],0,1,3,29,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
148,148,[2580],[],0,4,3,40,29,1,13,13,100,1,1,[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
149,149,[2581],[],170,3,2,64,20,1,3,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
150,150,[2706],[],0,1,4,9,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
151,151,[2707],[],0,1,4,7,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
152,152,[2640],[],1500,2,2,50,0,1,6,2,50,1,"",[],3,0,4,0,1,0,1,"",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
153,153,[2616],[],0,3,4,15,23,1,6,2,100,1,"",[],1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
154,154,[2623],[2628],0,2,2,20,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",160,4,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
155,155,[2624],[2629],0,2,2,20,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",160,4,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
156,156,[2625],[2630],0,2,2,20,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",160,4,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
157,157,[2626],[2631],0,2,2,20,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",160,4,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
158,158,[2627],[2632],0,2,2,20,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",160,4,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
159,159,[2658],[],0,2,3,20,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
160,160,[2658],[],0,2,3,20,0,1,3,2,0,1,1,[],1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
161,161,[2638],[],0,1,2,36,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
162,162,[2664],[],0,1,4,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
163,163,[],[],0,1,3,14,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
164,164,[2675],[],0,1,4,9,0,1,13,13,0,1,"",[],4,11,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
165,165,[2671],[],0,1,4,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
166,166,[2670],[],0,1,4,11,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
167,167,[2668],[],600,3,2,110,50,1,4,2,0,"","",[],1,0,4,0,2,0,"","",0,7,1,100,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
168,168,[2672],[],0,1,2,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
169,169,[2711],[],0,1,4,22,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
170,170,[2583],[],250,3,2,90,10,1,4,2,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
171,171,[2819],[],0,1,4,14,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
172,172,[],[],0,4,2,90,8,1,3,2,0,"","",[],1,0,4,0,1,0,"","",9,7,"",0,"",1272,[80],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
173,173,[2772],[],400,3,2,65,10,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
174,174,[2844],[],0,1,3,25,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
175,175,[2843],[],530,3,3,57,8,1,3,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
176,176,[2843],[],530,3,3,57,8,1,3,2,100,1,1,[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
177,177,[2785],[],250,3,3,37,6,1,3,2,0,1,"",[],3,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
178,178,[],[],0,1,4,16,0,1,13,13,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
179,179,[],[],0,3,3,60,6,1,3,6,-3,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
180,180,[2780],[],900,2,3,44,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",80,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
181,181,[2781],[],0,1,3,9,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
182,182,[2782],[],0,1,6,18,0,1,13,13,8,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
183,183,[2798],[],0,3,3,40,15,1,3,2,0,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
184,184,[2638],[],0,1,3,36,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
185,185,[],[],0,2,2,25,0,1,3,2,0,1,"",[],1,0,4,-60,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
186,186,[],[],0,2,2,25,0,1,3,2,0,1,"",[],1,0,4,60,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
187,187,[2809],[],200,3,3,111,24,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
188,188,[],[],0,1,2,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
189,189,[2805],[],0,1,4,10,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
190,190,[2802],[],0,1,4,10,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
191,191,[2814],[],0,1,2,15,0,1,13,13,0,1,"",[],4,100,7,0,1,0,"","",0,7,"",0,1,"",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
192,192,[2816],[],0,1,3,30,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
193,193,[2817],[],0,1,2,15,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
194,194,[2904],[],0,1,2,48,0,1,13,13,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
195,195,[2820],[],0,4,3,20,10,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
196,196,[2820],[],0,4,3,20,10,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
197,197,[2820],[],0,4,3,20,10,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
198,198,[2820],[],0,4,3,20,10,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
199,199,[],[],0,3,3,40,10,1,3,2,0,1,"",[],1,0,4,-60,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
200,200,[],[],0,3,3,40,10,1,3,2,0,1,"",[],1,0,4,60,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
201,201,[2827],[],0,3,3,55,15,1,3,2,0,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
202,202,[],[],0,1,4,12,0,1,13,13,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
203,203,[2853],[],0,1,3,28,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
204,204,[2854],[],0,3,3,111,24,1,6,2,100,1,"",[],3,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
205,205,[2859],[],0,1,4,12,0,1,13,13,0,1,"",[],4,11,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
206,206,[],[],0,3,3,34,8,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
207,207,[],[],0,3,3,32,6,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
208,208,[2873],[],0,1,4,15,0,1,13,13,0,1,"",[],3,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
209,209,[],[],0,2,3,44,0,1,3,2,0,"","",[],1,0,4,0,1,0,"","",150,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
210,210,[],[],0,2,3,44,0,1,3,2,0,"","",[],1,0,4,0,1,0,"","",150,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
211,211,[2892],[],0,1,2,18,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
212,212,[],[],0,1,2,20,0,1,13,13,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
213,213,[2911],[],0,1,2,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
214,214,[2912],[],200,3,3,111,24,1,6,2,100,1,"",[],3,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
215,215,[],[],0,1,2,15,0,1,13,13,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
216,216,[2998],[],0,2,2,16,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
217,217,[2999],[],0,2,2,16,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
218,218,[3000],[],0,1,3,18,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
219,219,[3073],[],0,1,4,10,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
220,220,[3009],[],0,1,3,18,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
221,221,[],[],0,3,2,12,8,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
222,222,[3003],[],0,1,4,18,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
223,223,[],[],0,2,2,17,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
224,224,[3013],[],0,3,3,37,18,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
225,225,[3066],[],0,1,4,7,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
226,226,[3133],[],0,2,3,20,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",240,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
227,227,[3132],[],0,2,3,20,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",240,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
228,228,[3134],[],0,3,3,60,15,1,6,2,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
229,229,[3067],[],0,1,4,20,0,1,13,13,0,1,"",[],3,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
230,230,[764],[],0,1,3,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
231,231,[3149],[],0,1,4,20,0,1,13,13,0,1,"",[],4,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
232,232,[3175],[],0,2,2,18,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",150,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
233,233,[3176],[],0,2,2,18,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",150,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
234,234,[3177],[],0,2,3,28,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
235,235,[3119],[],0,1,3,20,0,1,13,13,0,1,"",[],3,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
236,236,[3120],[],600,2,3,74,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",45,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
237,237,[3152],[],0,1,4,10,0,1,13,13,0,1,"",[],3,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
238,238,[3156],[],300,2,2,20,0,1,6,2,100,1,"",[],1,0,2,0,1,0,"","",120,7,"",50,"","",[],3,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
239,239,[],[],230,3,3,60,11,1,3,2,0,"","",[],1,0,4,0,1,0,"","",0,7,"",50,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
240,240,[3182],[],0,1,3,20,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
241,241,[],[],0,1,4,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
242,242,[],[],0,2,2,20,0,1,6,2,30,"","",[],1,0,4,0,1,0,"","",180,7,1,0,"","",[],1,"","","","",[],"","","","","",[],"","","","",0,"",""
243,243,[],[],0,1,2,12,0,1,13,13,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
244,244,[3214],[],750,3,3,70,15,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
245,245,[3215],[],680,3,2,55,15,1,4,2,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
246,246,[3200],[],0,3,2,14,6,1,6,2,10,1,"",[],1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
247,247,[3201],[],0,1,4,15,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
248,248,[],[],0,3,3,25,8,1,4,2,0,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
249,249,[],[],0,3,3,25,8,1,4,2,0,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
250,250,[],[],0,2,2,26,0,1,4,2,0,"","",[],1,0,4,0,1,0,"","",270,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
251,251,[],[],0,2,2,16,0,1,4,2,0,"","",[],1,0,4,0,1,0,"","",280,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
252,252,[],[],0,3,3,0,14,1,4,2,0,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
253,253,[3207],[],0,1,3,19,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
254,254,[],[],0,1,3,15,0,1,13,13,0,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
255,255,[],[],0,3,2,0,10,1,4,2,0,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
256,256,[3209],[],0,1,4,9,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
257,257,[3213],[],0,3,2,14,6,1,6,2,10,1,"",[],1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
258,258,[3215],[],680,3,2,45,15,1,4,2,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
259,259,[3215],[],680,3,2,35,15,1,4,2,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
260,260,[3215],[],680,3,2,25,15,1,4,2,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
261,261,[3251],[],0,2,2,25,0,1,6,2,100,1,"",[],3,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
262,262,[3251],[],0,2,2,25,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",155,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
263,263,[],[],0,3,2,55,15,1,6,2,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
264,264,[3273],[],0,1,4,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
265,265,[3280],[],0,1,4,37,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
266,266,[3281],[],0,1,4,20,0,1,13,13,0,1,"",[],3,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
267,267,[],[],0,1,2,10,0,1,13,13,0,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
268,268,[3283],[],0,1,2,14,0,1,13,13,0,1,"",[],1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
269,269,"[3223,3224,3225,3226,3227,3228,3229,3230]",[],0,1,4,12,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
270,270,[3071],[],0,1,4,8,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
271,271,[],[],0,4,4,39,27,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",360,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
272,272,[3285],[],0,1,4,24,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
273,273,[],[],1000,2,3,110,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",45,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
274,274,[3252],[],0,2,2,65,0,1,3,2,0,1,"",[],3,0,4,0,1,0,"","",45,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
275,275,[3253],[],0,2,2,65,0,1,3,2,0,1,"",[],3,0,4,0,1,0,"","",60,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
276,276,[3300],[],700,2,2,75,0,1,3,2,0,1,"",[],3,0,4,0,1,0,"","",40,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
277,277,[],[],0,3,2,50,40,1,6,2,100,"","",[],3,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
278,278,[],[],0,2,2,15,0,1,6,2,100,1,"",[],3,0,4,0,1,0,"","",120,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
279,279,[3371],[],0,1,4,8,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
280,280,[3073],[],0,1,3,25,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
281,281,[3071],[],0,1,3,5,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
282,282,[3156],[],300,2,3,20,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",160,7,"",50,"","",[],3,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
283,283,[2568],[],600,3,3,64,18,1,4,3,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
284,284,[3450],[],0,1,3,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
285,285,[],[],150,3,3,0,3,1,4,2,0,1,"",[],3,0,4,0,1,0,"","",0,7,"",33,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
286,286,[1366],[],0,1,3,15,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
287,287,[2396],[],0,1,2,18,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
288,288,[1102],[],0,1,2,0,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
289,289,[3472],[],0,1,3,6,0,1,13,13,0,1,"",[],3,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
290,290,[3471],[],0,1,4,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
291,291,[685],[],0,1,3,40,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
292,292,[377],[],200,1,3,25,0,1,13,13,0,1,"",[],3,3,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
293,293,[1797],[],0,1,3,12,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
294,294,[764],[],0,1,3,16,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
