"rownum","Id","bool","i32","Name","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]","string","i32","i32","bool","rid","rid","bool","bool"
305,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerDivination","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,60,"","",100,[25],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[1],"",0,0,1,"","","",""
306,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerSockets","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,175,"","",100,[],"","","[7195,7824,7210]",[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
307,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerSkillGems","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,70,"","",100,"[15,16]","","",[7205],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[55919,19081]","",0,0,"","","","",""
308,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerGeneric","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,200,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
309,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverCurrency","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,200,"","",100,[12],"","",[],[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[258462],"",0,0,1,"","","",""
310,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverCurrencyQuality","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,220,"","",100,[23],"","",[],[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[141538],"",0,0,1,"","","",""
311,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverJewelryUnique","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,160,"","",100,"[7,6,8,24]","","","[7196,7825,7134]",[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[62000,125000,125000,20000]","",0,0,"","","","",""
312,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverJewelryJewels","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,160,"","",100,"[7,6,8,24]","","","[7196,7825]",[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[62000,125000,125000,20000]","",0,0,"","","","",""
313,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverUnique1","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,200,"","",100,[],"","","[7825,7124]",[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
314,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverUnique2","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,200,"","",100,[],"","","[7825,7126]",[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
315,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverUnique3","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,200,"","",100,[],"","","[7825,7125]",[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
316,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverCorruptedVaal","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,200,"","",100,[],"","","[12010,8767]",[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
317,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverDivination","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,80,"","",100,[25],"","",[],[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[1],"",0,0,1,"","","",""
318,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverSockets","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,250,"","",100,[],"","","[7825,7211]",[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
319,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverSkillGems","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,90,"","",100,"[15,16]","","",[7206],[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[55919,19081]","",0,0,"","","","",""
320,"Metadata/Chests/Labyrinth/LabyrinthReward0CurrencyFortune","",4,"Hidden Coffer","[""Metadata/Chests/Chests/Chest23.ao""]","",1,0,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
321,"Metadata/Chests/Labyrinth/LabyrinthReward0CurrencyQualityFortune","",4,"Hidden Coffer","[""Metadata/Chests/Chests/Chest23.ao""]","",1,0,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
322,"Metadata/Chests/Labyrinth/LabyrinthReward0JewelryFortune","",4,"Hidden Coffer","[""Metadata/Chests/Chests/Chest23.ao""]","",1,150,"","",100,"[7,6,8,24]","","","[7826,12010,7223]",[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[62000,125000,125000,20000]","",0,0,"","","","",""
323,"Metadata/Chests/Labyrinth/LabyrinthReward0ArmourFortune","",4,"Hidden Coffer","[""Metadata/Chests/Chests/Chest23.ao""]","",1,150,"","",100,"[1,2,3,4,5]","","","[7826,7214]",[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","",""
324,"Metadata/Chests/Labyrinth/LabyrinthReward0WeaponsFortune","",4,"Hidden Coffer","[""Metadata/Chests/Chests/Chest23.ao""]","",1,80,"","",100,"[0,9]","","","[7826,7223]",[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[2825364,125000]","",0,0,"","","","",""
325,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerCurrencyFortune","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,0,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
326,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerCurrencyQualityFortune","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,2,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
327,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerJewelryFortune","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,150,"","",100,"[7,6,8,24]","","","[7826,12010,7223]",[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[62000,125000,125000,20000]","",0,0,"","","","",""
328,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerUniqueFortune","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,130,"","",100,[],"","",[7826],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
329,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerCorruptedVaalFortune","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,150,"","",100,[],"","","[7826,12010]",[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
330,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerDivinationFortune","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,60,"","",100,[25],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[1],"",0,0,1,"","","",""
331,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerSocketsFortune","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,200,"","",100,[],"","","[7826,7214]",[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
332,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerSkillGemsFortune","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,70,"","",100,"[15,16]","","","[7167,7204]",[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[55919,19081]","",0,0,"","","","",""
333,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverCurrencyFortune","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,0,"","",100,[],"","",[],[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
334,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverCurrencyQualityFortune","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,0,"","",100,[],"","",[],[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
335,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverJewelryUniqueFortune","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,150,"","",100,"[7,6,8,24]","","",[7826],[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[62000,125000,125000,20000]","",0,0,"","","","",""
336,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverJewelryJewelsFortune","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,160,"","",100,"[7,6,8,24]","","","[7826,7223]",[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[62000,125000,125000,20000]","",0,0,"","","","",""
337,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverUnique1Fortune","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,200,"","",100,[],"","",[7826],[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
338,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverUnique2Fortune","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,200,"","",100,[],"","",[7826],[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
339,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverUnique3Fortune","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,200,"","",100,[],"","",[7826],[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
340,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverCorruptedVaalFortune","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,200,"","",100,[],"","","[7826,12010]",[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[],"",0,0,"","","","",""
341,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverDivinationFortune","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,80,"","",100,[25],"","",[],[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","",[1],"",0,0,1,"","","",""
342,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverSkillGemsFortune","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,90,"","",100,"[15,16]","","","[7167,7204]",[],"",0,"",100,"","",[8438],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","[55919,19081]","",0,0,"","","","",""
343,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",0,"","",100,[],"","",[],[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest",1,"",[],"",0,0,"","","","",""
344,"Metadata/Chests/Labyrinth/Izaro/IzaroChest1","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"[12,23]","","",[],[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","","[2,3]","",0,0,1,"","","",""
345,"Metadata/Chests/Labyrinth/Izaro/IzaroChest2","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",70,"","",100,[12],"","",[],[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","",[258462],"",0,0,1,"","","",""
346,"Metadata/Chests/Labyrinth/Izaro/IzaroChest3","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",110,"","",100,[12],"","",[],[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","",[258462],"",0,0,1,"","","",""
347,"Metadata/Chests/Labyrinth/Izaro/IzaroChest4","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",300,"","",100,[12],"","",[],[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","",[258462],"",0,0,1,"","","",""
348,"Metadata/Chests/Labyrinth/Izaro/IzaroChest5","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",120,"","",100,[23],"","",[],[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","",[141538],"",0,0,1,"","","",""
349,"Metadata/Chests/Labyrinth/Izaro/IzaroChest6","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",160,"","",100,[23],"","",[],[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","",[141538],"",0,0,1,"","","",""
350,"Metadata/Chests/Labyrinth/Izaro/IzaroChest7","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"[7,6,8,24]","","",[7825],[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","","[62000,125000,125000,20000]","",0,0,"","","","",""
351,"Metadata/Chests/Labyrinth/Izaro/IzaroChest8","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,"[7,6,8,24]","","",[7825],[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","","[62000,125000,125000,20000]","",0,0,"","","","",""
352,"Metadata/Chests/Labyrinth/Izaro/IzaroChest9","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"[1,2,3,4,5]","","",[7825],[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","",""
353,"Metadata/Chests/Labyrinth/Izaro/IzaroChest10","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,"[1,2,3,4,5]","","",[7825],[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","",""
354,"Metadata/Chests/Labyrinth/Izaro/IzaroChest11","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"[0,9]","","",[7825],[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","","[2825364,125000]","",0,0,"","","","",""
355,"Metadata/Chests/Labyrinth/Izaro/IzaroChest12","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,"[0,9]","","",[7825],[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","","[2825364,125000]","",0,0,"","","","",""
356,"Metadata/Chests/Labyrinth/Izaro/IzaroChest13","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,[25],"","",[],[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","",[1],"",0,0,1,"","","",""
357,"Metadata/Chests/Labyrinth/Izaro/IzaroChest14","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",160,"","",100,[],"","",[7825],[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","",[],"",0,0,"","","","",""
358,"Metadata/Chests/Labyrinth/Izaro/IzaroChest15","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",220,"","",100,[],"","",[7825],[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","",[],"",0,0,"","","","",""
359,"Metadata/Chests/Labyrinth/Izaro/IzaroChest16","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",300,"","",100,[],"","",[7825],[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","",[],"",0,0,"","","","",""
360,"Metadata/Chests/Labyrinth/Izaro/IzaroChest17","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,[],"","","[7825,7124]",[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","",[],"",0,0,"","","","",""
361,"Metadata/Chests/Labyrinth/Izaro/IzaroChest18","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",80,"","",100,[],"","",[7825],[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","",[],"",0,0,"","","","",""
362,"Metadata/Chests/Labyrinth/Izaro/IzaroChest19","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",0,"","",100,[],"","","[7221,8486]",[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","",[],"",0,0,"","","","",""
363,"Metadata/Chests/Labyrinth/Izaro/IzaroChest20","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,[],"","","[7825,7125]",[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","",[],"",0,0,"","","","",""
364,"Metadata/Chests/Labyrinth/Izaro/IzaroChest21","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"[1,2,3,4,5]","","","[7825,7222,7170,7185]",[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","",""
365,"Metadata/Chests/Labyrinth/Izaro/IzaroChest22","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",0,"","",100,[],"","","[7132,7221,8486]",[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","",[],"",0,0,"","","","",""
366,"Metadata/Chests/Labyrinth/Izaro/IzaroChest23","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,"[1,2,3,4,5]","","","[7825,8765,12010]",[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","",""
367,"Metadata/Chests/Labyrinth/Izaro/IzaroChest24","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",70,"","",100,"[15,16]","","","[7167,7202]",[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","","[55919,19081]","",0,0,"","","","",""
368,"Metadata/Chests/Labyrinth/Izaro/IzaroChest41","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",70,"","",100,"[15,16]","","","[7167,7203]",[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","","[55919,19081]","",0,0,"","","","",""
369,"Metadata/Chests/Labyrinth/Izaro/IzaroChest25","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",300,"","",100,[12],"","",[],[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","",[258462],"",0,0,1,"","","",""
370,"Metadata/Chests/Labyrinth/Izaro/IzaroChest26","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",200,"","",100,[12],"","",[],[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","",[258462],"",0,0,1,"","","",""
371,"Metadata/Chests/Labyrinth/Izaro/IzaroChest27","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",120,"","",100,[12],"","",[],[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","",[258462],"",0,0,1,"","","",""
372,"Metadata/Chests/Labyrinth/Izaro/IzaroChest28","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",250,"","",100,[23],"","",[],[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","",[141538],"",0,0,1,"","","",""
373,"Metadata/Chests/Labyrinth/Izaro/IzaroChest29","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",200,"","",100,"[7,6,8,24]","","",[7825],[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","","[62000,125000,125000,20000]","",0,0,"","","","",""
374,"Metadata/Chests/Labyrinth/Izaro/IzaroChest30","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",120,"","",100,"[7,6,8]","","","[7825,7134]",[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","","[62000,125000,125000]","",0,0,"","","","",""
375,"Metadata/Chests/Labyrinth/Izaro/IzaroChest31","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",300,"","",100,"[1,2,3,4,5]","","",[7825],[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","",""
376,"Metadata/Chests/Labyrinth/Izaro/IzaroChest32","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",200,"","",100,"[1,2,3,4,5]","","","[7825,7209]",[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","",""
377,"Metadata/Chests/Labyrinth/Izaro/IzaroChest33","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",300,"","",100,"[0,9]","","",[7825],[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","","[2825364,125000]","",0,0,"","","","",""
378,"Metadata/Chests/Labyrinth/Izaro/IzaroChest34","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,[],"","","[7825,7124]",[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","",[],"",0,0,"","","","",""
379,"Metadata/Chests/Labyrinth/Izaro/IzaroChest35","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",120,"","",100,[],"","","[7825,7125]",[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","",[],"",0,0,"","","","",""
380,"Metadata/Chests/Labyrinth/Izaro/IzaroChest36","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,[],"","","[7825,7124]",[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","",[],"",0,0,"","","","",""
381,"Metadata/Chests/Labyrinth/Izaro/IzaroChest37","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",300,"","",100,[],"","","[7825,12010]",[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","",[],"",0,0,"","","","",""
382,"Metadata/Chests/Labyrinth/Izaro/IzaroChest38","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",49,"","",100,"[15,16]","","","[7167,7202]",[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","","[55919,19081]","",0,0,"","","","",""
383,"Metadata/Chests/Labyrinth/Izaro/IzaroChest39","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,[],"","",[7825],[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","",[],"",0,0,"","","","",""
384,"Metadata/Chests/Labyrinth/Izaro/IzaroChest40","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"[0,9]","","","[7825,7222,7170,7185]",[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","","[2825364,125000]","",0,0,"","","","",""
385,"Metadata/Chests/Labyrinth/Izaro/IzaroChest42","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,"[1,2,3,4,5]","","","[7826,7223]",[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","",""
386,"Metadata/Chests/Labyrinth/Izaro/IzaroChest43","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",0,"","",100,[],"","","[7132,8486]",[],"",0,"",100,"",5395,[7437],367,"Metadata/Chests/Chest","","",[],"",0,0,"","","","",""
387,"Metadata/Chests/Labyrinth/Izaro/IzaroChest44","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,"[1,2,3,4,5]","","","[7826,12010]",[],"",0,"",100,"",5395,[],367,"Metadata/Chests/Chest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","",""
