"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool","BuffName","MiscAnimated1","MiscAnimated2","BuffDescription","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","BuffVisualOrbs","MiscAnimated3"
497,"grasping_ornaments_slow","Art/2DArt/BuffIcons/GraspingOrnaments.dds","[""Metadata/Effects/Spells/monsters_effects/GraspingOrnaments/speed_debuff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],""
498,"grasping_tentacles_slow","Art/2DArt/BuffIcons/ParasiticSquidDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/GraspingOrnaments/speed_debuff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],""
499,"grant_es_to_nearby_allies","Art/2DArt/BuffIcons/Ascendancy/PrayerOfGlory.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[],1,"","","","","","","",[],[],[],""
500,"grant_strength_bonus_to_nearby_allies","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[],1,"","","","","","","",[],[],[],""
501,"augry_of_penitence","Art/2DArt/SkillIcons/passives/Inquistitor/ElementalDominationSmall.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/elementalist_aura/elementalist_epk.epk"",""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/elementalist_aura/elementalist_epk.epk"",""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/elementalist_aura/elementalist_large.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],""
502,"shield_defence_aura","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],""
503,"ascendancy_melee_physical_damage","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[],1,"","","","","","","",[],[],[],""
504,"avoid_stun_staff_aura","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[],1,"","","","","","","",[],[],[],""
505,"izaro_fire_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/fire.epk""]",[],[3],"","","","","","","","",[],[],[],""
506,"izaro_cold_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/ice.epk""]",[],[3],"","","","","","","","",[],[],[],""
507,"izaro_lightning_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/lightning.epk""]",[],[3],"","","","","","","","",[],[],[],""
508,"izaro_physical_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[],""
509,"talisman_totem_effects","","[""Metadata/Effects/Spells/monsters_effects/talisman/tribal_totem/monster_glow.epk""]",[],[0],"","","","","","","","",[],[],[],""
510,"gladiator_damage_speed_stack","Art/2DArt/SkillIcons/passives/Gladiator/GLADViolentRetaliationSmall.dds",[],[],[],"","","","","","","","",[],[],[],""
511,"maim","Art/2DArt/BuffIcons/MaimBuff.dds","[""Metadata/Effects/StatusAilments/maimed/maimed_epk.epk"",""Metadata/Effects/StatusAilments/maimed/maimed_epk.epk"",""Metadata/Effects/StatusAilments/maimed/large_maimed.epk""]",[],[],1,"","","","","","","",[],[],[],""
512,"lightning_eyes_effects","","[""Metadata/Effects/Spells/monsters_effects/act4/EyeSpawner/minion/lightning_eye_minion/lightning.epk""]",[],[],"","","","","","","","",[],[],[],""
513,"talisman_degen","Art/2DArt/BuffIcons/Bonespire.dds",[],[],[],"","","","","","","","",[],[],[72],""
514,"blade_vortex_counter","Art/2DArt/SkillIcons/SpinningEtherealBlades.dds",[],[],[],"","","","","","","","",[],[],[],""
515,"locust_swarm_fire","Art/2DArt/BuffIcons/LocustFire.dds",[],"[""Metadata/Effects/Spells/monsters_effects/talisman/locustswarm_aoe/fire/fire_aoe.epk""]",[0],"","","","","","","","",[],[],[],""
516,"locust_swarm_cold","Art/2DArt/BuffIcons/LocustIce.dds",[],"[""Metadata/Effects/Spells/monsters_effects/talisman/locustswarm_aoe/ice/ice_aoe.epk""]",[0],"","","","","","","","",[],[],[],""
517,"locust_swarm_lightning","Art/2DArt/BuffIcons/LocustLightning.dds",[],"[""Metadata/Effects/Spells/monsters_effects/talisman/locustswarm_aoe/lightning/lightning_aoe.epk""]",[0],"","","","","","","","",[],[],[],""
518,"petrified","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/act9/StoneEpk/StonePetrify.epk""]",[],[],1,"","","","","","","",[],[],[],""
519,"lieutenant_bull_thorns","Art/2DArt/BuffIcons/thorns.dds","[""Metadata/Effects/Spells/monsters_effects/act4/Bull_Boss/ice_damage_reflect/ice_buff.epk""]",[],[],"","","","","","","","",[],[],[],""
520,"izaro_elemental_fire_buff","Art/2DArt/SkillIcons/aurafire.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/fire.epk""]",[],[3],"","","","","","","","",[],[],[],""
521,"izaro_elemental_cold_buff","Art/2DArt/SkillIcons/auracold.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/ice.epk""]",[],[3],"","","","","","","","",[],[],[],""
522,"izaro_elemental_lightning_buff","Art/2DArt/SkillIcons/auralightning.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/lightning.epk""]",[],[3],"","","","","","","","",[],[],[],""
523,"pendulum_of_destruction","","[""Metadata/Effects/Spells/ascendancy_classes/elementalist/pendulum_of_destruction/pendulum_of_destruction.epk""]",[],[],1,"","","","","","","",[],[],[],""
524,"occultist_nearby_enemies_chaos_resist_life_regen","Art/2DArt/BuffIcons/Ascendancy/VoidBeacon.dds","[""Metadata/Effects/Spells/monsters_effects/aura/ascendancy/chaos_vulnerability/chaos_vulnerability.epk"",""Metadata/Effects/Spells/monsters_effects/aura/ascendancy/chaos_vulnerability/chaos_vulnerability.epk"",""Metadata/Effects/Spells/monsters_effects/aura/ascendancy/chaos_vulnerability/chaos_vulnerability_large.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],""
525,"blight","Art/2DArt/SkillIcons/Blight.dds","[""Metadata/Effects/Spells/blight/debuff/blight_debuff.epk"",""Metadata/Effects/Spells/blight/debuff/blight_debuff.epk"",""Metadata/Effects/Spells/blight/debuff/blight_debuff_large.epk""]",[],[],1,"","","","","","","",[],[],[],""
526,"izaro_chronos_statue_damage_buff","Art/2DArt/BuffIcons/thorns.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[],""
527,"izaro_chronos_statue_speed_buff","Art/2DArt/BuffIcons/thorns.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[],""
528,"izaro_chronos_statue_damage_taken_buff","Art/2DArt/BuffIcons/thorns.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[],""
529,"izaro_gargoyles_damage_buff","Art/2DArt/SkillIcons/auraenergy.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[],""
530,"izaro_gargoyles_damage_visual","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/gargoyle/damage.epk""]",[],[3],"","","","","","","","",[],[],[],""
531,"izaro_gargoyles_speed_buff","Art/2DArt/SkillIcons/auraevasion.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[],""
532,"izaro_gargoyles_speed_visual","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/gargoyle/speed.epk""]",[],[3],"","","","","","","","",[],[],[],""
533,"izaro_gargoyles_damage_taken_buff","Art/2DArt/SkillIcons/auraregen.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[],""
534,"izaro_gargoyles_damage_taken_visual","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/gargoyle/defence.epk""]",[],[3],"","","","","","","","",[],[],[],""
535,"izaro_pedestals_physical_damage_reduction_buff","Art/2DArt/BuffIcons/flaskcharge.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[],""
536,"izaro_pedestals_physical_damage_buff","Art/2DArt/SkillIcons/passives/Gladiator/GLADViolentRetaliationSmall.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[],""
537,"izaro_pedestals_additional_energy_shield","Art/2DArt/SkillIcons/auraenergy.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[],""
538,"super_frenzy_charge","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","",[],[],[5],""
539,"izaro_curse_temporal_chains","Art/2DArt/SkillIcons/temporalchains.dds",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[20],""
540,"izaro_curse_elemental_weakness","Art/2DArt/SkillIcons/elementalweakness.dds",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[27],""
541,"izaro_curse_vulnerability","Art/2DArt/SkillIcons/vulnerability.dds",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[24],""
542,"stone_golem_regeneration","Art/2DArt/SkillIcons/RockGolemSummon.dds",[],[],[],"","","","","","","","",[],[],[],""
543,"chieftain_totem_aura","Art/2DArt/SkillIcons/passives/Chieftain/ArohunguiMoonsPresenceSmallIcon.dds","[""Metadata/Effects/Spells/ascendancy_classes/chieftain/karui_vulnerability_aura/totem_affected_aura.epk"",""Metadata/Effects/Spells/ascendancy_classes/chieftain/karui_vulnerability_aura/totem_affected_aura.epk"",""Metadata/Effects/Spells/ascendancy_classes/chieftain/karui_vulnerability_aura/totem_affected_aura_large.epk""]","[""Metadata/Effects/Spells/ascendancy_classes/chieftain/karui_vulnerability_aura/totem_aura.epk""]",[],1,"","","","","","","",[],[],[],""
544,"shrink","Art/2DArt/BuffIcons/ShrinkDebuff.dds",[],[],[],"","","","","","","","",[],[],[],""
545,"guardian_stun_aura","Art/2DArt/BuffIcons/Ascendancy/ShieldMastery.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],1,"","","","","","","",[],[],[],""
546,"arrow_trap_slow","","[""Metadata/Effects/StatusAilments/poisoned_dart_slow.epk""]",[],[3],"","","","","","","","",[],[],[],""
547,"rageslaver_summoned","Art/2DArt/BuffIcons/RhysSword.dds",[],[],[],"","","","","","","","",[],[],[],""
548,"izaro_pylon_death_temporal_chains","Art/2DArt/SkillIcons/temporalchains.dds",[],[],[],"","","","","","","","",[],[],[21],""
549,"izaro_pylon_death_elemental_weakness","Art/2DArt/SkillIcons/elementalweakness.dds",[],[],[],"","","","","","","","",[],[],[28],""
550,"izaro_pylon_death_vulnerability","Art/2DArt/SkillIcons/vulnerability.dds",[],[],[],"","","","","","","","",[],[],[25],""
551,"enrage_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/minotaur/enrage.epk""]",[],[],"","","","","","","","",[],[],[],""
552,"enrage_buff_hellion","","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Chimera/MiniBosses/enraged.epk""]",[],[],"","","","","","","","",[],[],[],""
553,"unique_flask_zealots_oath","Art/2DArt/BuffIcons/SorrowOfTheDivineFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
554,"awaken_gargoyle","Art/2DArt/BuffIcons/liferegentoenergyshield.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/gargoyle/beamhit.epk""]",[],[3],"","","","","","","","",[],[],[],""
555,"elemental_overload","Art/2DArt/BuffIcons/BuffElementalOverload.dds",[],[],[],"","","","","","",1,"",[],[],[],""
556,"harmony_of_purpose","Art/2DArt/BuffIcons/Ascendancy/HarmonyOfPurpose.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[3],"","","","","","","","",[],[],[],""
557,"harmony_of_purpose_enemies","Art/2DArt/BuffIcons/Ascendancy/HarmonyOfPurpose.dds",[],[],[],"","","","","","","","",[],[],[],""
558,"scion_inspirational","Art/2DArt/BuffIcons/Inspirational.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],""
559,"vile_bastion","Art/2DArt/BuffIcons/Ascendancy/SoulCatalyst.dds",[],[],[],"","","","","","","","",[],[],[],""
560,"pursuit_of_faith","Art/2DArt/BuffIcons/Ascendancy/SpiritualEmpowerment.dds",[],[],[],"","","","","","","","",[],[],[],""
561,"prayer_of_glory","Art/2DArt/BuffIcons/Ascendancy/PrayerOfGlory.dds",[],[],[],"","","","","","","","",[],[],[],""
562,"elemental_conflux","Art/2DArt/BuffIcons/ElementalConflux.dds",[],[],[],"","","","","","","","",[],[],[],""
563,"chilling_conflux","Art/2DArt/BuffIcons/ColdConflux.dds",[],[],[],"","","","","","","","",[],[],[],""
564,"shocking_conflux","Art/2DArt/BuffIcons/LightningConflux.dds",[],[],[],"","","","","","","","",[],[],[],""
565,"igniting_conflux","Art/2DArt/BuffIcons/FireConflux.dds",[],[],[],"","","","","","","","",[],[],[],""
566,"gold_spectre_buff","","[""Metadata/Effects/StatusAilments/monsters/GoldenSpectres.epk""]",[],[4],"","","","","","","","",[],[],[],""
567,"lightning_golem_wrath","Art/2DArt/SkillIcons/LightningGolemAura.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/lightning_elemental/aura/aura.epk""]",[],1,"","","","","","","",[],[],[],""
568,"time_of_need","","[""Metadata/Effects/Spells/ascendancy_classes/guardian/TimeofNeed.epk""]",[],[3],"","","","","","","","",[],[],[],""
569,"time_of_need_expedition_relic","","[""Metadata/Effects/Spells/ascendancy_classes/guardian/TimeofNeed_relic.epk""]",[],[58],"","","","","","","","",[],[],[],""
570,"bane_of_the_loyal","Art/2DArt/BuffIcons/BaneOfTheLoyalBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
571,"heart_of_the_gargoyle","Art/2DArt/BuffIcons/HeartOfTheGargoyleBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
572,"cube_of_absorption","Art/2DArt/BuffIcons/PowerDampenerBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
573,"orb_of_elemental_essence","Art/2DArt/BuffIcons/OrbOfElementalEssenceBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
574,"rod_of_detonation","Art/2DArt/BuffIcons/RodOfDestructionBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
575,"sand_of_eternity","Art/2DArt/BuffIcons/SandsOfEternityBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
576,"cogs_of_disruption","Art/2DArt/BuffIcons/CogsOfDisruption.dds",[],[],[],"","","","","","","","",[],[],[],""
577,"portal_shredder","Art/2DArt/BuffIcons/PortalShredderBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
578,"perandus_chest_protection","","[""Metadata/Effects/Microtransactions/Aura/maligaro_restraint/gold/maligaro_restraint_gold.epk""]",[],[4],"","","","","","","","",[],[],[],""
579,"perandus_chest_fire_empowered","",[],[],[],"","","","","","","","",[],[],[],""
580,"perandus_chest_cold_empowered","",[],[],[],"","","","","","","","",[],[],[],""
581,"perandus_chest_lightning_empowered","",[],[],[],"","","","","","","","",[],[],[],""
582,"perandus_chest_physical_empowered","",[],[],[],"","","","","","","","",[],[],[],""
583,"unique_fish_glow","","[""Metadata/Effects/Microtransactions/Aura/Uniques/BlindingAura/BlindingAura.epk""]",[],[],"","","","","","","","",[],[],[],""
584,"charged_attack","Art/2DArt/SkillIcons/ChargedAttack.dds",[],[],[],"","","","","","","","",[],[],[],""
585,"slash_totem","Art/2DArt/BuffIcons/PortalShredderBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
586,"slam_totem","Art/2DArt/BuffIcons/PortalShredderBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
587,"monster_aura_increased_damage_taken","Art/2DArt/BuffIcons/IncreasedDamageTaken.dds","[""Metadata/Particles/totems/increaseddamage/increaseddamage_status.epk""]","[""Metadata/Particles/totems/increaseddamage/increaseddamage.epk""]",[],"","","","","","","","",[],[],[],""
588,"monster_aura_damage_on_movement_skill_use","Art/2DArt/BuffIcons/DamageTakenOnMovementSkullUse.dds","[""Metadata/Particles/totems/damagetakenonmovement/damagetakenonmovement_status.epk""]","[""Metadata/Particles/totems/damagetakenonmovement/damagetakenonmovement.epk""]",[],"","","","","","","","",[],[],[],""
589,"taunted","Art/2DArt/BuffIcons/Taunt.dds",[],[],[],"","","","","","","","",[],[],[],""
590,"taunted_large","","[""Metadata/Effects/Spells/warcries/taunt/Taunted_Large.epk""]",[],[],1,"","","","","","","",[],[],[],""
591,"monster_taunted","Art/2DArt/BuffIcons/Taunt.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Viking/taunted_buff.epk""]",[],[],"","","","","","","","",[],[],[],""
592,"goddess_slow","Art/2DArt/BuffIcons/TotemSlow.dds","[""Metadata/Effects/Spells/monsters_effects/Goddess_of_Justice/teleport/affected_buff/affected_buff.epk""]",[],[],"","","","","","","","",[],[],[],""
593,"gloom_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/gloom/gloomice.epk""]",[],[],"","","","","","","","",[],[],[],""
594,"gloom_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/gloom/gloomlightning.epk""]",[],[],"","","","","","","","",[],[],[],""
595,"goddess_beam","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/GhostFire.epk""]","[""Metadata/Effects/StatusAilments/GhostFire.epk""]",[],"","","","","","","","",[],[],[],""
596,"temporal_chains_slow_bubble","Art/2DArt/SkillIcons/temporalchains.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/slow/slowbubble.epk""]",[],"","","","","","","","",[],[],[19],""
597,"prophecy_raise_zombie","","[""Metadata/Effects/StatusAilments/monsters/prophecy_unique.epk""]",[],[],"","","","","","","","",[],[],[],""
598,"overflowing_chalice","Art/2DArt/BuffIcons/OverflowingChalice.dds",[],[],[],"","","","","","","","",[],[],[],""
599,"pale_court_invulnerability","","[""Metadata/Effects/Microtransactions/Aura/maligaro_restraint/purple/maligaro_restraint_purple.epk""]",[],[23],"","","","","","","","",[],[],[],""
600,"vortex","Art/2DArt/SkillIcons/FrostVortex.dds",[],[],[],"","","","","","","","",[],[],[],""
601,"kiaras_determination","Art/2DArt/BuffIcons/KiarasDetermination.dds",[],[],[],"","","","","","","","",[],[],[],""
602,"repeated_pulse_cold","Art/2DArt/BuffIcons/ReducedCold.dds",[],[],[],"","","","","","","","",[],[],[],""
603,"repeated_pulse_lightning","Art/2DArt/BuffIcons/ReducedLightning.dds",[],[],[],"","","","","","","","",[],[],[],""
604,"repeated_pulse_fire","Art/2DArt/BuffIcons/ReducedFire.dds",[],[],[],"","","","","","","","",[],[],[],""
605,"repeated_pulse_chaos","Art/2DArt/BuffIcons/ChaosDebuff.dds","[""Metadata/Particles/monster_effects/pulses/chaos_debuff.epk""]",[],[],"","","","","","","","",[],[],[],""
606,"curse_immunity","Art/2DArt/BuffIcons/TotemSlow.dds","[""Metadata/Effects/Spells/monsters_effects/Geofri/GeofriCurseImmune.epk""]",[],[],"","","","","","","","",[],[],[],""
607,"alternating_buffs_reduced_damage","","[""Metadata/Effects/Spells/monsters_effects/essence/reduceddamage.epk""]",[],[],"","","","","","","","",[],[],[],""
608,"alternating_buffs_speed","","[""Metadata/Effects/Spells/monsters_effects/essence/increasedspeed.epk""]",[],[],"","","","","","","","",[],[],[],""
609,"alternating_buffs_dodge","","[""Metadata/Effects/Spells/monsters_effects/essence/increaseddodge.epk""]",[],[],"","","","","","","","",[],[],[],""
610,"alternating_buffs_damage","","[""Metadata/Effects/Spells/monsters_effects/essence/increaseddamage.epk""]",[],[],"","","","","","","","",[],[],[],""
611,"alternating_buffs_crit_immune","","[""Metadata/Effects/Spells/monsters_effects/essence/critimmune.epk""]",[],[],"","","","","","","","",[],[],[],""
612,"alternating_buffs_always_crit","","[""Metadata/Effects/Spells/monsters_effects/essence/alwayscrit.epk""]",[],[],"","","","","","","","",[],[],[],""
613,"alternating_buffs_damage_rarity","","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[],"","","","","","","","",[],[],[],""
614,"gold_pile_aura","Art/2DArt/BuffIcons/GoldFlaskBuff.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[],"","","","","","","","",[],[],[],""
615,"alternating_buffs_damage_taken_quantity","","[""Metadata/Effects/StatusAilments/petrified.epk""]",[],[],"","","","","","","","",[],[],[],""
616,"phoenix_stacking_debuff","Art/2DArt/BuffIcons/PhoenixDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/Phoenix/Guardian_Of_Phoenix/player_debuff/max_fire_res_debuff.epk""]",[],[35],"","","","","","","","",[],[],[],""
617,"shaper_immune","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheShaper/immune_buff/immune_buff2.epk""]",[],[],"","","","","","","","",[],[],[],""
618,"shaper_immune_large","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheShaper/immune_buff/immune_buff.epk""]",[],[],"","","","","","","","",[],[],[],""
619,"phoenix_firebomb","Art/2DArt/BuffIcons/PhoenixDebuff2.dds","[""Metadata/Effects/Spells/monsters_effects/Phoenix/Guardian_Of_Phoenix/player_debuff/fire_res_debuff.epk""]",[],[],"","","","","","","","",[],[],[],""
620,"unique_flask_zerphis_last_breath","Art/2DArt/BuffIcons/ZerphisLastBreathFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
621,"monster_remnant_of_corruption_effect","","[""Metadata/Effects/Spells/monsters_effects/essence/corruptionaura/essence_corruption.epk""]",[],[],"","","","","","","","",[],[],[],""
622,"remnant_of_corruption_aura","Art/2DArt/BuffIcons/CorruptionDegenDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/essence/corruptionaura/player_aura.epk""]","[""Metadata/Effects/Spells/monsters_effects/essence/corruptionaura/essence_corruption.epk""]",[],"","","","","","","","",[],[],[],""
623,"chieftain_enrage_buff","Art/2DArt/BuffIcons/PhoenixDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/essence/corruptionaura/player_aura.epk""]",[],[],"","","","","","","","",[],[],[],""
624,"chieftain_enrage_aura","Art/2DArt/BuffIcons/PhoenixDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/essence/corruptionaura/player_aura.epk""]","[""Metadata/Effects/Spells/monsters_effects/essence/corruptionaura/corruptionaura.epk""]",[],"","","","","","","","",[],[],[],""
625,"monolith_monster_freedom","","[""Metadata/Effects/StatusAilments/monsters/frozen_in_time_stage04.epk""]",[],[25],"","","","","","","","",[],[],[],""
626,"monster_essence_effect_buff","","[""Metadata/Effects/StatusAilments/monsters/champions/light_blue/light_blue.epk""]",[],[],"","","","","","","","",[],[],[],""
627,"shaper_beam","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheShaper/CelestialBeam/beam_buff.epk""]",[],[],"","","","","","","","",[],[],[],""
628,"zana_immune_buff","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/Masters/StrDexInt/ZanaShaperBuff.epk""]",[],[],"","","","","","","","",[],[],[],""
629,"decay","Art/2DArt/BuffIcons/Decay.dds","[""Metadata/Effects/StatusAilments/poisoned_02.epk""]",[],[],"","","","","","","","",[],[],[],""
630,"frozen_in_time_0","","[""Metadata/Effects/StatusAilments/monsters/frozen_in_time.epk""]",[],[25],"","","","","","","","",[],[],[],""
631,"frozen_in_time_1","","[""Metadata/Effects/StatusAilments/monsters/frozen_in_time_stage02.epk""]",[],[25],"","","","","","","","",[],[],[],""
632,"frozen_in_time_2","","[""Metadata/Effects/StatusAilments/monsters/frozen_in_time_stage03.epk""]",[],[25],"","","","","","","","",[],[],[],""
633,"covered_in_spiders","Art/2DArt/BuffIcons/CoveredInSpiders.dds","[""Metadata/Effects/Spells/monsters_effects/essence/spider_debuff/spiderdebuff.epk""]",[],[],"","","","","","","","",[],[],[],""
634,"restore","Art/2DArt/BuffIcons/ReducedManaLifeShield.dds",[],[],[],"","","","","","","","",[],[],[],""
635,"witchfire_brew","Art/2DArt/BuffIcons/WitchfireBrewFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
636,"hallowed_ground_boss_invulnerability","","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/godmode.epk""]",[],[],"","","","","","","","",[],[],[],""
637,"shaper_possessed_boss","","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheShaper/possessed_boss/possessed_boss.epk""]",[],[27],"","","","","","","","",[],[],[],""
638,"atlas_lightning_golem_buff","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/LightningGolem/lightning_buff/lightning_buff.epk""]",[],[],"","","","","","","","",[],[],[],""
639,"dying_sun","Art/2DArt/BuffIcons/DyingSunFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
640,"ground_haste","Art/2DArt/BuffIcons/GroundHaste.dds",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],""
641,"fire_beam_burning","Art/2DArt/SkillIcons/FireBeam.dds","[""Metadata/Effects/Spells/firebeam_02/firebeam_burning.epk"",""Metadata/Effects/Spells/firebeam_02/firebeam_burning.epk"",""Metadata/Effects/Spells/firebeam_02/firebeam_burning_large.epk""]",[],[],"","","","","","","","",[],[],[],""
642,"fire_beam_max_damage_stacks_burning","","[""Metadata/Effects/Spells/firebeam_02/firebeam_burning_extreme.epk"",""Metadata/Effects/Spells/firebeam_02/firebeam_burning_extreme.epk"",""Metadata/Effects/Spells/firebeam_02/firebeam_burning_extreme_large.epk""]",[],[],"","","","","","","","",[],[],[],""
643,"fire_beam_burning_divine","Art/2DArt/SkillIcons/FireBeam.dds","[""Metadata/Effects/Microtransactions/Spells/firebeam_divine/firebeam_burning.epk"",""Metadata/Effects/Microtransactions/Spells/firebeam_divine/firebeam_burning.epk"",""Metadata/Effects/Microtransactions/Spells/firebeam_divine/firebeam_burning_large.epk""]",[],[],"","","","","","","","",[],[],[],""
