"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","bool","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags"
4368,"enduring_cry_cooldown_speed_+%",1,"","",1,"","","","","","","",567186668,"[""enduring_cry""]","","","",1,[]
4369,"frost_bomb_cooldown_speed_+%",1,"","",1,"","","","","","","",297623012,"[""frost_bomb""]","","","",1,[]
4370,"conversion_trap_cooldown_speed_+%",1,"","",1,"","","","","","","",622082745,"[""trap_convert""]","","","",1,[]
4371,"ice_trap_cooldown_speed_+%",1,"","",1,"","","","","","","",-1159018031,"[""trap_ice""]","","","",1,[]
4372,"siege_ballista_attack_speed_+%",1,"","",1,"","","","","","","",1095986688,"[""siege_ballista""]","","","",1,[]
4373,"shockwave_slam_attack_speed_+%",1,"","",1,"","","","","","","",907317935,"[""oak_sunder"",""sunder"",""new_sunder""]","","","",1,[]
4374,"mirror_arrow_and_mirror_arrow_clone_attack_speed_+%",1,"","",1,"","","","","","","",-761038828,"[""mirror_arrow""]","","","",1,[]
4375,"freeze_mine_radius_+%",1,"","",1,"","","","","","","",-579208606,"[""mine_freeze""]","","","",1,[]
4376,"shrapnel_shot_radius_+%",1,"","",1,"","","","","","","",-518394923,"[""shrapnel_shot""]","","","",1,[]
4377,"blast_rain_radius_+%",1,"","",1,"","","","","","","",-1910420404,"[""blast_rain""]","","","",1,[]
4378,"contagion_radius_+%",1,"","",1,"","","","","","","",-618577526,"[""contagion""]","","","",1,[]
4379,"wither_radius_+%",1,"","",1,"","","","","","","",-476216645,"[""wither"",""wither_channel""]","","","",1,[]
4380,"blade_vortex_radius_+%",1,"","",1,"","","","","","","",1773618144,"[""blade_vortex"",""vaal_blade_vortex"",""new_blade_vortex"",""new_new_blade_vortex""]","","","",1,[]
4381,"bladefall_radius_+%",1,"","",1,"","","","","","","",909034553,"[""bladefall""]","","","",1,[]
4382,"ice_trap_radius_+%",1,"","",1,"","","","","","","",-484126106,"[""trap_ice""]","","","",1,[]
4383,"earthquake_radius_+%",1,"","",1,"","","","","","","",-1029212333,"[""earthquake"",""vaal_earthquake"",""vaal_earthquake_footstep"",""earthquake_cascade""]","","","",1,[]
4384,"frost_bomb_radius_+%",1,"","",1,"","","","","","","",498793046,"[""frost_bomb""]","","","",1,[]
4385,"storm_cloud_radius_+%",1,"","",1,"","","","","","","",1674891819,"[""orb_of_storms""]","","","",1,[]
4386,"blight_radius_+%",1,"","",1,"","","","","","","",-806466655,"[""blight_channel"",""vaal_blight""]","","","",1,[]
4387,"shockwave_slam_radius_+%",1,"","",1,"","","","","","","",1247204470,"[""oak_sunder"",""sunder"",""new_sunder""]","","","",1,[]
4388,"display_attack_with_decree_of_ire_when_hit_%",1,1,"",1,"","","","","","","",1493274797,[],"","","",1,[]
4389,"display_attack_with_commandment_of_ire_when_hit_%",1,1,"",1,"","","","","","","",-1658775242,[],"","","",1,[]
4390,"blink_arrow_and_blink_arrow_clone_attack_speed_+%",1,"","",1,"","","","","","","",898745402,"[""blink_arrow""]","","","",1,[]
4391,"whirling_blades_attack_speed_+%",1,"","",1,"","","","","","","",-399716575,"[""blade_flurry"",""maligaro_blade_flurry""]","","","",1,[]
4392,"arctic_armour_buff_effect_+%",1,"","",1,"","","","","","","",362343643,"[""arctic_armour"",""new_arctic_armour""]","","","",1,[]
4393,"immortal_call_%_chance_to_not_consume_endurance_charges",1,"","",1,"","","","","","","",516106347,[],"","","",1,[]
4394,"phase_run_%_chance_to_not_consume_frenzy_charges",1,"","",1,"","","","","","","",1879294862,[],"","","",1,[]
4395,"animate_guardian_elemental_resistances_%",1,"","",1,"","","","","","","",1926535668,[],"","","",1,[]
4396,"shrapnel_shot_physical_damage_%_to_add_as_lightning_damage",1,"","",1,"","","","","","","",-1297768883,"[""shrapnel_shot""]","","","",1,[]
4397,"bladefall_critical_strike_chance_+%",1,"","",1,"","","","","","","",107862561,"[""bladefall""]","","","",1,[]
4398,"storm_cloud_critical_strike_chance_+%",1,"","",1,"","","","","","","",1690668704,"[""orb_of_storms""]","","","",1,[]
4399,"tempest_shield_num_of_additional_projectiles_in_chain",1,"","",3,"","","","","","","",-20336642,"[""tempest_shield""]","","","",1,[]
4400,"map_labyrinth_secret1_override","","","",3,"","","","","","","",400826436,[],"","","","",[]
4401,"map_labyrinth_secret2_override","","","",3,"","","","","","","",-1501693717,[],"","","","",[]
4402,"melee_ancestor_totem_granted_attack_speed_+%_final","","","",1,"","","","","","","",-988788963,[],"","","",1,[]
4403,"cannot_be_stunned_while_at_max_endurance_charges",1,"","",4,"","","","","","","",39888748,[],"","","","",[]
4404,"life_regenerate_rate_per_second_%_while_totem_active","","","",1,"","","","","","","",567795600,[],"","","",1,[]
4405,"gain_attack_and_cast_speed_+%_for_4_seconds_if_taken_savage_hit",1,"","",1,"","","","","","","",-1008053542,[],"","","",1,[]
4406,"berserker_damage_+%_final","","","",1,"","","","","","","",1763464811,[],"","","",1,[]
4407,"elemental_damage_taken_+%_while_on_consecrated_ground",1,"","",1,"","","","","","","",-1341251401,[],"","","",1,[]
4408,"critical_strike_chance_+%_vs_enemies_with_elemental_status_ailments",1,"","",1,"","","","","","","",1322150323,[],"","","",1,[]
4409,"scion_helmet_skill_maximum_totems_+",1,"","",3,"","","","","","","",513845046,[],"","","",1,[]
4410,"%_chance_to_gain_power_charge_on_placing_a_totem",1,"","",1,"","","","","","","",-69776699,[],"","","",1,[]
4411,"attack_and_cast_speed_+%_for_you_and_allies_affected_by_your_auras",1,"","",1,"","","","","","","",-1219246653,[],"","","",1,[]
4412,"gain_elemental_conflux_for_X_ms_when_you_kill_a_rare_or_unique_enemy",1,"","",3,"","","","","","","",930233503,[],"","","",1,[]
4413,"enemies_chaos_resistance_%_while_cursed",1,"","",1,"","","","","","","",-1500502468,[],"","","",1,[]
4414,"damage_+%_for_4_seconds_when_you_kill_a_cursed_enemy",1,"","",1,"","","","","","","",-1974530420,[],1,"","",1,[]
4415,"physical_damage_reduction_and_minion_physical_damage_reduction_%","","","",1,"","","","","","","",1695170650,[],"","","",1,[]
4416,"offering_spells_effect_+%",1,"","",1,"","","","","","","",-2102482442,[],"","","",1,[]
4417,"damage_+%_for_you_and_allies_affected_by_your_auras",1,"","",1,"","","","","","","",-1613721285,[],"","","",1,[]
4418,"you_and_minion_attack_and_cast_speed_+%_for_4_seconds_when_corpse_destroyed",1,"","",1,"","","","","","","",-1079269038,[],"","","",1,[]
4419,"%_chance_to_gain_power_charge_on_hit_against_enemies_on_full_life",1,"","",1,"","","","","","","",1907697360,[],"","","",1,[]
4420,"cause_maim_on_critical_strike_attack",1,"","",4,"","","","","","","",-1364073494,[],"","","","",[]
4421,"%_chance_to_create_smoke_cloud_on_mine_or_trap_creation",1,"","",1,"","","","","","","",-59575973,[],"","","",1,[]
4422,"damage_+%_for_each_trap_and_mine_active","","","",1,"","","","","","","",-1211838786,[],"","","",1,[]
4423,"evasion_rating_while_es_full_+%_final","","","",1,"","","","","","","",-3293028,[],"","","",1,[]
4424,"damage_+%_while_es_not_full","","","",1,"","","","","","","",97319989,[],"","","",1,[]
4425,"mana_regeneration_+%_for_4_seconds_on_movement_skill_use",1,"","",1,"","","","","","","",-1364030451,[],8,"","",1,[]
4426,"gain_onslaught_while_frenzy_charges_full","","","",4,"","","","","","","",-968060061,[],"","","","",[]
4427,"projectile_damage_+%_max_as_distance_travelled_increases",1,"","",1,"","","","","","","",-583632452,[],1,"","",1,[]
4428,"damage_+%_during_flask_effect","","","",1,"","","","","","","",92729933,[],1,"","",1,[]
4429,"avoid_freeze_shock_ignite_bleed_%_during_flask_effect",1,"","",1,"","","","","","","",-358454907,[],"","","",1,[]
4430,"elemental_damage_taken_+%_during_flask_effect","","","",1,"","","","","","","",602888989,[],"","","",1,[]
4431,"damage_+%_for_4_seconds_when_you_kill_a_bleeding_enemy",1,"","",1,"","","","","","","",544660766,[],"","","",1,[]
4432,"damage_+%_to_you_and_nearby_allies_while_you_have_fortify",1,"","",1,"","","","","","","",-895176656,[],"","","",1,[]
4433,"damage_taken_+%_from_taunted_enemies",1,"","",1,"","","","","","","",1396250137,[],"","","",1,[]
4434,"attack_and_cast_speed_+%_while_leeching","","","",1,"","","","","","","",1175850468,[],"","","",1,[]
4435,"base_avoid_bleed_%","","","",1,"","","","","","","",-215269898,[],2,"","",1,[]
4436,"avoid_bleed_%",1,"","",1,"","","",1,"","","",1912337697,[],"","","",1,[0]
4437,"virtual_phase_through_objects",1,"","",4,"","",1,1,"","",1,-1727324018,[],"","","","",[0]
4438,"virtual_has_onslaught",1,"","",4,"","",1,1,"","",1,137951676,[],"","","","",[0]
4439,"shield_charge_damage_per_target_hit_+%",1,"","",1,"","","","","","",1,-1521728631,[],"","","",1,[]
4440,"number_of_mines_to_place","","","",3,"","",1,1,"","",1,-374125703,[],"","","",1,[1]
4441,"local_flask_life_gain_on_skill_use_%_mana_cost",1,1,"",1,"","","","","","","",-1626043082,[],"","","",1,[]
4442,"life_gain_on_skill_use_percent_mana_cost",1,"","",1,"","","","","","","",-815996700,[],"","","",1,[]
4443,"traps_and_mines_%_chance_to_poison",1,"","",1,"","","","","","","",-2085254010,[],"","","",1,[]
4444,"damage_+%_of_each_type_that_you_have_an_active_golem_of","","","",1,"","","","","","","",1731308402,[],1,"","",1,[]
4445,"elemental_golem_immunity_to_elemental_damage",1,"","",4,"","","","","","","",-1510986205,[],"","","","",[]
4446,"elemental_golem_granted_buff_effect_+%",1,"","",1,"","","","","","","",-19376721,[],"","","",1,[]
4447,"current_number_of_fire_golems",1,"","",3,"","","","","","","",-1798368706,[],"","","",1,[]
4448,"current_number_of_ice_golems",1,"","",3,"","","","","","","",1916105722,[],"","","",1,[]
4449,"current_number_of_lightning_golems",1,"","",3,"","","","","","","",-561065012,[],"","","",1,[]
4450,"current_number_of_stone_golems",1,"","",3,"","","","","","","",520643561,[],"","","",1,[]
4451,"current_number_of_chaos_golems",1,"","",3,"","","","","","","",835156463,[],"","","",1,[]
4452,"base_cold_immunity",1,"","",4,"","","","","","","",-223740554,[],"","","","",[]
4453,"base_lightning_immunity",1,"","",4,"","","","","","","",1160584474,[],"","","","",[]
4454,"gain_elemental_penetration_for_4_seconds_on_mine_detonation",1,"","",1,"","","","","","","",-550509240,[],"","","",1,[]
4455,"display_can_take_character_start_point","","","",3,"","","","","","","",726031715,[],"","","",1,[]
4456,"fire_damage_immunity",1,"","",4,"","","",1,"","",1,-252049728,[],"","","","",[0]
4457,"cold_damage_immunity",1,"","",4,"","","",1,"","",1,-1654865747,[],"","","","",[0]
4458,"lightning_damage_immunity",1,"","",4,"","","",1,"","",1,1563065583,[],"","","","",[0]
4459,"chaos_damage_immunity",1,"","",4,"","","",1,"","",1,1198822964,[],"","","","",[0]
4460,"elemental_damage_immunity","","","",4,"","","","","","","",849993701,[],"","","","",[]
4461,"global_total_minimum_added_lightning_damage","","","",3,"","","",1,"","","",-22022249,[],"","","",1,[29]
4462,"global_total_maximum_added_lightning_damage","","","",3,"","","",1,"","","",-1869505691,[],"","","",1,[29]
4463,"have_killed_recently","","","",4,"","","","","","","",1557132459,[],"","","","",[]
4464,"track_have_killed_recently","","","",4,"","","",1,"","","",-1997486029,[],"","","","",[36]
4465,"number_of_times_have_been_hit_recently","","","",3,"","","","","","","",574549640,[],"","","",1,[]
4466,"track_have_been_hit_recently","","","",4,"","","",1,"","","",1431357189,[],"","","","",[36]
4467,"have_crit_recently","","","",4,"","","","","","","",461390919,[],"","","","",[]
4468,"track_have_crit_recently",1,"","",4,"","","",1,"","","",1653324357,[],"","","","",[36]
4469,"base_body_armour_physical_damage_reduction_rating","","","",3,"","","","","","","",122129026,[],"","","",1,[]
4470,"chance_to_grant_power_charge_to_nearby_allies_on_kill_%",1,"","",1,"","","","","","",1,-1154453924,[],"","","",1,[]
4471,"chance_to_grant_frenzy_charge_to_nearby_allies_on_hit_%",1,"","",1,"","","","","","",1,629282236,[],"","","",1,[]
4472,"blood_rage_grants_additional_attack_speed_+%",1,"","",1,"","","","","","","",414907726,"[""blood_rage""]","","","",1,[]
4473,"blood_rage_grants_additional_%_chance_to_gain_frenzy_on_kill",1,"","",1,"","","","","","","",-765790786,"[""blood_rage""]","","","",1,[]
4474,"play_tempestuous_steel_sounds",1,"","",4,"","","","","","",1,-1560525178,[],"","","","",[]
4475,"from_totem_aura_damage_+%_final",1,"","",1,"","","","","","","",294648436,[],"","","",1,[]
4476,"explode_enemies_for_25%_life_as_chaos_on_kill_chance_%","","","",1,"","","","","","","",-2082054223,[],18,"","",1,[]
4477,"explode_cursed_enemies_for_25%_life_as_chaos_on_kill_chance_%",1,"","",1,"","","","","","","",-1840026285,[],"","","",1,[]
4478,"base_minion_duration_+%","","","",1,"","","","","","","",72268054,[],12,"","",1,[]
4479,"skill_specific_minion_duration_+%_final","","","",1,"","","","","","","",359005996,[],"",1,"",1,[]
4480,"base_chaos_golem_granted_buff_effect_+%",1,"","",1,"","","","","","","",-1526292044,[],"","","",1,[]
4481,"base_stone_golem_granted_buff_effect_+%",1,"","",1,"","","","","","","",1447435730,[],"","","",1,[]
4482,"base_fire_golem_granted_buff_effect_+%",1,"","",1,"","","","","","","",667868309,[],"","","",1,[]
4483,"base_ice_golem_granted_buff_effect_+%",1,"","",1,"","","","","","","",-548357589,[],"","","",1,[]
4484,"base_lightning_golem_granted_buff_effect_+%",1,"","",1,"","","","","","","",-898362898,[],"","","",1,[]
4485,"stone_golem_elemental_resistances_%",1,"","",1,"","","","","","","",329894637,[],"","","",1,[]
4486,"dominating_blow_minion_damage_+%",1,"","",1,"","","","","","","",995573707,[],"","","",1,[]
4487,"dominating_blow_skill_attack_damage_+%",1,"","",1,"","","","","","","",411969819,"[""conversion_strike""]","","","",1,[]
4488,"lightning_golem_elemental_resistances_%",1,"","",1,"","","","","","","",-1984652907,[],"","","",1,[]
4489,"lightning_golem_damage_+%",1,"","",1,"","","","","","","",-823675068,[],"","","",1,[]
4490,"is_hindered",1,"","",4,"","","","","","","",-1417561726,[],"","","","",[]
4491,"damage_+%_vs_hindered_enemies",1,"","",1,"","","","","","","",609168858,[],"","","",1,[]
4492,"blast_rain_number_of_blasts",1,"","",3,"","",1,"","","",1,-315094088,"[""blast_rain""]","","","",1,[]
4493,"local_display_socketed_curse_gems_have_mana_reservation_+%","",1,"",1,"","","","","","","",695962681,[],"","","","",[]
4494,"bone_offering_block_chance_+%",1,"","",1,"","","","","","","",1103019433,"[""bone_offering""]","","","",1,[]
4495,"map_number_of_explicit_mods",1,"","",4,"","","","","","","",1034667441,[],"","","","",[]
4496,"curse_orb_additional_height",1,"","",3,"","",1,"","","",1,-1132170535,[],"","","",1,[]
4497,"curse_orb_additional_radius",1,"","",3,"","",1,"","","",1,319359774,[],"","","",1,[]
4498,"phase_run_skill_effect_duration_+%",1,"","",1,"","","","","","","",-2076771524,"[""phase_run"",""new_phase_run""]","","","",1,[]
4499,"lightning_tendrils_critical_strike_chance_+%",1,"","",1,"","","","","","","",-2097620368,"[""lightning_tendrils"",""lightning_tendrils_channelled""]","","","",1,[]
4500,"searing_totem_elemental_resistance_+%",1,"","",1,"","","","","","","",1781234669,"[""searing_bond""]","","","",1,[]
4501,"flesh_offering_attack_speed_+%",1,"","",1,"","","","","","","",99774734,"[""flesh_offering"",""vaal_flesh_offering""]","","","",1,[]
4502,"smoke_mine_base_movement_velocity_+%",1,"","",1,"","","","","","",1,775499033,"[""smoke_mine""]","","","",1,[]
4503,"convocation_buff_effect_+%",1,"","",1,"","","","","","","",-771355935,"[""convocation""]","","","",1,[]
4504,"molten_shell_buff_effect_+%",1,"","",1,"","","","","","","",-149783574,"[""molten_shell"",""molten_shell_barrier"",""vaal_molten_shell"",""monster_vaal_molten_shell""]","","","",1,[]
4505,"enduring_cry_buff_effect_+%",1,"","",1,"","","","","","","",1619742928,"[""enduring_cry""]","","","",1,[]
4506,"righteous_fire_spell_damage_+%",1,"","",1,"","","","","","","",-70895080,"[""righteous_fire"",""vaal_righteous_fire_duration"",""righteous_fire_sacrifice""]","","","",1,[]
4507,"rallying_cry_buff_effect_+%",1,"","",1,"","","","","","","",-1715961139,"[""inspiring_cry"",""rallying_cry""]","","","",1,[]
4508,"attack_trigger_when_critically_hit_%",1,"","",1,"","","","","","",1,2093904954,[],"",1,"",1,[]
4509,"cast_when_hit_%",1,"","",1,"","","","","","",1,940060961,[],"",1,"",1,[]
4510,"attack_trigger_when_hit_%",1,"","",1,"","","","","","",1,270413027,[],"",1,"",1,[]
4511,"attack_trigger_on_kill_%",1,"","",1,"","","","","","",1,1013269191,[],"",1,"",1,[]
4512,"decrement_parent_counter_on_death",1,"","",4,"","","","","","","",-724461345,[],"","","","",[]
4513,"minions_explode_on_death_for_%_max_life_at_end_of_duration",1,"","",1,"","","","","","","",457150294,[],"","","",1,[]
4514,"explode_on_death_for_%_max_life_at_end_of_duration",1,"","",1,"","","","","","","",1827146864,[],"","","",1,[]
4515,"melee_ancestor_totem_damage_+%",1,"","",1,"","","","","","","",-1127754259,"[""totem_melee""]","","","",1,[]
4516,"melee_ancestor_totem_placement_speed_+%",1,"","",1,"","","","","","","",-376520171,"[""totem_melee""]","","","",1,[]
4517,"melee_ancestor_totem_elemental_resistance_%",1,"","",1,"","","","","","","",670986195,"[""totem_melee""]","","","",1,[]
4518,"blast_rain_%_chance_for_additional_blast",1,"","",1,"","",1,"","","",1,1779186660,[],"","","",1,[]
4519,"perandus_chest_revive_targeted_monster",1,"","",4,"","","","","","","",-26038499,[],"","","","",[]
4520,"current_difficulty","","","",3,"","","","","","","",-93364156,[],"","","",1,[]
4521,"base_fire_damage_%_of_maximum_life_plus_maximum_ES_taken_per_minute_in_cruel","","","",1,"","","","","","","",-914839333,[],"","","",1,[]
4522,"base_fire_damage_%_of_maximum_life_plus_maximum_ES_taken_per_minute_in_merciless","","","",1,"","","","","","","",1453071962,[],"","","",1,[]
4523,"kinetic_blast_%_chance_for_additional_blast",1,"","",1,"","",1,"","","",1,-1551724708,[],"","","",1,[]
4524,"share_charges_with_party_members_in_aura",1,"","",4,"","","","","","","",-1636685299,[],"","","","",[]
4525,"guardian_nearby_allies_share_charges",1,"","",4,"","","","","","","",837265575,[],"","","","",[]
4526,"bleed_duration_+%",1,"","",1,"","","",1,"","","",-885045722,[],"","","",1,[2]
4527,"summoned_monsters_are_parented_to_my_parent",1,"","",4,"","","","","","","",40491494,[],"","","","",[]
4528,"monster_grants_no_experience_after_x_revives",1,"","",3,"","","","","","","",1540875197,[],"","","",1,[]
4529,"consecrate_ground_on_shatter_%_chance_for_3_seconds",1,"","",1,"","","","","","","",1310763416,[],"","","",1,[]
4530,"summoned_monsters_decrement_parent_counter",1,"","",4,"","","","","","","",1115320760,[],"","","","",[]
4531,"skill_buff_effect_+%",1,"","",1,"","","","","","",1,2068851980,[],"","","",1,[]
4532,"glows_in_area_with_unique_fish",1,"","",4,"","","","","","","",2007913644,[],"","","","",[]
4533,"local_display_summon_raging_spirit_on_kill_%",1,"","",1,"","","","","","","",1282758997,[],"","","","",[]
4534,"attacks_num_of_additional_chains","","","",3,"","","","","","","",-319555298,[],"","","",1,[]
4535,"monster_do_not_give_soul_to_soul_eater",1,"","",4,"","","","","","","",1110721692,[],"","","","",[]
4536,"monster_grants_no_flask_charges",1,"","",4,"","","","","","",1,-8898688,[],"","","","",[]
4537,"used_teleports",1,"","",3,"","",1,"","","",1,1716358659,[],"","","",1,[]
4538,"explosive_arrow_attack_speed_+%",1,"","",1,"","","","","","",1,-927141161,"[""explosive_arrow"",""explosive_arrow_weapon""]","","","",1,[]
4539,"slam_ancestor_totem_grant_owner_melee_damage_+%_final",1,"","",1,"","","","","","",1,830965819,[],"","","",1,[]
4540,"slash_ancestor_totem_grant_owner_physical_damage_added_as_fire_+%",1,"","",1,"","","","","","",1,-1372507419,[],"","","",1,[]
4541,"slam_ancestor_totem_granted_melee_damage_+%_final",1,"","",1,"","","","","","","",-828414691,[],"","","",1,[]
4542,"perandus_chest_spawned_bosses",1,"","",4,"","","","","","","",-1997261373,[],"","","","",[]
4543,"lightning_damage_+%_per_10_intelligence","",1,"",1,"","","","","","","",1773447722,[],"","","",1,[]
4544,"shield_charge_range_+%",1,"","",1,"","",1,"","","",1,367109810,[],"","","",1,[]
4545,"local_maim_on_hit","",1,1,4,"","","","",4546,4547,"",-355352386,[],"","","","",[]
4546,"main_hand_maim_on_hit","","","",4,"","","","","","","",612025115,[],"","","","",[]
4547,"off_hand_maim_on_hit","","","",4,"","","","","","","",636451294,[],"","","","",[]
4548,"warcries_cost_no_mana","","","",4,"","","","","","",1,1565790676,[],18,"","","",[]
4549,"is_on_ground_maelstrom","","","",4,"","","","","","","",1526866695,[],"","","","",[]
4550,"gain_a_power_charge_when_you_or_your_totems_kill_%_chance",1,"","",1,"","","","","","","",102048069,[],"","","",1,[]
4551,"give_parent_power_charge_on_kill_%_chance",1,"","",1,"","","","","","","",-1181778585,[],"","","",1,[]
4552,"buff_visuals_show_while_hidden_override",1,"","",4,"","",1,"","","",1,5791343,[],"","","","",[]
4553,"always_pierce","","","",4,"","","","","","","",-1518426969,[],"","","","",[]
4554,"always_crit_shocked_enemies",1,"","",4,"","","","","","","",-294285395,[],"","","","",[]
4555,"cannot_crit_non_shocked_enemies",1,"","",4,"","","","","","","",-1480246957,[],"","","","",[]
4556,"map_prophecy",1,"","",4,"","","","","","","",2092203777,[],"","","","",[]
4557,"frost_bolt_damage_+%",1,"","",1,"","","","","","","",-273471861,"[""frost_bolt""]","","","",1,[]
4558,"frost_bolt_nova_damage_+%",1,"","",1,"","","","","","","",-1929586714,"[""frost_bolt_nova""]","","","",1,[]
4559,"double_slash_damage_+%",1,"","",1,"","","","","","","",520162514,"[""double_slash"",""walking_double_slash""]","","","",1,[]
4560,"charged_attack_damage_+%",1,"","",1,"","","","","","","",-766239548,"[""charged_attack"",""charged_attack_channel""]","","","",1,[]
4561,"slam_ancestor_totem_damage_+%",1,"","",1,"","","","","","","",-70809367,"[""ancestor_totem_slam"",""vaal_ancestral_warchief""]","","","",1,[]
4562,"slash_ancestor_totem_damage_+%",1,"","",1,"","","","","","","",-1278453287,"[""ancestor_totem_slash""]","","","",1,[]
4563,"slash_ancestor_totem_radius_+%",1,"","",1,"","","","","","","",-2025445619,"[""ancestor_totem_slash""]","","","",1,[]
4564,"slam_ancestor_totem_radius_+%",1,"","",1,"","","","","","","",1003730844,"[""ancestor_totem_slam"",""vaal_ancestral_warchief""]","","","",1,[]
4565,"frost_bolt_nova_radius_+%",1,"","",1,"","","","","","","",1945071099,"[""frost_bolt_nova""]","","","",1,[]
4566,"double_slash_critical_strike_chance_+%",1,"","",1,"","","","","","","",-1717684588,"[""double_slash"",""walking_double_slash""]","","","",1,[]
4567,"charged_attack_radius_+%",1,"","",1,"","","","","","","",393984120,"[""charged_attack"",""charged_attack_channel""]","","","",1,[]
4568,"double_slash_radius_+%",1,"","",1,"","","","","","","",-432634608,"[""double_slash"",""walking_double_slash""]","","","",1,[]
4569,"charged_attack_damage_per_stack_+%_final",1,"","",1,"","","","","","",1,1682056105,[],"","","",1,[]
4570,"%_of_life_and_energy_shield_to_take_as_damage_on_using_a_movement_skill",1,"","",1,"","","","","","","",-309686206,[],"","","",1,[]
4571,"remove_%_of_targets_current_flask_charges_on_hit",1,"","",1,"","",1,"","","",1,-261345614,[],"","","",1,[]
4572,"virtual_reduce_enemy_cold_resistance_with_weapons_%",1,"","",1,"","","",1,"","","",-751655015,[],"","","",1,[2]
4573,"virtual_reduce_enemy_fire_resistance_with_weapons_%",1,"","",1,"","","",1,"","","",-308801188,[],"","","",1,[2]
4574,"virtual_reduce_enemy_lightning_resistance_with_weapons_%",1,"","",1,"","","",1,"","","",1054983085,[],"","","",1,[2]
4575,"minions_%_chance_to_blind_on_hit",1,"","",1,"","","","","","","",-1867959772,[],"","","",1,[]
4576,"minions_cannot_be_blinded",1,"","",4,"","","","","","","",1844144033,[],"","","","",[]
4577,"display_socketed_minion_gems_supported_by_level_X_life_leech","","","",3,"","","","","","","",1042481062,[],"","","",1,[]
4578,"magic_items_drop_identified","",1,"",4,"","","","","","","",-250993718,[],"","","","",[]
4579,"number_of_stackable_unique_jewels","","","",3,"","","","","","","",-1805061746,[],"","","",1,[]
4580,"X_mana_per_stackable_unique_jewel","","","",3,"","","","","","","",-743797885,[],"","","",1,[]
4581,"X_armour_per_stackable_unique_jewel","","","",3,"","","","","","","",1015267010,[],"","","",1,[]
4582,"elemental_damage_+%_per_stackable_unique_jewel","","","",1,"","","","","","","",-470532317,[],"","","",1,[]
4583,"base_fire_damage_%_of_maximum_life_plus_maximum_ES_taken_per_minute_in_normal","","","",1,"","","","","","","",1828916985,[],"","","",1,[]
4584,"projectile_uses_contact_position",1,"","",4,"","",1,"","","",1,2092954104,[],"","","","",[]
4585,"skeletal_chains_aoe_%_health_dealt_as_chaos_damage",1,"","",1,"","","","","","",1,1665328434,[],"","","",1,[]
4586,"virtual_number_of_inca_minions_allowed",1,"","",3,"","",1,1,"","",1,-1480340512,[],"","","",1,[33]
4587,"virtual_number_of_insects_allowed",1,"","",3,"","",1,1,"","",1,-1026622133,[],"","","",1,[33]
4588,"virtual_number_of_taniwha_tails_allowed",1,"","",3,"","",1,1,"","",1,-1572460670,[],"","","",1,[33]
4589,"virtual_number_of_wolves_allowed",1,"","",3,"","",1,1,"","",1,-10490749,[],"","","",1,[33]
4590,"you_cannot_have_non_golem_minions",1,"","",4,"","","","","","","",1397945178,[],"","","","",[]
4591,"lightning_damage_%_taken_from_mana_before_life",1,"","",1,"","","","","","","",-586245246,[],"","","",1,[]
4592,"recover_%_maximum_mana_when_enemy_shocked",1,"","",1,"","","","","","","",1398246661,[],8,"","",1,[]
4593,"ground_caustic_art_variation",1,"","",3,"","",1,"","","",1,1303648937,[],"","","","",[]
4594,"global_life_leech_from_physical_attack_damage_per_red_socket_on_item_permyriad",1,"","",1,"","","","","","","",-1067627900,[],"","","",1,[]
4595,"quantity_of_items_dropped_by_maimed_enemies_+%",1,"","",1,"","","","","","","",-1550150132,[],"","","",1,[]
4596,"rarity_of_items_dropped_by_maimed_enemies_+%",1,"","",1,"","","","","","","",-319278917,[],"","","",1,[]
4597,"damage_taken_+%_if_you_have_taken_a_savage_hit_recently",1,"","",1,"","","","","","","",-986823835,[],"","","",1,[]
4598,"is_maimed",1,"","",4,"","","","","","","",252907360,[],"","","","",[]
4599,"track_have_been_savage_hit_recently",1,"","",4,"","","",1,"","","",-261185583,[],"","","","",[36]
4600,"have_been_savage_hit_recently","","","",4,"","",1,"","","",1,453513299,[],"","","","",[]
4601,"track_have_taken_attack_damage_recently",1,"","",4,"","","",1,"","","",949025952,[],"","","","",[36]
4602,"have_taken_attack_damage_recently","","","",4,"","","","","","","",-1404501618,[],"","","","",[]
4603,"track_have_taken_spell_damage_recently",1,"","",4,"","","",1,"","","",849706770,[],"","","","",[36]
4604,"have_taken_spell_damage_recently","","","",4,"","","","","","","",-954744357,[],"","","","",[]
4605,"stun_duration_on_self_+%",1,"","",1,"","","","","","","",1152510981,[],11,"","",1,[]
4606,"melee_damage_+%_per_endurance_charge",1,"","",1,"","","","","","",1,1469650466,[],"","","",1,[]
4607,"totems_resist_all_elements_+%_per_active_totem",1,"","",1,"","","","","","","",-882504261,[],"","","",1,[]
4608,"summon_your_maximum_number_of_totems_in_formation",1,"","",4,"","",1,"","","",1,-1292705841,[],"","","","",[]
4609,"gain_life_regeneration_%_per_second_for_1_second_if_taken_savage_hit",1,"","",4,"","","","","","","",-1611146038,[],"","","","",[]
