"rownum","string","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
137,"2_8_9",5,15,20,60,15,30,12,10,12,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12
138,"2_8_10",5,15,20,60,15,30,12,10,12,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12
139,"2_8_11",5,15,20,60,15,30,12,10,12,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12
140,"2_8_12_1",5,15,0,60,15,30,12,10,12,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12
141,"2_8_12_2",5,15,0,60,15,30,12,10,12,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12
142,"2_8_13",5,15,20,60,15,30,12,10,12,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12
143,"2_9_1",5,15,0,45,15,30,12,10,12,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12
144,"2_9_town",0,15,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"2_9_2",5,15,20,60,15,30,12,10,13,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
146,"2_9_3",5,15,20,60,15,30,12,10,13,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
147,"2_9_4",5,15,20,60,15,30,12,10,13,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
148,"2_9_5",5,15,20,60,15,30,12,10,13,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
149,"2_9_6",5,15,20,60,15,30,12,10,13,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
150,"2_9_7",5,15,20,60,15,30,12,10,13,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
151,"2_9_8",5,15,20,60,15,30,12,10,13,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
152,"2_9_9",5,15,20,60,15,30,12,10,13,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
153,"2_9_10_1",5,15,20,60,15,30,12,10,13,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
154,"2_9_10_2",5,15,20,60,15,30,12,10,13,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
155,"2_10_town",0,15,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,"2_10_1",5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
157,"2_10_2",5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
158,"2_10_3",5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
159,"2_10_4",5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
160,"2_10_5",5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
161,"2_10_6",5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,0,0
162,"2_10_7",5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
163,"2_10_8",5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
164,"2_10_9",5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12
165,"2_11_town",0,15,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,"2_11_lab",0,15,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,"2_11_lab_trailer",0,15,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,"2_11_1_courts",0,0,0,0,0,0,0,10,14,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,"3_3_8_4",0,15,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,"3_TalismanBoss",5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
171,"3_ProphecyBoss",5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
172,"3_ClassicTreasury",5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
173,"ClassicTreasury_2",5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
174,"ClassicTreasury_Vaal",5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
175,"Incursion_Temple1",5,13,0,0,0,0,0,0,0,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
176,"Incursion_Temple2",5,13,0,0,0,0,0,0,0,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
177,"Incursion_Temple3",5,13,0,0,0,0,0,0,0,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
178,"Incursion_Temple4",5,13,0,0,0,0,0,10,10,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
179,"Incursion_Temple5",5,13,0,0,0,0,0,16,20,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
180,"Incursion_Temple6",5,13,0,0,0,0,0,16,20,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
181,"Incursion_Temple7_",5,13,0,0,0,0,0,16,20,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
182,"Incursion_Temple8",5,13,0,0,0,0,0,16,20,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
183,"Incursion_Temple9",5,13,0,0,0,0,0,16,20,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
184,"Incursion_Temple10",5,13,0,0,0,0,0,16,20,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
185,"Incursion_Room1",5,13,0,0,0,0,0,0,0,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
186,"Incursion_Room2",5,13,0,0,0,0,0,0,0,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
187,"Incursion_Room3",5,13,0,0,0,0,0,0,0,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
188,"Incursion_Room4",5,13,0,0,0,0,0,10,10,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
189,"Incursion_Room5",5,13,0,0,0,0,0,16,20,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
190,"Incursion_Room6",5,13,0,0,0,0,0,16,20,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
191,"Incursion_Room7",5,13,0,0,0,0,0,16,20,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
192,"Incursion_Room8",5,13,0,0,0,0,0,16,20,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
193,"Incursion_Room9",5,13,0,0,0,0,0,16,20,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
194,"Incursion_Room10",5,13,0,0,0,0,0,16,20,100,30,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
195,"Delve_Hub",5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
196,"Delve_Endless",5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
197,"Delve_Main",0,0,0,0,0,0,0,0,0,100,30,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
198,"Delve_Empty",0,0,0,0,0,0,0,0,0,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,"Delve_Mines",5,13,0,0,0,10,10,0,0,0,0,0,0,"[30,60,10,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
200,"Delve_Mines2",5,13,0,0,0,15,15,10,0,0,0,0,0,"[30,60,10,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
201,"Delve_Mines3",5,13,0,0,0,20,20,11,15,0,0,0,0,"[33,33,33,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
202,"Delve_Mines4",5,13,0,0,0,25,20,12,18,0,0,0,0,"[33,33,33,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
203,"Delve_Mines5",5,13,0,0,0,30,20,13,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
204,"Delve_Mines6",5,13,0,0,0,30,20,14,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
205,"Delve_Mines7",5,13,0,0,0,30,20,15,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
206,"Delve_Mines8",5,13,0,0,0,30,20,16,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
207,"Delve_Caverns",5,13,0,0,0,10,10,0,0,0,0,0,0,"[30,60,10,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
208,"Delve_Caverns2",5,13,0,0,0,15,15,10,12,0,0,0,0,"[30,60,10,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
209,"Delve_Caverns3",5,13,0,0,0,20,20,11,15,0,0,0,0,"[33,33,33,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
210,"Delve_Caverns4",5,13,0,0,0,25,20,12,18,0,0,0,0,"[33,33,33,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
211,"Delve_Caverns5",5,13,0,0,0,30,20,13,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
212,"Delve_Caverns6",5,13,0,0,0,30,20,14,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
213,"Delve_Caverns7",5,13,0,0,0,30,20,15,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
214,"Delve_Caverns8",5,13,0,0,0,30,20,16,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
215,"Delve_PetrifiedForest",5,13,0,0,0,10,10,0,0,0,0,0,0,"[30,60,10,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
216,"Delve_PetrifiedForest2",5,13,0,0,0,15,15,10,12,0,0,0,0,"[30,60,10,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
217,"Delve_PetrifiedForest3",5,13,0,0,0,20,20,11,15,0,0,0,0,"[33,33,33,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
218,"Delve_PetrifiedForest4",5,13,0,0,0,25,20,12,18,0,0,0,0,"[33,33,33,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
219,"Delve_PetrifiedForest5",5,13,0,0,0,30,20,13,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
220,"Delve_PetrifiedForest6",5,13,0,0,0,30,20,14,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
221,"Delve_PetrifiedForest7",5,13,0,0,0,30,20,15,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
222,"Delve_PetrifiedForest8",5,13,0,0,0,30,20,16,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
223,"Delve_AbyssalDepths",5,13,0,0,0,10,10,0,0,0,0,0,0,"[30,60,10,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
224,"Delve_AbyssalDepths2",5,13,0,0,0,15,15,10,12,0,0,0,0,"[30,60,10,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
225,"Delve_AbyssalDepths3",5,13,0,0,0,20,20,11,15,0,0,0,0,"[33,33,33,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
226,"Delve_AbyssalDepths4",5,13,0,0,0,25,20,12,18,0,0,0,0,"[33,33,33,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
227,"Delve_AbyssalDepths5",5,13,0,0,0,30,20,13,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
228,"Delve_AbyssalDepths6",5,13,0,0,0,30,20,14,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
229,"Delve_AbyssalDepths7",5,13,0,0,0,30,20,15,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
230,"Delve_AbyssalDepths8",5,13,0,0,0,30,20,16,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
231,"Delve_IceCaves",5,13,0,0,0,10,10,0,0,0,0,0,0,"[30,60,10,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
232,"Delve_IceCaves2",5,13,0,0,0,15,15,10,12,0,0,0,0,"[30,60,10,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
233,"Delve_IceCaves3",5,13,0,0,0,20,20,11,15,0,0,0,0,"[33,33,33,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
234,"Delve_IceCaves4",5,13,0,0,0,25,20,12,18,0,0,0,0,"[33,33,33,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
235,"Delve_IceCaves5",5,13,0,0,0,30,20,13,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
236,"Delve_IceCaves6",5,13,0,0,0,30,20,14,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
237,"Delve_IceCaves7",5,13,0,0,0,30,20,15,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
238,"Delve_IceCaves8",5,13,0,0,0,30,20,16,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
239,"Delve_Mantle",5,13,0,0,0,10,10,0,0,0,0,0,0,"[30,60,10,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
240,"Delve_Mantle2",5,13,0,0,0,15,15,10,12,0,0,0,0,"[30,60,10,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
241,"Delve_Mantle3",5,13,0,0,0,20,20,11,15,0,0,0,0,"[33,33,33,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
242,"Delve_Mantle4",5,13,0,0,0,25,20,12,18,0,0,0,0,"[33,33,33,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
243,"Delve_Mantle5",5,13,0,0,0,30,20,13,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
244,"Delve_Mantle6",5,13,0,0,0,30,20,14,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
245,"Delve_Mantle7",5,13,0,0,0,30,20,15,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
246,"Delve_Mantle8",5,13,0,0,0,30,20,16,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
247,"Delve_SubmergedPassage",5,13,0,0,0,10,10,0,0,0,0,0,0,"[30,60,10,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
248,"Delve_SubmergedPassage2",5,13,0,0,0,15,15,10,12,0,0,0,0,"[30,60,10,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
249,"Delve_SubmergedPassage3",5,13,0,0,0,20,20,11,15,0,0,0,0,"[33,33,33,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
250,"Delve_SubmergedPassage4",5,13,0,0,0,25,20,12,18,0,0,0,0,"[33,33,33,0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
251,"Delve_SubmergedPassage5",5,13,0,0,0,30,20,13,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
252,"Delve_SubmergedPassage6",5,13,0,0,0,30,20,14,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
253,"Delve_SubmergedPassage7",5,13,0,0,0,30,20,15,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
254,"Delve_SubmergedPassage8",5,13,0,0,0,30,20,16,20,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
255,"Delve_VaalRuins",5,13,0,0,0,10,10,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
256,"Delve_VaalRuins2",5,13,0,0,0,15,15,10,12,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
257,"Delve_VaalRuins3",5,13,0,0,0,20,20,11,15,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
258,"Delve_VaalRuins4",5,13,0,0,0,25,20,12,18,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
259,"Delve_VaalRuins5",5,13,0,0,0,30,20,13,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
260,"Delve_VaalRuins6",5,13,0,0,0,30,20,14,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
261,"Delve_VaalRuins7",5,13,0,0,0,30,20,15,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
262,"Delve_VaalRuins8",5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
263,"Delve_AbyssalCity",5,13,0,0,0,10,10,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
264,"Delve_AbyssalCity2",5,13,0,0,0,15,15,10,12,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
265,"Delve_AbyssalCity3",5,13,0,0,0,20,20,11,15,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
266,"Delve_AbyssalCity4",5,13,0,0,0,25,20,12,18,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
267,"Delve_AbyssalCity5",5,13,0,0,0,30,20,13,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
268,"Delve_AbyssalCity6",5,13,0,0,0,30,20,14,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
269,"Delve_AbyssalCity7",5,13,0,0,0,30,20,15,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
270,"Delve_AbyssalCity8",5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
271,"Delve_ProtoVaalRuins",5,13,0,0,0,10,10,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
272,"Delve_ProtoVaalRuins2",5,13,0,0,0,15,15,10,12,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
273,"Delve_ProtoVaalRuins3",5,13,0,0,0,20,20,11,15,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
