"rownum","Id","DisplayedName","Description","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","[rid]","bool","bool","bool"
240,"dominus_blood_rain","","","DominusBloodRain","",[10],"[1,34]",[],"","",1,"DominusBloodRain","",21,1,[],[],[],1,1,[],8,"","","","[16,10,11,17]","","",1
241,"spectral_throw","Spectral Throw","Throws a spectral copy of your melee weapon. It flies out and then returns to you, in a spinning attack that damages enemies in its path.","ThrownWeaponProjectile","Art/2DArt/SkillIcons/ghostlythrow.dds","[1,2]","[0,40,2,56]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"ThrownWeapon","",21,1,"[3999,4227]","[24,175]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
242,"vaal_spectral_throw","Vaal Spectral Throw","Throws several spectral copies of your melee weapon. They fly out and then return to you, in a spinning attack that damages enemies in their path.","ThrownWeaponProjectile","Art/2DArt/SkillIcons/ghostlythrow.dds","[1,2]","[0,40,2,56,37]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",21,1,"[3999,4227]","[24,175]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
243,"thrown_weapon_triggered","","","ThrownWeaponProjectile","Art/2DArt/SkillIcons/ghostlythrow.dds","[1,2]","[0,40,2,56,31]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"ThrownWeapon","",21,1,"[3999,4227]","[24,175]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
244,"vaal_thrown_weapon","Vaal Spectral Throw","Throws a spectral copy of your melee weapon. It spirals out in a spinning attack that strikes enemies in its path.","VaalThrownWeapon","Art/2DArt/SkillIcons/ghostlythrow.dds","[1,2]","[0,40,2,56,37]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",21,1,"[3999,4227]","[24,175]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
245,"dominus_grab","","","DominusGrab","",[4],[1],[],"","",1,"DominusGrab","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
246,"dominus_death_teleport","","","DominusDeathTeleport","",[4],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
247,"shrine_smoke_cloud","","","ShrineSmokeCloud","",[4],[1],[],"","",1,"ShrineSmokeCloud","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
248,"shrine_player_smoke_trail","","","ShrinePlayerSmokeTrail","",[12],[1],[],"","",1,"ShrinePlayerSmokeTrail","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
249,"animate_weapon","Animate Weapon","Animates a Melee Weapon Item or Lingering Blade to fight by your side. You cannot animate unidentified Weapons. Will not animate weapons with 6 sockets unless specifically targeted. Cannot be used by Traps or Mines.","AnimateWeapon","Art/2DArt/SkillIcons/animateweapon.dds","[5,13,1]","[31,8,5,17,1,14,76,21,69,27]",[],"","",1,"","",21,1,"[3439,3181,3836]","[3455,8801,4479]","[0,19,20,23,44,56,46]",1,1,[],8,3,"","",[],"","",1
250,"animate_weapon_trigger","Animate Weapon","Animates a Melee Weapon Item or Lingering Blade to fight by your side. You cannot animate unidentified Weapons. Will not animate weapons with 6 sockets unless specifically targeted. Cannot be used by Traps or Mines.","AnimateWeapon","Art/2DArt/SkillIcons/animateweapon.dds","[5,13]","[31,8,5,17,1,14,36,49,76,27]",[],"","",1,"","",21,1,"[3439,3181,3836]","[3455,8801,4479]","[0,19,20,23,44,56,46]",1,1,[],8,"","","",[],"","",1
251,"silence","","","Silence","",[],"[1,7,8,13,14,15,21,31,68,71,96]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
252,"trigger_spawners","","","TriggerSpawners","",[4],[31],[],"","",1,"TriggerSpawners1","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
253,"fire_resist_aura","Purity of Fire","Casts an aura that grants fire resistance to you and your allies.","CastAuraFireResistance","Art/2DArt/SkillIcons/aurafireresist.dds",[4],"[1,7,4,11,22,14,38,28,63,71,80,84,85,89]",[],"","",1,"FireResistAura","",21,1,"[4325,8277,10971,15031,15061]","[14000,14021,1934,14740,14919]",[],1,1,[],8,"","","",[],"","",1
254,"cold_resist_aura","Purity of Ice","Casts an aura that grants cold resistance to you and your allies.","CastAuraColdResistance","Art/2DArt/SkillIcons/auracoldresist.dds",[4],"[1,7,4,11,22,14,38,29,63,71,80,84,85,89]",[],"","",1,"ColdResistAura","",21,1,"[4321,8278,10972,15032,15062]","[14000,14021,1934,14740,14919]",[],1,1,[],8,"","","",[],"","",1
255,"lightning_resist_aura","Purity of Lightning","Casts an aura that grants lightning resistance to you and your allies.","CastAuraLightningResistance","Art/2DArt/SkillIcons/auralightningresist.dds",[4],"[1,7,4,11,22,14,38,30,63,71,80,84,85,89]",[],"","",1,"LightningResistAura","",21,1,"[4326,8279,10973,15033,15063]","[14000,14021,1934,14740,14919]",[],1,1,[],8,"","","",[],"","",1
256,"storm_call","Storm Call","Sets a marker at a location. After a short duration, lightning strikes the marker, dealing damage around it. When this happens, it will also set off the lightning at any other markers you've cast.","StormCall","Art/2DArt/SkillIcons/stormcall.dds","[1,22,20]","[1,6,7,8,13,14,15,31,21,30,55,69,71]",[],"","http://webcdn.pathofexile.com/public/chris/stormcall.jpg","","StormCall","",21,1,"[4024,4236,4187]","[24,215,434]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
257,"storm_call_no_los","Storm Call","Sets a marker at a location. After a short duration, lightning strikes the marker, dealing damage around it. When this happens, it will also set off the lightning at any other markers you've cast.","StormCall","Art/2DArt/SkillIcons/stormcall.dds","[1,8]","[1,6,7,8,13,14,15,31,21,30,55,71]",[],"","",1,"StormCall","",21,1,"[4024,4236,4187]","[24,215,434]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
258,"storm_call_self","Storm Call","Sets a marker at a location. After a short duration, lightning strikes the marker, dealing damage around it. When this happens, it will also set off the lightning at any other markers you've cast.","StormCall","Art/2DArt/SkillIcons/stormcall.dds",[4],"[1,6,7,8,13,14,15,31,21,30,55,71]",[],"","http://webcdn.pathofexile.com/public/chris/stormcall.jpg",1,"StormCall","",21,1,"[4024,4236,4187]","[24,215,434]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
259,"storm_call_attached","Storm Call","","AttachedStormCall","Art/2DArt/SkillIcons/stormcall.dds","[2,3]","[1,6,7,8,13,14,15,31,21,30,71]",[],"","",1,"","",21,1,"[4024,4236,4187]","[24,215,434]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
260,"vaal_storm_call","Vaal Storm Call","Sets a marker at a location. Lightning strikes random enemies around the marker repeatedly over the skill's duration, dealing damage in an area around the strike. Modifiers to the skill's duration will also affect the delay between these strikes. When the duration ends, a large bolt of lightning strikes the marker, dealing damage around it.","VaalStormCall","Art/2DArt/SkillIcons/stormcall.dds","[1,22]","[1,6,7,8,13,14,15,37,30,71]",[],"","",1,"VaalStormCall","",21,1,"[4024,4236,4187]","[24,215,434]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
261,"atziri_unique_staff_storm_call","Storm of Judgement","Creates a number of markers around the targeted location, which will explode after a duration, dealing lightning damage. Cannot be supported by Spell Cascade.","AtziriStormCall","Art/2DArt/SkillIcons/StormOfJudgement.dds",[1],"[1,6,8,7,71,31,36,49,30]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
262,"charged_blast","Flameblast","Channels to build up a large explosion. The longer you channel, the larger the area of effect and damage of the explosion. The explosion occurs after using another skill or after a short period without casting.","ChargedBlast","Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[1,6,7,14,28,71]",[],"","http://webcdn.pathofexile.com/public/chris/flameblastimage.jpg",1,"Flameblast","",21,1,"[4245,4033,4193]","[554,24,434]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
263,"flameblast","Flameblast","Channels to build up a large explosion, which is released when you stop using the skill. The longer you channel, the larger the area of effect and damage of the explosion, up to 10 stages.","FlameblastChannelled","Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[1,6,7,14,28,47,71]",[],"","http://webcdn.pathofexile.com/public/chris/flameblastimage.jpg","","Flameblast","",21,1,"[4245,4033,4193]","[554,24,434]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
264,"reserving_nova_physicalblast","Blood Sacrament","Channel this skill to reserve more and more of your life, building up power in a marker on the ground under you. Release to deal physical damage in an area based on how much life you reserved. Cannot be cast by Totems.","FlameblastChannelled","Art/2DArt/SkillIcons/BloodChannel.dds",[4],"[1,6,7,47,71,11,27,83]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]",1,"",1
265,"repeating_vaal_charged_blast","Vaal Flameblast","Targets an area and builds up stages in that area based on cast speed. It explodes every 3 stages, until it reaches a maximum of 15. As it gains more stages, the area gets smaller but the damage gets higher.","RepeatingVaalChargedBlast","Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[1,6,7,14,37,28,71]",[],"","",1,"","",21,1,"[4245,4033,4193]","[554,24,434]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
266,"vaal_charged_blast","Vaal Flameblast","Targets an area and builds up a large explosion. The build-up speed is based on cast speed. The explosion occurs after it reaches 10 stacks.","VaalChargedBlast","Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[1,6,7,14,37,28,71]",[],"","",1,"","",21,1,"[4245,4033,4193]","[554,24,434]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
267,"vaal_charged_blast_triggerable","Vaal Flameblast","Targets an area and builds up a large explosion. The build-up speed is based on cast speed. The explosion occurs after it reaches 10 stacks.","VaalChargedBlast","Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[1,6,7,14,31,28,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
268,"atziri_unique_staff_flameblast","Flames of Judgement","Creates markers at your location and a targeted location, which grow over time based on cast speed, then explode, dealing fire damage. Cannot be supported by Spell Cascade.","VaalChargedBlast","Art/2DArt/SkillIcons/FlamesOfJudgement.dds",[1],"[1,6,8,7,71,31,36,49,28]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
269,"seawitch_lightning_beam","","","SeawitchLightningBeam","",[2],"[1,34]",[],"","",1,"SeawitchLightningBeam","",21,1,[],[],[],1,1,[],8,"","","","[16,10,11,17]","","",1
270,"root_spider_ambush","","","RootSpiderAmbush","",[2],[0],[],"","",1,"RootSpiderAmbush","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
271,"blinding_gaze","","","BlindingGaze","",[2],[1],[],"","",1,"BlindingGaze","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
272,"barrage","Barrage","After a short preparation time, you attack repeatedly with a ranged weapon. These attacks have a small randomised spread. Only works with Bows and Wands.","Barrage","Art/2DArt/SkillIcons/barrage.dds","[1,2]","[0,40,57,2,56,14,13,15]","[13,8]","","http://webcdn.pathofexile.com/public/chris/barrage.jpg","","Barrage","",21,1,"[4212,4014,4252]","[70,24,173]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
273,"vortex","Unnamed2",".","Vortex","Art/2DArt/SkillIcons/iconsplitarrow.dds",[1],"[1,7,8,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,3,"","",[],"","",1
274,"infernal_swarm","Wildfire","Fire damages and ignites those around a targeted enemy. This effect chains and repeats on other enemy targets.","InfernalSwarm","Art/2DArt/SkillIcons/InfernalSwarm.dds","[1,2]","[1,6,13,14,15,18,21,31,34,24,7,28,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
275,"summon_raging_spirit","Summon Raging Spirit","Summons a short-lived flaming skull that rushes at nearby enemies and attacks them rapidly. Enemies will not directly engage these spirits, and can pass through them.","SummonElemental","Art/2DArt/SkillIcons/SummonElemental.dds","[1,2]","[1,5,8,17,13,14,15,21,31,28,69,76]",[],"","http://webcdn.pathofexile.com/public/chris/enragedspirit.jpg","","SummonRagingSpirit",1,21,1,[3603],[8801],"[0,19,20,23]",1,1,[11905],8,3,"","",[],"","",1
276,"summon_raging_spirit_triggered","Summon Raging Spirit","Summons a short-lived flaming skull that rushes at nearby enemies and attacks them rapidly. Enemies will not directly engage these spirits, and can pass through them.","SummonElemental","Art/2DArt/SkillIcons/SummonElemental.dds",[1],"[1,5,8,17,13,14,15,21,31,28,49,76,36]",[],"","",1,"SummonRagingSpirit",1,21,1,[3603],[8801],"[0,19,20,23]",1,1,[11905],8,"","","",[],"","",1
277,"monster_summon_raging_spirit","","","SummonElemental","Art/2DArt/SkillIcons/SummonElemental.dds",[1],"[1,5,8,17,13,14,15,21,31,28,76]",[],"","",1,"",1,21,1,[],[],"[0,19,20,23]",1,1,[],8,"","","",[],"","",1
278,"flame_whip","Flame Surge","Strikes enemies in front of you with a surge of flame. Burning enemies are dealt more damage. If you hit an ignited enemy, will create burning ground under them. Your damage modifiers don't apply to this burning ground.","FlameWhip","Art/2DArt/SkillIcons/flamewhip.dds","[1,2]","[1,6,13,14,15,21,31,7,28,69,71,8]",[],"","",1,"FlameWhip","",21,1,"[4246,4017,4271]","[554,24,3701]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
279,"sea_witch_screech","","","SeawitchScreech","",[4],"[1,31]",[],"","",1,"SeaWitchScreech","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
280,"bat_screech_nova","","","SeawitchScreech","",[4],[1],[],"","",1,"BossBatScreechNova","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
281,"desecrate","Desecrate","Desecrates the ground, summoning corpses and dealing chaos damage to all enemies in the area. The corpses will be chosen from the monsters in the current area and any Spectres that have existed in this instance.","Desecrate","Art/2DArt/SkillIcons/Desecrate.dds","[1,22,20]","[1,7,8,13,14,15,31,34,21,41,55,71]",[],"","http://webcdn.pathofexile.com/public/chris/desecrate.jpg","","Desecrate",1,21,1,"[4363,4060,10268]","[3341,24,215]",[],1,1,[6794],8,3,"","","[16,10,11,17]","","",1
282,"flesh_offering","Flesh Offering","Consumes a corpse, which temporarily empowers your minions with swiftness. The skill consumes other nearby corpses, increasing the duration for each corpse consumed.","OfferingOffensive","Art/2DArt/SkillIcons/FleshOffering.dds","[6,20]","[1,4,8,31,5,13,15,14]",[],"","http://webcdn.pathofexile.com/public/chris/fleshoffering.jpg","","FleshOffering","",21,1,"[4333,4501,10592,15758]","[215,8445,215,4416]",[],1,1,[],8,"","","",[],"","",1
283,"vaal_flesh_offering","Vaal Flesh Offering","","VaalOfferingOffensive","Art/2DArt/SkillIcons/FleshOffering.dds","[1,20]","[1,4,8,31,5,13,15,14,37]",[],"","http://webcdn.pathofexile.com/public/chris/fleshoffering.jpg",1,"VaalFleshOffering","",21,1,"[4333,4501,10592,15758]","[215,8445,215,4416]",[],1,1,[],8,"","","","[4,18,29,10,11,16,17,19,26]","","",1
284,"bone_offering","Bone Offering","Consumes a corpse, granting all of your minions the power to block both attacks and spells. The skill consumes other nearby corpses, increasing the duration for each corpse consumed.","OfferingDefensive","Art/2DArt/SkillIcons/BoneOffering.dds","[6,20]","[1,4,8,31,5,13,15,14]",[],"","http://webcdn.pathofexile.com/public/chris/boneoffering.jpg","","BoneOffering","",21,1,"[4332,4494,10592,15759]","[215,1086,215,4416]",[],1,1,[],8,"","","",[],"","",1
285,"glacial_cascade","Glacial Cascade","Icicles emerge from the ground in a series of small bursts, each damaging enemies caught in the area.","Upheaval","Art/2DArt/SkillIcons/Upheaval.dds","[1,2]","[1,6,7,13,14,15,21,31,29,27,69,71]",[],"","http://webcdn.pathofexile.com/public/chris/GlacialCascade.jpg","","GlacialCascade","",21,1,"[4034,4279,4194,6435]","[24,1102,434,2107]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
286,"storm_cascade_player","Storm Cascade","Lightning crackles in a series of small bursts, each damaging enemies caught in the area.","Upheaval","Art/2DArt/SkillIcons/StormCascade.dds","[1,2]","[1,6,7,13,14,15,21,31,30,27,49,71,89,36]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
287,"izaro_cascade","","","Upheaval","Art/2DArt/SkillIcons/Upheaval.dds","[1,2]","[1,6,7,13,14,15,21,31,29,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
288,"freeze","","","Freeze","",[2],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
289,"fire_enrage","","","FireEnrage","",[4],[1],[],"","",1,"FireEnrage","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
290,"mass_charge","","","MassCharge","",[4],"[1,7,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
291,"atziri_demon_self_sacrifice","","","AtziriDemonSelfSacrifice","",[3],[1],[],"","",1,"AtziriDemonSelfSacrifice","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
292,"atziri_summon_demons","","","AtziriSummonDemons","",[4],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
293,"atziri_storm_call","","","AtziriStormCall","",[4],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
294,"atziri_storm_call_empowered","","","AtziriStormCallEmpowered","",[4],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
295,"atziri_flameblast","","","AtziriFlameblast","",[2],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
296,"atziri_flameblast_empowered","","","AtziriFlameblastEmpowered","",[4],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
297,"atziri_spear_throw","","","AtziriSpearThrow","",[2],"[0,2,56,40]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
298,"atziri_spear_throw_empowered","","","AtziriSpearThrowEmpowered","",[2],"[0,2,56,40]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
299,"atziri_mirror_image","","","AtziriMirrorImage","",[4],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
300,"summon_monsters","","","SummonMonsters","",[10],"[1,5,76]",[],"","",1,"","",21,1,[],[],"[0,19,20,1,6,7,2,18,8,25,32,35,34,47,40,23]",1,1,[],8,"","","",[],"","",1
301,"summon_monsters_triggerable","","","SummonMonsters","",[10],"[1,5,76,31]",[],"","",1,"","",21,1,[],[],"[0,19,20,1,6,7,2,18,8,25,32,35,34,47,40,23]",1,1,[],8,"","","",[],"","",1
302,"summon_warband_pack","","","SummonWarbandPack","",[10],"[1,5,76]",[],"","",1,"","",21,1,[],[],"[0,19,20,1,6,7,2,18,8,25,32,35,34,47,40,23]",1,1,[],8,"","","",[],"","",1
303,"revive_all_with_onslaght","","","ReviveAllWithOnslaught","",[4],"[1,5,76]",[],"","",1,"","",21,1,[],[],"[0,19,20,1,6,7,2,18,8,25,32,35,34,47,40,23]",1,1,[],8,"","","",[],"","",1
304,"summon_exile","","","SummonExile","",[10],"[1,5,76]",[],"","",1,"","",21,1,[],[],"[0,19,20,1,6,7,2,18,8,25,32,35,34,47,40,23]",1,1,[],8,"","","",[],"","",1
305,"birdman_consume","","","BirdmanConsume","",[3],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
306,"sandspitter_spray","","","SandSpitterSpray","","[1,2]","[0,2,56,40]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
307,"vaal_cloud","","","VaalCloud","",[4],[1],[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","","[16,10,11,17]","","",1
308,"monster_summon_animated_weapon","","","MonsterSummonAnimatedWeapon","","[1,2]","[1,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
309,"summon_sandspitters","","","SummonSandSpitters","",[4],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
310,"skeleton_explosion_slam","","","SkeletonExplosionSlam","","[1,2]",[0],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
311,"molten_strike","Molten Strike","Infuses your melee weapon with molten energies to attack with physical and fire damage. This attack causes balls of molten magma to launch forth from the enemies you hit, divided amongst all enemies hit by the strike. These will explode, causing AoE attack damage to enemies where they land.","MoltenStrike","Art/2DArt/SkillIcons/MoltenStrike.dds","[1,2]","[0,2,7,19,20,23,28,40,81,90]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",21,1,"[3995,4249,4180,11817,11819]","[24,173,434,172,9830]",[],1,1,[11815],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
312,"convocation","Convocation","Recalls all minions that are following you to your location, and grants them a temporary life regeneration effect.","Convocation","Art/2DArt/SkillIcons/Convocation.dds",[4],"[1,4,8,31,5,63,89]",[],"","",1,"Convocation",1,21,1,"[4358,4503]","[3341,4531]",[],1,1,[],8,"","","",[],"","",1
313,"summon_kaom_totems","","","SummonKaomTotems","",[10],"[1,5,76]",[],"","",1,"",1,21,1,[],[],"[1,6,7,8,2]",1,1,[],8,"","","",[],"","",1
314,"combo_strike","...","","ComboStrike","Art/2DArt/SkillIcons/iconbasicattack.dds","[1,2]","[0,20,23,19]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"ComboStrike","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
315,"drop_bear_ambush","","","DropBearAmbush","",[2],[0],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
316,"kite_west_boss_use_portal","","","KiteWestBossUsePortal","",[3],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
317,"merveil_ice_spear","","","MerveilIceSpear","","[1,2]","[1,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
318,"merveil_geyser","","","MerveilGeyser","",[11],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
319,"merveil_geyser_triggerable","","","MerveilGeyser","",[11],"[1,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
320,"brutus_cage_summon","","","BrutusCageSummon","","[1,2]",[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[4,18,29,10,11,16,17,19,26]","","",1
321,"brutus_spiked_ground","","","BrutusSpikedGround","",[11],"[1,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[4,18,29,10,11,16,17,19,26]","","",1
322,"fire_nova","Fire Nova Mine","Lay a remote mine that you can detonate to create a series of fire novas. Each sequential nova from the same mine will do higher damage than the previous.","FireNova","Art/2DArt/SkillIcons/FireNovaMine.dds",[4],"[1,6,31,7,28,21,35,71,11]",[],"","",1,"",1,21,1,"[4219,4015,4269]","[216,24,2274]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
323,"tornado_shot","Tornado Shot","Fires a piercing shot that travels until it reaches the targeted location. It will then fire projectiles out in all directions from that point, which will travel for a short time before disappearing.","TornadoShot","Art/2DArt/SkillIcons/TornadoShot.dds","[1,2,20]","[0,2,56,13,15,14,40,57,31]",[13],"","",1,"TornadoShot","",21,1,"[4247,4030]","[554,24]",[],1,1,[],8,5,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
324,"brutus_ground_slam","","","BrutusGroundSlam","","[1,2]",[0],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
325,"merveil_warp","Illusory Warp","Teleport to a target destination. Chilled ground is spread in an area around both where the caster was and where they teleported to.","MerveilWarp","Art/2DArt/SkillIcons/IllusoryWarp.dds",[1],"[1,33,8,29,7,71,89]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,0,"","",[],"","",1
326,"merveil_teleport","","","MerveilTeleport","",[4],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
327,"monster_projectile_spell","","","MonsterProjectileSpell","","[1,2]","[1,2,56,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
328,"monster_projectile_spell_self","","","MonsterProjectileSpell","",[4],"[1,2,56,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
329,"monster_projectile_spell_lightning","","","MonsterProjectileSpell","","[1,2]","[1,2,56,31,30]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
330,"monster_projectile_spell_ally","","","MonsterProjectileSpell","",[3],"[1,2,56,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
331,"merveil_animate_weapon","","","MerveilAnimateWeapon","","[1,2]",[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
332,"moss_monster_slam","","","MossMonsterSlam","",[10],[0],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
333,"lava_hound_charge","","","LavaHoundCharge","","[1,2]",[0],[],"","",1,"LavaHoundCharge","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
334,"merveil_summon_statue","","","MerveilSummonStatue","","[1,2]","[1,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
335,"merveil_summon_daughters","","","MerveilSummonDaughters","",[4],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
336,"merveil_summon_spawn","","","MerveilSummonSpawn","","[1,2]",[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
