"rownum","Id","Name","IsCategory","Category","SkillGem"
528,"ChaosTheme","Chaos","",307,[]
529,"Stormstrider","Stormstrider","",307,[]
530,"SentinelTheme","Sentinel","",307,[]
531,"OphidianTheme","Ophidian","",307,[]
532,"RubyTheme","Ruby","",307,[]
533,"SapphireTheme","Sapphire","",307,[]
534,"Unlocked","Unlocked",1,"",[]
535,"StormstriderBoots","Stormstrider Boots","",529,[]
536,"ScintillationBodyArmour","Scintillation Body Armour","",447,[]
537,"NgamahuBodyArmour","Ngamahu Body Armour","",411,[]
538,"CrystalAttributeScalingBody","Crystal Attribute Scaling Body Armour","",376,[]
539,"ThunderstrikeGloves","Thunderstrike Gloves","",328,[]
540,"PhoenixHelmet","Phoenix Helmet","",308,[]
541,"ManaTankBackAttachment","Mana Tank Back Attachment","",347,[]
542,"SplinteringShield","Splintering Shield","",393,[]
543,"WillpowerAmulet","Willpower Amulet","",347,[]
544,"FlaskEffectSentinel","Nexus Flask Effects","",347,[]
545,"CrystallineChargeSentinel","Crystal Charges","",376,[]
546,"FlareCharacterEffect","Flare Character Effect","",308,[]
547,"WarpRuneHideout","Hideout Warp Runes","",347,[]
548,"ShardcrownHelmet","Shardcrown Helmet","",376,[]
549,"DeathnotchBow","Deathnotch Bow","",347,[]
550,"TreasureHunterWeaponEffect","Treasure Hunter Weapon Effect","",500,[]
