"rownum","Id","BuffDefinitionsKey","[i32]","AuraRadius","[i32]","[i32]","BuffVisualsKey","f32","bool","StatsKey","i32","i32","bool","rid"
250,"DelveHelmetEnemyFireResistanceAura1",1154,[0],60,[3],[],"",0,1,[144],1,0,"",""
251,"DelveHelmetEnemyColdResistanceAura1",1155,[0],60,[3],[],"",0,1,[146],1,0,"",""
252,"DelveHelmetEnemyLightningResistanceAura1",1156,[0],60,[3],[],"",0,1,[148],1,0,"",""
253,"DelveHelmetEnemyPhysicalDamageTakenAura1",1158,[0],60,[3],[],"",0,1,[545],1,0,"",""
254,"DelveHelmetEnemyChaosResistanceAura1",1157,[0],60,[3],[],"",0,1,[150],1,0,"",""
255,"HellscapeEnemyFireResistanceAura1",1159,[0],60,[3],[],"",0,1,[144],1,0,"",""
256,"HellscapeEnemyColdResistanceAura1",1160,[0],60,[3],[],"",0,1,[146],1,0,"",""
257,"HellscapeEnemyLightningResistanceAura1",1161,[0],60,[3],[],"",0,1,[148],1,0,"",""
258,"HellscapeEnemyPhysicalDamageTakenAura1",1163,[0],60,[3],[],"",0,1,[545],1,0,"",""
259,"HellscapeEnemyChaosResistanceAura1",1162,[0],60,[3],[],"",0,1,[150],1,0,"",""
260,"TriggerFeastOfFleshSkillUnique__1_",1199,[0],0,[],[],"",0,1,[4937],1,0,"",""
261,"TriggerRandomOfferingSkillUnique__1",1199,[0],0,[],[],"",0,1,[4937],1,0,"",""
262,"BetrayalBannerAuraMod",1225,"[0,0,0]",24,[2],[],0,0,1,"[24,451,477]",1,0,"",""
263,"NearbyEnemiesCannotCritUnique__1",1263,[0],60,[3],[],"",0,1,[693],1,0,"",""
264,"NearbyAlliesCannotBeSlowedUnique__1",1264,[0],50,"[2,10]",[],"",0,1,[3388],1,0,"",""
265,"ElementalAilmentsOnYouInsteadOfAlliesUnique__1",1302,[0],60,[2],[],"",0,1,[9618],1,0,"",""
266,"RareMonsterPack",373,[],0,[],[],1102,0,1,[],1,0,"",""
267,"BlightDaemonDeathEPKFireVolatiles_",373,[],0,[],[],1134,0,1,[],1,0,"",""
268,"BlightDaemonDeathEPKColdSnaps",373,[],0,[],[],1135,0,1,[],1,0,"",""
269,"BlightDaemonDeathEPKLightningZaps",373,[],0,[],[],1136,0,1,[],1,0,"",""
270,"BlightDaemonDeathEPKPhysicalBlood_",373,[],0,[],[],1137,0,1,[],1,0,"",""
271,"BlightDaemonDeathEPKChaosGhosts",373,[],0,[],[],1138,0,1,[],1,0,"",""
272,"AtlasCrusaderClericAura",1405,"[0,0]",21,[2],[],"",0,1,"[449,659]",1,0,"",""
273,"AtlasCrusaderClericAuraSpectre",1405,"[0,0]",21,[2],[],"",0,1,"[449,659]",1,0,"",""
274,"NearbyEnemiesIncreasedFireColdResistUnique__1_",1425,"[0,0]",30,[3],[],"",0,1,"[10315,10316]",1,0,"",""
275,"EnemyLightningResistanceAuraInfluence1_",1156,[0],60,[3],[],"",0,1,[148],1,0,"",""
276,"EnemyFireResistanceAuraInfluence1",1154,[0],60,[3],[],"",0,1,[144],1,0,"",""
277,"EnemyColdResistanceAuraInfluence1__",1155,[0],60,[3],[],"",0,1,[146],1,0,"",""
278,"EnemyChaosResistanceAuraInfluence1_",1157,[0],60,[3],[],"",0,1,[150],1,0,"",""
279,"NearbyEnemiesAreBlindedInfluence1_",1478,[],35,[3],[9],"",0,1,[],1,0,"",""
280,"MonsterAfflictionMagicRandomPackTeleport",373,[],0,[],[],1275,0,1,[],1,0,"",""
281,"MonsterAfflictionMagicRewardLightningBolt",373,[],0,[],[],1275,0,1,[],1,0,"",""
282,"MonsterAfflictionMagicRewardFireSnap",373,[],0,[],[],1273,0,1,[],1,0,"",""
283,"MonsterAfflictionMagicRewardFrostOrbs_",373,[],0,[],[],1274,0,1,[],1,0,"",""
284,"MonsterAfflictionMagicRewardSlamma",373,[],0,[],[],1276,0,1,[],1,0,"",""
285,"MonsterAfflictionMagicRewardSoulMortarOnDeath",373,[],0,[],[],1270,0,1,[],1,0,"",""
286,"MonsterAfflictionMagicRewardSpineCascadeOnDeath",373,[],0,[],[],1271,0,1,[],1,0,"",""
287,"MonsterAfflictionMagicRewardDebuffRecoveryRate__",373,[],0,[],[],1272,0,1,[],1,0,"",""
288,"MonsterAfflictionMagicRewardDebuffActionSpeed",373,[],0,[],[],1272,0,1,[],1,0,"",""
289,"MonsterAfflictionMagicRewardDebuffDamageTaken",373,[],0,[],[],1272,0,1,[],1,0,"",""
290,"MonsterAfflictionMagicRewardDebuffFlaskEffect_",373,[],0,[],[],1272,0,1,[],1,0,"",""
291,"MonsterAfflictionHasDestroyCorpseSummonMonsterDaemon",373,[],0,[],[],1277,0,1,[],1,0,"",""
292,"MonsterAfflictionHasDestroyCorpseProjectileCascadeDaemon",373,[],0,[],[],1277,0,1,[],1,0,"",""
293,"MonsterAfflictionHasDestroyCorpseDegenZoneDaemon",373,[],0,[],[],1277,0,1,[],1,0,"",""
294,"MonsterAfflictionHasTeleportAndExplodeOnDeathDaemon",373,[],0,[],[],1269,0,1,[],1,0,"",""
295,"MonsterAfflictionFlameblastOnDeath",373,[],0,[],[],1268,0,1,[],1,0,"",""
296,"MonsterAfflictionVolatileOnDeath",373,[],0,[],[],1271,0,1,[],1,0,"",""
297,"MonsterAfflictionAnomalyOnDeath",373,[],0,[],[],1267,0,1,[],1,0,"",""
298,"MonsterAfflictionSpawnDemonPackOnDeath__",373,[],0,[],[],1272,0,1,[],1,0,"",""
299,"MonsterAfflictionSpawnDemonPackOnDeathMagic",373,[],0,[],[],1272,0,1,[],1,0,"",""
300,"MonsterAfflictionFirestormOnDeath",373,[],0,[],[],1271,0,1,[],1,0,"",""
301,"ShockedGroundWhileMovingUnique__1_",1513,[],0,[],[],"",0,1,[],1,0,"",""
302,"GrantsUnholyMightUnique__1",284,[0],0,[],[],"",0,1,[5642],1,0,"",""
303,"NearbyEnemiesAreChilledUnique__1",1478,[],30,[3],[1],"",0,1,[],1,0,"",""
304,"GainAreaOfEffectPluspercentOnManaSpentUnique__1",1577,[],0,[],[],"",0,1,[],1,0,"",""
305,"UniqueSecretBladeGrantHiddenBlade",1586,[],0,[],"[500,1]","",0,1,[],1,0,"",""
306,"ManaRegenerationAuraUnique__1",1608,[0],75,"[1,2,10]",[],"",0,1,[130],1,0,"",""
307,"FortifyEffectCrushed1",1554,[0],0,[],[],"",0,1,[1035],1,0,"",""
308,"FortifyEffectCrushed2_",1554,[0],0,[],[],"",0,1,[1035],1,0,"",""
309,"FortifyEffectCrushed3_",1554,[0],0,[],[],"",0,1,[1035],1,0,"",""
310,"NearbyEnemiesAreBlindedInfluenceMaven",1478,[],35,[3],[9],"",0,1,[],1,0,"",""
311,"EnemyPhysicalDamageTakenAuraUberMaven",1158,[0],60,[3],[],"",0,1,[545],1,0,"",""
312,"EnemyElementalDamageTakenAuraUberMaven_",1486,[0],60,[3],[],"",0,1,[3494],1,0,"",""
313,"EnemyLightningResistanceAuraInfluenceMaven",1156,[0],60,[3],[],"",0,1,[148],1,0,"",""
314,"EnemyFireResistanceAuraInfluenceMaven",1154,[0],60,[3],[],"",0,1,[144],1,0,"",""
315,"EnemyColdResistanceAuraInfluenceMaven",1155,[0],60,[3],[],"",0,1,[146],1,0,"",""
316,"EnemyChaosResistanceAuraInfluenceMaven",1157,[0],60,[3],[],"",0,1,[150],1,0,"",""
317,"ScorchedGroundWhileMovingUnique__1",1513,[],0,[],[1],"",0,1,[],1,0,"",""
318,"LocalDisplayYouAndNearbyAlliesHaveIncreasedItemRarityUnique__1",1703,[0],60,"[10,2,1]",[],"",0,1,[153],1,0,"",""
319,"MonsterSirusInfluenced",1725,"[0,0,0,0,0]",0,[],[],"",0,1,"[717,177,1905,7127,24]",1,0,"",""
320,"UltimatumAcceleratingMonsters",1756,"[0,0,0]",0,[],"[-100,5,0]","",0,1,"[70,216,177]",1,0,"",""
321,"UltimatumDaemonGraveyard_",1783,[],28,"[2,11]",[],"",0,1,[],1,0,"",""
322,"UltimatumDaemonGraveyardRuin",1785,[],28,"[2,11]",[],"",0,1,[],1,0,"",""
323,"NemesisAlliesTakeNoDamagePulse_",373,[],0,[],[],1549,0,1,[],1,0,"",""
324,"HearbyEnemiesAreHinderedUltimatum_",1480,[0],28,[3],[],478,0,1,[11499],1,0,"",""
325,"MonsterChilledAura",1478,[],30,[3],"[15,25]",1590,0,1,[],1,0,"",""
326,"MonsterChilledAuraSkitterbot",1478,[],20,[3],[1],347,0,1,[],1,0,"",""
327,"MonsterShockedAuraSkitterbot",1478,[],20,[3],[2],348,0,1,[],1,0,"",""
328,"ExpeditionDamageTakenLerp",897,"[-98,0,7000]",0,[],[],"",7,"",[],1,0,"",""
329,"ExpeditionOlrothRighteousFire",13,[975000],16,"[3,5]",[],1605,0,1,[],1,0,"",""
330,"ExpeditionOlrothBlind",174,"[-30,-30]",16,"[3,5]",[],"",0,1,[],1,0,"",""
331,"MonsterTotemAuraSlow1",133,[0],50,[3],[],"",0,1,[177],1,0,"",""
332,"MonsterTotemAuraLifeRegen1",88,[0],60,"[1,2]",[],"",0,1,[451],1,0,"",""
333,"MonsterTotemAuraDamage1",86,[0],60,"[1,2]",[],"",0,1,[26],1,0,"",""
334,"MonsterTotemAuraSpeed1",87,"[0,0,0]",60,"[1,2]",[],"",0,1,"[70,216,177]",1,0,"",""
335,"MonsterTotemAuraResists1",89,[0],60,"[1,2]",[],"",0,1,[141],1,0,"",""
336,"MonsterTotemAuraEnemyLifeDegen1",93,[0],60,[3],[],"",0,1,[452],1,0,"",""
337,"MonsterTotemAuraEvasion1",176,[0],60,"[1,2]",[],"",0,1,[119],1,0,"",""
338,"MonsterTotemAuraAddedFireDamage1",170,[0],60,"[1,2]",[],"",0,1,[447],1,0,"",""
339,"MonsterTotemAuraAddedColdDamage1",169,[0],60,"[1,2]",[],"",0,1,[448],1,0,"",""
340,"MonsterTotemAuraAddedLightningDamage1",171,[0],60,"[1,2]",[],"",0,1,[449],1,0,"",""
341,"CorpseSinkEffect",1851,[],0,[],"[10,1500,1500]","",2.5,"",[],1,0,"",""
342,"DeathGripAura",1860,[],40,[3],[],"",0,1,[],1,0,"",""
343,"InjectedLiquid",1864,[],0,[],[],"",0,1,[],1,0,"",""
344,"TornadoMovement",1889,[200],0,[],"[750,4,20]","",0,1,[],1,0,"",""
345,"HellscapeTentacleGrab",1908,[-50],0,[],[],"",0,1,[],1,0,"",""
346,"ArchnemesisBerserker",1937,"[0,0,0,0,0,0]",0,[],[],"",0,1,"[24,177,477,717,70,216]",1,0,"",""
347,"ArchnemesisExecutioner",1939,[0],50,[3],[],"",0,1,[15466],1,0,"",""
348,"ArchnemesisArcaneEnchanted",1940,[],0,[],[],"",0,1,[],1,0,"",""
349,"ArchnemesisDamageTakenLerp",896,"[-90,0,6000]",0,[],[],"",6,"",[],1,0,"",""
350,"ArchnemesisUnionOfSouls",1941,[0],0,[],[],"",0,1,[4937],1,0,"",""
351,"ArchnemesisSplitting",1943,"[0,0,0]",0,[],[2],"",0,1,"[651,177,717]",1,0,"",""
352,"ArchnemesisBloodletter",1954,[0],30,[3],[],"",0,1,[177],1,0,"",""
353,"ArchnemesisOppressor",1953,"[0,0,0]",50,[3],[],"",0,1,"[15266,477,177]",1,0,"",""
354,"ArchnemesisTimeBubble",1952,"[0,0,0]",32,[3],[],"",0,1,"[346,6340,3341]",1,0,"",""
355,"ArchnemesisFlaskDrain",1950,[0],50,"[3,5]",[],"",0,1,[3730],1,0,"",""
356,"ArchnemesisDivineTouchedMinion",1966,[0],0,[],[],"",0,1,[140],1,0,"",""
357,"acceleration_player",234,"[-50,80,1]",0,[],[],"",0,1,[],1,0,"",""
358,"acceleration_monster",234,"[-60,100,1]",0,[],[],249,0,1,[],1,0,"",""
359,"regen_player",237,"[600,400,1]",0,[],[],"",0,1,[],1,0,"",""
360,"regen_monster",237,"[400,400,1]",0,[],[],249,0,1,[],1,0,"",""
361,"brutal_player",235,"[50,1,30,1,1]",0,[],[],"",0,1,[],1,0,"",""
362,"brutal_monster",235,"[50,1,30,1,1]",0,[],[],249,0,1,[],1,0,"",""
363,"thorns_player",236,"[18,18,1]",0,[],[],"",0,1,[],1,0,"",""
364,"thorns_monster",236,"[18,18,1]",0,[],[],249,0,1,[],1,0,"",""
365,"diamond_player",238,"[1,1]",0,[],[],"",0,1,[],1,0,"",""
366,"diamond_monster",238,"[1,1]",0,[],[],249,0,1,[],1,0,"",""
367,"fire_player",239,[1],0,[],[],"",0,1,[],1,0,"",""
368,"cold_player",241,[1],0,[],[],"",0,1,[],1,0,"",""
369,"lightning_player",240,[1],0,[],[],"",0,1,[],1,0,"",""
370,"arc_player",242,[1],0,[],[],"",0,1,[],1,0,"",""
371,"skeleton_player",244,[1],0,[],[],"",0,1,[],1,0,"",""
372,"smoke_player",243,[1],0,[],[],"",0,1,[],1,0,"",""
373,"shrine_echoing_monster",245,"[100,100,1,1]",0,[],[],249,0,1,[],1,0,"",""
374,"shrine_echoing_player",245,"[100,100,1,1]",0,[],[],"",0,1,[],1,0,"",""
375,"curses_monster",246,"[100,1,1]",0,[],[],249,0,1,[],1,0,"",""
376,"curses_player",246,"[0,0,1]",0,[],[],"",0,1,[],1,0,"",""
377,"massive_player",247,"[30,40,40,1]",0,[],[],"",0,1,[],1,0,"",""
378,"massive_monster",247,"[20,155,60,1]",0,[],[],249,0,1,[],1,0,"",""
379,"defence_player",248,"[100,100,100,0,0,0,1]",0,[],[],"",0,1,[],1,0,"",""
380,"defence_monster",248,"[0,0,0,-20,20,20,1]",0,[],[],249,0,1,[],1,0,"",""
381,"resistance_player",250,"[50,10,1]",0,[],[],"",0,1,[],1,0,"",""
382,"resistance_monster",250,"[50,10,1]",0,[],[],249,0,1,[],1,0,"",""
383,"godmode_player",249,"[1,1]",0,[],[],"",0,1,[],1,0,"",""
384,"godmode_monster",249,"[1,1]",0,[],[],249,0,1,[],1,0,"",""
385,"rare_monsters_drop_uniques",549,"[1,1]",0,[],[],"",0,1,[],1,0,"",""
386,"acceleration_lesser",234,"[-10,30,1]",0,[],[],"",0,1,[],1,0,"",""
387,"brutal_lesser",235,"[20,1,20,0,1]",0,[],[],"",0,1,[],1,0,"",""
388,"regen_lesser",237,"[200,200,1]",0,[],[],"",0,1,[],1,0,"",""
389,"massive_lesser",247,"[10,20,20,1]",0,[],[],"",0,1,[],1,0,"",""
390,"resistance_lesser",250,"[25,2,1]",0,[],[],"",0,1,[],1,0,"",""
391,"defence_lesser",248,"[50,50,50,0,0,0,1]",0,[],[],"",0,1,[],1,0,"",""
392,"resonating_player",1285,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",0,1,[],1,0,"",""
393,"resonating_monster",1285,"[100,0,0,0,0,0,0,0,0,1]",0,[],[],249,0,1,[],1,0,"",""
394,"gloom_player",1286,"[10,40,1]",0,[],[],"",0,1,[],1,0,"",""
395,"gloom_monster",1286,"[10,0,1]",0,[],[],249,0,1,[],1,0,"",""
396,"RoyaleShrineAccelerating",234,"[-40,50,1]",0,[],[],"",20,"",[],1,0,"",""
397,"RoyaleShrineBrutal",235,"[40,1,30,1,1]",0,[],[],"",20,"",[],1,0,"",""
398,"RoyaleShrineBurning",239,[1],0,[],[],"",20,"",[],1,0,"",""
399,"RoyaleShrineCharged",1285,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",20,"",[],1,0,"",""
400,"RoyaleShrineDiamond",1946,"[500,1]",0,[],[],"",20,"",[],1,0,"",""
401,"RoyaleShrineEchoing",245,"[100,100,1,1]",0,[],[],"",20,"",[],1,0,"",""
402,"RoyaleShrineFreezing",241,[1],0,[],[],"",20,"",[],1,0,"",""
403,"RoyaleShrineGloom",1286,"[10,25,1]",0,[],[],"",20,"",[],1,0,"",""
404,"RoyaleShrineHexing",246,"[100,1,1]",0,[],[],"",20,"",[],1,0,"",""
405,"RoyaleShrineImpenetrable",248,"[100,100,100,0,0,0,1]",0,[],[],"",20,"",[],1,0,"",""
406,"RoyaleShrineLightning",240,[1],0,[],[],"",20,"",[],1,0,"",""
407,"RoyaleShrineMassive",247,"[30,40,30,1]",0,[],[],"",20,"",[],1,0,"",""
408,"RoyaleShrineReplenishing",237,"[300,300,1]",0,[],[],"",20,"",[],1,0,"",""
409,"RoyaleShrineResistance",250,"[30,0,1]",0,[],[],"",20,"",[],1,0,"",""
410,"RoyaleShrineShrouded",243,[1],0,[],[],"",20,"",[],1,0,"",""
411,"RoyaleShrineStatic",242,[1],0,[],[],"",20,"",[],1,0,"",""
412,"ArchnemesisLivingCrystals",1948,[],0,[],[],"",0,1,[],1,0,"",""
413,"ArchnemesisDefender",1986,[],0,[],[],"",0,1,[],1,0,"",""
414,"InfiniteHungerSideArenaDebuff",1957,"[6500,3500,-8]",0,[],[],"",0,1,[],1,0,"",""
415,"shrine_greed_monster",1958,"[100,30,0,0,-70]",0,[],[],249,0,1,[],1,0,"",""
416,"shrine_greed_player",1958,"[0,0,50,15,20]",0,[],[],"",0,1,[],1,0,"",""
417,"NearbyStationaryEnemiesGainGraspingVineUnique",954,[],60,[3],"[1000,6]","",0,1,[],1,0,"",""
418,"InfiniteHungerDrowningDebuff",1973,[9],0,[],[150],"",0,1,[],1,0,"",""
419,"InfluenceStatConditionPresenceUniqueMonster",1983,[],0,[],[],"",0,1,[],1,0,1,""
420,"InfluenceStatConditionPresenceCelestialBoss",1984,[],0,[],[],"",0,1,[],1,0,1,""
421,"TangleDrowning",1478,[],8,"[10,3,11,6]","[17,75,2500]","",0,1,[],1,0,"",""
422,"InfiniteHungerTeleportImmobilise",1997,[100],0,[],[],"",1.25,"",[],1,0,"",""
423,"TangleTentacleOrbZapped",1981,"[240,-5]",0,[],[],"",5,"",[],1,0,"",""
424,"TangleTentacleOrbZappedExplosion",1981,"[240,-5]",0,[],[],"",5,"",[],10,0,"",""
425,"AltarDownsidePhysToFireConvertAura",1991,[100],40,[3],[],"",0,1,[],1,0,"",""
426,"AltarDownsidePhysToColdConvertAura",1992,[100],40,[3],[],"",0,1,[],1,0,"",""
427,"AltarDownsidePhysToLightningConvertAura",1993,[100],40,[3],[],"",0,1,[],1,0,"",""
428,"AltarDownsidePhysToChaosConvertAura",1994,[100],40,[3],[],"",0,1,[],1,0,"",""
429,"AltarDownsideNearbyEnemiesAreHindered",1480,[1],28,[3],[],478,0,1,[11499],1,0,"",""
430,"TangledAltarDownsidePlayerTaintedFrenzy",2001,[-4],0,[],[],"",0,1,[],1,0,"",""
431,"TangledAltarDownsidePlayerTaintedEndurance",2002,[-4],0,[],[],"",0,1,[],1,0,"",""
432,"TangledAltarDownsidePlayerTaintedPower",2003,[-4],0,[],[],"",0,1,[],1,0,"",""
433,"NearbyEnemiesAreScorchedUnique__1",1478,[],30,[3],[16],"",0,1,[],1,0,"",""
434,"CleansingFireSnakeSecondaryDebuff",2007,"[-5,-50]",0,[],[],"",10,"",[],1,0,"",""
435,"SentinelTagA",2012,[],0,[],[],"",0,1,[],1,0,"",""
436,"SentinelTagB",2013,[],0,[],[],"",0,1,[],1,0,"",""
437,"SentinelTagC",2014,[],0,[],[],"",0,1,[],1,0,"",""
438,"SentinelPetrify",593,"[1,5]",0,[],[],"",0,"",[],1,0,"",16057
439,"SentinelPlayerUnholyMight",284,[1],0,[],[],"",0,"",[],1,0,"",16056
440,"SentinelPlayerTailwind",1062,[-10],0,[],[],"",0,"",[],1,0,"",16065
441,"SentinelDebilatate",1539,"[-10,-10]",0,[],[],"",0,"",[],1,0,"",16064
442,"PhylacteralLinkInvulnerable",369,[],0,[],[],"",0,1,[],1,0,"",""
443,"PhylacteralLinkVulnerable",370,[],0,[],[],"",7,"",[],1,0,"",""
444,"SentinelAngerAura",146,"[1,109,155,109,155,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
445,"SentinelDeterminationAura",139,"[1,2051,49,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
446,"SentinelFireResistAura",142,"[1,4,41,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
447,"SentinelPurityAura",141,"[1,34,0,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
448,"SentinelHatredAura",147,"[1,25,18,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
449,"SentinelGraceAura",140,"[1,2575,29,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
450,"SentinelColdResistAura",143,"[1,4,41,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
451,"SentinelHasteAura",149,"[1,16,16,9,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
452,"SentinelWrathAura",148,"[1,16,248,21,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
453,"SentinelDisciplineAura",145,"[1,217,30,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
454,"SentinelLightningResistAura",144,"[1,4,41,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
455,"SentinelZealotryAura",1246,"[1,15,39,10,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
456,"SentinelMalevolenceAura",1248,"[1,20,19,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
457,"SentinelAccelerating",234,"[-50,80,1]",0,[],[],"",0,"",[],1,0,"",16198
458,"SentinelResonating",1285,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",0,"",[],1,0,"",16199
459,"SentinelDiamond",238,"[1,1]",0,[],[],"",0,"",[],1,0,"",16200
460,"SentinelGloom",1286,"[10,40,1]",0,[],[],"",0,"",[],1,0,"",16201
461,"SentinelResistance",250,"[50,10,1]",0,[],[],"",0,"",[],1,0,"",16202
462,"SentinelMassive",247,"[30,40,40,1]",0,[],[],"",0,"",[],1,0,"",16203
463,"SentinelEchoing",245,"[100,100,1,1]",0,[],[],"",0,"",[],1,0,"",16204
464,"SentinelImpenetrable",248,"[100,100,100,0,0,0,1]",0,[],[],"",0,"",[],1,0,"",16205
465,"SentinelAdrenaline",1058,"[1,100,25,25,25,10]",0,[],[],"",0,"",[],1,0,"",16206
466,"SentinelEnduranceCharge",28,[],0,[],[],"",0,"",[],3,0,"",16207
467,"SentinelPowerCharge",29,[],0,[],[],"",0,"",[],3,0,"",16208
468,"SentinelFrenzyCharge",27,[],0,[],[],"",0,"",[],3,0,"",16209
469,"SentinelMalediction",1059,"[-10,10]",0,[],[],"",0,"",[],1,0,"",""
