"rownum","RewardOffer","i32","Character","Reward","RewardLevel","rid","i32","string","[rid]","RewardStack","bool","bool","[string]","i32","i32","[rid]","i32","rid","i32"
337,19,12,1,5780,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
338,19,13,1,5871,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
339,19,14,6,5557,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
340,19,15,6,5559,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
341,19,16,6,5558,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
342,19,17,6,5478,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
343,19,18,6,5748,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
344,19,19,6,5482,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
345,19,20,6,5480,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
346,19,21,6,5785,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
347,19,22,6,5918,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
348,19,23,0,5519,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
349,19,24,0,5479,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
350,19,25,0,5518,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
351,19,26,0,5490,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
352,19,27,0,5480,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
353,19,28,0,5748,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
354,19,29,0,5808,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
355,19,30,0,5671,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
356,19,31,0,5887,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
357,19,32,0,5911,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
358,19,33,4,5479,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
359,19,34,4,5654,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
360,19,35,4,5484,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
361,19,36,4,5520,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
362,19,37,4,5517,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
363,19,38,4,5773,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
364,19,39,4,5808,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
365,19,40,4,5670,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
366,19,41,4,5911,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
367,19,42,3,5654,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
368,19,43,3,5484,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
369,19,44,3,5483,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
370,19,45,3,5520,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
371,19,46,3,5517,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
372,19,47,3,5485,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
373,19,48,5,5557,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
374,19,49,5,5559,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
375,19,50,5,5558,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
376,19,51,5,5478,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
377,19,52,5,5485,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
378,19,53,5,5482,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
379,19,54,5,5477,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
380,19,55,5,5483,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
381,19,56,5,5521,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
382,19,57,5,5520,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
383,19,58,5,5780,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
384,19,59,5,5787,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
385,19,60,5,5814,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
386,19,61,2,5557,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
387,19,62,2,5559,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
388,19,63,2,5558,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
389,19,64,2,5478,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
390,19,65,2,5748,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
391,19,66,2,5477,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
392,19,67,2,5480,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
393,19,68,2,5519,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
394,19,69,2,5521,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
395,19,70,2,5520,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
396,19,71,2,5780,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
397,19,72,2,5787,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
398,19,73,2,5785,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
399,19,74,2,5911,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
400,22,0,"",4674,28,2,0,"",[],1,"","",[],1211,0,[],0,"",0
401,22,1,"",4675,28,2,0,"",[],1,"","",[],1211,0,[],0,"",0
402,22,2,"",4676,28,2,0,"",[],1,"","",[],1211,0,[],0,"",0
403,22,3,"",4677,28,2,0,"",[],1,"","",[],1211,0,[],0,"",0
404,24,0,1,5607,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
405,24,1,1,5594,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
406,24,2,1,5505,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
407,24,3,1,5596,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
408,24,4,1,5892,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
409,24,5,1,5462,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
410,24,6,1,5661,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
411,24,7,1,5738,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
412,24,8,1,5779,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
413,24,9,1,5781,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
414,24,10,1,5898,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
415,24,11,1,5931,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
416,24,12,1,5933,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
417,24,13,6,5669,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
418,24,14,6,5781,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
419,24,15,6,5594,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
420,24,16,6,5505,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
421,24,17,6,5467,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
422,24,18,6,5534,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
423,24,19,6,5761,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
424,24,20,6,5493,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
425,24,21,6,5776,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
426,24,22,6,5782,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
427,24,23,6,5884,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
428,24,24,0,5561,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
429,24,25,0,5669,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
430,24,26,0,5698,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
431,24,27,0,5713,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
432,24,28,0,5741,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
433,24,29,0,5916,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
434,24,30,4,5561,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
435,24,31,4,5669,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
436,24,32,4,5686,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
437,24,33,4,5403,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
438,24,34,4,5770,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
439,24,35,4,5795,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
440,24,36,4,5399,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
441,24,37,3,5763,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
442,24,38,3,5645,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
443,24,39,3,5686,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
444,24,40,3,5684,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
445,24,41,3,5404,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
446,24,42,3,5403,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
447,24,43,3,5830,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
448,24,44,3,5925,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
449,24,45,3,5932,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
450,24,46,5,5644,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
451,24,47,5,5596,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
452,24,48,5,5752,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
453,24,49,5,5753,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
454,24,50,5,5754,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
455,24,51,5,5687,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
456,24,52,5,5404,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
457,24,53,5,5403,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
458,24,54,5,5738,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
459,24,55,5,5779,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
460,24,56,5,5823,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
461,24,57,5,5898,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
462,24,58,2,5561,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
463,24,59,2,5645,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
464,24,60,2,5594,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
465,24,61,2,5687,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
466,24,62,2,5404,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
467,24,63,2,5403,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
468,24,64,2,5741,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
469,24,65,2,5782,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
470,24,66,2,5779,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
471,24,67,2,5898,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
472,24,68,2,5910,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
473,1,0,"",5163,4,0,0,"",[],1,"","",[],1211,0,[],0,"",0
474,1,1,"",5178,4,0,0,"",[],1,"","",[],1211,0,[],0,"",0
475,1,2,"",5200,4,0,0,"",[],1,"","",[],1211,0,[],0,"",0
476,2,0,1,5523,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
477,2,1,1,5744,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
478,2,2,1,5742,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
479,2,3,1,5722,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
480,2,4,1,5746,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
481,2,5,6,5734,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
482,2,6,6,5732,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
483,2,7,6,5721,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
484,2,8,6,5733,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
485,2,9,6,5744,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
486,2,10,6,5742,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
487,2,11,6,5745,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
488,2,12,0,5721,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
489,2,13,0,5733,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
490,2,14,0,5745,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
491,2,15,4,5732,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
492,2,16,4,5722,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
493,2,17,4,5460,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
494,2,18,4,5733,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
495,2,19,4,5743,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
496,2,20,4,5747,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
497,2,21,4,5745,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
498,2,22,3,5722,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
499,2,23,3,5733,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
500,2,24,3,5747,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
501,2,25,3,5743,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
502,2,26,5,5825,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
503,2,27,5,5523,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
504,2,28,5,5460,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
505,2,29,5,5733,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
506,2,30,5,5743,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
507,2,31,5,5744,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
508,2,32,5,5742,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
509,2,33,2,5732,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
510,2,34,2,5523,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
511,2,35,2,5734,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
512,2,36,2,5722,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
513,2,37,2,5460,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
514,2,38,2,5721,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
515,2,39,2,5745,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
516,2,40,2,5744,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
517,2,41,2,5743,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
518,2,42,2,5746,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
519,18,0,"",5307,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
520,20,0,"",5315,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
521,23,0,"",5316,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
522,25,0,1,5549,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
523,25,1,1,5550,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
524,25,2,1,5551,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
525,25,3,1,5567,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
526,25,4,1,5668,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
527,25,5,1,5705,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
528,25,6,1,5784,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
529,25,7,1,5788,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
530,25,8,1,5899,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
531,25,9,1,5815,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
532,25,10,1,5819,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
533,25,11,1,5878,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
534,25,12,1,5897,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
535,25,13,6,5549,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
536,25,14,6,5550,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
537,25,15,6,5551,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
538,25,16,6,5677,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
539,25,17,6,5567,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
540,25,18,6,5668,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
541,25,19,6,5784,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
542,25,20,6,5788,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
543,25,21,6,5809,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
544,25,22,6,5945,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
545,25,23,6,5878,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
546,25,24,6,5888,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
547,25,25,6,5524,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
548,25,26,0,5451,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
549,25,27,0,5677,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
550,25,28,0,5524,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
551,25,29,0,5497,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
552,25,30,0,5809,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
553,25,31,0,5806,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
554,25,32,0,5889,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
555,25,33,0,5909,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
556,25,34,4,5451,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
557,25,35,4,5677,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
558,25,36,4,5524,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
559,25,37,4,5679,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
560,25,38,4,5809,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
561,25,39,4,5806,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
562,25,40,4,5889,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
563,25,41,4,5909,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
564,25,42,3,5451,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
565,25,43,3,5555,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
566,25,44,3,5677,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
567,25,45,3,5679,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
568,25,46,3,5678,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
569,25,47,3,5697,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
570,25,48,3,5806,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
571,25,49,3,5879,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
572,25,50,3,5927,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
573,25,51,5,5879,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
574,25,52,5,5550,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
575,25,53,5,5551,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
576,25,54,5,5434,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
577,25,55,5,5678,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
578,25,56,5,5680,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
579,25,57,5,5697,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
580,25,58,5,5705,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
581,25,59,5,5758,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
582,25,60,5,5822,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
583,25,61,5,5784,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
584,25,62,5,5759,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
585,25,63,5,5878,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
586,25,64,5,5897,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
587,25,65,5,5899,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
588,25,66,2,5549,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
589,25,67,2,5550,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
590,25,68,2,5551,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
591,25,69,2,5451,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
592,25,70,2,5677,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
593,25,71,2,5678,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
594,25,72,2,5680,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
595,25,73,2,5784,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
596,25,74,2,5788,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
597,25,75,2,5897,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
598,25,76,2,5524,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
599,25,77,2,5909,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
600,6,0,"",5276,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
601,26,0,"",4645,30,2,0,"",[],1,"","",[],1211,0,[],0,"",0
602,26,1,"",4646,30,2,0,"",[],1,"","",[],1211,0,[],0,"",0
603,26,2,"",4647,30,2,0,"",[],1,"","",[],1211,0,[],0,"",0
604,9,0,"",5275,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
605,11,0,"",5278,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
606,27,0,"",5280,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
607,21,0,"",5283,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
608,5,0,"",5277,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
609,12,0,"",5279,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
610,13,0,"",6102,1,"",0,"",[],1,"","",[],1211,0,[],0,493,0
611,13,1,"",6103,1,"",0,"",[],1,"","",[],1211,0,[],0,494,0
612,13,2,"",6104,1,"",0,"",[],1,"","",[],1211,0,[],0,495,0
613,28,0,"",1,1,"",0,"WWW",[],1,"","",[],1211,0,[],0,302,0
614,28,1,"",1,1,"",0,"WWW",[],1,"","",[],1211,0,[],0,305,0
615,28,2,"",1,1,"",10,"WWW",[],1,"","",[],1211,0,[],0,303,0
616,28,3,"",1,1,"",0,"WWW",[],1,"","",[],1211,0,[],0,306,0
617,28,4,"",1,1,"",0,"WWW",[],1,"","",[],1211,0,[],0,308,0
618,28,5,"",1,1,"",0,"WWW",[],1,"","",[],1211,0,[],0,307,0
619,28,6,"",1,1,"",0,"WWW",[],1,"","",[],1211,0,[],0,309,0
620,28,7,"",1,1,"",0,"WWW",[],1,"","",[],1211,0,[],0,376,0
621,28,8,"",1,1,"",0,"WWW",[],1,"","",[],1211,0,[],0,377,0
622,29,0,"",1,1,"",0,"WWW",[],1,"","",[],1211,0,[],0,302,0
623,29,1,"",1,1,"",0,"WWW",[],1,"","",[],1211,0,[],0,304,0
624,29,2,"",1,1,"",0,"WWW",[],1,"","",[],1211,0,[],0,305,0
625,29,3,"",1,1,"",0,"WWW",[],1,"","",[],1211,0,[],0,310,0
626,29,4,"",1,1,"",20,"",[],1,"","",[],1211,0,[],0,311,0
627,29,5,"",1,1,"",0,"WWW",[],1,"","",[],1211,0,[],0,377,0
628,29,6,"",1,1,"",0,"",[],1,"","",[],1211,0,[],0,588,0
629,30,0,1,5563,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
630,30,1,1,5562,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
631,30,2,1,5431,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
632,30,3,1,5553,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
633,30,4,1,5437,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
634,30,5,1,5725,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
635,30,6,1,5729,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
636,30,7,1,5767,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
637,30,8,1,5775,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
638,30,9,1,5789,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
639,30,10,6,5563,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
640,30,11,6,5562,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
641,30,12,6,5431,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
642,30,13,6,5553,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
643,30,14,6,5437,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
644,30,15,6,5720,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
645,30,16,6,5775,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
646,30,17,6,5789,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
647,30,18,6,5881,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
648,30,19,6,5880,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
649,30,20,0,5563,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
650,30,21,0,5562,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
651,30,22,0,5431,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
652,30,23,0,5553,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
653,30,24,0,5437,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
654,30,25,0,5731,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
655,30,26,0,5775,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
656,30,27,0,5880,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
657,30,28,0,5928,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
658,30,29,0,5947,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
659,30,30,4,5563,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
660,30,31,4,5562,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
661,30,32,4,5431,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
662,30,33,4,5553,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
663,30,34,4,5437,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
664,30,35,4,5433,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
665,30,36,4,5828,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
666,30,37,4,5880,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
667,30,38,4,5928,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
668,30,39,3,5563,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
669,30,40,3,5562,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
670,30,41,3,5431,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
671,30,42,3,5553,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
672,30,43,3,5437,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
673,30,44,3,5766,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
674,30,45,3,5433,1,"",0,"",[],1,"","",[],1211,0,[],0,"",0
