"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","rid"
813,1414,"","","",[319],[4],[],"",[33],[14],"",[],"",[],[],""
814,1415,"","","",[319],[4],[],"",[34],[14],"",[],"",[],[],""
815,1416,"","","",[319],[4],[],"",[35],[14],"",[],"",[],[],""
816,1417,"","","",[319],[4],[],"",[36],[14],"",[],"",[],[],""
817,1418,"","","",[319],[4],[],"",[37],[14],"",[],"",[],[],""
818,1419,"","","",[319],[4],[],"",[38],[14],"",[],"",[],[],""
819,1420,"","","",[319],[4],[],"",[39],[14],"",[],"",[],[],""
820,1421,"","","",[319],[4],[],"",[40],[14],"",[],"",[],[],""
821,1422,"","","",[319],[4],[],"",[41],[14],"",[],"",[],[],""
822,1423,"","","",[319],[4],[],"",[42],[14],"",[],"",[],[],""
823,1424,"","","",[319],[4],[],"",[43],[14],"",[],"",[],[],""
824,1425,"","","",[319],[4],[],"",[44],[14],"",[],"",[],[],""
825,1426,"","","",[319],[4],[],"",[45],[14],"",[],"",[],[],""
826,1427,"","","",[319],[4],[],"",[46],[14],"",[],"",[],[],""
827,1428,"","","",[319],[4],[],"",[47],[14],"",[],"",[],[],""
828,1429,"","","",[319],[4],[],"",[48],[14],"",[],"",[],[],""
829,1430,"","","",[319],[4],[],"",[49],[14],"",[],"",[],[],""
830,1431,"","","",[319],[4],[],"",[50],[14],"",[],"",[],[],""
831,1432,"","","",[319],[4],[],"",[51],[14],"",[],"",[],[],""
832,1433,"","","",[319],[4],[],"",[52],[14],"",[],"",[],[],""
833,1434,"","","",[319],[4],[],"",[53],[14],"",[],"",[],[],""
834,1435,"","","",[319],[4],[],"",[54],[14],"",[],"",[],[],""
835,1436,"","","",[319],[4],[],"",[55],[14],"",[],"",[],[],""
836,1437,"","","",[319],[4],[],"",[56],[14],"",[],"",[],[],""
837,1438,"","","",[319],[4],[],"",[57],[14],"",[],"",[],[],""
838,1439,"","","",[319],[4],[],"",[58],[14],"",[],"",[],[],""
839,1440,"","","",[319],[4],[],"",[59],[14],"",[],"",[],[],""
840,1441,"","","",[319],[4],[],"",[60],[14],"",[],"",[],[],""
841,1442,"","","",[319],[4],[],"",[61],[14],"",[],"",[],[],""
842,1443,"","","",[319],[4],[],"",[62],[14],"",[],"",[],[],""
843,1444,"","","",[319],[4],[],"",[63],[14],"",[],"",[],[],""
844,1445,"","","",[319],[4],[],"",[64],[14],"",[],"",[],[],""
845,1446,"","","",[319],[4],[],"",[65],[14],"",[],"",[],[],""
846,1447,"","","",[319],[4],[],"",[66],[14],"",[],"",[],[],""
847,1448,"","","",[319],[4],[],"",[67],[14],"",[],"",[],[],""
848,1449,"","","",[319],[4],[],"",[68],[14],"",[],"",[],[],""
849,1450,"","","",[319],[4],[],"",[69],[14],"",[],"",[],[],""
850,1451,"","","",[319],[4],[],"",[70],[14],"",[],"",[],[],""
851,1452,"","","",[319],[4],[],"",[71],[14],"",[],"",[],[],""
852,1453,"","","",[319],[4],[],"",[72],[14],"",[],"",[],[],""
853,1454,"","","",[319],[4],[],"",[73],[14],"",[],"",[],[],""
854,1455,"","","",[319],[4],[],"",[74],[14],"",[],"",[],[],""
855,1456,"","","",[319],[4],[],"",[75],[14],"",[],"",[],[],""
856,1457,"","","",[319],[4],[],"",[94],[14],"",[],"",[],[],""
857,1458,"","","",[319],[4],[],"",[95],[14],"",[],"",[],[],""
858,1459,"","","",[319],[4],[],"",[96],[14],"",[],"",[],[],""
859,1460,"","","",[319],[4],[],"",[97],[14],"",[],"",[],[],""
860,1461,"","","",[319],[4],[],"",[98],[14],"",[],"",[],[],""
861,1462,"","","",[319],[4],[],"",[99],[14],"",[],"",[],[],""
862,1463,"","","",[319],[4],[],"",[100],[14],"",[],"",[],[],""
863,1464,"","","",[319],[4],[],"",[101],[14],"",[],"",[],[],""
864,1465,"","","",[319],[4],[],"",[102],[14],"",[],"",[],[],""
865,1466,"","","",[319],[4],[],"",[103],[14],"",[],"",[],[],""
866,1467,"","","",[319],[4],[],"",[104],[14],"",[],"",[],[],""
867,1468,"","","",[319],[4],[],"",[105],[14],"",[],"",[],[],""
868,1469,"","","",[319],[4],[],"",[106],[14],"",[],"",[],[],""
869,1470,"","","",[319],[4],[],"",[107],[14],"",[],"",[],[],""
870,1471,"","","",[319],[4],[],"",[108],[14],"",[],"",[],[],""
871,1472,"","","",[319],[4],[],"",[109],[14],"",[],"",[],[],""
872,1473,"","","",[319],[4],[],"",[110],[14],"",[],"",[],[],""
873,1474,"","","",[319],[4],[],"",[111],[14],"",[],"",[],[],""
874,1475,"","","",[319],[4],[],"",[112],[14],"",[],"",[],[],""
875,1476,"","","",[319],[4],[],"",[113],[14],"",[],"",[],[],""
876,1477,"","","",[319],[4],[],"",[114],[14],"",[],"",[],[],""
877,1478,"","","",[319],[4],[],"",[115],[14],"",[],"",[],[],""
878,1479,"","","",[319],[4],[],"",[116],[14],"",[],"",[],[],""
879,1480,"","","",[319],[4],[],"",[117],[14],"",[],"",[],[],""
880,1481,"","","",[319],[4],[],"",[118],[14],"",[],"",[],[],""
881,1482,"","","",[319],[4],[],"",[119],[14],"",[],"",[],[],""
882,1483,"","","",[319],[4],[],"",[120],[14],"",[],"",[],[],""
883,1484,"","","",[319],[4],[],"",[121],[14],"",[],"",[],[],""
884,1485,"","","",[319],[4],[],"",[122],[14],"",[],"",[],[],""
885,1486,"","","",[319],[4],[],"",[123],[14],"",[],"",[],[],""
886,1487,"","","",[319],[4],[],"",[124],[14],"",[],"",[],[],""
887,1488,"","","",[319],[4],[],"",[125],[14],"",[],"",[],[],""
888,1489,"","","",[319],[4],[],"",[126],[14],"",[],"",[],[],""
889,1490,"","","",[319],[4],[],"",[127],[14],"",[],"",[],[],""
890,1491,"","","",[319],[4],[],"",[128],[14],"",[],"",[],[],""
891,1492,"","","",[319],[4],[],"",[129],[14],"",[],"",[],[],""
892,1493,"","","",[319],[4],[],"",[130],[14],"",[],"",[],[],""
893,1494,"","","",[319],[4],[],"",[131],[14],"",[],"",[],[],""
894,1495,"","","",[319],[4],[],"",[132],[14],"",[],"",[],[],""
895,1496,"","","",[319],[4],[],"",[133],[14],"",[],"",[],[],""
896,1497,"","","",[319],[4],[],"",[134],[14],"",[],"",[],[],""
897,1498,"","","",[319],[4],[],"",[135],[14],"",[],"",[],[],""
898,1499,"","","",[319],[4],[],"",[136],[14],"",[],"",[],[],""
899,1500,"","","",[319],[4],[],"",[137],[14],"",[],"",[],[],""
900,1501,"","","",[319],[4],[],"",[138],[14],"",[],"",[],[],""
901,1502,"","","",[319],[4],[],"",[139],[14],"",[],"",[],[],""
902,1503,"","","",[319],[4],[],"",[140],[14],"",[],"",[],[],""
903,1504,"","","",[319],[4],[],"",[141],[14],"",[],"",[],[],""
904,1505,"","","",[319],[4],[],"",[142],[14],"",[],"",[],[],""
905,1506,"","","",[319],[4],[],"",[143],[14],"",[],"",[],[],""
906,1507,"","","",[319],[4],[],"",[144],[14],"",[],"",[],[],""
907,1508,"","","",[319],[4],[],"",[145],[14],"",[],"",[],[],""
908,1509,"","","",[319],[4],[],"",[146],[14],"",[],"",[],[],""
909,1510,"","","",[319],[4],[],"",[147],[14],"",[],"",[],[],""
910,1511,"","","",[319],[4],[],"",[148],[14],"",[],"",[],[],""
911,1512,"","","",[319],[4],[],"",[149],[14],"",[],"",[],[],""
912,1513,"","","",[319],[4],[],"",[150],[14],"",[],"",[],[],""
913,1514,"","","",[319],[4],[],"",[151],[14],"",[],"",[],[],""
914,1515,"","","",[319],[4],[],"",[152],[14],"",[],"",[],[],""
915,1516,"","","",[319],[4],[],"",[153],[14],"",[],"",[],[],""
916,1517,"","","",[319],[4],[],"",[154],[14],"",[],"",[],[],""
917,1518,"","","",[319],[4],[],"",[155],[14],"",[],"",[],[],""
918,1519,"","","",[319],[4],[],"",[156],[14],"",[],"",[],[],""
919,1520,"","","",[319],[4],[],"",[157],[14],"",[],"",[],[],""
920,1521,"","","",[319],[4],[],"",[158],[14],"",[],"",[],[],""
921,1522,"","","",[319],[4],[],"",[159],[14],"",[],"",[],[],""
922,1523,"","","",[319],[4],[],"",[160],[14],"",[],"",[],[],""
923,1524,"","","",[319],[4],[],"",[161],[14],"",[],"",[],[],""
924,1525,"","","",[319],[4],[],"",[162],[14],"",[],"",[],[],""
925,1526,"","","",[319],[4],[],"",[163],[14],"",[],"",[],[],""
926,1527,"","","","[347,1302]",[],[5600],"","[4,4]",[36],"",[],"",[],[],""
927,1528,"",4299,"",[],[25],[],"",[],[7],"",[],"",[],[],""
928,1529,"",4300,"",[],[23],[],"",[],[12],"",[],"",[],[],""
929,1530,"",4301,"",[],[22],[],"",[],[11],"",[],"",[],[],""
930,1531,"",4302,"",[],[24],[],"",[],[9],"",[],"",[],[],""
931,1532,"","",4303,[],[24],[],"",[],[10],"",[],"",[],[],""
932,1533,"",4304,"",[],[25],[],"",[],[7],"",[],"",[],[],""
933,1534,"",4305,"",[],[23],[],"",[],[12],"",[],"",[],[],""
934,1535,"",4306,"",[],[22],[],"",[],[11],"",[],"",[],[],""
935,1536,"",4307,"",[],[24],[],"",[],[9],"",[],"",[],[],""
936,1538,"","",4308,[],[24],[],"",[],[10],"",[],"",[],[],""
937,1539,"","",4309,[],[24],[],"",[],[10],"",[],"",[],[],""
938,1540,"",4310,"",[],[25],[],"",[],[7],"",[],"",[],[],""
939,1541,"",4311,"",[],[23],[],"",[],[12],"",[],"",[],[],""
940,1542,"",4312,"",[],[22],[],"",[],[11],"",[],"",[],[],""
941,1543,"",4313,"",[],[24],[],"",[],[9],"",[],"",[],[],""
942,1544,"","",4314,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
943,1545,"","",4317,[],[21],[],"",[],[15],"",[],"",[],[],""
944,1549,76,"","",[1368],[23],[],"",[34],[13],"",[],"",[],[],""
945,1547,"",4315,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],""
946,1548,"",4316,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],""
947,1553,"","",4318,[],[24],[],"",[],[10],"",[],"",[],[],""
948,1554,"","",4319,[],[24],[],"",[],[10],"",[],"",[],[],""
949,1555,"",4320,"",[],[25],[],"",[],[7],"",[],"",[],[],""
950,1556,"",4321,"",[],[23],[],"",[],[12],"",[],"",[],[],""
951,1557,"",4322,"",[],[22],[],"",[],[11],"",[],"",[],[],""
952,1558,"",4323,"",[],[24],[],"",[],[9],"",[],"",[],[],""
953,1559,"","",4324,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
954,1561,75,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
955,1562,"",4325,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],""
956,1563,"",4326,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],""
957,1564,"","","",[1368],[23],[],"",[33],[13],"",[],"",[],[],""
958,1566,"","","",[347],[],"[5649,5650,5651]","",[7],[36],"",[],"",[],[],""
959,1546,71,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
960,1550,"","","",[347],[],[5402],"",[-9],[36],"",[],"",[],[],""
961,1551,"","","",[347],[],"[5649,5650,5651]","",[6],[36],"",[],"",[],[],""
962,1568,"","",4328,[],[24],[],"",[],[10],"",[],"",[],[],""
963,1569,"","",4329,[],[24],[],"",[],[10],"",[],"",[],[],""
964,1570,"",4330,"",[],[25],[],"",[],[7],"",[],"",[],[],""
965,1571,"",4331,"",[],[23],[],"",[],[12],"",[],"",[],[],""
966,1572,"",4332,"",[],[22],[],"",[],[11],"",[],"",[],[],""
967,1573,"",4333,"",[],[24],[],"",[],[9],"",[],"",[],[],""
968,1574,"","",4334,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
969,1575,77,"","",[1368],[23],[],"",[35],[13],"",[],"",[],[],""
970,1577,"",4335,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],""
971,1578,"",4336,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],""
972,1579,"","","",[347],[],[5717],"",[4],[36],"",[],"",[],[],""
973,1580,72,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
974,1581,73,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
975,1582,"","",4337,[],[24],[],"",[],[10],"",[],"",[],[],""
976,1583,"",4338,"",[],[25],[],"",[],[7],"",[],"",[],[],""
977,1584,"",4339,"",[],[23],[],"",[],[12],"",[],"",[],[],""
978,1585,"",4340,"",[],[22],[],"",[],[11],"",[],"",[],[],""
979,1586,"",4341,"",[],[24],[],"",[],[9],"",[],"",[],[],""
980,1587,"","",4342,[],[24],[],"",[],[10],"",[],"",[],[],""
981,1588,"","",4343,[],[24],[],"",[],[10],"",[],"",[],[],""
982,1589,"","","","[347,2678]",[],[5633],"","[3,4]",[36],"",[],"",[],[],""
983,1590,74,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
984,1591,"","",4344,[],[21],[],"",[],[15],"",[],"",[],[],""
985,1592,"","",4345,[],[21],[],"",[],[15],"",[],"",[],[],""
986,1593,"",4346,"",[],[25],[],"",[],[7],"",[],"",[],[],""
987,1594,"",4347,"",[],[23],[],"",[],[12],"",[],"",[],[],""
988,1595,"",4348,"",[],[22],[],"",[],[11],"",[],"",[],[],""
989,1596,"",4349,"",[],[24],[],"",[],[9],"",[],"",[],[],""
990,1597,"",4350,"",[],[26],[],"",[],[4],"",[],"",[],[],""
991,1602,"",4351,"",[],[25],[],"",[],[7],"",[],"",[],[],""
992,1560,"","",4327,[],[21],[],"",[],[15],"",[],"",[],[],""
993,1565,"","","","[347,1302,1725]",[],"[5486,5614]","","[1,3,2]",[36],"",[],"",[],[],""
994,1604,"",4352,"",[],[25],[],"",[],[7],"",[],"",[],[],""
995,1605,"",4353,"",[],[26],[],"",[],[4],"",[],"",[],[],""
996,1606,"",4354,"",[],[25],[],"",[],[7],"",[],"",[],[],""
997,1607,"",4355,"",[],[23],[],"",[],[12],"",[],"",[],[],""
998,1608,"",4356,"",[],[22],[],"",[],[11],"",[],"",[],[],""
999,1609,"",4357,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1000,1610,"","","",[347],[],[5466],"",[2],[36],"",[],"",[],[],""
1001,1612,"",4358,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1002,1613,"","","",[347],[],[5403],"",[1],[36],"",[],"",[],[],""
1003,1614,"","","",[1222],[],"[5532,5548,5534,5535,5541,5546,5542,5566,5688,5830,5826]","",[10],[36],"",[],"",[],[],""
1004,1615,"","","","[347,1302,2678]",[],[5399],"","[3,1,4]",[36],"",[],"",[],[],""
1005,1616,"","","",[347],[],[5404],"",[1],[36],"",[],"",[],[],""
1006,1617,"","","",[347],[],[5404],"",[2],[36],"",[],"",[],[],""
1007,1618,"","","","[347,2678,9196]",[],[5421],"","[2,4,33]",[36],"",[],"",[],[],""
1008,1619,"","","",[1302],[],[5416],"",[3],[36],"",[],"",[],[],""
1009,1620,"",4359,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1010,1621,"",4360,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1011,1622,"",4361,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1012,1623,"",4362,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1013,1624,"","",4363,[],[24],[],"",[],[10],"",[],"",[],[],""
1014,1626,"","","",[347],[],[5661],"",[1],[36],"",[],"",[],[],""
1015,1627,"",4364,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1016,1628,"",4365,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1017,1629,"",4366,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1018,1630,"",4367,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1019,1631,"","",4368,[],[24],[],"",[],[10],"",[],"",[],[],""
1020,1632,"","","",[7780],[],"[5745,5832]","",[1],[36],"",[],"",[],[],""
1021,1633,"",4369,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1022,1634,"",4370,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1023,1635,"",4371,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1024,1636,"",4372,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1025,1637,"","",4373,[],[24],[],"",[],[10],"",[],"",[],[],""
1026,1638,"","","",[7780],[],"[5745,5832]","",[2],[36],"",[],"",[],[],""
1027,1639,"",4374,4374,[],[25],[],"",[],"[7,8,21]","",[],"",[],[],""
1028,1640,"",4375,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1029,1641,"","",4376,[],[24],[],"",[],[10],"",[],"",[],[],""
1030,1643,"","",4377,[],[24],[],"",[],[10],"",[],"",[],[],""
1031,1644,"","",4378,[],[24],[],"",[],[10],"",[],"",[],[],""
1032,1645,79,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1033,1649,"","",4380,[],[21],[],"",[],[15],"",[],"",[],[],""
1034,1650,80,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1035,1654,"","",4379,[],[24],[],"",[],[10],"",[],"",[],[],""
1036,1655,"",4381,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1037,1656,"",4382,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1038,1657,"",4383,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1039,1658,"",4384,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1040,1664,"",4390,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1041,1665,"",4391,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1042,1666,"",4392,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1043,1667,"",4393,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1044,1668,"",4394,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1045,1669,"","",4395,[],[24],[],"",[],[10],"",[],"",[],[],""
1046,1670,"","",4396,[],[24],[],"",[],[10],"",[],"",[],[],""
1047,1671,"","",4397,[],[21],[],"",[],[15],"",[],"",[],[],""
1048,1672,"","","",[347],[],[5674],"",[5],[36],"",[],"",[],[],""
1049,1673,"","","",[347],[],"[5649,5650,5651]","",[8],[36],"",[],"",[],[],""
1050,1675,"","",4398,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1051,1676,"","","",[1368],[23],[],"",[36],[13],"",[],"",[],[],""
1052,1677,"",4399,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],""
1053,1678,"",4400,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],""
1054,1679,81,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
1055,1680,"",4401,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1056,1681,"",4402,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1057,1682,"",4403,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1058,1683,"",4404,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1059,1684,"","",4405,[],[24],[],"",[],[10],"",[],"",[],[],""
1060,1685,"","",4406,[],[24],[],"",[],[10],"",[],"",[],[],""
1061,1686,"","",4407,[],[21],[],"",[],[15],"",[],"",[],[],""
1062,1687,"","","","[347,1302,1725]",[],"[5486,5614]","","[2,5,3]",[36],"",[],"",[],[],""
1063,1688,"","","",[347],[],"[5649,5650,5651]","",[9],[36],"",[],"",[],[],""
1064,1690,"","",4408,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1065,1691,"","","",[1368],[23],[],"",[37],[13],"",[],"",[],[],""
1066,1692,"",4409,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],""
1067,1693,"",4410,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],""
1068,1694,82,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
1069,1695,"",4411,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1070,1696,"",4412,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1071,1697,"",4413,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1072,1698,"",4414,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1073,1699,"","",4415,[],[24],[],"",[],[10],"",[],"",[],[],""
1074,1700,"","",4416,[],[24],[],"",[],[10],"",[],"",[],[],""
1075,1702,"","",4417,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1076,1703,83,"","",[1368],[23],[],"",[38],[13],"",[],"",[],[],""
1077,1659,"",4385,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1078,1660,"",4386,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1079,1661,"",4387,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1080,1662,"",4388,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1081,1663,"","",4389,[],[24],[],"",[],[10],"",[],"",[],[],""
1082,1704,"","","","[347,1302]",[],[5412],"","[1,2]",[36],"",[],"",[],[],""
1083,1705,"","","",[347],[],[5412],"",[4],[36],"",[],"",[],[],""
1084,1706,"","","","[347,12048,2678]",[],[5738],"","[7,25,18]",[36],"",[],"",[],[],""
1085,1707,"",4418,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1086,1708,"",4419,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1087,1709,"",4420,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1088,1710,"",4421,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1089,1711,"","",4422,[],[24],[],"",[],[10],"",[],"",[],[],""
1090,1712,"",4423,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1091,1713,"","",4424,[],[24],[],"",[],[10],"",[],"",[],[],""
1092,1714,"",4425,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1093,1715,"",4426,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1094,1716,"",4427,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1095,1717,"",4428,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1096,1719,"","","",[347],[],[5645],"",[2],[36],"",[],"",[],[],""
1097,1720,"",4429,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1098,1721,"",4430,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1099,1722,"",4431,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1100,1723,"",4432,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1101,1724,"","",4433,[],[24],[],"",[],[10],"",[],"",[],[],""
1102,1725,"","","",[347],[],[5667],"",[1],[36],"",[],"",[],[],""
1103,1726,"","",4434,[],[21],[],"",[],[15],"",[],"",[],[],""
1104,1727,"","",4435,[],[24],[],"",[],[10],"",[],"",[],[],""
1105,1728,"","",4436,[],[24],[],"",[],[10],"",[],"",[],[],""
1106,1729,"","","",[347],[],"[5652,5649,5650,5653,5651]","",[10],[36],"",[],"",[],[],""
1107,1730,"","","","[347,1302,1725]",[],"[5512,5610]","","[-4,3,3]",[36],"",[],"",[],[],""
1108,1731,"","","","[347,9196,1725,12048]",[],"[5457,5611]","","[17,49,3,14]",[36],"",[],"",[],[],""
1109,1732,"","","","[347,1302]",[],"[5457,5611]","","[18,2]",[36],"",[],"",[],[],""
1110,1733,"",4437,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1111,1734,"",4438,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1112,1735,"",4439,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1113,1736,"",4440,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1114,1742,"","",4441,[],[21],[],"",[],[15],"",[],"",[],[],""
1115,1737,"",4442,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1116,1738,"",4443,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1117,1739,"",4444,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1118,1740,"",4445,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1119,1741,"","",4446,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1120,1743,"","",4447,[],[21],[],"",[],[15],"",[],"",[],[],""
1121,1744,"",4448,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1122,1745,"",4449,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1123,1746,"",4450,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1124,1747,"",4451,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1125,1748,"",4452,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1126,1749,"",4453,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1127,1750,"",4454,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1128,1751,"",4455,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1129,1752,"",4456,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1130,1753,"",4457,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1131,1754,"",4458,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1132,1755,"",4459,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1133,1756,"",4460,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1134,1757,"","",4461,[],[24],[],"",[],[10],"",[],"",[],[],""
1135,1758,"","",4462,[],[24],[],"",[],[10],"",[],"",[],[],""
1136,1759,"","",4463,[],[24],[],"",[],[10],"",[],"",[],[],""
1137,1760,"","",4464,[],[24],[],"",[],[10],"",[],"",[],[],""
1138,1761,"","",4465,[],[24],[],"",[],[10],"",[],"",[],[],""
1139,1762,"","",4466,[],[24],[],"",[],[10],"",[],"",[],[],""
1140,1763,84,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
1141,1764,85,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
1142,1768,"","",4467,[],[21],[],"",[],[15],"",[],"",[],[],""
1143,1769,"","",4468,[],[21],[],"",[],[15],"",[],"",[],[],""
1144,1770,"","","",[347],[],"[5652,5649,5650,5653,5651]","",[11],[36],"",[],"",[],[],""
1145,1771,"","","",[347],[],"[5652,5649,5650,5653,5651]","",[12],[36],"",[],"",[],[],""
1146,1772,"",4469,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],""
1147,1773,"",4470,"",[],[13],[],"",[],[1],"",[],"",[],[],""
1148,1774,"",4471,"",[],"[16,17,15,14,9,11,12,32,10,57]",[],"",[],"[1,4]","",[],"",[],[],""
1149,1775,"","","","[347,1302]",[],"[5486,5614]","","[4,6]",[36],"",[],"",[],[],""
1150,1776,"","","",[1302],[],[5416],"",[4],[36],"",[],"",[],[],""
1151,1777,"","",4472,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1152,1778,"","",4473,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1153,1779,"","",4474,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1154,1780,"","","",[1368],[23],[],"",[39],[13],"",[],"",[],[],""
1155,1781,"","","",[1368],[23],[],"",[40],[13],"",[],"",[],[],""
1156,1782,"","","",[1368],[23],[],"",[41],[13],"",[],"",[],[],""
