"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag"
164,163,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],""
165,164,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],""
166,165,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],""
167,166,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],""
168,167,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],""
169,168,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],""
170,169,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],""
171,170,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],""
172,171,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],""
173,172,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],""
174,173,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property","[7719,8324]","","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],""
175,174,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property","[7719,8324]","","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],""
176,175,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property","[7719,8324]","","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],""
177,176,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property","[7719,8324]","","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],""
178,177,9,2,"corrupt_monolith","Right click this item then left click a monster trapped by Essences to corrupt them. Corrupted Essences cannot be modified again.","","Corrupts the Essences trapping a monster, modifying them unpredictably","[1027,7712]","","","",[],[],5000,"Use this item on a monster trapped by Essences to corrupt them. Corrupted Essences cannot be modified again.",0,"","",[],[],[],19,[],""
179,178,10,2,"add_atlas_mod_low","Right click this item then left click a Voidstone to apply it.","","Adds or rerolls a modifier on a Voidstone.",[],"","","","[2,6]","[10,10]",5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Voidstone to apply it.",0,"","",[],[],[],19,[],""
180,179,10,2,"add_atlas_mod_mid","Right click this item then left click a Voidstone to apply it.","","Adds or rerolls a modifier on a Voidstone.",[],"","","","[2,6]","[20,10]",5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Voidstone to apply it.",0,"","",[],[],[],19,[],""
181,180,10,2,"add_atlas_mod_high","Right click this item then left click a Voidstone to apply it.","","Adds or rerolls a modifier on a Voidstone.",[4223],"","","","[2,6]","[30,10]",5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Voidstone to apply it.",0,"","",[],[],[],19,[],""
182,181,10,2,"add_atlas_mod_maven","Right click this item then left click a Voidstone to apply it.","","Adds or rerolls a modifier on a Voidstone.",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Voidstone to apply it.",0,"","",[],[],[],19,[],""
183,182,10,6,"seal_map_low","Right click this item then left click a white map on the Atlas to apply it.","","Uncompletes a white map on the Atlas",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a white map on the Atlas to apply it.",0,"","",[],[],[],19,[],""
184,183,10,6,"seal_map_mid","Right click this item then left click a yellow or white map on the Atlas to apply it.","","Uncompletes a yellow or white map on the Atlas",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a yellow or white map on the Atlas to apply it.",0,"","",[],[],[],19,[],""
185,184,10,6,"seal_map_high","Right click this item then left click any map on the Atlas to apply it.","","Uncompletes any map on the Atlas",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on any map on the Atlas to apply it.",0,"","",[],[],[],19,[],""
186,186,100,3,"","Combine 100 Splinters to create Xoph's Breachstone.",6655,"",[],"","","",[],[],5000,"Combine 100 Splinters to create Xoph's Breachstone.",0,"","",[],[],[],19,[],""
187,187,100,3,"","Combine 100 Splinters to create Tul's Breachstone.",6656,"",[],"","","",[],[],5000,"Combine 100 Splinters to create Tul's Breachstone.",0,"","",[],[],[],19,[],""
188,188,100,3,"","Combine 100 Splinters to create Esh's Breachstone.",6657,"",[],"","","",[],[],5000,"Combine 100 Splinters to create Esh's Breachstone.",0,"","",[],[],[],19,[],""
189,189,100,3,"","Combine 100 Splinters to create Uul-Netol's Breachstone.",6658,"",[],"","","",[],[],5000,"Combine 100 Splinters to create Uul-Netol's Breachstone.",0,"","",[],[],[],19,[],""
190,190,100,3,"","Combine 100 splinters to create Chayula's Breachstone.",6659,"",[],"","","",[],[],5000,"Combine 100 splinters to create Chayula's Breachstone.",0,"","",[],[],[],19,[],""
191,191,10,2,"upgrade_breach_item","Right click this item then left click an applicable breach unique item to upgrade it.","","Upgrades a breach unique item or breachstone to a more powerful version",[7036],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable breach unique item to upgrade it.",0,"","",[],[],[],19,[],""
192,192,10,2,"upgrade_breach_item","Right click this item then left click an applicable breach unique item to upgrade it.","","Upgrades a breach unique item or breachstone to a more powerful version",[7036],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable breach unique item to upgrade it.",0,"","",[],[],[],19,[],""
193,193,10,2,"upgrade_breach_item","Right click this item then left click an applicable breach unique item to upgrade it.","","Upgrades a breach unique item or breachstone to a more powerful version",[7036],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable breach unique item to upgrade it.",0,"","",[],[],[],19,[],""
194,194,10,2,"upgrade_breach_item","Right click this item then left click an applicable breach unique item to upgrade it.","","Upgrades a breach unique item or breachstone to a more powerful version",[7036],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable breach unique item to upgrade it.",0,"","",[],[],[],19,[],""
195,195,10,2,"upgrade_breach_item","Right click this item then left click an applicable breach unique item to upgrade it.","","Upgrades a breach unique item or breachstone to a more powerful version",[7036],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable breach unique item to upgrade it.",0,"","",[],[],[],19,[],""
196,196,100,3,"","Combine 100 Splinters to create a Timeless Karui Emblem.",6680,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Karui Emblem.",0,"","",[],[],[],19,[],""
197,197,100,3,"","Combine 100 Splinters to create a Timeless Maraketh Emblem.",6681,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Maraketh Emblem.",0,"","",[],[],[],19,[],""
198,198,100,3,"","Combine 100 Splinters to create a Timeless Eternal Emblem.",6682,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Eternal Emblem.",0,"","",[],[],[],19,[],""
199,199,100,3,"","Combine 100 Splinters to create a Timeless Templar Emblem.",6683,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Templar Emblem.",0,"","",[],[],[],19,[],""
200,200,100,3,"","Combine 100 Splinters to create a Timeless Vaal Emblem.",6684,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Vaal Emblem.",0,"","",[],[],[],19,[],""
201,201,300,3,"","Combine 300 Splinters to create a Simulacrum.",6690,"",[],"","","",[],[],5000,"Combine 300 Splinters to create a Simulacrum.",0,"","",[],[],[],19,[],""
202,202,20,2,"remove_random_mod","Right click this item then left click on a magic or rare item to apply it.","","Removes a random modifier from an item",[8342],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a magic or rare item to apply it.",0,"","",[],[],[],19,[],""
203,203,20,2,"transmute_to_rare_with_sockets","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to a rare item with up to four linked sockets",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],""
204,204,20,2,"reroll_map_type","Right click this item then left click a map to apply it.","","Reforges a map item as another of the same tier",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a map to apply it.",0,"","",[7008],[],[],19,[],""
205,205,20,2,"upgrade_map_tier","Right click this item then left click a map to apply it.","","Reforges a map item as another of a higher tier",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a map to apply it.",0,"","",[7009],[],[],19,[],""
206,206,20,2,"add_strongbox_quality","Right click this item then left click a Strongbox to apply it. Has greater effect on lower rarity Strongboxes. The maximum quality is 20%.","","Improves the quality of a Strongbox",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Strongbox to apply it. Has greater effect on lower rarity Strongboxes. The maximum quality is 20%.",0,"","",[],[],[],19,[],""
207,207,20,2,"add_strongbox_quality_infused","Right click this item then left click a Strongbox to apply it.","","Greatly improves the quality and rewards of a Strongbox and strengthens its defenders",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Strongbox to apply it.",0,"","",[],[],[],19,[],""
208,208,20,2,"reroll_unique","Right click this item then left click a unique item to apply it.","","Reforges a unique item as another of the same item class",[8522],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a unique item to apply it.",0,"","",[],[],[],19,[],""
209,209,20,3,"","A stack of 20 shards becomes an Orb of Annulment.",202,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Orb of Annulment",0,"","",[],[],[],19,[],""
210,210,20,3,"","A stack of 20 shards becomes an Orb of Binding.",203,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Orb of Binding",0,"","",[],[],[],19,[],""
211,211,20,3,"","A stack of 20 shards becomes an Orb of Horizons.",204,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Orb of Horizons",0,"","",[],[],[],19,[],""
212,212,20,3,"","A stack of 20 shards becomes a Harbinger's Orb.",205,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Harbinger's Orb",0,"","",[],[],[],19,[],""
213,213,20,3,"","A stack of 20 shards becomes an Engineer's Orb.",206,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Engineer's Orb",0,"","",[],[],[],19,[],""
214,214,20,3,"","A stack of 20 shards becomes an Ancient Orb.",208,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Ancient Orb",0,"","",[],[],[],19,[],""
215,215,20,3,"","A stack of 20 shards becomes a Chaos Orb.",2,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Chaos Orb",0,"","",[],[],[],19,[],""
216,216,20,3,"","A stack of 20 shards becomes a Mirror of Kalandra.",5,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Mirror of Kalandra",0,"","",[],[],[],19,[],""
217,217,20,3,"","A stack of 20 shards becomes an Exalted Orb.",13,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Exalted Orb",0,"","",[],[],[],19,[],""
218,218,20,3,"","A stack of 20 shards becomes a Regal Orb.",14,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Regal Orb",0,"","",[],[],[],19,[],""
219,6619,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
220,6620,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
221,6621,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
222,6622,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
223,6624,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
224,6625,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
225,6626,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
226,6627,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
227,6629,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
228,6630,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
229,6631,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
230,6632,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
231,6634,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
232,6635,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
233,6636,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
234,6637,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
235,6639,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
236,6640,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
237,6641,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
238,6642,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
239,6644,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
240,6645,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
241,6646,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
242,6647,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
243,6649,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
244,6650,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
245,6651,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
246,6652,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],""
247,6654,1,3,"","Can be used in a personal Map Device, allowing you to capture the Soul of the Map's Boss. The Vessel containing the captured Soul can be retrieved from the Map Device. You must be in the Map when the boss is defeated.","","Unique Boss deals 10% increased Damage\r\nUnique Boss has 10% increased Attack and Cast Speed\r\nUnique Boss has 10% increased Life\r\nUnique Boss has 20% increased Area of Effect",[],"","","",[],[],5000,"Can be used in a personal Map Device, allowing you to capture the Soul of the Map's Boss. The Vessel containing the captured Soul can be retrieved from the Map Device. You must be in the Map when the boss is defeated.",0,"","",[],[],[],19,[],""
248,6655,1,3,"","Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 70",[],"","","",[],[],5000,"Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
249,6656,1,3,"","Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 70",[],"","","",[],[],5000,"Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
250,6657,1,3,"","Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 70",[],"","","",[],[],5000,"Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
251,6658,1,3,"","Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n150% increased Experience Gain\r\nMonster Level: 75",[],"","","",[],[],5000,"Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
252,6659,1,3,"","Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n200% increased Experience Gain\r\nMonster Level: 80",[],"","","",[],[],5000,"Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
253,6660,1,3,"","Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 74",[],"","","",[],[],5000,"Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
254,6661,1,3,"","Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 74",[],"","","",[],[],5000,"Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
255,6662,1,3,"","Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 74",[],"","","",[],[],5000,"Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
256,6663,1,3,"","Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n150% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 78",[],"","","",[],[],5000,"Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
257,6664,1,3,"","Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n200% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
258,6665,1,3,"","Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n40% increased Rarity of Items found in this Area\r\n40% increased Pack Size\r\nMonster Level: 79",[],"","","",[],[],5000,"Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
259,6666,1,3,"","Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n40% increased Rarity of Items found in this Area\r\n40% increased Pack Size\r\nMonster Level: 79",[],"","","",[],[],5000,"Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
260,6667,1,3,"","Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n40% increased Rarity of Items found in this Area\r\n40% increased Pack Size\r\nMonster Level: 79",[],"","","",[],[],5000,"Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
261,6668,1,3,"","Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n150% increased Experience Gain\r\n40% increased Rarity of Items found in this Area\r\n40% increased Pack Size\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
262,6669,1,3,"","Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n200% increased Experience Gain\r\n40% increased Rarity of Items found in this Area\r\n40% increased Pack Size\r\nMonster Level: 82",[],"","","",[],[],5000,"Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
263,6670,1,3,"","Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
264,6671,1,3,"","Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
265,6672,1,3,"","Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
266,6673,1,3,"","Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n150% increased Experience Gain\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 82",[],"","","",[],[],5000,"Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
267,6674,1,3,"","Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n200% increased Experience Gain\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 83",[],"","","",[],[],5000,"Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
268,6675,1,3,"","Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop 2 additional Reward Types\r\nArea has 4 additional random Modifiers\r\n200% increased Experience Gain\r\n250% more Monster Life\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 84",[],"","","",[],[],5000,"Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
269,6676,1,3,"","Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop 2 additional Reward Types\r\nArea has 4 additional random Modifiers\r\n200% increased Experience Gain\r\n250% more Monster Life\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 84",[],"","","",[],[],5000,"Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
270,6677,1,3,"","Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop 2 additional Reward Types\r\nArea has 4 additional random Modifiers\r\n200% increased Experience Gain\r\n250% more Monster Life\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 84",[],"","","",[],[],5000,"Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
271,6678,1,3,"","Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop 2 additional Reward Types\r\nArea has 4 additional random Modifiers\r\n200% increased Experience Gain\r\n250% more Monster Life\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 84",[],"","","",[],[],5000,"Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],""
