"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness"
2983,"AfflictionSummonFlameblastMonsterTarget","[2462,2463,4876]","[2156,884,4774]","[1,449,-99]",1,0
2984,"AfflictionSummonFlameblastMonsterSelf","[2462,2463,4876]","[2156,884,4774]","[1,449,-99]",1,0
2985,"DoedreUniqueMapSummonTotemFire","[2462,888,2499]","[2156,884]","[1,190]",1,0
2986,"DoedreUniqueMapSummonTotemCold","[2462,888,2499]","[2156,884]","[1,191]",1,0
2987,"DoedreUniqueMapSummonTotemLightning","[2462,888,2499]","[2156,884]","[1,192]",1,0
2988,"DoedreUniqueMapSummonTotemPhysical","[2462,888,2499]","[2156,884]","[1,193]",1,0
2989,"ShaperSummonFragment","[2462,888]","[884,4774]","[194,120]",1,0
2990,"ShaperQuestSummonAnomaly","[2462,888]","[2156,884]","[1,195]",1,0
2991,"ArakaaliEggSummonSpider","[2462,888]","[2156,884]","[1,226]",1,0
2992,"RyslathaSummonEgg","[2462,888]","[2156,884,4774]","[3,227,180]",1,0
2993,"RyslathaSummonEgg2","[2462,888]","[2156,884,4774]","[3,227,50]",1,0
2994,"RyslathaSummonEggTriggered","[2462,888]","[2156,884,4774]","[1,227,-50]",1,0
2995,"RyslathaSummonEggTriggeredStandalone","[2462,888]","[2156,884,4774]","[1,227,-50]",1,0
2996,"KitavaSummonCasterMinions","[2462,888]","[2156,884]","[4,230]",1,0
2997,"SummonWaterElementalOnDamageTaken","[2462,888,1828,6542]","[2156,884,4774,1845,1844]","[1,231,50,1,100]",1,0
2998,"SummonSilverOrbOnDeath","[2462,888,1828]","[2156,884,4774,1782]","[1,244,-95,25]",1,0
2999,"SummonFlamingAnimatedWeapons","[2462,888,2499,4876]","[2156,884,4774]","[2,247,-80]",1,0
3000,"NinjaCopSummonTornado","[2462,888,2499,4876]","[2156,884,4774]","[1,374,-99]",1,0
3001,"BlackguardDuoSummonWrathZone",[2462],"[2156,884,4774,1212]","[1,153,-95,200]",1,0
3002,"LegionEternalSummonStampede","[2462,2463]","[2156,884,4774]","[1,396,-95]",1,0
3003,"AtlasExileWarlordSummonStampede","[2462,2463]","[2156,884,4774]","[1,446,-99]",1,0
3004,"AxisChampionSummonHatredZone","[2462,15500]","[2156,884,4774,6151]","[1,246,-95,114]",1,0
3005,"BlackguardDuoSummonConductivityZone",[2462],"[2156,884,4774,1212]","[1,157,-95,200]",1,0
3006,"AxisCasterLunarisChampionFrostbiteZone",[2462],"[2156,884,4774]","[1,245,-95]",1,0
3007,"HallowedGroundMapSlowingTotem","[2462,888,2499]","[2156,884]","[1,187]",1,0
3008,"SummonBladeVortexDaemon","[2462,888]","[2156,884]","[1,220]",1,0
3009,"SummonHolyFireDaemon","[2462,888]","[2156,884,4774]","[1,221,-95]",1,0
3010,"SummonSpiderCocoon","[2462,888]","[2156,884,4774]","[2,322,-50]",1,0
3011,"BestiarySummonAmbushGoatman","[2462,888,2499,4876]","[2156,884,4774,214]","[1,324,50,3]",1,0
3012,"BestiarySummonIceFlowerFrog","[2462,888]","[2156,884,4774]","[3,337,20]",1,0
3013,"BestiarySummonGroundCrab","[2462,888]","[2156,884,4774]","[1,339,-95]",1,0
3014,"BestiarySummonSpiderExplode","[2462,888]","[2156,884,4774,214]","[3,325,50,3]",1,0
3015,"BestiarySummonRootSpiderCascade","[2462,888,6318]","[2156,884,4774]","[1,326,-75]",1,0
3016,"BestiarySummonBurrowScorpion","[2462,888,2499,4876]","[2156,884,4774]","[1,327,200]",1,0
3017,"ScarecrowDaemonSummonRaven","[2462,888,4876]","[2156,884,4774]","[1,242,-50]",1,0
3018,"TolmanDaemonDesecrate","[2462,888,4876]","[2156,884,4774]","[1,271,300]",1,0
3019,"DroolmawSummonPillar","[2462,888,2499,6540]","[2156,884,4774]","[1,272,-95]",1,0
3020,"AbyssSummonVendigoClone","[2462,2463,2499]","[2156,884]","[1,274]",1,0
3021,"MasterTHSummonWeapons","[2462,2463]","[2156,884]","[6,318]",1,0
3022,"BestiarySeawitchSummonClones","[2462,2463]","[2156,884,4774]","[3,319,50]",1,0
3023,"BestiarySummonRabbit","[2462,2463,4876]","[2156,884,4774]","[1,321,100]",1,0
3024,"BestiarySpiderPlagueSummonClones","[2462,2463]","[2156,884,4774]","[1,323,100]",1,0
3025,"BestiaryAvianSummonBirdSwarm","[2462,2463]","[2156,884,4774]","[1,328,200]",1,0
3026,"HillockSpecialZombieSummon","[2462,2463]","[2156,884,4774]","[6,329,50]",1,0
3027,"BestiaryCrabBossSummonMinions","[2462,2463]","[2156,884,4774]","[6,330,200]",1,0
3028,"IncursionSummonPipe","[2462,2463,7302,7303,7304]",[884],[341],1,0
3029,"IncursionSummonSacrificeDemons","[2462,2463,7302]","[884,4774]","[342,50]",1,0
3030,"IncursionSummonHealingTotems","[2462,2463,2499,4876]","[2156,884,4774]","[3,343,100]",1,0
3031,"IncursionSummonLightningStorm","[2462,2463]","[2156,884,4774]","[1,344,50]",1,0
3032,"IncursionSummonLightningStorm2","[2462,2463]","[884,4774]","[352,50]",1,0
3033,"ProtoVaalMapBossVolatileSummon",[2463],"[2156,884,4774]","[3,367,-50]",1,0
3034,"IncursionSummonArmourSuit","[2462,2463]","[2156,884,4774]","[2,345,-60]",1,0
3035,"IncursionSummonStormcallerGolem","[2462,2463,2499,4876]","[884,2155]","[346,3]",1,0
3036,"IncursionSummonPhantasms","[2462,2463]","[2156,884,4774]","[4,351,50]",1,0
3037,"IncursionSummonDemonDaemon","[2462,2463,7302,2813]","[884,4774]","[353,50]",1,0
3038,"BetrayalModSummonUnholySentinel","[2462,2463]","[2156,884,4774]","[1,368,25]",1,0
3039,"BetrayalModSummonUnholyRelic","[2462,2463]","[2156,884,4774]","[3,369,50]",1,0
3040,"BetrayalModSummonLightningClone","[2462,2463]","[2156,884,4774]","[1,370,50]",1,0
3041,"BetrayalElreonSummonUnholySentinels","[2462,2463]","[884,2155]","[371,3]",1,0
3042,"BetrayalScientistSummonPulseTotem","[2462,2463,2499,4876]","[2156,884,4774]","[1,372,10]",1,0
3043,"LegionHyrriSummonWaterSprouts","[2462,2463,2499,4876]","[2156,884,4774]","[1,387,-95]",1,0
3044,"BlightTowerSummonMinions1","[2462,2463,2499,4876]","[2156,884,4774]","[3,401,-90]",1,0
3045,"BlightTowerSummonMinions2","[2462,2463,2499,4876]","[2156,884,4774]","[5,402,-90]",1,0
3046,"BlightTowerSummonMinions3","[2462,2463,2499,4876]","[2156,884,4774]","[7,403,-90]",1,0
3047,"BlightTowerSummonMinions1_buff1","[2462,2463,2499,4876]","[2156,884,4774,617,159]","[4,401,-90,10,20]",1,0
3048,"BlightTowerSummonMinions2_buff1","[2462,2463,2499,4876]","[2156,884,4774,617,159]","[6,402,-90,10,20]",1,0
3049,"BlightTowerSummonMinions3_buff1","[2462,2463,2499,4876]","[2156,884,4774,617,159]","[8,403,-90,10,20]",1,0
3050,"BlightTowerSummonMinions1_buff2","[2462,2463,2499,4876]","[2156,884,4774,617,159]","[5,401,-90,20,40]",1,0
3051,"BlightTowerSummonMinions2_buff2","[2462,2463,2499,4876]","[2156,884,4774,617,159]","[7,402,-90,20,40]",1,0
3052,"BlightTowerSummonMinions3_buff2","[2462,2463,2499,4876]","[2156,884,4774,617,159]","[9,403,-90,20,40]",1,0
3053,"BlightTowerSummonMinions1_buff3","[2462,2463,2499,4876]","[2156,884,4774,617,159]","[6,401,-90,30,60]",1,0
3054,"BlightTowerSummonMinions2_buff3","[2462,2463,2499,4876]","[2156,884,4774,617,159]","[8,402,-90,30,60]",1,0
3055,"BlightTowerSummonMinions3_buff3","[2462,2463,2499,4876]","[2156,884,4774,617,159]","[10,403,-90,30,60]",1,0
3056,"BlightTowerSummonAirSupport","[2462,2463,2499,4876]","[2156,884,4774]","[10,404,-80]",1,0
3057,"BlightTowerSummonAirSupport_buff1","[2462,2463,2499,4876]","[2156,884,4774,617,2093]","[10,404,-80,20,20]",1,0
3058,"BlightTowerSummonAirSupport_buff2","[2462,2463,2499,4876]","[2156,884,4774,617,2093]","[10,404,-80,30,30]",1,0
3059,"BlightTowerSummonAirSupport_buff3","[2462,2463,2499,4876]","[2156,884,4774,617,2093]","[10,404,-80,40,40]",1,0
3060,"BlightTowerSummonTank","[2462,2463,2499,4876]","[2156,884,4774]","[1,405,-90]",1,0
3061,"BlightTowerSummonTank_buff1","[2462,2463,2499,4876]","[2156,884,4774,617,159]","[1,405,-90,20,40]",1,0
3062,"BlightTowerSummonTank_buff2","[2462,2463,2499,4876]","[2156,884,4774,617,159]","[1,405,-90,30,80]",1,0
3063,"BlightTowerSummonTank_buff3","[2462,2463,2499,4876]","[2156,884,4774,617,159]","[1,405,-90,40,120]",1,0
3064,"BlightNecromancerBossSummonLargeSkeleton","[2462,2463,2499,4876]","[2156,884,4774]","[1,406,-90]",1,0
3065,"BlightZombieBossMinions","[2462,2463,2499,4876]","[2156,884,4774]","[1,407,-95]",1,0
3066,"BlightCannibalBossFlameTotem","[2462,2463,2499,4876]","[2156,884,4774]","[1,416,-95]",1,0
3067,"BlightChaosModOnDeathPhantasms","[2462,2463]","[2156,884,4774,214]","[1,408,-90,3]",1,0
3068,"BlightNecrobossSummonedSkeletons","[2462,2463]","[2156,884,4774]","[1,411,-95]",1,0
3069,"BlightPyromaniacSummonedFireElementals","[2462,2463,2499,4876]","[2156,884,4774]","[1,412,-99]",1,0
3070,"BlightSeawitchSummonSpawn","[2462,2463]","[2156,884]","[1,413]",1,0
3071,"BlightExperimenterRaiseZombie","[2462,2463,2499,4876]","[2156,884,4774]","[3,414,-75]",1,0
3072,"BlightRhoaSummonRhoas","[2462,2463]",[884],[415],1,0
3073,"BlightSpiderBossSummonSpiders","[2462,2463]","[884,4774]","[419,-95]",1,0
3074,"AtlasExile1ApparitionSummonDaemon","[2462,2463]","[2156,884,4774]","[1,420,-99]",1,0
3075,"MetamorphSummonScreechingSeawitches","[2462,2463]","[2156,884,4774]","[1,425,-99]",1,0
3076,"AtlasEyrieTotemSummonBirds","[2462,2463]","[2156,884,4774]","[3,443,-99]",1,0
3077,"AtlasBasiliskViperSummon",[2462],"[2156,884]","[6,448]",1,0
3078,"AfflictionDemonInvisibleCold","[2462,2463]","[2156,884,4774]","[1,450,-99]",1,0
3079,"AfflictionDemonInvisibleColdUnique","[2462,2463]","[2156,884,4774]","[1,486,-99]",1,0
3080,"AfflictionDaemonSummonDemonMinion1",[],"[2156,884,4774]","[5,473,-60]",1,0
3081,"AfflictionDaemonSummonDemonMinion2",[],"[2156,884,4774]","[5,482,-60]",1,0
3082,"AfflictionDaemonSummonDemonMinion3",[],"[2156,884,4774]","[5,483,-60]",1,0
3083,"AfflictionDaemonSummonDemonMinionMagic1",[],"[2156,884,4774,2155]","[5,473,-60,1]",1,0
3084,"AfflictionDaemonSummonDemonMinionMagic2",[],"[2156,884,4774,2155]","[5,482,-60,1]",1,0
3085,"AfflictionDaemonSummonDemonMinionMagic3",[],"[2156,884,4774,2155]","[5,483,-60,1]",1,0
3086,"AfflictionDoodadSummonPack1",[],"[2156,884,4774]","[5,473,-60]",1,0
3087,"AfflictionDoodadSummonPack2",[],"[2156,884,4774]","[5,482,-60]",1,0
3088,"AfflictionDoodadSummonPack3",[],"[2156,884,4774]","[5,483,-60]",1,0
3089,"AfflictionDoodadSummonPackMagic1",[],"[2156,884,4774,2155]","[5,473,-60,1]",1,0
3090,"AfflictionDoodadSummonPackMagic2",[],"[2156,884,4774,2155]","[5,482,-60,1]",1,0
3091,"AfflictionDoodadSummonPackMagic3",[],"[2156,884,4774,2155]","[5,483,-60,1]",1,0
3092,"AfflictionDoodadSummonPackRare1",[],"[2156,884,4774,2155]","[2,473,-60,2]",1,0
3093,"AfflictionDoodadSummonPackRare2",[],"[2156,884,4774,2155]","[2,482,-60,2]",1,0
3094,"AfflictionDoodadSummonPackRare3",[],"[2156,884,4774,2155]","[2,483,-60,2]",1,0
3095,"AfflictionDoodadSummonVolatileSingle",[],"[2156,884,4774]","[1,474,-99]",1,0
3096,"AfflictionDoodadSummonVolatileFew",[],"[2156,884,4774]","[3,474,-70]",1,0
3097,"AfflictionDoodadSummonVolatilePack",[],"[2156,884,4774]","[6,474,-50]",1,0
3098,"AfflictionDoodadSummonFodderSome",[],"[2156,884,4774]","[3,481,-70]",1,0
3099,"AfflictionDoodadSummonFodderSomeMagic",[],"[2156,884,4774,2155]","[3,481,-70,1]",1,0
3100,"AfflictionDoodadSummonFodderMany",[],"[2156,884,4774]","[6,481,-60]",1,0
3101,"AfflictionDoodadSummonFodderManyMagic",[],"[2156,884,4774,2155]","[6,481,-60,1]",1,0
3102,"AfflictionDaemonSummonVolatile",[2463],"[2156,884,4774]","[1,474,-99]",1,0
3103,"AfflictionMinionVomitile","[2462,2463]","[2156,884,4774]","[1,480,-99]",1,0
3104,"SSMHarvestChieftainVolatile","[2462,2463]","[2156,884,4774]","[1,491,-99]",1,0
3105,"SSMHarvestWetaSpawnling","[2462,2463]","[2156,884,4774]","[1,492,-99]",1,0
3106,"SSMHarvestDevourerShroom","[2462,2463]","[2156,884,4774]","[1,504,-99]",1,0
3107,"SSMHarvestDevourerMegaShroom","[2462,2463]","[2156,884,4774]","[1,505,-99]",1,0
3108,"SSMHarvestVultureParasite","[2462,2463]","[2156,884,4774,5485]","[1,507,-99,20]",1,0
3109,"SSMHarvestInsectSpawnerInsectling","[2462,2463]","[2156,884,4774,5485]","[1,508,-99,20]",1,0
3110,"ThaumaturgistSummonCorpse","[2462,2463]","[2156,884,4774]","[1,520,-99]",1,0
3111,"SSMHeistCultistArcingMachinery","[2462,2463]","[2156,884,4774,660]","[1,522,-30,-30]",1,0
3112,"SSMHeistRobotArgusItsRainingMannequins","[2462,2463]","[2156,884,4774,214]","[2,523,50,4]",1,0
3113,"SSMTolmanStandaloneDDDaemon","[2462,2463]","[2156,884]","[2,526]",1,0
3114,"SSMTolmanStandaloneZombies","[2462,2463]","[2156,884,4774]","[3,527,20]",1,0
3115,"SSMPietyStandalonePortals","[2462,2463,2499]","[2156,884,4774]","[4,529,100]",1,0
3116,"SSMStandaloneTukohamaBeamTotem","[2462,2463,2499]","[2156,884]","[1,531]",1,0
3117,"SSMStandaloneTukohamaShieldTotems","[2462,2463,2499]","[2156,884,4774]","[4,532,200]",1,0
3118,"SSMStandaloneFrogGodTurret","[2462,2463,2499]","[2156,884,4774]","[1,533,50]",1,0
3119,"SSMStandaloneKiraMummySpawn","[2462,2463,2499]","[2156,884,4774]","[1,534,50]",1,0
3120,"SSMStandaloneDoedreSoulCurseTotem","[2462,2463,2499]","[2156,884,4774]","[1,535,50]",1,0
3121,"SSMStandaloneLunarisBallSummon","[2462,2463,2499]","[2156,884,4774]","[1,536,30]",1,0
3122,"SSMStandaloneSolarisBallSummon","[2462,2463,2499]","[2156,884,4774]","[1,537,30]",1,0
3123,"SSMStandaloneCrimsonPriestClone","[2462,2463,2499]","[2156,884,4774]","[1,538,150]",1,0
3124,"SSMBeehiveBehemothVine","[2462,2463]","[2156,884,4774]","[1,540,-80]",1,0
3125,"SSMStandaloneShaperAnomaly","[2462,2463,2499]","[2156,884,4774]","[1,541,200]",1,0
3126,"SSMStandaloneElderMadnessPropagator","[2462,2463,2499]","[2156,884,4774]","[1,542,200]",1,0
3127,"SSMStandaloneVenariusHumanoid","[2462,2499]","[2156,884,4774]","[1,543,-99]",1,0
3128,"SSMMavenMapChillOrbs","[2462,2463,2499]","[2156,884,4774]","[4,544,25]",1,0
3129,"SSMMavenMapDegenOrbs","[2462,2463,2499]","[2156,884,4774]","[1,545,-50]",1,0
3130,"SSMMavenMapVolatileOrbs","[2462,2463,2499]","[2156,884]","[3,546]",1,0
3131,"SSMMavenMapBeamOrbs","[2462,2463,2499]","[2156,884]","[1,547]",1,0
3132,"SSMStandaloneBurnBossCoffins","[2462,2463,2499]","[2156,884,4774]","[1,548,-50]",1,0
3133,"SSMMavenMapBeamOrbsSmall","[2462,2463,2499]","[2156,884]","[4,549]",1,0
3134,"SSMSeawitchSpawn","[2462,2463]","[2156,884,4774]","[3,565,-50]",1,0
3135,"SSMSeawitchSpawnKamikaze","[2462,2463]","[2156,884,4774]","[3,566,-50]",1,0
3136,"SSMSeawitchSeawitch","[2462,2463]","[2156,884]","[1,568]",1,0
3137,"SSMExpeditionVaalWraith",[],"[2156,884,4774]","[1,574,-99]",1,0
3138,"WaterDjinnSummonTornado","[2462,888,2499,4876]","[2156,884,4774]","[1,530,-99]",1,0
3139,"SSMTrialmasterFirecrackerDaemon","[2462,888,2499,4876]","[2156,884,4774]","[1,562,-99]",1,0
3140,"SSMExpeditionMedvedHeal","[2462,888,2499,4876]","[2156,884,4774]","[1,569,-99]",1,0
3141,"SSMExpeditionMedvedEnrage","[2462,888,2499,4876]","[2156,884,4774]","[1,570,-99]",1,0
3142,"SSMExpeditionMedvedExplode","[2462,888,2499,4876]","[2156,884,4774]","[1,571,-99]",1,0
3143,"SSMExpeditionVoranaVolatile","[2462,888,2499,4876]","[2156,884,4774]","[1,573,-99]",1,0
3144,"SSMArchnemesisToxicVolatile","[2462,888]","[2156,884]","[3,577]",1,0
3145,"SSMArchnemesisToxicVolatileMagic","[2462,888]","[2156,884,4774]","[1,577,-99]",1,0
3146,"SSMArchnemesisPantheonLunaris","[2462,888,2499,4876]","[2156,884,4774]","[1,578,-50]",1,0
3147,"SSMArchnemesisPantheonSolaris","[2462,888,2499,4876]","[2156,884,4774]","[1,580,-50]",1,0
3148,"SSMArchnemesisPantheonArakaali","[2462,888,2499,4876]","[2156,884,4774]","[1,581,-50]",1,0
3149,"SSMArchnemesisPantheonBrineKing","[2462,888,2499,4876]","[2156,884,4774]","[1,582,-50]",1,0
3150,"SSMArchnemesisPantheonTukohama","[2462,888,2499,4876]","[2156,884,4774]","[1,583,-50]",1,0
3151,"SSMArchnemesisPantheonAbberath","[2462,888,2499,4876]","[2156,884,4774]","[1,584,-50]",1,0
3152,"SSMArchnemesisPantheonGarukhan","[2462,888,2499,4876]","[2156,884,4774]","[1,585,-50]",1,0
3153,"SSMArchnemesisPantheonShakari","[2462,888,2499,4876]","[2156,884,4774]","[1,586,-50]",1,0
3154,"SSMArchnemesisPantheonInnocence","[2462,888,2499,4876]","[2156,884,4774]","[1,587,-50]",1,0
3155,"SSMArchnemesisPantheonKitava","[2462,888,2499,4876]","[2156,884,4774]","[1,588,-50]",1,0
3156,"SSMArchnemesisHexerPole","[2462,888,2499,4876]","[2156,884]","[1,592]",1,0
3157,"SSMAtlasExileBasiliskViperRanged","[2462,888]","[2156,884]","[3,579]",1,0
3158,"SSMAtlasInvadersConsumeFodder2Minions","[2462,888,2499,4876]","[2156,884]","[8,589]",1,0
3159,"SSMAtlasInvadersConsumeBossTentacles","[2462,888,2499,4876]","[2156,884,4774]","[1,590,-90]",1,0
3160,"SSMAtlasPrimordialAltarBossTentacles","[2462,888,2499,4876]","[2156,884,4774]","[1,602,-90]",1,0
3161,"SSMAtlasExileStandaloneSummonBanner","[2462,888,2499,4876]","[884,4774]","[591,100]",1,0
3162,"SSMAtlasExileStandaloneShieldBanner","[2462,888,2499,4876]","[2156,884,4774]","[1,591,-99]",1,0
3163,"SSMArchnemesisHexerEnfeeble","[2462,2499,4876]","[884,2156,4774]","[597,1,-50]",1,0
3164,"SSMArchnemesisHexerTemporalChains","[2462,2499,4876]","[884,2156,4774]","[596,1,-50]",1,0
3165,"SSMArchnemesisHexerVulnerability","[2462,2499,4876]","[884,2156,4774]","[595,1,-50]",1,0
3166,"SSMArchnemesisHexerPunishment","[2462,2499,4876]","[884,2156,4774]","[594,1,-50]",1,0
3167,"SSMArchnemesisHexerElementalWeakness","[2462,2499,4876]","[884,2156,4774]","[593,1,-50]",1,0
3168,"SSMArchnemesisVoodoDoll",[],"[884,2156,4774]","[599,1,-90]",1,0
3169,"SSMArchnemesisLivingCrystal","[2462,888,6875]","[884,2156,4774]","[600,1,-90]",1,0
3170,"SSMArchnemesisFireVolatile","[2462,888]","[884,2156,4774]","[601,1,-99]",1,0
3171,"SSMBreachBossOverlordSummonCloneFire","[2462,2499,4876]","[884,2156,4774]","[603,1,-99]",1,0
3172,"SSMBreachBossOverlordSummonCloneCold","[2462,2499,4876]","[884,2156,4774]","[604,1,-99]",1,0
3173,"SSMBreachBossOverlordSummonCloneLightning","[2462,2499,4876]","[884,2156,4774]","[605,1,-99]",1,0
3174,"SSMBreachBossOverlordSummonClonePhysical","[2462,2499,4876]","[884,2156,4774]","[606,1,-99]",1,0
3175,"SSMBreachBossOverlordSummonCloneChaos","[2462,2499,4876]","[884,2156,4774]","[607,1,-99]",1,0
3176,"SSMAtlasInvadersConsumeBossMegaTentacles","[2462,888,2499,4876]","[2156,884,4774]","[1,608,-99]",1,0
3177,"SSMArchnemesisSoulEaterPhantasm","[2462,888,2499,4876]","[2156,884,4774]","[1,609,100]",1,0
3178,"SSMUberExarchMinotaur","[2462,888,2499,4876]","[2156,884]","[1,610]",1,0
3179,"SSMOrionApparitionSummonDeathZone","[2462,888,2499,4876]","[2156,884,4774]","[1,611,-99]",1,0
3180,"SSMSentinelSummonPetrificationStatue","[2462,888,2499,4876]","[2156,884,4774]","[1,612,-99]",1,0
3181,"SSMSentinelSummonLightningBrutus","[2462,888,2499,4876]","[2156,884,4774]","[2,613,100]",1,0
3182,"SSMSentinelSummonWorm",[888],"[2156,884]","[5,614]",1,0
3183,"SSMSentinelSummonMaligaroClones",[888],"[2156,884,4774]","[1,615,-60]",1,0
3184,"SSMSentinelSummonScorpions","[2462,888,2499,4876]","[2156,884,4774]","[3,616,100]",1,0
3185,"SSMqwe_NEW_ENTRIES_GO_ABOVE_ME",[],[],[],1,0
3186,"SynthesisSoulstealerDrones","[2462,2463]",[],[],1,0
3187,"LegionVaalViperSummonSnakes","[2462,2463]",[],[],1,0
3188,"LegionTemplarSummonStatues","[2462,2463]",[],[],1,0
3189,"ChestSummonFireWarband",[],[884],[1],1,0
3190,"ChestSummonColdWarband",[],[884],[2],1,0
3191,"ChestSummonLightningWarband",[],[884],[3],1,0
3192,"ChestSummonChaosWarband",[],[],[],1,0
3193,"StrMissionSummonMonsters",[2463],[],[],1,0
3194,"ChestDetonateDead","[618,2184]",[5759],[-18],1.5111,0.04
3195,"ChestExplode",[618],[5759],[100],4.1556,0.06
3196,"TempestDaemonExplode",[618],[],[],4.4444,0.061
3197,"DaemonExplode",[618],[],[],2.2222,0.06
3198,"ChestSummonCamoMonsters",[2462],"[2156,2215]","[6,20]",1,0
3199,"ChestIgnite",[],[357],[4000],5.5556,0.052
3200,"ChestFirestorm",[618],"[357,612,1820,1821]","[1000,100,3000,107]",1.8,0.058
3201,"ChestLightningStorm",[618],"[357,612,2183,1821]","[1000,100,3000,107]",1.2656,0.058
3202,"ChestCausticCloud",[618],"[357,660,4593]","[4000,-80,2]",1.2,0.056
3203,"BirdmanConsumeSideArea",[],"[717,70,177,357]","[15,50,50,7000]",1,0
3204,"VaalFireballTotemInvasion","[856,499]","[862,864]","[5000,80]",1.3,0.0406
3205,"VaalFireballTotemGoatman","[856,499]","[862,883,2121,2122,2123,864,1222]","[5000,8,16,2000,180,80,11]",2.9384,0.0412
3206,"VaalFireballTotemGoatmanTwo","[856,499]","[862,883,2121,2122,2123,864,1222]","[3500,8,16,2000,-180,80,11]",2.9384,0.0412
3207,"AtziriDemonVaalCloudDaemon",[],[],[],1,0
3208,"SummonGhostMonkeysSideArea",[],[],[],1,0
3209,"TormentSummonAnimateWeaponOnDeath",[1828],"[357,1782,884]","[30000,100,1]",1,0
3210,"SummonAnimateWeaponsSideArea",[],[357],[30000],1,0
3211,"SummonAnimateWeaponsDarkExile",[],"[357,1212,70,634,649,214]","[30000,200,200,50,2000,1]",1,0
3212,"SummonSandSpittersSideArea",[],[],[],1,0
3213,"SummonSandSpittersDweller",[],[884],[1],1,0
3214,"SummonSandSpittersOnDamageTakenSideArea",[6542],[1844],[100],1,0
3215,"SummonSandSpittersDexMission",[],[884],[2],1,0
3216,"GroundSlamSkeletonBossSideArea","[618,693]","[1101,634]","[50,200]",1,0
3217,"GroundSlamSkeletonBossGeofri","[618,693]","[1101,634,1922]","[50,280,-40]",1,0
3218,"GroundSlamSkeletonBossVaalSummonedSkeletons","[618,693]","[1101,634,1922]","[50,180,-40]",1,0
3219,"SupportBlockReduction",[],"[8563,8565]","[4000,5]",1,0
3220,"MoltenStrike",[788],"[1101,173,780,6110]","[60,3,-50,-50]",0.67,0.0233
3221,"MoltenStrikeRoyale",[788],"[1101,173,780,6110]","[60,2,-50,-50]",0.67,0.0233
3222,"ExileMoltenStrike",[],"[1101,780,175]","[60,-40,-25]",0.7,0
3223,"GemlingMoltenStrike",[],"[1101,173,634,26,780,175]","[60,2,20,18,-40,-25]",0.7,0
3224,"WbMoltenStrike",[],"[1101,173,26,780,175]","[60,2,18,-50,-25]",0.7,0
3225,"WbMoltenStrikeLeader",[],"[1101,634,26,780,175,5759]","[60,-20,29,-60,-25,40]",0.7,0
3226,"ProphecyMoltenStrike",[],"[1101,634,780,214,175,5759]","[60,-20,-50,2,-25,40]",0.7,0
3227,"MonsterMoltenStrikeHatebeat",[],"[1101,634,780,175]","[60,20,-40,-25]",0.7,0
3228,"MonsterMoltenStrike",[],"[1101,173,634,26,780,175]","[60,2,20,10,-40,-25]",0.7,0
3229,"BeyondDemonMoltenStrike",[],"[1101,634,780,175]","[60,20,-40,-25]",0.7,0
3230,"BeyondDemonMoltenStrikeUltimate",[],"[1101,634,780,175]","[60,20,-40,-25]",0.7,0
3231,"MerveilDaughterMoltenStrike",[12561],"[1101,175]","[60,-25]",0.7,0
3232,"KaomWarriorMoltenStrike",[],"[1101,173,634,780,175,5759]","[60,5,-20,-20,-25,50]",0.7,0
3233,"MapKaomWarriorMoltenStrike",[],"[1101,173,634,780,175,5759]","[60,3,-20,-20,-25,50]",0.7,0
3234,"ChurchStatueMoltenStrike",[],"[1101,173,634,26,780,1922,175,5759]","[60,4,20,10,-40,40,-25,20]",0.7,0
3235,"ChurchStatueMoltenStrikeMassive",[],"[1101,173,634,26,780,1922,175,5759]","[60,12,-10,10,-40,40,-25,100]",0.7,0
3236,"SolarisGuardMoltenStrike",[],"[1101,173,634,26,780,1922,175,5759]","[60,4,20,10,-40,40,-25,20]",0.7,0
3237,"SolarisGuardMoltenStrikeMassive",[],"[1101,173,634,26,780,1922,175,5759]","[60,12,-10,10,-40,40,-25,100]",0.7,0
3238,"TalismanMonkeyMoltenStrike",[],"[1101,634,780,175]","[60,20,-40,-25]",0.7,0
3239,"EssenceFleshmonsterMoltenStrike",[],"[780,175]","[-50,-25]",0.7,0
3240,"GANavaliGoatmanLeapDamage",[618],"[634,1101]","[50,15]",1,0
3241,"WickerManMoltenStrike",[],"[1101,173,634,26,780,175]","[60,4,20,10,-40,-25]",0.7,0
3242,"HarvestChieftainMoltenStrike",[],"[1101,173,780,175]","[60,2,-25,-25]",0.7,0
3243,"HeistSkeletonMoltenStrike",[],"[1104,173,780,175]","[30,2,-65,-25]",0.7,0
3244,"KaomMelee",[],"[1101,634,611,1328]","[60,30,20,50]",1,0
3245,"Convocation",[2975],[357],[2000],1,0
3246,"PerandusConvocation",[2975],[357],[2000],1,0
3247,"AvatarConvocation",[2975],"[3195,6334]","[2000,10]",1,0
3248,"SummonKaomTotems",[],"[2156,2215,2155]","[4,50,3]",1,0
3249,"ComboStrike",[],[],[],1,0
3250,"DropBearAmbush","[2489,693]",[634],[-50],1,0
3251,"DropBearAmbushMaps","[2489,693]",[],[],1,0
3252,"DropBearAmbushNoTargeting",[693],[634],[-50],1,0
3253,"KiteWestBossUsePortal",[],[],[],1,0
