"rownum","BaseItemTypesKey","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","VaalVariant_BaseItemTypesKey","IsVaalVariant","MinionGlobalSkillLevelStat","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","i32","ItemExperienceType","MtxSlotTypes","GemEffects"
336,6918,0,40,60,"","","",1,"","","",1,1,470,"",3,2,[0],[598]
337,6919,100,0,0,"","","",1,"","","",1,1,439,"",1,11,[0],[599]
338,6920,100,0,0,"","","",1,"","","",1,1,"","",1,0,[0],[600]
339,6921,40,60,0,"","","",1,"","","",1,1,"","",2,0,[0],[601]
340,6922,0,0,100,"","","",1,"","","",1,1,"","",3,0,[0],[602]
341,6925,100,0,0,"","","","","","","",1,1,"","",1,8,[0],[603]
342,6926,0,60,40,"","","","","","","",1,1,"","",2,8,[0],"[604,605,606]"
343,6927,0,40,60,"","","","","","","",1,1,"","",3,3,[0],"[607,608,609]"
344,6928,40,60,0,"","","","","","","",1,1,"","",2,12,[0],[610]
345,6929,100,0,0,"","","","","","","",1,1,"","",1,8,[0],"[611,612,613]"
346,6930,0,40,60,"","","",1,"","","",1,1,"","",3,1,[0],[614]
347,6931,0,100,0,"","","",1,"","","",1,1,"","",2,1,[0],[615]
348,6932,0,0,100,"","","",1,"","","",1,1,468,"",3,1,[0],[616]
349,6933,100,0,0,"","","",1,"","","",1,1,438,"",1,1,[0],[617]
350,6934,0,0,100,"","","",1,"","","",1,1,"","",3,1,[0],[618]
351,6935,0,100,0,"","","",1,"","","",1,1,"","",2,1,[0],[619]
352,6936,60,0,40,"","","","","","","",1,1,"","",1,7,[0],[620]
353,6937,33,33,34,"","","","","","","",1,1,"","",4,12,[0],[621]
354,6938,0,60,40,"","","","","","","",1,1,"","",2,0,[0],"[622,623,624]"
355,6939,0,40,60,"","","","","","","",1,1,"","",3,3,[0],"[625,626,627]"
356,6940,0,60,40,"","","","","","","",1,1,"","",2,8,[0],"[628,629,630]"
357,6941,0,40,60,"","","","","","","",1,1,"","",3,8,[0],"[631,632,633]"
358,6942,0,60,40,"","","","","","","",1,1,"","",2,8,[0],"[634,635,636]"
359,6943,0,0,100,"",1,"","","","","",1,1,"","",3,4,[0],[637]
360,6944,100,0,0,"",1,"","","","","",1,1,"","",1,8,[0],"[638,639,640]"
361,6945,0,0,100,"",1,"","","","","",1,1,"","",3,0,[0],"[641,642,643]"
362,6946,0,60,40,"","","",1,"","","",1,1,"","",2,9,[0],[644]
363,6947,0,40,60,"","","",1,"","","",1,1,"","",3,9,[0],[645]
364,6948,100,0,0,"",1,"","","","","",1,1,"","",1,8,[0],"[646,647,648]"
365,6949,60,0,40,"","","","","","","",1,1,"","",1,8,[0],"[649,650,651]"
366,6950,60,0,40,7304,"","","","","","",1,1,"","",1,0,[0],"[652,653,654]"
367,6951,0,100,0,"","","","","","","",1,1,"","",2,8,[0],"[655,656,657]"
368,6952,0,100,0,"","","","","","","",1,1,"","",2,4,[0],"[658,659,660]"
369,6953,40,0,60,"","","","","","","",1,1,"","",3,1,[0],"[661,662,663]"
370,6954,0,100,0,"","","",1,"","","",1,1,"","",2,11,[0],[664]
371,6955,0,40,60,"","","",1,"","","",1,1,"","",3,11,[0],[665]
372,6956,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[666,667,668]"
373,6957,60,40,0,"","","","","","","",1,1,"","",1,4,[0],[669]
374,6958,40,60,0,"","","","","","","",1,1,"","",2,8,[0],"[670,671,672]"
375,6959,0,0,100,"","","","","","","",1,1,"","",3,4,[0],"[673,674,675]"
376,6960,100,0,0,"","","","","","","",1,1,"","",1,1,[0],[676]
377,6961,100,0,0,"","","","","","","",1,1,"","",1,7,[0],[677]
378,6962,40,60,0,"","","","","","","",1,1,"","",2,4,[0],"[678,679,680]"
379,6963,60,0,40,"","","",1,"","","",1,1,"","",1,11,[1],[681]
380,6964,40,0,60,"","","","","","","",1,1,"","",3,8,[0],"[682,683,684]"
381,6965,40,0,60,"","","","","","","",1,1,"","",3,14,[0],[685]
382,6966,40,0,60,"","","","","","","",1,1,"","",3,0,[0],"[686,687,688]"
383,6967,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[689,690,691]"
384,6968,0,0,100,"","","","","","","",1,"","","",3,7,[0],"[692,693,694]"
385,6972,0,0,100,"","","",1,"","","",1,1,"","",3,9,[0],[695]
386,6971,40,0,60,"","","","","","","",1,1,"","",3,5,[0],"[696,697,698]"
387,6973,0,0,100,"","","","","","","",1,1,"","",3,7,[0],[699]
388,6970,40,0,60,"","","","","","","",1,1,"","",3,8,[0],"[700,701,702]"
389,6975,0,40,60,"","","","","","","",1,1,"","",3,7,[0],[703]
390,6974,0,0,100,"","","",1,"","","",1,1,"","",3,11,[0],[704]
391,6976,0,0,100,"","","",1,"","","",1,1,"","",3,9,[0],[705]
392,6977,0,0,100,"","","",1,"","","",1,1,471,"",3,11,[0],[706]
393,6978,100,0,0,"","","","","","","",1,1,"","",1,1,[0],[707]
394,6979,0,0,100,"","","","","","","",1,1,"","",3,12,[0],[708]
395,6980,0,100,0,"","","","","","","",1,1,"","",2,1,[0],[709]
396,6981,60,40,0,"","","","","","","",1,1,"","",1,12,[0],[710]
397,6982,0,60,40,"","","","","","","",1,1,"","",2,6,[0],[711]
398,6983,60,40,0,"","","","","","","",1,1,"","",1,8,[0],"[712,713,714]"
399,6984,60,40,0,"","","","","","","",1,1,"","",1,15,[0],[715]
400,6985,100,0,0,"","","","","","","",1,1,"","",1,10,[0],[716]
401,6986,60,40,0,"","","","","","","",1,1,"","",1,0,[0],"[717,718,719]"
402,6987,100,0,0,"","","","","","","",1,1,"","",1,4,[0],"[720,721,722]"
403,6988,100,0,0,"","","","","","","",1,1,"","",1,0,[0],[723]
404,6989,40,60,0,"","","",1,"","","",1,1,"","",2,6,[0],[724]
405,6990,100,0,0,"","","",1,"","","",1,1,"","",1,6,[0],[725]
406,6991,0,0,100,"","","","","","","",1,1,"","",3,1,[0],"[726,727,728]"
407,6992,0,75,0,"","","","","","","",1,1,"","",2,3,[0],[729]
408,6993,60,40,0,"","","","","","","",1,1,"","",1,5,[0],[730]
409,6994,40,60,0,"","","",1,"","","",1,1,"","",2,9,[0],[731]
410,6995,100,0,0,"","","","","","","",1,1,"","",1,0,[0],[732]
411,6996,100,0,0,"","","","","","","",1,1,"","",1,7,[0],[733]
412,6997,100,0,0,"","","",1,"","","",1,1,"","",1,9,[0],[734]
413,6998,100,0,0,"","","",1,"","","",1,1,"","",1,6,[0],[735]
414,6999,0,60,40,"","","","","","","",1,1,"","",2,0,[0],"[736,737,738]"
415,7000,0,0,100,"","","","","","","",1,1,"","",3,10,[0],"[739,740,741]"
416,7001,0,60,40,"","","","","","","",1,1,"","",2,3,[0],[742]
417,7002,0,100,0,"","","","","","","",1,1,"","",2,7,[0],[743]
418,7003,0,0,100,"","","",1,"","","",1,1,"","",3,9,[0],[744]
419,7004,0,0,100,"","","",1,"","","",1,1,"","",3,6,[0],[745]
420,7005,0,60,40,"","","","","","","",1,1,"","",2,8,[0],[746]
421,7006,0,60,40,"","","",1,"","","",1,1,"","",2,6,[0],[747]
422,7007,0,0,100,"","","",1,"","","",1,1,"","",3,9,[0],[748]
423,7064,0,60,40,"","","","","","","",1,1,"","",2,12,[0],[749]
424,7008,0,40,60,"","","","","","","",1,1,"","",3,0,[0],"[750,751,752]"
425,7009,0,40,60,"","","","","","","",1,1,"","",3,5,[0],[753]
426,7010,0,40,60,"","","",1,"","","",1,1,"","",3,9,[0],[754]
427,7057,40,0,60,"","","",1,"","","",1,1,"","",3,2,[0],[755]
428,7011,0,60,40,"","","","","","","",1,1,"","",2,8,[0],"[756,757,758]"
429,7012,0,60,40,7303,"","","","","","",1,1,"","",2,4,[0],"[759,760,761]"
430,7013,0,60,40,"","","",1,"","","",1,1,"","",2,1,[0],[762]
431,7014,0,100,0,"","","","","","","",1,1,"","",2,1,[1],"[763,764,765]"
432,7015,0,100,0,"","","",1,"","","",1,1,448,"",2,2,[0],[766]
433,7016,0,100,0,"","","",1,"","","",1,1,"","",2,11,[0],[767]
434,7017,0,100,0,"","","","","","","",1,1,"","",2,5,[0],"[768,769,770]"
435,7018,0,100,0,"","","","","","","",1,1,"","",2,8,"[0,1]","[771,772,773]"
436,6617,0,100,0,"","","",1,"","","",1,1,"","",2,11,[0],[774]
437,7019,100,0,0,"","","",1,"","","",1,1,"",32,1,16,[0],[775]
438,7020,100,0,0,"","","",1,"","","",1,1,"",349,1,17,[0],[776]
439,7021,100,0,0,"","","",1,"","","",1,1,"",337,1,18,[0],[777]
440,7022,60,0,40,"","","",1,"","","",1,1,"",192,1,19,[0],[778]
441,7023,60,0,40,"","","",1,"","","",1,1,"",112,1,20,[0],[779]
442,7024,100,0,0,"","","",1,"","","",1,1,"",172,1,21,[0],[780]
443,7025,60,0,40,"","","",1,"","","",1,1,"",246,1,19,[0],[781]
444,7026,100,0,0,"","","",1,"","","",1,1,"",82,1,21,[0],[782]
445,7027,100,0,0,"","","",1,"","","",1,1,"",189,1,22,[0],[783]
446,7028,60,40,0,"","","",1,"","","",1,1,"",187,1,18,[0],[784]
447,7029,0,100,0,"","","",1,"","","",1,1,"",37,2,22,[0],[785]
448,7030,0,100,0,"","","",1,"","","",1,1,"",432,2,16,[0],[786]
449,7031,0,60,40,"","","",1,"","","",1,1,"",197,2,18,[0],[787]
450,7032,0,100,0,"","","",1,"","","",1,1,"",176,2,18,[0],[788]
451,7033,0,100,0,"","","",1,"","","",1,1,"",173,2,19,[0],[789]
452,7034,0,60,40,"","","",1,"","","",1,1,"",329,2,21,[0],[790]
453,7035,0,100,0,"","","",1,"","","",1,1,"",178,2,19,[0],[791]
454,7036,0,100,0,"","","",1,"","","",1,1,"",34,2,18,[0],[792]
455,7037,0,100,0,"","","",1,"","","",1,1,"",309,2,19,[0],[793]
456,7038,0,60,40,"","","",1,"","","",1,1,"",307,2,22,[0],[794]
457,7039,0,100,0,"","","",1,"","","",1,1,"",230,2,21,[0],[795]
458,7040,0,0,100,"","","",1,"","","",1,1,"",60,3,19,[0],[796]
459,7041,0,0,100,"","","",1,"","","",1,1,"",40,3,22,[0],[797]
460,7042,0,0,100,"","","",1,"","","",1,1,"",273,3,19,[0],[798]
461,7043,0,40,60,"","","",1,"","","",1,1,"",323,3,18,[0],[799]
462,7044,0,0,100,"","","",1,"","","",1,1,"",308,3,21,[0],[800]
463,7045,0,0,100,"","","",1,"","","",1,1,"",194,3,18,[0],[801]
464,7046,0,0,100,"","","",1,"","","",1,1,"",317,3,21,[0],[802]
465,7047,0,0,100,"","","",1,"","","",1,1,"",39,3,18,[0],[803]
466,7048,0,0,100,"","","",1,"","","",1,1,"",174,3,19,[0],[804]
467,7049,0,0,100,"","","",1,"","","",1,1,"",106,3,22,[0],[805]
468,7050,0,0,100,"","","",1,"","","",1,1,"",348,3,17,[0],[806]
469,7051,0,0,100,"","","",1,"","","",1,1,"",188,3,18,[0],[807]
470,7052,0,40,60,"","","",1,"","","",1,1,"",336,3,22,[0],[808]
471,7053,0,0,100,"","","",1,"","","",1,1,"",392,3,18,[0],[809]
472,7054,100,0,0,"","","",1,"","","",1,1,"",200,1,23,[0],[810]
473,7055,0,0,100,"","","",1,"","","",1,1,"",233,3,23,[0],[811]
474,7056,0,100,0,"","","",1,"","","",1,1,"",215,2,23,[0],[812]
475,7060,0,0,100,"","","","","","","",1,1,"","",3,5,[0],[813]
476,7058,0,100,0,"","","","","","","",1,1,"","",2,12,[0],[814]
477,6969,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[815,816,817]"
478,7061,0,0,100,"","","","","","","",1,1,"","",3,0,[0],"[818,819,820]"
479,7062,0,100,0,"","","","","","","",1,1,"","",2,5,[0],"[821,822,823]"
480,7063,40,60,0,"","","","","","","",1,1,"","",2,12,[0],[824]
481,7059,0,0,100,"","","","","","","",1,1,"","",3,7,[0],[825]
482,7066,0,0,100,"","","",1,"","","",1,1,"","",3,9,[0],[826]
483,7067,0,60,40,"","","",1,"","","",1,1,"","",2,9,[0],[827]
484,7069,0,0,100,"","","","","","","",1,"","","",3,11,[0],[828]
485,7070,100,0,0,"","","","","","","",1,1,"","",1,3,[0],[829]
486,6860,100,0,0,"","","","","","","",1,1,"","",1,5,[0],[830]
487,7071,100,0,0,"","","","","","","",1,1,"","",1,5,[0],[831]
488,7072,40,0,60,"","","","","","","",1,1,"","",3,8,[0],"[832,833,834]"
489,7073,0,0,100,"","","","","","","",1,1,"","",3,4,[0],"[835,836,837]"
490,7074,100,0,0,"","","","","","","",1,1,"","",1,4,[0],"[838,839,840]"
491,7075,100,0,0,"","","","","","","",1,"","","",1,7,[0],"[841,842,843]"
492,7068,100,0,0,"","","",1,"","","",1,1,"","",1,11,[0],[844]
493,7076,0,0,100,"","","",1,"","","",1,1,"","",3,9,[0],[845]
494,7077,100,0,0,"","","",1,"","","",1,1,"","",1,9,[0],[846]
495,7078,0,0,100,"","","","","","","",1,1,"","",3,4,[0],"[847,848,849]"
496,7079,0,0,100,"","","","","","","",1,1,"","",3,10,[0],"[850,851,852]"
497,7080,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[853,854,855]"
498,7081,0,40,60,"","","","","","","",1,1,"","",3,10,[0],[856]
499,7082,40,60,0,"","","","","","","",1,1,"","",2,0,[0],"[857,858,859]"
500,7083,0,0,100,"","","","","","","",1,1,"","",3,10,[0],[860]
501,7084,0,0,100,"","","","","","","",1,1,"","",3,1,[0],"[861,862,863]"
502,7085,0,0,100,"","","",1,"","","","",1,"","",3,9,[0],[864]
503,7086,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[865,866,867]"
504,7087,0,40,60,"","","",1,"","","",1,1,"","",3,9,[0],[868]
505,7088,0,100,0,"","","","","","","",1,1,"","",2,4,[0],[869]
506,7089,0,0,100,"","","","","","","",1,1,"","",3,10,[0],"[870,871,872]"
507,7090,0,40,60,"","","",1,"","","",1,1,"","",3,6,[0],[873]
508,7091,0,0,0,"","","","","","","",1,1,"","",4,12,[0],[874]
509,7092,0,0,100,"","","","","","","",1,1,"","",3,12,[0],[875]
510,7093,0,0,0,"",1,"","","","","",1,1,"","",4,12,[0],[876]
511,7094,0,0,0,"","","","","","","",1,1,"","",4,12,[0],[877]
512,7095,60,0,40,"","","","","","","",1,1,"","",1,4,[0],"[878,879,880]"
513,7096,100,0,0,"","","","","","","",1,1,"","",1,5,[0],[881]
514,7097,100,0,0,"","","",1,"","","",1,1,"","",1,9,[0],[882]
515,7098,60,0,40,7306,"","","","","","",1,1,"","",1,8,[0],"[883,884,885]"
516,7099,100,0,0,"","","","","","","",1,1,"","",1,7,[0],[886]
517,7100,60,0,40,"","","",1,"","","",1,1,"","",1,6,[0],[887]
518,7101,100,0,0,"","","",1,"","","",1,1,"","",1,2,[0],[888]
519,7139,0,60,40,"","","","","","","",1,1,"","",2,24,[0],[889]
520,7140,40,60,0,"","","","","","","",1,1,"","",2,25,[0],[890]
521,7141,40,60,0,"","","","","","","",1,1,"","",2,24,[0],[891]
522,7142,40,60,0,"","","","","","","",1,1,"","",2,25,[0],[892]
523,7143,60,40,0,"","","","","","","",1,1,"","",1,24,[0],[893]
524,7144,100,0,0,"","","","","","","",1,1,"","",1,24,[0],[894]
525,7145,100,0,0,"","","","","","","",1,1,"","",1,25,[0],[895]
526,7146,100,0,0,"","","","","","","",1,1,"","",1,25,[1],[896]
527,7147,100,0,0,"","","","","","","",1,1,"","",1,25,[0],[897]
528,7148,100,0,0,"","","","","","","",1,"","","",1,25,[0],[898]
529,7149,100,0,0,"","","","","","","",1,1,"","",1,25,[0],[899]
530,7150,100,0,0,"","","","","","","",1,1,"","",1,25,[0],[900]
531,7151,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[901]
532,7152,100,0,0,"","","","","","","",1,1,"","",1,25,[0],[902]
533,7153,60,0,40,"","","","","","","",1,1,"","",1,25,[0],[903]
534,7154,100,0,0,"","","","","","","",1,1,"","",1,24,[0],[904]
535,7155,60,0,40,"","","","","","","",1,1,"","",1,24,[0],[905]
536,7156,40,60,0,"","","","","","","",1,1,"","",2,24,[0],[906]
537,7157,40,60,0,"","","","","","","",1,1,"","",2,24,[0],[907]
538,7158,0,60,40,"","","","","","","",1,1,"","",2,24,[0],[908]
539,7159,0,60,40,"","","","","","","",1,1,"","",2,25,[0],[909]
540,7160,0,60,40,"","","","","","","",1,1,"","",2,25,[0],[910]
541,7161,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[911]
542,7162,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[912]
543,7163,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[913]
544,7164,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[914]
545,7165,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[915]
546,7166,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[916]
547,7167,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[917]
548,7168,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[918]
549,7169,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[919]
550,7170,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[920]
551,7171,60,0,40,"","","","","","","",1,1,"","",1,25,[0],[921]
552,7172,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[922]
553,7173,40,0,60,"","","","","","","",1,1,"","",3,25,[0],[923]
554,7174,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[924]
555,7175,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[925]
556,7176,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[926]
557,7177,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[927]
558,7178,40,0,60,"","","","","","","",1,1,"","",3,25,[0],[928]
559,7179,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[929]
560,7180,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[930]
561,7181,0,60,40,"","","","","","","",1,1,"","",2,25,[0],[931]
562,7182,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[932]
563,7183,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[933]
564,7184,40,0,60,"","","","","","","",1,1,"","",3,25,[0],[934]
565,7185,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[935]
566,7186,0,40,60,"","","","","","","",1,1,"","",3,25,[0],[936]
567,7187,0,40,60,"","","","","","","",1,1,"","",3,25,[0],[937]
568,7188,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[938]
569,7189,60,0,40,"","","","","","","",1,1,"","",1,25,[1],[939]
570,7190,0,100,0,"","","","","","","",1,1,"","",2,24,"[0,1]",[940]
571,7191,0,100,0,"","","","","","","",1,1,"","",2,25,[1],[941]
572,7192,0,60,40,"","","","","","","",1,1,"","",2,24,[0],[942]
573,7193,0,60,40,"","","","","","","",1,1,"","",2,24,[0],[943]
574,7194,0,40,60,"","","","","","","",1,1,"","",3,24,[0],[944]
575,7195,0,40,60,"","","","","","","",1,1,"","",3,25,[0],[945]
576,7196,0,60,40,"","","","","","","",1,1,"","",2,25,[0],[946]
577,7197,0,40,60,"","","","","","","",1,1,"","",3,25,[0],[947]
578,7198,0,75,0,"","","","","","","",1,1,"","",2,24,[0],[948]
579,7199,75,0,0,"","","","","","","",1,1,"","",1,24,[0],[949]
580,7200,0,0,75,"","","","","","","",1,1,"","",3,24,[0],[950]
581,7201,60,40,0,"","","","","","","",1,1,"","",1,24,[0],[951]
582,7202,0,50,0,"","","","","","","",1,1,"","",2,25,[0],[952]
583,7203,0,60,40,"","","","","","","",1,1,"","",2,25,[0],[953]
584,7204,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[954]
585,7205,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[955]
586,7206,0,40,60,"","","","","","","",1,1,"","",3,25,[0],[956]
587,7207,60,40,0,"","","","","","","",1,1,"","",1,25,[0],[957]
588,7208,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[958]
589,7209,60,0,40,"","","","","","","",1,1,"","",1,25,[0],[959]
590,7210,0,40,60,"","","","","","","",1,1,"","",3,25,[0],[960]
591,7211,100,0,0,"","","","","","","",1,1,"","",1,25,[0],[961]
592,7212,100,0,0,"","","","","","","",1,1,"","",1,25,[1],[962]
593,7213,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[963]
594,7214,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[964]
595,7215,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[965]
596,7216,0,60,40,"","","","","","","",1,1,"","",2,24,[0],[966]
597,7217,60,40,0,"","","",1,"","","",1,1,"","",1,25,[0],[967]
598,7218,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[968]
599,7219,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[969]
600,7220,60,0,40,"","","",1,"","","",1,1,"","",1,25,[1],[970]
601,7221,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[971]
602,7222,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[972]
603,7223,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[973]
604,7224,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[974]
605,7225,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[975]
606,7226,60,40,0,"","","",1,"","","",1,1,"","",1,25,[1],[976]
607,7227,60,0,40,"","","",1,"","","",1,1,"","",1,25,[1],[977]
608,7228,0,60,40,"","","",1,"","","",1,1,"","",2,25,[0],[978]
609,7229,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[979]
610,7230,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[980]
611,7231,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[981]
612,7232,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[982]
613,7233,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[983]
614,7234,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[984]
615,7235,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[985]
616,7236,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[986]
617,7237,0,40,60,"","","",1,"","","",1,1,"","",3,25,[0],[987]
618,7238,0,0,100,"","","",1,"","","","",1,"","",3,25,[0],[988]
619,7239,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[989]
620,7102,60,40,0,"","","","","","","",1,1,"","",1,5,[0],[990]
621,7103,0,40,60,"","","","","","","",1,1,"","",3,4,[0],"[991,992,993]"
622,7104,100,0,0,"","","","","","","",1,1,"","",1,8,[0],"[994,995,996]"
623,7105,40,60,0,"","","","","","","",1,1,"","",2,4,[0],"[997,998,999]"
624,7106,60,0,40,"","","","","","","",1,"","","",1,7,[0],[1000]
625,7107,100,0,0,"","","",1,"","","",1,1,"","",1,2,[0],[1001]
626,7108,60,0,40,7309,"","","","","","",1,1,"","",1,4,[0],"[1002,1003,1004]"
627,7240,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[1005]
628,7241,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[1006]
629,7242,0,60,40,"","","",1,"","","",1,1,"","",2,25,[0],[1007]
630,7243,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[1008]
631,7244,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[1009]
632,7245,0,60,40,"","","",1,"","","",1,1,"","",2,25,[0],[1010]
633,7246,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[1011]
634,7247,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[1012]
635,7248,60,0,40,"","","","","","","",1,1,"","",1,25,[1],[1013]
636,7249,100,0,0,"","","","","","","",1,1,"","",1,24,[1],[1014]
637,7250,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[1015]
638,7251,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[1016]
639,7252,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[1017]
640,7253,0,0,100,"","",10207,"","","","",1,1,"","",3,24,[0],[1018]
641,7254,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[1019]
642,7255,0,60,40,"","","","","","","",1,1,"","",2,25,[0],[1020]
643,7256,0,60,40,"","","","","","","",1,1,"","",2,24,[0],[1021]
644,7257,0,60,40,"","","","","","","",1,1,"","",2,25,[0],[1022]
645,7258,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[1023]
646,7259,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[1024]
647,7260,0,40,60,"","","","","","","",1,1,"","",3,25,[0],[1025]
648,7261,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[1026]
649,7262,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[1027]
650,7263,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[1028]
651,7264,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[1029]
652,7265,40,60,0,"","","","","","","",1,1,"","",2,25,[0],[1030]
653,7266,40,60,0,"","","","","","","",1,1,"","",2,25,[0],[1031]
654,7267,60,40,0,"","","","","","","",1,1,"","",1,24,[0],[1032]
655,7268,60,0,40,"","","","","","","",1,1,"","",1,24,[0],[1033]
656,7269,100,0,0,"","","","","","","",1,1,"","",1,24,[0],[1034]
657,7270,100,0,0,"","","","","","","",1,1,"","",1,25,[0],[1035]
658,7271,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[1036]
659,7272,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[1037]
660,7273,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[1038]
661,7274,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[1039]
662,7275,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[1040]
663,7276,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[1041]
664,7277,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[1042]
665,7278,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[1043]
666,7279,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[1044]
667,7280,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[1045]
668,7281,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[1046]
669,7282,100,0,0,"","","","","","","",1,1,"","",1,24,[0],[1047]
670,7283,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[1048]
671,7284,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[1049]
672,7285,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[1050]
673,7286,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[1051]
674,7287,100,0,0,"","","","","","","",1,1,"","",1,24,[0],[1052]
675,7288,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[1053]
676,7289,100,0,0,"","","","","","","",1,1,"","",1,24,[0],[1054]
677,7290,0,60,40,"","","","","","","",1,1,"","",2,24,[0],[1055]
678,7291,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[1056]
679,7292,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[1057]
680,7110,0,0,100,"","","","","","","",1,1,"","",3,5,[0],"[1058,1059,1060]"
681,7109,0,60,40,"","","","","","","",1,1,"","",2,10,[0],[1061]
682,7111,0,0,100,"","","","","","","",1,1,"","",3,4,[0],"[1062,1063,1064]"
683,7112,0,100,0,"","","","","","","",1,1,"","",2,4,[0],"[1065,1066,1067]"
684,7113,0,100,0,"","","","","","","",1,1,"","",2,8,[0],"[1068,1069,1070]"
685,7114,100,0,0,"","","","","","","",1,1,"","",1,0,[0],"[1071,1072,1073]"
686,7117,0,0,100,"","","","","","","",1,1,"","",3,12,[0],[1074]
687,7115,0,100,0,"","","",1,"","","",1,1,"","",2,9,[0],[1075]
